0fd1fb5 0fc5ae8 001e043 0fd1a3f 0fc5780 
0fcc4d0 0fc09a6 0021934 0fcc6f3 0fc019a 
0fcd509 0fc1a43 0013ab2 0fce9f9 0fc1029 
0fc6943 0fbae42 001219a 0fc7494 0fba585 
0fd0943 0fc4e21 001f760 0fd109c 0fc44d6 
0fc7328 0fbb875 00039ef 0fc8a43 0fbae8e 
0fcc574 0fc0a3c 002189c 0fcc790 0fc023e 
0fcd5ff 0fc1b49 0013f5f 0fceaec 0fc1135 
0fc694e 0fbae4e 00122d3 0fc74b6 0fba590 
0fd099e 0fc4e7c 001f791 0fd10c4 0fc452b 
0fc7435 0fbb997 0003c1b 0fc8b30 0fbaf93 
0fcc5c8 0fc0abd 0021817 0fcc7c8 0fc029b 
0fcd78f 0fc1cfd 0013f96 0fcec49 0fc12be 
0fc6a32 0fbaf63 0011eed 0fc75ad 0fba671 
0fd0982 0fc4e90 001f77d 0fd108d 0fc4518 
0fc7498 0fbba0a 0003a8b 0fc8ba1 0fbaff3 
0fcc420 0fc0921 00217a9 0fcc62f 0fc00ed 
0fcd861 0fc1dc9 001418c 0fced17 0fc1394 
0fc694a 0fbae63 00118a4 0fc74ec 0fba58f 
0fd0ad0 0fc4fc5 001f67b 0fd11d4 0fc4669 
0fc7696 0fbbbf4 00036a0 0fc8dc2 0fbb1fb 
0fcc477 0fc0951 0021524 0fcc6aa 0fc0149 
0fcd801 0fc1d2c 0013ff7 0fcece8 0fc1329 
0fc68b3 0fbad8c 0011389 0fc74a4 0fba4dc 
0fd08dd 0fc4d83 001f863 0fd103d 0fc445e 
0fc7607 0fbbb09 0003590 0fc8d81 0fbb13a 
0fcc350 0fc07d3 0021562 0fcc5ef 0fbffef 
0fcd9b0 0fc1e8e 00141e6 0fceeb1 0fc149e 
0fc694c 0fbadf0 0011229 0fc75a6 0fba55a 
0fd0a2a 0fc4ea2 001f7d8 0fd1198 0fc4587 
0fc783c 0fbbd1a 00037db 0fc8fd1 0fbb36e 
0fcc420 0fc0898 0021431 0fcc6eb 0fc00d8 
0fcdb5c 0fc2040 0014451 0fcf06e 0fc1675 
0fc69d9 0fbae86 00111a9 0fc7644 0fba5ec 
0fd09c6 0fc4e50 001f897 0fd1147 0fc4542 
0fc779e 0fbbc8f 0003988 0fc8f44 0fbb2bf 
0fcc315 0fc078f 00214e1 0fcc5d3 0fbffac 
0fcdceb 0fc21bc 0014779 0fcf1b7 0fc17da 
0fc6a59 0fbaeef 001113e 0fc769f 0fba650 
0fd0ae4 0fc4f5b 001f819 0fd123b 0fc4660 
0fc79b2 0fbbe9a 0003b0d 0fc9149 0fbb4d1 
0fcc2c6 0fc0733 0021400 0fcc588 0fbff62 
0fcddc4 0fc2299 00148dd 0fcf294 0fc18c3 
0fc6aee 0fbaf7c 0010d94 0fc7753 0fba6ee 
0fd0c0f 0fc5089 001f76c 0fd1350 0fc4796 
0fc7b98 0fbc083 0003c63 0fc9336 0fbb6b8 
0fcc436 0fc08b1 0021207 0fcc70d 0fc00dd 
0fcdf7c 0fc245c 0014c67 0fcf43e 0fc1a8b 
0fc6b6a 0fbb017 0010a63 0fc7808 0fba779 
0fd0c74 0fc5101 001f708 0fd13cc 0fc4829 
0fc7c36 0fbc12d 0003918 0fc93df 0fbb759 
0fcc3c6 0fc0843 0020fb4 0fcc690 0fc0075 
0fce176 0fc2669 0014b87 0fcf612 0fc1c91 
0fc6ad1 0fbaf88 0010453 0fc7782 0fba6de 
0fd0cb1 0fc5148 001f70d 0fd13e4 0fc486f 
0fc7d39 0fbc23a 0003b5a 0fc94f9 0fbb86d 
0fcc2bd 0fc0752 0021005 0fcc5bb 0fbff77 
0fce0dd 0fc25c3 0014f0d 0fcf581 0fc1bfc 
0fc6bbd 0fbb070 0010223 0fc789d 0fba7bd 
0fd0cb9 0fc514c 001f788 0fd13fa 0fc486f 
0fc7dfc 0fbc2fa 0003cd0 0fc95d8 0fbb931 
0fcc1a8 0fc0634 0020ffb 0fcc4ae 0fbfe68 
0fce21a 0fc2715 0015232 0fcf6a9 0fc1d3e 
0fc6a1a 0fbaed2 0010091 0fc771f 0fba62b 
0fd0bd3 0fc507e 001f8b6 0fd1315 0fc47a6 
0fc7e92 0fbc3a3 0003be3 0fc9698 0fbb9d1 
0fcc170 0fc0601 0020e00 0fcc47a 0fbfe2c 
0fce477 0fc2965 001529d 0fcf8cf 0fc1f95 
0fc6b91 0fbb048 000f992 0fc787a 0fba78c 
0fd0d21 0fc51c4 001f771 0fd1419 0fc48f5 
0fc80b4 0fbc5bf 00039d1 0fc9880 0fbbbdf 
0fcc1da 0fc0681 0020bb7 0fcc4d3 0fbfe97 
0fce4b7 0fc29ca 00151e8 0fcf929 0fc1fe0 
0fc6ada 0fbafc1 000f937 0fc7807 0fba6f8 
0fd0cfd 0fc51c8 001f786 0fd1424 0fc48fd 
0fc8011 0fbc53b 0003850 0fc9817 0fbbb62 
0fcc100 0fc05b2 0020ba5 0fcc3f6 0fbfdd4 
0fce426 0fc2942 0015456 0fcf872 0fc1f65 
0fc6951 0fbae39 000f56a 0fc766c 0fba56b 
0fd0b60 0fc502d 001f94c 0fd1238 0fc473c 
0fc7fb4 0fbc4e1 0003704 0fc978d 0fbbae3 
0fcbfae 0fc0463 0020afb 0fcc28b 0fbfc6c 
0fce4e6 0fc2a0e 001563c 0fcf91a 0fc2019 
0fc68e7 0fbade9 000f364 0fc762e 0fba501 
0fd0b88 0fc506d 001f9b8 0fd1255 0fc477f 
0fc7fb8 0fbc50d 0003bb6 0fc97c4 0fbbb0f 
0fcbe56 0fc0339 0020bf1 0fcc155 0fbfb39 
0fce5e5 0fc2b2f 0015a62 0fcfa0d 0fc2138 
0fc68b2 0fbadc8 000f15a 0fc760c 0fba4e0 
0fd0b32 0fc5026 001fa8a 0fd11e8 0fc4734 
0fc808b 0fbc5ec 0003b98 0fc9893 0fbbbe0 
0fcbd7e 0fc025a 0020ae4 0fcc059 0fbfa55 
0fce56e 0fc2aaf 0015ca1 0fcf94f 0fc20ad 
0fc679c 0fbacbb 000ee70 0fc74f4 0fba3be 
0fd0ab9 0fc4fad 001fb77 0fd1123 0fc46ad 
0fc80de 0fbc63a 0003bef 0fc98df 0fbbc29 
0fcbcd7 0fc01bb 0020a12 0fcbfa6 0fbf9b0 
0fce662 0fc2bb0 0015ed7 0fcfa32 0fc21a9 
0fc6745 0fbac70 000ea8c 0fc74b1 0fba378 
0fd0a3d 0fc4f45 001fc0d 0fd10aa 0fc4657 
0fc81b8 0fbc730 0003c83 0fc99d8 0fbbd2a 
0fcbb7b 0fc007d 002099d 0fcbe70 0fbf874 
0fce693 0fc2bfd 00160d7 0fcfa6b 0fc21eb 
0fc6761 0fbac9c 000e78c 0fc74e2 0fba392 
0fd0a98 0fc4fad 001fb9c 0fd10da 0fc46a9 
0fc8205 0fbc786 0003b91 0fc9a03 0fbbd5c 
0fcbb45 0fc0050 0020847 0fcbe08 0fbf82d 
0fce7e9 0fc2d55 001610a 0fcfb74 0fc2339 
0fc66a5 0fbabe5 000e219 0fc7413 0fba2d0 
0fd0a7c 0fc4f8d 001fc03 0fd108b 0fc4694 
0fc8334 0fbc8b1 0003b0e 0fc9b3b 0fbbe97 
0fcbad3 0fbffe5 002067d 0fcbdaf 0fbf7d4 
0fce90b 0fc2e8b 0016308 0fcfcaa 0fc248f 
0fc6754 0fbacaa 000ddc6 0fc74f4 0fba39a 
0fd0b3d 0fc507a 001fb4c 0fd1159 0fc478d 
0fc846f 0fbca18 0003b29 0fc9c7a 0fbbfe1 
0fcba5b 0fbff88 0020488 0fcbd13 0fbf74d 
0fcea7e 0fc300a 00163d9 0fcfdcd 0fc25eb 
0fc6824 0fbad77 000d972 0fc75b0 0fba44f 
0fd0a8e 0fc4fbb 001fc3f 0fd1061 0fc46be 
0fc8516 0fbcab5 0003d3f 0fc9d19 0fbc084 
0fcb933 0fbfe61 00203df 0fcbc04 0fbf635 
0fceb11 0fc30a7 00167a0 0fcfe48 0fc2692 
0fc6717 0fbac90 000d85a 0fc74fa 0fba373 
0fd0a55 0fc4f9e 001fcbf 0fd1037 0fc46b0 
0fc86b6 0fbcc78 0003e9b 0fc9ee0 0fbc250 
0fcb8f1 0fbfe39 002028c 0fcbbd0 0fbf616 
0fcec95 0fc323c 00168a1 0fcffb1 0fc2828 
0fc67e0 0fbad54 000d4cb 0fc7595 0fba42e 
0fd0b88 0fc50dd 001fbb6 0fd1120 0fc47ed 
0fc8737 0fbccf0 0003f33 0fc9f0b 0fbc2ac 
0fcb8a3 0fbfdeb 0020153 0fcbb52 0fbf5af 
0fcedb0 0fc335c 0016ac4 0fd009d 0fc2941 
0fc678a 0fbad12 000d0ff 0fc7567 0fba3e7 
0fd0aa2 0fc500c 001fc80 0fd103f 0fc4726 
0fc886b 0fbce42 0003d5f 0fca07b 0fbc40d 
0fcb7bf 0fbfd21 001ff9f 0fcba88 0fbf4f0 
0fced98 0fc336e 0016d11 0fd00a6 0fc2957 
0fc6777 0fbad22 000cfd5 0fc758a 0fba3ed 
0fd0a93 0fc5017 001fcb8 0fd1027 0fc4719 
0fc88d3 0fbceb7 0003edc 0fca0e4 0fbc467 
0fcb6a6 0fbfc0f 001fe90 0fcb97f 0fbf3c8 
0fced6a 0fc331b 0016e52 0fd0036 0fc28fa 
0fc65fc 0fbab7a 000caad 0fc742c 0fba248 
0fd0a19 0fc4f5e 001fd40 0fd0fd4 0fc468c 
0fc892d 0fbcec9 0003f86 0fca19c 0fbc4b4 
0fcb53d 0fbfa44 001fd92 0fcb8ae 0fbf24f 
0fceddc 0fc3336 0016fd7 0fd0114 0fc296d 
0fc6528 0fbaa53 000c7e8 0fc73fe 0fba172 
0fd0716 0fc4c0d 0020077 0fd0d1d 0fc4356 
0fc8785 0fbccee 0003e0a 0fca03f 0fbc2fe 
0fcb22c 0fbf710 001fcee 0fcb5fe 0fbef27 
0fcebe8 0fc3123 00170a3 0fcff10 0fc2748 
0fc6350 0fba862 000c19b 0fc7236 0fb9f73 
0fd0678 0fc4b4b 0020137 0fd0c43 0fc4287 
0fc87db 0fbcd27 0004068 0fca080 0fbc33e 
0fcb270 0fbf741 001fcd4 0fcb648 0fbef66 
0fcedfb 0fc3324 00175d5 0fd0126 0fc2967 
0fc645e 0fba973 000c4cd 0fc738f 0fba09a 
0fd07bf 0fc4cac 002005c 0fd0de5 0fc4419 
0fc8988 0fbcee3 00044f8 0fca265 0fbc507 
0fcb263 0fbf73d 001fc58 0fcb669 0fbef6d 
0fcee9b 0fc33d4 00176b9 0fd01d0 0fc2a17 
0fc6466 0fba97f 000c1e0 0fc73b1 0fba0a0 
0fd0775 0fc4c52 0020074 0fd0d81 0fc43bc 
0fc8a31 0fbcf88 00044fc 0fca319 0fbc59f 
0fcb1e1 0fbf6b2 001fad0 0fcb5f5 0fbeed5 
0fcefdf 0fc3509 0017970 0fd02ff 0fc2b4d 
0fc6579 0fbaa85 000c2aa 0fc74d6 0fba1a5 
0fd085e 0fc4d42 0020043 0fd0e73 0fc44b7 
0fc8bb9 0fbd118 000496d 0fca4b5 0fbc73d 
0fcb217 0fbf6fc 001fa42 0fcb661 0fbef2d 
0fcf139 0fc3681 0017b87 0fd047d 0fc2ccd 
0fc65e8 0fbab16 000be1c 0fc759e 0fba234 
0fd07db 0fc4cdb 002004f 0fd0e0f 0fc445a 
0fc8cef 0fbd25e 0004593 0fca5f4 0fbc86f 
0fcb21d 0fbf70e 001f6bd 0fcb643 0fbef28 
0fcf2f9 0fc3850 0017a87 0fd05fb 0fc2e8d 
0fc6658 0fbab89 000bad7 0fc75e5 0fba28e 
0fd085c 0fc4d51 0020015 0fd0e68 0fc44d9 
0fc8e1e 0fbd387 0004ae2 0fca72d 0fbc9a7 
0fcb110 0fbf5f9 001f876 0fcb561 0fbee29 
0fcf31a 0fc385c 0017e11 0fd0625 0fc2ec5 
0fc65dd 0fbab05 000ba67 0fc75a7 0fba22e 
0fd0823 0fc4d1f 002006b 0fd0e37 0fc44b8 
0fc8e6d 0fbd3e7 0004c7f 0fca780 0fbc9f7 
0fcb052 0fbf551 001f6cb 0fcb4a8 0fbed68 
0fcf41c 0fc396e 0018028 0fd06f9 0fc2fbf 
0fc6736 0fbac6f 000b6ed 0fc76f9 0fba36d 
0fd0970 0fc4e74 001ff17 0fd0f5d 0fc45f8 
0fc90ea 0fbd664 0004beb 0fca9dd 0fbcc63 
0fcb182 0fbf683 001f39d 0fcb5c9 0fbee86 
0fcf641 0fc3ba4 00180c2 0fd08f4 0fc31e3 
0fc67b4 0fbad07 000b474 0fc77a2 0fba3fd 
0fd08bc 0fc4de6 001ffd5 0fd0eb6 0fc455f 
0fc91b9 0fbd74f 0004d7e 0fcaac6 0fbcd4a 
0fcb0e6 0fbf60a 001f31f 0fcb54f 0fbee00 
0fcf640 0fc3bbf 00183a0 0fd08f8 0fc31fd 
0fc6778 0fbacd6 000b46f 0fc7759 0fba3b2 
0fd0903 0fc4e31 001ff9b 0fd0ec0 0fc4591 
0fc933d 0fbd8dc 0004fe5 0fcac2d 0fbcebc 
0fcb163 0fbf684 001f1b6 0fcb5a9 0fbee6f 
0fcf7af 0fc3d27 001845b 0fd0a26 0fc3359 
0fc66fc 0fbac57 000b15a 0fc76f0 0fba345 
0fd087b 0fc4d9f 002005b 0fd0e26 0fc451f 
0fc93f6 0fbd991 000520b 0fcacec 0fbcf90 
0fcb089 0fbf5b0 001f15b 0fcb4e0 0fbedb4 
0fcf7ce 0fc3d5b 001866e 0fd0a39 0fc3394 
0fc67a3 0fbad16 000ae86 0fc77a2 0fba3f5 
0fd0801 0fc4d51 00200d2 0fd0d9a 0fc44ad 
0fc941c 0fbd9e9 0005400 0fcad22 0fbcfb5 
0fcaec0 0fbf418 001efec 0fcb344 0fbebe6 
0fcf760 0fc3d18 0018742 0fd09be 0fc3320 
0fc66d4 0fbac74 000ab26 0fc76fc 0fba328 
0fd0740 0fc4cac 002011a 0fd0cd6 0fc43f3 
0fc93f0 0fbd9c2 0005056 0fcacec 0fbcf8e 
0fcad69 0fbf2c2 001edff 0fcb1f0 0fbeaa8 
0fcf6f5 0fc3ca0 001884f 0fd0935 0fc32cc 
0fc65b9 0fbab4f 000a5ec 0fc75f8 0fba224 
0fd05c0 0fc4b1e 00202b3 0fd0b44 0fc4295 
0fc932d 0fbd8fc 0005085 0fcac3b 0fbcef5 
0fcac73 0fbf1d4 001ebb3 0fcb0fe 0fbe9ce 
0fcf7cc 0fc3d86 0018935 0fd09eb 0fc33c0 
0fc6637 0fbabe3 000a4e1 0fc767a 0fba2ae 
0fd0612 0fc4b82 0020243 0fd0b64 0fc42dc 
0fc9443 0fbda25 00051a4 0fcad2c 0fbcff6 
0fcabd0 0fbf131 001eab7 0fcb03f 0fbe90a 
0fcf896 0fc3e51 0018a2d 0fd0a87 0fc3469 
0fc6640 0fbabef 000a194 0fc7682 0fba2ab 
0fd05d2 0fc4b4a 0020278 0fd0b15 0fc42ac 
0fc94f9 0fbdaeb 0005162 0fcadd7 0fbd0c1 
0fcab48 0fbf0c9 001e8d3 0fcafc4 0fbe89f 
0fcf974 0fc3f4a 0018a90 0fd0b58 0fc3570 
0fc65f1 0fbabbb 0009d0a 0fc765c 0fba27a 
0fd0591 0fc4b1e 002029d 0fd0ac1 0fc4282 
0fc9649 0fbdc53 0005189 0fcaf3a 0fbd21b 
0fcaada 0fbf06a 001e635 0fcaf50 0fbe82f 
0fcf958 0fc3f38 0018b94 0fd0b10 0fc3552 
0fc6558 0fbab1e 000976e 0fc75a3 0fba1c8 
0fd0552 0fc4ae4 002025f 0fd0a5a 0fc423e 
0fc9664 0fbdc77 0004fa3 0fcaf51 0fbd23f 
0fca952 0fbeeee 001e3ab 0fcadea 0fbe6bd 
0fcf9b2 0fc3fac 0018c92 0fd0b65 0fc35c4 
0fc6566 0fbab4e 00094ab 0fc75e5 0fba1f2 
0fd0557 0fc4b01 0020273 0fd0a53 0fc4263 
0fc97e3 0fbde16 000525f 0fcb0c6 0fbd3d1 
0fca8f2 0fbeea7 001e2a9 0fcad76 0fbe665 
0fcfa5c 0fc4060 0018fc2 0fd0bbd 0fc366a 
0fc65d4 0fbabcd 0009536 0fc7638 0fba252 
0fd051d 0fc4ae0 0020323 0fd09da 0fc421a 
0fc98e3 0fbdf15 000573d 0fcb1a5 0fbd4b7 
0fca8ad 0fbee65 001e1df 0fcad22 0fbe60b 
0fcfb03 0fc410b 0019168 0fd0c4d 0fc3711 
0fc655b 0fbab66 0009200 0fc7603 0fba1e8 
0fd0383 0fc4966 002044a 0fd0853 0fc409b 
0fc9881 0fbdee6 00056a8 0fcb17e 0fbd47e 
0fca7a0 0fbed83 001df7f 0fcac3f 0fbe526 
0fcfb48 0fc416f 0019349 0fd0c79 0fc376a 
0fc650f 0fbab26 0009199 0fc75ab 0fba19b 
0fd032d 0fc4914 0020535 0fd07bc 0fc402d 
0fc992c 0fbdf94 0005e39 0fcb212 0fbd51e 
0fca62c 0fbec23 001e0a0 0fcaad6 0fbe3a8 
0fcfb8b 0fc41d9 0019685 0fd0ca7 0fc37b3 
0fc6513 0fbab4c 0008e69 0fc75e7 0fba1b1 
0fd026c 0fc486c 002057e 0fd0705 0fc3f8e 
0fc99b4 0fbe023 0005bda 0fcb293 0fbd5ab 
0fca4d8 0fbeac9 001dcb8 0fca979 0fbe24e 
0fcfc0d 0fc4252 00196af 0fd0d00 0fc382e 
0fc658a 0fbabd0 000898e 0fc7663 0fba21f 
0fd0388 0fc4996 002043f 0fd080f 0fc40b7 
0fc9c4a 0fbe2d2 0005cf7 0fcb52a 0fbd846 
0fca5be 0fbebc6 001daf6 0fcaa56 0fbe340 
0fcfcc7 0fc4309 00198cf 0fd0d89 0fc38fa 
0fc6555 0fbab8f 00086db 0fc762d 0fba1f2 
0fd01c8 0fc47c8 00205db 0fd061f 0fc3eff 
0fc9ba4 0fbe226 0005ce0 0fcb461 0fbd7a9 
0fca40b 0fbea14 001d7da 0fca89a 0fbe192 
0fcfda6 0fc43fb 0019838 0fd0e32 0fc39d7 
0fc65dc 0fbac34 00080df 0fc76c6 0fba284 
0fc7faf 0fbc736 0013031 0fc8bb6 0fbbe7b 
0fd1782 0fc5f0f 001da5d 0fd2307 0fc55dd 
0fc7aeb 0fbc2cd 0001ab4 0fc92f2 0fbb8d4 
0fce045 0fc27a8 002077e 0fce486 0fc1f6d 
0fcd951 0fc212c 000f602 0fcf17e 0fc1714 
0fc7fb4 0fbc727 0012b9b 0fc8bcc 0fbbe8f 
0fd1710 0fc5e83 001db24 0fd225d 0fc555e 
0fc7a94 0fbc25b 00017fc 0fc92a3 0fbb882 
0fcdeee 0fc2649 0020722 0fce321 0fc1e13 
0fcd956 0fc2146 000f7b1 0fcf172 0fc1723 
0fc7e50 0fbc5fd 0012816 0fc8a89 0fbbd20 
0fd16e2 0fc5e8c 001dc0c 0fd2208 0fc5528 
0fc7a47 0fbc240 00018d9 0fc9240 0fbb822 
0fcdd6e 0fc24ef 002078e 0fce17b 0fc1c88 
0fcd9c0 0fc21d4 000fb00 0fcf1b8 0fc1783 
0fc7c38 0fbc3ec 001264c 0fc8889 0fbbb1a 
0fd151a 0fc5cc8 001de04 0fd205e 0fc53aa 
0fc7a3c 0fbc22d 00015c2 0fc926c 0fbb839 
0fcdb33 0fc22a3 0020849 0fcdf70 0fc1a84 
0fcd7e6 0fc1fec 000fda3 0fcefd8 0fc15bf 
0fc7a42 0fbc1f3 001228e 0fc8692 0fbb91a 
0fd1392 0fc5b47 001e006 0fd1e98 0fc5209 
0fc78df 0fbc0e3 00016ae 0fc9116 0fbb6d1 
0fcd8b8 0fc204d 00208ee 0fcdd02 0fc1813 
0fcd926 0fc213b 000fecb 0fcf0f4 0fc1709 
0fc7a5e 0fbc223 0011ef8 0fc86bb 0fbb947 
0fd14b3 0fc5c81 001dfa5 0fd1f9e 0fc533e 
0fc7a7e 0fbc29f 00017cc 0fc92bd 0fbb88b 
0fcda9c 0fc2237 002077e 0fcde9a 0fc19e4 
0fcdb3d 0fc2364 001029f 0fcf2da 0fc1928 
0fc7ba4 0fbc383 0011d66 0fc87e9 0fbba8f 
0fd1612 0fc5df3 001df71 0fd20b4 0fc549c 
0fc7ba2 0fbc3e9 00019a8 0fc93d8 0fbb9b2 
0fcd9ba 0fc217c 0020732 0fcddc9 0fc1915 
0fcdc84 0fc24cf 001064c 0fcf42a 0fc1a81 
0fc7a71 0fbc263 00119db 0fc86f3 0fbb970 
0fd1664 0fc5e56 001df75 0fd20ef 0fc54fa 
0fc7cc6 0fbc507 00016a1 0fc9506 0fbbae5 
0fcd9f1 0fc21b7 002059c 0fcddec 0fc1958 
0fcde4e 0fc2696 00107d2 0fcf5bf 0fc1c5e 
0fc7ae9 0fbc2e5 00117a9 0fc875c 0fbb9f0 
0fd16aa 0fc5ea1 001e01e 0fd20f4 0fc554d 
0fc7dc6 0fbc610 00017f8 0fc95fd 0fbbbef 
0fcd953 0fc212a 002054a 0fcdd31 0fc18c3 
0fcdf09 0fc276f 0010c65 0fcf64f 0fc1d11 
0fc7b46 0fbc367 001160f 0fc87c2 0fbba47 
0fd1682 0fc5e96 001e0e3 0fd20ad 0fc5516 
0fc7e26 0fbc692 00019a3 0fc9665 0fbbc3f 
0fcd8fe 0fc20f1 00204c3 0fcdceb 0fc187c 
0fcdfee 0fc285d 0010c6f 0fcf732 0fc1e08 
0fc7b02 0fbc31c 00110f9 0fc879d 0fbba1c 
0fd17bd 0fc5fd0 001dfe5 0fd21df 0fc5692 
0fc7efe 0fbc764 00016bd 0fc974f 0fbbd41 
0fcd718 0fc1efc 00204c1 0fcdae9 0fc16a3 
0fcdf9b 0fc2808 0010e41 0fcf6be 0fc1dc2 
0fc792a 0fbc150 0010c62 0fc85cd 0fbb83e 
0fd16a5 0fc5ec7 001e176 0fd208e 0fc5560 
0fc7ec8 0fbc74b 00017a8 0fc9713 0fbbcf5 
0fcd6a0 0fc1ea9 0020455 0fcda5a 0fc161a 
0fce0a9 0fc2942 0011261 0fcf7b1 0fc1eca 
0fc792e 0fbc172 0010b93 0fc85e9 0fbb846 
0fd1640 0fc5e78 001e274 0fd2010 0fc5505 
0fc7f47 0fbc7e2 00017e6 0fc97bd 0fbbd95 
0fcd6b0 0fc1ec8 002034a 0fcda70 0fc1640 
0fce1cb 0fc2a67 0011403 0fcf8bd 0fc1ff9 
0fc7984 0fbc1cf 00109c1 0fc864a 0fbb8a9 
0fd174e 0fc5f85 001e204 0fd20ef 0fc561b 
0fc808c 0fbc928 00017b1 0fc98f1 0fbbed3 
0fcd56a 0fc1d8f 00202d4 0fcd921 0fc1504 
0fce2ce 0fc2b75 0011462 0fcf99d 0fc20f8 
0fc7918 0fbc178 0010348 0fc85e0 0fbb837 
0fd173b 0fc5fa0 001e215 0fd20ca 0fc5621 
0fc813b 0fbc9e6 0001562 0fc9984 0fbbf7b 
0fcd55a 0fc1d86 002012d 0fcd8fb 0fc14f2 
0fce45a 0fc2cfb 00116a1 0fcfaf9 0fc2297 
0fc78f5 0fbc14f 000fe2c 0fc85c7 0fbb81d 
0fd1755 0fc5fac 001e261 0fd20bf 0fc564f 
0fc8222 0fbcad3 000128d 0fc9a7c 0fbc066 
0fcd517 0fc1d4a 001ff93 0fcd88f 0fc14b2 
0fce4d4 0fc2d85 00118a8 0fcfb45 0fc22fb 
0fc780f 0fbc075 000fe17 0fc84ba 0fbb715 
0fd16d7 0fc5f35 001e3aa 0fd1fd6 0fc55a6 
0fc823e 0fbcaf9 00015a9 0fc9a6d 0fbc06b 
0fcd375 0fc1ba3 00200af 0fcd6d1 0fc1303 
0fce526 0fc2dd1 0011c91 0fcfb95 0fc235d 
0fc792a 0fbc184 000fb6c 0fc862e 0fbb853 
0fd1832 0fc606a 001e2ce 0fd2182 0fc5727 
0fc83d4 0fbcc47 00015d0 0fc9c75 0fbc210 
0fcd3fc 0fc1bdd 001ff25 0fcd80d 0fc1390 
0fce6c0 0fc2f1f 0011ee6 0fcfd99 0fc24ed 
0fc7855 0fbc072 000f801 0fc8608 0fbb75c 
0fd178f 0fc5f94 001e3bf 0fd216a 0fc566a 
0fc83b1 0fbcc06 00013aa 0fc9cc6 0fbc1e1 
0fcd262 0fc1a31 001fe10 0fcd6e3 0fc11ea 
0fce689 0fc2ec9 0011e80 0fcfd8b 0fc24ba 
0fc77be 0fbbfb8 000f238 0fc85b3 0fbb6d5 
0fd1710 0fc5efd 001e490 0fd20ef 0fc55f3 
0fc8497 0fbccca 0001519 0fc9daf 0fbc2c7 
0fcd1dc 0fc198b 001fe99 0fcd674 0fc1169 
0fce898 0fc30c9 00125f0 0fcff95 0fc26cc 
0fc7826 0fbc01a 000f3ce 0fc8653 0fbb736 
0fd180f 0fc5ff6 001e4c4 0fd2201 0fc56fa 
0fc86d2 0fbcf10 0001927 0fca01a 0fbc4fd 
0fcd253 0fc1a13 001fdb8 0fcd6f8 0fc11de 
0fce9ce 0fc320f 0012965 0fd0095 0fc27fc 
0fc7832 0fbc02c 000f1a2 0fc8665 0fbb73a 
0fd189f 0fc6095 001e493 0fd2269 0fc578f 
0fc87eb 0fbd042 00019da 0fca141 0fbc61e 
0fcd255 0fc1a20 001fc3f 0fcd718 0fc11e4 
0fcebee 0fc3428 0012a49 0fd02b7 0fc2a10 
0fc78ab 0fbc096 000ed59 0fc870c 0fbb7ab 
0fd1893 0fc6077 001e4ca 0fd226b 0fc578d 
0fc87d6 0fbd015 000172b 0fca170 0fbc619 
0fcd06d 0fc1831 001fb1a 0fcd589 0fc1010 
0fceb76 0fc33bf 0012a66 0fd026a 0fc29b5 
0fc77ab 0fbbfc0 000e676 0fc865c 0fbb6bf 
0fd1798 0fc5f9f 001e59e 0fd214f 0fc568a 
0fc882a 0fbd087 00015b7 0fca191 0fbc65f 
0fcced2 0fc16ab 001faa3 0fcd3af 0fc0e70 
0fceb46 0fc3390 0012cf6 0fd01e6 0fc2983 
0fc7664 0fbbe6d 000e5ec 0fc84f6 0fbb570 
0fd179a 0fc5f85 001e6a0 0fd211e 0fc5693 
0fc87ed 0fbd030 0001c6c 0fca163 0fbc62d 
0fcceb5 0fc1678 001fb3c 0fcd3b4 0fc0e64 
0fcec71 0fc34aa 0013260 0fd0324 0fc2ac6 
0fc7619 0fbbe1d 000e60d 0fc84fb 0fbb53c 
0fd171b 0fc5f18 001e738 0fd20de 0fc562c 
0fc8930 0fbd193 0001c19 0fca2de 0fbc77e 
0fcce31 0fc1615 001f9fe 0fcd33d 0fc0de8 
0fced6f 0fc35cd 0013499 0fd03fe 0fc2bc5 
0fc76f7 0fbbf1c 000e2ff 0fc85d7 0fbb629 
0fd17ba 0fc5fc5 001e74b 0fd2140 0fc56dd 
0fc8a9a 0fbd30c 0001ed0 0fca43f 0fbc8f4 
0fcce2c 0fc1633 001f93d 0fcd34e 0fc0e04 
0fceec4 0fc3735 0013893 0fd0544 0fc2d29 
0fc7736 0fbbf68 000e1c4 0fc862e 0fbb668 
0fd187b 0fc609a 001e6e4 0fd21e2 0fc57b3 
0fc8b6e 0fbd3fa 0001e23 0fca537 0fbc9db 
0fccdbc 0fc15d0 001f7ba 0fcd2fa 0fc0da8 
0fcefb0 0fc383d 0013a32 0fd065a 0fc2e3c 
0fc75e6 0fbbe32 000dda5 0fc8527 0fbb52b 
0fd1714 0fc5f46 001e892 0fd2070 0fc564f 
0fc8ab1 0fbd347 0001f77 0fca46a 0fbc916 
0fcca99 0fc12a7 001f8c2 0fccf83 0fc0a60 
0fcee93 0fc371c 0013bf6 0fd04d9 0fc2d03 
0fc735f 0fbbbb0 000d8dd 0fc8295 0fbb29b 
0fd149c 0fc5cd5 001eb20 0fd1daa 0fc53b5 
