0fb089c 0fa9b8b 0facebe 
0fb0498 0fa987e 0face74 
0faeb16 0fa7e03 0fab427 
0fb40a9 0fad29c 0fb08ec 
0fb92a2 0fb24f0 0fb5acb 
0fb7516 0fb08a3 0fb3daf 
0fb137b 0faa769 0fadbe9 
0faf924 0fa8c23 0fac09c 
0fb4d18 0fadf24 0fb1387 
0fb9ee2 0fb3140 0fb64f5 
0fb811d 0fb14af 0fb4752 
0fb1f0c 0fab2f4 0fae4d9 
0fb044f 0fa972e 0fac8d8 
0fb5788 0fae96a 0fb1abe 
0fba896 0fb3ac9 0fb6afd 
0fb8b0a 0fb1e6a 0fb4cbf 
0fb2930 0fabce5 0faea19 
0fb0d8f 0faa04b 0facf7b 
0fb600c 0faf1e8 0fb229c 
0fbb0b2 0fb4300 0fb747d 
0fb9334 0fb26b2 0fb5817 
0fb319e 0fac56d 0faf63a 
0fb160e 0faa8e9 0fad943 
0fb67eb 0faf9d2 0fb29fc 
0fbb804 0fb4a36 0fb79f5 
0fb9ac2 0fb2e20 0fb5d29 
0fb3933 0faccfb 0fafb63 
0fb1d73 0fab03f 0fade1b 
0fb6efa 0fb00ce 0fb2ddd 
0fbbf49 0fb517b 0fb7cc4 
0fba2db 0fb3644 0fb5e6b 
0fb411f 0fad50e 0fb00e4 
0fb249e 0fab7ce 0faeb75 
0fb760a 0fb0853 0fb3c8d 
0fbc61a 0fb58af 0fb8b6d 
0fba8ec 0fb3ccf 0fb6f8a 
0fb4798 0fadbea 0fb0e8d 
0fb2c02 0fabf6d 0faf225 
0fb7cf4 0fb0f78 0fb426a 
0fbcc4a 0fb5f0f 0fb90f0 
0fbaf2c 0fb431c 0fb74e0 
0fb4ddd 0fae225 0fb1676 
0fb3254 0fac597 0fafa7c 
0fb83d9 0fb161b 0fb491a 
0fbd3b6 0fb6652 0fb975c 
0fbb71d 0fb4b08 0fb7d1d 
0fb57c2 0faec12 0fb1e62 
0fb3d96 0fad107 0fb0383 
0fb8dcf 0fb2052 0fb546e 
0fbdca8 0fb6f7d 0fba433 
0fbc0f1 0fb54fa 0fb897b 
0fb6175 0faf5f0 0fb29cf 
0fb46f3 0fada89 0fb0dd5 
0fb97c8 0fb2a5e 0fb5dc4 
0fbe6e5 0fb79bf 0fbad0c 
0fbcb3c 0fb5f38 0fb9208 
0fb6c7b 0fb00e2 0fb337d 
0fb524a 0fae5dc 0fb18f9 
0fba342 0fb35f8 0fb6963 
0fbf31a 0fb862f 0fbb995 
0fbd936 0fb6d80 0fba093 
0fb7b8a 0fb1023 0fb434a 
0fb6181 0faf508 0fb28a8 
0fbb206 0fb447d 0fb78da 
0fc0229 0fb94f1 0fbc955 
0fbe892 0fb7cca 0fbb089 
0fb8b56 0fb2013 0fb5398 
0fb7202 0fb05e9 0fb39ce 
0fbc338 0fb5634 0fb8a8c 
0fc137e 0fba6d7 0fbdb1a 
0fbfa22 0fb8ebd 0fbc272 
0fb9d6b 0fb327e 0fb6603 
0fb8476 0fb18d3 0fb4caa 
0fbd517 0fb68bb 0fb9cf2 
0fc24ca 0fbb8f7 0fbed08 
0fc0b8d 0fba0f3 0fbd429 
0fbaf74 0fb4540 0fb776d 
0fb9695 0fb2b88 0fb5e00 
0fbe84d 0fb7c66 0fbaf60 
0fc38e0 0fbcd59 0fc0035 
0fc1fc2 0fbb56b 0fbe75d 
0fbc37e 0fb5984 0fb8ae4 
0fbaa87 0fb3fb4 0fb7283 
0fbfb34 0fb8f82 0fbc3e5 
0fc4bdb 0fbe076 0fc152f 
0fc340b 0fbc9c3 0fbfe76 
0fbd830 0fb6e52 0fba30c 
0fbbe3a 0fb5379 0fb8904 
0fc0e79 0fba2de 0fbd90b 
0fc5e62 0fbf31a 0fc28a3 
0fc4583 0fbdb7a 0fc1064 
0fbe8c3 0fb7f8d 0fbb469 
0fbcd92 0fb6491 0fb99f5 
0fc1a65 0fbb299 0fbe7f3 
0fc63d8 0fbffea 0fc3487 
0fc4fef 0fbea6e 0fc1e38 
0fc059f 0fb9bba 0fbcf15 
0fbf2ab 0fb8789 0fbbb31 
0fc4690 0fbda3f 0fc0e86 
0fc9a0d 0fc2db1 0fc620c 
0fc84f1 0fc194e 0fc4d72 
0fc2c0c 0fbc0a4 0fbf4d0 
0fc1444 0fba7e1 0fbdca9 
0fc65cc 0fbf85f 0fc2dcb 
0fcb7b4 0fc4a74 0fc8011 
0fca1d3 0fc358f 0fc6ad2 
0fc4873 0fbdc6c 0fc115e 
0fc2fc2 0fbc2b1 0fbf7f6 
0fc809c 0fc1273 0fc4841 
0fcd25c 0fc6460 0fc9a36 
0fcbbee 0fc4f18 0fc846f 
0fc6131 0fbf4ed 0fc29f6 
0fc4793 0fbda8b 0fc0ffd 
0fc9740 0fc2931 0fc5f16 
0fce921 0fc7ab7 0fcb089 
0fcd473 0fc6651 0fc9b91 
0fc7a3d 0fc0c16 0fc4102 
0fc5ef6 0fbefb1 0fc24cc 
0fcabbb 0fc3b62 0fc7102 
0fcf956 0fc8926 0fcbec9 
0fcdec9 0fc6fa8 0fca4d9 
0fc7e07 0fc0f3f 0fc4445 
0fc5e79 0fbeeda 0fc2411 
0fca9d4 0fc3970 0fc6f12 
0fcf8ed 0fc8900 0fcbe90 
0fce1bb 0fc7325 0fca820 
0fc85e5 0fc17ed 0fc4ca4 
0fc69cf 0fbfb22 0fc3039 
0fcb691 0fc471a 0fc7cad 
0fd0380 0fc946b 0fcc9d4 
0fce7f4 0fc7a32 0fcaf5b 
0fc8841 0fc1b0c 0fc500d 
0fc6989 0fbfb89 0fc30af 
0fcb398 0fc44be 0fc7a04 
0fcfe92 0fc9010 0fcc508 
0fce317 0fc75cb 0fcaa1e 
0fc84e0 0fc1812 0fc4c57 
0fc67c0 0fbfa36 0fc2efa 
0fcb4ed 0fc4691 0fc7be0 
0fd0548 0fc971a 0fccc1b 
0fcecf9 0fc7ff8 0fcb4c2 
0fc8ed3 0fc225c 0fc5782 
0fc7071 0fc0318 0fc3914 
0fcbbc9 0fc4d76 0fc8408 
0fd09d3 0fc9b8f 0fcd1dd 
0fcefc2 0fc8283 0fcb87d 
0fc8fa8 0fc22bb 0fc5886 
0fc6ea0 0fc00ae 0fc3697 
0fcb7b9 0fc48bb 0fc7efd 
0fd0450 0fc9571 0fccb7a 
0fce92b 0fc7b79 0fcb162 
0fc8982 0fc1c47 0fc526f 
0fc68e9 0fbface 0fc3174 
0fcb1c3 0fc42b0 0fc79dc 
0fcfcf8 0fc8e2f 0fcc547 
0fce0a9 0fc72fe 0fca991 
0fc7e75 0fc1126 0fc4766 
0fc5b5c 0fbed30 0fc23b7 
0fca26b 0fc333d 0fc6a31 
0fcecb1 0fc7db7 0fcb485 
0fccfa5 0fc61ce 0fc97c4 
0fc6cce 0fbff5d 0fc3518 
0fc49a7 0fbdb5e 0fc1167 
0fc9021 0fc20ec 0fc5797 
0fcd957 0fc6a61 0fca12a 
0fcbc66 0fc4e9d 0fc84d0 
0fc5983 0fbec2c 0fc221c 
0fc3514 0fbc6f0 0fbfd2f 
0fc7b0c 0fc0c03 0fc4288 
0fcc4a4 0fc55e1 0fc8c52 
0fca7d7 0fc3a37 0fc7020 
0fc44bf 0fbd791 0fc0d27 
0fc1f88 0fbb186 0fbe77b 
0fc6521 0fbf62b 0fc2c8b 
0fcaf2c 0fc4079 0fc76be 
0fc92ef 0fc256e 0fc5b29 
0fc307c 0fbc371 0fbf8ee 
0fc0c69 0fb9e8a 0fbd45e 
0fc530c 0fbe442 0fc1a7e 
0fc9e2a 0fc2fa3 0fc65cc 
0fc8316 0fc15aa 0fc4b65 
0fc20b0 0fbb3b1 0fbe92e 
0fbfc74 0fb8e9d 0fbc48a 
0fc4325 0fbd45b 0fc0aa6 
0fc8eb9 0fc2030 0fc567c 
0fc7401 0fc069e 0fc3c94 
0fc1220 0fba53f 0fbdb1f 
0fbee29 0fb806c 0fbb6c9 
0fc3527 0fbc674 0fbfd49 
0fc812e 0fc12ac 0fc4974 
0fc66af 0fbf94a 0fc2f97 
0fc057e 0fb9889 0fbceb4 
0fbe1b5 0fb73de 0fbaa2e 
0fc286e 0fbb9a9 0fbf045 
0fc7558 0fc06cf 0fc3d53 
0fc5c38 0fbeec7 0fc24c4 
0fbfba7 0fb8e9c 0fbc491 
0fbd7da 0fb69f4 0fba085 
0fc1f0a 0fbb029 0fbe703 
0fc6cea 0fbfe39 0fc3359 
0fc54a2 0fbe702 0fc1aef 
0fbf386 0fb8645 0fbba36 
0fbd052 0fb6224 0fb968b 
0fc185e 0fba931 0fbde09 
0fc6606 0fbf70b 0fc2bca 
0fc4d5a 0fbdf85 0fc1400 
0fbed80 0fb8023 0fbb471 
0fbc9f5 0fb5bd0 0fb908b 
0fc1194 0fba283 0fbd799 
0fc5f0d 0fbf049 0fc2543 
0fc464c 0fbd8c0 0fc0d22 
0fbe611 0fb7911 0fbad30 
0fbc2c3 0fb5507 0fb898a 
0fc0a61 0fb9bc1 0fbd0a1 
0fc5822 0fbe9ce 0fc1ea5 
0fc4077 0fbd35c 0fc07b0 
0fbe0b1 0fb740d 0fba81c 
0fbbe48 0fb50d1 0fb8694 
0fc0746 0fb98e6 0fbd01d 
0fc5535 0fbe71b 0fc1e8b 
0fc3d8d 0fbd08f 0fc081e 
0fbdf11 0fb726f 0fbaa90 
0fbbc16 0fb4ea8 0fb8716 
0fc039c 0fb95b1 0fbcd9a 
0fc51b6 0fbe42f 0fc1b92 
0fc3b41 0fbcefa 0fc05ac 
0fbdccb 0fb711b 0fba76b 
0fbb992 0fb4d2e 0fb83f6 
0fc00c4 0fb9387 0fbcace 
0fc4f7e 0fbe29c 0fc19ff 
0fc392a 0fbcd8c 0fc0486 
0fbd9e5 0fb6ed6 0fba5fb 
0fbb5ec 0fb4a03 0fb8235 
0fbfd6a 0fb90b6 0fbc9dc 
0fc4cc0 0fbe077 0fc197f 
0fc373c 0fbcc08 0fc0449 
0fbd783 0fb6cb4 0fba478 
0fbb267 0fb46b4 0fb7f66 
0fbf931 0fb8c6d 0fbc6c3 
0fc48e0 0fbdc43 0fc16d7 
0fc3358 0fbc7db 0fc01c9 
0fbd49f 0fb69b0 0fba449 
0fbb09b 0fb44e5 0fb809b 
0fbf850 0fb8b8b 0fbc740 
0fc47a2 0fbdb16 0fc15d2 
0fc31c2 0fbc657 0fbff9c 
0fbd2f1 0fb67e4 0fb9fd7 
0fbaeda 0fb42e8 0fb7a67 
0fbf5e3 0fb8919 0fbc12e 
0fc458a 0fbd8ed 0fc10e8 
0fc301b 0fbc4a6 0fbfac0 
0fbd122 0fb6643 0fb9b08 
0fbac9f 0fb40f0 0fb75bf 
0fbf390 0fb86c8 0fbbca5 
0fc42dd 0fbd5fa 0fc0d5d 
0fc2cda 0fbc142 0fbf9cd 
0fbcdb8 0fb6362 0fb9c83 
0fba930 0fb3e1e 0fb7892 
0fbf021 0fb843b 0fbbf75 
0fc40ad 0fbd4d1 0fc107b 
0fc2cf4 0fbc203 0fbfda8 
0fbcf96 0fb6510 0fba0b2 
0fbac10 0fb40a7 0fb7cc9 
0fbf44f 0fb87e4 0fbc423 
0fc4626 0fbda00 0fc153f 
0fc33be 0fbc8ba 0fc01fb 
0fbd7a5 0fb6cff 0fba476 
0fbb523 0fb49af 0fb8125 
0fbfe14 0fb9194 0fbca53 
0fc50a0 0fbe453 0fc1db9 
0fc3f63 0fbd426 0fc0d48 
0fbe3ec 0fb7907 0fbb1dd 
0fbc27b 0fb56b3 0fb8f93 
0fc0ccc 0fb9ffd 0fbd8e8 
0fc6089 0fbf3da 0fc2c38 
0fc5061 0fbe4ba 0fc1c31 
0fbf61d 0fb8ad1 0fbc1a2 
0fbd402 0fb67c7 0fb9eab 
0fc1e50 0fbb11c 0fbe826 
0fc7291 0fc0592 0fc3c57 
0fc6295 0fbf6be 0fc2cea 
0fc0835 0fb9cda 0fbd2b7 
0fbe642 0fb7a19 0fbb009 
0fc2fd7 0fbc2ba 0fbf8d3 
0fc83d2 0fc16eb 0fc4cda 
0fc7385 0fc07c0 0fc3d62 
0fc1822 0fbacd6 0fbe2a2 
0fbf53b 0fb892c 0fbbf72 
0fc3ecf 0fbd1cd 0fc084f 
0fc9261 0fc2591 0fc5ba2 
0fc8170 0fc15c2 0fc4ad7 
0fc24be 0fbb993 0fbedf7 
0fc002b 0fb943d 0fbc8b4 
0fc4704 0fbda24 0fc0ee1 
0fc989e 0fc2bf0 0fc605e 
0fc8610 0fc1a87 0fc4e09 
0fc2797 0fbbc84 0fbef0c 
0fc012a 0fb954f 0fbc736 
0fc46b9 0fbd9ef 0fc0b2d 
0fc9750 0fc2ab9 0fc5ac4 
0fc83b4 0fc1844 0fc4646 
0fc23f0 0fbb916 0fbe47b 
0fbfa7d 0fb8eff 0fbbbc5 
0fc3d32 0fbd0d8 0fc0360 
0fc8c5f 0fc2056 0fc5516 
0fc77ea 0fc0cff 0fc4107 
0fc160a 0fbab9c 0fbde4d 
0fbeb1b 0fb7fd9 0fbb30a 
0fc2cdf 0fbc08e 0fbf50d 
0fc7ad6 0fc0e9e 0fc4367 
0fc64a0 0fbf96f 0fc2dca 
0fc01a4 0fb96de 0fbcb2b 
0fbd697 0fb6afc 0fb9fc1 
0fc1853 0fbabb1 0fbe0ef 
0fc66c0 0fbfa3f 0fc2f8b 
0fc5110 0fbe5a0 0fc1a83 
0fbee57 0fb8367 0fbb802 
0fbc2f2 0fb5736 0fb8c31 
0fc04cd 0fb9818 0fbcd92 
0fc548e 0fbe809 0fc1d7f 
0fc4075 0fbd50f 0fc0a15 
0fbde5e 0fb737a 0fba853 
0fbb294 0fb46f1 0fb7c3b 
0fbf58f 0fb88ec 0fbbeae 
0fc4657 0fbd9d5 0fc0f7f 
0fc3310 0fbc7a4 0fbfcea 
0fbd0f0 0fb6602 0fb9b02 
0fba59f 0fb39e1 0fb6f06 
0fbe834 0fb7b73 0fbb0aa 
0fc394b 0fbcca3 0fc0156 
0fc25d4 0fbba40 0fbee4c 
0fbc3bd 0fb58a1 0fb8bf4 
0fb9791 0fb2ba2 0fb5e8d 
0fbd9aa 0fb6cb5 0fb9f99 
0fc2a35 0fbbd69 0fbeff1 
0fc16c8 0fbab16 0fbdcb0 
0fbb42d 0fb48f9 0fb7a4d 
0fb871e 0fb1b1d 0fb4cfc 
0fbc8b7 0fb5bb1 0fb8dca 
0fc1a29 0fbad51 0fbdf56 
0fc06d1 0fb9b27 0fbcd9d 
0fba31c 0fb380c 0fb6aaf 
0fb758b 0fb09bc 0fb3c57 
0fbb762 0fb4aa6 0fb7e1b 
0fc09c5 0fb9d38 0fbd07e 
0fbf7ab 0fb8c4a 0fbbf8b 
0fb94e6 0fb2a09 0fb5d74 
0fb67ce 0fafc2d 0fb2ffb 
0fbaafe 0fb3e59 0fb72fa 
0fbff3b 0fb92c0 0fbc656 
0fbee31 0fb82dd 0fbb5af 
0fb8c94 0fb21c7 0fb545a 
0fb5fe8 0faf44b 0fb274a 
0fba455 0fb37ab 0fb6b58 
0fbf99e 0fb8d1c 0fbc171 
0fbe9da 0fb7e82 0fbb322 
0fb885a 0fb1d9b 0fb513e 
0fb5bda 0faf068 0fb23f4 
0fba108 0fb3487 0fb6805 
0fbf796 0fb8b32 0fbbe5f 
0fbe865 0fb7d2e 0fbb109 
0fb8729 0fb1c89 0fb5084 
0fb5b89 0faf028 0fb22bf 
0fba10d 0fb34b2 0fb6781 
0fbf7e3 0fb8bb4 0fbbe74 
0fbe934 0fb7e32 0fbb0b8 
0fb87da 0fb1d70 0fb4fe8 
0fb5b0c 0faefe9 0fb2394 
0fba083 0fb345a 0fb6940 
0fbf7e3 0fb8bdc 0fbc0f2 
0fbe9b4 0fb7ebe 0fbb3ef 
0fb872b 0fb1cb7 0fb52ae 
0fb598b 0faee64 0fb2557 
0fb9e96 0fb3266 0fb691f 
0fbf5ca 0fb8979 0fbc019 
0fbe775 0fb7c0e 0fbb2ba 
0fb8459 0fb198a 0fb50d3 
0fb5527 0fae9a9 0fb2149 
0fb98d2 0fb2c59 0fb63f2 
0fbeffc 0fb839f 0fbbad9 
0fbe11d 0fb75d8 0fbacd9 
0fb7de9 0fb132f 0fb49cd 
0fb4e91 0fae2fe 0fb193b 
0fb9325 0fb266e 0fb5d3c 
0fbeba6 0fb7eed 0fbb610 
0fbde03 0fb7242 0fba8c8 
0fb7ad3 0fb0f6a 0fb4577 
0fb4b33 0fadeaa 0fb155b 
0fb8f94 0fb218a 0fb5906 
0fbe893 0fb7a1c 0fbb1c6 
0fbdb68 0fb6e08 0fba53a 
0fb7828 0fb0bcd 0fb428c 
0fb4820 0fadb50 0fb11be 
0fb8cc6 0fb1f05 0fb55db 
0fbe6a6 0fb78ef 0fbb085 
0fbda3a 0fb6dbe 0fba547 
0fb7751 0fb0b84 0fb4268 
0fb47be 0fadb4d 0fb115a 
0fb8cc6 0fb1f73 0fb5553 
0fbe7fe 0fb7ae5 0fbb0dc 
0fbdcbd 0fb70f2 0fba6d9 
0fb79c2 0fb0ec2 0fb457a 
0fb4978 0fadde8 0fb157d 
0fb8f56 0fb22f5 0fb5a47 
0fbeae8 0fb7ec5 0fbb544 
0fbdfd3 0fb74de 0fbaad4 
0fb7d4f 0fb12eb 0fb494b 
0fb4c88 0fae15b 0fb18cc 
0fb9177 0fb252b 0fb5d74 
0fbeda9 0fb817c 0fbba7e 
0fbe2c7 0fb77dc 0fbb096 
0fb7ef3 0fb149a 0fb4cac 
0fb4d66 0fae24e 0fb1b24 
0fb91b0 0fb2584 0fb603b 
0fbec4f 0fb8036 0fbbbc1 
0fbe059 0fb755d 0fbb0a1 
0fb7b69 0fb10d9 0fb4a7c 
0fb48bf 0fadd46 0fb1484 
0fb8c47 0fb1f8f 0fb54cf 
0fbe69f 0fb79f2 0fbada5 
0fbda19 0fb6e8e 0fba17b 
0fb739e 0fb08ab 0fb3c31 
0fb3ed3 0fad326 0fb0846 
0fb80a0 0fb13e4 0fb4a4f 
0fbda2a 0fb6d83 0fba3f0 
0fbcd59 0fb61cd 0fb9762 
0fb6663 0fafb74 0fb3014 
0fb2ff4 0fac449 0faf971 
0fb70d0 0fb040e 0fb39ed 
0fbca18 0fb5d58 0fb93b2 
0fbbc73 0fb50bf 0fb8758 
0fb54a0 0fae974 0fb1feb 
0fb1d8b 0fab193 0fae89b 
0fb5cf3 0faeff8 0fb274f 
0fbb517 0fb4842 0fb7f1a 
0fba5da 0fb3a3a 0fb7071 
0fb3ca1 0fad1ae 0fb07af 
0fb0457 0fa98ae 0facefd 
0fb428c 0fad5b4 0fb0c47 
0fb9906 0fb2c2a 0fb629b 
0fb89ab 0fb1dea 0fb538a 
0fb205b 0fab53d 0faea58 
0fae746 0fa7b7b 0fab0f6 
0fb23ec 0fab711 0faed62 
0fb798e 0fb0cc6 0fb4370 
0fb69bd 0fafe19 0fb3460 
0fafff6 0fa94e7 0facad9 
0fac6b7 0fa5ad6 0fa910d 
0fb0399 0fa9694 0facd44 
0fb5946 0faec45 0fb22da 
0fb499a 0faddba 0fb1388 
0fae08f 0fa7538 0faaac3 
0faa7e3 0fa3bc1 0fa71c6 
0fae526 0fa77db 0faae6c 
0fb3b47 0facdff 0fb0475 
0fb2c9c 0fac06c 0faf647 
0fac4bc 0fa591a 0fa8ea0 
0fa8c8e 0fa202d 0fa5608 
0faca23 0fa5ca8 0fa92fa 
0fb2113 0fab395 0fae9fb 
0fb13fc 0faa798 0fadd99 
0faadff 0fa4237 0fa77fb 
0fa7787 0fa0b05 0fa4141 
0fab666 0fa48bd 0fa7fb6 
0fb0eff 0faa159 0fad85b 
0fb044b 0fa97b8 0face38 
0faa081 0fa347a 0fa6aab 
0fa6ba6 0f9fed9 0fa3572 
0faabab 0fa3dba 0fa74d1 
0fb05db 0fa97ef 0faceda 
0fafda8 0fa90e4 0fac73b 
0fa9d39 0fa3111 0fa6732 
0fa6af8 0f9fe14 0fa3484 
0faad5a 0fa3f55 0fa761a 
0fb09ad 0fa9baf 0fad241 
0fb03f8 0fa9721 0facd19 
0faa512 0fa38db 0fa6e57 
0fa746d 0fa077d 0fa3d01 
0fab7c7 0fa49bf 0fa7f7c 
0fb141e 0faa632 0fadc0f 
0fb0e4f 0faa19f 0fad74d 
0fab042 0fa444c 0fa79a6 
0fa7f8c 0fa12f3 0fa4874 
0fac1f0 0fa5451 0fa8a28 
0fb1e0a 0fab08a 0fae615 
0fb18ae 0faac5c 0fae152 
0fabb62 0fa4fb4 0fa8462 
0fa8b6c 0fa1f08 0fa53e6 
0faced5 0fa615e 0fa96e1 
0fb2cf6 0fabf96 0faf5a8 
0fb2a3a 0fabdf9 0faf3f2 
0facf44 0fa63a9 0fa98be 
0faa235 0fa35fb 0fa6a12 
0fae748 0fa7a17 0faae34 
0fb4651 0fad942 0fb0ddc 
0fb445d 0fad87f 0fb0d73 
0faea6a 0fa7f2a 0fab42a 
0fabd4b 0fa5149 0fa8666 
0fb0358 0fa964a 0facb5c 
0fb6315 0faf61a 0fb2a61 
0fb6264 0faf68d 0fb29cd 
0fb09cc 0fa9e95 0fad190 
0fade75 0fa7283 0faa686 
0fb2500 0fab7f1 0faed50 
0fb859a 0fb1886 0fb4e4e 
0fb8647 0fb1a3d 0fb4f78 
0fb2f94 0fac421 0faf91a 
0fb04ff 0fa98da 0face65 
0fb4c6b 0fadf30 0fb159d 
0fbadb8 0fb408b 0fb7755 
0fbaece 0fb42b6 0fb7916 
0fb5858 0faecd1 0fb22be 
0fb2d4f 0fac10f 0faf720 
0fb72fc 0fb05a9 0fb3bf7 
0fbd20a 0fb64c6 0fb9b0e 
0fbd160 0fb654a 0fb9b31 
0fb78b9 0fb0d49 0fb4314 
0fb4b94 0fadf75 0fb159f 
0fb8f24 0fb21ff 0fb5861 
0fbec3b 0fb7f2a 0fbb525 
0fbe9bc 0fb7dd2 0fbb2f1 
0fb8f48 0fb2403 0fb587e 
0fb5f86 0faf393 0fb2858 
0fb9fff 0fb3305 0fb685f 
0fbfab7 0fb8dd1 0fbc33c 
0fbf60d 0fb8a3c 0fbbf0c 
0fb9aac 0fb2f6a 0fb63ee 
0fb6b07 0faff07 0fb3421 
0fbab12 0fb3dfb 0fb73af 
0fc0483 0fb975e 0fbcd0d 
0fbffb3 0fb93a1 0fbc8a6 
0fba389 0fb3828 0fb6cbc 
0fb7345 0fb0743 0fb3c75 
0fbb3a5 0fb46b0 0fb7cfa 
0fc0d2e 0fba05c 0fbd732 
0fc0946 0fb9d99 0fbd486 
0fbaeb9 0fb43b1 0fb7aa1 
0fb7f77 0fb13c7 0fb4b15 
0fbc036 0fb5388 0fb8b43 
0fc1b03 0fbae6d 0fbe5f4 
0fc1853 0fbacf1 0fbe3af 
0fbbea4 0fb53ff 0fb8a45 
0fb9073 0fb252d 0fb5b9f 
0fbd1cd 0fb657e 0fb9c53 
0fc2cb5 0fbc077 0fbf740 
0fc2a78 0fbbf4e 0fbf56f 
0fbd24c 0fb67ba 0fb9d3f 
0fba494 0fb3946 0fb6efe 
0fbe60d 0fb79a6 0fbafed 
0fc4211 0fbd5a1 0fc0bf7 
0fc4158 0fbd5e4 0fc0bb2 
0fbe9ff 0fb7f0a 0fbb48d 
0fbbbe0 0fb5013 0fb8602 
0fbfcd8 0fb8fe1 0fbc68f 
0fc5884 0fbeb7e 0fc226c 
0fc570b 0fbeb0b 0fc2178 
0fbff38 0fb93c7 0fbca06 
0fbd116 0fb64f4 0fb9b9e 
0fc11e9 0fba4b8 0fbdbef 
0fc6d46 0fc0020 0fc3766 
0fc6be6 0fbffd4 0fc36cc 
0fc13c1 0fba84e 0fbdf24 
0fbe560 0fb793e 0fbb093 
0fc2663 0fbb93d 0fbf121 
0fc8175 0fc1460 0fc4c16 
0fc806c 0fc147d 0fc4b8e 
0fc280b 0fbbcd4 0fbf3a5 
0fbf90a 0fb8d4a 0fbc471 
0fc3949 0fbccac 0fc0428 
0fc940a 0fc278a 0fc5ed2 
0fc9280 0fc271d 0fc5dd8 
0fc3ac7 0fbcffe 0fc06a1 
0fc0b88 0fba00f 0fbd731 
0fc4b75 0fbdef5 0fc16a3 
0fca677 0fc3a00 0fc7197 
0fca5ad 0fc3a52 0fc7151 
0fc4de9 0fbe338 0fc19cb 
0fc1e62 0fbb2ff 0fbe9c2 
0fc5d8b 0fbf110 0fc282d 
0fcb89f 0fc4c24 0fc8358 
0fcb73d 0fc4bc1 0fc8282 
0fc5e5e 0fbf374 0fc29be 
0fc2e0e 0fbc272 0fbf8b2 
0fc6cd7 0fc0028 0fc369b 
0fcc71f 0fc5a6e 0fc90be 
0fcc659 0fc5ab9 0fc9067 
0fc6d9a 0fc02a0 0fc37db 
0fc3da8 0fbd1f9 0fc0788 
0fc7c35 0fc0f68 0fc45af 
0fcd5fa 0fc692b 0fc9fac 
0fcd4ab 0fc68e3 0fc9f12 
0fc7b56 0fc102a 0fc4648 
0fc4a5f 0fbde86 0fc1536 
0fc881d 0fc1b32 0fc5290 
0fce199 0fc74b3 0fcac25 
0fcdfa5 0fc73da 0fcaad8 
0fc8552 0fc1a32 0fc509a 
0fc5351 0fbe78c 0fc1dea 
0fc900c 0fc2339 0fc5a0c 
0fce92a 0fc7c59 0fcb348 
0fce634 0fc7a7b 0fcb10a 
0fc8bfb 0fc20e7 0fc5708 
0fc5954 0fbed8c 0fc23dc 
0fc9508 0fc281f 0fc5ee7 
0fcecfb 0fc8006 0fcb6be 
0fce9bf 0fc7dd0 0fcb41e 
0fc8e46 0fc22fb 0fc58e7 
0fc59dc 0fbede3 0fc248d 
0fc9437 0fc2730 0fc5fd7 
0fcea68 0fc7d6a 0fcb885 
0fce41c 0fc783f 0fcb56c 
0fc83bd 0fc1890 0fc5736 
0fc48aa 0fbdcdd 0fc1ce3 
0fc7d93 0fc10bb 0fc51b7 
0fcd1a0 0fc64ce 0fca616 
0fccd32 0fc6176 0fca28b 
0fc721c 0fc0703 0fc47f6 
0fc3e49 0fbd289 0fc139f 
0fc7774 0fc0ab2 0fc4bc6 
0fccb89 0fc5ed8 0fc9f6c 
0fcc2e5 0fc575c 0fc970d 
0fc61ce 0fbf6f7 0fc35fd 
0fc2866 0fbbced 0fbfbfd 
0fc5f75 0fbf2f5 0fc325b 
0fcb473 0fc47fb 0fc876a 
0fcae67 0fc4305 0fc81d8 
0fc4f94 0fbe4d3 0fc2349 
0fc1748 0fbabcd 0fbea3b 
0fc4d7e 0fbe0e3 0fc1f7e 
0fca22d 0fc3549 0fc73f8 
0fc9ccb 0fc307d 0fc6ef5 
0fc3f3e 0fbd42c 0fc1173 
0fc081b 0fb9d33 0fbd9b3 
0fc3f9d 0fbd3b7 0fc1065 
0fc9556 0fc2972 0fc65d3 
0fc90c4 0fc25e4 0fc6197 
0fc3381 0fbc934 0fc0449 
0fbfc37 0fb9149 0fbcc3d 
0fc32e9 0fbc6dc 0fc0216 
0fc88ce 0fc1cc8 0fc57c4 
0fc8461 0fc1972 0fc53a2 
0fc26eb 0fbbca3 0fbf635 
0fbef0a 0fb841b 0fbbdb3 
0fc26db 0fbbaba 0fbf4a3 
0fc7daf 0fc1165 0fc4b3c 
0fc79f6 0fc0ea2 0fc47dc 
0fc1ceb 0fbb21a 0fbeaf7 
0fbe417 0fb787e 0fbb1a7 
0fc1a88 0fbadaf 0fbe75d 
0fc6fb2 0fc02b9 0fc3c5c 
0fc6a42 0fbfe43 0fc374f 
0fc0ab9 0fb9f4f 0fbd7f3 
0fbd0a3 0fb648b 0fb9d4f 
0fc05bc 0fb987f 0fbd198 
0fc599e 0fbec47 0fc254c 
0fc5300 0fbe6ac 0fc1f27 
0fbf25c 0fb86ac 0fbbebb 
0fbb643 0fb49e6 0fb8221 
0fbe979 0fb7c07 0fbb499 
0fc3c17 0fbce94 0fc070d 
