0f90201 0fb22eb 0f91b6c 
0fb2934 0f95e10 0fb42bc 
0faaacc 0f96d59 0face74 
0f9afc4 0f97f88 0f9d3e6 
0f99133 0f99243 0f9ab4a 
0fa75bb 0f9a420 0fa894d 
0fb1d41 0f9b249 0fb36c5 
0fa9bfa 0f9bfc4 0fabffb 
0f99b42 0f9d1e2 0f9bfb9 
0f9793d 0f9e868 0f99398 
0fa5db1 0f9fc4c 0fa7150 
0fb06f5 0fa0abb 0fb2062 
0fa8705 0fa14bd 0faaae1 
0f986f0 0fa2678 0f9ab3f 
0f96555 0fa417c 0f97f93 
0fa4a23 0fa5e9c 0fa5de5 
0faf342 0fa763e 0fb0d44 
0fa71b0 0fa8bbb 0fa9648 
0f96cdc 0faac6b 0f991e6 
0f944b7 0fad381 0f95fdd 
0fa251b 0faf248 0fa398a 
0facc26 0fb0c36 0fae655 
0fa4adb 0fb265f 0fa6f6d 
0f949f5 0fb4660 0f96ef8 
0f9269e 0fb73eb 0f94187 
0fa0949 0fba277 0fa1d83 
0fab33c 0fbcc00 0facd1f 
0fa3610 0fc1369 0fa5a05 
0f937f2 0ff6a12 0f95b05 
0f9130b 0032c2d 0f92c88 
0f9f605 0ff7951 0fa0879 
0fa9fd0 0fcd9d3 0fab992 
0fa23e9 0ff0af9 0fa47ac 
0f922e0 0035a59 0f9479d 
0f8fc8b 00407c9 0f917a2 
0f9df8d 0036991 0f9f42e 
0fa8d34 002c992 0faa7d0 
0fa1153 00308ed 0fa3605 
0f9100a 003d695 0f93512 
0f8eb54 0041907 0f90631 
0f9d2f1 0037787 0f9e6fa 
0fa8521 002d3cd 0fa9ee2 
0fa0ca5 0031000 0fa3086 
0f90bf1 003dcbd 0f93055 
0f8e693 0041f5e 0f900b4 
0f9cd06 0037eea 0f9e025 
0fa7e88 002dc0d 0fa973f 
0fa051a 0031910 0fa280f 
0f90431 003e624 0f92774 
0f8de05 0042975 0f8f756 
0f9c3ec 0038951 0f9d6c3 
0fa7519 002e645 0fa8ddd 
0f9fb77 0032316 0fa1ec9 
0f8fa62 003efe7 0f91e55 
0f8d545 0043232 0f8ef1d 
0f9bd78 0039015 0f9d0a1 
0fa6f42 002ec62 0fa885e 
0f9f6eb 0032853 0fa1a7e 
0f8f919 003f2b1 0f91d25 
0f8d74a 0043204 0f8f138 
0f9c041 0038e9e 0f9d386 
0fa73b0 002e980 0fa8cae 
0f9fd7f 00323ac 0fa20cc 
0f90023 003ed44 0f92415 
0f8dc4c 0042ddd 0f8f62e 
0f9c26a 0038cca 0f9d593 
0fa740f 002e93f 0fa8cfa 
0f9fd81 0032397 0fa20c5 
0f90107 003ec2f 0f92501 
0f8deea 0042ad0 0f8f914 
0f9c5f8 00388a7 0f9d9b7 
0fa781e 002e4cc 0fa9182 
0fa02ba 0031e72 0fa266f 
0f90639 003e754 0f92a9d 
0f8e179 004287c 0f8fc09 
0f9c4f0 003897a 0f9d8e6 
0fa73fe 002e878 0fa8dba 
0f9fd29 00323b5 0fa212e 
0f90029 003ed2c 0f9250b 
0f8da5a 0042f34 0f8f589 
0f9bc19 00391cf 0f9d0b9 
0fa6b5d 002f0d3 0fa85a9 
0f9f701 0032a65 0fa1b94 
0f8fe79 003eff3 0f923d4 
0f8da86 0042f83 0f8f623 
0f9bda7 0039014 0f9d2aa 
0fa6ee5 002eca6 0fa89b5 
0f9fe2d 0032288 0fa2337 
0f908d5 003e4e4 0f92eaf 
0f8e791 00421c1 0f903ca 
0f9cb03 0038160 0f9e0e2 
0fa7c45 002de07 0fa97d4 
0fa0d33 0031332 0fa32cd 
0f91ab1 003d3cb 0f940d0 
0f8fa83 0040fa9 0f916b0 
0f9dcc3 0036fa2 0f9f275 
0fa8dab 002cc8b 0faa8c0 
0fa230f 002fe04 0fa47d3 
0f93818 003b7b9 0f95d53 
0f91c1c 003ef0c 0f937b6 
0f9fb90 00350d7 0fa10bf 
0faa8e6 002b0e9 0fac380 
0fa403a 002e17b 0fa6470 
0f95a62 003973d 0f97ef9 
0f94034 003cc87 0f95b53 
0fa1cdb 0033040 0fa31bc 
0fac7f0 002927d 0fae227 
0fa61b9 002c18c 0fa8542 
0f98018 00373d7 0f9a3f2 
0f966ea 003a7dd 0f9816a 
0fa4166 003097f 0fa55bd 
0faec1e 001f674 0fb0483 
0fa85cc 0023eec 0faa774 
0f9a36b 00350d8 0f9c643 
0f9889b 00386f9 0f9a235 
0fa6186 002423c 0fa747b 
0fb0a18 0fea294 0fb2205 
0faa410 0ff6fd6 0fac52c 
0f9c0e3 002e433 0f9e2e3 
0f9a4d6 0035eaf 0f9bde0 
0fa7d8d 000d5de 0fa8fa2 
0fb2572 0fd84b7 0fb3cd7 
0fabe4a 0fdda9c 0fadf13 
0f9d98d 001bb54 0f9fae7 
0f9baac 002f878 0f9d377 
0fa90ae 0ff43a3 0faa2d4 
0fb34b0 0fd0996 0fb4d11 
0facaca 0fd331f 0faecc5 
0f9e40a 0007a00 0fa05d7 
0f9c268 002744e 0f9db8d 
0fa94a6 0fe82e6 0faa79c 
0fb3652 0fce74a 0fb4f84 
0fb7c11 0f86e93 0fb8e40 
0fb0bd9 0f8769e 0fb2fd6 
0f95c9a 0f87f4f 0f9854b 
0f8b53a 0f88d2b 0f8cedd 
0f9ed59 0f89c51 0f9f835 
0fb431a 0f8a59a 0fb530f 
0fad5fa 0f8ae27 0faf802 
0f931ad 0f8b86e 0f95918 
0f89255 0f8c3de 0f8ac2d 
0f9c10a 0f8cff3 0f9cd82 
0fb09b0 0f8dc29 0fb1bed 
0fa9fb1 0f8e6d6 0fac31d 
0f90ea1 0f8f0fc 0f93762 
0f87b65 0f8fe17 0f896f1 
0f9a263 0f90c85 0f9b08c 
0faddec 0f919d0 0faf0f4 
0fa76d9 0f924e1 0fa9aa8 
0f8f54b 0f93168 0f91e01 
0f8675d 0f943b9 0f88303 
0f982d5 0f95ab0 0f9921e 
0fab142 0f973c0 0fac5ff 
0fa4b0e 0f98efa 0fa6fb8 
0f8d461 0f9aeed 0f8fdd3 
0f84ad9 0f9d804 0f867f3 
0f95ae6 0fa0ac2 0f96c81 
0fa7c2f 0fa428f 0fa9302 
0fa1da6 0fa5675 0fa4280 
0f8b9b5 0fa5335 0f8e266 
0f83e43 0fa548a 0f85aef 
0f9508d 0fa56d7 0f961ce 
0fa724a 0fa5656 0fa88d0 
0fa1646 0fa52be 0fa3b97 
0f8bb54 0fa4f2a 0f8e4b4 
0f84335 0fa4e23 0f86041 
0f9512a 0fa4e81 0f962be 
0fa6dfd 0fa4be0 0fa8457 
0fa14a0 0fa4567 0fa393b 
0f8c255 0fa3ebb 0f8eaaa 
0f84eb8 0fa3bc1 0f86afe 
0f95a20 0fa3a68 0f96b1b 
0fa7584 0fa360b 0fa8b39 
0fa2152 0fa2ea9 0fa4530 
0f8d486 0fa27e1 0f8fc70 
0f861b1 0fa241f 0f87e0c 
0f96ae6 0fa1fda 0f97c39 
0fa86b8 0fa17d1 0fa9cc1 
0fa352a 0fa0ae5 0fa5976 
0f8e78d 0f9fd4f 0f91025 
0f870fc 0f9f587 0f88dbe 
0f9787e 0f9eff0 0f989ca 
0fa9639 0f9e773 0faac16 
0fa4484 0f9dbb3 0fa68c1 
0f8f2a6 0f9cf71 0f91b50 
0f877e2 0f9c61d 0f894ae 
0f9822e 0f9be83 0f99345 
0faa54b 0f9b4cd 0faba6f 
0fa5559 0f9a765 0fa7922 
0f8fc00 0f999bc 0f923f2 
0f87964 0f9918c 0f8956c 
0f98505 0f98b04 0f99532 
0fab03e 0f98264 0fac4e0 
0fa632b 0f97783 0fa8716 
0f907d6 0f96dfa 0f930e0 
0f88792 0f96b67 0f8a506 
0f9a0d6 0f96c1c 0f9b276 
0fadd8d 0f96a9a 0faf3d2 
0fa97f4 0f966bb 0fabd84 
0f9377d 0f963c3 0f96217 
0f8b087 0f965c4 0f8ced9 
0f9c9f1 0f96914 0f9dbb4 
0fb0a8a 0f968a1 0fb20bf 
0fac458 0f96746 0fae9fe 
0f95d99 0f967de 0f98857 
0f8d27e 0f96c7f 0f8f0bc 
0f9ef7a 0f97154 0fa00c2 
0fb369f 0f972a3 0fb4c50 
0faef07 0f97141 0fb1484 
0f97df8 0f97112 0f9a8ad 
0f8e9a4 0f9757f 0f90792 
0fa0719 0f97b0a 0fa17ca 
0fb5355 0f97d69 0fb6862 
0fb0c25 0f97e0a 0fb310e 
0f9959d 0f97fbf 0f9c004 
0f8fc80 0f983cb 0f919df 
0fa1b6e 0f98610 0fa2b25 
0fb6d30 0f984d0 0fb8140 
0fb270c 0f982cd 0fb4b40 
0f9ac47 0f9843b 0f9d61d 
0f90e7d 0f98abe 0f92b3c 
0fa2d7c 0f99006 0fa3c60 
0fb80bc 0f98de1 0fb93cf 
0fb3a5f 0f987d1 0fb5d9c 
0f9bcef 0f985be 0f9e5db 
0f91bcb 0f98a78 0f937df 
0fa365e 0f9932e 0fa44bf 
0fb8580 0f99b32 0fb9828 
0fb3e3f 0f9a246 0fb60ff 
0f9c24d 0f9aa3a 0f9ea9f 
0f920f1 0f9b621 0f93c87 
0fa3845 0f9c236 0fa466b 
0fb84e8 0f9c86f 0fb972b 
0fb402c 0f9cb04 0fb623c 
0f9c939 0f9ce2f 0f9f0bf 
0f92bb6 0f9d64e 0f9466d 
0fa426a 0f9e08b 0fa4f67 
0fb8ce0 0f9e84c 0fb9de8 
0fb46ab 0f9f184 0fb678a 
0f9ce72 0f9ff6f 0f9f4e5 
0f92c16 0fa11b6 0f94609 
0fa3e07 0fa2283 0fa4ae4 
0fb87ce 0fa2eb6 0fb9933 
0fb42ac 0fa37ea 0fb644e 
0f9c931 0fa463b 0f9f0aa 
0f9251a 0fa5901 0f94052 
0fa3ab0 0fa6232 0fa48af 
0fb9177 0fa4262 0fba315 
0fb5e6f 0f9e770 0fb7fac 
0f9eb2e 0f9b07b 0fa12a1 
0f9471a 0f9959e 0f961dd 
0fa58a0 0f99f25 0fa6648 
0fba6c9 0f9b73f 0fbb841 
0fb62d4 0f9d089 0fb84ca 
0f9e2be 0f9f23b 0fa0b36 
0f93965 0fa1a65 0f9554e 
0fa516e 0fa425f 0fa5fde 
0fba9c7 0fa61f9 0fbbc5b 
0fb7040 0fa68cd 0fb92fe 
0f9f891 0fa6d14 0fa2156 
0f95271 0fa7dbc 0f96e91 
0fa69d9 0fa993c 0fa7827 
0fbbf6c 0fabb39 0fbd1e7 
0fb8094 0fadf2d 0fba3d5 
0fa040f 0fb03c9 0fa2dbd 
0f95b0a 0fb2b53 0f9784f 
0fa71ab 0fb4d29 0fa80f9 
0fbca99 0fb5bb3 0fbdde4 
0fb943c 0fb57b7 0fbb809 
0fa20cb 0fb4e62 0fa4ad2 
0f97d08 0fb4820 0f99a83 
0fa96ed 0fb3d6f 0faa648 
0fbf40f 0fb2545 0fc06fe 
0fbbf5c 0fb0946 0fbe2aa 
0fa47e5 0fb0b9e 0fa7154 
0f99e80 0fb1fd5 0f9bb33 
0fab486 0fb33bd 0fac36d 
0fc0f0f 0fb3ebc 0fc218c 
0fbd7de 0fb42ca 0fbfa09 
0fa5a49 0fb4d4c 0fa82fe 
0f9aa4c 0fb5c10 0f9c5dd 
0fabed7 0fb6990 0facb64 
0fc1b53 0fb6f9d 0fc2b14 
0fbe10e 0fb6fff 0fc0133 
0fa5aed 0fb72a7 0fa81d0 
0f9a276 0fb7b5d 0f9bd49 
0fab772 0fb8201 0fac40f 
0fc1a8a 0fb8035 0fc2b25 
0fbe198 0fb77bf 0fc034e 
0fa5495 0fb6cd0 0fa7d37 
0f99633 0fb6348 0f9b234 
0faaf7a 0fb5781 0fabcaf 
0fc1c97 0fb4669 0fc2d72 
0fbe601 0fb34f4 0fc0823 
0fa517e 0fb2691 0fa7ab6 
0f98a4f 0fb2038 0f9a6eb 
0faa23e 0fb1cb7 0fab006 
0fc126e 0fb168d 0fc2404 
0fbda77 0fb116f 0fbfd8a 
0fa3d5c 0fb10c5 0fa67cc 
0f96de2 0fb1795 0f98b74 
0fa84ca 0fb225a 0fa931f 
0fbf921 0fb2910 0fc0b2b 
0fbc1cc 0fb2c88 0fbe573 
0fa1f1a 0fb3335 0fa4a50 
0f94905 0fb3de1 0f96752 
0fa607b 0fb47f3 0fa6f3f 
0fbdafa 0fb4cbc 0fbed45 
0fba7d8 0fb4f4f 0fbcbdd 
0fa0130 0fb52bd 0fa2ceb 
0f92619 0fb5a8f 0f944e7 
0fa3e45 0fb6255 0fa4d50 
0fbbece 0fb64b3 0fbd136 
0fb8efc 0fb643b 0fbb34a 
0f9e62f 0fb65c3 0fa1272 
0f907e7 0fb6c37 0f92723 
0fa22e5 0fb72e7 0fa321b 
0fbaac7 0fb748a 0fbbd3a 
0fb80a1 0fb7405 0fba508 
0f9d8c9 0fb761c 0fa0532 
0f8fbdf 0fb7e43 0f91b22 
0fa1bf3 0fb8779 0fa2af8 
0fbaa70 0fb8ba1 0fbbc84 
0fb8403 0fb8ced 0fba80b 
0f9dbe3 0fb9147 0fa07e7 
0f8ff02 0fbc1be 0f91d1f 
0fa1f9a 0fbacdc 0fa2de8 
0fbb00f 0fb9f9d 0fbc1dd 
0fb8b5c 0fba038 0fbaf6d 
0f9e365 0fbae2e 0fa0f86 
0f9061e 0fc230b 0f92411 
0fa256e 0fbd98a 0fa33e4 
0fbb4d6 0fbb62a 0fbc6e6 
0fb8e59 0fbb4a0 0fbb29c 
0f9e50c 0fbcce9 0fa113c 
0f90645 0fc9007 0f923cc 
0fa24bc 0fc0104 0fa32f7 
0fbb4fd 0fbc0e6 0fbc6f6 
0fb8f0d 0fbbeb8 0fbb327 
0f9e430 0fbdf95 0fa102b 
0f902b7 0fcd77d 0f91ff5 
0fa1e4a 0fc16e7 0fa2c55 
0fbac5c 0fbbf31 0fbbe0b 
0fb8722 0fbb935 0fbaad0 
0f9ded1 0fbcd88 0fa0a6d 
0f8fdc2 0fc8c0c 0f91ae8 
0fa1649 0fbf666 0fa242e 
0fba21c 0fbb339 0fbb38c 
0fb7e23 0fbae18 0fba18c 
0f9d693 0fbbd81 0fa01fa 
0f8f28b 0fc6b32 0f90faf 
0fa07c6 0fbe56b 0fa1583 
0fb9430 0fba3f1 0fba54d 
0fb757d 0fb9d57 0fb986b 
0f9d6ef 0fb9a7d 0fa0211 
0f8fa66 0fbc612 0f9180c 
0fa1148 0fba46c 0fa1f58 
0fb9c23 0fb8db2 0fbad4f 
0fb7f8f 0fb84e9 0fba254 
0f9e576 0fb7b69 0fa106c 
0f9097a 0fb731d 0f927ce 
0fa1e61 0fb6a75 0fa2cb6 
0fba803 0fb5f36 0fbb917 
0fb8ddd 0fb5246 0fbb07b 
0f9f757 0fb4808 0fa222b 
0f91b7c 0fb4370 0f939d3 
0fa2cfa 0fb3ff3 0fa3b6d 
0fbb344 0fb39c1 0fbc46a 
0fb99a6 0fb3011 0fbbc29 
0fa0520 0fb26cb 0fa2fe1 
0f92817 0fb226d 0f94680 
0fa34c7 0fb207f 0fa435d 
0fbb679 0fb1ca8 0fbc7b4 
0fb9bec 0fb167f 0fbbe7b 
0fa06c7 0fb117b 0fa318a 
0f92545 0fb1070 0f943e0 
0fa2bf5 0fb11f1 0fa3ac5 
0fbaa7c 0fb1058 0fbbbd3 
0fb9037 0fb0b83 0fbb2be 
0f9fbb3 0fb071a 0fa266f 
0f91857 0fb0760 0f936fd 
0fa1a7b 0fb0ada 0fa2974 
0fb95c8 0fb0c71 0fba72c 
0fb7c7c 0fb0d67 0fb9eee 
0f9e89e 0fb0eb4 0fa1351 
0f902bc 0fb10a2 0f92173 
0fa0089 0fb1349 0fa0f96 
0fb79ee 0fb15d4 0fb8b39 
0fb6261 0fb1618 0fb849e 
0f9d1e5 0fb1717 0f9fc7d 
0f8eac6 0fb1b8c 0f9098d 
0f9e38e 0fb215a 0f9f2ac 
0fb5b43 0fb24b1 0fb6c66 
0fb46cc 0fb24bb 0fb68aa 
0f9ba0a 0fb232e 0f9e437 
0f8d511 0fb23d0 0f8f3cf 
0f9ced0 0fb23f8 0f9de2f 
0fb4810 0fb1f97 0fb5969 
0fb3913 0fb1730 0fb5b08 
0f9b336 0fb0d9b 0f9dd8b 
0f8d1d9 0fb0931 0f8f094 
0f9cb43 0fb07a9 0f9da79 
0fb44d3 0fb04cf 0fb55fd 
0fb3740 0faff91 0fb5908 
0f9b1e1 0fafa24 0f9dc05 
0f8cf28 0faf93e 0f8edae 
0f9c7c5 0fafb98 0f9d6cf 
0fb4185 0fafaf7 0fb5280 
0fb350b 0faf756 0fb5691 
0f9af51 0faf40d 0f9d922 
0f8cad7 0faf511 0f8e8ee 
0f9c34e 0faf7ef 0f9d179 
0fb3fa8 0faf74e 0fb4f3d 
0fb3549 0faf303 0fb54ad 
0f9b04e 0faef83 0f9d707 
0f8cb71 0faf01b 0f8e6b4 
0f9c38a 0faf17c 0f9cfe8 
0fb411a 0faf148 0fb4fe8 
0fb38cc 0faee4f 0fb58dc 
0f9b496 0fae9ae 0f9ddfe 
0f8cfb8 0fae875 0f8ee0b 
0f9c844 0faea4b 0f9d6d5 
0fb473c 0fae8f8 0fb57db 
0fb415f 0fadf8f 0fb62a1 
0f9bf81 0face2c 0f9e91e 
0f8dbac 0faba1d 0f8f97f 
0f9d422 0faa59a 0f9e237 
0fb52f8 0fa8f84 0fb62d2 
0fb4d5b 0fa77ff 0fb6dcc 
0f9caa9 0fa61e4 0f9f3b4 
0f8e35e 0fa5301 0f90119 
0f9d594 0fa48d9 0f9e3b7 
0fb4f9f 0fa3d44 0fb5f68 
0fb4869 0fa2f30 0fb68c7 
0f9c63e 0fa22bf 0f9ef76 
0f8dcb0 0fa1bee 0f8faf7 
0f9cbdf 0fa1931 0f9dacd 
0fb44e1 0fa1399 0fb55ae 
0fb40b3 0fa0a45 0fb6215 
0f9c1c0 0fa0028 0f9ec08 
0f8d998 0f9fa27 0f8f8ee 
0f9c86c 0f9f6dc 0f9d86e 
0fb429a 0f9f0f5 0fb543c 
0fb41a4 0f9e7e7 0fb638f 
0f9c553 0f9de71 0f9efdf 
0f8dcb2 0f9d901 0f8fc27 
0f9ca47 0f9d75e 0f9da1f 
0fb445b 0f9d475 0fb55a3 
0fb43cf 0f9d093 0fb6567 
0f9c626 0f9cf42 0f9f080 
0f8da79 0f9d56a 0f8f9d5 
0f9c48e 0f9e179 0f9d45f 
0fb3cb8 0f9eeac 0fb4dfd 
0fb3b9b 0f9fb31 0fb5d43 
0f9bc07 0fa08cc 0f9e692 
0f8cc49 0fa1b93 0f8ec12 
0f9b245 0fa3218 0f9c2ce 
0fb29a3 0fa480d 0fb3ba2 
0fb2829 0fa5cb6 0fb4aa9 
0f9a648 0fa74f1 0f9d22d 
0f8b081 0fa94d4 0f8d220 
0f992eb 0fabc60 0f9a523 
0fb0ca9 0fada6f 0fb1f93 
0fb120d 0fadce2 0fb34e7 
0f9930d 0fad8ca 0f9bf12 
0f89e83 0fad7cc 0f8bff0 
0f9847a 0fada26 0f9962d 
0fb02de 0fada22 0fb159e 
0fb0924 0fad748 0fb2c65 
0f98792 0fad47f 0f9b417 
0f89008 0fad5b6 0f8b1ad 
0f975b1 0fad9a4 0f98753 
0faf74f 0fadb24 0fb09ec 
0fb00f4 0fad923 0fb2413 
0f97f6a 0fad6ab 0f9abf2 
0f88565 0fad813 0f8a718 
0f96ad3 0fadba2 0f97c4c 
0faf011 0fadb91 0fb0252 
0fafd51 0fad876 0fb2037 
0f97b9c 0fad5bd 0f9a81d 
0f87fa6 0fad63e 0f8a14a 
0f96691 0fad7ff 0f977f1 
0faf1c8 0fad636 0fb0412 
0fb0326 0face00 0fb2639 
0f982ab 0fabf09 0f9af6f 
0f88798 0fab1eb 0f8a96c 
0f97372 0faa7d2 0f984d8 
0fb0637 0fa9e54 0fb1868 
0fb1b66 0fa93b9 0fb3e81 
0f996a8 0fa8b60 0f9c38d 
0f8960e 0fa87c4 0f8b7a1 
0f97fd5 0fa832c 0f990a9 
0fb1420 0fa7974 0fb2586 
0fb2b30 0fa699a 0fb4d70 
0f9a542 0fa5f34 0f9d1bb 
0f89f70 0fa5ece 0f8c122 
0f984f2 0fa5ff5 0f99600 
0fb16e3 0fa6081 0fb287d 
0fb2d24 0fa608a 0fb4f91 
0f9a808 0fa6046 0f9d484 
0f8a2f2 0fa6756 0f8c49e 
0f98690 0fa794e 0f9977a 
0fb1593 0fa8ee1 0fb26d2 
0fb2ab8 0faa8b2 0fb4cbb 
0f9a694 0fac572 0f9d23c 
0f89e26 0fae47c 0f8bf43 
0f97a63 0fb057f 0f98acb 
0fb04cb 0fb21eb 0fb15aa 
0fb1bfc 0fb3a55 0fb3d51 
0f99a99 0fb812c 0f9c58c 
0f893fd 0fd72e1 0f8b26f 
0f96cf0 0fc89bd 0f97ba2 
0faf6e9 0fb94dc 0fb0743 
0fb13dd 0fb9bfb 0fb34af 
0f99b14 0fc3895 0f9c544 
0f899e7 0ffde19 0f8b75e 
0f972a4 0fdfe25 0f980d6 
0faf982 0fbe0d0 0fb0a07 
0fb15e9 0fbe2e6 0fb36aa 
0f99eb2 0fd521e 0f9c8af 
0f89999 002abab 0f8b932 
0f96dd8 00097f1 0f97d4e 
0faf143 0fc787b 0fb01ff 
0fb0c72 0fc4aa9 0fb2d77 
0f99783 0fef120 0f9c16f 
0f892ae 003c74e 0f8b2be 
0f96374 0028f99 0f97384 
0fae168 0fdbc4b 0faf1d5 
0faf991 0fd3a27 0fb1a86 
0f982f4 00157e1 0f9ad16 
0f87b5f 004502e 0f89c12 
0f94a10 003c42b 0f95abc 
0facb31 0000999 0fadbb1 
0faea65 0fe7275 0fb0afd 
0f979e6 00298f2 0f9a44a 
0f875b8 0046184 0f89659 
0f94683 003eff6 0f95722 
0fac962 001a836 0fad969 
0fae97c 0007c89 0fb08e1 
0f9756f 00347b1 0f99fc1 
0f86e66 0046800 0f88ef7 
0f93c36 003fb41 0f94ccf 
0fabc11 002c699 0facd00 
0fad9d5 00276ac 0fafaa5 
0f965f0 0037f2a 0f99078 
0f85dc6 0047710 0f87e74 
0f92a50 0040b88 0f93b06 
0faaad9 002d661 0fabbf8 
0facb4c 002844f 0faec6f 
0f95a5d 0038a23 0f9851e 
0f85414 0048020 0f874dd 
0f92050 00414bf 0f9312c 
0faa0cc 002dfc2 0fab1ea 
0fac1fd 0028d32 0fae2fd 
0f95097 0039392 0f97b37 
0f84965 0048a74 0f86a22 
0f917e4 0041d91 0f92892 
0fa9e21 002e413 0faaeee 
0fac63b 0028b4c 0fae6e8 
0f959e3 0038c37 0f9844a 
0f85234 0048265 0f872d3 
0f92042 004158a 0f930c2 
0faa91c 002da30 0fab9b3 
0fad2ac 0028049 0faf347 
0f96229 0038471 0f98ca3 
0f8555c 0047f0d 0f87613 
0f92310 004134f 0f93385 
0fab217 002d33a 0fac268 
0fae074 00274a9 0fb00e0 
0f96e2b 0037950 0f998bb 
0f85f0d 0047587 0f87ff2 
0f92e2f 0040905 0f93ebe 
0fac208 002c545 0fad28d 
0faf425 00262e5 0fb1518 
0f97ef5 00368bb 0f9aa55 
0f867fd 0046b5c 0f889af 
0f9359a 004011b 0f946b0 
0facdfb 002ba57 0fadedf 
0fb018a 0025687 0fb22d6 
0f987d7 0035fb3 0f9b3a4 
0f86a32 0046811 0f88c27 
0f9358e 0040097 0f9469e 
0fad11e 0029d1b 0fae1aa 
0fb06f5 001f4a4 0fb2778 
0f988bf 003551f 0f9b4c4 
0f866b4 0046a96 0f88923 
0f930ca 00403cc 0f94246 
0facea0 001bc4a 0fadf1d 
0fb06cf 0fff68d 0fb274f 
0f988a0 0030f6b 0f9b4ee 
0f8650b 0046b62 0f88800 
0f92ebc 003fc8e 0f940a9 
0facdff 000f8b0 0fadee3 
0fb0779 0fed3f8 0fb28db 
0f98b15 002a586 0f9b796 
0f86771 004687a 0f88aa8 
0f9307f 003ee2b 0f94292 
0facfc5 0007d73 0fae0b7 
0fb0a77 0fe55d6 0fb2be2 
0f990b7 00255cc 0f9bcf5 
0f86e09 0046208 0f89113 
0f934d1 003e27f 0f946c9 
0fad016 0004790 0fae0e4 
0fb0a47 0fe308d 0fb2b8a 
0f993f9 0023b76 0f9bff0 
0f87394 0045d7d 0f89653 
0f938f0 003e00f 0f94ab5 
0fad1cd 0005035 0fae26a 
0fb0c21 0fe38ba 0fb2cf1 
0f99a20 0023b8c 0f9c58f 
0f87dad 004552f 0f8a00d 
0f940f2 003d1b8 0f95292 
0fad4be 0002159 0fae51e 
0fb0fa9 0fe05b8 0fb2ffe 
0f9a351 002010b 0f9ce1e 
0f88a1d 0044996 0f8ac07 
0f94bd9 003b347 0f95d25 
0fadca1 0ffbc11 0faecd3 
0fb17ab 0fdb55d 0fb3717 
0f9ae2f 001948b 0f9d852 
0f89610 0043b78 0f8b7b5 
0f956c9 0037800 0f967f1 
0fae56a 0ff103e 0faf570 
0fb1ffa 0fd44d0 0fb400e 
0f9b934 000d07f 0f9e364 
0f8a31a 004212c 0f8c4ad 
0f962ed 002ffc5 0f973e7 
0faf0d3 0fe2cd4 0fb011b 
0fb2ebc 0fcce72 0fb4eff 
0f9cdad 0ff84c9 0f9f7c6 
0f8b9b6 003cd7a 0f8db3d 
0f974e1 0022e05 0f985ec 
0fafb6b 0fd5a6d 0fb0be2 
0fb358d 0fc8a8d 0fb55f7 
0f9d3db 0fe8c58 0f9fe29 
0f8beb5 003652a 0f8e035 
0f976ca 0017645 0f987ba 
0fafa2e 0fcddee 0fb0a5b 
0fb33ed 0fc56ea 0fb5362 
0f9d1f4 0fdf3c7 0f9fbf5 
0f8bc18 0030946 0f8ddc6 
0f97303 000fc68 0f9845d 
0faf5fa 0fc9e4b 0fb06f3 
0fb3193 0fc3955 0fb522c 
0f9d223 0fd8f44 0f9fcd1 
0f8bce2 002af1d 0f8de79 
0f971dc 0009b96 0f98314 
0faf39f 0fc78c3 0fb04d1 
0fb3017 0fc2bbc 0fb50c9 
0f9d190 0fd734a 0f9fc40 
0f8ba5d 00297d8 0f8dc27 
0f96c58 0009911 0f97e00 
0faed14 0fc7375 0fafe58 
0fb2af1 0fc2599 0fb4b9f 
0f9cc34 0fd62ac 0f9f6dc 
0f8b337 00289ba 0f8d4ca 
0f961f0 0008385 0f9736f 
0fae189 0fc606f 0faf2ab 
0fb24ee 0fbf94e 0fb4552 
0f9c7bc 0fcae22 0f9f2b8 
0f8ac84 0015744 0f8cd92 
0f95655 0ff7437 0f967c4 
0fad2ec 0fc0e1d 0fae4b4 
0fb10fe 0fbe4d3 0fb322a 
0f9b096 0fcd514 0f9dc06 
0f89099 001ee1d 0f8b291 
0f93515 00006f8 0f94717 
0faae53 0fc1630 0fac01a 
0faecc8 0fbd72e 0fb0dba 
0f98e2c 0fced65 0f9b93a 
0f86d94 00248eb 0f88f6b 
0f91180 0005321 0f9232c 
0fa8c5c 0fc0f69 0fa9d8a 
0facd81 0fbc44b 0faedd7 
0f970a1 0fd15e6 0f99b0f 
0f84f7f 002b7f9 0f8711f 
0f8f2a1 000e868 0f90407 
0fa6c72 0fc2e2f 0fa7d2d 
0faae8d 0fbca42 0face64 
0f95519 0fd97d7 0f97ee6 
0f83570 0036265 0f856e7 
0f8d4a5 001e1ad 0f8e5e3 
0fa4841 0fc901c 0fa5823 
0fa87bd 0fbf087 0faa60a 
0f93315 0feb943 0f959f4 
0f8187b 004223a 0f836d0 
0f8b4fd 0030fb4 0f8c470 
0fa1f60 0fd63b1 0fa2e6d 
0fa5c57 0fc2eb6 0fa7afb 
0f9135a 0ffc96f 0f93c26 
0f804a3 004882f 0f826d1 
0f89d50 00394cf 0f8b112 
0f9f99f 0fdf36a 0fa0c58 
0fa31f0 0fc4faa 0fa539c 
0f8f635 00063b1 0f920dd 
