0f66d24 0f53dec 0f65c98 0f5d1ce 0f642c6 
0fa97e5 0f978e0 0fa86cf 0fa0898 0fa7875 
0fb13b6 0f9f45b 0fb0271 0fa840f 0faf422 
0fab9a6 0f99bb7 0faa8bf 0fa2aee 0fa9add 
0fad4cb 0f9b4e7 0fac332 0fa44a4 0fab50b 
0fafd8d 0f9df0d 0faec26 0fa6e6e 0fadeef 
0fa8ef5 0f96f5c 0fa7d3d 0f9ff49 0fa6fc4 
0fafefa 0f9debf 0faecb7 0fa6e95 0fadf9f 
0fa989e 0f97a14 0fa86ac 0fa0958 0fa7a32 
0faa554 0f98541 0fa9336 0fa1541 0fa8623 
0fac555 0f9a6f1 0fab409 0fa3692 0faa753 
0fa4eb3 0f93016 0fa3df1 0f9c030 0fa30ae 
0fab4f5 0f99658 0faa474 0fa2658 0fa976a 
0fa4f1e 0f930f1 0fa3ded 0f9c081 0fa3171 
0fa5dce 0f93d06 0fa4b5e 0f9cd71 0fa3e26 
0fa8450 0f964de 0fa71e6 0f9f54c 0fa6549 
0fa17e5 0f8f845 0fa05db 0f9895c 0f9f895 
0fa8905 0f96952 0fa7747 0f9fac1 0fa6a0d 
0fa2c2e 0f90e11 0fa1b99 0f99fb0 0fa0e6b 
0fa3fe4 0f9205e 0fa2f35 0f9b1f9 0fa2179 
0fa6bcd 0f94dda 0fa5bab 0f9dece 0fa4ea7 
0fa0448 0f8e5f4 0f9f46f 0f97756 0f9e6ea 
0fa7740 0f95896 0fa677a 0f9ea24 0fa59eb 
0fa1fbc 0f90285 0fa1091 0f993ce 0fa0327 
0fa33cd 0f914ff 0fa248a 0f9a706 0fa1648 
0fa6077 0f94315 0fa5199 0f9d4b2 0fa43a6 
0f9f3e7 0f8d5d1 0f9e4f3 0f967c0 0f9d647 
0fa5fc7 0f94164 0fa50f0 0f9d37c 0fa4219 
0fa02da 0f8e5c5 0f9f48e 0f97770 0f9e5d6 
0fa105b 0f8f164 0fa0183 0f9837b 0f9f226 
0fa3917 0f91b92 0fa2aad 0f9ad3f 0fa1bb4 
0f9cb0a 0f8acc6 0f9bc61 0f93eb2 0f9acee 
0fa394f 0f91a5f 0fa2a5f 0f9ac68 0fa1ade 
0f9e0b0 0f8c31b 0f9d25c 0f954d9 0f9c2db 
0f9f1ff 0f8d28e 0f9e34a 0f964d0 0f9d307 
0fa2324 0f904fa 0fa14be 0f996d8 0fa04df 
0f9bc76 0f89d8b 0f9adbf 0f92fa9 0f99d63 
0fa3167 0f911c2 0fa229f 0f9a43b 0fa11f4 
0f9e287 0f8c41b 0f9d449 0f9564d 0f9c397 
0f9f9ac 0f8d93e 0f9eb14 0f96c34 0f9d96f 
0fa34ae 0f91586 0fa2663 0f9a819 0fa152f 
0f9d3f9 0f8b424 0f9c5a6 0f946f0 0f9b3e2 
0fa503b 0f92fc9 0fa41f4 0f9c2d1 0fa2fe9 
0fa0a3c 0f8eafe 0f9fc40 0f97dc5 0f9ea96 
0fa288b 0f90755 0fa19c5 0f99ab0 0fa07c2 
0fa6ced 0f94cfa 0fa5e5b 0f9dfe5 0fa4cea 
0fa1189 0f8f117 0fa02aa 0f98445 0f9f104 
0fa92ae 0f971d1 0fa835a 0fa04e4 0fa7202 
0fa5098 0f93103 0fa4152 0f9c390 0fa30ac 
0fa6c24 0f94ae0 0fa5c69 0f9ddf0 0fa4b4a 
0fab12d 0f991a1 0faa1d8 0fa23fc 0fa9175 
0fa537c 0f933b1 0fa4414 0f9c604 0fa3375 
0fad6ab 0f9b670 0fac710 0fa48a3 0fab693 
0fa9959 0f97a9b 0fa89ff 0fa0c55 0fa7a30 
0fab952 0f998f6 0faa98b 0fa2b2c 0fa992d 
0fb0a68 0f9ebc3 0fafb24 0fa7d4b 0faeb5d 
0fab529 0f9963d 0faa5fc 0fa27ee 0fa95f3 
0fb3fb7 0fa2060 0fb306a 0fab1fa 0fb2074 
0fb087b 0f9eae5 0faf9cf 0fa7c06 0faea52 
0fb2818 0fa08e3 0fb1903 0fa9a79 0fb08f0 
0fb769e 0fa58f7 0fb67c8 0fae9e5 0fb587e 
0fb168b 0f9f885 0fb076a 0fa898f 0faf820 
0fb933a 0fa7492 0fb8402 0fb05d0 0fb74a4 
0fb4a6b 0fa2d39 0fb3ba8 0fabe13 0fb2ca6 
0fb547b 0fa355c 0fb4527 0fac6d7 0fb3573 
0fb9126 0fa7354 0fb8209 0fb0451 0fb7306 
0fb1b77 0f9fd01 0fb0c2e 0fa8e86 0fafd03 
0fb86af 0fa678c 0fb7748 0faf96e 0fb680d 
0fb2cb4 0fa0f08 0fb1dc4 0faa0d4 0fb0eff 
0fb236c 0fa040f 0fb13d6 0fa962d 0fb0480 
0fb53ba 0fa35d0 0fb4467 0fac741 0fb35bb 
0fad0c8 0f9b280 0fac161 0fa43ec 0fab248 
0fb333f 0fa1464 0fb2395 0faa5be 0fb146a 
0fad632 0f9b8ee 0fac6b4 0fa4992 0fab82a 
0fac6cc 0f9a799 0fab689 0fa38ad 0faa791 
0faf489 0f9d678 0fae447 0fa6721 0fad61d 
0fa70cb 0f9524e 0fa6067 0f9e319 0fa51d9 
0fad051 0f9b149 0fabfbd 0fa421f 0fab12a 
0fa7706 0f959ab 0fa66bc 0f9e9b6 0fa589f 
0fa6bbc 0f94ce1 0fa5b35 0f9dd42 0fa4c45 
0faa572 0f98827 0fa95af 0fa180d 0fa86fb 
0fa2f46 0f911ad 0fa1fc4 0f9a212 0fa1094 
0fa9b8b 0f97d5b 0fa8be6 0fa0e00 0fa7caa 
0fa5389 0f936de 0fa4442 0f9c737 0fa3590 
0fa53b2 0f93555 0fa4408 0f9c614 0fa3495 
0fa969b 0f9799d 0fa8755 0fa09e7 0fa786b 
0fa27b9 0f90a50 0fa1898 0f99b32 0fa094c 
0fa99bd 0f97bb9 0fa8a93 0fa0cc6 0fa7b37 
0fa592e 0f93cd2 0fa4a79 0f9cd3e 0fa3bb4 
0fa5d3e 0f93f0a 0fa4e40 0f9cfe9 0fa3e8e 
0faa75a 0f98a0b 0fa9894 0fa1a53 0fa88fe 
0fa4289 0f9249f 0fa3399 0f9b4f5 0fa234b 
0faba7e 0f99bc6 0faab01 0fa2ba2 0fa9a2e 
0fa80e9 0f96343 0fa71ce 0f9f341 0fa611d 
0fa85f1 0f966b6 0fa7699 0f9f700 0fa64c8 
0facf20 0f9b162 0fac055 0fa4118 0faaeab 
0fa62e3 0f9445f 0fa545d 0f9d56a 0fa4222 
0fad1e7 0f9b334 0fac36e 0fa43df 0fab0ee 
0fa9112 0f9744b 0fa8367 0fa0464 0fa7121 
0fa8ddd 0f96f75 0fa7fac 0fa0026 0fa6d07 
0fad3ce 0f9b6c8 0fac5b7 0fa46ea 0fab402 
0fa645f 0f946df 0fa5615 0f9d792 0fa4450 
0facf5d 0f9b116 0fac0c8 0fa41ea 0faaef0 
0fa8bf5 0f96f4a 0fa7d9d 0f9ff78 0fa6c8b 
0fa839e 0f964f3 0fa749e 0f9f5ef 0fa6324 
0fac69a 0f9a8f9 0fab7b3 0fa398a 0faa716 
0fa516f 0f93377 0fa4262 0f9c425 0fa31b9 
0fab93e 0f99a43 0faa9ff 0fa2b4c 0fa9968 
0fa73b8 0f95638 0fa64bd 0f9e685 0fa5527 
0fa6741 0f9480d 0fa57d2 0f9d962 0fa4741 
0faa94e 0f98b9f 0fa9a3f 0fa1c5b 0fa8a35 
0fa2faf 0f911fe 0fa20ac 0f9a2be 0fa1059 
0fa96de 0f97860 0fa877e 0fa0921 0fa772d 
0fa51c6 0f93506 0fa42c1 0f9c501 0fa3326 
0fa455d 0f926de 0fa35d9 0f9b779 0fa25a6 
0fa8e29 0f970df 0fa7ef1 0fa0114 0fa6f3d 
0fa19f4 0f8fc93 0fa0aa3 0f98ca5 0f9fab7 
0fa89fa 0f96bb2 0fa7a70 0f9fc10 0fa6a63 
0fa4f46 0f932bc 0fa4009 0f9c280 0fa30a5 
0fa479a 0f92949 0fa37d4 0f9b9a0 0fa27bf 
0fa9977 0f97c40 0fa89c9 0fa0c61 0fa7aa3 
0fa2742 0f909ec 0fa1770 0f99a19 0fa0847 
0fa9b2a 0f97cde 0fa8b0b 0fa0d65 0fa7bed 
0fa605b 0f943b1 0fa5088 0f9d3c0 0fa4236 
0fa58cc 0f93a52 0fa487b 0f9cb02 0fa39d8 
0faa866 0f98b0a 0fa9837 0fa1b57 0fa8a8e 
0fa32fc 0f91568 0fa22d6 0f9a5f5 0fa1533 
0fa9fb4 0f98156 0fa8f7a 0fa1238 0fa81aa 
0fa6058 0f943d7 0fa507c 0f9d3eb 0fa4366 
0fa53e8 0f934c4 0fa43b1 0f9c672 0fa356f 
0faa175 0f981f2 0fa9184 0fa159e 0fa8379 
0fa273a 0f90737 0fa179f 0f99b97 0fa08ee 
0fa8fca 0f970c7 0fa8001 0fa0264 0fa7246 
0fa4a85 0f92de2 0fa3b28 0f9be99 0fa2f59 
0fa32d4 0f914e6 0fa22e6 0f9a5b0 0fa16f6 
0fa72f5 0f9579d 0fa6384 0f9e6b0 0fa5876 
0f9f4ec 0f8d6bc 0f9e3d0 0f96763 0f9d8b3 
0fa5a96 0f93b33 0fa486e 0f9cc3d 0fa3da1 
0fa1710 0f8f932 0fa04ce 0f98a66 0f9f9d4 
0fa0010 0f8e0f2 0f9ee4e 0f972e9 0f9e1b2 
0fa43a4 0f925fe 0fa3252 0f9b76d 0fa2634 
0f9c44a 0f8a699 0f9b3a0 0f937ff 0f9a6ef 
0fa257c 0f90702 0fa157e 0f99895 0fa0803 
0f9e0d8 0f8c4ab 0f9d1e8 0f955a6 0f9c497 
0f9c86f 0f8aae7 0f9b94c 0f93c49 0f9aaf8 
0fa0da2 0f8f0f2 0f9ff1a 0f98258 0f9f10c 
0f99182 0f874dd 0f98368 0f9068b 0f974ed 
0f9f601 0f8d864 0f9e781 0f96a89 0f9d909 
0f9bafd 0f89ead 0f9acee 0f93085 0f99ead 
0f9ade6 0f88f7d 0f99f1b 0f921ee 0f9903e 
0f9fd69 0f8dff3 0f9ee8f 0f97211 0f9e068 
0f98b9d 0f86e0c 0f97cb3 0f90037 0f96e1a 
0f9f696 0f8d84d 0f9e7cc 0f96ab7 0f9d8c7 
0f9c09c 0f8a465 0f9b285 0f935f5 0f9a3e5 
0f9b49a 0f896e2 0f9a614 0f928df 0f996d0 
0fa0926 0f8ec93 0f9fadf 0f97e71 0f9ec3e 
0f99973 0f87cde 0f98b24 0f90ebb 0f97c3a 
0fa03aa 0f8e5e6 0f9f4d9 0f97823 0f9e5e8 
0f9cf1d 0f8b2ca 0f9c054 0f94469 0f9b222 
0f9be9c 0f8a076 0f9af33 0f9328f 0f9a065 
0fa0d2d 0f8f002 0f9fe01 0f981b1 0f9efb0 
0f99947 0f87c18 0f98a44 0f90dc6 0f97b93 
0f9ffbf 0f8e1ac 0f9f0e5 0f973b0 0f9e19d 
0f9ca13 0f8adb2 0f9bbc8 0f93f2d 0f9accb 
0f9b689 0f89880 0f9a7ea 0f92a83 0f9980d 
0fa0523 0f8e82d 0f9f6c6 0f979b0 0f9e741 
0f98fc6 0f872dc 0f9819a 0f90470 0f971a7 
0f9f461 0f8d673 0f9e5f4 0f96862 0f9d5a5 
0f9c032 0f8a3f5 0f9b22d 0f9355d 0f9a251 
0f9ae07 0f89019 0f99f9a 0f9222a 0f98f02 
0fa0344 0f8e656 0f9f519 0f9782d 0f9e505 
0f99549 0f8782e 0f986f5 0f90a4d 0f976bc 
0f9ffc5 0f8e17b 0f9f110 0f97404 0f9e09c 
0f9d2b1 0f8b5df 0f9c447 0f947e8 0f9b43c 
0f9c2f9 0f8a44f 0f9b414 0f936dd 0f9a35e 
0fa1b5f 0f8fd8f 0fa0caa 0f98fd0 0f9fc7b 
0f9ae58 0f89098 0f99f79 0f922c0 0f98f4e 
0fa1988 0f8facc 0fa0a47 0f98d29 0f9fa1b 
0f9ef06 0f8d1f9 0f9e00e 0f9639c 0f9d089 
0f9df75 0f8c0d7 0f9cfda 0f952b1 0f9bfe3 
0fa3cde 0f91f3b 0fa2d0a 0f9b084 0fa1e09 
0f9d323 0f8b56f 0f9c330 0f946b5 0f9b41c 
0fa439d 0f924e6 0fa3394 0f9b67e 0fa243f 
0fa2056 0f90332 0fa108c 0f99445 0fa01ee 
0fa1504 0f8f616 0fa045a 0f98771 0f9f537 
0fa77e0 0f95a1c 0fa675a 0f9ead1 0fa58c9 
0fa0ea6 0f8f0de 0f9fe4a 0f981c0 0f9ef96 
0fa7dca 0f95ef6 0fa6d60 0f9f04e 0fa5e6f 
0fa5acd 0f93e4c 0fa4b15 0f9cee0 0fa3ccb 
0fa48fd 0f92b0c 0fa38da 0f9bc14 0fa2a01 
0faac94 0f98f48 0fa9c3f 0fa1ff9 0fa8e32 
0fa404a 0f92358 0fa2fd1 0f9b401 0fa2214 
0faafc3 0f991ec 0fa9ee1 0fa22b4 0fa9152 
0fa8f45 0f9730f 0fa7e7e 0fa0363 0fa71d5 
0fa7f9d 0f961b5 0fa6e3c 0f9f290 0fa60fe 
0fae936 0f9cc89 0fad821 0fa5ca3 0facb63 
0fa7fc4 0f9635f 0fa6eea 0f9f349 0fa61e9 
0faf0e6 0f9d352 0fadfdb 0fa6387 0fad287 
0fad108 0f9b57e 0fac0af 0fa44ea 0fab3db 
0fab9f7 0f99d0f 0faa98e 0fa2cf1 0fa9bd7 
0fb1ce8 0fa00e6 0fb0c95 0fa907c 0faff59 
0faa50f 0f98940 0fa94de 0fa18ed 0fa87af 
0fb075b 0f9ea5e 0faf6bd 0fa7a5a 0fae976 
0fadad8 0f9bfa3 0faca98 0fa4f17 0fabe15 
0fab371 0f996ca 0faa2ef 0fa26d3 0fa95e2 
0fb0c4a 0f9f099 0fafc05 0fa8050 0faef7b 
0fa8ce7 0f97175 0fa7cd1 0fa011c 0fa7017 
0fae92b 0f9ccac 0fad921 0fa5cad 0facbdb 
0faba89 0f99fdc 0faab05 0fa2f49 0fa9e2e 
0fa9185 0f97538 0fa81cb 0fa0511 0fa7403 
0faeb7f 0f9cffe 0fadbfa 0fa5fa6 0face97 
0fa6f2f 0f953e1 0fa5fa0 0f9e383 0fa521b 
0fac9fe 0f9ad7d 0faba0d 0fa3d7c 0faac41 
0fa9e9c 0f983d8 0fa8f02 0fa1381 0fa81d2 
0fa766d 0f959e0 0fa6642 0f9ea54 0fa5852 
0fad28f 0f9b6cb 0fac28f 0fa471c 0fab4f9 
0fa5bcd 0f94052 0fa4c38 0f9d0d7 0fa3e38 
0fabdff 0f9a13f 0faae67 0fa3213 0fa9fe3 
0fa9f50 0f9843a 0fa9050 0fa144a 0fa8236 
0fa826f 0f965b1 0fa7366 0f9f64a 0fa643f 
0fae9bf 0f9cda8 0fadb26 0fa5e24 0facc28 
0fa7d9f 0f9618d 0fa6f29 0f9f234 0fa5ff9 
0fae342 0f9c5cb 0fad473 0fa5702 0fac511 
0fac74a 0f9ab58 0fab8b8 0fa3c1d 0faaa00 
0faa962 0f98bb3 0fa9a63 0fa1d3b 0fa8ad9 
0fb0e75 0f9f184 0faff91 0fa82e8 0faf078 
0faa22f 0f98566 0fa9375 0fa1703 0fa8430 
0fb059e 0f9e753 0faf668 0fa7996 0fae6f2 
0fae8bc 0f9cbee 0fad9c0 0fa5db1 0facae9 
0fac7f0 0f9a992 0fab896 0fa3bda 0faa8db 
0fb2973 0fa0bc6 0fb1a48 0fa9da9 0fb0ae7 
0fab66c 0f998e7 0faa764 0fa2aaa 0fa97ce 
0fb10f8 0f9f237 0fb01e2 0fa8453 0faf1bc 
0faef9f 0f9d287 0fae0f9 0fa640a 0fad173 
0fac5ac 0f9a6fc 0fab6b1 0fa392f 0faa65d 
0fb2287 0fa04b9 0fb13d5 0fa96ce 0fb03b8 
0faab6a 0f98deb 0fa9cbe 0fa201e 0fa8c8e 
0fb02f9 0f9e426 0faf3cc 0fa76d1 0fae34a 
0fae26a 0f9c529 0fad354 0fa5749 0fac395 
0fab6ac 0f997cf 0faa6fb 0fa2a66 0fa96b1 
0fb17b2 0f9f997 0fb07f9 0fa8bbc 0faf859 
0faa390 0f985de 0fa93e9 0fa17a4 0fa8466 
0fafee1 0f9dfee 0faeee0 0fa71e3 0fadf2f 
0fae4d4 0f9c79d 0fad502 0fa58c2 0fac642 
0fab9ea 0f99b59 0faa9d4 0fa2cbd 0fa9a76 
0fb1e83 0fa00cc 0fb0ea7 0fa91dc 0faffdb 
0faa97b 0f98c50 0fa99b6 0fa1d31 0fa8b10 
0fb0551 0f9e704 0faf518 0fa7809 0fae662 
0faeae6 0f9cea9 0fadb35 0fa5f17 0facd3d 
0fabec0 0f9a132 0faaebc 0fa3210 0faa02d 
0fb2743 0fa0a62 0fb1725 0fa9ae7 0fb0927 
0fab4ec 0f99871 0faa4ce 0fa28e6 0fa96e7 
0fb15b2 0f9f7d0 0fb0527 0fa888b 0faf721 
0fb0308 0f9e6e4 0faf2ce 0fa772b 0fae580 
0fadbb9 0f9be36 0facb4d 0fa4f01 0fabd39 
0fb4b9c 0fa2eea 0fb3b4a 0fabf76 0fb2dbc 
0fad965 0f9bd34 0fac94f 0fa4dc1 0fabbbb 
0fb37fa 0fa1a71 0fb2773 0faab5b 0fb19ad 
0fb2114 0fa0548 0fb10c4 0fa959c 0fb040f 
0faf1f8 0f9d453 0fae10e 0fa6565 0fad418 
0fb5577 0fa3896 0fb44c1 0fac983 0fb382d 
0fad494 0f9b82f 0fac42f 0fa4925 0fab79f 
0fb227d 0fa0489 0fb1177 0fa95fd 0fb0520 
0fafcbe 0f9e0cc 0faebed 0fa7198 0fae0d3 
0fabe78 0f9a190 0faad66 0fa3324 0faa211 
0fb17c6 0f9fbcd 0fb0791 0fa8d91 0fafc49 
0fa9724 0f97b9e 0fa8711 0fa0c78 0fa7b94 
0fae9d1 0f9cce5 0fad94f 0fa5df2 0facd7d 
0facbc7 0f9b05a 0fabb8c 0fa4112 0fab02b 
0fa9540 0f977f5 0fa840b 0fa08f8 0fa77d8 
0faf432 0f9d7af 0fae325 0fa68af 0fad723 
0fa769b 0f95aa3 0fa65ba 0f9eb4b 0fa599c 
0fac61b 0f9a8a8 0fab507 0fa39ad 0faa847 
0faa949 0f98e49 0fa9993 0fa1ecb 0fa8cf5 
0fa7499 0f95873 0fa64ed 0f9e98f 0fa576c 
0fad84c 0f9bcfa 0fac914 0fa4dd4 0fabbb8 
0fa619f 0f946c3 0fa528e 0f9d788 0fa4555 
0fab418 0f997b1 0faa4e9 0fa28e6 0fa96bb 
0fa9c0d 0f98164 0fa8d7d 0fa120e 0fa7f9e 
0fa683f 0f94bf7 0fa594a 0f9dd4c 0fa4aaa 
0facabb 0f9af1e 0fabbeb 0fa402b 0faada9 
0fa53f2 0f938e6 0fa4551 0f9c9be 0fa3718 
0faa3b5 0f9875f 0fa94b8 0fa1899 0fa860f 
0fa8b10 0f97064 0fa7c5a 0fa0122 0fa6e63 
0fa53ff 0f937d5 0fa44d3 0f9c91b 0fa3658 
0fab584 0f99a04 0faa679 0fa2b0e 0fa9876 
0fa3cb5 0f921b6 0fa2dd4 0f9b2a8 0fa1fc8 
0fa87b4 0f96b61 0fa7894 0f9fcc9 0fa6a0b 
0fa6d90 0f952df 0fa5edc 0f9e3b2 0fa50de 
0fa3407 0f917f4 0fa252c 0f9a93b 0fa1655 
0fa9619 0f97a9f 0fa8740 0fa0b85 0fa78c8 
0fa1fb0 0f904c0 0fa1114 0f99586 0fa025f 
0fa8f68 0f97477 0fa7e88 0fa06e2 0fa728b 
0fad806 0f9be25 0fac730 0fa500f 0fabbe1 
0fa675e 0f94d36 0fa5682 0f9df3e 0fa4adf 
0fad0b6 0f9b5c7 0fabfb8 0fa47fe 0fab3e1 
0fa94fc 0f97bb5 0fa846e 0fa0d66 0fa7906 
0fa8cab 0f971cf 0fa7bbd 0fa03f1 0fa6fc2 
0fad7b2 0f9be1f 0fac70b 0fa4fba 0fabb9a 
0fa6761 0f94dc0 0fa56cb 0f9df6c 0fa4b28 
0facf27 0f9b4c0 0fabe60 0fa46a9 0fab298 
0fa90fd 0f9782d 0fa809b 0fa099c 0fa7546 
0fa8278 0f9680d 0fa71c2 0f9fa04 0fa65bc 
0facaca 0f9b17e 0faba4e 0fa430c 0faaed8 
0fa5660 0f93cea 0fa45d5 0f9ce95 0fa3a32 
0faba16 0f99fac 0faa93a 0fa319f 0fa9d8b 
0fa7ae6 0f96204 0fa6a3b 0f9f35f 0fa5f36 
0fa68dd 0f94e4e 0fa57c2 0f9e02b 0fa4c44 
0faaea6 0f9952f 0fa9da5 0fa2696 0fa92bf 
0fa3580 0f91bfa 0fa2453 0f9ad3f 0fa1957 
0fa94b1 0f97a6d 0fa834a 0fa0bcf 0fa783b 
0fa5290 0f93a20 0fa4199 0f9cac6 0fa370b 
0fa3b44 0f92138 0fa2a04 0f9b27b 0fa1ec2 
0fa7fcf 0f966e9 0fa6efe 0f9f7b8 0fa6420 
0fa0621 0f8ed2a 0f9f549 0f97df3 0f9ea29 
0fa6815 0f94e2e 0fa56fa 0f9df2f 0fa4b7e 
0fa2a28 0f911bc 0fa196a 0f9a253 0fa0e47 
0fa14e0 0f8faba 0fa03db 0f98c05 0f9f7df 
0fa5ea1 0f94578 0fa4dde 0f9d674 0fa424f 
0f9e66c 0f8cd0c 0f9d585 0f95e2a 0f9c9c0 
0fa4bd2 0f9314b 0fa3a81 0f9c2bd 0fa2ea3 
0fa0ff0 0f8f700 0f9fee3 0f987e2 0f9f3a3 
0f9fbd9 0f8e135 0f9ea3f 0f9727f 0f9de72 
0fa4a85 0f9311f 0fa38fa 0f9c1b7 0fa2df0 
0f9d355 0f8b9d4 0f9c1c2 0f94ac2 0f9b6b1 
0fa3c44 0f921e8 0fa2a7e 0f9b320 0fa1f48 
0fa05ce 0f8ed43 0f9f472 0f97dbd 0f9e9c6 
0f9f573 0f8db0e 0f9e3a0 0f96c31 0f9d857 
0fa4965 0f92fdd 0fa37c6 0f9c0b1 0fa2d09 
0f9d4ad 0f8bb04 0f9c307 0f94bd5 0f9b825 
0fa3d35 0f9228d 0fa2b40 0f9b3ab 0fa207c 
0fa016f 0f8e866 0f9ef97 0f978e1 0f9e601 
0f9e8d5 0f8cdd9 0f9d64a 0f95ee7 0f9cc69 
0fa3276 0f91836 0fa1ffe 0f9a961 0fa16e9 
0f9b029 0f89589 0f99dd3 0f92706 0f994fc 
0fa0ab8 0f8ef28 0f9f869 0f98158 0f9efae 
0f9c4ba 0f8abcc 0f9b374 0f93d69 0f9ab14 
0f9a442 0f88a07 0f9933c 0f91cdd 0f98a2d 
0f9ebe4 0f8d1e1 0f9da2e 0f9638f 0f9d1a4 
0f97114 0f8564c 0f95e8b 0f8e828 0f955f5 
0f9d612 0f8b9bb 0f9c2ca 0f94c48 0f9b9af 
0f99e01 0f882e3 0f98a83 0f91505 0f981b9 
0f98945 0f86cf6 0f975ab 0f8ffb5 0f96c23 
0f9d783 0f8bd0c 0f9c4fe 0f94f04 0f9bc02 
0f963c0 0f84949 0f951af 0f8db72 0f9485c 
0f9ca40 0f8aec1 0f9b85b 0f94144 0f9ae5f 
0f9955e 0f87bf5 0f984a8 0f90df5 0f97ab8 
0f9817d 0f8672e 0f97170 0f8f9c2 0f96674 
0f9cf00 0f8b640 0f9bfb9 0f94870 0f9b50a 
0f95866 0f83fa5 0f94932 0f8d20c 0f93e42 
0f9ba2a 0f8a029 0f9aab4 0f932e7 0f99f99 
0f982c3 0f86a17 0f973ae 0f8fc5c 0f968db 
0f96af8 0f85081 0f95b48 0f8e358 0f94fdb 
0f9b798 0f89e47 0f9a823 0f930b4 0f99d3d 
0f94256 0f8292c 0f932dc 0f8bb6a 0f927b5 
0f9a30f 0f888f5 0f993e0 0f91b5c 0f987cf 
0f96c9e 0f85411 0f95e0e 0f8e615 0f951f9 
0f95384 0f83985 0f944be 0f8cbfc 0f93790 
0f9a23b 0f88931 0f993bd 0f91b54 0f986bc 
0f92def 0f814d7 0f91f40 0f8a6e2 0f91212 
0f9918d 0f8777d 0f98280 0f909b2 0f97537 
0f9609b 0f84800 0f951cb 0f8d9ad 0f94532 
0f94c54 0f831e8 0f93d06 0f8c492 0f92fee 
0f9a033 0f88694 0f990de 0f9191f 0f9846b 
0f93013 0f81663 0f920ab 0f8a921 0f91408 
0f9961d 0f87b24 0f9863e 0f90e7c 0f97994 
0f968d0 0f84f50 0f9591e 0f8e25d 0f94d44 
0f95652 0f83b0d 0f945f7 0f8cee9 0f939d6 
0f9af68 0f89539 0f99f22 0f92883 0f993a6 
0f94367 0f82912 0f93339 0f8bc91 0f9276a 
0f9b1df 0f8965e 0f9a15b 0f92a3b 0f99573 
0f98ad7 0f870f5 0f97a8d 0f90429 0f96f7d 
0f980e4 0f86556 0f9702e 0f8f91c 0f96482 
0f9e10d 0f8c6b0 0f9d078 0f95a00 0f9c57e 
0f97880 0f85e87 0f96828 0f8f19d 0f95cf1 
0f9e80d 0f8cd3d 0f9d767 0f96082 0f9cc4b 
0f9c46b 0f8ab74 0f9b420 0f93e32 0f9a9cb 
0f9ba38 0f89f98 0f9a961 0f9328e 0f99e75 
0fa20e9 0f9075e 0fa101f 0f9998d 0fa05e7 
0f9be50 0f8a4e3 0f9ad55 0f93700 0f9a369 
0fa3547 0f91ae5 0fa2413 0f9ad1c 0fa19f6 
0fa1960 0f9005f 0fa083d 0f991b2 0f9fe69 
0fa10a4 0f8f5db 0f9fe81 0f987c0 0f9f412 
0fa7c67 0f96370 0fa6a88 0f9f428 0fa60e5 
0fa1850 0f90050 0fa06d3 0f9908e 0f9fd56 
0fa8bc6 0f972de 0fa7a37 0fa0375 0fa70bb 
0fa712e 0f959da 0fa6047 0f9ea19 0fa5731 
0fa63d3 0f94ac2 0fa528e 0f9dbb0 0fa48ca 
0facbc9 0f9b3ae 0fabac5 0fa445e 0fab192 
0fa5e74 0f94666 0fa4d8d 0f9d758 0fa4433 
0fac92e 0f9af79 0fab7dc 0fa415b 0faae38 
0faa603 0f98de3 0fa9512 0fa1f4c 0fa8bdd 
0fa89ec 0f9701f 0fa7890 0fa01e3 0fa6ea1 
0fae496 0f9cbaf 0fad385 0fa5d26 0fac9ee 
0fa69d7 0f95163 0fa590e 0f9e280 0fa4f06 
0fac6a6 0f9ad16 0fab5c9 0fa3eb1 0faab17 
0fa993a 0f98174 0fa890f 0fa125d 0fa7e9f 
0fa7206 0f958c3 0fa61be 0f9ea20 0fa5685 
0fac700 0f9aed4 0fab70b 0fa3f6a 0faac27 
0fa4bc8 0f933b2 0fa3bed 0f9c490 0fa30aa 
0faa87c 0f98ef6 0fa980a 0fa2047 0fa8c73 
0fa8008 0f967c6 0fa6fca 0f9f8d8 0fa64cc 
0fa5b99 0f94163 0fa4abc 0f9d331 0fa3f1f 
0fab48a 0f99aea 0faa37c 0fa2c85 0fa9885 
0fa3c98 0f92306 0fa2b65 0f9b4a1 0fa2056 
0fa953a 0f97a71 0fa838c 0fa0c50 0fa7843 
0fa69cc 0f950d4 0fa586c 0f9e1a0 0fa4da5 
0fa4273 0f927eb 0fa30af 0f9b8c7 0fa2519 
0fa9781 0f97de4 0fa8628 0fa0e16 0fa7ab1 
0fa1dae 0f9044f 0fa0c5c 0f9945a 0fa009a 
0fa7227 0f9578c 0fa60a7 0f9e833 0fa5453 
0fa478d 0f92eab 0fa36b4 0f9bef1 0fa2a8f 
0fa1d90 0f9031b 0fa0c76 0f99435 0f9ff96 
0fa741f 0f95a6f 0fa630b 0f9eb3d 0fa56cc 
0f9fd35 0f8e3b5 0f9ec4b 0f9749d 0f9dffc 
0fa558b 0f93ac7 0fa4461 0f9cc51 0fa37f8 
0fa2fc1 0f916b3 0fa1f27 0f9a7fd 0fa137b 
