0fb0986 0fa75b1 0fc47ae 0fb8b99 0fb42dc 
0fb2f94 0fa9e93 0fc6dec 0fbb0f4 0fb6257 
0fad368 0fa3ca3 0fc13c7 0fb50f5 0fafd72 
0fad4a7 0fa443e 0fc1335 0fb56e3 0fb0840 
0fb2e30 0fa9926 0fc6d9f 0fbad05 0fb5b33 
0fa9ac1 0fa06a6 0fbdad3 0fb1a99 0fac8af 
0fb2e3e 0fa9d27 0fc6cb4 0fbb00d 0fb6123 
0fad32b 0fa3c64 0fc13b8 0fb511f 0fafd47 
0fad36d 0fa42fb 0fc1241 0fb55e7 0fb06e5 
0fb2dec 0fa98d7 0fc6d76 0fbace8 0fb5ad9 
0fa99b5 0fa058a 0fbd9c9 0fb19a4 0fac788 
0fb2d49 0fa9c0e 0fc6b91 0fbaf17 0fb6002 
0fad298 0fa3bbb 0fc1326 0fb5082 0fafc88 
0fad272 0fa41f1 0fc1149 0fb54f5 0fb05e5 
0fb2d2d 0fa980f 0fc6cc3 0fbac42 0fb5a1f 
0fa985c 0fa041f 0fbd89d 0fb1873 0fac62f 
0fb2bcb 0fa9a92 0fc6a57 0fbadb7 0fb5e9d 
0fad26e 0fa3b74 0fc1303 0fb5065 0fafc5c 
0fad175 0fa40dd 0fc104e 0fb5406 0fb04d5 
0fb2c44 0fa9729 0fc6bd7 0fbab7f 0fb5939 
0fa9842 0fa03f8 0fbd84a 0fb1859 0fac5f5 
0fb2c9f 0fa9b68 0fc6b0b 0fbaeaa 0fb5f5f 
0fad3c0 0fa3cda 0fc1443 0fb51d4 0fafd99 
0fad206 0fa418c 0fc10f4 0fb54d3 0fb0563 
0fb2e7b 0fa9979 0fc6e0b 0fbadbf 0fb5b65 
0fa99a2 0fa057d 0fbd9ef 0fb19e0 0fac755 
0fb2dc8 0fa9cbb 0fc6c66 0fbafe9 0fb6094 
0fad56e 0fa3e9e 0fc1630 0fb5391 0faff57 
0fad2be 0fa4233 0fc11bc 0fb5561 0fb05f8 
0fb2f88 0fa9a82 0fc6f69 0fbaeb4 0fb5c5b 
0fa9b07 0fa06da 0fbdb9f 0fb1b12 0fac875 
0fb2d93 0fa9c8e 0fc6c46 0fbaf86 0fb602f 
0fad568 0fa3e96 0fc161f 0fb535f 0faff1c 
0fad110 0fa409c 0fc1018 0fb53aa 0fb042f 
0fb2f8b 0fa9aa4 0fc6f60 0fbaebd 0fb5c50 
0fa9a97 0fa0669 0fbdaf1 0fb1a8f 0fac7fe 
0fb2cf7 0fa9bfa 0fc6b59 0fbaef3 0fb5fad 
0fad561 0fa3e9e 0fc1600 0fb5363 0faff26 
0fad03b 0fa3fcb 0fc0f25 0fb52c8 0fb035b 
0fb2e4b 0fa9963 0fc6de0 0fbad7b 0fb5b2a 
0fa98bf 0fa0497 0fbd8da 0fb18ca 0fac64c 
0fb2ab3 0fa99ad 0fc6912 0fbaca2 0fb5d5a 
0fad3b8 0fa3cf8 0fc1435 0fb51b8 0fafd7f 
0face15 0fa3d9d 0fc0ca7 0fb508d 0fb012d 
0fb2c3f 0fa9773 0fc6bba 0fbab61 0fb5915 
0fa9651 0fa0230 0fbd66b 0fb1640 0fac3ad 
0fb26ee 0fa9613 0fc655c 0fba8e4 0fb598f 
0fad114 0fa3a6f 0fc1185 0fb4ef3 0fafab9 
0faca4b 0fa39e4 0fc0915 0fb4cbb 0fafd49 
0fb29af 0fa94fb 0fc6959 0fba8da 0fb5682 
0fa93cb 0f9ffb4 0fbd3f3 0fb139f 0fac10d 
0fb23d3 0fa930e 0fc624a 0fba5b1 0fb5673 
0facdeb 0fa3759 0fc0e72 0fb4bc7 0faf799 
0fac67e 0fa3637 0fc055b 0fb48f2 0faf987 
0fb2679 0fa91da 0fc6601 0fba593 0fb535a 
0fa9061 0f9fc5e 0fbd092 0fb1033 0fabdad 
0fb217e 0fa90d5 0fc6001 0fba365 0fb5432 
0facccd 0fa3650 0fc0d6d 0fb4ab3 0faf689 
0fac427 0fa33f1 0fc0304 0fb4683 0faf726 
0fb25c5 0fa9138 0fc6552 0fba4d1 0fb529a 
0fa8faa 0f9fbb1 0fbcfd4 0fb0f60 0fabcd7 
0fb1f9d 0fa8ef8 0fc5df2 0fba158 0fb5233 
0facc19 0fa3593 0fc0c90 0fb49dc 0faf5b2 
0fac28e 0fa3250 0fc0168 0fb44d5 0faf577 
0fb2467 0fa8fee 0fc6407 0fba37b 0fb514e 
0fa8e34 0f9fa3f 0fbce73 0fb0ddb 0fabb52 
0fb1e2a 0fa8d97 0fc5ca6 0fb9ff1 0fb50cf 
0facbe6 0fa3576 0fc0c7e 0fb499e 0faf57d 
0fac1ec 0fa31b2 0fc00c7 0fb4418 0faf4be 
0fb246e 0fa8ff2 0fc6405 0fba35d 0fb5144 
0fa8e30 0f9fa28 0fbce63 0fb0db9 0fabb37 
0fb1e17 0fa8d7f 0fc5c89 0fb9fc2 0fb50b0 
0facd91 0fa3705 0fc0e07 0fb4b0e 0faf70a 
0fac2c4 0fa328a 0fc01a1 0fb44d2 0faf58b 
0fb260b 0fa919a 0fc657f 0fba4d1 0fb52c9 
0fa8e8e 0f9fa99 0fbceb3 0fb0df8 0fabb82 
0fb1e67 0fa8de6 0fc5ce0 0fba00d 0fb50f2 
0facdaa 0fa373d 0fc0e2e 0fb4b29 0faf717 
0fac17c 0fa315a 0fc0052 0fb437e 0faf430 
0fb25e9 0fa9190 0fc6570 0fba4be 0fb52ba 
0fa8e23 0f9fa34 0fbce55 0fb0d82 0fabb10 
0fb1d55 0fa8cea 0fc5bca 0fb9ef8 0fb4ff2 
0facd13 0fa36ab 0fc0da7 0fb4a97 0faf68d 
0fac06b 0fa303e 0fbff3f 0fb4253 0faf319 
0fb2585 0fa911d 0fc64e4 0fba423 0fb5244 
0fa8dad 0f9f9a2 0fbcdd8 0fb0ced 0faba82 
0fb1c31 0fa8baf 0fc5a93 0fb9da1 0fb4eaa 
0facd17 0fa36af 0fc0dac 0fb4a86 0faf678 
0fabe8c 0fa2e6c 0fbfd85 0fb407b 0faf12b 
0fb241c 0fa8fd1 0fc63ab 0fba2cf 0fb50e0 
0fa8c65 0f9f872 0fbccb6 0fb0ba2 0fab92a 
0fb1a16 0fa89a3 0fc5890 0fb9b87 0fb4c9d 
0facaca 0fa345d 0fc0b54 0fb4822 0faf42d 
0fabbf2 0fa2bc7 0fbfabd 0fb3da5 0faee81 
0fb22e4 0fa8ea5 0fc624e 0fba175 0fb4fb1 
0fa8a4a 0f9f654 0fbca7e 0fb0962 0fab6fe 
0fb1800 0fa8798 0fc5659 0fb995d 0fb4a81 
0faca14 0fa33bc 0fc0aa3 0fb4770 0faf37c 
0fab9b9 0fa299f 0fbf8a6 0fb3b8c 0faec4d 
0fb212e 0fa8d04 0fc60a2 0fb9fca 0fb4df7 
0fa88d1 0f9f4f6 0fbc91f 0fb07eb 0fab58a 
0fb172c 0fa86f9 0fc55dc 0fb989c 0fb49d0 
0fac9a2 0fa3366 0fc0a6b 0fb4709 0faf30f 
0fab884 0fa287d 0fbf7a7 0fb3a5e 0faeb1c 
0fb2076 0fa8c57 0fc600c 0fb9f14 0fb4d59 
0fa8856 0f9f457 0fbc874 0fb0738 0fab4e1 
0fb15a8 0fa8552 0fc5404 0fb96cc 0fb4809 
0fac957 0fa331b 0fc0a19 0fb468d 0faf2aa 
0fab736 0fa2728 0fbf66f 0fb38f5 0fae9b7 
0fb20ba 0fa8c9b 0fc606b 0fb9f44 0fb4d91 
0fa898d 0f9f59b 0fbc9f9 0fb087b 0fab623 
0fb16f5 0fa86c9 0fc55b1 0fb9846 0fb498a 
0facb4f 0fa352a 0fc0c31 0fb4889 0faf4b6 
0fab982 0fa2983 0fbf8ae 0fb3b21 0faec01 
0fb22c4 0fa8ec0 0fc6241 0fba137 0fb4fa0 
0fa8a10 0f9f62a 0fbca57 0fb08da 0fab6a3 
0fb168d 0fa8659 0fc5505 0fb97a3 0fb4901 
0facc3f 0fa360f 0fc0ce0 0fb494c 0faf58f 
0fab97b 0fa2971 0fbf865 0fb3af0 0faebdb 
0fb2235 0fa8e22 0fc61ac 0fba0bd 0fb4f14 
0fa89f2 0f9f5e8 0fbca24 0fb08d7 0fab66b 
0fb154f 0fa84ee 0fc53cb 0fb96b5 0fb47d2 
0faca1e 0fa33b0 0fc0ab6 0fb4771 0faf36a 
0fab4a5 0fa2450 0fbf3b0 0fb367d 0fae711 
0fb1d34 0fa88e3 0fc5cc0 0fb9c11 0fb4a2b 
0fa8491 0f9f048 0fbc4c3 0fb03c8 0fab11d 
0fb106a 0fa7fd9 0fc4ef4 0fb922f 0fb4318 
0fac700 0fa3061 0fc0791 0fb4494 0faf063 
0fab272 0fa21f1 0fbf166 0fb3485 0fae4ed 
0fb1d07 0fa888b 0fc5c71 0fb9c08 0fb4a08 
0fa842a 0f9efbf 0fbc464 0fb038b 0fab0b8 
0fb0fd8 0fa7f24 0fc4e41 0fb91a3 0fb426e 
0fac736 0fa3089 0fc07c6 0fb44dd 0faf095 
0fab198 0fa2106 0fbf081 0fb33aa 0fae403 
0fb1cb2 0fa882e 0fc5c03 0fb9bb5 0fb49a3 
0fa83d3 0f9ef4d 0fbc3fd 0fb0332 0fab050 
0fb0f60 0fa7ea9 0fc4dba 0fb9131 0fb41f9 
0fac7be 0fa3100 0fc082e 0fb455e 0faf122 
0fab170 0fa20dd 0fbf045 0fb3377 0fae3d9 
0fb1d4a 0fa88d0 0fc5c8b 0fb9c5c 0fb4a4b 
0fa844a 0f9efca 0fbc47d 0fb03ba 0fab0c5 
0fb0f46 0fa7e92 0fc4d99 0fb9128 0fb41e4 
0fac862 0fa319f 0fc08e2 0fb4631 0faf1d0 
0fab167 0fa20c4 0fbf05a 0fb33af 0fae3d1 
0fb1e42 0fa89c5 0fc5da7 0fb9d9c 0fb4b4f 
0fa8540 0f9f0a8 0fbc57d 0fb04d2 0fab1b6 
0fb10d2 0fa8015 0fc4f27 0fb92c9 0fb4377 
0facae0 0fa3402 0fc0b43 0fb488f 0faf42d 
0fab38e 0fa22c6 0fbf270 0fb35b2 0fae5e7 
0fb217c 0fa8ce9 0fc60bb 0fba094 0fb4e77 
0fa890c 0f9f471 0fbc944 0fb0873 0fab573 
0fb1306 0fa824f 0fc5179 0fb94fb 0fb45b5 
0facdea 0fa3718 0fc0e6a 0fb4b9e 0faf743 
0fab522 0fa246c 0fbf417 0fb374f 0fae781 
0fb22be 0fa8e3d 0fc6222 0fba208 0fb4fe8 
0fa89c3 0f9f51a 0fbc9ff 0fb093b 0fab626 
0fb13e5 0fa832c 0fc5255 0fb95f2 0fb4695 
0facfed 0fa392a 0fc1076 0fb4dc4 0faf95f 
0fab657 0fa25ac 0fbf55f 0fb389e 0fae8b9 
0fb25bb 0fa915b 0fc6536 0fba50e 0fb52e2 
0fa8cde 0f9f84c 0fbcd42 0fb0c63 0fab943 
0fb1629 0fa8590 0fc54a4 0fb982e 0fb48cf 
0fad21e 0fa3b6c 0fc12c0 0fb4fed 0fafb7f 
0fab864 0fa27c7 0fbf779 0fb3a9b 0faeaaf 
0fb273c 0fa92f6 0fc66c4 0fba698 0fb546e 
0fa8e3f 0f9f9c1 0fbcea3 0fb0dc1 0faba9e 
0fb1610 0fa8595 0fc548b 0fb9825 0fb48ce 
0fad333 0fa3c91 0fc13c5 0fb5108 0fafc99 
0fab7f6 0fa276a 0fbf6fa 0fb3a23 0faea49 
0fb27b3 0fa937a 0fc6719 0fba704 0fb54ef 
0fa8de5 0f9f97e 0fbce3e 0fb0d5e 0faba46 
0fb15e8 0fa8587 0fc546e 0fb97f4 0fb48a9 
0fad415 0fa3d95 0fc14a7 0fb51de 0fafd85 
0fab80d 0fa2797 0fbf719 0fb3a2d 0faea64 
0fb2807 0fa93e0 0fc676e 0fba748 0fb554c 
0fa8f0e 0f9fa96 0fbcf68 0fb0e5a 0fabb5c 
0fb16c7 0fa8661 0fc5567 0fb98c9 0fb4992 
0fad606 0fa3f82 0fc16b0 0fb53c1 0faff7a 
0fab970 0fa28e7 0fbf892 0fb3b84 0faebc1 
0fb2a0f 0fa95f6 0fc69a0 0fba967 0fb5768 
0fa908a 0f9fc1b 0fbd0f6 0fb0fd9 0fabccf 
0fb178d 0fa8734 0fc561f 0fb9982 0fb4a5c 
0fad792 0fa410f 0fc183b 0fb5543 0fb0100 
0fab9a5 0fa292c 0fbf8d3 0fb3bb9 0faebe8 
0fb2b5f 0fa975e 0fc6af8 0fbaaa8 0fb58ad 
0fa91e0 0f9fd7e 0fbd253 0fb111f 0fabe23 
0fb19e7 0fa8993 0fc585f 0fb9bbc 0fb4ca9 
0fada38 0fa43ba 0fc1ad1 0fb57dc 0fb03ab 
0fabb6c 0fa2af7 0fbfa99 0fb3d66 0faeda8 
0fb2d61 0fa9967 0fc6cf6 0fbac9c 0fb5ac4 
0fa93f6 0f9ff99 0fbd470 0fb1323 0fac032 
0fb1a1c 0fa89da 0fc58b5 0fb9bf2 0fb4ce8 
0fadd11 0fa469d 0fc1dbf 0fb5a9e 0fb067d 
0fabd6f 0fa2cff 0fbfca7 0fb3f5f 0faefac 
0fb30e6 0fa9cec 0fc7071 0fbb00c 0fb5e43 
0fa97f0 0fa037e 0fbd87f 0fb170b 0fac41a 
0fb1df2 0fa8dbc 0fc5cc6 0fb9fd7 0fb50ce 
0fae03f 0fa49de 0fc20f6 0fb5dd5 0fb09bb 
0fabff6 0fa2f7e 0fbff09 0fb41d1 0faf22b 
0fb34b3 0faa0c2 0fc7421 0fbb3d1 0fb621e 
0fa9b10 0fa06a6 0fbdb81 0fb1a23 0fac739 
0fb2046 0fa9015 0fc5edb 0fba222 0fb5322 
0fae381 0fa4d27 0fc2415 0fb6116 0fb0cf3 
0fac1f6 0fa31a3 0fc0116 0fb43e7 0faf42a 
0fb36ae 0faa2e8 0fc7625 0fbb5e6 0fb6422 
0fa9d43 0fa08f1 0fbddd1 0fb1c69 0fac960 
0fb21f2 0fa91e4 0fc60b0 0fba3d7 0fb54c0 
0fae5fd 0fa4fcb 0fc26fb 0fb63a2 0fb0f5d 
0fac2c8 0fa327d 0fc024a 0fb44ad 0faf4d0 
0fb3791 0faa3e2 0fc7750 0fbb6d6 0fb6500 
0fa9d93 0fa0941 0fbde4c 0fb1cac 0fac99c 
0fb2204 0fa91e7 0fc60dc 0fba3c8 0fb54ba 
0fae70d 0fa50b3 0fc2802 0fb647c 0fb1054 
0fac2c4 0fa3251 0fc0237 0fb4473 0faf4c7 
0fb3918 0faa549 0fc78a1 0fbb814 0fb667e 
0fa9e57 0fa09f6 0fbdedf 0fb1d2d 0faca50 
0fb219e 0fa91b1 0fc606f 0fba37a 0fb548f 
0fae75e 0fa5124 0fc2827 0fb64cc 0fb10bf 
0fac2d1 0fa328c 0fc024c 0fb4499 0faf4dd 
0fb39c5 0faa629 0fc7962 0fbb8d2 0fb6735 
0fa9eeb 0fa0aa7 0fbdf9b 0fb1ddf 0facadf 
0fb22a4 0fa92bc 0fc61ab 0fba47b 0fb557c 
0fae993 0fa534d 0fc2a5e 0fb66fb 0fb12e7 
0fac3ef 0fa3393 0fc0324 0fb45a6 0faf5f4 
0fb3a43 0faa690 0fc79ed 0fbb973 0fb67b9 
0faa077 0fa0c05 0fbe167 0fb1f91 0facc59 
0fb229c 0fa9287 0fc6164 0fba4a0 0fb5582 
0faeb37 0fa54d0 0fc2baa 0fb68e3 0fb14b5 
0fac4c1 0fa3422 0fc03c7 0fb46c6 0faf6d6 
0fb3ba6 0faa7bc 0fc7b1b 0fbbb1c 0fb693f 
0faa150 0fa0ca4 0fbe1ee 0fb20a3 0facd60 
0fb2415 0fa93b2 0fc6297 0fba63c 0fb5702 
0faed4d 0fa56aa 0fc2df6 0fb6b20 0fb16ba 
0fac67a 0fa35ab 0fc05b0 0fb489e 0faf881 
0fb3e66 0faaa60 0fc7dd0 0fbbe00 0fb6bfe 
0faa36f 0fa0ea6 0fbe3e8 0fb22ce 0facf58 
0fb24e3 0fa9484 0fc6366 0fba725 0fb57c7 
0faee8a 0fa57eb 0fc2f19 0fb6c73 0fb17ed 
0fac507 0fa343b 0fc042c 0fb4738 0faf6f8 
0fb3d89 0faa98c 0fc7cf4 0fbbd40 0fb6b24 
0faa2d3 0fa0e06 0fbe35f 0fb223e 0faceb0 
0fb241e 0fa93b4 0fc62a6 0fba660 0fb56f5 
0faee72 0fa57c6 0fc2efe 0fb6c55 0fb17ce 
0fac541 0fa346a 0fc0460 0fb4766 0faf71c 
0fb3e18 0faaa05 0fc7d7d 0fbbdce 0fb6baf 
0faa3a7 0fa0ebd 0fbe41f 0fb2326 0facf78 
0fb23c4 0fa933e 0fc6234 0fba621 0fb5695 
0faef42 0fa5883 0fc2fba 0fb6d45 0fb188e 
0fac43e 0fa3363 0fc0373 0fb469e 0faf616 
0fb3ebc 0faaac2 0fc7e2b 0fbbeab 0fb6c51 
0faa463 0fa0f8e 0fbe4e6 0fb23f4 0fad029 
0fb251a 0fa94bf 0fc63bb 0fba79d 0fb57fc 
0faf1ba 0fa5b01 0fc325d 0fb6fba 0fb1afc 
0fac76f 0fa3688 0fc069a 0fb499f 0faf92d 
0fb4248 0faae59 0fc81b3 0fbc1fe 0fb6fd0 
0faa7bc 0fa12e8 0fbe852 0fb272c 0fad36d 
0fb2709 0fa96b4 0fc659b 0fba96c 0fb59d8 
0faf2eb 0fa5c44 0fc338b 0fb70d4 0fb1c21 
0fac77d 0fa36a3 0fc06a4 0fb4996 0faf91e 
0fb41f3 0faae15 0fc8159 0fbc1bf 0fb6f8e 
0faa7b6 0fa12f1 0fbe82c 0fb2720 0fad353 
0fb264b 0fa9601 0fc64d4 0fba8a8 0fb5906 
0faf39a 0fa5d08 0fc3410 0fb7190 0fb1ce0 
0fac723 0fa3660 0fc062c 0fb4954 0faf8dd 
0fb422c 0faae55 0fc817f 0fbc1f2 0fb6fb6 
0faa7cb 0fa12f9 0fbe860 0fb2737 0fad358 
0fb2646 0fa95ff 0fc64c7 0fba8ab 0fb5909 
0faf4cd 0fa5e42 0fc3537 0fb72cd 0fb1e0e 
0fac74f 0fa3692 0fc0674 0fb499f 0faf90b 
0fb4324 0faaf7d 0fc82ae 0fbc310 0fb70c4 
0faa833 0fa1383 0fbe8cc 0fb27a5 0fad3c4 
0fb25b8 0fa9593 0fc643e 0fba82e 0fb588d 
0faf482 0fa5e0b 0fc350f 0fb7287 0fb1dc8 
0fac611 0fa3562 0fc056d 0fb4853 0faf7c0 
0fb4213 0faae78 0fc8199 0fbc1fe 0fb6fbd 
0faa717 0fa126a 0fbe7b8 0fb268c 0fad2b3 
0fb24cf 0fa94b6 0fc634f 0fba72f 0fb579c 
0faf38b 0fa5d24 0fc3417 0fb7191 0fb1cd5 
0fac4b5 0fa3408 0fc03f8 0fb46ee 0faf668 
0fb4068 0faacd2 0fc7fc3 0fbc042 0fb6e19 
0faa541 0fa108f 0fbe5a3 0fb2482 0fad0c7 
0fb228b 0fa9279 0fc60fd 0fba4d7 0fb5555 
0faf271 0fa5c19 0fc32f5 0fb705a 0fb1bac 
0fac246 0fa31ab 0fc0184 0fb445f 0faf3e0 
0fb3f45 0faabbd 0fc7ea2 0fbbf11 0fb6cf0 
0faa42c 0fa0f8e 0fbe4c1 0fb237a 0facfae 
0fb1fe8 0fa8ff3 0fc5ea3 0fba260 0fb52c7 
0faf12b 0fa5af7 0fc31ef 0fb6f39 0fb1a7f 
0fabff4 0fa2f67 0fbff4f 0fb4221 0faf19a 
0fb3d96 0faaa27 0fc7d19 0fbbd72 0fb6b4e 
0faa28f 0fa0e08 0fbe35b 0fb21ee 0face0f 
0fb1eca 0fa8ee4 0fc5d9f 0fba13a 0fb519e 
0faf17e 0fa5b4e 0fc3243 0fb6f71 0fb1ac0 
0fac024 0fa2fa2 0fbff79 0fb4224 0faf1a6 
0fb3e26 0faaac8 0fc7d91 0fbbdd7 0fb6bd3 
0faa438 0fa0fa8 0fbe4c9 0fb235d 0facf9c 
0fb2008 0fa9024 0fc5e98 0fba23b 0fb52c5 
0faf190 0fa5b67 0fc323f 0fb6f6d 0fb1acf 
0fac09f 0fa302c 0fc000d 0fb42af 0faf222 
0fb3eed 0faaba9 0fc7e79 0fbbebb 0fb6caa 
0faa482 0fa1007 0fbe527 0fb23b3 0facfe9 
0fb1fc5 0fa9002 0fc5e71 0fba213 0fb529e 
0faf31d 0fa5d05 0fc33d2 0fb70fe 0fb1c64 
0fac1c9 0fa3158 0fc0131 0fb43cc 0faf353 
0fb406f 0faad28 0fc7fef 0fbc029 0fb6e2e 
0faa629 0fa11a3 0fbe6e6 0fb255c 0fad195 
0fb21bf 0fa91e6 0fc608d 0fba408 0fb5498 
0faf573 0fa5f3d 0fc3631 0fb733e 0fb1eb3 
0fac334 0fa32a6 0fc0286 0fb4505 0faf4a4 
0fb418f 0faae4a 0fc8113 0fbc133 0fb6f4c 
0faa7bc 0fa1341 0fbe87d 0fb26c9 0fad30e 
0fabddf 0fa2d94 0fbfde1 0fb4034 0faed36 
0fb5172 0fac060 0fc90f0 0fbd2ed 0fb800f 
0fac0de 0fa2cbe 0fc0210 0fb4087 0faea82 
0fb17f0 0fa8982 0fc56dc 0fb9b5e 0fb4a49 
0fb1aea 0fa8662 0fc5bd1 0fb9a33 0fb443a 
0fabd2c 0fa2ce7 0fbfd1f 0fb3fa0 0faec8a 
0fb5149 0fac039 0fc90a2 0fbd2f9 0fb800d 
0fac069 0fa2c32 0fc017a 0fb4057 0faea19 
0fb16d9 0fa8830 0fc557d 0fb9a92 0fb4937 
0fb1a0a 0fa8535 0fc5ab3 0fb9991 0fb4365 
0fabb4b 0fa2aaf 0fbfb1f 0fb3dfc 0faeaa7 
0fb4e77 0fabd0a 0fc8dbc 0fbd062 0fb7d27 
0fabdad 0fa2934 0fbfed6 0fb3de7 0fae762 
0fb12d1 0fa83e9 0fc5191 0fb96c3 0fb452e 
0fb17c0 0fa82bb 0fc587c 0fb9778 0fb4108 
0fab83e 0fa277d 0fbf81d 0fb3b1e 0fae78a 
0fb4d0d 0fabb9a 0fc8c46 0fbcf1c 0fb7bc4 
0fabbfc 0fa276f 0fbfd1f 0fb3c35 0fae594 
0fb1110 0fa822a 0fc4fee 0fb950d 0fb435f 
0fb173a 0fa8232 0fc57ec 0fb96e6 0fb4076 
0fab672 0fa2591 0fbf63e 0fb3933 0fae595 
0fb4b4b 0fab9b6 0fc8a78 0fbcd50 0fb79ed 
0faba8d 0fa25d7 0fbfba8 0fb3ac8 0fae415 
0fb0f24 0fa8027 0fc4dfb 0fb932b 0fb416a 
0fb1508 0fa7ff3 0fc55c8 0fb94e5 0fb3e54 
0fab549 0fa2472 0fbf531 0fb3846 0fae48e 
0fb4a18 0fab89c 0fc8940 0fbcc49 0fb78e0 
0fabac5 0fa2611 0fbfbc1 0fb3b0a 0fae44c 
0fb0f0a 0fa8028 0fc4dc0 0fb9340 0fb416d 
0fb162e 0fa813e 0fc56c7 0fb9614 0fb3f86 
0fab5ba 0fa24f0 0fbf594 0fb38b2 0fae4ea 
0fb4b0b 0fab990 0fc8a34 0fbcd36 0fb79c1 
0fabc2d 0fa2780 0fbfd5b 0fb3c81 0fae5b4 
0fb0de2 0fa7ef7 0fc4ccc 0fb9205 0fb403e 
0fb15ec 0fa80e8 0fc56c8 0fb95d6 0fb3f41 
0fab3fb 0fa232c 0fbf415 0fb36f1 0fae329 
0fb4860 0fab6fb 0fc87be 0fbca98 0fb772c 
0fab860 0fa23b9 0fbf996 0fb38a2 0fae1dd 
0fb0a88 0fa7b9f 0fc496e 0fb8ea1 0fb3ce0 
0fb1396 0fa7e9f 0fc545e 0fb9385 0fb3cf5 
0fab116 0fa2041 0fbf0f3 0fb33fd 0fae03a 
0fb4689 0fab521 0fc85c2 0fbc8ba 0fb7551 
0fab8b8 0fa2416 0fbf9d6 0fb38ee 0fae22b 
0fb0b41 0fa7c62 0fc4a2a 0fb8f53 0fb3d8e 
0fb1472 0fa7f81 0fc553d 0fb944b 0fb3dc4 
0fab358 0fa2286 0fbf358 0fb363c 0fae26f 
0fb48a8 0fab760 0fc8802 0fbcaeb 0fb7779 
0fab9d9 0fa254d 0fbfb21 0fb3a29 0fae35a 
0fb0bfa 0fa7d32 0fc4af3 0fb9019 0fb3e52 
0fb15d2 0fa80f4 0fc5695 0fb95aa 0fb3f2b 
0fab26d 0fa21a1 0fbf26d 0fb354b 0fae191 
0fb4787 0fab63c 0fc86fe 0fbc9cd 0fb7672 
0fab8be 0fa242b 0fbfa06 0fb38f8 0fae231 
0fb0a22 0fa7b4a 0fc48f8 0fb8e13 0fb3c65 
0fb12d3 0fa7df9 0fc538d 0fb928c 0fb3c12 
0faaecb 0fa1e11 0fbeee2 0fb3195 0faddcc 
0fb446f 0fab346 0fc83db 0fbc69f 0fb7340 
0fab5ee 0fa216d 0fbf739 0fb3618 0fadf5c 
0fb0671 0fa77c6 0fc4573 0fb8a6e 0fb38bc 
0fb1146 0fa7c97 0fc522a 0fb9109 0fb3a9f 
0faad58 0fa1cbd 0fbed7a 0fb3015 0fadc6d 
0fb4315 0fab206 0fc8287 0fbc528 0fb71f5 
0fab593 0fa2119 0fbf6e2 0fb35a4 0fadf01 
0fb0568 0fa76b8 0fc4464 0fb893b 0fb37a3 
0fb10cd 0fa7c1e 0fc51b3 0fb907f 0fb3a28 
0faad6a 0fa1ccd 0fbeda7 0fb302b 0fadc7a 
0fb437d 0fab274 0fc830e 0fbc5ae 0fb7268 
0fab5bd 0fa2154 0fbf72b 0fb35df 0fadf2c 
0fb05ce 0fa7735 0fc44e2 0fb89bc 0fb3817 
0fb1276 0fa7dd9 0fc536e 0fb9234 0fb3bda 
0faaee1 0fa1e50 0fbef20 0fb3199 0fadde8 
0fb4509 0fab418 0fc8494 0fbc72a 0fb73f1 
0fab86f 0fa240e 0fbf9d1 0fb3870 0fae1c3 
0fb084e 0fa79b3 0fc4752 0fb8c08 0fb3a78 
0fb169d 0fa81fa 0fc5790 0fb962a 0fb3fe6 
0fab190 0fa20f1 0fbf1e1 0fb341f 0fae071 
0fb4843 0fab74d 0fc87e8 0fbca59 0fb772c 
0fabbf1 0fa2789 0fbfd69 0fb3bdc 0fae545 
0fb0aac 0fa7c11 0fc49c9 0fb8e6a 0fb3cdf 
0fb1938 0fa84aa 0fc5a34 0fb98db 0fb4298 
0fab39b 0fa230f 0fbf3e6 0fb362b 0fae28b 
0fb4a46 0fab977 0fc89cb 0fbcc58 0fb793e 
0fabdf2 0fa29b6 0fbff57 0fb3df2 0fae74d 
0fb0c19 0fa7db3 0fc4b18 0fb8fea 0fb3e4c 
0fb19fb 0fa859e 0fc5af7 0fb99a4 0fb433f 
0fab3b9 0fa234c 0fbf400 0fb364a 0fae27b 
0fb4a6e 0fab9b4 0fc89f5 0fbcc72 0fb792c 
0fabe1d 0fa29f1 0fbffa9 0fb3e02 0fae73a 
0fb0add 0fa7c7c 0fc4a2e 0fb8e97 0fb3cdb 
0fb194c 0fa84df 0fc5a7b 0fb98cb 0fb4267 
0fab2cd 0fa224b 0fbf343 0fb3521 0fae165 
0fb4a69 0fab9a6 0fc8a25 0fbcc37 0fb7913 
0fabe8e 0fa2a4d 0fc003a 0fb3e37 0fae79d 
0fb0a9f 0fa7c22 0fc49e8 0fb8e09 0fb3c95 
0fb1ab8 0fa8631 0fc5bb6 0fb99e2 0fb43cd 
0fab3bc 0fa231e 0fbf400 0fb35c1 0fae248 
0fb4a70 0fab998 0fc89fa 0fbcc07 0fb7929 
0fabee0 0fa2a7c 0fc0039 0fb3e4a 0fae7e2 
0fb0a90 0fa7c17 0fc4991 0fb8dd0 0fb3c7b 
0fb1afa 0fa8682 0fc5bdd 0fb9a23 0fb4417 
0fab2e5 0fa2260 0fbf32d 0fb3509 0fae17c 
