0fac25f 0fa3030 0fba515 0fb6d68 0fb1a4b 
0fad962 0fa4891 0fbba31 0fb84b1 0fb2ec0 
0fafa8b 0fa6a7a 0fbdbea 0fbada1 0fb51fa 
0faa706 0fa1693 0fb8826 0fb548f 0fafd43 
0fafafc 0fa6a39 0fbdb4d 0fba07e 0fb5192 
0fab61c 0fa25da 0fb973c 0fb6aff 0fb0d9a 
0fabffb 0fa2f08 0fba199 0fb6b81 0fb1534 
0fade86 0fa4e01 0fbc07e 0fb90d3 0fb363c 
0fa86d7 0f9f5bc 0fb6966 0fb3506 0fade3f 
0fad57a 0fa4409 0fbb846 0fb83c4 0fb2baa 
0fa8cc8 0f9fbe9 0fb71d3 0fb4a3c 0fae3f2 
0fa9516 0fa03b0 0fb7926 0fb49bd 0faea29 
0fab509 0fa244e 0fb983e 0fb74e8 0fb0c88 
0fa5ec5 0f9cdd5 0fb4167 0fb1daf 0fab5de 
0fab0a4 0fa1fa6 0fb922b 0fb68c9 0fb076b 
0fa6b3c 0f9da82 0fb4cff 0fb2cda 0fac387 
0fa7410 0f9e27f 0fb5545 0fb2958 0fac9c6 
0fa91d5 0fa0110 0fb72d9 0fb4e41 0fae932 
0fa397e 0f9a86e 0fb1a41 0faf22c 0fa8faa 
0fa8a84 0f9f936 0fb6a61 0fb3d0c 0fae02d 
0fa4305 0f9b25a 0fb22de 0faff6b 0fa9a47 
0fa49fb 0f9b870 0fb28ce 0fafaaa 0fa9f24 
0fa6833 0f9d724 0fb4661 0fb21a1 0fabf68 
0fa1213 0f980ad 0faf037 0fac92a 0fa6843 
0fa64f6 0f9d37f 0fb43e5 0fb17ad 0faba9c 
0fa24d4 0f993f4 0fb04b3 0fae10f 0fa7bf2 
0fa3478 0f9a302 0fb13fa 0fae415 0fa8966 
0fa5ceb 0f9cc27 0fb3d07 0fb148d 0fab3d0 
0fa0fab 0f97eaf 0faefce 0fac486 0fa6595 
0fa68ef 0f9d7c9 0fb489c 0fb18e3 0fabe93 
0fa2a8e 0f999b7 0fb0a9c 0fae409 0fa81c1 
0fa3af1 0f9a94d 0fb1a63 0fae8a1 0fa8feb 
0fa63ca 0f9d29f 0fb436f 0fb19da 0fabaa4 
0fa1800 0f98671 0faf75d 0facb9c 0fa6dc9 
0fa724e 0f9e08b 0fb5127 0fb2138 0fac7c3 
0fa3732 0f9a5e2 0fb1677 0faef7e 0fa8e38 
0fa4a72 0f9b872 0fb2946 0faf728 0fa9f37 
0fa74dc 0f9e37c 0fb5446 0fb2a1e 0facb80 
0fa29f4 0f9987f 0fb09ab 0fadca9 0fa7fac 
0fa85a8 0f9f444 0fb653c 0fb339d 0fadafc 
0fa4bc0 0f9baf0 0fb2bf4 0fb0376 0faa2b1 
0fa5ff7 0f9ce73 0fb3fa7 0fb0bd2 0fab4ad 
0fa8cc2 0f9fbde 0fb6cdb 0fb418b 0fae375 
0fa442f 0f9b314 0fb2471 0faf600 0fa9a12 
0faa2c3 0fa117d 0fb82e0 0fb4f9e 0faf852 
0fa6abc 0f9da14 0fb4bb2 0fb21ad 0fac21e 
0fa8061 0f9ef37 0fb6101 0fb2b7b 0fad597 
0faafa4 0fa1f33 0fb90a7 0fb6331 0fb06d4 
0fa6820 0f9d787 0fb493c 0fb18f0 0fabe48 
0fac75b 0fa36b2 0fba824 0fb7337 0fb1ce7 
0fa8fdd 0f9ffba 0fb7150 0fb4595 0fae6ed 
0faa3e4 0fa130f 0fb849e 0fb4df2 0faf8bc 
0fad1b4 0fa416e 0fbb29a 0fb858d 0fb285c 
0fa8692 0f9f5fc 0fb6750 0fb3824 0fadc61 
0fae23a 0fa5174 0fbc291 0fb8e7b 0fb378b 
0faa6bc 0fa167c 0fb880e 0fb5bfd 0fafdf6 
0fab5f9 0fa250e 0fb975f 0fb5d91 0fb0b58 
0fae071 0fa504b 0fbc2b6 0fb8f17 0fb38c4 
0fa92b3 0fa025e 0fb753a 0fb405e 0fae9ea 
0faeb4c 0fa5ae5 0fbcdde 0fb9365 0fb41ef 
0faaf6f 0fa1f92 0fb92ea 0fb6269 0fb06f7 
0fabe05 0fa2d59 0fba0f7 0fb65ca 0fb12e6 
0fae7ca 0fa57a7 0fbcaed 0fb9a89 0fb3e39 
0fa989b 0fa07ee 0fb7b5c 0fb4ca3 0faedae 
0faf2b3 0fa61fd 0fbd488 0fba756 0fb46a4 
0fab841 0fa2839 0fb9ada 0fb78d9 0fb0dc3 
0fac756 0fa36e0 0fba9f5 0fb7cef 0fb1adc 
0faf2ee 0fa62f9 0fbd654 0fbb255 0fb487f 
0faa2d7 0fa12dd 0fb85fb 0fb5c91 0faf814 
0fafa70 0fa6a5f 0fbdc45 0fbab9d 0fb5049 
0fabfd3 0fa301b 0fba166 0fb7b3f 0fb1706 
0face2d 0fa3d8d 0fbaf76 0fb7f7a 0fb22de 
0fafdcc 0fa6d9e 0fbdf5b 0fbb6f4 0fb5432 
0fab0e7 0fa2078 0fb9278 0fb66f9 0fb05e9 
0fb0bbc 0fa7b37 0fbecdb 0fbba81 0fb6019 
0fad41c 0fa4447 0fbb5b6 0fb8c67 0fb2a66 
0fae2c5 0fa5251 0fbc3b6 0fb8ee3 0fb36f6 
0fb139b 0fa8381 0fbf4b0 0fbc8a9 0fb69d1 
0fac4ea 0fa34a2 0fba614 0fb7890 0fb1a9f 
0fb1ea4 0fa8e4b 0fbffb0 0fbce1b 0fb73bb 
0fae4c9 0fa54f2 0fbc684 0fb9f18 0fb3bdc 
0faed79 0fa5d17 0fbcf10 0fb9d9f 0fb4246 
0fb173d 0fa876a 0fbf929 0fbd079 0fb6e13 
0fac34c 0fa3333 0fba54c 0fb7a92 0fb1995 
0fb174b 0fa871c 0fbf897 0fbc8fe 0fb6cff 
0fadbff 0fa4c39 0fbbd95 0fb9802 0fb3396 
0fae6a4 0fa5624 0fbc7b8 0fb9700 0fb3c39 
0fb14f9 0fa850c 0fbf610 0fbcd52 0fb6c5c 
0fac895 0fa383b 0fba971 0fb7eab 0fb1f0f 
0fb236f 0fa92e8 0fc03cb 0fbd416 0fb794b 
0faef19 0fa5f32 0fbd01e 0fbaa84 0fb46c7 
0fafd0b 0fa6c66 0fbddb8 0fbad64 0fb5289 
0fb2f40 0fa9f29 0fc105d 0fbe7ab 0fb8698 
0fae5db 0fa556e 0fbc734 0fb9cec 0fb3c88 
0fb41f9 0fab162 0fc22d3 0fbf340 0fb9871 
0fb0f77 0fa7f49 0fbf0ce 0fbca75 0fb6791 
0fb1d25 0fa8c4e 0fbfe28 0fbcc7d 0fb732e 
0fb4ebf 0fabe46 0fc2fd3 0fc0517 0fba6c5 
0fb0538 0fa74b9 0fbe63c 0fbb8fe 0fb5c09 
0fb60ff 0fad02f 0fc4182 0fc0eae 0fbb773 
0fb2d5f 0fa9d11 0fc0e34 0fbe3db 0fb8649 
0fb3802 0faa72c 0fc1858 0fbe356 0fb8dda 
0fb68a3 0fad838 0fc48ca 0fc1b8a 0fbbfe4 
0fb1b9d 0fa8aa7 0fbfba2 0fbccce 0fb719f 
0fb729d 0fae160 0fc5220 0fc1f1f 0fbc80e 
0fb3a2d 0faa96e 0fc1a12 0fbf088 0fb91bf 
0fb40a8 0faaf43 0fc1ffc 0fbeb02 0fb9672 
0fb6b0c 0fada3f 0fc4aa2 0fc1efd 0fbc329 
0fb1621 0fa8514 0fbf5ff 0fbc902 0fb6da4 
0fb6781 0fad63c 0fc4740 0fc1471 0fbbe35 
0fb29b9 0fa98f0 0fc0a52 0fbe19d 0fb8204 
0fb2d88 0fa9c19 0fc0de6 0fbd9a0 0fb83d5 
0fb5763 0fac6a1 0fc3822 0fc0ccf 0fbaf96 
0fb035f 0fa72a0 0fbe467 0fbb7e6 0fb5aca 
0fb579a 0fac6a1 0fc3829 0fc06b3 0fbae0e 
0fb1cf1 0fa8c4d 0fbfd9c 0fbd58f 0fb74d7 
0fb22a2 0fa913a 0fc02b4 0fbcf20 0fb7849 
0fb4e57 0fabd8c 0fc2ecc 0fc030b 0fba5e5 
0fafb03 0fa6a0c 0fbdbbe 0fbaf1f 0fb51d0 
0fb4f52 0fabe64 0fc2fe9 0fbfe5b 0fba571 
0fb1422 0fa83e3 0fbf56c 0fbcd66 0fb6be9 
0fb1a6b 0fa893f 0fbfb21 0fbc792 0fb6fdc 
0fb4697 0fab60d 0fc273d 0fbfba0 0fb9df8 
0faf2b4 0fa61e6 0fbd34f 0fba60f 0fb493f 
0fb4885 0fab7d3 0fc28c9 0fbf604 0fb9e73 
0fb0ca1 0fa7c9e 0fbed9d 0fbc3b5 0fb6456 
0fb113b 0fa8088 0fbf1d0 0fbbc1a 0fb6682 
0fb3c27 0faac04 0fc1d4a 0fbed3e 0fb931f 
0fae5d2 0fa556d 0fbc745 0fb93f1 0fb3c1a 
0fb36fe 0faa65a 0fc175e 0fbe626 0fb8c66 
0faf91f 0fa68d1 0fbdaa6 0fbb24e 0fb4fff 
0fafd8b 0fa6c97 0fbded3 0fbabec 0fb51eb 
0fb290c 0fa98d0 0fc0ad3 0fbde33 0fb7f83 
0fad455 0fa43e8 0fbb59e 0fb8839 0fb2a16 
0fb26a0 0fa95f6 0fc0791 0fbcfe9 0fb7c0f 
0fae7f1 0fa57b4 0fbcabc 0fb96d8 0fb3f28 
0fae893 0fa5732 0fbcb8e 0fb8aab 0fb3db4 
0fb0d0f 0fa7cc1 0fbefff 0fbc367 0fb6384 
0fab1bf 0fa211b 0fb93df 0fb7453 0fb0741 
0faff2d 0fa6e72 0fbdff9 0fbcb8f 0fb5449 
0fabfbc 0fa2f91 0fba108 0fb8eb1 0fb17c2 
0fac19d 0fa30c9 0fba2a9 0fb77eb 0fb179c 
0fae801 0fa578f 0fbc944 0fba73d 0fb403f 
0fa8dbc 0f9fcf7 0fb6f51 0fb4888 0fae46e 
0fadd50 0fa4c77 0fbbe29 0fb8fc8 0fb3321 
0fa9d3a 0fa0d39 0fb7eca 0fb5810 0faf555 
0fa9c8f 0fa0c55 0fb7d0b 0fb4ba8 0faf1bf 
0fac003 0fa302a 0fba03f 0fb775e 0fb1714 
0fa63cb 0f9d3a3 0fb4336 0fb19d8 0fab9c7 
0fab1cb 0fa21ab 0fb914b 0fb63a0 0fb06a2 
0fa7273 0f9e30b 0fb532b 0fb2e67 0fac8ff 
0fa73d2 0f9e3c5 0fb5404 0fb22ef 0fac7b4 
0fa9e0f 0fa0e3b 0fb7ea7 0fb5368 0faf43f 
0fa494e 0f9b93d 0fb2a1f 0fafc74 0fa9edd 
0fa9d88 0fa0d88 0fb7e44 0fb4b2e 0faf2d6 
0fa6509 0f9d5aa 0fb4660 0fb1dc1 0fabc2e 
0fa6ceb 0f9dd1e 0fb4de8 0fb19a1 0fac1f2 
0fa9d98 0fa0df2 0fb7ef2 0fb539d 0faf477 
0fa4ce5 0f9bcfe 0fb2e61 0fb01d0 0faa331 
0faa4b2 0fa1469 0fb855f 0fb53c9 0faf9e0 
0fa6d55 0f9dd89 0fb4ea6 0fb26cc 0fac4b6 
0fa758f 0f9e4f7 0fb5658 0fb238f 0faca44 
0faa647 0fa1648 0fb8761 0fb5c16 0fafcee 
0fa553b 0f9c506 0fb363c 0fb0a7e 0faab77 
0faad83 0fa1cfc 0fb8de7 0fb5cae 0fb02ef 
0fa760b 0f9e610 0fb5730 0fb2f03 0facd8e 
0fa7d98 0f9ecb4 0fb5df7 0fb2b84 0fad277 
0fab1df 0fa2182 0fb9284 0fb679e 0fb0888 
0fa5b3f 0f9caa6 0fb3bdb 0fb1058 0fab14f 
0fab3c4 0fa22d0 0fb93ca 0fb61fd 0fb08cd 
0fa8954 0f9f8dc 0fb69c1 0fb431f 0fae06a 
0fa8399 0f9f25a 0fb636a 0fb31c0 0fad86c 
0fac1ea 0fa3128 0fba1e4 0fb7673 0fb1846 
0fa6f59 0f9de94 0fb4f81 0fb247a 0fac5a0 
0fac377 0fa3258 0fba315 0fb7123 0fb187a 
0fa9d64 0fa0cf0 0fb7d71 0fb5649 0faf48d 
0fa9951 0fa0822 0fb78a3 0fb468f 0faee56 
0fad967 0fa48ab 0fbb8bb 0fb8cee 0fb300b 
0fa8948 0f9f867 0fb68c7 0fb3c15 0fadf6d 
0fae75d 0fa5644 0fbc667 0fb931b 0fb3cd6 
0fab8a6 0fa2834 0fb9862 0fb6f55 0fb0fdc 
0fac54f 0fa3444 0fba4b6 0fb7048 0fb1a5f 
0fafdea 0fa6d8c 0fbddab 0fbb17c 0fb54e5 
0fab29f 0fa220d 0fb92c3 0fb65fc 0fb08ce 
0fb0f5a 0fa7e99 0fbef43 0fbbc11 0fb64d6 
0fadedd 0fa4ec0 0fbbf82 0fb980c 0fb3600 
0fae911 0fa584e 0fbc948 0fb96eb 0fb3e09 
0fb1edb 0fa8e9e 0fbff44 0fbd4a3 0fb7575 
0fad101 0fa409c 0fbb218 0fb8490 0fb26f4 
0fb2a37 0fa99a2 0fc0b1c 0fbd672 0fb7f95 
0faf6dd 0fa66e0 0fbd817 0fbad4e 0fb4e32 
0fafc60 0fa6baf 0fbdd02 0fba785 0fb510a 
0fb2fae 0fa9f8e 0fc10f2 0fbe2a2 0fb862e 
0fadf2c 0fa4eac 0fbc0e0 0fb9102 0fb3502 
0fb370a 0faa658 0fc18b8 0fbe382 0fb8c59 
0fb0399 0fa73c2 0fbe624 0fbbb92 0fb5b28 
0fb086c 0fa77d2 0fbea35 0fbb536 0fb5da1 
0fb3b23 0faab29 0fc1c4e 0fbf09a 0fb9206 
0fae841 0fa581b 0fbc9a4 0fb9b75 0fb3e93 
0fb3cb7 0faac65 0fc1dc4 0fbe646 0fb9327 
0fb0524 0fa7567 0fbe719 0fbbbb1 0fb5ccb 
0faf7cb 0fa6784 0fbd9ff 0fba4e8 0fb4cfa 
0fb3453 0faa498 0fc1751 0fbe77a 0fb8ac4 
0fad7b1 0fa4828 0fbbbeb 0fb8d46 0fb2e27 
0fb2282 0fa92c6 0fc072e 0fbd245 0fb778f 
0faf43a 0fa6508 0fbd940 0fbaf27 0fb4ad6 
0fadf53 0fa4f24 0fbc362 0fb9528 0fb32a9 
0fb1831 0fa8840 0fbfb9b 0fbcecd 0fb6d37 
0fab7bd 0fa27d8 0fb9abb 0fb7022 0fb0c34 
0faff76 0fa6f76 0fbe1dc 0fbb2fb 0fb5225 
0fad140 0fa41aa 0fbb3c7 0fb9244 0fb266a 
0fabd25 0fa2d0e 0fb9e8f 0fb706d 0fb105e 
0fafad7 0fa6b58 0fbdad2 0fbafad 0fb4fb1 
0faa10d 0fa11cb 0fb8021 0fb57f4 0faf588 
0faf1b2 0fa6249 0fbd21b 0fba21c 0fb4548 
0faccd5 0fa3db1 0fbaddf 0fb8a94 0fb2254 
0fac077 0fa3039 0fba0eb 0fb7248 0fb13bc 
0fb06f1 0fa76fc 0fbe741 0fbbdeb 0fb5bca 
0fab3c4 0fa23ae 0fb9422 0fb6bf6 0fb08c3 
0fb07c0 0fa7752 0fbe74e 0fbb88e 0fb5be0 
0fae42e 0fa544e 0fbc41d 0fba119 0fb3a6b 
0fad705 0fa4668 0fbb693 0fb88ba 0fb2b8f 
0fb1887 0fa887f 0fbf881 0fbd0eb 0fb6eb7 
0fac511 0fa34c4 0fba52c 0fb7c86 0fb1a7b 
0fb1ca1 0fa8bff 0fbfc1d 0fbcc50 0fb716a 
0faf06b 0fa609a 0fbd022 0fbaaa1 0fb4785 
0faf3c9 0fa6333 0fbd2e5 0fba1e4 0fb488f 
0fb30c3 0faa0af 0fc0ff2 0fbe57d 0fb872e 
0fae433 0fa5361 0fbc310 0fb97fd 0fb39a9 
0fb3c5b 0faab8b 0fc1b75 0fbe805 0fb9258 
0fb11a9 0fa7fe2 0fbf193 0fbc86c 0fb6936 
0fb1480 0fa8310 0fbf49f 0fbbfaf 0fb6a0c 
0fb50f0 0fac041 0fc3188 0fc03aa 0fba7c4 
0fb0210 0fa7119 0fbe3a8 0fbb6a2 0fb58ab 
0fb5ab7 0fac958 0fc3c45 0fc0640 0fbb135 
0fb2fcc 0fa9eee 0fc1226 0fbea1f 0fb88df 
0fb31bb 0faa046 0fc1383 0fbe737 0fb88c6 
0fb6cc8 0fadbf9 0fc4e2d 0fc263e 0fbc54c 
0fb1ca0 0fa8bd3 0fbfe12 0fbd3f0 0fb74be 
0fb72fa 0fae258 0fc53e7 0fc21b3 0fbca16 
0fb4623 0fab614 0fc274a 0fbfe03 0fb9e7e 
0fb4752 0fab688 0fc2727 0fbf338 0fb9ca0 
0fb80f3 0faf09d 0fc6079 0fc33fc 0fbd780 
0fb2ff0 0fa9f4b 0fc0f81 0fbe2dd 0fb8607 
0fb8533 0faf423 0fc6448 0fc3122 0fbdade 
0fb565b 0fac58a 0fc35dc 0fc0d85 0fbae3e 
0fb51e0 0fac041 0fc3114 0fbfe05 0fba799 
0fb85b2 0faf499 0fc6548 0fc38c6 0fbdcec 
0fb2ec9 0fa9d6a 0fc0e9a 0fbe207 0fb85ad 
0fb7f28 0faedaf 0fc5ec1 0fc2be1 0fbd540 
0fb4c34 0fabb4b 0fc2c3f 0fc0337 0fba459 
0fb467b 0fab4ca 0fc260c 0fbf156 0fb9c7c 
0fb7a06 0fae8c4 0fc59b6 0fc2c38 0fbd1d2 
0fb2298 0fa9118 0fc028d 0fbd3a7 0fb79dd 
0fb7277 0fae119 0fc5238 0fc1c5f 0fbc89c 
0fb3f0f 0faadcd 0fc1f7f 0fbf420 0fb96f0 
0fb3a00 0faa7ed 0fc19e5 0fbe3b4 0fb8f42 
0fb6e88 0fadd60 0fc4edc 0fc2024 0fbc582 
0fb16b8 0fa8565 0fbf76a 0fbc826 0fb6cf6 
0fb689a 0fad77b 0fc4920 0fc14f4 0fbbe1c 
0fb35ad 0faa4ff 0fc1702 0fbee7a 0fb8d76 
0fb31a8 0faa14d 0fc1289 0fbde83 0fb86b9 
0fb6865 0fad8ab 0fc4956 0fc1a86 0fbbe7e 
0fb11ca 0fa813a 0fbf286 0fbc2bd 0fb6743 
0fb661a 0fad52e 0fc464d 0fc0f22 0fbbb14 
0fb362c 0faa62b 0fc16e4 0fbea5f 0fb8d01 
0fb326c 0faa1b4 0fc1272 0fbdbe7 0fb877d 
0fb6909 0fad81a 0fc48aa 0fc1ca7 0fbbfd8 
0fb1118 0fa7ff3 0fbf176 0fbc0e5 0fb67f6 
0fb62ed 0fad191 0fc42ea 0fc0b50 0fbb8c3 
0fb2eeb 0fa9e5f 0fc0f7a 0fbe43f 0fb8632 
0fb27aa 0fa9653 0fc07f2 0fbd244 0fb7c05 
0fb5cab 0facbd9 0fc3d84 0fc0f5d 0fbb2a0 
0fb025e 0fa71ad 0fbe358 0fbb5b6 0fb5787 
0fb537f 0fac2b4 0fc33fd 0fc003f 0fba771 
0fb2092 0fa9029 0fc01ac 0fbd9a5 0fb7740 
0fb15f8 0fa84e1 0fbf759 0fbc3d5 0fb6a49 
0fb46a7 0fab60f 0fc2887 0fbfbde 0fb9cc7 
0fae80b 0fa57b3 0fbc9af 0fba087 0fb3d68 
0fb32ca 0faa1b8 0fc137c 0fbe6e8 0fb874f 
0fafceb 0fa6c54 0fbde0f 0fbba96 0fb5363 
0faf307 0fa61f5 0fbd3a6 0fba17c 0fb47c8 
0fb28d1 0fa9844 0fc0934 0fbdf81 0fb7f59 
0face21 0fa3d77 0fbaebd 0fb8427 0fb2481 
0fb1bd4 0fa8b82 0fbfc06 0fbcb00 0fb70e6 
0fae66a 0fa5692 0fbc710 0fba34b 0fb3d35 
0fad5af 0fa4517 0fbb5cc 0fb9316 0fb2943 
0fb07dd 0fa77d0 0fbe7df 0fbca65 0fb5e19 
0faaad9 0fa1a97 0fb8acf 0fb6764 0fb00a3 
0faf5bd 0fa6563 0fbd4db 0fba600 0fb4a59 
0fac01e 0fa30ca 0fb9f0a 0fb7969 0fb166b 
0fab1f9 0fa2276 0fb911c 0fb603d 0fb0621 
0fae4d1 0fa5647 0fbc453 0fb991d 0fb39e3 
0fa891d 0f9f977 0fb6878 0fb3c1c 0fade50 
0fad807 0fa4800 0fbb73f 0fb830c 0fb2c45 
0faa9be 0fa1a2e 0fb89ea 0fb60a3 0fafffa 
0faa35b 0fa132e 0fb8346 0fb4ef1 0faf786 
0fadd40 0fa4d8e 0fbbd69 0fb907d 0fb3314 
0fa87d9 0f9f7f9 0fb6855 0fb3bd9 0fadd49 
0fada75 0fa4a36 0fbbab0 0fb875b 0fb2f13 
0faabd0 0fa1bfe 0fb8c31 0fb6435 0fb0240 
0faa40d 0fa136d 0fb83da 0fb515f 0faf833 
0fadd10 0fa4cfb 0fbbcec 0fb9177 0fb32f8 
0fa85cf 0f9f572 0fb65d9 0fb3a56 0fadb33 
0fad7d8 0fa473b 0fbb75b 0fb849d 0fb2c2b 
0faadba 0fa1d97 0fb8daa 0fb65d5 0fb03ff 
0faa7cd 0fa16ee 0fb8728 0fb5494 0fafc01 
0fae53b 0fa54d3 0fbc498 0fb989d 0fb3b34 
0fa91a9 0fa0127 0fb712d 0fb4573 0fae745 
0fb2c29 0fa9b81 0fc0af1 0fbd960 0fb81a0 
0fb2426 0fa9425 0fc0377 0fbdc9b 0fb7bc5 
0faf788 0fa66e4 0fbd677 0fba7e3 0fb4d51 
0fb4739 0fab6d5 0fc2609 0fbf91c 0fb9db3 
0faf249 0fa6212 0fbd17d 0fba97a 0fb4957 
0fb2b1a 0fa9a53 0fc09a8 0fbd7e5 0fb805d 
0fb2375 0fa934a 0fc0266 0fbdb39 0fb7ac4 
0faf62e 0fa6577 0fbd50f 0fba628 0fb4bb9 
0fb463d 0fab5c6 0fc2515 0fbf7ca 0fb9c88 
0faf261 0fa6215 0fbd19c 0fba968 0fb4949 
0fb29cb 0fa98f4 0fc087f 0fbd69a 0fb7f01 
0fb2291 0fa9257 0fc01b1 0fbda4c 0fb79da 
0faf555 0fa64a1 0fbd441 0fba540 0fb4ae1 
0fb45f0 0fab57c 0fc24c2 0fbf742 0fb9c28 
0faf187 0fa6140 0fbd0b9 0fba854 0fb4854 
0fb2978 0fa98a6 0fc0800 0fbd5ec 0fb7e92 
0fb23d1 0fa93aa 0fc02d2 0fbdb6c 0fb7b05 
0faf591 0fa64de 0fbd457 0fba56c 0fb4af7 
0fb46bf 0fab63e 0fc2566 0fbf7ed 0fb9cd2 
0faf384 0fa633f 0fbd2a6 0fbaa72 0fb4a48 
0fb2b51 0fa9a92 0fc0a08 0fbd809 0fb8072 
0fb258d 0fa9593 0fc04ce 0fbdd81 0fb7cdc 
0faf66a 0fa65ea 0fbd578 0fba6d4 0fb4c00 
0fb4769 0fab726 0fc262f 0fbf914 0fb9da1 
0faf39d 0fa6394 0fbd28d 0fbaaef 0fb4a7c 
0fb2967 0fa98f7 0fc0797 0fbd69d 0fb7e7e 
0fb23df 0fa9427 0fc027a 0fbdbf0 0fb7b13 
0faf373 0fa6335 0fbd1f4 0fba3f6 0fb48e0 
0fb4448 0fab452 0fc22b9 0fbf5d4 0fb9a6a 
0faeef6 0fa5f36 0fbcdec 0fba63b 0fb45e0 
0fb2595 0fa9550 0fc0418 0fbd20c 0fb7ac5 
0fb2132 0fa9187 0fc0021 0fbd8a0 0fb7844 
0faf1d4 0fa618f 0fbd083 0fba1fc 0fb46de 
0fb457c 0fab561 0fc23cf 0fbf6f9 0fb9b02 
0faf28e 0fa629d 0fbd103 0fbaa2c 0fb48a6 
0fb2a01 0fa9950 0fc07f1 0fbd6f5 0fb7e3e 
0fb2856 0fa97fb 0fc068d 0fbdfe8 0fb7e70 
0fafa16 0fa68f6 0fbd7cf 0fbaa0e 0fb4e47 
0fb4e70 0fabd61 0fc2bf2 0fbfee0 0fba324 
0fafc4d 0fa6b17 0fbda3c 0fbb28b 0fb5196 
0fb32d2 0faa0c8 0fc1023 0fbdf17 0fb8633 
0fb3268 0faa11e 0fc1068 0fbe8d5 0fb886c 
0fb013c 0fa6f80 0fbdf2d 0fbafdb 0fb55b5 
0fb5388 0fac235 0fc31b0 0fc037c 0fba8f3 
0fafdcf 0fa6d0d 0fbdca6 0fbb4bc 0fb5401 
0fb3033 0fa9ef6 0fc0ec7 0fbdf1f 0fb84c9 
0fb2a14 0fa9a78 0fc094f 0fbe525 0fb8163 
0faf4d5 0fa63dd 0fbd398 0fba445 0fb49e4 
0fb4409 0fab260 0fc22bc 0fbf422 0fb985b 
0fae82b 0fa56d7 0fbc7f8 0fb9dcf 0fb3dad 
0fb18b2 0fa8716 0fbf8a1 0fbbf00 0fb6cb5 
0fb108e 0fa7f67 0fbf0b9 0fbc1f6 0fb66e0 
0fad944 0fa46c2 0fbb934 0fb86a2 0fb2d9c 
0fb2662 0fa9583 0fc05c5 0fbd981 0fb7b88 
0facaf5 0fa3a56 0fbaabb 0fb823c 0fb2092 
0fafe13 0fa6cea 0fbde52 0fba73e 0fb5141 
0fafaf1 0fa6a49 0fbdc1c 0fbaf6a 0fb5015 
0fac96c 0fa37fe 0fba9e0 0fb7c57 0fb1cd9 
0fb1f01 0fa8de2 0fbfebd 0fbd7d8 0fb72b4 
0fac916 0fa3894 0fba916 0fb898d 0fb1ce7 
0faf813 0fa66bb 0fbd726 0fbb0cc 0fb4ad7 
0faee88 0fa5e18 0fbcdd8 0fbacac 0fb43f6 
0fab553 0fa248d 0fb93cc 0fb6aef 0fb0931 
0fb02ab 0fa721e 0fbe06d 0fbc103 0fb57bb 
0faa9cf 0fa19ca 0fb87e0 0fb6d75 0fb0065 
0fad9ef 0fa490f 0fbb80f 0fb8c04 0fb2e9e 
0fad1c9 0fa4185 0fbb009 0fb8f85 0fb2867 
0fa9906 0fa09be 0fb7754 0fb4cfa 0faed91 
0fae777 0fa57d8 0fbc51a 0fb9902 0fb3c86 
0fa8e05 0f9ff67 0fb6ac0 0fb4673 0fae4af 
0fabc77 0fa2e7e 0fb9883 0fb6cb1 0fb0fc2 
0fab596 0fa26d4 0fb9369 0fb6dce 0fb0b54 
0fa7d44 0f9ee40 0fb5b56 0fb2d9a 0fad171 
0facd1e 0fa3db2 0fbab4c 0fb7b06 0fb2261 
0fa766b 0f9e6ca 0fb5513 0fb2adb 0facc6e 
0faa66d 0fa1605 0fb84c7 0fb5088 0fafa68 
0faa280 0fa1247 0fb8176 0fb595e 0faf8c2 
0fa6cc5 0f9dc05 0fb4b99 0fb1cd4 0fac125 
0fabd9e 0fa2cfc 0fb9c42 0fb6f23 0fb1292 
0fa67cf 0f9d748 0fb46c6 0fb1fc8 0fabd71 
0fa994d 0fa07fe 0fb7760 0fb45f6 0faecf5 
0fa98fc 0fa0823 0fb76eb 0fb50b1 0faeea2 
0fa66d4 0f9d568 0fb445a 0fb1697 0fabaae 
0fabcab 0fa2b77 0fb9a02 0fb6d03 0fb10fb 
0fa6b8c 0f9daa5 0fb4962 0fb2245 0fac098 
0faa0d0 0fa0f74 0fb7e1c 0fb4c3f 0faf40f 
0faa400 0fa135a 0fb81b7 0fb5a11 0faf958 
0fa72f8 0f9e1f6 0fb508f 0fb21a3 0fac6a0 
0fac991 0fa38cc 0fba6f1 0fb7894 0fb1da0 
0fa79ce 0f9e95f 0fb579d 0fb2ef8 0face8c 
0fab024 0fa1f06 0fb8d58 0fb59b5 0fb02fc 
0fab45f 0fa23ff 0fb91f7 0fb68f3 0fb096f 
0fa82fe 0f9f201 0fb6039 0fb2fa8 0fad65f 
0fadaf6 0fa4a10 0fbb825 0fb87a8 0fb2ef3 
0fa8dfd 0f9fd75 0fb6bc0 0fb40b9 0fae2c8 
0fac568 0fa344a 0fba2dd 0fb6e03 0fb18bc 
0facca8 0fa3c48 0fbaa5f 0fb80e9 0fb222a 
0fa9db9 0fa0cdd 0fb7b5a 0fb4c81 0faf18f 
0faf833 0fa679f 0fbd606 0fba826 0fb4c8c 
0faac17 0fa1be4 0fb8b2a 0fb62ec 0fb0186 
