0fb6bd7 0faa5c8 0fc6333 0fbc96b 0fb74ef 
0fb29cb 0fa649e 0fc210e 0fb8695 0fb3139 
0fb7561 0fab12c 0fc6ce6 0fbd245 0fb7d68 
0fb287e 0fa633e 0fc2022 0fb85a4 0fb2f47 
0fb57e3 0fa9335 0fc4ec5 0fbb49f 0fb5fed 
0fb5842 0fa9364 0fc4fbf 0fbb580 0fb5f4c 
0fb28d3 0fa6363 0fc1fbc 0fb85e1 0fb3001 
0fb751b 0fab091 0fc6c35 0fbd249 0fb7ce3 
0fb2a57 0fa64c8 0fc21b8 0fb87e9 0fb30eb 
0fb5745 0fa925b 0fc4e27 0fbb481 0fb5f2b 
0fb587e 0fa9377 0fc500a 0fbb637 0fb5f75 
0fb285b 0fa62c0 0fc1f4d 0fb85c5 0fb2f6b 
0fb7523 0fab087 0fc6c55 0fbd29e 0fb7ceb 
0fb29e9 0fa6447 0fc2152 0fb87a3 0fb3074 
0fb567c 0fa9181 0fc4d3e 0fbb3c0 0fb5e54 
0fb58d1 0fa93c1 0fc5047 0fbb688 0fb5fca 
0fb277a 0fa61e9 0fc1e66 0fb84f5 0fb2ea0 
0fb7461 0faafc5 0fc6b89 0fbd1dc 0fb7c26 
0fb2abe 0fa651d 0fc2215 0fb8874 0fb3142 
0fb55a6 0fa90af 0fc4c74 0fbb2f5 0fb5d79 
0fb59a7 0fa94a1 0fc5123 0fbb76e 0fb609d 
0fb261a 0fa608d 0fc1d1b 0fb83b1 0fb2d3b 
0fb7406 0faaf68 0fc6b21 0fbd193 0fb7bbf 
0fb29ab 0fa63ff 0fc20f5 0fb8771 0fb3023 
0fb535b 0fa8e4d 0fc4a0f 0fbb0b4 0fb5b1c 
0fb5808 0fa92e6 0fc4f66 0fbb5cd 0fb5ef4 
0fb2434 0fa5e7d 0fc1b15 0fb81bd 0fb2b3d 
0fb720e 0faad46 0fc690d 0fbcf86 0fb79b6 
0fb281f 0fa6258 0fc1f63 0fb85d2 0fb2e7a 
0fb500c 0fa8af7 0fc46d4 0fbad67 0fb57c8 
0fb5693 0fa917c 0fc4e0d 0fbb45e 0fb5d81 
0fb2106 0fa5b67 0fc1829 0fb7e8e 0fb2806 
0fb6ed6 0faaa2b 0fc65fd 0fbcc48 0fb7690 
0fb2617 0fa6070 0fc1d80 0fb83cb 0fb2c96 
0fb4e28 0fa8928 0fc4505 0fbab72 0fb55ff 
0fb55ee 0fa90e4 0fc4d64 0fbb394 0fb5ce8 
0fb1f83 0fa59e3 0fc1693 0fb7d03 0fb2689 
0fb6e15 0faa968 0fc654a 0fbcb92 0fb75db 
0fb2542 0fa5f94 0fc1cce 0fb8310 0fb2bc9 
0fb4c05 0fa86fe 0fc42f4 0fba957 0fb53cf 
0fb54e1 0fa8fda 0fc4c8b 0fbb2ad 0fb5bd9 
0fb1df1 0fa5850 0fc1515 0fb7b7a 0fb24f5 
0fb6cb8 0faa813 0fc63ef 0fbca31 0fb747a 
0fb252f 0fa5f89 0fc1cb9 0fb82ef 0fb2baf 
0fb4a47 0fa8542 0fc4139 0fba793 0fb520e 
0fb553d 0fa9033 0fc4cc1 0fbb2e6 0fb5c2f 
0fb1e97 0fa58f6 0fc15a1 0fb7c09 0fb2590 
0fb6d8c 0faa8e7 0fc64a7 0fbcae3 0fb754a 
0fb2724 0fa619e 0fc1eb5 0fb84de 0fb2dad 
0fb4ba6 0fa86b0 0fc427e 0fba8e1 0fb536c 
0fb5869 0fa9378 0fc4fe6 0fbb60f 0fb5f6a 
0fb1f9f 0fa5a14 0fc16a5 0fb7d02 0fb2699 
0fb6f47 0faaabb 0fc6674 0fbccaa 0fb7718 
0fb2993 0fa641b 0fc2136 0fb8755 0fb3029 
0fb4caf 0fa87c2 0fc4399 0fba9de 0fb547d 
0fb59b2 0fa94cf 0fc514b 0fbb750 0fb60ca 
0fb2075 0fa5aef 0fc17a2 0fb7dd8 0fb277d 
0fb6fbc 0faab33 0fc6705 0fbcd11 0fb779c 
0fb297b 0fa63fa 0fc2118 0fb871a 0fb3013 
0fb4b7c 0fa868d 0fc4266 0fba8a3 0fb535b 
0fb59fc 0fa9534 0fc51be 0fbb7a3 0fb6128 
0fb1f8b 0fa5a1b 0fc16dd 0fb7d03 0fb26ab 
0fb6fa6 0faab28 0fc66f8 0fbcced 0fb778e 
0fb2ac2 0fa6542 0fc2247 0fb8841 0fb315a 
0fb4ae3 0fa85f8 0fc41e2 0fba7f4 0fb52be 
0fb5a57 0fa9584 0fc520d 0fbb7d2 0fb6174 
0fb1efb 0fa597e 0fc1635 0fb7c3f 0fb260a 
0fb6e79 0faaa00 0fc65b6 0fbcba0 0fb7657 
0fb29d9 0fa6469 0fc2173 0fb8753 0fb306a 
0fb4932 0fa844d 0fc4040 0fba644 0fb5105 
0fb5a4f 0fa9591 0fc520f 0fbb7c6 0fb6170 
0fb1d63 0fa57ee 0fc14b7 0fb7aaa 0fb2475 
0fb6d11 0faa899 0fc6452 0fbca2e 0fb74fa 
0fb29a4 0fa6441 0fc2152 0fb8724 0fb304a 
0fb489b 0fa83ad 0fc3f8a 0fba585 0fb5076 
0fb5ab8 0fa95ee 0fc524c 0fbb807 0fb61e2 
0fb1dd0 0fa5848 0fc14e8 0fb7aea 0fb24da 
0fb6d18 0faa8aa 0fc644e 0fbca22 0fb7514 
0fb29d1 0fa646d 0fc215a 0fb872d 0fb308a 
0fb4672 0fa8189 0fc3d56 0fba356 0fb4e60 
0fb5a1a 0fa9555 0fc51a1 0fbb76a 0fb6161 
0fb1c09 0fa568d 0fc133b 0fb793e 0fb233a 
0fb6bc4 0faa753 0fc6308 0fbc8dd 0fb73dd 
0fb29ea 0fa6498 0fc218e 0fb874c 0fb30af 
0fb44f1 0fa8014 0fc3bd6 0fba1cf 0fb4cde 
0fb5aad 0fa9606 0fc5242 0fbb7f7 0fb61fb 
0fb1c77 0fa5713 0fc13a1 0fb7999 0fb239a 
0fb6cd2 0faa86a 0fc6406 0fbc9d4 0fb74e6 
0fb2bc0 0fa6676 0fc236c 0fb8927 0fb3293 
0fb4697 0fa81cb 0fc3dae 0fba385 0fb4e9d 
0fb5e27 0fa9991 0fc5600 0fbbb87 0fb659b 
0fb1e86 0fa5933 0fc15d8 0fb7ba2 0fb25bb 
0fb6efc 0faaab8 0fc6644 0fbcbf0 0fb7729 
0fb2ee4 0fa69c1 0fc26a7 0fb8c4b 0fb35ca 
0fb47ef 0fa833a 0fc3f05 0fba4c9 0fb5001 
0fb6109 0fa9c8a 0fc58d6 0fbbe52 0fb6884 
0fb1fcb 0fa5a8e 0fc1728 0fb7ce5 0fb270a 
0fb70a1 0faac75 0fc6806 0fbcd9a 0fb78d6 
0fb30dc 0fa6bc5 0fc28a6 0fb8e26 0fb37b0 
0fb47f6 0fa8347 0fc3f0b 0fba4c0 0fb4ff3 
0fb62bf 0fa9e4f 0fc5a91 0fbbffb 0fb6a3b 
0fb200f 0fa5ad7 0fc177e 0fb7d18 0fb2746 
0fb713f 0faad15 0fc68a1 0fbce1c 0fb796b 
0fb31dd 0fa6cc5 0fc299d 0fb8f0c 0fb38b1 
0fb479b 0fa82ed 0fc3eb2 0fba44b 0fb4f97 
0fb640b 0fa9f97 0fc5bca 0fbc127 0fb6b82 
0fb1ff3 0fa5ab6 0fc174c 0fb7cdc 0fb271e 
0fb70c3 0faac8b 0fc681c 0fbcd8a 0fb78e5 
0fb321c 0fa6d10 0fc29f6 0fb8f55 0fb38f4 
0fb463d 0fa8197 0fc3d69 0fba2f6 0fb4e3d 
0fb6207 0fa9da2 0fc59e5 0fbbf29 0fb6980 
0fb1d2b 0fa57fa 0fc14ae 0fb7a25 0fb245d 
0fb6ce6 0faa8c0 0fc644e 0fbc9b4 0fb751f 
0fb2ed5 0fa69d6 0fc26c6 0fb8c15 0fb35c1 
0fb4242 0fa7d97 0fc396c 0fb9ee8 0fb4a41 
0fb5ea7 0fa9a47 0fc5686 0fbbbc3 0fb662d 
0fb1941 0fa541d 0fc10c9 0fb763f 0fb2075 
0fb68be 0faa4a0 0fc6039 0fbc596 0fb70f6 
0fb2b31 0fa663d 0fc232e 0fb886f 0fb321c 
0fb3da1 0fa7904 0fc34d7 0fb9a46 0fb45a7 
0fb5cb0 0fa9861 0fc547f 0fbb9a3 0fb6437 
0fb175f 0fa5239 0fc0ecf 0fb741c 0fb1e81 
0fb681d 0faa405 0fc5f8f 0fbc4ab 0fb7043 
0fb2c5a 0fa6767 0fc2445 0fb8947 0fb3333 
0fb3e34 0fa7994 0fc3568 0fb9aa3 0fb4629 
0fb5eac 0fa9a5e 0fc5688 0fbbb84 0fb662f 
0fb18ee 0fa53ca 0fc1074 0fb75a1 0fb2007 
0fb699c 0faa575 0fc60fc 0fbc60d 0fb71c2 
0fb2f1f 0fa6a28 0fc26f9 0fb8c03 0fb35f8 
0fb3f92 0fa7ae6 0fc369a 0fb9bee 0fb4783 
0fb60c1 0fa9c6a 0fc5882 0fbbd95 0fb6845 
0fb1c04 0fa56d9 0fc135b 0fb78ad 0fb2314 
0fb6ca1 0faa86f 0fc63be 0fbc91f 0fb74b9 
0fb33cb 0fa6ead 0fc2b45 0fb90bd 0fb3a7b 
0fb422d 0fa7d48 0fc38f2 0fb9eb5 0fb49e2 
0fb64da 0faa03b 0fc5c54 0fbc1f1 0fb6c21 
0fb1e54 0fa58c4 0fc157d 0fb7b76 0fb252c 
0fb6e11 0faa976 0fc6518 0fbcb0f 0fb75e4 
0fb34d9 0fa6f6a 0fc2c5e 0fb9257 0fb3b56 
0fb42cb 0fa7d94 0fc398b 0fb9fd7 0fb4a54 
0fb65d5 0faa0f8 0fc5d2d 0fbc344 0fb6cec 
0fb1e81 0fa58b8 0fc155e 0fb7bcb 0fb2522 
0fb6cb7 0faa7f8 0fc6376 0fbc9cf 0fb7467 
0fb3423 0fa6e9d 0fc2b66 0fb91a3 0fb3a74 
0fb3f30 0fa79e4 0fc35b0 0fb9c3e 0fb4695 
0fb63a9 0fa9ecf 0fc5ade 0fbc11e 0fb6ab4 
0fb1b12 0fa554f 0fc11e6 0fb785f 0fb219b 
0fb6987 0faa4cd 0fc6042 0fbc6a6 0fb7121 
0fb3190 0fa6c11 0fc28da 0fb8f28 0fb37d8 
0fb3b46 0fa75f3 0fc31ca 0fb9856 0fb428b 
0fb600b 0fa9b16 0fc5730 0fbbd73 0fb66ef 
0fb171a 0fa5144 0fc0dea 0fb747a 0fb1d90 
0fb657d 0faa0af 0fc5c37 0fbc2b0 0fb6d17 
0fb2eff 0fa6952 0fc2640 0fb8ca4 0fb353d 
0fb3830 0fa72b6 0fc2ec5 0fb955e 0fb3f79 
0fb5ea3 0fa998d 0fc55bc 0fbbc1a 0fb6599 
0fb1534 0fa4f3b 0fc0bfe 0fb72a1 0fb1bb0 
0fb6472 0fa9f79 0fc5b1d 0fbc1aa 0fb6c09 
0fb2e92 0fa68e2 0fc25c8 0fb8c3b 0fb34d5 
0fb35be 0fa704e 0fc2c69 0fb930d 0fb3d0f 
0fb5e0e 0fa9916 0fc552d 0fbbb98 0fb650a 
0fb1494 0fa4eb5 0fc0b6f 0fb7202 0fb1b13 
0fb62d0 0fa9e06 0fc59ad 0fbc00d 0fb6a76 
0fb2fb9 0fa6a27 0fc2704 0fb8d49 0fb35fc 
0fb36a9 0fa7147 0fc2d28 0fb93b8 0fb3de3 
0fb60b7 0fa9bcc 0fc57e0 0fbbe19 0fb67a9 
0fb1615 0fa5045 0fc0d15 0fb7385 0fb1c92 
0fb6487 0fa9fd0 0fc5b59 0fbc1bf 0fb6c2e 
0fb321c 0fa6c9a 0fc295f 0fb8faf 0fb386e 
0fb3800 0fa72a8 0fc2e87 0fb9514 0fb3f41 
0fb62f6 0fa9e1d 0fc5a2b 0fbc06a 0fb69fb 
0fb1893 0fa52da 0fc0f9d 0fb7605 0fb1f19 
0fb66b3 0faa1fd 0fc5d77 0fbc3d7 0fb6e5c 
0fb3510 0fa6fa9 0fc2c7b 0fb92ab 0fb3b6e 
0fb385f 0fa7323 0fc2f16 0fb9595 0fb3fc0 
0fb6564 0faa0a2 0fc5cbd 0fbc2f2 0fb6c89 
0fb1a7b 0fa54c5 0fc1186 0fb77ed 0fb210a 
0fb67f0 0faa343 0fc5ebf 0fbc51d 0fb6faf 
0fb37ab 0fa724a 0fc2f06 0fb9544 0fb3e16 
0fb3951 0fa740f 0fc2fee 0fb966e 0fb40aa 
0fb65f1 0faa149 0fc5d4f 0fbc384 0fb6d28 
0fb1a99 0fa5506 0fc11b4 0fb7821 0fb213c 
0fb6773 0faa2dc 0fc5e57 0fbc4ad 0fb6f40 
0fb3726 0fa71e1 0fc2ec0 0fb94eb 0fb3db7 
0fb3791 0fa726f 0fc2e6a 0fb94cd 0fb3f0b 
0fb6456 0fa9fae 0fc5bb3 0fbc1c9 0fb6b88 
0fb17cc 0fa5232 0fc0eef 0fb752f 0fb1e67 
0fb639e 0fa9f09 0fc5a95 0fbc0be 0fb6b70 
0fb32eb 0fa6dae 0fc2a85 0fb9084 0fb3974 
0fb32f2 0fa6dd9 0fc29d3 0fb9010 0fb3a65 
0fb609d 0fa9c09 0fc5811 0fbbdfa 0fb67e1 
0fb1313 0fa4d8f 0fc0a62 0fb7078 0fb19b7 
0fb5f0c 0fa9a8a 0fc5624 0fbbc32 0fb66ec 
0fb2fd6 0fa6aae 0fc279d 0fb8d7d 0fb3673 
0fb2e6e 0fa6957 0fc255a 0fb8b80 0fb35e3 
0fb5d62 0fa98e7 0fc5508 0fbbad4 0fb64c2 
0fb0fed 0fa4a71 0fc0748 0fb6d3d 0fb169a 
0fb5b9d 0fa9713 0fc52a3 0fbb88c 0fb6376 
0fb2de7 0fa68b6 0fc2580 0fb8b4a 0fb3472 
0fb2bf9 0fa66da 0fc22d2 0fb88e0 0fb3362 
0fb5e20 0fa9994 0fc558d 0fbbb51 0fb6568 
0fb10f3 0fa4b71 0fc0828 0fb6e15 0fb1788 
0fb5df6 0fa9975 0fc54ee 0fbbacb 0fb65b9 
0fb3140 0fa6c20 0fc28cb 0fb8e8f 0fb37c4 
0fb2fba 0fa6aab 0fc269f 0fb8c94 0fb3720 
0fb6184 0fa9d0e 0fc58f9 0fbbeab 0fb68c4 
0fb134f 0fa4de4 0fc0ab1 0fb7089 0fb19ec 
0fb6076 0fa9c0b 0fc578f 0fbbd64 0fb6852 
0fb3382 0fa6e70 0fc2b22 0fb90de 0fb3a0a 
0fb317f 0fa6c6b 0fc2853 0fb8e4c 0fb38d9 
0fb63df 0fa9f6f 0fc5b4a 0fbc0e4 0fb6b13 
0fb1516 0fa4faa 0fc0c50 0fb721d 0fb1b97 
0fb621e 0fa9db9 0fc5918 0fbbed5 0fb69e8 
0fb362d 0fa7123 0fc2daf 0fb935e 0fb3cab 
0fb3353 0fa6e4f 0fc2a32 0fb900b 0fb3aab 
0fb66e5 0faa278 0fc5e52 0fbc3de 0fb6e17 
0fb17b6 0fa5253 0fc0f02 0fb74af 0fb1e33 
0fb643d 0fa9fdf 0fc5b53 0fbc0ea 0fb6bf4 
0fb3757 0fa7255 0fc2f0f 0fb9484 0fb3dcf 
0fb3271 0fa6d74 0fc296e 0fb8f25 0fb39c0 
0fb6629 0faa1d0 0fc5db3 0fbc32a 0fb6d77 
0fb1620 0fa50b8 0fc0d77 0fb7315 0fb1cac 
0fb61e3 0fa9d7e 0fc5900 0fbbe8a 0fb69ad 
0fb35d7 0fa70d9 0fc2d89 0fb92e8 0fb3c5b 
0fb2fd4 0fa6ac8 0fc26d4 0fb8c63 0fb3722 
0fb6341 0fa9eda 0fc5ab1 0fbc009 0fb6a7a 
0fb12e4 0fa4d75 0fc0a2d 0fb6fb4 0fb1958 
0fb5d24 0fa98bb 0fc5413 0fbb997 0fb64d1 
0fb3224 0fa6d37 0fc29ce 0fb8f2a 0fb38a7 
0fb2ace 0fa65d8 0fc21d1 0fb8760 0fb3219 
0fb5f2c 0fa9af3 0fc56f7 0fbbc30 0fb6684 
0fb0e8e 0fa494c 0fc0624 0fb6b8c 0fb151c 
0fb58bb 0fa946a 0fc4ff4 0fbb56a 0fb6091 
0fb2f03 0fa6a1e 0fc26e6 0fb8c33 0fb359f 
0fb2748 0fa6258 0fc1e64 0fb83ef 0fb2ea8 
0fb5c5c 0fa9821 0fc53f6 0fbb945 0fb63c8 
0fb0c91 0fa473b 0fc03e6 0fb6961 0fb131f 
0fb5675 0fa9220 0fc4d94 0fbb2f2 0fb5e3d 
0fb2dde 0fa6901 0fc25bc 0fb8ae0 0fb3462 
0fb241c 0fa5f36 0fc1b5d 0fb80bc 0fb2b6e 
0fb5b18 0fa96e5 0fc52d6 0fbb7ed 0fb6265 
0fb0c59 0fa471b 0fc03d5 0fb6921 0fb12cb 
0fb55c5 0fa9184 0fc4ced 0fbb23f 0fb5d7d 
0fb2f3d 0fa6a73 0fc2712 0fb8c3b 0fb35b7 
0fb2541 0fa6061 0fc1c6e 0fb81d9 0fb2c86 
0fb5d53 0fa9933 0fc550a 0fbba2c 0fb64a6 
0fb0e27 0fa48f8 0fc05bb 0fb6afd 0fb14b6 
0fb5709 0fa92cb 0fc4e1d 0fbb36b 0fb5edc 
0fb3277 0fa6da9 0fc2a21 0fb8f44 0fb3918 
0fb2554 0fa6070 0fc1c56 0fb81b0 0fb2cac 
0fb5e43 0fa9a19 0fc55e5 0fbbae6 0fb65b1 
0fb0bbc 0fa4691 0fc034a 0fb6864 0fb1251 
0fb511c 0fa8ce2 0fc4841 0fbad60 0fb58e8 
0fb2f4f 0fa6a8a 0fc2726 0fb8c15 0fb35e0 
0fb1d5f 0fa588c 0fc147e 0fb79ad 0fb249e 
0fb5933 0fa9524 0fc50f4 0fbb5df 0fb60a3 
0fb08c1 0fa43b9 0fc007c 0fb6593 0fb0f5d 
0fb4d93 0fa896e 0fc44d2 0fba9f2 0fb556f 
0fb3082 0fa6bc6 0fc2859 0fb8d62 0fb3718 
0fb1d52 0fa5870 0fc1462 0fb79c6 0fb2496 
0fb5c34 0fa97f6 0fc53a8 0fbb8e6 0fb6391 
0fb0cec 0fa4799 0fc042b 0fb69bd 0fb1357 
0fb4f04 0fa8a7f 0fc45cc 0fbab83 0fb56aa 
0fb3417 0fa6f04 0fc2b8c 0fb9138 0fb3a80 
0fb1cbd 0fa576b 0fc1381 0fb798d 0fb23c4 
0fb5c31 0fa9786 0fc5345 0fbb929 0fb6343 
0fb0c3a 0fa4695 0fc0366 0fb6971 0fb1269 
0fb4caf 0fa87f2 0fc4364 0fba990 0fb5423 
0fb33ad 0fa6e7c 0fc2b1b 0fb911f 0fb39ef 
0fb1b79 0fa561d 0fc1234 0fb7885 0fb2255 
0fb5b8a 0fa96e8 0fc52b5 0fbb8cc 0fb629b 
0fb0cb2 0fa470b 0fc03e1 0fb6a0c 0fb12c4 
0fb4d11 0fa8845 0fc43ba 0fbaa01 0fb5472 
0fb362d 0fa70ef 0fc2d70 0fb939d 0fb3c56 
0fb1ca9 0fa573d 0fc133d 0fb79ae 0fb2362 
0fb5e48 0fa99a0 0fc553e 0fbbb82 0fb653f 
0fb0fe6 0fa4a3b 0fc06de 0fb6d48 0fb15f2 
0fb4fd6 0fa8b07 0fc4644 0fbacca 0fb5722 
0fb3b3b 0fa75f2 0fc3259 0fb98a2 0fb414c 
0fb2037 0fa5ad1 0fc16de 0fb7d60 0fb26eb 
0fb6401 0fa9f4a 0fc5afc 0fbc138 0fb6ae6 
0fb15e4 0fa502f 0fc0cfb 0fb7346 0fb1bd3 
0fb542c 0fa8f49 0fc4ac6 0fbb118 0fb5b61 
0fb41f6 0fa7ca6 0fc393a 0fb9f62 0fb4810 
0fb258b 0fa6008 0fc1c21 0fb82a0 0fb2c3b 
0fb6a93 0faa5d0 0fc6199 0fbc7e0 0fb718c 
0fb1c9c 0fa56df 0fc13b4 0fb7a13 0fb2296 
0fb59dd 0fa950a 0fc5087 0fbb6fc 0fb6138 
0fb4830 0fa82f5 0fc3f98 0fba5c9 0fb4e69 
0fb2af1 0fa658c 0fc21c1 0fb8833 0fb31bc 
0fb7108 0faac69 0fc6824 0fbce5a 0fb7813 
0fb2329 0fa5d91 0fc1a52 0fb809e 0fb292a 
0fb6046 0fa9b89 0fc56e5 0fbbd48 0fb6790 
0fb5112 0fa8bf2 0fc4861 0fbae86 0fb5735 
0fb31c2 0fa6c66 0fc2890 0fb8ef2 0fb3875 
0fb7856 0fab3b8 0fc6f81 0fbd5a1 0fb7f51 
0fb2a6a 0fa64d7 0fc219e 0fb87e3 0fb306a 
0fb6592 0faa0da 0fc5c43 0fbc2a2 0fb6ce7 
0fb56e3 0fa91cf 0fc4e52 0fbb484 0fb5d2c 
0fb3653 0fa7103 0fc2d38 0fb93a1 0fb3d1d 
0fb7be5 0fab755 0fc732f 0fbd959 0fb8306 
0fb2cf7 0fa6773 0fc245e 0fb8a98 0fb3311 
0fb6657 0faa199 0fc5d34 0fbc383 0fb6dc2 
0fb57ea 0fa92d5 0fc4f71 0fbb585 0fb5e2f 
0fb3448 0fa6ef2 0fc2b15 0fb9172 0fb3b05 
0fb7908 0fab48b 0fc704f 0fbd663 0fb802f 
0fb2916 0fa6399 0fc2055 0fb8685 0fb2f24 
0fb5fc5 0fa9b2e 0fc569b 0fbbce5 0fb6739 
0fb5178 0fa8c91 0fc491a 0fbaf24 0fb57d6 
0fb2d60 0fa682c 0fc2454 0fb8a9c 0fb3432 
0fb7462 0faaffa 0fc6b97 0fbd1b3 0fb7b8f 
0fb271b 0fa61ba 0fc1e7a 0fb849c 0fb2d40 
0fb603a 0fa9bb1 0fc5732 0fbbd65 0fb67c2 
0fb53fa 0fa8f1a 0fc4b99 0fbb19b 0fb5a68 
0fb3239 0fa6d03 0fc2931 0fb8f73 0fb3911 
0fb7965 0fab504 0fc70a9 0fbd6ae 0fb80a2 
0fb2c3b 0fa66ed 0fc239e 0fb89af 0fb3274 
0fb6656 0faa1ce 0fc5d25 0fbc356 0fb6dec 
0fb5b65 0fa968b 0fc52e2 0fbb8d5 0fb61e4 
0fb39df 0fa74b5 0fc30c8 0fb96f3 0fb40cd 
0fb82bc 0fabe68 0fc79fb 0fbdfe6 0fb8a15 
0fb36aa 0fa714b 0fc2e01 0fb93f9 0fb3cea 
0fb7232 0faadaf 0fc6903 0fbcf0b 0fb79c1 
0fb69d0 0faa4fb 0fc616b 0fbc72c 0fb7052 
0fb4906 0fa84bc 0fc3f7e 0fba5d0 0fb5023 
0fb4eba 0fa8a0b 0fc45cf 0fbac11 0fb54c2 
0fb1a1b 0fa551e 0fc10a1 0fb7736 0fb205e 
0fb679f 0faa34a 0fc5e38 0fbc4c3 0fb6e58 
0fb1d94 0fa5859 0fc1476 0fb7b12 0fb2322 
0fb46fd 0fa8264 0fc3d37 0fba408 0fb4dd6 
0fb4e5b 0fa8983 0fc4541 0fbabe8 0fb5436 
0fb18e9 0fa53c5 0fc0f5a 0fb763a 0fb1f0d 
0fb670b 0faa2a0 0fc5d9f 0fbc45d 0fb6dba 
0fb1dd9 0fa5885 0fc14b2 0fb7b7c 0fb2362 
0fb468b 0fa81fa 0fc3ce2 0fba3d2 0fb4d78 
0fb4f7c 0fa8aa2 0fc4670 0fbad27 0fb555e 
0fb1a3a 0fa5519 0fc10b4 0fb77a7 0fb206c 
0fb69fb 0faa591 0fc6081 0fbc75c 0fb70ab 
0fb212c 0fa5be4 0fc17f9 0fb7eda 0fb26b0 
0fb484d 0fa83b5 0fc3e8c 0fba592 0fb4f28 
0fb535d 0fa8e84 0fc4a45 0fbb117 0fb593d 
0fb1b7f 0fa5651 0fc11e3 0fb78fd 0fb219f 
0fb6b15 0faa6a3 0fc618d 0fbc88a 0fb71c2 
0fb22de 0fa5d83 0fc19b1 0fb80a9 0fb2862 
0fb4895 0fa83f2 0fc3ec3 0fba5e9 0fb4f71 
0fb5504 0fa901c 0fc4bda 0fbb2c1 0fb5ae2 
0fb1cd6 0fa5789 0fc1328 0fb7a4a 0fb22e4 
0fb6cbf 0faa83a 0fc633a 0fbca2c 0fb7361 
0fb2560 0fa5fff 0fc1c40 0fb831c 0fb2ad4 
0fb4b5e 0fa86af 0fc419e 0fba89c 0fb5227 
0fb5812 0fa932a 0fc4f0a 0fbb5b7 0fb5de5 
0fb1f7a 0fa5a3d 0fc1601 0fb7ce0 0fb258b 
0fb6edc 0faaa7b 0fc6586 0fbcc37 0fb7584 
0fb277d 0fa6234 0fc1e89 0fb8529 0fb2cef 
0fb4b6a 0fa86cf 0fc41c6 0fba89c 0fb5235 
0fb59e3 0fa9514 0fc50e5 0fbb779 0fb5fb5 
0fb2010 0fa5ae6 0fc16aa 0fb7d79 0fb2619 
0fb6fb6 0faab4e 0fc6651 0fbcd09 0fb765d 
0fb2998 0fa6448 0fc2091 0fb8741 0fb2f12 
0fb4b35 0fa8683 0fc416a 0fba85e 0fb51fa 
0fb5ab8 0fa95da 0fc51a2 0fbb845 0fb6084 
0fb1fbc 0fa5a79 0fc1645 0fb7d0d 0fb25b1 
0fb6ee7 0faaa7b 0fc658e 0fbcc32 0fb757a 
0fb2999 0fa6452 0fc20a8 0fb8737 0fb2f00 
0fb499b 0fa84ff 0fc4008 0fba6bc 0fb504c 
0fb5969 0fa94a0 0fc5080 0fbb704 0fb5f3c 
0fb1ccb 0fa579d 0fc1367 0fb7a29 0fb22cd 
0fb6c71 0faa7fc 0fc62f7 0fbc996 0fb730e 
0fb2592 0fa602d 0fc1c5f 0fb82fa 0fb2ae2 
0fb4555 0fa80ac 0fc3b8f 0fba24a 0fb4bfb 
0fb55f9 0fa9132 0fc4cfa 0fbb364 0fb5bc3 
0fb1930 0fa540d 0fc0fc7 0fb7667 0fb1f22 
0fb68f5 0faa4ae 0fc5fa9 0fbc630 0fb6fa5 
0fb250e 0fa5fe2 0fc1c1c 0fb8299 0fb2a82 
0fb4472 0fa7ff2 0fc3ae6 0fba18f 0fb4b3f 
0fb585b 0fa93b7 0fc4f72 0fbb5ca 0fb5e43 
0fb1c5b 0fa5752 0fc1304 0fb798e 0fb225f 
0fb6d5c 0faa91f 0fc63f1 0fbca64 0fb7408 
0fb29f5 0fa64de 0fc2114 0fb876a 0fb2f71 
0fb48f7 0fa8483 0fc3f78 0fba5ef 0fb4fc2 
0fb5d1f 0fa9886 0fc5449 0fbba7d 0fb6314 
0fb1ee5 0fa59dd 0fc158e 0fb7bf9 0fb24e8 
0fb6fe1 0faabab 0fc6685 0fbccda 0fb76a4 
0fb2d03 0fa67ef 0fc2411 0fb8a54 0fb3281 
0fb48b1 0fa8435 0fc3f03 0fba57b 0fb4f7f 
0fb5f10 0fa9a78 0fc5604 0fbbc42 0fb650a 
0fb1ff9 0fa5afd 0fc1692 0fb7d03 0fb25fe 
0fb706a 0faac46 0fc671c 0fbcd67 0fb7730 
0fb2f31 0fa6a2d 0fc2655 0fb8c83 0fb34ae 
0fb4aca 0fa8663 0fc413e 0fba799 0fb5191 
0fb6256 0fa9dca 0fc5973 0fbbf90 0fb684f 
0fb227b 0fa5d74 0fc1934 0fb7f82 0fb287c 
0fb7311 0faaedd 0fc69c8 0fbcff6 0fb79d2 
0fb32ce 0fa6dbc 0fc29f4 0fb900e 0fb384b 
0fb4bc2 0fa874d 0fc4239 0fba880 0fb5290 
0fb64e3 0faa05a 0fc5bf9 0fbc20d 0fb6aee 
0fb24f2 0fa5ff9 0fc1ba1 0fb81ed 0fb2b05 
0fb74de 0fab0c1 0fc6b85 0fbd1c0 0fb7bb7 
0fb3477 0fa6f81 0fc2b89 0fb91ba 0fb3a17 
0fb4ccf 0fa887c 0fc4344 0fba996 0fb53b2 
0fb65d0 0faa178 0fc5cfe 0fbc312 0fb6bf6 
0fb238f 0fa5eb6 0fc1a59 0fb8095 0fb29af 
