0f04b87 0efa130 0f0bb9b 0f04447 0f08d37 
0f9cbff 0f9252b 0fa38b0 0f9c457 0fa0fb0 
0fa272d 0f9808d 0fa93e6 0fa1f90 0fa6b19 
0f9ca36 0f92407 0fa373e 0f9c2de 0fa0e53 
0fa0509 0f95df1 0fa7183 0f9fd2f 0fa489b 
0fa029f 0f95ca9 0fa6fb9 0f9fb51 0fa46ec 
0f9cae3 0f9241e 0fa378c 0f9c335 0fa0ea2 
0fa2650 0f97fd8 0fa9328 0fa1ec6 0fa6a61 
0f9c9f9 0f92404 0fa3733 0f9c2bf 0fa0e50 
0fa049c 0f95dbc 0fa713d 0f9fcd6 0fa4864 
0fa02f5 0f95d3c 0fa7049 0f9fbba 0fa477d 
0f9caac 0f92414 0fa3770 0f9c2fe 0fa0e9a 
0fa26c4 0f9806a 0fa93ad 0fa1f2e 0fa6af6 
0f9c9d1 0f923eb 0fa3719 0f9c28a 0fa0e28 
0fa04ff 0f95e25 0fa71ac 0f9fd2d 0fa48be 
0fa0337 0f95d7e 0fa708a 0f9fbf6 0fa47a6 
0f9cc5b 0f925d4 0fa3935 0f9c4b5 0fa1031 
0fa2857 0f9820f 0fa9549 0fa20c1 0fa6c6a 
0f9cad2 0f92509 0fa382b 0f9c390 0fa0f24 
0fa0551 0f95ea8 0fa7223 0f9fd96 0fa491d 
0fa0565 0f95fd8 0fa72d5 0f9fe2a 0fa49f1 
0f9cd4e 0f926f9 0fa3a54 0f9c5bb 0fa113e 
0fa28e1 0f982d0 0fa9610 0fa2162 0fa6d09 
0f9ccf2 0f9273d 0fa3a5c 0f9c5a4 0fa113c 
0fa0638 0f95f82 0fa7309 0f9fe5b 0fa49d3 
0fa0649 0f9609e 0fa73c8 0f9fef5 0fa4a99 
0f9cee8 0f92858 0fa3be1 0f9c721 0fa128d 
0fa2b6a 0f98502 0fa9873 0fa23ae 0fa6f44 
0f9ceb5 0f928c0 0fa3c21 0f9c74a 0fa12c0 
0fa0881 0f96195 0fa754c 0fa0081 0fa4bf0 
0fa0901 0f96336 0fa766c 0fa0190 0fa4d3a 
0f9d0c5 0f92a26 0fa3da9 0f9c8f6 0fa1468 
0fa2c53 0f985e4 0fa993f 0fa249f 0fa703c 
0f9d09e 0f92a94 0fa3dc2 0f9c93e 0fa14c2 
0fa09c1 0f962b9 0fa7652 0fa01f9 0fa4d5d 
0fa0a5b 0f96450 0fa778e 0fa0344 0fa4eb1 
0f9d1ce 0f92ac6 0fa3e6b 0f9ca58 0fa157c 
0fa2da1 0f986b1 0fa9a51 0fa2651 0fa7183 
0f9d17d 0f92ae7 0fa3e6e 0f9ca79 0fa1593 
0fa0a04 0f96264 0fa7651 0fa0280 0fa4d76 
0fa0b09 0f96473 0fa77fa 0fa0428 0fa4f2e 
0f9d158 0f929de 0fa3dc9 0f9ca18 0fa14c3 
0fa2db1 0f9866e 0fa9a38 0fa268b 0fa714a 
0f9d087 0f929b7 0fa3d63 0f9c9b2 0fa1454 
0fa080b 0f96057 0fa744e 0fa00b4 0fa4b4f 
0fa0853 0f961ce 0fa754d 0fa019f 0fa4c6a 
0f9cdd7 0f92689 0fa3a61 0f9c6ca 0fa1170 
0fa2a3d 0f9832d 0fa96de 0fa2340 0fa6e1e 
0f9ce6c 0f927d6 0fa3b50 0f9c7ab 0fa128c 
0fa0505 0f95d78 0fa7146 0f9fdca 0fa489c 
0fa0624 0f95fab 0fa7305 0f9ff76 0fa4a5d 
0f9cbd5 0f9247a 0fa3840 0f9c4ca 0fa0f6d 
0fa2829 0f98101 0fa94b4 0fa213d 0fa6bf3 
0f9ccc8 0f9261f 0fa39ac 0f9c62a 0fa10c9 
0fa0359 0f95bb9 0fa6fbb 0f9fc51 0fa46e0 
0fa056b 0f95ed9 0fa726e 0f9fee7 0fa49a9 
0f9cb16 0f923af 0fa3797 0f9c426 0fa0ec3 
0fa2807 0f980db 0fa94a6 0fa212c 0fa6bfe 
0f9cbfe 0f92538 0fa38d5 0f9c558 0fa1027 
0fa03c1 0f95c04 0fa6ff1 0f9fc7c 0fa474c 
0fa0683 0f95feb 0fa736d 0f9ffdd 0fa4ab0 
0f9cc5e 0f924ec 0fa38d5 0f9c55b 0fa0fda 
0fa29a3 0f9826e 0fa9630 0fa22af 0fa6d4b 
0f9cfb0 0f9290e 0fa3c84 0f9c8fb 0fa13a0 
0fa06fc 0f95f5e 0fa732a 0f9ffa6 0fa4a46 
0fa0ad8 0f9644d 0fa77ba 0fa041d 0fa4ee7 
0f9cf86 0f92839 0fa3bff 0f9c871 0fa1306 
0fa2d56 0f98643 0fa99e0 0fa264d 0fa7129 
0f9d1fe 0f92b7e 0fa3ef2 0f9cb4e 0fa1619 
0fa0892 0f96121 0fa74d7 0fa0158 0fa4c27 
0fa0c2a 0f965d6 0fa791d 0fa0586 0fa5077 
0f9d128 0f92a0d 0fa3db2 0f9ca32 0fa14de 
0fa2e46 0f98757 0fa9ad5 0fa2756 0fa7220 
0f9d361 0f92cec 0fa4038 0f9ccbd 0fa1770 
0fa09a4 0f9623f 0fa75d7 0fa0276 0fa4d16 
0fa0d11 0f966b7 0fa79f6 0fa0677 0fa513b 
0f9d0ee 0f929c8 0fa3d63 0f9c9f0 0fa147b 
0fa2dc1 0f986c5 0fa9a37 0fa26be 0fa71a4 
0f9d294 0f92c1a 0fa3f59 0f9cbd4 0fa16b3 
0fa07c4 0f96054 0fa73f4 0fa0083 0fa4b4d 
0fa0bf6 0f965a0 0fa78c1 0fa0539 0fa505b 
0f9ce8a 0f92788 0fa3aea 0f9c76c 0fa1279 
0fa2ba9 0f984e1 0fa9811 0fa248f 0fa6fd9 
0f9d0b3 0f92a7a 0fa3d81 0f9c9f2 0fa1531 
0fa0546 0f95e0c 0fa7170 0f9fdf2 0fa4924 
0fa09ba 0f9639e 0fa7696 0fa02ff 0fa4e51 
0f9ccf1 0f92619 0fa3957 0f9c5d5 0fa10ea 
0fa2a55 0f983ac 0fa96c5 0fa233c 0fa6ea0 
0f9cf40 0f92918 0fa3c00 0f9c873 0fa13d3 
0fa03cb 0f95caf 0fa7000 0f9fc6f 0fa47bd 
0fa08f7 0f962f7 0fa75dc 0fa022b 0fa4da5 
0f9ccae 0f925ea 0fa391b 0f9c586 0fa10cb 
0fa2a0f 0f9837d 0fa968c 0fa22f9 0fa6e52 
0f9cfff 0f929ef 0fa3cd7 0f9c92d 0fa148a 
0fa0480 0f95d7e 0fa70cb 0f9fd2b 0fa488f 
0fa09ac 0f963c5 0fa769d 0fa02da 0fa4e7b 
0f9cce4 0f92634 0fa396a 0f9c5b9 0fa1109 
0fa2ad5 0f98445 0fa9762 0fa23c3 0fa6f13 
0f9d165 0f92b54 0fa3e43 0f9ca93 0fa15e2 
0fa0593 0f95e94 0fa71dd 0f9fe36 0fa497b 
0fa0c4d 0f9665d 0fa7937 0fa057d 0fa50e5 
0f9cdf1 0f92733 0fa3a77 0f9c6d0 0fa11f0 
0fa2c03 0f9856f 0fa9898 0fa24ec 0fa7035 
0f9d210 0f92c0f 0fa3f0c 0f9cb4d 0fa1677 
0fa0653 0f95f53 0fa72af 0f9ff01 0fa4a21 
0fa0bef 0f965fe 0fa78dc 0fa0520 0fa5067 
0f9cda2 0f926f1 0fa3a22 0f9c680 0fa1199 
0fa2b28 0f984b4 0fa97bc 0fa240e 0fa6f5d 
0f9d1f4 0f92bf5 0fa3ed8 0f9cb13 0fa1658 
0fa0595 0f95ea1 0fa71e3 0f9fe29 0fa4965 
0fa0bf4 0f96618 0fa78df 0fa0513 0fa5084 
0f9cd69 0f926bc 0fa39da 0f9c62f 0fa114f 
0fa2ae7 0f98473 0fa9777 0fa23c0 0fa6f01 
0f9d0e9 0f92af9 0fa3dd5 0f9ca02 0fa154a 
0fa03fd 0f95d19 0fa7055 0f9fc8f 0fa47ce 
0fa0b04 0f9652d 0fa77f2 0fa041b 0fa4f8b 
0f9cc0c 0f9257f 0fa389e 0f9c4d2 0fa0ffa 
0fa2a1d 0f983c0 0fa96b0 0fa22e4 0fa6e3d 
0f9d06e 0f92a96 0fa3d59 0f9c988 0fa14ce 
0fa03de 0f95cfe 0fa7017 0f9fc62 0fa479b 
0fa0ae4 0f9651d 0fa77b8 0fa03e9 0fa4f5d 
0f9cb6e 0f924e9 0fa37eb 0f9c427 0fa0f4e 
0fa2968 0f9830a 0fa9600 0fa222d 0fa6d80 
0f9d076 0f92a9e 0fa3d61 0f9c981 0fa14bb 
0fa0330 0f95c53 0fa6f82 0f9fbb6 0fa46c8 
0fa0b68 0f9659a 0fa7864 0fa0474 0fa4faf 
0f9cc5c 0f925c2 0fa38e0 0f9c506 0fa1009 
0fa29e8 0f9836d 0fa966b 0fa2287 0fa6db8 
0f9d0df 0f92af0 0fa3dc7 0f9c9d7 0fa14f9 
0fa027e 0f95b97 0fa6ed3 0f9faee 0fa4618 
0fa0a9f 0f964e3 0fa77a5 0fa03a3 0fa4f0b 
0f9caba 0f9243f 0fa374e 0f9c35c 0fa0e93 
0fa2913 0f982b9 0fa95a4 0fa21b4 0fa6d21 
0f9d001 0f92a38 0fa3ce3 0f9c8f5 0fa1454 
0fa0116 0f95a57 0fa6d62 0f9f988 0fa44c4 
0fa0a60 0f964b1 0fa7746 0fa0358 0fa4eba 
0f9ca98 0f92427 0fa371b 0f9c33a 0fa0e6d 
0fa290d 0f982b8 0fa9597 0fa21af 0fa6d17 
0f9cf76 0f929b2 0fa3c75 0f9c884 0fa13da 
0fa00c8 0f95a0e 0fa6d35 0f9f94a 0fa448f 
0fa0a98 0f964ef 0fa77ab 0fa039c 0fa4f01 
0f9c9ef 0f92385 0fa36aa 0f9c29f 0fa0db6 
0fa28e8 0f98296 0fa95a2 0fa21a1 0fa6ceb 
0f9cfdb 0f92a0e 0fa3ce6 0f9c8d1 0fa1415 
0fa00ed 0f95a31 0fa6d78 0f9f966 0fa447e 
0fa0b20 0f96575 0fa784c 0fa0417 0fa4f5a 
0f9ca27 0f923b5 0fa36da 0f9c2b9 0fa0dc9 
0fa28e3 0f9828f 0fa958c 0fa216d 0fa6cad 
0f9d0cd 0f92b00 0fa3dd7 0f9c9a9 0fa14d1 
0fa01f2 0f95b34 0fa6e72 0f9fa42 0fa455c 
0fa0c13 0f9666e 0fa7937 0fa04e9 0fa5048 
0f9cae5 0f9247a 0fa3778 0f9c355 0fa0e8f 
0fa29a8 0f98358 0fa9629 0fa2214 0fa6d8f 
0f9d1e9 0f92c24 0fa3ec9 0f9cab0 0fa1611 
0fa0262 0f95b96 0fa6e94 0f9fab2 0fa4603 
0fa0cc1 0f966f6 0fa7974 0fa05a2 0fa5115 
0f9caf6 0f9245a 0fa3734 0f9c390 0fa0eb9 
0fa2a1a 0f9837e 0fa9657 0fa22ce 0fa6e05 
0f9d1f4 0f92bbf 0fa3e7b 0f9cb08 0fa1622 
0fa01ab 0f95a44 0fa6d7b 0f9fa2d 0fa4523 
0fa0c6c 0f965fd 0fa78dc 0fa057b 0fa5089 
0f9ca65 0f92326 0fa3674 0f9c321 0fa0de7 
0fa280f 0f980d3 0fa9416 0fa20d9 0fa6bbc 
0f9cf76 0f928bc 0fa3bce 0f9c893 0fa1369 
0f9fde9 0f9562a 0fa69a2 0f9f684 0fa413b 
0fa09a8 0f96307 0fa75fb 0fa02c9 0fa4dcc 
0f9c6e6 0f91f91 0fa32bd 0f9bfa6 0fa0a93 
0fa25e8 0f97ea4 0fa91a2 0fa1e8e 0fa69b3 
0f9cdec 0f92747 0fa3a08 0f9c6e6 0fa1205 
0f9fd35 0f955a0 0fa68ce 0f9f5b7 0fa40b3 
0fa0865 0f961ea 0fa74a3 0fa017e 0fa4ca1 
0f9c642 0f91f05 0fa3214 0f9befb 0fa09ed 
0fa24c1 0f97d97 0fa90a0 0fa1d85 0fa688f 
0f9ccc9 0f92635 0fa3912 0f9c5f1 0fa10db 
0f9fb81 0f953ed 0fa6722 0f9f429 0fa3eff 
0fa0856 0f961b9 0fa7472 0fa016b 0fa4c6c 
0f9c58f 0f91e31 0fa314c 0f9be5d 0fa0903 
0fa24b7 0f97d73 0fa9085 0fa1d8c 0fa6847 
0f9cce6 0f92632 0fa392b 0f9c619 0fa10bc 
0f9fb46 0f95396 0fa66e1 0f9f3d2 0fa3e85 
0fa0950 0f962b4 0fa759b 0fa0268 0fa4d50 
0f9c645 0f91ef0 0fa321d 0f9bef8 0fa09b6 
0fa25b7 0f97e82 0fa918c 0fa1e65 0fa6957 
0f9cf2b 0f92892 0fa3b64 0f9c824 0fa1315 
0f9fd54 0f955bd 0fa68d7 0f9f5af 0fa4088 
0fa0ab1 0f96442 0fa76fd 0fa03b6 0fa4e93 
0f9c76a 0f92053 0fa336a 0f9c03b 0fa0ac2 
0fa262f 0f97f3d 0fa9229 0fa1eed 0fa69d4 
0f9cf93 0f92934 0fa3bf9 0f9c8a5 0fa137e 
0f9fd5e 0f95605 0fa6921 0f9f5f6 0fa40c9 
0fa0ae5 0f96497 0fa7744 0fa040a 0fa4f12 
0f9c78a 0f92077 0fa3370 0f9c04a 0fa0b1c 
0fa2732 0f98028 0fa9303 0fa1fd9 0fa6ae4 
0f9d096 0f92a21 0fa3ccb 0f9c99b 0fa148b 
0f9fda8 0f95633 0fa695d 0f9f642 0fa40ec 
0fa0c4e 0f965d0 0fa78a2 0fa0570 0fa5030 
0f9c73c 0f92008 0fa3333 0f9c00b 0fa0a91 
0fa268b 0f97f67 0fa9275 0fa1f3c 0fa6a00 
0f9cfa4 0f92910 0fa3bf9 0f9c8ad 0fa1367 
0f9fbe7 0f9544f 0fa6774 0f9f44d 0fa3f0c 
0fa0b59 0f964ce 0fa7780 0fa0440 0fa4f3a 
0f9c6c6 0f91fa3 0fa3299 0f9bf64 0fa0a27 
0fa2610 0f97f0b 0fa91d7 0fa1ea4 0fa69a5 
0f9cf79 0f92910 0fa3ba2 0f9c85c 0fa1365 
0f9fc1c 0f954b8 0fa679c 0f9f46f 0fa3f63 
0fa0bb5 0f96569 0fa77eb 0fa0493 0fa4fb7 
0f9c64f 0f91f65 0fa3250 0f9befb 0fa09d3 
0fa2616 0f97f3d 0fa920c 0fa1eb3 0fa69c0 
0f9d02a 0f929dc 0fa3c79 0f9c914 0fa1414 
0f9fb93 0f95435 0fa6742 0f9f3ee 0fa3eca 
0fa0b24 0f964cb 0fa7771 0fa0404 0fa4f07 
0f9c5cb 0f91eb7 0fa319e 0f9be46 0fa0914 
0fa253e 0f97e3b 0fa910a 0fa1daa 0fa68aa 
0f9d04c 0f929e1 0fa3c96 0f9c927 0fa1411 
0f9fad0 0f9536e 0fa668a 0f9f324 0fa3e03 
0fa0b9f 0f96558 0fa77fa 0fa047b 0fa4fa3 
0f9c674 0f91f70 0fa3236 0f9bec0 0fa0a01 
0fa2659 0f97f52 0fa9210 0fa1e9a 0fa69fd 
0f9d107 0f92ab2 0fa3d42 0f9c9bb 0fa14ec 
0f9fb0d 0f953c6 0fa66bd 0f9f34c 0fa3e3a 
0fa0ce3 0f966a8 0fa7923 0fa059f 0fa509f 
0f9c6e6 0f9200b 0fa32e3 0f9bf5f 0fa0a19 
0fa267e 0f97fab 0fa928b 0fa1efb 0fa69d4 
0f9d23b 0f92bfa 0fa3ea2 0f9cb0c 0fa15e9 
0f9fcab 0f95568 0fa6868 0f9f4ee 0fa3fb6 
0fa0ee0 0f968bc 0fa7b45 0fa07ac 0fa52b6 
0f9c8f3 0f92230 0fa34e5 0f9c15d 0fa0c58 
0fa289f 0f981dd 0fa9489 0fa20f3 0fa6c2f 
0f9d451 0f92e27 0fa409f 0f9ccf7 0fa1826 
0f9fd6e 0f95636 0fa690c 0f9f578 0fa409c 
0fa106d 0f96a4b 0fa7c9f 0fa08fa 0fa5451 
0f9c99a 0f922d0 0fa3577 0f9c1e4 0fa0cfc 
0fa290f 0f9823c 0fa94ef 0fa214a 0fa6c87 
0f9d4ea 0f92ec2 0fa4145 0f9cd83 0fa18b5 
0f9fd32 0f95607 0fa68d7 0f9f531 0fa406a 
0fa103b 0f96a21 0fa7c76 0fa08c3 0fa543f 
0f9c903 0f9223d 0fa34e2 0f9c141 0fa0c85 
0fa2879 0f981c6 0fa9463 0fa20c1 0fa6c0f 
0f9d41c 0f92e12 0fa4082 0f9ccc7 0fa17fe 
0f9fc5f 0f9555e 0fa681c 0f9f476 0fa3fa9 
0fa0ff7 0f969f4 0fa7c2e 0fa087e 0fa53e8 
0f9c7ed 0f92134 0fa33c1 0f9c01f 0fa0b54 
0fa27d2 0f9811d 0fa93b2 0fa2008 0fa6b53 
0f9d3a7 0f92da7 0fa3ffb 0f9cc41 0fa1788 
0f9fb67 0f9546e 0fa6711 0f9f368 0fa3ea3 
0fa0f86 0f969a2 0fa7bd8 0fa0807 0fa5379 
0f9c74e 0f920bb 0fa3354 0f9bf92 0fa0ac5 
0fa2788 0f980e8 0fa9379 0fa1fb3 0fa6b16 
0f9d3da 0f92de6 0fa403d 0f9cc61 0fa17c0 
0f9fafa 0f953f2 0fa669d 0f9f2dd 0fa3e2d 
0fa0fb3 0f969c2 0fa7c00 0fa081d 0fa53a2 
0f9c768 0f920d8 0fa334a 0f9bf81 0fa0ae3 
0fa2784 0f980e6 0fa9335 0fa1f73 0fa6b13 
0f9d3dd 0f92de4 0fa3ff8 0f9cc28 0fa17c6 
0f9fa99 0f953ab 0fa6623 0f9f261 0fa3de4 
0fa0fc3 0f96a01 0fa7c1e 0fa082f 0fa53dd 
0f9c625 0f91fc2 0fa321a 0f9be3c 0fa09c1 
0fa261d 0f97fb4 0fa920e 0fa1e31 0fa69d1 
0f9d377 0f92dbd 0fa3fea 0f9cbf0 0fa1787 
0f9f9f2 0f9531c 0fa65b3 0f9f1d6 0fa3d54 
0fa10a1 0f96acd 0fa7cd2 0fa08e8 0fa54a9 
0f9c704 0f92086 0fa32d9 0f9bf0a 0fa0a91 
0fa2694 0f9803b 0fa9280 0fa1e9e 0fa6a4c 
0f9d3c0 0f92e19 0fa4021 0f9cc22 0fa17e5 
0f9f926 0f95271 0fa64e6 0f9f0fa 0fa3ca4 
0fa0fb8 0f96a0c 0fa7c17 0fa0818 0fa53e6 
0f9c6d7 0f9208e 0fa32e1 0f9bee1 0fa0a71 
0fa2726 0f980d8 0fa932a 0fa1f15 0fa6ab3 
0f9d3a2 0f92df9 0fa4035 0f9cc02 0fa1773 
0f9f98c 0f952cc 0fa6570 0f9f159 0fa3c98 
0fa1013 0f96a57 0fa7cad 0fa086c 0fa53db 
0f9c6ca 0f92072 0fa3308 0f9bed7 0fa0a27 
0fa26e0 0f9807e 0fa92f1 0fa1ecf 0fa6a77 
0f9d494 0f92ee5 0fa410e 0f9ccf2 0fa188c 
0f9f9a2 0f952e2 0fa656f 0f9f168 0fa3cfe 
0fa115a 0f96ba7 0fa7db6 0fa09b3 0fa5584 
0f9c731 0f920c6 0fa331b 0f9bf51 0fa0adf 
0fa2746 0f9809b 0fa92ed 0fa1f4c 0fa6ae2 
0f9d4b4 0f92ea4 0fa40c9 0f9cd46 0fa18b8 
0f9f870 0f95150 0fa63e8 0f9f076 0fa3baf 
0fa0f66 0f96935 0fa7b66 0fa07f3 0fa535a 
0f9c50b 0f91e0d 0fa309d 0f9bd60 0fa085c 
0fa24d3 0f97d9d 0fa905b 0fa1d38 0fa6823 
0f9d274 0f92bd4 0fa3e54 0f9cb30 0fa1610 
0f9f66f 0f94ec7 0fa618a 0f9ee8a 0fa3967 
0fa0e9f 0f967fe 0fa7a35 0fa0732 0fa5264 
0f9c33c 0f91bf4 0fa2e86 0f9bb92 0fa06a0 
0fa230e 0f97bba 0fa8e46 0fa1b5d 0fa66a6 
0f9d1a9 0f92b02 0fa3d4c 0f9ca58 0fa159e 
0f9f47a 0f94ccf 0fa5f72 0f9ec92 0fa37b3 
0fa0d6b 0f966ce 0fa78f7 0fa05f7 0fa5143 
0f9c244 0f91b09 0fa2d97 0f9ba9f 0fa058a 
0fa22ac 0f97b5c 0fa8dfb 0fa1b0c 0fa65ff 
0f9d106 0f92a51 0fa3cd1 0f9c9cf 0fa14bc 
0f9f485 0f94cad 0fa5fa7 0f9ecbc 0fa3796 
0fa0d3c 0f96677 0fa7906 0fa05f9 0fa5108 
0f9c251 0f91afb 0fa2dc7 0f9bad8 0fa05ae 
0fa22fe 0f97b7f 0fa8e42 0fa1b62 0fa666c 
0f9d253 0f92b86 0fa3e09 0f9cb1c 0fa1617 
0f9f526 0f94d58 0fa6040 0f9ed60 0fa383d 
0fa15c3 0f96eb0 0fa8045 0fa0dce 0fa58e7 
0f9de8f 0f93880 0fa49c2 0f9d724 0fa2258 
0f9dc76 0f9355b 0fa4730 0f9d48b 0fa1f83 
0fa16f5 0f970a7 0fa8220 0fa0f70 0fa5a87 
0f9ba82 0f91405 0fa258e 0f9b2e6 0f9fdd5 
0fa1575 0f96e79 0fa801b 0fa0d7e 0fa5866 
0f9df1c 0f9390f 0fa4a4e 0f9d79b 0fa2291 
0f9dca3 0f9358f 0fa4741 0f9d497 0fa1f6d 
0fa17c5 0f9716f 0fa829e 0fa0feb 0fa5b14 
0f9ba8d 0f91407 0fa2543 0f9b281 0f9fdb4 
0fa1608 0f96efc 0fa8048 0fa0d91 0fa591c 
0f9e0c4 0f93aa5 0fa4b8c 0f9d8cc 0fa249a 
0f9dd14 0f935ec 0fa4746 0f9d49d 0fa2041 
0fa195f 0f9730c 0fa8414 0fa115f 0fa5d39 
0f9bc82 0f91617 0fa273f 0f9b492 0fa0022 
0fa16a2 0f96fc0 0fa810d 0fa0e6f 0fa59e7 
0f9e162 0f93b76 0fa4c6d 0f9d9c9 0fa2537 
0f9de09 0f9370e 0fa4853 0f9d5d5 0fa211a 
0fa1982 0f97355 0fa8453 0fa11ad 0fa5d33 
0f9bbb3 0f91554 0fa267a 0f9b3c8 0f9ff2d 
0fa1585 0f96e9c 0fa7fe4 0fa0d34 0fa58c5 
0f9e024 0f93a2d 0fa4b18 0f9d839 0fa240d 
0f9db90 0f93499 0fa45e4 0f9d319 0fa1ed0 
0fa182c 0f971fc 0fa82e6 0fa100f 0fa5bee 
0f9bab8 0f91474 0fa2570 0f9b298 0f9fe51 
0fa1581 0f96ec7 0fa7fc9 0fa0cfb 0fa58de 
0f9e0f7 0f93b3b 0fa4bd6 0f9d8ed 0fa24eb 
0f9db2c 0f93467 0fa4578 0f9d29b 0fa1e7a 
0fa170b 0f97112 0fa81d3 0fa0edc 0fa5af7 
0f9ba8c 0f91473 0fa255e 0f9b265 0f9fe51 
0fa14e2 0f96e58 0fa7f74 0fa0c86 0fa5863 
0f9e01f 0f93a8d 0fa4b6a 0f9d85a 0fa2422 
0f9dafc 0f9345b 0fa45a6 0f9d2aa 0fa1e32 
0fa180f 0f97242 0fa832c 0fa102d 0fa5bd8 
0f9ba9e 0f914a7 0fa25aa 0f9b2a8 0f9fe2a 
0fa14c0 0f96e41 0fa7f4b 0fa0c5a 0fa581d 
0f9e19d 0f93c1a 0fa4cc9 0f9d9bb 0fa259e 
0f9db94 0f9350c 0fa4614 0f9d31b 0fa1efc 
0fa1994 0f973d3 0fa8470 0fa1166 0fa5d9f 
0f9bc13 0f9162c 0fa26d1 0f9b3d1 0f9fff7 
0fa15a2 0f96f49 0fa8013 0fa0d1d 0fa5964 
0f9e254 0f93cfa 0fa4d66 0f9da5b 0fa26a9 
0f9dc0f 0f935b6 0fa469e 0f9d3a5 0fa1fa0 
0fa1a15 0f97482 0fa851b 0fa1214 0fa5e34 
0f9bccd 0f9171f 0fa27c9 0f9b4c1 0fa00b6 
0fa1544 0f96f16 0fa7fea 0fa0cf2 0fa58ec 
0f9e39f 0f93e69 0fa4ed0 0f9dbc2 0fa27dd 
0f9dc32 0f935f7 0fa46c9 0f9d3cc 0fa1fc7 
0fa1ae7 0f9756b 0fa85f1 0fa12d4 0fa5f12 
0f9bccd 0f9173b 0fa27d7 0f9b4b5 0fa00e3 
0fa1623 0f97026 0fa80d5 0fa0dc7 0fa5a08 
0f9e45f 0f93f5f 0fa4fb9 0f9dc9b 0fa28d4 
0f9dc69 0f9364c 0fa4713 0f9d413 0fa2009 
0fa1c11 0f976b6 0fa872c 0fa1421 0fa6038 
0f9be7c 0f91905 0fa299e 0f9b68b 0fa027a 
0fa1661 0f97075 0fa8143 0fa0e27 0fa5a26 
0f9e5d8 0f940fb 0fa5186 0f9de3a 0fa2a44 
0f9dcd4 0f936f7 0fa47f2 0f9d4bd 0fa20a1 
0fa1cd9 0f977bd 0fa8854 0fa1506 0fa6137 
0f9bed8 0f91990 0fa2a34 0f9b6f3 0fa02ff 
0fa174a 0f97174 0fa8237 0fa0f10 0fa5b0d 
0f9e72c 0f9424c 0fa52c0 0f9df85 0fa2b6a 
0f9ddb7 0f937cb 0fa48b5 0f9d58d 0fa2137 
0fa1e28 0f9790e 0fa89ac 0fa1660 0fa6246 
0f9bfda 0f91a95 0fa2b33 0f9b7fe 0fa03d8 
0fa179a 0f971dc 0fa8295 0fa0f67 0fa5b77 
0f9e6d8 0f94225 0fa527b 0f9df23 0fa2b89 
0f9dda8 0f937d5 0fa4885 0f9d55a 0fa21a9 
0fa1df2 0f978c3 0fa892b 0fa1616 0fa626b 
0f9bfcc 0f91a6f 0fa2af3 0f9b7ff 0fa041c 
0fa17d8 0f971d6 0fa828c 0fa0fc3 0fa5bcb 
0f9e7be 0f942a1 0fa5310 0f9e03d 0fa2c52 
0f9dd6d 0f93712 0fa47e2 0f9d53c 0fa213e 
0fa1eb5 0f978f0 0fa8989 0fa16e3 0fa62fa 
0f9c072 0f91a7f 0fa2b49 0f9b8af 0fa0495 
0fa17f6 0f97170 0fa8277 0fa0fe0 0fa5bc0 
0f9e937 0f943ba 0fa5473 0f9e1c8 0fa2da4 
0f9dcb7 0f93625 0fa4756 0f9d4d0 0fa206e 
0fa1e0a 0f9781c 0fa8905 0fa167a 0fa6240 
0f9bf89 0f91997 0fa2a8a 0f9b804 0fa03a9 
0fa16d9 0f9706a 0fa8185 0fa0f07 0fa5ab0 
0f9e8e3 0f94374 0fa5427 0f9e1a1 0fa2d5a 
0f9dc86 0f93610 0fa472c 0f9d4b3 0fa204e 
0fa1f2e 0f9796e 0fa8a34 0fa17ac 0fa636e 
0f9c010 0f91a2f 0fa2afd 0f9b884 0fa041b 
0fa1710 0f9708d 0fa8191 0fa0f32 0fa5ac8 
0f9e8d8 0f94358 0fa5403 0f9e196 0fa2d3c 
0f9dbbe 0f93534 0fa4659 0f9d40c 0fa1f74 
0fa1f1e 0f97951 0fa8a23 0fa17c7 0fa6362 
0f9bfcd 0f919e7 0fa2ad9 0f9b87d 0fa03e2 
0fa1713 0f9709a 0fa81ba 0fa0f6e 0fa5ae0 
0f9e8e7 0f94371 0fa543c 0f9e1ce 0fa2d43 
0f9db07 0f9347c 0fa45b7 0f9d364 0fa1eb6 
0fa1e7a 0f97895 0fa897f 0fa171b 0fa62a9 
0f9bf2d 0f91938 0fa2a2b 0f9b7c6 0fa032a 
0fa15ab 0f96f2a 0fa8057 0fa0df7 0fa595b 
0f9e91c 0f943ab 0fa546f 0f9e1f3 0fa2d6c 
0f9dc47 0f935c7 0fa46f6 0f9d48a 0fa1fe8 
0fa207a 0f97ab8 0fa8b8c 0fa190b 0fa64a0 
0f9c152 0f91b7f 0fa2c6e 0f9b9f7 0fa0556 
0fa181f 0f971be 0fa82d2 0fa1067 0fa5bd2 
0f9ec16 0f946ba 0fa575a 0f9e4dd 0fa3063 
0f9ddc8 0f9375e 0fa486c 0f9d606 0fa2153 
0fa21e9 0f97c2a 0fa8cf1 0fa1a7a 0fa65fd 
0f9c343 0f91d68 0fa2e34 0f9bbb2 0fa0722 
0fa18e8 0f97277 0fa836e 0fa10ef 0fa5c80 
0f9eecd 0f9494e 0fa59e9 0f9e76e 0fa32e9 
