0f7ecca 0f1ad7e 00162cf 0ff4d61 0f19ce6 
0fcd9a8 0fbf51a 0ffe3bb 002569d 0fbff97 
0fd70a8 0fc8ab4 001c9b8 001e745 0fc9b00 
0fd280c 0fc498b 0ffa112 00204c4 0fc4e07 
0fd272b 0fc442a 00130db 0021f0d 0fc5298 
0fd8da3 0fcae9e 000ef20 001b51a 0fcb73c 
0fd0225 0fc21d5 0ffbe4d 0022861 0fc2b2e 
0fd9327 0fcb016 001a26f 001bf34 0fcbf56 
0fd4842 0fc6b73 0ff8751 001e0e9 0fc6ef5 
0fd430a 0fc616c 001101c 001ffc9 0fc6e9c 
0fda36f 0fcc6de 000ccf5 0019c12 0fccd0d 
0fd1358 0fc3720 0ff979c 0021464 0fc3c31 
0fd9f64 0fcc152 001902e 001b066 0fccc50 
0fd4cd0 0fc75ee 0ff6377 001d7db 0fc760f 
0fd421d 0fc6554 000f39c 001fd00 0fc6fdd 
0fd9ebf 0fcc4ea 000b50d 0019e7d 0fcc9f8 
0fd089a 0fc2b08 0ff719f 0021f00 0fc3000 
0fd8e6b 0fcad2c 0018f3b 001c20c 0fcb799 
0fd374c 0fc5cc3 0ff3fdd 001eff9 0fc5a58 
0fd23ab 0fc43d3 000de89 0020a74 0fc4a7e 
0fd7d53 0fca181 000ac1d 0003503 0fca0e1 
0fce258 0fc03d9 0ff6ef4 0022c7f 0fc0432 
0fd68c9 0fc854b 001ade6 0fe095b 0fc8ac3 
0fd129f 0fc3557 0ff6b10 0fd8e5d 0fc2f05 
0fcfc1c 0fc18dd 0010c42 0fd312e 0fc1cb7 
0fd51dd 0fc6f12 000e0a3 0fd46e5 0fc6f90 
0fcadb9 0fbca0c 0ff90f6 0fd0d7e 0fbca57 
0fd2aa9 0fc4649 001a297 0fcd688 0fc4b10 
0fccc12 0fbed7a 0ff290b 0fcc5c1 0fbe40d 
0fca908 0fbc171 000b3dc 0fcb778 0fbc0d6 
0fcf261 0fc0923 0004a76 0fdc93c 0fc0390 
0fc32a1 0fb3b3f 0fecadb 002fa66 0fb425d 
0fcb594 0fbd978 001d572 000c7ff 0fbdc77 
0fc5c50 0fb76db 0ff4d37 001a8e4 0fb7b4c 
0fc3a81 0fb484f 0010693 00316f3 0fb520c 
0fc8c6a 0fb97b9 000d198 002c88c 0fb9efe 
0fbe5c3 0faf539 0ff85a3 00350c8 0fafcec 
0fc56b4 0fb6ee3 001d888 0030319 0fb73f8 
0fbfab3 0fb13ed 0ffac7d 0033ad6 0fb1131 
0fbe211 0faf0dd 0018ccf 0037266 0fafcf9 
0fc3e19 0fb5297 0012551 0031617 0fb575f 
0fb9d57 0fab2ec 0ffb470 0039a6f 0fabbc4 
0fc1a1c 0fb32ca 001ee4f 0ffe913 0fb3d28 
0fbc5c8 0fae312 0ff893f 00006ac 0fae0ad 
0fb9ee7 0fab836 000f9cd 00275d9 0fabe72 
0fbe116 0fb0378 000b460 0036361 0fb0265 
0fb3a52 0fa5d75 0ff7a12 003f15a 0fa5c5e 
0fbc133 0fadd46 001c030 003939c 0fae88c 
0fb7c6b 0fa99f7 0ff69c4 003b123 0faa045 
0fb71cd 0fa88f3 001013d 003d4e0 0fa9a4b 
0fbe195 0fafb04 000e979 0036660 0fb082d 
0fb5ec7 0fa7610 0ffb697 003d296 0fa8329 
0fbfb29 0fb1036 0020121 001a0a2 0fb20f8 
0fbc90a 0fae4fb 0ffae8a 0004bde 0fae860 
0fbc37b 0fada1f 0012873 001b28e 0fae829 
0fc3271 0fb4de0 00117a2 0027234 0fb5795 
0fbb1fb 0facd19 0ffc70f 00381b1 0fad687 
0fc4998 0fb6184 001f5c7 0011caa 0fb722c 
0fc0eee 0fb2cb8 0ff99d9 002e019 0fb32c6 
0fc0643 0fb1efb 0011cea 0033f65 0fb2f6d 
0fc7848 0fb93e2 00105d1 0028807 0fb9eed 
0fbf28d 0fb0d32 0ffbe9f 0033fcd 0fb17b9 
0fc843f 0fb9c7d 001f45e 0020bfd 0fbacbc 
0fc49c9 0fb668b 0ffa652 002d9dd 0fb6d1e 
0fc3ef3 0fb5748 001180f 0030b55 0fb65f5 
0fcae4e 0fbca45 000fcac 0029d26 0fbd2ee 
0fc246a 0fb406c 0ffa77b 0030df1 0fb4787 
0fcb32a 0fbcabd 001f1a7 002a818 0fbda85 
0fc7a8d 0fb986a 0ff9ffa 002b917 0fb9d99 
0fc7463 0fb8c13 00117c8 002d655 0fb9b60 
0fcefe1 0fc0bf7 0010bd7 0022f17 0fc15d7 
0fc6f60 0fb8b32 0ff9f88 0023d0d 0fb9498 
0fd0135 0fc1a16 001ccf4 0fda7b7 0fc2a0f 
0fcc3f5 0fbe1a6 0ff5e4e 000f14e 0fbe7e5 
0fcb5cf 0fbcd30 000d522 001b778 0fbde18 
0fd285c 0fc44b7 000cbf1 0fedf5d 0fc4fac 
0fc9902 0fbb5cb 0ff4eee 0027b82 0fbbfbe 
0fd2257 0fc3ca2 0017fdc 0ff12f5 0fc4d34 
0fce312 0fc06c0 0ff2676 000a378 0fc09ee 
0fccc47 0fbea5a 0007493 0ff6b28 0fbf65c 
0fd353d 0fc5728 000597d 0fdc978 0fc5d40 
0fc9cd1 0fbc0a8 0fee263 001863d 0fbc30b 
0fd1a44 0fc3c3c 00129d0 0ff211d 0fc4523 
0fcd11a 0fbfa4f 0fed0fc 001aaa0 0fbf7bc 
0fcb096 0fbd43c 00048c5 002731f 0fbdb11 
0fd162a 0fc3c62 0005247 0015ce9 0fc3eec 
0fc7b27 0fba164 0feed55 002a809 0fba268 
0fcf689 0fc204c 001520d 0025056 0fc22b3 
0fcaf64 0fbdbd7 0fef753 00276ce 0fbd512 
0fc8c6e 0fbb2ad 000564b 002b05f 0fbb5d8 
0fcf28d 0fc1852 00048ce 0024e27 0fc1959 
0fc54f6 0fb7d51 0fedc67 002d013 0fb7b28 
0fccf79 0fbf39e 001223e 0027c26 0fbfbb9 
0fc893b 0fbb418 0fece49 0029a04 0fbb267 
0fc6257 0fb8912 0003c19 002d570 0fb90f0 
0fcc8f9 0fbf437 0005324 00271a7 0fbf58b 
0fc2cba 0fb5735 0feeac8 002f27a 0fb5795 
0fcaa7b 0fbcef8 001422b 00119a7 0fbd84f 
0fc639b 0fb8ad0 0fee722 0028500 0fb8af9 
0fc3932 0fb59bc 00045db 002fdab 0fb646c 
0fc9f24 0fbc347 0006ad7 0029d6e 0fbc9e9 
0fc041c 0fb2cf5 0ff17b5 0031d1c 0fb2ea8 
0fc82a9 0fba9b6 00166fc 002a987 0fbb31e 
0fc421a 0fb6d54 0ff23b9 002e067 0fb6bd9 
0fc185c 0fb3d1b 0009c55 00323ee 0fb459a 
0fc84a1 0fbac45 000c7ac 002bcfe 0fbae11 
0fbe6c9 0fb0ce3 0ff64fa 0033ec0 0fb109b 
0fc61f6 0fb856d 001c3c0 002ed88 0fb8e6c 
0fc1ccb 0fb4523 0ff57aa 0030ae9 0fb4460 
0fbf060 0fb165c 0009ec1 0034a8b 0fb1e89 
0fc53a9 0fb803a 0009a3e 002e951 0fb8163 
0fbae29 0fad8d1 0ff2507 00372bf 0fada3e 
0fc27b3 0fb4f6c 001a94b 0032327 0fb5876 
0fbedcf 0fb1ab1 0ff6d55 0033932 0fb187c 
0fbc3b4 0fae975 000ce95 0037737 0faf3b8 
0fc39d5 0fb62c3 0011b5f 002e508 0fb6850 
0fb9ff1 0fac9c7 0ff73c9 0038246 0faceef 
0fc24ca 0fb48b9 001dc27 00326dc 0fb5887 
0fbf394 0fb1bff 0ff91d4 00331a1 0fb2196 
0fbd333 0faf798 000b4c2 003650b 0fb05ae 
0fc552f 0fb7c66 000df68 002b1d5 0fb83dd 
0fbca6a 0faf278 0ff418b 003567a 0faf5de 
0fc507e 0fb709e 0017c13 00136c4 0fb7f29 
0fc1fc0 0fb45fe 0ff4d49 002c92c 0fb4a4b 
0fbfdbb 0fb1daa 000b966 0033ded 0fb2bfe 
0fc753b 0fb97f8 000f63c 002ca6f 0fba1c0 
0fbe08b 0fb044a 0ff4867 003432d 0fb0ae4 
0fc61c5 0fb7f54 0019a68 002d56e 0fb904e 
0fc30f0 0fb531b 0ff62b7 002f65a 0fb5b15 
0fc0f55 0fb2c72 0009b6f 0032caf 0fb3d63 
0fc8bd5 0fbac5c 000ca11 002b23a 0fbb949 
0fbfed6 0fb2066 0ff357f 0032574 0fb2b6b 
0fc83e2 0fba0a8 0018fd9 002c99b 0fbb526 
0fc5bf6 0fb7c10 0ff65ae 002ce27 0fb879a 
0fc3e58 0fb593d 000acb5 002ffda 0fb6dd6 
0fcc1ea 0fbdfad 000f6b7 0028469 0fbef76 
0fc3923 0fb559a 0ff587d 002f04d 0fb63a0 
0fcbe79 0fbd5d6 001af20 0029520 0fbec89 
0fc9912 0fbb6b1 0ff73ec 00295ad 0fbc213 
0fc7b26 0fb951b 000a1b7 002c55e 0fba7ef 
0fd0022 0fc1d5b 000e29b 0020e5a 0fc2b87 
0fc783e 0fb960b 0ff4869 002b231 0fba1ed 
0fcfe0c 0fc1826 001a3b9 00212df 0fc2b4b 
0fcd821 0fbf815 0ff6cae 0024f12 0fc00c1 
0fcb7bf 0fbd2b5 000ac6c 00288a3 0fbe581 
0fd3b17 0fc58ea 000fc1b 0020c89 0fc67d7 
0fcb0a0 0fbcfd8 0ff4b66 00277a4 0fbdc0a 
0fd368a 0fc522d 0019e72 002199d 0fc66dc 
0fd11ea 0fc35c4 0ff6f0b 00217b5 0fc3e78 
0fcef69 0fc0fc5 0009721 0024acf 0fc211d 
0fd75cc 0fc99c7 000f537 001cc81 0fca6f7 
0fced81 0fc13fc 0ff3f2d 0023620 0fc1c92 
0fd727e 0fc94bb 0018b0c 001dcc8 0fca490 
0fd4d41 0fc7382 0ff5f1d 001e033 0fc77d1 
0fd2540 0fc462b 00082d5 002190b 0fc5417 
0fda5e0 0fcc9e9 000dde8 001890d 0fcd33e 
0fd182c 0fc3da1 0ff1a0a 002082a 0fc4142 
0fd9837 0fcb8ac 0016699 0fe6ab5 0fcc47b 
0fd687f 0fc922d 0ff2edd 0fe7a60 0fc904f 
0fd3cbd 0fc5ee9 00055bd 0fe3243 0fc6815 
0fdbab9 0fcdcef 000bb36 0fda9a3 0fce1cc 
0fd23d4 0fc42c1 0fee874 0fd60fb 0fc442d 
0fd9447 0fcae4f 0012d9b 0fd7cc1 0fcb4df 
0fd5f64 0fc80a0 0ff49d9 0fdfcc7 0fc7c1d 
0fd20a4 0fc3b03 0006ede 00037ee 0fc3fe4 
0fd8f7d 0fcaecb 000f522 0fdfa47 0fcb437 
0fce83a 0fc0f53 0ff514c 000087c 0fc1236 
0fd49df 0fc6bdd 001c86f 0ff70fe 0fc7af6 
0fd1451 0fc336c 0ffdb19 001fbfa 0fc3dfe 
0fce496 0fbf9c3 000b43f 0000e95 0fc158c 
0fd68d8 0fc7c27 000b858 0fd4564 0fc94e1 
0fcda8a 0fbeff0 0fefebb 0fc9db4 0fbfb9b 
0fd247e 0fc40ba 001e676 0fdbadf 0fc51ab 
0fccd96 0fbf07f 000399e 0025110 0fbf5a9 
0fc88d6 0fb9f0a 0014326 002ba74 0fba2a6 
0fcfe1a 0fc166e 00180cf 0025992 0fc164b 
0fc644b 0fb7aa6 0ffa645 002cfea 0fb833c 
0fccf07 0fbec5c 0020570 0028af6 0fbf867 
0fc9a2d 0fbc3eb 0000c47 0029a91 0fbc081 
0fc5735 0fb7a34 000edc1 002e760 0fb80f6 
0fcc0e0 0fbe793 00107c4 0028141 0fbecc5 
0fc1e18 0fb43f2 0ff4044 00302ec 0fb48e3 
0fc8b64 0fbabef 001b8cd 002c06d 0fbbe1d 
0fc5c44 0fb82f7 0ff9953 002cb7c 0fb8c51 
0fc2619 0fb45c5 000a7fc 0031298 0fb57af 
0fca645 0fbc694 0011908 0029fd2 0fbd452 
0fc1690 0fb387a 0ff5d87 003122e 0fb4113 
0fc92ff 0fbb1d3 001c187 002bfff 0fbc1b9 
0fc79bf 0fb9997 0ffb24f 002b812 0fba0ab 
0fc52db 0fb6bac 000b9ac 002ee86 0fb7d3b 
0fcdc1b 0fbf670 0013ef1 0026eac 0fc06c4 
0fc588c 0fb7662 0ff7cf0 002d2ab 0fb805d 
0fcdeae 0fbfac2 001d0a1 00274dd 0fc0bed 
0fccc9a 0fbf058 0ffae94 00262ea 0fbf7dd 
0fcaefc 0fbc8a9 000bc3f 00294f9 0fbd712 
0fd3d4d 0fc55e5 0013d81 00213cd 0fc6368 
0fcb9a9 0fbd4aa 0ff70a3 0027700 0fbde2b 
0fd3f31 0fc51ef 001c053 0021c90 0fc66f5 
0fd2ecd 0fc45f4 0ffbaa8 0020a89 0fc51f2 
0fd07df 0fc1d26 000ad5a 0023e50 0fc30e1 
0fd95a0 0fcaf2f 0012fbd 001bbc6 0fcbdb1 
0fd1452 0fc2e3b 0ff6bb7 0021ca6 0fc3921 
0fd9564 0fcab6f 0018a0d 001c3ad 0fcbe4b 
0fd84cb 0fca017 0ff990b 001afc8 0fca74c 
0fd600b 0fc74ad 0008336 001e44f 0fc8426 
0fdefd7 0fd0370 000ff95 001633d 0fd1283 
0fd6930 0fc7f5d 0ff4e51 001c82a 0fc8a32 
0fde442 0fcf859 0014e46 001766f 0fd0b99 
0fdcf5a 0fcea49 0ffafc8 0016860 0fcf30e 
0fda23b 0fcb964 0009171 001a413 0fcca7d 
0fe2b60 0fd4495 000e0d9 001277b 0fd52f5 
0fda049 0fcbb86 0ff4ccb 0018fa4 0fcc69f 
0fe14d5 0fd2d0b 00122a9 0013fd8 0fd41d0 
0fdf9fa 0fd170d 0ff8ce1 0013825 0fd2200 
0fdc281 0fcdb0f 00054de 0017cd5 0fceed7 
0fe430e 0fd5ed7 000b59d 000bdc7 0fd6f7e 
0fdaf6f 0fccdee 0ff0bc0 00177dc 0fcdad6 
0fe1c6c 0fd386a 0010969 000380d 0fd4db2 
0fdfac4 0fd1ce0 0ff5995 00094de 0fd28d5 
0fdbac1 0fcd990 0001dba 0007323 0fced08 
0fe354b 0fd5709 0009973 0fea236 0fd6731 
0fd9bff 0fcbf0b 0fec0f3 0ffc531 0fccbd6 
0fe00ec 0fd1f87 0010158 0fe6b75 0fd3516 
0fdda06 0fcfe63 0ff1794 0fe983f 0fd088b 
0fce33d 0fc0419 0fe7525 0023737 0fc1cba 
0fcf4ba 0fc10c2 000621e 0024461 0fc32c6 
0fd3e26 0fc5e39 0ffb394 001e98b 0fc7974 
0fcb627 0fbd4bc 0fee6ea 0026a04 0fbf1a0 
0fd47d3 0fc64f2 000e152 001ed7e 0fc85f4 
0fce400 0fc04fb 0fe7aa9 00236a8 0fc1d99 
0fcf389 0fc0fa0 0005f03 0024552 0fc31a4 
0fd3e18 0fc5e37 0ffb50c 001eb54 0fc7975 
0fcb4c8 0fbd341 0fedf8f 0026b0d 0fbf03b 
0fd4750 0fc6449 000dbaf 001f217 0fc857d 
0fce3fb 0fc04fe 0fe7168 0023615 0fc1dc7 
0fcf140 0fc0d7c 000557c 00246e9 0fc2fc2 
0fd3dc1 0fc5de1 0ffb277 001ea0c 0fc798a 
0fcb407 0fbd2bd 0fed864 0026b70 0fbefdf 
0fd44ad 0fc61db 000d78d 001e470 0fc8351 
0fce346 0fc04e4 0fe70c7 00236b7 0fc1d6b 
0fceeea 0fc0b7e 000503f 00248b4 0fc2dbe 
0fd3ddd 0fc5e84 0ffb673 001e735 0fc7a1f 
0fcb37e 0fbd2d8 0fed56f 0026b53 0fbefd5 
0fd445b 0fc6234 000db86 001f1c6 0fc8396 
0fce48c 0fc0690 0fe7691 002355c 0fc1f87 
0fcefbf 0fc0d1b 0004eb2 0024651 0fc2f64 
0fd4017 0fc6162 0ffba68 001dc85 0fc7d3c 
0fcb725 0fbd71d 0fed535 0026710 0fbf43c 
0fd4982 0fc67d2 000de5a 001eae2 0fc895d 
0fced7f 0fc0f9d 0fe7cce 0022c90 0fc2899 
0fcf8e8 0fc1600 0005682 0023f5d 0fc382a 
0fd4e3d 0fc6ee4 0ffce68 001e3b6 0fc8a86 
0fcc73b 0fbe63a 0fee151 002587b 0fc0303 
0fd5b96 0fc798b 000f071 001e8ec 0fc9a40 
0fd0355 0fc25d5 0fe8aec 002181b 0fc3d5c 
0fd0de2 0fc2bdd 000597f 00229c9 0fc4c7b 
0fd63b5 0fc8587 0ffcec4 001bbd2 0fc9ff1 
0fcdbb8 0fbfc50 0fed87a 002430a 0fc1796 
0fd6f1a 0fc8e18 000e2cb 00150e3 0fcad72 
0fd176c 0fc3a44 0fe7cce 002002e 0fc50cd 
0fd1f5d 0fc3cd3 00048d7 0021868 0fc5d18 
0fd7704 0fc97ea 0ffcb38 001b6c6 0fcb1da 
0fcee07 0fc0dca 0fed035 002320a 0fc2845 
0fd81de 0fc9f86 000e4a9 001bf28 0fcbf5b 
0fd2e0a 0fc4fec 0fe89c1 001ef20 0fc6709 
0fd39fd 0fc5769 00054b1 001fea0 0fc7731 
0fd97a3 0fcb9e5 0ffd976 00186c9 0fcd2a1 
0fd11db 0fc3458 0fed058 0020f3e 0fc4cc8 
0fda838 0fcc9df 000dc3f 0018ea1 0fce5dc 
0fd5525 0fc7a35 0fe77e4 001c7da 0fc8d8b 
0fd59c7 0fc7ac4 0003462 001df18 0fc9713 
0fdb20a 0fcd673 0ffd41c 001822f 0fced49 
0fd25ef 0fc49c3 0fecebe 001fb0c 0fc604a 
0fdb401 0fcd5d2 000edb6 00191ed 0fcf1da 
0fd5a72 0fc8138 0fe8054 001c1d2 0fc9349 
0fd58ae 0fc7b96 00039ba 00123b2 0fc95da 
0fdad21 0fcd246 0ffba58 0feb0c8 0fce5cc 
0fd18d7 0fc3a80 0fe8c94 000c16a 0fc4da9 
0fda110 0fcbcd2 000b126 0fe1278 0fcd816 
0fd41c8 0fc6125 0fe441b 0fe84e0 0fc7342 
0fd3637 0fc50c3 0ffdbc8 0fe0b65 0fc6bb2 
0fd828b 0fca599 0ff5eaa 0fe3392 0fcb93c 
0fce7b4 0fc0762 0fe3e9f 001ace0 0fc2030 
0fd6b02 0fc86fd 0006186 0fee036 0fca72d 
0fd0c56 0fc2ed3 0fe502e 001dd65 0fc44e8 
0fcfb98 0fc1cf9 0ffcdb4 00231ea 0fc38ff 
0fd4de6 0fc7bb0 0ff6419 001d79e 0fc8b50 
0fcb89b 0fbe675 0fe86f7 00256a4 0fbf800 
0fd4cb4 0fc695b 000f13d 001f674 0fc8708 
0fd0474 0fc1e4d 0fefcd6 0022468 0fc35fc 
0fcfc11 0fc0db1 0008940 0024816 0fc2eaf 
0fd51e1 0fc6675 000465d 001efe9 0fc8491 
0fcc55d 0fbdda9 0ff1e7a 002136b 0fbf977 
0fd3aad 0fc5459 0012080 0014ff4 0fc7326 
0fcc035 0fbe221 0fea5bc 0025fc4 0fbf706 
0fcaaee 0fbc57e 000892a 0029560 0fbe5c3 
0fd021e 0fc20c1 000159b 002386d 0fc39dc 
0fc6b32 0fb8bb7 0fea60f 002b214 0fba279 
0fcedda 0fc0b75 000e207 00258b9 0fc2868 
0fc984b 0fbb813 0fea338 0028969 0fbcceb 
0fc920e 0fbaa40 0006396 002ab94 0fbcb9c 
0fcf27a 0fc1092 0001a09 00248d1 0fc2a5e 
0fc6b53 0fb8a03 0fef672 002b924 0fba3c8 
0fd00a2 0fc1d5d 0012a46 0024b97 0fc3ccd 
0fcbfb6 0fbe00f 0feed7c 002668d 0fbf7b0 
0fccb57 0fbe7b4 000995f 002769d 0fc07bb 
0fd3dff 0fc5e6c 000408a 001e87a 0fc78e9 
0fcc27e 0fbe0d7 0ff11ee 00265d3 0fbfba5 
0fd5cb4 0fc789b 00144a5 001f284 0fc9b70 
0fd203e 0fc3e4c 0fee7cd 00206c8 0fc5927 
0fd29da 0fc4361 0007980 0021699 0fc6615 
0fd9904 0fcb659 000304e 001a4ae 0fcd345 
0fd1855 0fc362b 0fef7a7 0020de4 0fc51b3 
0fdad26 0fcc939 0011854 0019e14 0fceab7 
0fd6d73 0fc8e05 0fec67a 001b632 0fca6d4 
0fd7138 0fc8d94 0006011 001bf43 0fcae33 
0fddc7d 0fcfcd0 00018dc 0010463 0fd1790 
0fd54f3 0fc7562 0fec8eb 001cd5c 0fc8fa8 
0fde64f 0fd0542 000f939 00162d1 0fd2516 
0fda40e 0fcc7a9 0fec0c7 0017e9c 0fcdeb9 
0fda151 0fcc0bf 0003f76 00199d9 0fce025 
0fe0cdf 0fd2f57 0000a85 0012c39 0fd49a8 
0fd8325 0fca41f 0feac59 0019df0 0fcbec4 
0fe10a9 0fd2ebb 000d67f 0013676 0fd4f9a 
0fdcb1c 0fced4f 0feb4db 0015535 0fd05a0 
0fdc0f7 0fcdef3 00008d7 00175b9 0fd002a 
0fe2770 0fd48d3 0ffeeff 000e528 0fd6572 
0fd98c7 0fcba2d 0fea23d 001833b 0fcd74e 
0fe1fca 0fd3f7b 000bcbc 0ff39ed 0fd632e 
0fdd5d5 0fcfbd4 0feb9a3 000da30 0fd162f 
0fdc10d 0fce45a 0ffef4c 0002ff7 0fd071a 
0fe21cb 0fd49ca 0ffda73 0fec134 0fd67e9 
0fd86a0 0fcb066 0fe8ba6 000ff21 0fcccc6 
0fe0027 0fd2807 0009c23 0ff5c32 0fd48f2 
0fdab54 0fcd62c 0fe9152 00161f6 0fced26 
0fd8af7 0fcafb0 0ffb902 001a17c 0fccf16 
0fde02c 0fd06e7 0ffa283 0014c09 0fd21d5 
0fd3e0f 0fc6324 0fe5299 001d6b6 0fc7dcd 
0fdb207 0fcd30b 0006498 0018824 0fcf3fc 
0fd597d 0fc7f4a 0fe40bc 001ba11 0fc95d1 
0fd334b 0fc57e9 0ff87bd 001f84f 0fc71d7 
0fd889c 0fcaebc 0ff8bf8 001a5af 0fcc63c 
0fce19f 0fc08d5 0fe2589 002341a 0fc1d3f 
0fd55b5 0fc7927 0007f4a 001e9c2 0fc93b9 
0fd004f 0fc2991 0fe3b9e 0021ab4 0fc37c6 
0fcd620 0fbf95a 0ffae6e 0025e87 0fc0f16 
0fd2cbd 0fc52e0 0ffb74d 0020a84 0fc6446 
0fc8552 0fbaa80 0fe5213 00296d1 0fbbcb8 
0fcf909 0fc1a38 0008537 0024a76 0fc3330 
0fca660 0fbcaa7 0fe3882 00275cf 0fbdb91 
0fc7e79 0fba10c 0ffb001 002b28c 0fbb8e0 
0fcdc39 0fc0197 0ffaf50 0025762 0fc163f 
0fc3b4e 0fb620b 0fe3cb9 002db36 0fb7615 
0fcb291 0fbda53 0006e30 002882a 0fbf3a6 
0fc6401 0fb8f41 0fe08e8 002affb 0fb9fd2 
0fc3fd2 0fb6185 0ff714f 002ef94 0fb7a2f 
0fca36e 0fbc80d 0ff6b3d 0028f35 0fbdbf4 
0fbff74 0fb253d 0fe038d 00317fe 0fb3952 
0fc787b 0fb9b75 0006b0c 002c848 0fbb79e 
0fc3075 0fb5844 0fe4567 002eaac 0fb6c0e 
0fc0ca6 0fb30e7 0ffc3dc 003239b 0fb4d9f 
0fc761f 0fba161 0ffeff1 002bbd9 0fbb741 
0fbd9f7 0fb024f 0fe6d09 00339cb 0fb1a3f 
0fc5820 0fb7db2 000b222 002e395 0fb9c0f 
0fc14df 0fb3e96 0fe8216 003053d 0fb54cb 
0fbf021 0fb12f8 0ffdb9b 0034020 0fb328f 
0fc5bd9 0fb8004 0ffed2e 002d9b9 0fb9c47 
0fbbe41 0faddfd 0fe7dad 0035d30 0fafe0c 
0fc3950 0fb5356 000db5f 003096e 0fb7e76 
0fbf61a 0fb1834 0fec6ef 00325fb 0fb3953 
0fbd920 0faf6c4 0004262 0035e8b 0fb1d04 
0fc5467 0fb74cf 0008b2a 002eaad 0fb9453 
0fbc9e0 0faebe5 0ff016a 00354c0 0fb0845 
0fc4f0d 0fb7207 0013d59 0011028 0fb9358 
0fc18b2 0fb42d0 0fed92e 002c63d 0fb59ef 
0fbfe27 0fb21ab 0003028 00332ec 0fb4304 
0fc7a1b 0fb9f82 00042d5 002bbc7 0fbbd4f 
0fbeeb1 0fb119f 0febb80 0032bf8 0fb2e39 
0fc7a3f 0fb9aa7 0011658 002ca19 0fbbd5f 
0fc5453 0fb7885 0fedad9 002c945 0fb93d3 
0fc3ddb 0fb5e7f 0001ceb 002f0ef 0fb84fc 
0fcbeb0 0fbe439 0004cde 0027574 0fc0953 
0fc3841 0fb5e41 0febb24 002deb6 0fb82f3 
0fcc5ac 0fbea31 001108f 001be41 0fc14fc 
0fc9d14 0fbcd19 0fed53e 001f567 0fbe7f1 
0fc810e 0fbafb5 0ffe882 0ffd809 0fbcf68 
0fcfbe0 0fc2dee 0ffff90 0fdca48 0fc44fd 
0fc6d17 0fb9cdd 0fe8418 001f88d 0fbb159 
0fce830 0fc1091 000fa5b 0025ff5 0fc2f99 
0fcbdcf 0fbe5ed 0fecf2a 0026708 0fbff73 
0fc9c8d 0fbc1cb 0ffe61a 00297db 0fbe134 
0fd1740 0fc3f27 00001b2 002214f 0fc5851 
0fc873d 0fbad82 0fe7dcc 0029426 0fbc863 
0fd0975 0fc2d2f 000dc87 0023908 0fc4f6d 
0fcded0 0fc0893 0fe946a 0023dfa 0fc1f63 
0fcb9cd 0fbe018 0ffae8a 0027455 0fbfd38 
0fd32e1 0fc5c5d 0ffce39 001ff4c 0fc7539 
0fc9f73 0fbc838 0fe26c0 00274c3 0fbde18 
0fd188d 0fc3f3e 0007ef2 0022296 0fc5e2e 
0fce66e 0fc1159 0fe6872 00231cb 0fc2852 
0fcb6a3 0fbdd73 0ff9e37 0027399 0fbfcfa 
0fd2996 0fc5449 0ffe767 002081f 0fc6f39 
0fc8e49 0fbba4e 0fe47c7 00284b8 0fbd350 
0fd03ce 0fc2d41 00099ee 0023750 0fc4cf2 
0fcce10 0fbfd0b 0fe6afe 002484a 0fc1229 
0fc9bd4 0fbc527 0ff9be3 0028ccf 0fbe27e 
0fd0f20 0fc3753 0ffe9d7 0022400 0fc51d2 
0fc7092 0fb9791 0fe3ee5 002a4bc 0fbb06e 
0fce1d2 0fc061c 0009f3a 0025db5 0fc24dd 
0fcab63 0fbd3cf 0fe7cf6 00271af 0fbe900 
0fc74a7 0fb9878 0ffa9e3 002b986 0fbb620 
0fce793 0fc0d48 00000e2 0024e75 0fc2961 
0fc4a31 0fb71b4 0fe5959 002cc62 0fb8ab9 
0fcbcaa 0fbe48a 000cc64 002669c 0fc0251 
0fc8976 0fbb8bf 0fea5a1 002887e 0fbcb55 
0fc534a 0fb7fa1 0ffd804 002b523 0fb9992 
0fccb68 0fbfaf3 00029f3 000a8bf 0fc0ee4 
0fc3290 0fb60aa 0fe7ea0 002aeac 0fb72a4 
0fcaa5d 0fbd881 000e08e 0fdc7e3 0fbee3a 
0fc79d6 0fba9cb 0fea1b7 0ff3ca1 0fbb9a7 
0fc4107 0fb6caa 0ffb9c3 0009811 0fb85f6 
0fcb4a8 0fbe372 0ffff91 0fed8f7 0fbf945 
0fc1824 0fb47a7 0fe30a5 002ebb4 0fb5a30 
0fc8f98 0fbb845 000be69 000eeba 0fbd4a4 
0fc645a 0fb89b7 0fe77eb 002ab14 0fba19b 
0fc3c8c 0fb535d 0ffc893 0ff4c4d 0fb7910 
0fcb84f 0fbd20a 0005500 0fd312d 0fbf2c7 
0fc17b8 0fb3169 0fe96ba 0026c6e 0fb4fcb 
0fc8656 0fba48c 00107d5 002b7e9 0fbc337 
0fc5a6f 0fb7cf6 0ff18b8 002cbd9 0fb9425 
0fc21d2 0fb3b73 00027e8 0031791 0fb5d3c 
0fc9ab5 0fbb269 0007a27 002aaea 0fbd1b7 
0fc047e 0fb1e35 0fedbdc 0032229 0fb3995 
0fc7983 0fb988b 00129c5 002d04e 0fbb687 
0fc55ac 0fb8125 0fef1d7 002ca3b 0fb9444 
