0f7bef0 0f7217c 0f8171a 0f86173 0f78a66 
0fb195b 0fa7b45 0fb6697 0fbfd08 0fae703 
0fad37d 0fa34b9 0fb215a 0fbafee 0fa9c9c 
0fb3983 0fa9d34 0fb8772 0fbeaf2 0fb05e7 
0fabfe2 0fa2124 0fb0ce3 0fbbbe5 0fa8d4a 
0fb08eb 0fa6c25 0fb558f 0fbb2f8 0fad23e 
0faf9bf 0fa5bd0 0fb45b3 0fbd1f4 0fac7da 
0fab60d 0fa17b0 0fb0236 0fb8532 0fa7f4d 
0fb2116 0fa84e7 0fb6d4d 0fbbebd 0faec8c 
0faad4b 0fa0e92 0faf955 0fb8f21 0fa793b 
0fafad9 0fa5e71 0fb4708 0fb9027 0fac2da 
0faeb2c 0fa4de3 0fb36cc 0fbba04 0fab81a 
0faa48a 0fa0651 0faf01d 0fb7449 0fa6ce2 
0fb04cc 0fa686f 0fb508a 0fbad06 0facf3a 
0fa8127 0f9e219 0faccc8 0fb76db 0fa4cad 
0fabe0f 0fa20ff 0fb09ee 0fb671b 0fa861c 
0faa4af 0fa0656 0faf09d 0fb808b 0fa7237 
0fa5bb9 0f9bd08 0faa833 0fb31ae 0fa24b8 
0fabdee 0fa21c4 0fb0ac6 0fb6c2e 0fa88b3 
0fa4508 0f9a669 0fa91c7 0fb4066 0fa10cb 
0fa8c09 0f9efbf 0fad8fe 0fb3c7e 0fa53ee 
0fa78aa 0f9dbb3 0fac57b 0fb5f4e 0fa4580 
0fa3227 0f994a5 0fa7f1a 0fb14a9 0f9fa5e 
0fa956d 0f9fa20 0fae24c 0fb4bbd 0fa5f60 
0fa1dfc 0f97fe9 0fa6abf 0fb1952 0f9e8bd 
0fa65a8 0f9c9a4 0fab2a2 0fb114d 0fa2c4e 
0fa5810 0f9bb1a 0faa4ec 0fb377c 0fa2406 
0fa1b12 0f97d3e 0fa67f4 0faf77e 0f9e28c 
0fa8927 0f9ed58 0fad5fe 0fb3c15 0fa528a 
0fa1b5c 0f97d12 0fa682b 0fb160b 0f9e592 
0fa6cab 0f9d08c 0fab99a 0fb19c7 0fa32cf 
0fa6b83 0f9ce80 0fab800 0fb4998 0fa3677 
0fa36ea 0f99935 0fa835d 0fb10b6 0f9fd41 
0faad3b 0fa11d1 0faf9a6 0fb5a08 0fa758f 
0fa475b 0f9a96a 0fa9373 0fb3bac 0fa1091 
0fa9dca 0fa01f8 0fae9d4 0fb4432 0fa62e8 
0faa325 0fa0692 0faeee8 0fb7904 0fa6d20 
0fa7034 0f9d2e6 0fabc09 0fb4342 0fa358b 
0faea3b 0fa4f2b 0fb3645 0fb9041 0fab166 
0fa86a8 0f9e8f2 0fad2b4 0fb7720 0fa4eef 
0fadc4a 0fa404b 0fb289c 0fb8226 0faa11c 
0fae305 0fa4636 0fb2f5d 0fbb873 0faad34 
0faade9 0fa1025 0fafa51 0fb8351 0fa73b4 
0fb2675 0fa8adf 0fb730d 0fbd141 0faee4b 
0fac2e6 0fa24b8 0fb0f61 0fbb7a8 0fa8c14 
0fb1a01 0fa7dea 0fb66bf 0fbc3d5 0fadf5b 
0fb25ce 0fa88fe 0fb725f 0fbffdf 0faf074 
0faf264 0fa54dc 0fb3f24 0fbce0d 0fab8ba 
0fb6dfd 0fad2cd 0fbbaf3 0fc2069 0fb3650 
0fb0a8f 0fa6cf0 0fb575e 0fc0c45 0fad448 
0fb5da5 0fac22b 0fbaac0 0fc1a3e 0fb2340 
0fb640e 0fac805 0fbb115 0fc56db 0fb2ed2 
0fb2935 0fa8c31 0fb7643 0fc223f 0faefd5 
0fb9fc7 0fb050e 0fbed11 0fc7237 0fb68b8 
0fb34e5 0fa97b3 0fb8231 0fc5a8e 0faff91 
0fb7e6e 0fae384 0fbcc3b 0fc5dae 0fb45b9 
0fb80dc 0fae577 0fbce85 0fc8cc9 0fb4ddb 
0fb4004 0faa3b3 0fb8d99 0fc4aa3 0fb08e3 
0fbb55c 0fb1b36 0fc02cd 0fc8e91 0fb801c 
0fb49e4 0faacf8 0fb96c6 0fc6e26 0fb1588 
0fb9429 0faf8ca 0fbe0c6 0fc6d1d 0fb5b50 
0fb9983 0fafd4e 0fbe60d 0fc9f67 0fb65e3 
0fb56ef 0fab9d9 0fba3cb 0fc5ea1 0fb1f56 
0fbcd84 0fb3281 0fc1aa8 0fc9fdb 0fb97f1 
0fb64b2 0fac6e5 0fbb198 0fc7b9b 0fb30a6 
0fbae78 0fb1291 0fbfb98 0fc701c 0fb75dd 
0fbb74b 0fb1aaf 0fc041c 0fc98f1 0fb83a0 
0fb736d 0fad5c2 0fbc04a 0fc5225 0fb3b52 
0fbe8bb 0fb4d47 0fc3564 0fc944a 0fbb256 
0fb7c6c 0fade7e 0fbc8a0 0fc7b75 0fb47e9 
0fbbf79 0fb23af 0fc0bf4 0fc7b2a 0fb86c2 
0fbc679 0fb29ff 0fc12c9 0fcaf3e 0fb92d9 
0fb7f3e 0fae1c0 0fbcbf9 0fc6fd8 0fb479d 
0fbf4ee 0fb5954 0fc41d8 0fcb45d 0fbbed3 
0fb8cfb 0faeeb7 0fbd9d9 0fc9aed 0fb58c1 
0fbd39b 0fb3771 0fc20ea 0fc9c4c 0fb9b25 
0fbe1c7 0fb452d 0fc2f06 0fcd381 0fbae7b 
0fba1f7 0fb04a0 0fbef61 0fc977c 0fb6ad1 
0fc1e95 0fb83b6 0fc6bfe 0fcdfa2 0fbe8f9 
0fbbe95 0fb2152 0fc0b9d 0fcc985 0fb8aae 
0fc09b4 0fb6e49 0fc5690 0fccbb4 0fbd146 
0fc1a97 0fb7e8f 0fc6732 0fd03fc 0fbe751 
0fbde62 0fb412f 0fc2a8e 0fccc4d 0fba6fc 
0fc5a36 0fbbede 0fca62c 0fd1396 0fc2415 
0fbfa73 0fb5c26 0fc4600 0fcf83f 0fbc62b 
0fc44b5 0fba861 0fc9065 0fcf35e 0fc0bf5 
0fc5462 0fbb740 0fca00d 0fd2608 0fc20b5 
0fc0fa4 0fb7175 0fc5bef 0fce5e4 0fbd812 
0fc81da 0fbe613 0fccedb 0fd2497 0fc4aef 
0fc17ae 0fb7978 0fc6540 0fd0692 0fbe29d 
0fc5547 0fbb918 0fca355 0fd011a 0fc1bcb 
0fc5d25 0fbc057 0fcab02 0fd35a8 0fc2893 
0fc10f5 0fb72ed 0fc5ee8 0fcf6c2 0fbd8d2 
0fc7fd7 0fbe34c 0fccdc5 0fd358d 0fc4986 
0fc16b3 0fb770c 0fc6460 0fd1881 0fbe22b 
0fc5326 0fbb508 0fca0fc 0fd0e57 0fc1a35 
0fc5fee 0fbc138 0fcad43 0fd3e98 0fc2bd4 
0fc15a7 0fb762b 0fc628d 0fcfb12 0fbdd16 
0fc89bf 0fbecb6 0fcd668 0fd388e 0fc51c2 
0fc24d5 0fb85ad 0fc712a 0fd1d22 0fbee5c 
0fc6328 0fbc68a 0fcafc8 0fd14d3 0fc2891 
0fc733c 0fbd683 0fcc065 0fd4a6f 0fc3dc0 
0fc2b4b 0fb8da0 0fc77b8 0fd0ab9 0fbf224 
0fca1a0 0fc0653 0fcee63 0fd4cf5 0fc69e9 
0fc3baf 0fb9dce 0fc87f4 0fd324e 0fc05f5 
0fc7bb6 0fbdf94 0fcc819 0fd2c0b 0fc4201 
0fc8adc 0fbee18 0fcd6e1 0fd60d4 0fc5653 
0fc41fc 0fba439 0fc8de5 0fd1efd 0fc09de 
0fcb8c9 0fc1d72 0fd0507 0fd60b2 0fc8258 
0fc51ef 0fbb404 0fc9e0c 0fd461f 0fc1d8b 
0fc9266 0fbf687 0fcdeb9 0fd3f17 0fc59e5 
0fc9e26 0fc0200 0fcea48 0fd727f 0fc6abf 
0fc5057 0fbb390 0fc9ca4 0fd2f05 0fc1921 
0fcc244 0fc2821 0fd0f47 0fd6e63 0fc8cc1 
0fc521c 0fbb5ad 0fc9ea0 0fd4d78 0fc1ef7 
0fc8ba7 0fbf132 0fcd83d 0fd3f71 0fc543a 
0fc9091 0fbf598 0fcdcaf 0fd6b48 0fc5dc4 
0fc3c0e 0fb9fc5 0fc87f6 0fd1f07 0fc04a3 
0fca7ab 0fc0d52 0fcf3bd 0fd5719 0fc714b 
0fc32cf 0fb955b 0fc7e30 0fd317d 0fbfe25 
0fc65bf 0fbc9d2 0fcb0e5 0fd1cf5 0fc2c65 
0fc627a 0fbc5d5 0fcad79 0fd3fd5 0fc2ea3 
0fc0808 0fb69f3 0fc5346 0fcea8e 0fbd0ff 
0fc70e4 0fbd530 0fcbccd 0fd1b25 0fc3b2e 
0fbf8f7 0fb5af7 0fc450f 0fcf094 0fbc602 
0fc27b6 0fb8bdb 0fc741b 0fce114 0fbf0f5 
0fc2439 0fb87e0 0fc70ed 0fd123f 0fbf306 
0fbc89b 0fb2b00 0fc158e 0fcc17c 0fb93ac 
0fc2f65 0fb942d 0fc7bb9 0fcf18d 0fbfb64 
0fbb6ed 0fb18ca 0fc0219 0fcc213 0fb8336 
0fbe847 0fb4bcb 0fc3340 0fca86e 0fbaf73 
0fbe860 0fb4bc4 0fc32f2 0fcc759 0fbb56e 
0fb9147 0faf350 0fbdbe2 0fc73de 0fb5b01 
0fbfa89 0fb5e6d 0fc4551 0fca20b 0fbc655 
0fb831f 0fae43f 0fbcdd4 0fc7767 0fb5072 
0fbb24e 0fb1574 0fbfd3a 0fc5fa2 0fb7ac1 
0fbada3 0fb1061 0fbf85e 0fc868f 0fb7b5c 
0fb54d2 0fab646 0fb9f9a 0fc3d7e 0fb1e74 
0fbbbc4 0fb2031 0fc0733 0fc77ec 0fb86a5 
0fb479b 0faa9f3 0fb932b 0fc5466 0fb151a 
0fb7d51 0fae137 0fbc912 0fc4245 0fb46dc 
0fb847b 0fae7c2 0fbd026 0fc6fdb 0fb529a 
0fb327b 0fa9441 0fb7e54 0fc2641 0fafc62 
0fba12a 0fb05a3 0fbed7a 0fc5ca4 0fb6c55 
0fb33d5 0fa961f 0fb8030 0fc361d 0fb00c7 
0fb6e50 0fad24d 0fbbaed 0fc27a4 0fb374c 
0fb764e 0fad9e5 0fbc2ab 0fc532f 0fb4438 
0fb25f0 0fa8851 0fb723f 0fc071f 0faef88 
0fb954a 0faf9cd 0fbe182 0fc3f24 0fb5fad 
0fb2a1b 0fa8bbd 0fb75cd 0fc1e9a 0faf5ff 
0fb6218 0fac57f 0fbae11 0fc0fdc 0fb2980 
0fb6d37 0fad060 0fbb8d4 0fc3d66 0fb3927 
0fb216a 0fa8383 0fb6cc1 0fbf47f 0fae887 
0fb96ec 0fafbe2 0fbe223 0fc2a5d 0fb5ebf 
0fb2ebd 0fa9148 0fb78ec 0fc077f 0faf7a0 
0fb6735 0facae9 0fbb19a 0fc0d2a 0fb2bec 
0fb7914 0fadc7f 0fbc40f 0fc4ae7 0fb43eb 
0fb2f86 0fa91cb 0fb7a91 0fc0b93 0faf64c 
0fba87e 0fb0d5a 0fbf36a 0fc4d8c 0fb7097 
0fb4982 0faabc4 0fb9432 0fc3af5 0fb13e8 
0fb8a5d 0faee90 0fbd596 0fc3863 0fb50a3 
0fba328 0fb076e 0fbee91 0fc7721 0fb6e8f 
0fb5cad 0fabfc7 0fba873 0fc3dad 0fb245b 
0fbd845 0fb3dc0 0fc245e 0fc840a 0fba0f6 
0fb7a75 0fadd0d 0fbc69e 0fc740c 0fb44e2 
0fbb9f4 0fb1e1c 0fc0680 0fc72f1 0fb7faa 
0fbd3e0 0fb37b2 0fc2051 0fcb3e6 0fb9e8a 
0fb8c70 0faeeda 0fbd919 0fc7aa5 0fb53a0 
0fc0a5c 0fb6f48 0fc5729 0fcc322 0fbd2eb 
0fbb17f 0fb13dd 0fbfdf6 0fcb595 0fb7bee 
0fbf68e 0fb5abb 0fc431b 0fcb610 0fbbcc4 
0fc1aa1 0fb7eb9 0fc66e4 0fcfbe7 0fbe5e8 
0fbd968 0fb3c29 0fc2593 0fcc73a 0fba12f 
0fc5f55 0fbc489 0fcab96 0fd142e 0fc284f 
0fc0c8a 0fb6f07 0fc5846 0fd0e57 0fbd7e5 
0fc519e 0fbb5ce 0fc9d8b 0fd10d4 0fc189d 
0fc77fd 0fbdbef 0fcc3b4 0fd5b5b 0fc43c2 
0fc338f 0fb9635 0fc7eef 0fd296f 0fbfb9b 
0fcb170 0fc168d 0fcfce9 0fd7155 0fc7a42 
0fc515a 0fbb3ef 0fc9cbe 0fd6141 0fc1cae 
0fc84d7 0fbe904 0fcd08a 0fd537d 0fc4b99 
0fc9ab4 0fbfecc 0fce62f 0fd8c2c 0fc6674 
0fc4225 0fba48b 0fc8df2 0fd4954 0fc0b4d 
0fcb1ba 0fc16cc 0fcfdfb 0fd8381 0fc7c74 
0fc493f 0fbabef 0fc95dd 0fd6bd7 0fc1753 
0fc7629 0fbdac6 0fcc3a1 0fd5841 0fc4086 
0fc8ce9 0fbf1b0 0fcda72 0fd8fec 0fc5c73 
0fc34ab 0fb97ff 0fc82ae 0fd4bb7 0fc008a 
0fcab50 0fc1115 0fcf900 0fd853a 0fc777d 
0fc4a16 0fbad2b 0fc9798 0fd7086 0fc1898 
0fc7904 0fbdda3 0fcc693 0fd5ebb 0fc42fd 
0fc94e3 0fbf91c 0fce182 0fd9b4e 0fc640b 
0fc3ccb 0fb9f27 0fc8a01 0fd5bae 0fc0855 
0fcb5ff 0fc1a97 0fd0223 0fd95dc 0fc81ec 
0fc5614 0fbb835 0fca214 0fd8097 0fc2469 
0fc81bc 0fbe595 0fccd69 0fd663e 0fc4a76 
0fca13d 0fc051e 0fcec01 0fd9b55 0fc6e8d 
0fc4830 0fbaac3 0fc9340 0fd516a 0fc11e1 
0fcbff3 0fc2515 0fd0b51 0fd8598 0fc89dc 
0fc5ebb 0fbc165 0fca908 0fd6cc4 0fc2aad 
0fc87b1 0fbec21 0fcd24f 0fd52b7 0fc4ef0 
0fca4d6 0fc0945 0fcef39 0fd8932 0fc70be 
0fc4754 0fba9f9 0fc9190 0fd3ef3 0fc0fc1 
0fcbb6b 0fc2048 0fd059c 0fd72de 0fc8415 
0fc5949 0fbbba8 0fca386 0fd5cd7 0fc24a2 
0fc80d9 0fbe4df 0fccbde 0fd488b 0fc4871 
0fc9fed 0fc042d 0fceb4e 0fd8457 0fc6ce0 
0fc40ec 0fba33c 0fc8c55 0fd4005 0fc0b61 
0fcb06e 0fc14e9 0fcfbce 0fd70ab 0fc7ac4 
0fc4da3 0fbaf29 0fc98b7 0fd583d 0fc19da 
0fc7008 0fbd282 0fcbb16 0fd3c42 0fc3753 
0fc8d1d 0fbef43 0fcd7f4 0fd72d5 0fc592e 
0fc2e98 0fb8f39 0fc7982 0fd2c3e 0fbf713 
0fca046 0fc03a1 0fceb6e 0fd6176 0fc6881 
0fc4350 0fba47f 0fc8e59 0fd4f74 0fc0e11 
0fc6900 0fbcb99 0fcb464 0fd34e0 0fc300e 
0fc8b08 0fbeda6 0fcd64d 0fd6b18 0fc5633 
0fc2f6f 0fb909d 0fc7aad 0fd2567 0fbf6e9 
0fca311 0fc06b6 0fceefd 0fd584c 0fc6b4a 
0fc4881 0fba981 0fc940a 0fd42db 0fc1410 
0fc6c19 0fbcefe 0fcb7b3 0fd2c72 0fc3237 
0fc9023 0fbf2fc 0fcdb7c 0fd66d0 0fc5b53 
0fc33a4 0fb94dd 0fc7ea2 0fd2570 0fbfbf4 
0fca69d 0fc09da 0fcf1ec 0fd5bbf 0fc6f9d 
0fc4d11 0fbadc9 0fc984c 0fd4ab3 0fc1897 
0fc713d 0fbd398 0fcbcaa 0fd2d9e 0fc3815 
0fc98e8 0fbfb8e 0fce43b 0fd6975 0fc63e5 
0fc3df2 0fb9f54 0fc893c 0fd26d0 0fc05dc 
0fcb1e6 0fc15f6 0fcfd9c 0fd5d47 0fc79cf 
0fc5921 0fbbab8 0fca487 0fd4f2f 0fc23cb 
0fc7d7c 0fbe0a2 0fcc8a8 0fd38f6 0fc4372 
0fca5e3 0fc0940 0fcf0e8 0fd75d1 0fc706e 
0fc4acc 0fbac9f 0fc95a3 0fd3439 0fc1245 
0fcc2ed 0fc271f 0fd0e73 0fd6cb6 0fc8a6f 
0fc6ae8 0fbcc99 0fcb57b 0fd5ffd 0fc3591 
0fc8ed1 0fbf208 0fcd98c 0fd48e6 0fc54fe 
0fcb762 0fc1ab9 0fd025a 0fd8a4e 0fc829b 
0fc564d 0fbb81b 0fca10b 0fd468a 0fc1ea7 
0fccd17 0fc3130 0fd1830 0fd7c51 0fc94fa 
0fc6e71 0fbd047 0fcb8f3 0fd6aeb 0fc3968 
0fc8d63 0fbf0a1 0fcd7fb 0fd4ac9 0fc53a2 
0fcb2bb 0fc15e4 0fcfd10 0fd83db 0fc7d8f 
0fc4a88 0fbac2f 0fc9478 0fd36ca 0fc1294 
0fcbd47 0fc21c3 0fd07ee 0fd693e 0fc85df 
0fc560c 0fbb824 0fca045 0fd5322 0fc21b1 
0fc7261 0fbd5dc 0fcbca6 0fd2fff 0fc390a 
0fc8ffc 0fbf3c3 0fcda13 0fd6567 0fc5b94 
0fc2083 0fb82c1 0fc6a56 0fd13da 0fbe8e9 
0fc8ff3 0fbf4f9 0fcda22 0fd4183 0fc5862 
0fc254c 0fb881b 0fc6edb 0fd2759 0fbf09d 
0fc3d5d 0fba198 0fc8702 0fcff60 0fc033b 
0fc5ca3 0fbc105 0fca64a 0fd34b6 0fc2692 
0fbefbd 0fb52a0 0fc3994 0fce4eb 0fbb589 
0fc6294 0fbc7a8 0fcac88 0fd13ca 0fc28bc 
0fbfc5f 0fb5e6b 0fc45bc 0fcfcff 0fbc61f 
0fc1716 0fb7a65 0fc60c2 0fcd71b 0fbdb7c 
0fc38c2 0fb9c1e 0fc82d4 0fd0a6f 0fc0144 
0fbcd2b 0fb2f2a 0fc17af 0fcb48e 0fb946d 
0fc3caf 0fba17b 0fc876c 0fcdf54 0fc06ae 
0fbdb0e 0fb3df1 0fc25b5 0fccb05 0fbaab3 
0fbf107 0fb55ea 0fc3c66 0fca782 0fbbdd0 
0fc1227 0fb7769 0fc5ceb 0fce356 0fbe26c 
0fbaa94 0fb0e26 0fbf49d 0fc99f9 0fb759f 
0fc1e6f 0fb8479 0fc687e 0fcc452 0fbe8d0 
0fbc358 0fb2741 0fc0d32 0fcb07e 0fb90fc 
0fbde80 0fb43ea 0fc28ae 0fc8e4e 0fba7f9 
0fc026e 0fb6756 0fc4c61 0fcc8e3 0fbd0e6 
0fb97cb 0fafa71 0fbe18e 0fc7c43 0fb627c 
0fbfd16 0fb6207 0fc4707 0fca446 0fbc7a9 
0fb9046 0faf24e 0fbd9bf 0fc8832 0fb5d7b 
0fb9c16 0faff45 0fbe569 0fc5d00 0fb63d4 
0fbb3b1 0fb16ca 0fbfc92 0fc8bd5 0fb803c 
0fb40c8 0faa241 0fb8985 0fc39f3 0fb0a40 
0fba204 0fb0659 0fbeb16 0fc5e81 0fb6ba7 
0fb3832 0fa9a47 0fb8111 0fc40ef 0fb04e3 
0fb44b1 0faa86c 0fb8e02 0fc128e 0fb0cb8 
0fb5e72 0fac2ad 0fba7d6 0fc40de 0fb2b8f 
0faefcb 0fa5276 0fb393b 0fbedb0 0faba10 
0fb579f 0fabc78 0fba157 0fc12f1 0fb223c 
0faf6c2 0fa592f 0fb406b 0fbfaef 0fac3e6 
0fb0ead 0fa7248 0fb5885 0fbd2a8 0fad6df 
0fb3776 0fa9b31 0fb8122 0fc08ac 0fb0477 
0fad3ea 0fa35cc 0fb1da1 0fbc18f 0fa9e11 
0fb433e 0faa7c8 0fb8d31 0fbf0a5 0fb0d33 
0faeb4b 0fa4d0e 0fb34e1 0fbe3f7 0fab7ff 
0fb0529 0fa681e 0fb4ee2 0fbc53b 0facc9c 
0fb2ed0 0fa9206 0fb7844 0fc018f 0fafa5a 
0facf2b 0fa309f 0fb188f 0fbbd91 0fa97c1 
0fb43ff 0faa7ed 0fb8d9b 0fbef33 0fb0c2a 
0faf132 0fa52cd 0fb3aa8 0fbe4ba 0fabc31 
0fb1048 0fa7343 0fb59fd 0fbc809 0fad662 
0fb423e 0faa590 0fb8bdf 0fc0979 0fb0cd1 
0fae8c4 0fa4a33 0fb323b 0fbcc27 0fab0bd 
0fb6458 0fac86e 0fbae13 0fc05be 0fb2c31 
0fb1771 0fa7935 0fb613a 0fc043f 0fae249 
0fb39b1 0fa9ca3 0fb83db 0fbf12c 0faffb8 
0fb7047 0fad3a9 0fbba7d 0fc399b 0fb3abb 
0fb150d 0fa76a2 0fb5f66 0fbfefe 0fadcbd 
0fb8e63 0faf29c 0fbd82a 0fc37ca 0fb54f9 
0fb42b6 0faa4a6 0fb8c62 0fc3742 0fb0cb6 
0fb636c 0fac6c0 0fbad81 0fc2079 0fb28e9 
0fb9ab1 0fafe8c 0fbe4d8 0fc6a48 0fb64ee 
0fb3f3f 0faa171 0fb8993 0fc30bb 0fb071b 
0fbbae4 0fb1fda 0fc056b 0fc6cb1 0fb82c2 
0fb713b 0fad3da 0fbbb51 0fc6fae 0fb3c36 
0fb9259 0faf650 0fbdcae 0fc5b25 0fb588a 
0fbcd92 0fb31f4 0fc17b2 0fca6ce 0fb9858 
0fb7455 0fad6ee 0fbbe9d 0fc6e9b 0fb3caf 
0fbf5ae 0fb5ad0 0fc403e 0fcadbb 0fbbdb5 
0fbb5b0 0fb185a 0fc00c0 0fcbb6d 0fb819b 
0fbdd42 0fb4115 0fc28b6 0fcb073 0fba473 
0fc1dee 0fb821f 0fc6948 0fd03d3 0fbe9cd 
0fbc4b9 0fb2713 0fc1002 0fcd2c3 0fb8e5c 
0fc40c1 0fba5a2 0fc8bfb 0fd13a3 0fc09fd 
0fc413f 0fba4f6 0fc8a11 0fd3153 0fc0fa5 
0fc08de 0fb6c32 0fc51d2 0fcef0a 0fbd353 
0fc6f07 0fbd416 0fcb81d 0fd33e5 0fc3bd8 
0fc000d 0fb6288 0fc48d4 0fd05b7 0fbcd7a 
0fc4ccf 0fbb186 0fc95c4 0fd0bc5 0fc1705 
0fc3f7c 0fba306 0fc8854 0fd30ef 0fc0e47 
0fc07dc 0fb6b04 0fc50e5 0fcefe1 0fbd296 
0fc6e8f 0fbd384 0fcb7b1 0fd3486 0fc3b79 
0fc0017 0fb6288 0fc4917 0fd0743 0fbcdb6 
0fc4cea 0fbb1a3 0fc961a 0fd0d27 0fc1740 
0fc4035 0fba3c4 0fc8923 0fd31e1 0fc0f1c 
0fc084a 0fb6b73 0fc5140 0fcf0d0 0fbd314 
0fc6f0d 0fbd40d 0fcb824 0fd34f2 0fc3bf8 
0fc0114 0fb6399 0fc49f3 0fd07f6 0fbcecb 
0fc4c22 0fbb0ed 0fc953d 0fd0bff 0fc16a3 
0fc4036 0fba3ca 0fc8917 0fd3123 0fc0f44 
0fc0861 0fb6b88 0fc5165 0fcf0be 0fbd358 
0fc6f4c 0fbd434 0fcb865 0fd34e1 0fc3c5f 
0fc0071 0fb62c3 0fc493a 0fd070c 0fbce3e 
0fc4b64 0fbaffa 0fc9461 0fd0b1b 0fc15f2 
0fc3f72 0fba2e2 0fc8838 0fd2fa5 0fc0e87 
0fc059d 0fb689e 0fc4e89 0fced27 0fbd0ab 
0fc6e22 0fbd2e4 0fcb6f6 0fd324b 0fc3b2d 
0fbfff1 0fb6233 0fc489c 0fd0547 0fbcdc0 
0fc4a1b 0fbaeac 0fc92f2 0fd089c 0fc149d 
0fc3fbd 0fba335 0fc884c 0fd2e70 0fc0ec1 
0fc0507 0fb6812 0fc4dce 0fcec57 0fbcfec 
0fc6ce8 0fbd1d4 0fcb5cf 0fd30c8 0fc39c5 
0fbffa7 0fb6215 0fc486c 0fd057e 0fbcd62 
0fc4967 0fbae0b 0fc923b 0fd091c 0fc13b1 
0fc3fc0 0fba340 0fc8859 0fd2ff7 0fc0ea7 
0fc03fc 0fb6710 0fc4cb3 0fced74 0fbcedf 
0fc6b5d 0fbd05b 0fcb42d 0fd30e0 0fc3840 
0fbfd1f 0fb5f8a 0fc45af 0fd0421 0fbcae8 
0fc45c4 0fbaa68 0fc8e9a 0fd0677 0fc103d 
0fc3d18 0fba0af 0fc85d2 0fd2d2a 0fc0c24 
0fc0071 0fb638c 0fc4942 0fce9cf 0fbcb6d 
0fc68ad 0fbcda9 0fcb196 0fd2d92 0fc35a2 
0fbfafc 0fb5d68 0fc43a2 0fd01c8 0fbc8df 
0fc436a 0fba811 0fc8c3e 0fd042d 0fc0ddb 
0fc3bae 0fb9f4d 0fc845d 0fd2b7c 0fc0aa7 
0fbff3f 0fb624b 0fc47ec 0fce87f 0fbca2e 
0fc67d2 0fbcccb 0fcb097 0fd2c2a 0fc34af 
0fbfb0f 0fb5d78 0fc439c 0fd0149 0fbc8d2 
0fc42ac 0fba759 0fc8b67 0fd030a 0fc0cfb 
0fc3a23 0fb9dd3 0fc82b4 0fd29a8 0fc090f 
0fbfb40 0fb5e75 0fc43e5 0fce510 0fbc629 
0fc6228 0fbc754 0fcaaf0 0fd2704 0fc2f03 
0fbf2e1 0fb558d 0fc3b69 0fcf97b 0fbc0ab 
0fc370a 0fb9bef 0fc7fe6 0fcf78a 0fc0166 
0fc2e6a 0fb924b 0fc7713 0fd1d3c 0fbfd55 
0fbeea3 0fb51de 0fc375a 0fcd825 0fbb95e 
0fc552e 0fbba4e 0fc9df1 0fd1901 0fc21be 
0fbe6e0 0fb497d 0fc2f99 0fced42 0fbb48b 
0fc2b7c 0fb9063 0fc7491 0fcece2 0fbf5c1 
0fc2464 0fb8853 0fc6d44 0fd14dd 0fbf351 
0fbe471 0fb47c4 0fc2d69 0fcd099 0fbaf61 
0fc4c51 0fbb187 0fc9552 0fd121a 0fc1914 
0fbddd5 0fb4081 0fc2691 0fce5fb 0fbabb1 
0fc2028 0fb8504 0fc6939 0fce19b 0fbea9a 
0fc186f 0fb7c75 0fc6169 0fd05a6 0fbe791 
0fbd41d 0fb379a 0fc1d47 0fcbb30 0fb9f4e 
0fc3861 0fb9dd3 0fc818a 0fcf656 0fc054b 
0fbc679 0fb291a 0fc0f19 0fcc466 0fb93c7 
0fc039e 0fb685f 0fc4c84 0fcbbd9 0fbcd31 
0fbf6e4 0fb5abb 0fc3fac 0fcdb63 0fbc549 
0fbad4b 0fb108a 0fbf63e 0fc8dc7 0fb7785 
0fc0ce6 0fb721b 0fc55fe 0fcc76c 0fbd909 
0fb9732 0faf9ca 0fbe024 0fc97bf 0fb642b 
0fbd244 0fb36d7 0fc1b4a 0fc903f 0fb9c25 
0fbc539 0fb28db 0fc0dfa 0fcb27f 0fb93de 
0fb7bc6 0faded4 0fbc4a3 0fc67ef 0fb466e 
0fbdf12 0fb441f 0fc27f5 0fca45d 0fbab6c 
0fb6c78 0facefc 0fbb544 0fc74ac 0fb3a02 
0fbacd0 0fb1184 0fbf5d5 0fc6e10 0fb769a 
0fba5f1 0fb09c8 0fbeeba 0fc93c7 0fb7421 
0fb60ab 0fac3c9 0fba9a2 0fc4a95 0fb2a8b 
0fbc95d 0fb2e58 0fc123c 0fc88d5 0fb950a 
0fb57e7 0faba56 0fba076 0fc5adc 0fb24d9 
0fb9971 0fafe0b 0fbe237 0fc55e9 0fb62fa 
0fb9287 0faf663 0fbdb27 0fc7d69 0fb60f6 
0fb495b 0faacab 0fb921c 0fc334c 0fb140e 
0fbafa8 0fb152a 0fbf86b 0fc7478 0fb7c72 
0fb38a5 0fa9ba9 0fb8148 0fc4588 0fb06d9 
0fb74e9 0fada11 0fbbdf9 0fc3aae 0fb3f4d 
0fb6785 0facba0 0fbb049 0fc581e 0fb362a 
0fb1a8e 0fa7dc8 0fb635f 0fc0577 0fae546 
0fb7c50 0fae185 0fbc4d9 0fc3d50 0fb48d6 
0fb02d6 0fa65a6 0fb4b00 0fc09a3 0fad070 
0fb3e18 0faa31d 0fb8654 0fbff9a 0fb07d9 
