0faf850 0fa13d8 0fba7db 0fa81a1 0fa8f4f 
0fa65f3 0f9812f 0fb12d2 0f9ee43 0f9fb20 
0fab0e7 0f9cbbc 0fb5e91 0fa3973 0fa47db 
0fa5b9f 0f97630 0fb09ca 0f9e477 0f9f46a 
0fa9faa 0f9bb0c 0fb4c62 0fa27f5 0fa33cc 
0fa8b65 0f9a5b4 0fb3a13 0fa146c 0fa252a 
0fa6c38 0f9877b 0fb193d 0f9f4cd 0fa017e 
0fab786 0f9d25d 0fb6552 0fa4035 0fa4e7a 
0fa6276 0f97d01 0fb10bc 0f9eb79 0f9fb59 
0faa5de 0f9c141 0fb528b 0fa2e41 0fa3a1e 
0fa92d9 0f9ad30 0fb4160 0fa1bdc 0fa2caf 
0fa724c 0f98d98 0fb1f18 0f9fabb 0fa078d 
0fabd5f 0f9d847 0fb6afc 0fa45f6 0fa5453 
0fa67eb 0f98272 0fb161d 0f9f0da 0fa00d7 
0faaa91 0f9c5e0 0fb573f 0fa32e4 0fa3edc 
0fa9785 0f9b1c1 0fb4620 0fa2083 0fa316a 
0fa76bb 0f991e6 0fb23b2 0f9ff3c 0fa0c2f 
0fac264 0f9dd20 0fb701f 0fa4b0d 0fa5979 
0fa6c67 0f986d1 0fb1abc 0f9f55a 0fa0586 
0faae82 0f9c9bd 0fb5b76 0fa36ee 0fa430b 
0fa9bf7 0f9b5fe 0fb4ae8 0fa2522 0fa3637 
0fa7a38 0f9952a 0fb2785 0fa02d7 0fa1005 
0fac621 0f9e0b0 0fb7412 0fa4ee2 0fa5d6f 
0fa6f33 0f98977 0fb1dbf 0f9f83c 0fa0881 
0fab06f 0f9cb8b 0fb5d6d 0fa38d6 0fa4501 
0fa9ebf 0f9b8c2 0fb4da9 0fa27d7 0fa38f3 
0fa7c58 0f99739 0fb298e 0fa04e9 0fa121d 
0fac825 0f9e2a3 0fb7622 0fa50ed 0fa5f65 
0fa72dd 0f98d05 0fb216a 0f9fbf4 0fa0c20 
0fab457 0f9cf42 0fb612f 0fa3caa 0fa48cd 
0faa304 0f9bcc3 0fb51b7 0fa2c05 0fa3d06 
0fa7f94 0f99a4d 0fb2ccc 0fa082e 0fa155f 
0facbf5 0f9e66d 0fb79ee 0fa54bd 0fa6349 
0fa7697 0f990bc 0fb2515 0f9ff9e 0fa0ffb 
0fab6f5 0f9d1fe 0fb63f2 0fa3f59 0fa4b8a 
0faa692 0f9c089 0fb556f 0fa2f83 0fa40a4 
0fa8299 0f99d65 0fb2fbd 0fa0af1 0fa1841 
0facff3 0f9ea59 0fb7da9 0fa585b 0fa66fe 
0fa7a66 0f99472 0fb28b4 0fa0318 0fa1396 
0fabb1f 0f9d5f5 0fb67dc 0fa4321 0fa4f85 
0faab4b 0f9c4fa 0fb5a08 0fa3400 0fa4546 
0fa862d 0f9a0c3 0fb3346 0fa0e5d 0fa1bbd 
0fad409 0f9ee5c 0fb81c3 0fa5c69 0fa6af4 
0fa7e47 0f99858 0fb2c8b 0fa06ef 0fa1756 
0fabe34 0f9d931 0fb6abf 0fa462c 0fa5271 
0faaffa 0f9c9e8 0fb5e7f 0fa38b1 0fa49c8 
0fa8a6e 0f9a545 0fb3755 0fa12ac 0fa1fee 
0fad905 0f9f384 0fb869f 0fa616b 0fa6fd6 
0fa841c 0f99e33 0fb324c 0fa0cd5 0fa1d2e 
0fac2e6 0f9dde2 0fb6f8f 0fa4aff 0fa5731 
0fab4bb 0f9ce81 0fb6352 0fa3d76 0fa4e96 
0fa8de5 0f9a881 0fb3add 0fa1615 0fa2385 
0fadc1a 0f9f672 0fb89c5 0fa6469 0fa730e 
0fa867e 0f9a07d 0fb34c9 0fa0f1e 0fa1fb8 
0fac4ef 0f9dfde 0fb71af 0fa4ce8 0fa594c 
0fab770 0f9d157 0fb6617 0fa3fed 0fa514f 
0fa9073 0f9ab2b 0fb3d7a 0fa1878 0fa2616 
0fade6b 0f9f8d9 0fb8beb 0fa6683 0fa7522 
0fa88e7 0f9a2f4 0fb3705 0fa1159 0fa21ec 
0fac7a4 0f9e2a1 0fb7439 0fa4f7e 0fa5bc6 
0fabaef 0f9d4c9 0fb697c 0fa4380 0fa548f 
0fa92fd 0f9adb7 0fb4007 0fa1b21 0fa286e 
0fae188 0f9fbf6 0fb8f01 0fa69b9 0fa781e 
0fa8c4a 0f9a661 0fb3a6c 0fa14dc 0fa2549 
0fac9cd 0f9e4dc 0fb764d 0fa51b8 0fa5de4 
0fabe73 0f9d877 0fb6d02 0fa4716 0fa5825 
0fa95b9 0f9b08b 0fb42c7 0fa1dec 0fa2b4c 
0fae5eb 0fa0072 0fb93a1 0fa6e37 0fa7c9b 
0fa90f0 0f9ab0a 0fb3f51 0fa1992 0fa2a0c 
0face24 0f9e911 0fb7aac 0fa55f9 0fa6247 
0fac307 0f9dcd8 0fb7173 0fa4b71 0fa5caf 
0fa9a77 0f9b537 0fb476f 0fa226e 0fa2ff5 
0faead7 0fa055b 0fb986a 0fa72f6 0fa815a 
0fa95c6 0f9aff3 0fb4411 0fa1e46 0fa2ec1 
0fad1c8 0f9ece1 0fb7e6a 0fa59a8 0fa65d0 
0fac795 0f9e18f 0fb7630 0fa502b 0fa612f 
0fa9e17 0f9b8ed 0fb4b2c 0fa2629 0fa338e 
0faedb2 0fa0855 0fb9b68 0fa75e9 0fa8433 
0fa9966 0f9b39b 0fb47ad 0fa21eb 0fa325a 
0fad4f3 0f9f010 0fb8183 0fa5cd5 0fa68f7 
0facaf7 0f9e502 0fb7978 0fa5383 0fa6489 
0faa037 0f9bb21 0fb4d38 0fa284e 0fa35bb 
0faf02d 0fa0acb 0fb9d8e 0fa783c 0fa86a1 
0fa9b97 0f9b5c5 0fb49cb 0fa2415 0fa34a5 
0fad66f 0f9f18e 0fb8311 0fa5e59 0fa6a85 
0facd48 0f9e752 0fb7c11 0fa5604 0fa66fe 
0faa13a 0f9bc17 0fb4e75 0fa2975 0fa36e2 
0faf172 0fa0c00 0fb9f0c 0fa799a 0fa87f1 
0fa9c81 0f9b6aa 0fb4ae8 0fa2523 0fa35ad 
0fad6d1 0f9f1ee 0fb8381 0fa5ed7 0fa6afb 
0face8d 0f9e8a4 0fb7d4e 0fa5766 0fa6854 
0faa287 0f9bd74 0fb4fc3 0fa2adc 0fa384f 
0faf2d4 0fa0d90 0fba09c 0fa7b38 0fa896e 
0fa9e0e 0f9b854 0fb4cb5 0fa26e0 0fa3742 
0fad817 0f9f341 0fb84ee 0fa6027 0fa6c27 
0fad0e8 0f9eaec 0fb7f8f 0fa5991 0fa6a77 
0faa43e 0f9bf13 0fb515b 0fa2c6c 0fa39c8 
0faf54c 0fa0fe0 0fba2ba 0fa7d68 0fa8b89 
0faa1d8 0f9bc0b 0fb501f 0fa2a66 0fa3ad5 
0fadab6 0f9f5ed 0fb8755 0fa629d 0fa6e98 
0fad477 0f9ee9d 0fb830c 0fa5d0e 0fa6dea 
0faa71e 0f9c216 0fb542f 0fa2f3e 0fa3ca4 
0faf932 0fa13e7 0fba6a5 0fa8144 0fa8f65 
0faa4af 0f9bee9 0fb52d5 0fa2d12 0fa3d7e 
0fade7b 0f9f9a3 0fb8adc 0fa6614 0fa7222 
0fad79f 0f9f1a8 0fb85f1 0fa5fe3 0fa70da 
0faaaa6 0f9c56c 0fb5768 0fa326e 0fa3fde 
0fafbbb 0fa1648 0fba8ec 0fa8384 0fa91af 
0faa770 0f9c1a0 0fb5585 0fa2fb2 0fa4035 
0fae001 0f9fb41 0fb8c75 0fa67ac 0fa73b3 
0fadaf3 0f9f52d 0fb895f 0fa635a 0fa742b 
0faac25 0f9c736 0fb593a 0fa3426 0fa417c 
0fafe35 0fa18fc 0fbaba5 0fa8637 0fa941d 
0faaa7d 0f9c4b6 0fb58a6 0fa32c7 0fa4338 
0fae1ac 0f9fcc9 0fb8dee 0fa6920 0fa7529 
0fade2a 0f9f838 0fb8c52 0fa6652 0fa773d 
0faaee8 0f9c9b3 0fb5b85 0fa3697 0fa4419 
0fb013a 0fa1bd7 0fbae30 0fa88e4 0fa96f6 
0faae66 0f9c87c 0fb5c48 0fa3682 0fa4708 
0fae525 0fa0038 0fb9163 0fa6c98 0fa788c 
0fae1c0 0f9fbc5 0fb9012 0fa69ff 0fa7ac7 
0fab10c 0f9cbe8 0fb5e31 0fa3902 0fa466b 
0fb03e9 0fa1e89 0fbb16a 0fa8bdd 0fa99de 
0fab065 0f9ca7e 0fb5ec5 0fa38c1 0fa494c 
0fae747 0fa023c 0fb93e2 0fa6ef2 0fa7b0c 
0fae401 0f9fdcd 0fb9278 0fa6c4e 0fa7d60 
0fab376 0f9ce1c 0fb609d 0fa3b6a 0fa4924 
0fb05f4 0fa2065 0fbb37c 0fa8de9 0fa9c22 
0fab2a6 0f9cc8d 0fb6101 0fa3af2 0fa4bc2 
0fae847 0fa031b 0fb94f3 0fa6fec 0fa7c1d 
0fae666 0fa002e 0fb9511 0fa6ecd 0fa7fd4 
0fab522 0f9cfad 0fb6248 0fa3d0d 0fa4ac7 
0fb07aa 0fa220f 0fbb500 0fa8f84 0fa9da8 
0fab547 0f9cf33 0fb639a 0fa3d9a 0fa4e4f 
0faea1f 0fa0518 0fb96df 0fa71dc 0fa7df5 
0fae9c5 0fa03b6 0fb9862 0fa721a 0fa8308 
0fab5df 0f9d089 0fb6222 0fa3ca7 0fa4a74 
0fb086b 0fa22ef 0fbb503 0fa8f2c 0fa9d62 
0fab6d5 0f9d0b8 0fb6451 0fa3df9 0fa4ecd 
0faea79 0fa0559 0fb9621 0fa70e6 0fa7d31 
0faeaf7 0fa04bd 0fb9869 0fa71f9 0fa8315 
0fab8ab 0f9d31d 0fb64a8 0fa3f32 0fa4d16 
0fb0bad 0fa260c 0fbb7fa 0fa9242 0faa072 
0fab9a0 0f9d38c 0fb6728 0fa40d2 0fa5175 
0faef00 0fa09ed 0fb9b95 0fa767e 0fa8276 
0faef2e 0fa0916 0fb9df7 0fa7796 0fa884e 
0fabcf6 0f9d794 0fb6a49 0fa44db 0fa5265 
0fb1170 0fa2bed 0fbbf03 0fa995c 0faa74b 
0fabfbf 0f9d9a6 0fb6e1f 0fa47f8 0fa58a7 
0faf3ca 0fa0ea0 0fba03d 0fa7b36 0fa873a 
0faf4e1 0fa0ea3 0fba34b 0fa7cf1 0fa8dc1 
0fac19a 0f9dc12 0fb6e87 0fa4929 0fa56d1 
0fb159e 0fa2ffd 0fbc2e0 0fa9d3a 0faab21 
0fac4b1 0f9de8f 0fb72f4 0fa4cd6 0fa5d59 
0faf735 0fa121f 0fba3bb 0fa7ea5 0fa8aa4 
0faf8f3 0fa12c7 0fba769 0fa8110 0fa91d5 
0fac44c 0f9dee2 0fb7178 0fa4c0e 0fa59ae 
0fb18e0 0fa335f 0fbc65f 0faa0a5 0faae74 
0fac5ee 0f9dfe4 0fb746c 0fa4e30 0fa5eb0 
0faf78a 0fa1278 0fba443 0fa7f0f 0fa8aeb 
0fafa2a 0fa13f3 0fba8b7 0fa8248 0fa9308 
0fac44c 0f9ded8 0fb711a 0fa4b84 0fa5953 
0fb1782 0fa320c 0fbc414 0fa9e11 0faac1d 
0fac5da 0f9dfde 0fb736c 0fa4ce7 0fa5da3 
0faf653 0fa1156 0fba1ff 0fa7ca3 0fa88b3 
0faf96e 0fa1365 0fba716 0fa8073 0fa914b 
0fac365 0f9de0e 0fb6fb4 0fa4a06 0fa57c8 
0fb1700 0fa319a 0fbc379 0fa9d9b 0faab94 
0fac544 0f9df60 0fb72bf 0fa4c59 0fa5d1d 
0faf781 0fa1293 0fba33b 0fa7dee 0fa8a07 
0faf964 0fa1368 0fba728 0fa8084 0fa9163 
0fac48a 0f9df4e 0fb7108 0fa4b4d 0fa590f 
0fb1b42 0fa35d6 0fbc8ae 0faa2dd 0fab0c4 
0fac930 0f9e331 0fb7798 0fa512d 0fa61e8 
0fafac7 0fa15d1 0fba75c 0fa820c 0fa8e12 
0fafe71 0fa186a 0fbacd9 0fa8658 0fa9726 
0fac889 0f9e341 0fb758b 0fa5004 0fa5de2 
0fb1d50 0fa37e5 0fbca75 0faa4b7 0fab2ab 
0facba3 0f9e5b0 0fb79e8 0fa539f 0fa645a 
0fafb76 0fa1685 0fba803 0fa82cd 0fa8ed7 
0faffdc 0fa19e0 0fbae53 0fa87dd 0fa98b3 
0fac880 0f9e33d 0fb75a1 0fa501e 0fa5df6 
0fb1cd5 0fa377a 0fbca18 0faa45d 0fab24d 
0facb83 0f9e594 0fb79d7 0fa5396 0fa645d 
0fafa5e 0fa1574 0fba6df 0fa81b2 0fa8dc0 
0faffec 0fa19ec 0fbae4d 0fa87de 0fa98b8 
0fac7d7 0f9e27d 0fb74e2 0fa4f55 0fa5d3d 
0fb1b64 0fa35f3 0fbc8b5 0faa2f6 0fab0ce 
0faca91 0f9e47b 0fb78e8 0fa5295 0fa6360 
0faf98a 0fa1468 0fba5e5 0fa80c2 0fa8ce2 
0faff93 0fa195a 0fbadb2 0fa8763 0fa983d 
0fac67b 0f9e0ff 0fb7359 0fa4dee 0fa5be9 
0fb1c0a 0fa3694 0fbc902 0faa365 0fab157 
0facb5b 0f9e561 0fb798b 0fa5355 0fa6434 
0faf881 0fa1385 0fba4ca 0fa7fb8 0fa8be6 
0faff74 0fa1975 0fbadbe 0fa8769 0fa9839 
0fac640 0f9e0f0 0fb7353 0fa4ddc 0fa5bd0 
0fb1b47 0fa35d7 0fbc85b 0faa2b6 0fab09e 
0facbee 0f9e5d1 0fb79e0 0fa53c2 0fa64bd 
0faf8f4 0fa13db 0fba50f 0fa8011 0fa8c52 
0fb006a 0fa1a3c 0fbae62 0fa8817 0fa9918 
0fac6f7 0f9e17e 0fb73bb 0fa4e43 0fa5c75 
0fb1c77 0fa36e9 0fbc948 0faa3a2 0fab1b3 
0faccff 0f9e6da 0fb7b19 0fa54c8 0fa65cf 
0faf929 0fa140d 0fba574 0fa803e 0fa8c63 
0fb02b4 0fa1c8c 0fbb0de 0fa8a61 0fa9b29 
0fac800 0f9e289 0fb74e9 0fa4f4a 0fa5d5b 
0fb1df0 0fa3876 0fbcadb 0faa516 0fab2f3 
0facfe4 0f9e9c5 0fb7db5 0fa5780 0fa6874 
0fafaff 0fa15d9 0fba6e0 0fa81ed 0fa8e17 
0fb04a0 0fa1e7d 0fbb282 0fa8c4a 0fa9d28 
0faca6c 0f9e502 0fb773d 0fa51d1 0fa5fd3 
0fb1fe1 0fa3a80 0fbccf0 0faa743 0fab510 
0fad0e3 0f9eaec 0fb7f1f 0fa58cd 0fa69bb 
0fafd18 0fa182c 0fba93e 0fa8435 0fa906c 
0fb0711 0fa2117 0fbb4de 0fa8ec7 0fa9fa8 
0facb4f 0f9e5f9 0fb77cc 0fa529d 0fa60da 
0fb218e 0fa3c42 0fbce1e 0faa8c4 0fab6bf 
0fad482 0f9ee9b 0fb8255 0fa5c53 0fa6d6a 
0fafd99 0fa18ca 0fba9bb 0fa84d5 0fa9113 
0fb08a8 0fa22ce 0fbb6cd 0fa909e 0faa173 
0facbe1 0f9e6ab 0fb78e7 0fa538d 0fa61cc 
0fb21a3 0fa3c78 0fbceaa 0faa931 0fab705 
0fad395 0f9edc7 0fb819f 0fa5b9e 0fa6c9f 
0fafbc5 0fa1707 0fba7e0 0fa8303 0fa8f3f 
0fb07eb 0fa2219 0fbb5d0 0fa8fd7 0faa0aa 
0facb3e 0f9e617 0fb7812 0fa52e4 0fa6135 
0fb21f0 0fa3cd2 0fbcebb 0faa979 0fab766 
0fad457 0f9ee9d 0fb8256 0fa5c71 0fa6d92 
0fafd06 0fa185d 0fba910 0fa845c 0fa90ad 
0fb08ef 0fa233c 0fbb6e2 0fa90f1 0faa1f7 
0facb95 0f9e683 0fb787e 0fa5355 0fa61ae 
0fb21b8 0fa3ca0 0fbce95 0faa949 0fab72f 
0fad40a 0f9ee34 0fb81e8 0fa5c06 0fa6d28 
0fafd14 0fa1841 0fba905 0fa844b 0fa909c 
0fb0969 0fa2388 0fbb755 0fa9155 0faa240 
0facbaa 0f9e655 0fb784b 0fa5322 0fa6187 
0fb2211 0fa3cc7 0fbcea6 0faa96b 0fab767 
0fad434 0f9ee55 0fb8205 0fa5c27 0fa6d72 
0fafb79 0fa16b4 0fba768 0fa82b0 0fa8f14 
0fb0a60 0fa249a 0fbb827 0fa923d 0faa320 
0facb44 0f9e617 0fb77ef 0fa52c3 0fa6133 
0fb21ce 0fa3ca5 0fbce67 0faa91f 0fab70e 
0fad5d6 0f9f002 0fb83a1 0fa5db3 0fa6ef2 
0fafbb3 0fa16f8 0fba798 0fa82e3 0fa8f3b 
0fb0b29 0fa255b 0fbb8e5 0fa92f6 0faa3e6 
0facb4f 0f9e61d 0fb780b 0fa52e3 0fa6153 
0fb2220 0fa3cfc 0fbcecb 0faa989 0fab754 
0fad651 0f9f08a 0fb8431 0fa5e42 0fa6f79 
0fafc75 0fa17ca 0fba850 0fa83ac 0fa900b 
0fb0bc4 0fa2615 0fbb96b 0fa9398 0faa497 
0facbe0 0f9e6bf 0fb7853 0fa535b 0fa6200 
0fb2296 0fa3d80 0fbcf13 0faaa00 0fab806 
0fad6db 0f9f10f 0fb849d 0fa5eda 0fa7031 
0fafcd0 0fa1806 0fba8b6 0fa8425 0fa9087 
0fb0cbe 0fa26eb 0fbbaab 0fa94cf 0faa5c8 
0facc2d 0f9e6f0 0fb793f 0fa5413 0fa62a2 
0fb2287 0fa3d49 0fbcf6d 0faaa27 0fab81e 
0fad712 0f9f112 0fb853b 0fa5f45 0fa70ad 
0fafab5 0fa15b3 0fba6eb 0fa8227 0fa8ed0 
0fb0cb6 0fa26a7 0fbbabb 0fa94d0 0faa5e8 
0facb42 0f9e5cb 0fb783d 0fa5310 0fa61dd 
0fb22fe 0fa3d99 0fbcfbd 0faaa89 0fab8a5 
0fad904 0f9f2ec 0fb8715 0fa611e 0fa72ab 
0fafc60 0fa1752 0fba87a 0fa83c1 0fa9062 
0fb1027 0fa2a13 0fbbe0b 0fa9825 0faa931 
0facf46 0f9e9c1 0fb7c23 0fa5702 0fa65ca 
0fb2714 0fa419d 0fbd3ac 0faaea0 0fabc99 
0fadd9e 0f9f770 0fb8b9b 0fa65ce 0fa773f 
0fb0159 0fa1c44 0fbad6f 0fa88d0 0fa955e 
0fb14b2 0fa2e99 0fbc2a0 0fa9cc0 0faadd4 
0fad2ac 0f9ed20 0fb7f9a 0fa5a80 0fa6939 
0fb2989 0fa4412 0fbd64e 0fab130 0fabf21 
0fadecd 0f9f8a1 0fb8cce 0fa66ed 0fa7886 
0fb00cc 0fa1bab 0fbacd4 0fa8825 0fa94d0 
0fb1426 0fa2df5 0fbc1ff 0fa9c14 0faad20 
0fad0f8 0f9eb50 0fb7dc6 0fa5890 0fa6774 
0fb27d0 0fa4246 0fbd479 0faaf3b 0fabd4d 
0fade20 0f9f7e0 0fb8c1e 0fa6614 0fa77ab 
0fafece 0fa19a1 0fbaadd 0fa85fb 0fa92b1 
0fb13a5 0fa2d93 0fbc192 0fa9b60 0faac77 
0fad08d 0f9eaed 0fb7d7e 0fa5820 0fa670b 
0fb2835 0fa42af 0fbd4d3 0faaf8f 0fabd96 
0fadf6a 0f9f92f 0fb8d5d 0fa674c 0fa78e1 
0faffac 0fa1a9c 0fbabd4 0fa86f0 0fa9387 
0fb14df 0fa2eca 0fbc2d1 0fa9ccc 0faada9 
0fad193 0f9ec0c 0fb7e8a 0fa5945 0fa6812 
0fb289e 0fa4338 0fbd56c 0fab025 0fabdfd 
0fadfea 0f9f9be 0fb8e06 0fa67fe 0fa7969 
0faffd6 0fa1a9e 0fbabdf 0fa871d 0fa93ad 
0fb1577 0fa2f42 0fbc366 0fa9d50 0faae4d 
0fad105 0f9eb4c 0fb7dcc 0fa58a1 0fa6797 
0fb27cb 0fa4240 0fbd46c 0faaf2b 0fabd2e 
0fadef3 0f9f8b1 0fb8d08 0fa66ee 0fa788b 
0fafd29 0fa1808 0fba96b 0fa847f 0fa911d 
0fb1508 0fa2eed 0fbc308 0fa9ce9 0faade5 
0facf71 0f9e9dd 0fb7c9b 0fa5728 0fa662f 
0fb2701 0fa4187 0fbd3ba 0faae6f 0fabc54 
0fadfd3 0f9f993 0fb8dcb 0fa67c4 0fa7953 
0fafd48 0fa1817 0fba93d 0fa8474 0fa9129 
0faf58f 0fa1042 0fba109 0fa7bf6 0fa8a1a 
0fb3e34 0fa587c 0fbea6a 0fac4bc 0fad478 
0fae73e 0fa0145 0fb940b 0fa6e28 0fa7f52 
0fb2a6b 0fa453c 0fbd5be 0fab0b8 0fabe05 
0fb1417 0fa2dc8 0fbc156 0fa9b25 0faad55 
0faf3de 0fa0e76 0fb9f6f 0fa7a53 0fa8879 
0fb3d96 0fa57c5 0fbea04 0fac438 0fad3e5 
0fae6a0 0fa0091 0fb93aa 0fa6da1 0fa7eb3 
0fb294b 0fa4410 0fbd4bc 0faaf9b 0fabcca 
0fb1521 0fa2ed1 0fbc26b 0fa9c15 0faae3d 
0faf343 0fa0dd9 0fb9ebe 0fa799f 0fa87c2 
0fb3d6b 0fa57b7 0fbe9b7 0fac406 0fad390 
0fae676 0fa007d 0fb933e 0fa6d63 0fa7e78 
0fb2916 0fa43e6 0fbd417 0faaf32 0fabc57 
0fb155c 0fa2f17 0fbc260 0fa9c3e 0faae59 
0faf32c 0fa0dd4 0fb9e9e 0fa798f 0fa879b 
0fb3e0c 0fa585c 0fbea4d 0fac4a5 0fad428 
0fae7dc 0fa01da 0fb94a1 0fa6eb5 0fa7ff5 
0fb2993 0fa446a 0fbd4da 0faafd1 0fabd05 
0fb15c5 0fa2f87 0fbc306 0fa9cc7 0faaee5 
0faf451 0fa0ef8 0fb9fdc 0fa7ac5 0fa88e2 
0fb3f55 0fa5993 0fbeb8a 0fac5e6 0fad57d 
0fae94a 0fa0336 0fb95eb 0fa7007 0fa815f 
0fb2c23 0fa46f5 0fbd745 0fab247 0fabf88 
0fb18a8 0fa3266 0fbc5ea 0fa9f9f 0fab1c5 
0faf5ee 0fa109c 0fba183 0fa7c55 0fa8a77 
0fb4250 0fa5c98 0fbee76 0fac8c3 0fad853 
0faeb85 0fa0587 0fb9833 0fa7250 0fa838f 
0fb2d52 0fa4832 0fbd86d 0fab376 0fac096 
0fb19fe 0fa33d6 0fbc729 0faa0f2 0fab301 
0faf6c1 0fa1174 0fba22b 0fa7d1b 0fa8b32 
0fb41cf 0fa5c1c 0fbedfb 0fac853 0fad7d6 
0faeabf 0fa04bf 0fb9795 0fa71a9 0fa82e7 
0fb2b2e 0fa461b 0fbd67a 0fab176 0fabe84 
0fb197e 0fa3353 0fbc6a6 0faa06d 0fab268 
0faf4c3 0fa0f7e 0fba03b 0fa7b24 0fa893f 
0fb40ae 0fa5b0a 0fbecaa 0fac70b 0fad67d 
0faea8a 0fa0496 0fb9743 0fa7159 0fa8293 
0fb2a22 0fa450a 0fbd542 0fab03b 0fabd4c 
0fb1a26 0fa33f6 0fbc730 0faa0f2 0fab2f8 
0faf479 0fa0f2b 0fb9fcc 0fa7ab1 0fa88e5 
0fb4180 0fa5be3 0fbed81 0fac7d9 0fad74d 
0faeaee 0fa0500 0fb9796 0fa71ab 0fa82f2 
0fb2a44 0fa4535 0fbd537 0fab042 0fabd65 
0fb1a64 0fa3449 0fbc763 0faa132 0fab33e 
0faf451 0fa0f22 0fb9f9d 0fa7a81 0fa88bd 
0fb4118 0fa5b85 0fbecf9 0fac75d 0fad6ce 
0faea99 0fa04ac 0fb971b 0fa713c 0fa8296 
0fb2839 0fa4331 0fbd323 0faae37 0fabb55 
0fb18f5 0fa32d7 0fbc5cf 0fa9fad 0fab1b7 
0faf113 0fa0bc9 0fb9c41 0fa773f 0fa858d 
0fb3e3e 0fa58af 0fbe9fb 0fac47f 0fad3ed 
0fae88e 0fa029f 0fb9503 0fa6f30 0fa809f 
0fb2560 0fa4062 0fbd038 0faab5a 0fab87f 
0fb17e6 0fa31d3 0fbc4b7 0fa9e9d 0fab0a3 
0faef14 0fa09e2 0fb9a5a 0fa7544 0fa8399 
0fb3d5d 0fa57e1 0fbe933 0fac3a7 0fad2ff 
0fae779 0fa01a4 0fb9423 0fa6e49 0fa7f93 
0fb248c 0fa3fa1 0fbcf6b 0faaa9e 0fab7a5 
0fb182d 0fa3225 0fbc4f7 0fa9ee6 0fab0e2 
0faf00b 0fa0adb 0fb9b36 0fa763e 0fa8487 
0fb3eef 0fa596f 0fbeab6 0fac538 0fad48d 
0faea06 0fa0421 0fb9683 0fa70a8 0fa820c 
0fb2711 0fa421a 0fbd1e4 0faad04 0faba19 
0fb1b70 0fa355c 0fbc822 0faa207 0fab41a 
0faf1ae 0fa0c6c 0fb9cd1 0fa77d0 0fa8623 
0fb40ff 0fa5b7e 0fbecaf 0fac73f 0fad692 
0faeb66 0fa0581 0fb97d7 0fa7210 0fa8376 
0fb26ed 0fa41f5 0fbd1b7 0faace9 0fab9fc 
0fb1c7c 0fa3683 0fbc955 0faa343 0fab535 
0faf24c 0fa0d25 0fb9d8a 0fa7880 0fa86dd 
0fb410b 0fa5bb7 0fbecff 0fac782 0fad6a8 
0faec8e 0fa06cc 0fb9928 0fa734f 0fa84af 
0fb26f5 0fa421d 0fbd1c8 0faad00 0faba02 
0fb1e5e 0fa387a 0fbcb22 0faa519 0fab70c 
0faf1f4 0fa0ce6 0fb9d31 0fa7832 0fa8685 
0fb41c7 0fa5c77 0fbed8b 0fac81a 0fad743 
0faede6 0fa0831 0fb9a77 0fa74a2 0fa8604 
0fb273e 0fa4267 0fbd209 0faad2f 0faba47 
0fb1eaf 0fa38c4 0fbcb82 0faa56a 0fab754 
0faf22d 0fa0d10 0fb9d72 0fa7867 0fa86c6 
0fb4216 0fa5cb7 0fbedb1 0fac847 0fad77e 
0faedcf 0fa0802 0fb9a2f 0fa7464 0fa85e3 
0fb2750 0fa4278 0fbd20b 0faad43 0faba53 
0fb1f3d 0fa3944 0fbcbfe 0faa5ea 0fab7e4 
0faf301 0fa0ddb 0fb9e3a 0fa7937 0fa8797 
0fb4353 0fa5de8 0fbeee7 0fac987 0fad8c0 
0faee68 0fa0890 0fb9a9a 0fa74f3 0fa866a 
0fb284d 0fa4367 0fbd2e0 0faae35 0fabb3c 
0fb1f84 0fa3998 0fbcc2c 0faa63f 0fab824 
0faf2dc 0fa0dc5 0fb9e03 0fa7924 0fa8778 
0fb42d5 0fa5d8d 0fbee77 0fac924 0fad844 
0faedaa 0fa07e6 0fb9a1a 0fa745b 0fa85cc 
0fb2679 0fa41af 0fbd139 0faac78 0fab978 
0fb2040 0fa3a68 0fbccfc 0faa6fa 0fab8d5 
0faf20f 0fa0cfe 0fb9d39 0fa783f 0fa869f 
0fb42fc 0fa5dc2 0fbee94 0fac92f 0fad83e 
0faef88 0fa09ca 0fb9be9 0fa761b 0fa878c 
0fb275e 0fa428c 0fbd200 0faad36 0faba38 
0fb21fb 0fa3c2a 0fbce9e 0faa898 0faba71 
0faf264 0fa0d63 0fb9d90 0fa788e 0fa86f7 
0fb4388 0fa5e54 0fbef20 0fac9c2 0fad8c1 
0faef97 0fa09e1 0fb9c0a 0fa7648 0fa87b3 
0fb2693 0fa41cd 0fbd13e 0faac8a 0fab97b 
0fb223b 0fa3c4d 0fbcecb 0faa8d3 0fabab8 
0faf29f 0fa0d76 0fb9dda 0fa78d7 0fa8759 
0fb443d 0fa5ee1 0fbeff0 0faca7a 0fad9b2 
0faefe1 0fa0a02 0fb9c8f 0fa7699 0fa8851 
0fb26e9 0fa41f7 0fbd1d9 0faacea 0faba2d 
0fb2270 0fa3c61 0fbcf48 0faa917 0fabb41 
0faf219 0fa0cc0 0fb9d7b 0fa7857 0fa871a 
0fb4417 0fa5e72 0fbefb8 0faca43 0fad9a3 
