0fb7ce2 0fc8414 0fad69a 
0fbcb3d 0fca748 0fb234f 
0fc413e 0fcae09 0fb9718 
0fc176b 0fcad2b 0fb68cb 
0fb86a2 0fca5c3 0fad74a 
0fb574d 0fca177 0faac21 
0fbcafe 0fca60f 0fb22f8 
0fc40b0 0fcaca9 0fb9688 
0fc1760 0fcac1c 0fb68cd 
0fb8693 0fca4ce 0fad755 
0fb56dc 0fca08c 0faabbe 
0fbcb14 0fca5cb 0fb2316 
0fc41a8 0fcac99 0fb977d 
0fc189c 0fcab69 0fb69f1 
0fb87a3 0fca39b 0fad841 
0fb5768 0fc9f6c 0faac38 
0fbcade 0fca478 0fb22e7 
0fc4125 0fcaaf3 0fb9712 
0fc1935 0fcaa94 0fb6a9e 
0fb885a 0fca30b 0fad903 
0fb5839 0fc9f69 0faad0e 
0fbcb21 0fca3cf 0fb231d 
0fc417c 0fca983 0fb9757 
0fc19da 0fca87c 0fb6b39 
0fb88ea 0fca0de 0fad98a 
0fb5766 0fc9c84 0faac2f 
0fbca31 0fca17b 0fb2235 
0fc4184 0fca831 0fb9764 
0fc1a84 0fca7b7 0fb6bd8 
0fb894e 0fca00f 0fad9d1 
0fb5798 0fc9c6a 0faac45 
0fbc9fd 0fca174 0fb21f0 
0fc41b2 0fca84b 0fb979b 
0fc1b29 0fca7d7 0fb6c96 
0fb8a2c 0fca09e 0fadace 
0fb577d 0fc9c9e 0faac41 
0fbc932 0fca195 0fb212f 
0fc418f 0fca8fc 0fb9764 
0fc1bc6 0fca8c1 0fb6d23 
0fb8aae 0fca137 0fadb47 
0fb573e 0fc9cce 0faabfd 
0fbc880 0fca175 0fb2075 
0fc4099 0fca7f0 0fb968b 
0fc1b94 0fca783 0fb6cfc 
0fb8b08 0fca035 0fadb90 
0fb5752 0fc9bef 0faabf4 
0fbc81f 0fca066 0fb2002 
0fc40b7 0fca6f7 0fb9694 
0fc1c66 0fca6ab 0fb6dc7 
0fb8b2c 0fc9eb4 0fadbae 
0fb56a7 0fc9a3b 0faab3c 
0fbc743 0fc9ed6 0fb1f1b 
0fc406c 0fca58b 0fb9644 
0fc1c94 0fca4fd 0fb6dee 
0fb8b79 0fc9d13 0fadbe7 
0fb5680 0fc98dc 0faaaf9 
0fbc677 0fc9d4e 0fb1e3d 
0fc3fa4 0fca3cb 0fb9570 
0fc1c36 0fca319 0fb6d82 
0fb8bd2 0fc9c07 0fadc30 
0fb5696 0fc9876 0faab08 
0fbc624 0fc9d34 0fb1dfe 
0fc4021 0fca458 0fb9612 
0fc1e0c 0fca495 0fb6f82 
0fb8d2b 0fc9d35 0faddbc 
0fb5608 0fc9871 0faaaae 
0fbc4eb 0fc9cef 0fb1cd8 
0fc3f4f 0fca40d 0fb9539 
0fc1dc0 0fca43d 0fb6f27 
0fb8d3f 0fc9ce2 0faddb5 
0fb56d5 0fc990a 0faab62 
0fbc654 0fc9e52 0fb1e30 
0fc408d 0fca4f2 0fb9686 
0fc1f8f 0fca4e3 0fb7104 
0fb8f82 0fc9dd0 0fadfed 
0fb5859 0fc998e 0faacc8 
0fbc69a 0fc9ddd 0fb1e55 
0fc4111 0fca427 0fb96d9 
0fc20c4 0fca3e1 0fb720d 
0fb90c7 0fc9c84 0fae105 
0fb588d 0fc97c4 0faacd6 
0fbc654 0fc9be9 0fb1e08 
0fc4150 0fca274 0fb971e 
0fc2161 0fca20f 0fb72ac 
0fb9163 0fc9b05 0fae19d 
0fb588d 0fc9706 0faacc5 
0fbc4e4 0fc9b20 0fb1c8c 
0fc4072 0fca21a 0fb9643 
0fc2178 0fca225 0fb72cb 
0fb9182 0fc9b69 0fae1c1 
0fb5785 0fc9735 0faabca 
0fbc3da 0fc9bae 0fb1b8f 
0fc3f84 0fca279 0fb9557 
0fc215f 0fca2be 0fb72a5 
0fb915d 0fc9c02 0fae184 
0fb56e5 0fc981f 0faab12 
0fbc379 0fc9d30 0fb1b1f 
0fc4062 0fca4a4 0fb9635 
0fc22f7 0fca4bc 0fb7453 
0fb92d5 0fc9db6 0fae319 
0fb579f 0fc9997 0faabdf 
0fbc2eb 0fc9dde 0fb1a9e 
0fc3f93 0fca4b8 0fb9560 
0fc2316 0fca4f6 0fb744d 
0fb933e 0fc9db4 0fae34d 
0fb5793 0fc9934 0faabae 
0fbc331 0fc9d67 0fb1ad2 
0fc4088 0fca3e5 0fb9663 
0fc2481 0fca374 0fb75e8 
0fb948d 0fc9bfa 0fae4cb 
0fb57ea 0fc974f 0faac20 
0fbc29b 0fc9b94 0fb1a5f 
0fc403e 0fca2cc 0fb9631 
0fc24e0 0fca345 0fb7628 
0fb9474 0fc9bef 0fae493 
0fb56da 0fc974c 0faab08 
0fbc16e 0fc9c12 0fb191e 
0fc3f6b 0fca38b 0fb956e 
0fc24bf 0fca474 0fb763e 
0fb9510 0fc9e18 0fae564 
0fb574f 0fc9a49 0faabaa 
0fbc0ff 0fc9f1f 0fb18d8 
0fc3f4b 0fca73c 0fb9560 
0fc253d 0fca886 0fb76d2 
0fb95a7 0fca246 0fae618 
0fb5783 0fc9e59 0faabe0 
0fbc11b 0fca32e 0fb18fe 
0fc3fb1 0fcaab5 0fb95d3 
0fc25aa 0fcaae5 0fb774b 
0fb9588 0fca398 0fae5e6 
0fb56f0 0fc9f85 0faab38 
0fbbfe8 0fca3f7 0fb17ae 
0fc3e88 0fcab50 0fb9499 
0fc25ba 0fcac21 0fb7739 
0fb95f7 0fca516 0fae63e 
0fb5669 0fca081 0faaaad 
0fbbf63 0fca54b 0fb172b 
0fc3e56 0fcac7b 0fb946d 
0fc267c 0fcad4b 0fb780c 
0fb96df 0fca640 0fae727 
0fb56c7 0fca201 0faab00 
0fbbec1 0fca6a4 0fb168e 
0fc3e7c 0fcae7c 0fb94ac 
0fc26fd 0fcaf21 0fb789b 
0fb9715 0fca7d2 0fae765 
0fb5682 0fca3ff 0faaabc 
0fbbe26 0fca8fa 0fb15ed 
0fc3dce 0fcb097 0fb93f6 
0fc2695 0fcb100 0fb7849 
0fb9767 0fcaa65 0fae7c7 
0fb55ad 0fca63b 0faa9f1 
0fbbc5a 0fcab4f 0fb1436 
0fc3c76 0fcb348 0fb92af 
0fc26ba 0fcb3d5 0fb785d 
0fb97b2 0fcabd6 0fae7f9 
0fb5577 0fca668 0faa9ab 
0fbbbee 0fcaa89 0fb13c5 
0fc3c88 0fcb27a 0fb92e1 
0fc26e7 0fcb36c 0fb78c1 
0fb977b 0fcac97 0fae7f1 
0fb54b4 0fca896 0faa8fe 
0fbbaf5 0fcade6 0fb12d5 
0fc3b65 0fcb603 0fb91ab 
0fc2632 0fcb757 0fb77fa 
0fb97b4 0fcb183 0fae822 
0fb545f 0fcace9 0faa8a0 
0fbba31 0fcb0fa 0fb120d 
0fc3ba4 0fcb811 0fb91ed 
0fc2755 0fcb81f 0fb7918 
0fb98cf 0fcb0e2 0fae931 
0fb554a 0fcabd8 0faa995 
0fbbab7 0fcb008 0fb12a2 
0fc3bd6 0fcb79d 0fb921a 
0fc280f 0fcb882 0fb79bf 
0fb996c 0fcb1ac 0fae9cf 
0fb552e 0fcacab 0faa96e 
0fbba31 0fcb0bd 0fb120e 
0fc3b8b 0fcb7db 0fb91dd 
0fc2880 0fcb89c 0fb7a30 
0fb9a92 0fcb233 0faeacf 
0fb561a 0fcad80 0faaa2a 
0fbba82 0fcb14f 0fb122e 
0fc3c41 0fcb892 0fb9267 
0fc2915 0fcb8c6 0fb7acc 
0fb9afc 0fcb264 0faeb43 
0fb562a 0fcae36 0faaa3c 
0fbba2a 0fcb29f 0fb11de 
0fc3bde 0fcb9fc 0fb920e 
0fc297a 0fcba91 0fb7b28 
0fb9af5 0fcb372 0faeb2c 
0fb5588 0fcaec4 0faa986 
0fbb938 0fcb2c3 0fb10eb 
0fc3b03 0fcb973 0fb913d 
0fc29ca 0fcb9f5 0fb7b7a 
0fb9c23 0fcb334 0faec5c 
0fb5620 0fcae80 0faaa1e 
0fbb8f3 0fcb250 0fb10a9 
0fc3b33 0fcb973 0fb9182 
0fc2ae1 0fcba79 0fb7cac 
0fb9d0c 0fcb3a8 0faed5a 
0fb55d5 0fcae79 0faa9e9 
0fbb812 0fcb1ff 0fb0fd6 
0fc3aeb 0fcb8d8 0fb9138 
0fc2b6e 0fcb95b 0fb7d25 
0fb9d8e 0fcb1aa 0faedc0 
0fb5611 0fcac56 0faa9fa 
0fbb82e 0fcb020 0fb0fc3 
0fc3b62 0fcb794 0fb9197 
0fc2c47 0fcb89a 0fb7e25 
0fb9e2a 0fcb165 0faee8a 
0fb556f 0fcac12 0faa98d 
0fbb6ab 0fcafbf 0fb0e87 
0fc3a54 0fcb722 0fb90c7 
0fc2c4c 0fcb809 0fb7e28 
0fb9e89 0fcb05c 0faeeca 
0fb5586 0fcaab4 0faa976 
0fbb6b6 0fcae77 0fb0e71 
0fc3ada 0fcb629 0fb9142 
0fc2d39 0fcb75a 0fb7f0b 
0fb9fc5 0fcb057 0faeffb 
0fb567a 0fcab49 0faaa5b 
0fbb6f6 0fcaeec 0fb0e96 
0fc3b09 0fcb606 0fb915b 
0fc2e47 0fcb6e6 0fb8024 
0fba11e 0fcaf76 0faf164 
0fb5760 0fca9b2 0faab4b 
0fbb75d 0fcac8a 0fb0f0e 
0fc3bf6 0fcb359 0fb9253 
0fc2f87 0fcb3cc 0fb815f 
0fba24c 0fcac25 0faf292 
0fb5842 0fca6c4 0faac41 
0fbb804 0fca9fb 0fb0fb7 
0fc3cbb 0fcb0fe 0fb9322 
0fc30c5 0fcb184 0fb829a 
0fba422 0fcaa5f 0faf45a 
0fb594a 0fca4a4 0faad2a 
0fbb86b 0fca7c3 0fb1012 
0fc3c96 0fcae1c 0fb92ec 
0fc3156 0fcaed8 0fb8337 
0fba51a 0fca81e 0faf54f 
0fb59d7 0fca2dc 0faada2 
0fbb881 0fca65c 0fb100c 
0fc3dc5 0fcadc9 0fb9403 
0fc3298 0fcae22 0fb845c 
0fba5c4 0fca6dd 0faf5e0 
0fb59cc 0fca1de 0faad94 
0fbb800 0fca598 0fb0fa6 
0fc3d2b 0fcaccd 0fb938a 
0fc3349 0fcadf3 0fb851e 
0fba72f 0fca758 0faf74d 
0fb5a58 0fca1cf 0faae15 
0fbb79b 0fca51e 0fb0f31 
0fc3d22 0fcac6a 0fb937f 
0fc33d8 0fcad91 0fb85b1 
0fba77f 0fca69f 0faf7aa 
0fb5a2c 0fca12c 0faaded 
0fbb714 0fca484 0fb0ea7 
0fc3c89 0fcab8c 0fb92e7 
0fc33b1 0fcac63 0fb857e 
0fba770 0fca53c 0faf77d 
0fb5a3d 0fca057 0faaddb 
0fbb6c7 0fca3c6 0fb0e41 
0fc3cbc 0fcab08 0fb930c 
0fc34aa 0fcac33 0fb8687 
0fba8a3 0fca553 0faf8c0 
0fb59f0 0fc9fb4 0faadac 
0fbb5cf 0fca335 0fb0d62 
0fc3c2c 0fcaadd 0fb9294 
0fc348c 0fcac13 0fb8676 
0fba889 0fca545 0faf8b1 
0fb5936 0fc9fb8 0faace9 
0fbb49a 0fca32c 0fb0c2b 
0fc3aeb 0fcaaac 0fb914d 
0fc3483 0fcac9b 0fb8659 
0fba8e0 0fca633 0faf8fc 
0fb593c 0fca10e 0faaced 
0fbb3cd 0fca455 0fb0b4b 
0fc3a7c 0fcabec 0fb90c7 
0fc3480 0fcada6 0fb8627 
0fba8ec 0fca6f9 0faf8c9 
0fb58c5 0fca1a6 0faac4d 
0fbb2f1 0fca4d0 0fb0a65 
0fc39af 0fcac0d 0fb9010 
0fc33ba 0fcad2c 0fb859b 
0fba837 0fca66a 0faf83e 
0fb57ba 0fca136 0faab3e 
0fbb1ab 0fca49e 0fb0919 
0fc3875 0fcab91 0fb8ed1 
0fc3321 0fcac68 0fb8505 
0fba7bf 0fca56a 0faf7c2 
0fb5662 0fc9fb4 0faa9e6 
0fbb03c 0fca37d 0fb07b4 
0fc3794 0fcaafa 0fb8e07 
0fc3354 0fcac82 0fb854c 
0fba7ba 0fca557 0faf7d4 
0fb55ff 0fca00a 0faa999 
0fbaf2b 0fca3ba 0fb06bd 
0fc36c9 0fcab29 0fb8d45 
0fc332b 0fcac90 0fb851c 
0fba861 0fca5e8 0faf86f 
0fb55f1 0fca046 0faa979 
0fbae1a 0fca37c 0fb059c 
0fc35c5 0fcaae1 0fb8c54 
0fc3298 0fcac31 0fb84ab 
0fba862 0fca603 0faf875 
0fb554f 0fca088 0faa8da 
0fbacf8 0fca3c3 0fb0470 
0fc3584 0fcabde 0fb8bfb 
0fc333d 0fcad7c 0fb853c 
0fba87b 0fca682 0faf899 
0fb5506 0fca0fa 0faa8a2 
0fbac57 0fca44c 0fb03e5 
0fc3452 0fcab74 0fb8adb 
0fc32c9 0fcad0b 0fb84d1 
0fba8e0 0fca6a2 0faf8e7 
0fb5577 0fca182 0faa8e6 
0fbac88 0fca4dd 0fb03e5 
0fc34bc 0fcabe2 0fb8b23 
0fc33d6 0fcad81 0fb85c9 
0fbaa10 0fca6e5 0fafa0e 
0fb5574 0fca0dc 0faa8e6 
0fbabaf 0fca3cc 0fb0316 
0fc348d 0fcab4d 0fb8afd 
0fc341e 0fcacd3 0fb860e 
0fba9ed 0fca5f5 0faf9dc 
0fb547c 0fc9ff9 0faa7d6 
0fbaa2c 0fca326 0fb018a 
0fc32b3 0fcaa56 0fb8933 
0fc32fd 0fcac2b 0fb8500 
0fba937 0fca5ad 0faf93d 
0fb53f6 0fca070 0faa75e 
0fba99e 0fca426 0fb00eb 
0fc32a1 0fcabf0 0fb890b 
0fc32f2 0fcad5c 0fb84ed 
0fba95b 0fca6dd 0faf955 
0fb5397 0fca18f 0faa6e9 
0fba8dd 0fca539 0fb003f 
0fc3241 0fcad25 0fb88c9 
0fc33dd 0fcafe6 0fb85f0 
0fbaa9a 0fcaa23 0fafaa2 
0fb5464 0fca44b 0faa7c5 
0fba94b 0fca690 0fb009e 
0fc32f7 0fcacf1 0fb8961 
0fc34df 0fcae1c 0fb86d8 
0fbac1f 0fca824 0fafc0c 
0fb553b 0fca30b 0faa87f 
0fba8b3 0fca654 0fafff6 
0fc324d 0fcae6d 0fb88c1 
0fc3494 0fcb057 0fb868d 
0fbac1a 0fcaa89 0fafbee 
0fb545b 0fca4d2 0faa78b 
0fba6ee 0fca794 0fafe30 
0fc30ce 0fcaf4b 0fb8740 
0fc346b 0fcb166 0fb866e 
0fbac40 0fcab7a 0fafc3a 
0fb53ce 0fca58a 0faa725 
0fba647 0fca861 0fafd9d 
0fc30b8 0fcb00b 0fb873c 
0fc34f1 0fcb1c6 0fb86f9 
0fbac97 0fcab52 0fafc84 
0fb53aa 0fca5ac 0faa6eb 
0fba5a3 0fca93e 0fafd0b 
0fc3018 0fcb17f 0fb86c8 
0fc34c6 0fcb3a6 0fb8709 
0fbad22 0fcae09 0fafd3e 
0fb5410 0fca8cd 0faa78e 
0fba50c 0fcabc4 0fafcac 
0fc2fc4 0fcb416 0fb8690 
0fc3507 0fcb62d 0fb874b 
0fbad8f 0fcb023 0fafdb3 
0fb5452 0fcaab9 0faa7c6 
0fba4fc 0fcad54 0fafc94 
0fc2f9a 0fcb4e3 0fb8670 
0fc35d9 0fcb71d 0fb8831 
0fbaec7 0fcb13b 0fafef3 
0fb5515 0fcabe8 0faa88f 
0fba588 0fcaf3d 0fafd17 
0fc3057 0fcb755 0fb8709 
0fc36b8 0fcb994 0fb88df 
0fbaf86 0fcb3c2 0faff76 
0fb553d 0fcae90 0faa87a 
0fba4b6 0fcb170 0fafc0a 
0fc2fab 0fcb96f 0fb8654 
0fc3739 0fcbc16 0fb8977 
0fbafdc 0fcb5db 0faffe1 
0fb54b4 0fcb03b 0faa7f9 
0fba3e2 0fcb2fa 0fafb38 
0fc2ee0 0fcba53 0fb857d 
0fc36f1 0fcbc1f 0fb8929 
0fbb00d 0fcb59a 0fb002b 
0fb53e2 0fcaf71 0faa74d 
0fba261 0fcb26e 0faf9ed 
0fc2e18 0fcba91 0fb8505 
0fc37aa 0fcbd85 0fb8a18 
0fbb18e 0fcb7e6 0fb01c3 
0fb54f7 0fcb216 0faa865 
0fba2d4 0fcb4e7 0fafa55 
0fc2de5 0fcbbfc 0fb84a9 
0fc37df 0fcbe56 0fb8a23 
0fbb189 0fcb7c2 0fb0188 
0fb5443 0fcb128 0faa780 
0fba215 0fcb3f7 0faf97d 
0fc2ddf 0fcbb6f 0fb84ae 
0fc37e1 0fcbd7b 0fb8a4e 
0fbb1ea 0fcb773 0fb0210 
0fb5496 0fcb1b5 0faa7e8 
0fba206 0fcb4fa 0faf974 
0fc2e33 0fcbccd 0fb84f7 
0fc38c0 0fcbe71 0fb8b03 
0fbb302 0fcb79d 0fb02f9 
0fb55d0 0fcb160 0faa8f9 
0fba245 0fcb363 0faf9a0 
0fc2e44 0fcba74 0fb850c 
0fc3983 0fcbc45 0fb8be3 
0fbb41a 0fcb602 0fb0419 
0fb563d 0fcb018 0faa95c 
0fba2a7 0fcb2eb 0faf9f3 
0fc2f10 0fcba9e 0fb85cd 
0fc3aed 0fcbca7 0fb8d36 
0fbb61a 0fcb6a6 0fb060f 
0fb57fb 0fcb0c2 0faab2e 
0fba44f 0fcb3e3 0fafbb8 
0fc308b 0fcbb59 0fb876a 
0fc3ca4 0fcbd56 0fb8f02 
0fbb749 0fcb710 0fb0740 
0fb57dc 0fcb06e 0faaae8 
0fba31f 0fcb301 0fafa5e 
0fc2fc8 0fcbac0 0fb8681 
0fc3c8c 0fcbcde 0fb8edd 
0fbb7a3 0fcb6a3 0fb07ab 
0fb5837 0fcb06d 0faab68 
0fba30e 0fcb2fa 0fafa63 
0fc2f8e 0fcba2e 0fb865c 
0fc3d25 0fcbc2d 0fb8f80 
0fbb8d2 0fcb5de 0fb08cf 
0fb5906 0fcaf5c 0faac20 
0fba311 0fcb16b 0fafa59 
0fc2f99 0fcb87c 0fb866e 
0fc3df8 0fcbabe 0fb9069 
0fbb98b 0fcb469 0fb099b 
0fb5928 0fcae06 0faac4d 
0fba2ce 0fcb067 0fafa16 
0fc2fd7 0fcb7b2 0fb86a6 
0fc3ed8 0fcb993 0fb9136 
0fbba9e 0fcb2b9 0fb0a86 
0fb59ab 0fcac29 0faac9b 
0fba253 0fcae13 0faf988 
0fc2f56 0fcb525 0fb8620 
0fc3f0f 0fcb729 0fb9168 
0fbbb1d 0fcb08c 0fb0b1b 
0fb59a0 0fca9ff 0faaca5 
0fba1a2 0fcabe7 0faf8d2 
0fc2ee7 0fcb349 0fb85aa 
0fc3f9d 0fcb5cf 0fb91f7 
0fbbc61 0fcaf9e 0fb0c37 
0fb5aad 0fca946 0faad89 
0fba25d 0fcab31 0faf96c 
0fc2fc6 0fcb251 0fb8672 
0fc40da 0fcb43e 0fb931a 
0fbbe09 0fcaddb 0fb0dd1 
0fb5bc9 0fca743 0faaea1 
0fba31b 0fca94b 0fafa30 
0fc3092 0fcb046 0fb8740 
0fc41dc 0fcb1a6 0fb941c 
0fbbf33 0fcab43 0fb0ef6 
0fb5c5c 0fca4cb 0faaf15 
0fba2f4 0fca6cf 0fafa02 
0fc308d 0fcadb8 0fb875d 
0fc4349 0fcafb2 0fb95a9 
0fbc0cf 0fca8f7 0fb1099 
0fb5d8a 0fca28f 0fab04b 
0fba36e 0fca496 0fafa72 
0fc30fb 0fcab6a 0fb87ab 
0fc43fa 0fcad46 0fb9644 
0fbc1c5 0fca6ef 0fb119a 
0fb5da9 0fca0a5 0fab080 
0fba2b6 0fca2d7 0faf9cb 
0fc3072 0fca9e5 0fb8735 
0fc444f 0fcac06 0fb96ac 
0fbc2d1 0fca62f 0fb12a3 
0fb5e03 0fca005 0fab0bb 
0fba1f7 0fca235 0faf8db 
0fc2f54 0fca93f 0fb85f4 
0fc441d 0fcabe1 0fb965d 
0fbc2e5 0fca657 0fb1297 
0fb5d7d 0fca04d 0fab01e 
0fba0ae 0fca26c 0faf79e 
0fc2edd 0fca9f5 0fb8599 
0fc4478 0fcac80 0fb96c9 
0fbc376 0fca6b8 0fb1327 
0fb5d8b 0fca08c 0fab019 
0fba070 0fca2db 0faf752 
0fc2ea9 0fcaa3e 0fb855f 
0fc4517 0fcacfd 0fb976f 
0fbc4c6 0fca798 0fb1487 
0fb5e54 0fca174 0fab102 
0fba02b 0fca34b 0faf72b 
0fc2eb0 0fcaafb 0fb857b 
0fc4579 0fcad86 0fb97d3 
0fbc4fc 0fca7b2 0fb1496 
0fb5da5 0fca12d 0fab008 
0fb9ef7 0fca36e 0faf5b3 
0fc2cb7 0fcaa5c 0fb834d 
0fc4413 0fcacd6 0fb9654 
0fbc367 0fca698 0fb1308 
0fb5b5f 0fca017 0faadda 
0fb9c2a 0fca269 0faf2f7 
0fc2afb 0fcaa36 0fb819b 
0fc43d5 0fcad9e 0fb960d 
0fbc3cb 0fca807 0fb1359 
0fb5b87 0fca20d 0faadf8 
0fb9bb7 0fca4c1 0faf294 
0fc2a3c 0fcac7c 0fb80f3 
0fc42dd 0fcaf25 0fb9537 
0fbc318 0fca990 0fb12d5 
0fb5a2e 0fca357 0faacb4 
0fb993c 0fca555 0faf01f 
0fc27a8 0fcace7 0fb7e6f 
0fc41b7 0fcb072 0fb941a 
0fbc282 0fcab14 0fb1235 
0fb58e7 0fca4a8 0faab59 
0fb9755 0fca666 0faee28 
0fc2583 0fcad45 0fb7c40 
0fc3ff7 0fcb040 0fb924c 
0fbc0ed 0fcaa7d 0fb1087 
0fb56c5 0fca39d 0faa91f 
0fb94d6 0fca55e 0faeb94 
0fc23fa 0fcacda 0fb7aa3 
0fc3f2e 0fcafd3 0fb916c 
0fbbf82 0fca9ca 0fb0f01 
0fb5476 0fca2c6 0faa6bf 
0fb91e1 0fca47e 0fae893 
0fc20fd 0fcabcd 0fb77b9 
0fc3cde 0fcaeb0 0fb8f56 
0fbbe83 0fca8e5 0fb0e40 
0fb533d 0fca1d8 0faa5a9 
0fb9040 0fca39e 0fae6fd 
0fc1fd1 0fcab51 0fb7680 
0fc3c26 0fcae2a 0fb8e81 
0fbbdd6 0fca869 0fb0d5f 
0fb5303 0fca274 0faa539 
0fb8f4e 0fca471 0fae5f8 
0fc1e6d 0fcabde 0fb751a 
0fc3bd8 0fcaf67 0fb8e2f 
0fbbe61 0fcaa19 0fb0de9 
0fb52f9 0fca404 0faa531 
0fb8e5c 0fca5a5 0fae4fb 
0fc1dab 0fcad2a 0fb745e 
0fc3bd1 0fcb074 0fb8e3b 
0fbbe56 0fcaa9d 0fb0de4 
0fb526a 0fca430 0faa4a4 
0fb8d93 0fca5e8 0fae44d 
0fc1d3b 0fcad3b 0fb740c 
0fc3bd5 0fcb001 0fb8e4d 
0fbbf17 0fcaa44 0fb0eae 
0fb524b 0fca338 0faa480 
0fb8cc3 0fca4a0 0fae356 
0fc1cf0 0fcac51 0fb73a1 
0fc3c18 0fcaf17 0fb8e75 
0fbbf87 0fca947 0fb0efa 
0fb52c4 0fca2a0 0faa4e4 
0fb8cd2 0fca431 0fae36e 
0fc1cb6 0fcab9f 0fb735e 
0fc3c5c 0fcae8c 0fb8ea7 
0fbc033 0fca919 0fb0fa8 
0fb52e8 0fca29b 0faa513 
0fb8bdc 0fca407 0fae272 
0fc1b58 0fcab1d 0fb720f 
0fc3bf2 0fcae3d 0fb8e6e 
0fbbfc8 0fca83b 0fb0f68 
0fb5192 0fca143 0faa3ca 
0fb89f4 0fca2c8 0fae093 
0fc1a3d 0fcaaca 0fb70ff 
0fc3bf1 0fcae58 0fb8e65 
0fbc07d 0fca8ac 0fb100c 
0fb51ec 0fca1a6 0faa42e 
0fb8a0b 0fca335 0fae0b9 
0fc1a6e 0fcaae9 0fb7142 
0fc3d31 0fcaefb 0fb8fc6 
0fbc292 0fcaa2d 0fb1235 
0fb5373 0fca346 0faa5a8 
0fb8a97 0fca4a1 0fae135 
0fc1a73 0fcabdf 0fb713d 
0fc3d61 0fcaf3b 0fb8fdb 
0fbc36a 0fcaa1c 0fb12f0 
0fb549d 0fca342 0faa6ab 
0fb8b03 0fca3f9 0fae196 
0fc1a75 0fcaac8 0fb714b 
0fc3d58 0fcae06 0fb8fe6 
0fbc34c 0fca921 0fb12e6 
0fb53f3 0fca2af 0faa623 
0fb8a5d 0fca47b 0fae10a 
0fc1acc 0fcac70 0fb71c6 
0fc3e9a 0fcb017 0fb9156 
0fbc460 0fcaaa7 0fb141a 
0fb54c6 0fca445 0faa714 
0fb8a87 0fca5da 0fae13e 
0fc1b03 0fcade4 0fb71f2 
0fc3f69 0fcb1ba 0fb921a 
0fbc59a 0fcaca3 0fb1553 
0fb5535 0fca63f 0faa778 
0fb8acc 0fca88e 0fae196 
0fc1b59 0fcb0b7 0fb7261 
0fc3fec 0fcb405 0fb92b4 
0fbc66d 0fcaec8 0fb163b 
0fb55ad 0fca82c 0faa803 
0fb8aa7 0fca9d1 0fae16f 
0fc1b23 0fcb15b 0fb7231 
0fc40a6 0fcb4c1 0fb937c 
0fbc785 0fcaf64 0fb1758 
0fb5660 0fca8ad 0faa8c0 
0fb8a6b 0fcaa24 0fae128 
0fc1a8b 0fcb18a 0fb718c 
0fc4166 0fcb5a1 0fb941c 
0fbc8e2 0fcb054 0fb1884 
0fb570a 0fca912 0faa92f 
0fb8b02 0fcaaea 0fae19a 
0fc1ba1 0fcb27f 0fb7290 
0fc4281 0fcb5e3 0fb953c 
0fbca83 0fcb0e3 0fb1a38 
0fb58c8 0fcaa79 0faaaed 
0fb8ac0 0fcab33 0fae171 
0fc1aca 0fcb236 0fb71c9 
0fc4278 0fcb5bb 0fb9539 
0fbcb10 0fcb0c9 0fb1ad2 
0fb58a4 0fcaa0c 0faaad4 
0fb8ac2 0fcab84 0fae157 
0fc1b28 0fcb2cb 0fb721d 
0fc435b 0fcb62d 0fb961c 
0fbcc37 0fcb118 0fb1bed 
0fb5961 0fcaa26 0faab95 
0fb8b07 0fcab84 0fae1b1 
0fc1bb2 0fcb33a 0fb72b6 
0fc4431 0fcb6e6 0fb96fe 
0fbccae 0fcb16e 0fb1c68 
0fb593e 0fcaa3d 0faab54 
0fb8972 0fcaada 0fae000 
0fc19ca 0fcb23f 0fb70c2 
0fc4446 0fcb62e 0fb9716 
0fbce4e 0fcb072 0fb1e02 
0fb5af3 0fca93f 0faad01 
0fb8a11 0fcaa00 0fae0a2 
0fc19c0 0fcb16e 0fb70c8 
0fc44b1 0fcb5be 0fb979a 
0fbcf37 0fcb050 0fb1efe 
0fb5b68 0fca8f3 0faad86 
0fb8afb 0fcaa38 0fae193 
0fc1b03 0fcb135 0fb720a 
0fc4659 0fcb4e8 0fb9932 
0fbd15e 0fcaf9a 0fb2128 
0fb5ccf 0fca807 0faaedd 
0fb8b20 0fca8f5 0fae196 
0fc1b17 0fcb04c 0fb720f 
0fc4658 0fcb3bd 0fb9929 
0fbd1e8 0fcaed8 0fb219e 
0fb5dab 0fca827 0faafc3 
0fb8b6e 0fca951 0fae211 
0fc1b14 0fcb08b 0fb7245 
0fc4771 0fcb4a9 0fb9a78 
0fbd35b 0fcb004 0fb2336 
0fb5e8c 0fca927 0fab0a3 
0fb8bb4 0fcaa18 0fae240 
0fc1c02 0fcb1c4 0fb7312 
0fc4862 0fcb545 0fb9b4c 
0fbd42e 0fcb025 0fb2400 
0fb5f1c 0fca92d 0fab138 
0fb8c43 0fcaa5e 0fae2cb 
0fc1c59 0fcb1c8 0fb735c 
0fc48e9 0fcb4e7 0fb9bd7 
0fbd529 0fcafab 0fb24e6 
0fb6000 0fca891 0fab1e9 
0fb8bb8 0fca87f 0fae213 
0fc1bee 0fcaf8a 0fb72e1 
0fc4995 0fcb2d0 0fb9c7b 
0fbd60a 0fcad5e 0fb25c2 
0fb5fd8 0fca5cb 0fab1c5 
