0fe087f 00004c5 0fd4dca 
0fc3be4 0fdd20a 0fb753e 
0fbc31f 0fde9d5 0fb00e5 
0fc0a41 0fde214 0fb5099 
0fcaefe 0fdcfbd 0fbf5c9 
0fccea0 0fdcfa5 0fc0d33 
0fc3d1f 0fdd031 0fb7694 
0fbc41b 0fddd01 0fb0216 
0fc0b01 0fdd9a2 0fb5177 
0fcb03b 0fdced0 0fbf720 
0fcd108 0fdcf22 0fc0fac 
0fc3f5f 0fdcf1b 0fb78ce 
0fbc53e 0fdd3ba 0fb034f 
0fc0bae 0fdd21a 0fb5222 
0fcb0fb 0fdcd5a 0fbf7c5 
0fcd18d 0fdcce0 0fc1023 
0fc406c 0fdcd20 0fb79ca 
0fbc623 0fdcf34 0fb0473 
0fc0c44 0fdce81 0fb52f2 
0fcb231 0fdccd6 0fbf90d 
0fcd46e 0fdcd77 0fc1314 
0fc4355 0fdcd74 0fb7cbd 
0fbc7a5 0fdccef 0fb063f 
0fc0d06 0fdcc48 0fb53f5 
0fcb2f0 0fdcc12 0fbf9ef 
0fcd4e0 0fdcc05 0fc13b0 
0fc43e7 0fdcbf0 0fb7d73 
0fbc81e 0fdcbc5 0fb06b4 
0fc0cb2 0fdcb27 0fb53a1 
0fcb212 0fdcaac 0fbf922 
0fcd45d 0fdcaa4 0fc133d 
0fc43eb 0fdcadb 0fb7d6f 
0fbc74a 0fdca79 0fb05ea 
0fc0ad3 0fdc9a0 0fb51d7 
0fcb08c 0fdc972 0fbf7af 
0fcd3f1 0fdc9c4 0fc12df 
0fc43c9 0fdca0b 0fb7d5b 
0fbc6dd 0fdc9ee 0fb0577 
0fc09f4 0fdc94e 0fb50ee 
0fcaf8e 0fdc892 0fbf6a4 
0fcd3d0 0fdc8a9 0fc12bc 
0fc44cd 0fdc958 0fb7e5d 
0fbc73c 0fdc8bd 0fb05d5 
0fc09dd 0fdc7ff 0fb50e0 
0fcb04a 0fdc7a7 0fbf778 
0fcd5b9 0fdc7d1 0fc14ab 
0fc46f0 0fdc820 0fb805d 
0fbc99d 0fdc7ce 0fb0803 
0fc0c8d 0fdc7a5 0fb5359 
0fcb3c2 0fdc7c3 0fbfac9 
0fcda34 0fdc7ec 0fc1916 
0fc4bf3 0fdc81e 0fb855a 
0fbce56 0fdc80d 0fb0ca4 
0fc1045 0fdc787 0fb56ed 
0fcb756 0fdc75a 0fbfe2d 
0fcdf35 0fdc7f5 0fc1de5 
0fc51b3 0fdc847 0fb8ae2 
0fbd364 0fdc7e6 0fb1172 
0fc14d3 0fdc73c 0fb5b3a 
0fcbc37 0fdc6cb 0fc02ee 
0fce4e0 0fdc71d 0fc2370 
0fc57e9 0fdc735 0fb90e9 
0fbd9a8 0fdc6fb 0fb178d 
0fc1ae8 0fdc62c 0fb6140 
0fcc332 0fdc5a5 0fc09e0 
0fced23 0fdc5a8 0fc2bcb 
0fc6180 0fdc606 0fb9aa7 
0fbe38d 0fdc5d1 0fb2188 
0fc24fd 0fdc555 0fb6b76 
0fcce18 0fdc54f 0fc14c2 
0fcf94f 0fdc5ea 0fc377b 
0fc6da9 0fdc5de 0fba6e3 
0fbefce 0fdc595 0fb2df4 
0fc30d2 0fdc4b5 0fb7764 
0fcda92 0fdc4aa 0fc2153 
0fd072c 0fdc573 0fc45bd 
0fc7c97 0fdc594 0fbb5dc 
0fbff18 0fdc590 0fb3d2e 
0fc4097 0fdc4fb 0fb871f 
0fceaf7 0fdc4ee 0fc31f1 
0fd1816 0fdc52a 0fc5701 
0fc8e58 0fdc57c 0fbc7af 
0fc10c9 0fdc58c 0fb4ef9 
0fc51f8 0fdc4dc 0fb98b0 
0fcfcdc 0fdc4d8 0fc440d 
0fd2b54 0fdc5b9 0fc6a5d 
0fca242 0fdc63b 0fbdbba 
0fc24f7 0fdc679 0fb6323 
0fc66c1 0fdc636 0fbad6b 
0fd1213 0fdc62d 0fc5968 
0fd407d 0fdc60e 0fc7fb7 
0fcb74b 0fdc5c0 0fbf0af 
0fc399b 0fdc5b9 0fb77bd 
0fc7b90 0fdc5ed 0fbc22e 
0fd2723 0fdc5cc 0fc6e4e 
0fd56b7 0fdc64f 0fc95d5 
0fccf0d 0fdc72a 0fc0869 
0fc5172 0fdc78a 0fb8f88 
0fc92c3 0fdc757 0fbd948 
0fd3f1e 0fdc79d 0fc8644 
0fd6f92 0fdc850 0fcaeb1 
0fce7e1 0fdc8de 0fc2125 
0fc6973 0fdc8af 0fba770 
0fcaaad 0fdc8ac 0fbf132 
0fd5728 0fdc8b3 0fc9e4b 
0fd8859 0fdc9a3 0fcc77d 
0fd0141 0fdcac9 0fc3a7b 
0fc8310 0fdcb6c 0fbc108 
0fcc42a 0fdcbb3 0fc0aa6 
0fd70ea 0fdcbf0 0fcb818 
0fda211 0fdcc7b 0fce144 
0fd1ad3 0fdcd6e 0fc5410 
0fc9bb4 0fdcd80 0fbd9b2 
0fcdc41 0fdcd9f 0fc22d9 
0fd89bd 0fdce24 0fcd150 
0fdbc3f 0fdcf46 0fcfc19 
0fd3547 0fdd08e 0fc6eb3 
0fcb5a9 0fdd121 0fbf3a8 
0fcf520 0fdd111 0fc3bae 
0fda1cd 0fdd11c 0fce943 
0fdd4aa 0fdd267 0fd1431 
0fd4dac 0fdd3c4 0fc871c 
0fccd46 0fdd45e 0fc0b4f 
0fd0c5a 0fdd4a0 0fc52fc 
0fdb9b8 0fdd567 0fd014e 
0fded06 0fdd70c 0fd2c8c 
0fd65db 0fdd88a 0fc9f44 
0fce49a 0fdd912 0fc2276 
0fd22c0 0fdd955 0fc6969 
0fdcf96 0fdd9ac 0fd1745 
0fe031d 0fddb64 0fd42d3 
0fd7be8 0fddd0a 0fcb57f 
0fcfa87 0fdde3c 0fc3878 
0fd3786 0fdde39 0fc7e2a 
0fde398 0fdde95 0fd2b65 
0fe16d8 0fde06d 0fd569b 
0fd8f62 0fde2a6 0fcc8f8 
0fd0cfc 0fde3f4 0fc4aec 
0fd49b6 0fde4ae 0fc906c 
0fdf606 0fde57b 0fd3d96 
0fe290c 0fde745 0fd687b 
0fda08b 0fde8d2 0fcd9d9 
0fd1d4d 0fdea02 0fc5ac9 
0fd58d1 0fdea2c 0fc9efd 
0fe04d6 0fdeaef 0fd4bff 
0fe384b 0fdecfd 0fd7753 
0fdafd6 0fdeeeb 0fce8a6 
0fd2b1a 0fdefd2 0fc6814 
0fd65a7 0fdf049 0fcab7e 
0fe10e0 0fdf0d6 0fd57c3 
0fe4421 0fdf2f3 0fd82ec 
0fdbb6e 0fdf512 0fcf413 
0fd35ef 0fdf629 0fc729e 
0fd6f59 0fdf674 0fcb50a 
0fe1a7b 0fdf764 0fd6146 
0fe4dbc 0fdf96b 0fd8c56 
0fdc4ba 0fdfba4 0fcfd3e 
0fd3f10 0fdfd8f 0fc7b2c 
0fd7748 0fdfe0e 0fcbc9f 
0fe21cb 0fdfeca 0fd6897 
0fe5527 0fe00d2 0fd93ef 
0fdcbe8 0fe02c8 0fd0488 
0fd44d6 0fe0434 0fc8179 
0fd7c3c 0fe04f5 0fcc1da 
0fe2638 0fe05ee 0fd6cff 
0fe5995 0fe0861 0fd982e 
0fdcf45 0fe0a38 0fd07a0 
0fd461f 0fe0b64 0fc827a 
0fd7bbb 0fe0bf2 0fcc0c1 
0fe249d 0fe0ca0 0fd6ad8 
0fe56e1 0fe0e75 0fd952a 
0fdcbbb 0fe1092 0fd03ef 
0fd41af 0fe1278 0fc7d7a 
0fd7514 0fe12cf 0fcb9ea 
0fe1c83 0fe1364 0fd62f3 
0fe4e9c 0fe156b 0fd8d3c 
0fdc39f 0fe17ff 0fcfbfd 
0fd37e1 0fe197e 0fc744f 
0fd6a7b 0fe19df 0fcaff8 
0fe130c 0fe1ade 0fd59b8 
0fe466a 0fe1d00 0fd8525 
0fdbbc1 0fe1f20 0fcf436 
0fd3016 0fe20c8 0fc6c65 
0fd629c 0fe212a 0fca7eb 
0fe0aab 0fe21b3 0fd5164 
0fe3e79 0fe2347 0fd7d16 
0fdb404 0fe253d 0fcec21 
0fd26db 0fe2682 0fc62c7 
0fd57eb 0fe275c 0fc9c81 
0fdff71 0fe27d8 0fd4544 
0fe32ec 0fe2927 0fd709d 
0fda821 0fe2b53 0fcdf57 
0fd19d0 0fe2c57 0fc5495 
0fd4899 0fe2c8c 0fc8c32 
0fdeeb2 0fe2c9d 0fd340c 
0fe22a9 0fe2e0a 0fd600f 
0fd9800 0fe2ffb 0fccf03 
0fd087b 0fe3098 0fc43a5 
0fd36b8 0fe30c3 0fc7b0e 
0fddd49 0fe30f0 0fd2381 
0fe11ec 0fe31f2 0fd5068 
0fd8777 0fe336d 0fcbfbf 
0fcf771 0fe344a 0fc3400 
0fd24db 0fe34f8 0fc6aa1 
0fdcaa9 0fe34fc 0fd1254 
0fdfff6 0fe3618 0fd400d 
0fd7613 0fe3797 0fcafbe 
0fce4f5 0fe382f 0fc22d3 
0fd1080 0fe3851 0fc574b 
0fdb5b7 0fe383d 0fcfe2d 
0fdeb84 0fe395b 0fd2c32 
0fd6208 0fe3b16 0fc9c1d 
0fcd031 0fe3b88 0fc0e41 
0fcfac6 0fe3b95 0fc4188 
0fda005 0fe3b95 0fce842 
0fdd60c 0fe3c5b 0fd164d 
0fd4c9c 0fe3df9 0fc85f3 
0fcb9a3 0fe3e4c 0fbf6bc 
0fce21d 0fe3e14 0fc27f7 
0fd864e 0fe3e07 0fccdf7 
0fdbc1f 0fe3e60 0fcfc62 
0fd3256 0fe3f42 0fc6b6f 
0fc9e51 0fe3f26 0fbdb54 
0fcc5b8 0fe3e9e 0fc0ba1 
0fd6ac6 0fe3f25 0fcb219 
0fda1fd 0fe3fd2 0fce1be 
0fd1991 0fe40b6 0fc52e0 
0fc8599 0fe402c 0fbc2d6 
0fcad0e 0fe400c 0fbf32e 
0fd5232 0fe4013 0fc99e4 
0fd8b12 0fe4097 0fccb3b 
0fd0320 0fe40ba 0fc3cd4 
0fc6f85 0fe40b6 0fbad41 
0fc962f 0fe406b 0fbdcc0 
0fd3b37 0fe4027 0fc834d 
0fd7581 0fe4052 0fcb595 
0fcef1f 0fe4093 0fc284d 
0fc5b7e 0fe4055 0fb984b 
0fc81f9 0fe4015 0fbc749 
0fd2768 0fe3ffc 0fc6e19 
0fd62e9 0fe4076 0fca1bb 
0fcdd68 0fe40f9 0fc1581 
0fc493f 0fe40d7 0fb8549 
0fc6e23 0fe4009 0fbb30f 
0fd129e 0fe3f1e 0fc5958 
0fd4e4a 0fe3f4b 0fc8d66 
0fcc960 0fe4010 0fc01e8 
0fc34e6 0fe3fb6 0fb714d 
0fc5919 0fe3eb8 0fb9e64 
0fcfe28 0fe3e24 0fc4520 
0fd3ad9 0fe3e03 0fc7a0b 
0fcb711 0fe3ebf 0fbef9a 
0fc2429 0fe6d3b 0fb5fb5 
0fc487a 0fe71f2 0fb8cc1 
0fced62 0fe3e38 0fc342e 
0fd2be4 0fe3d5e 0fc6af2 
0fca8e4 0fe4108 0fbe15e 
0fc15a7 0febc06 0fb50dc 
0fc39ce 0feb7fa 0fb7dc9 
0fcdf14 0fe3f32 0fc25f6 
0fd1e44 0fe3b88 0fc5da2 
0fc9c88 0fe44a8 0fbd56b 
0fc0af6 0ff0a8c 0fb4685 
0fc2f49 0fefac6 0fb73ed 
0fcd43a 0fe41ae 0fc1c44 
0fd146d 0fe3a8f 0fc552b 
0fc9356 0fe49aa 0fbcda8 
0fc0125 0ff4d10 0fb3dfd 
0fc2436 0ff35f4 0fb6a22 
0fcc84b 0fe43bb 0fc11df 
0fd08ae 0fe386a 0fc4b49 
0fc86d1 0fe4e0c 0fbc3c4 
0fbf3f2 0ff8f88 0fb3323 
0fc17ed 0ff7953 0fb5d96 
0fcbc3c 0fe490a 0fc04c1 
0fcfe17 0fe3708 0fc3e7b 
0fc7e04 0fe57f8 0fbb7ba 
0fbeb06 0ffe7fc 0fb270b 
0fc0cdd 0ffcc91 0fb5170 
0fcb0b2 0fe50eb 0fbf894 
0fcf2fc 0fe346c 0fc3398 
0fc7439 0fe6401 0fbadd7 
0fbe0ce 0003f5d 0fb1ca0 
0fc0181 000228d 0fb4615 
0fca5cf 0fe5b92 0fbeddb 
0fce9e1 0fe32e3 0fc2a6e 
0fc6beb 0fe6f0e 0fba568 
0fbd87d 0007c5d 0fb143c 
0fbf888 00067fa 0fb3d39 
0fc9d20 0fe6758 0fbe4df 
0fce06d 0fe30c6 0fc20e4 
0fc62c3 0fe79cf 0fb9bf9 
0fbcef6 000aa03 0fb0aa6 
0fbee37 000997d 0fb32b3 
0fc91d7 0fe72e6 0fbd925 
0fcd547 0fe2e4a 0fc158b 
0fc57e6 0fe8842 0fb9103 
0fbc32e 000d92a 0fafef2 
0fbe1e0 000cea3 0fb2683 
0fc85d6 0fe845f 0fbcd3a 
0fcc9ef 0fe2cf2 0fc0a45 
0fc4ce9 0fe9de5 0fb8608 
0fbb71e 0010ae1 0faf324 
0fbd438 0010776 0fb1910 
0fc77a8 0fe9c17 0fbbee8 
0fcbc25 0fe2acc 0fbfc89 
0fc4054 0feb935 0fb7984 
0fbaaeb 0013b36 0fae72b 
0fbc7ba 00140f9 0fb0ced 
0fc6b86 0febe0d 0fbb31d 
0fcb070 0fe29ae 0fbf131 
0fc345b 0fedbc6 0fb6da5 
0fb9e99 0016bb9 0fadb07 
0fbbca2 0016c70 0fb0210 
0fc6369 0fedbc1 0fbab0c 
0fcab8e 0fe276b 0fbec87 
0fc3324 0fedd69 0fb6ca7 
0fb9f91 0016fca 0fadc00 
0fbbe76 00166ff 0fb03f0 
0fc65de 0fed363 0fbad8d 
0fcafca 0fe2450 0fbf0a7 
0fc390d 0feca02 0fb726c 
0fba56c 0015abb 0fae1c9 
0fbc2bb 0015459 0fb083e 
0fc6968 0fec265 0fbb197 
0fcb318 0fe21a1 0fbf4be 
0fc3c8c 0feb49e 0fb76cb 
0fba921 00140d9 0fae616 
0fbc772 0013750 0fb0d2e 
0fc6f92 0feac22 0fbb7ea 
0fcbb38 0fe2026 0fbfcf4 
0fc45f3 0fe965c 0fb8055 
0fbb302 00110da 0faf014 
0fbd0d7 0010433 0fb16db 
0fc76ef 0fe8e25 0fbbfaa 
0fcc20e 0fe1e05 0fc041f 
0fc4cb1 0fe7c90 0fb875f 
0fbb8e8 000e0aa 0faf5dd 
0fbd466 000dee7 0fb1a49 
0fc79bd 0fe7cdf 0fbc28a 
0fcc459 0fe1cfd 0fc0677 
0fc4cc7 0fe7571 0fb8775 
0fbb69d 000d5fb 0faf37d 
0fbd059 000e458 0fb1610 
0fc73ca 0fe7e2a 0fbbc8c 
0fcbdc4 0fe1a68 0fbffe7 
0fc4702 0fe7b35 0fb81b1 
0fbb0f5 000e93f 0faedfa 
0fbc98f 000fabb 0fb0f8d 
0fc6d13 0fe8658 0fbb5f0 
0fcb7dd 0fe184e 0fbfa12 
0fc419d 0fe81af 0fb7c69 
0fbab6e 000fca4 0fae8a7 
0fbc388 00113a6 0fb09be 
0fc674b 0fe91af 0fbb062 
0fcb1ee 0fe168b 0fbf471 
0fc3c0c 0fe8a64 0fb7708 
0fba577 0011135 0fae2cb 
0fbbcc8 0012bb9 0fb0317 
0fc5ffe 0fe9d07 0fba918 
0fcabed 0fe1495 0fbee91 
0fc370e 0fe9165 0fb7235 
0fb9f6b 00120f3 0fadcf4 
0fbb5bc 0014158 0fafc36 
0fc5863 0fea8fa 0fba1b3 
0fca41c 0fe1214 0fbe704 
0fc2f21 0fe9a4c 0fb6a8a 
0fb9730 001355f 0fad521 
0fbad32 0015997 0faf430 
0fc50c9 0feb7a3 0fb9a75 
0fc9d6e 0fe103e 0fbe091 
0fc28e6 0fea2e7 0fb6489 
0fb9160 0014666 0facf8e 
0fba715 0016bd6 0faee49 
0fc4a38 0fec2a6 0fb9419 
0fc97ed 0fe0d8f 0fbdb54 
0fc24f0 0fea7f4 0fb60cf 
0fb8d59 001515f 0facbcf 
0fba272 0017a40 0fae9ec 
0fc459a 0feccf9 0fb8fa5 
0fc9302 0fe0bc1 0fbd6a9 
0fc2065 0feb132 0fb5c8e 
0fb87d1 001619f 0fac68e 
0fb9b58 0019051 0fae326 
0fc3d95 0fedef6 0fb8806 
0fc8b85 0fe09eb 0fbcf9a 
0fc18c2 0fec1a0 0fb5521 
0fb7f86 0017b33 0fabe64 
0fb91d6 001aea5 0fad9aa 
0fc33c2 0fefc7b 0fb7e18 
0fc81c9 0fe0906 0fbc5db 
0fc0f47 0fed95b 0fb4b85 
0fb7543 00199fd 0fab425 
0fb86d0 001cc29 0faceef 
0fc28e8 0ff1c39 0fb73b0 
0fc78bf 0fe0870 0fbbd6d 
0fc0802 0feeef5 0fb4504 
0fb6e5d 001b040 0faae18 
0fb7f0a 001e04a 0fac7a6 
0fc218b 0ff35fe 0fb6c71 
0fc721e 0fe07c8 0fbb6ad 
0fc0245 0fefd8d 0fb3ef4 
0fb694e 001bf86 0faa896 
0fb7abb 001ed21 0fac300 
0fc1d53 0ff4718 0fb6817 
0fc6e76 0fe070e 0fbb32c 
0fbff82 0ff0271 0fb3c4a 
0fb6683 001c656 0faa5a5 
0fb77e0 001f1ec 0fabffa 
0fc1b92 0ff49bb 0fb6620 
0fc6e58 0fe0488 0fbb2bf 
0fc00b2 0fef75d 0fb3d28 
0fb6814 001bf70 0faa708 
0fb78d6 001ec13 0fac0d2 
0fc1d1a 0ff3bf3 0fb6777 
0fc7181 0fe014d 0fbb5b4 
0fc0460 0fee1e1 0fb40b3 
0fb6c57 001adc5 0faab0b 
0fb7d99 001ddfd 0fac550 
0fc2198 0ff2589 0fb6bfe 
0fc7659 0fdfe31 0fbba77 
0fc0ad0 0fec742 0fb46f8 
0fb72f1 001942a 0fab15a 
0fb830d 001cb56 0faca77 
0fc26df 0ff0b4e 0fb70f7 
0fc7c47 0fdfb73 0fbc045 
0fc10b4 0feacef 0fb4cd9 
0fb77f9 00177c7 0fab625 
0fb8727 001b787 0face4e 
0fc2aa3 0fef25e 0fb7493 
0fc80ab 0fdf8b7 0fbc467 
0fc15ae 0fe966a 0fb517f 
0fb7ce2 0015b25 0fabab0 
0fb8b7f 001a21f 0fad242 
0fc2e8d 0fedad4 0fb7838 
0fc84fa 0fdf61e 0fbc8a5 
0fc1abd 0fe8089 0fb5693 
0fb821d 0013c52 0fabfd6 
0fb8fff 0018936 0fad68a 
0fc3328 0fec293 0fb7cb9 
0fc8ab9 0fdf402 0fbce46 
0fc2169 0fe6a57 0fb5d1e 
0fb88a5 0011744 0fac634 
0fb9604 001683e 0fadc86 
0fc388d 0fea756 0fb8241 
0fc905e 0fdf1c5 0fbd404 
0fc27cd 0fe53f6 0fb6395 
0fb8f35 000ea63 0facc73 
0fb9b80 001415d 0fae1a5 
0fc3dea 0fe8c87 0fb877c 
0fc970e 0fdefe6 0fbda96 
0fc2e69 0fe3de1 0fb6a1c 
0fb9566 000b4ce 0fad258 
0fba173 0011533 0fae74c 
0fc431b 0fe73a6 0fb8cbf 
0fc9cde 0fded86 0fbe06d 
0fc3541 0fe2b4f 0fb70fa 
0fb9c74 00079e2 0fad92f 
0fba75b 000e12e 0faecee 
0fc4867 0fe5d14 0fb9209 
0fca2eb 0fdec33 0fbe679 
0fc3b99 0fe1cc7 0fb7769 
0fba1f0 0003963 0fade78 
0fbac6b 0009ae4 0faf14d 
0fc4c4a 0fe47c0 0fb95df 
0fca75f 0fde9a5 0fbead3 
0fc40e2 0fe0f96 0fb7c99 
0fba70a 0fff547 0fae369 
0fbb03c 000553d 0faf4f1 
0fc507a 0fe36ed 0fb99f8 
0fcac04 0fde7ca 0fbef5d 
0fc45a1 0fe04f9 0fb813e 
0fbac09 0ffb63e 0fae850 
0fbb4de 000122d 0faf98f 
0fc54e4 0fe277b 0fb9e73 
0fcb147 0fde67f 0fbf4ac 
0fc4b26 0fdfc15 0fb86d9 
0fbb0f8 0ff772d 0faed26 
0fbb9a1 0ffcfa7 0fafe1a 
0fc5977 0fe1949 0fba2e1 
0fcb666 0fde4ce 0fbf9aa 
0fc50d4 0fdf438 0fb8c77 
0fbb6b5 0ff390d 0faf2e9 
0fbbe2f 0ff8d6e 0fb02a2 
0fc5d7f 0fe0c83 0fba6fc 
0fcbabf 0fde2c8 0fbfdf8 
0fc559b 0fdee17 0fb912b 
0fbbaf8 0ff0720 0faf719 
0fbc1a6 0ff58b0 0fb05fa 
0fc6097 0fe032a 0fba9fc 
0fcbe41 0fde153 0fc016f 
0fc593b 0fde99d 0fb94c3 
0fbbdf0 0fee00e 0fafa06 
0fbc40c 0ff2e38 0fb0833 
0fc631a 0fdfc0f 0fbac33 
0fcc15b 0fddfcc 0fc0432 
0fc5cf1 0fde611 0fb9824 
0fbc1b2 0febc20 0fafd9b 
0fbc752 0ff048a 0fb0b66 
0fc65cc 0fdf51f 0fbaef7 
0fcc4f6 0fdde43 0fc07d2 
0fc616e 0fde2c6 0fb9c8e 
0fbc5b3 0fe9498 0fb0187 
0fbcac7 0fed695 0fb0ee0 
0fc6958 0fdee5b 0fbb280 
0fcc8e3 0fddc26 0fc0bbc 
0fc6614 0fdde9f 0fba141 
0fbca6d 0fe66a6 0fb064b 
0fbceda 0fea0b7 0fb12e7 
0fc6dc3 0fde79e 0fbb6d1 
0fcce61 0fddab2 0fc111b 
0fc6cb3 0fddbf0 0fba7c2 
0fbd0d3 0fe37e6 0fb0cb8 
0fbd4a7 0fe6918 0fb18b5 
0fc739a 0fde1da 0fbbc94 
0fcd54b 0fdd97d 0fc17ed 
0fc7402 0fdd9e8 0fbaef9 
0fbd7fb 0fe0e11 0fb13f8 
0fbdad1 0fe33f6 0fb1f0c 
0fc79de 0fddd97 0fbc2d7 
0fcdc82 0fdd8db 0fc1f18 
0fc7bae 0fdd909 0fbb681 
0fbdeb5 0fdee49 0fb1ab7 
0fbe183 0fe04ae 0fb25be 
0fc80af 0fdd9d6 0fbc982 
0fce374 0fdd73b 0fc25fe 
0fc82bc 0fdd704 0fbbd94 
0fbe5b0 0fdd97e 0fb21f1 
0fbe83e 0fddd00 0fb2cbb 
0fc8813 0fdd71d 0fbd0ba 
0fcebbc 0fdd6f1 0fc2e0e 
0fc8b5e 0fdd6ca 0fbc603 
0fbeccb 0fdd61b 0fb2917 
0fbed4a 0fdd572 0fb323f 
0fc8d29 0fdd552 0fbd5ca 
0fcf099 0fdd51c 0fc32d5 
0fc915e 0fdd5a6 0fbcbda 
0fbf333 0fdd5de 0fb2f4c 
0fbf33a 0fdd5c6 0fb3805 
0fc9231 0fdd509 0fbdaab 
0fcf666 0fdd4f1 0fc3891 
0fc9757 0fdd506 0fbd1aa 
0fbf960 0fdd55d 0fb3537 
0fbf8d7 0fdd503 0fb3d57 
0fc9855 0fdd450 0fbe082 
0fcfdbe 0fdd434 0fc3f3e 
0fc9fc1 0fdd47c 0fbd992 
0fc0164 0fdd450 0fb3cb3 
0fc00b5 0fdd406 0fb44a2 
0fca08c 0fdd3b2 0fbe81b 
0fd068d 0fdd3b4 0fc4751 
0fca8c7 0fdd3c9 0fbe1ef 
0fc0a9d 0fdd3d0 0fb454f 
0fc0987 0fdd37f 0fb4cd6 
0fca927 0fdd331 0fbf00f 
0fd0fe0 0fdd36a 0fc5021 
0fcb2a3 0fdd36a 0fbeb1c 
0fc13d0 0fdd344 0fb4dcc 
0fc1216 0fdd34a 0fb54a2 
0fcb123 0fdd2e7 0fbf765 
0fd1813 0fdd31a 0fc57ce 
0fcbb28 0fdd32e 0fbf310 
0fc1be7 0fdd336 0fb5552 
0fc1892 0fdd2b7 0fb5a99 
0fcb6db 0fdd238 0fbfcd8 
0fd1e25 0fdd2ca 0fc5dba 
0fcc1a1 0fdd326 0fbf914 
0fc2162 0fdd2d6 0fb5a40 
0fc1d54 0fdd28d 0fb5ee0 
0fcbbc4 0fdd27f 0fc011b 
0fd22d0 0fdd26d 0fc61c9 
0fcc654 0fdd289 0fbfd69 
0fc2639 0fdd2a1 0fb5eba 
0fc21be 0fdd2c4 0fb62c0 
0fcbfef 0fdd2a8 0fc0476 
0fd26c4 0fdd25c 0fc6540 
0fcca1c 0fdd27d 0fc0154 
0fc299e 0fdd297 0fb625b 
0fc247a 0fdd27a 0fb6567 
0fcc265 0fdd23b 0fc070f 
0fd29ef 0fdd1c2 0fc689d 
0fcce9d 0fdd21c 0fc0566 
0fc2db6 0fdd225 0fb6601 
0fc26bd 0fdd1a1 0fb67f2 
0fcc46b 0fdd1ba 0fc09db 
0fd2dfe 0fdd236 0fc6d3b 
0fcd399 0fdd292 0fc0af0 
0fc3262 0fdd251 0fb6b43 
0fc2bc5 0fdd21b 0fb6d20 
0fcc96e 0fdd1ad 0fc0eb2 
0fd3308 0fdd198 0fc7256 
0fcd8dd 0fdd1b4 0fc1054 
0fc3793 0fdd1cf 0fb7097 
0fc2fe7 0fdd19e 0fb71f3 
0fccd41 0fdd19d 0fc13ab 
0fd37ae 0fdd249 0fc7810 
0fcddea 0fdd2f1 0fc1641 
0fc3b84 0fdd2c5 0fb74f8 
0fc327d 0fdd27c 0fb744a 
0fcceaa 0fdd209 0fc146d 
0fd38be 0fdd24d 0fc7830 
0fcdecb 0fdd2b0 0fc1624 
0fc3be2 0fdd28a 0fb7461 
0fc321d 0fdd28f 0fb734e 
0fcceb7 0fdd28c 0fc141d 
0fd39dd 0fdd2cc 0fc7938 
0fce184 0fdd37b 0fc18a4 
0fc3fc9 0fdd3e2 0fb77d8 
0fc35c9 0fdd3a3 0fb76a8 
0fcd2df 0fdd358 0fc184a 
0fd3fe3 0fdd397 0fc7f87 
0fce8f8 0fdd420 0fc20a3 
0fc46ea 0fdd40f 0fb8011 
0fc3c67 0fdd392 0fb7e8f 
0fcd974 0fdd348 0fc2051 
0fd4717 0fdd3b5 0fc8833 
0fcf02b 0fdd4b8 0fc29ca 
0fc4c80 0fdd469 0fb879d 
0fc4107 0fdd3cb 0fb83d1 
0fcdeb5 0fdd40f 0fc2425 
0fd4c30 0fdd4aa 0fc8ad4 
0fcf395 0fdd513 0fc2a16 
0fc4d95 0fdd4d2 0fb8535 
0fc3ddf 0fdd45c 0fb7eb2 
0fcd70d 0fdd422 0fc1cd9 
0fd422b 0fdd417 0fc828f 
0fce9e5 0fdd4d1 0fc2262 
0fc4408 0fdd524 0fb7dda 
0fc3401 0fdd484 0fb76e1 
0fccf00 0fdd45d 0fc162b 
0fd3dab 0fdd48d 0fc7eb7 
0fce8b6 0fdd540 0fc212f 
0fc45dd 0fdd607 0fb7efd 
0fc38a2 0fdd5fb 0fb7a5a 
0fcd56f 0fdd546 0fc1b9b 
0fd46cc 0fdd589 0fc8727 
0fcf393 0fdd612 0fc2bb4 
0fc506c 0fdd5fa 0fb896d 
0fc4260 0fdd576 0fb83dd 
0fcdec3 0fdd50d 0fc24d6 
0fd4fa7 0fdd583 0fc8ffe 
0fcfb6c 0fdd621 0fc332f 
0fc55fc 0fdd636 0fb8eb3 
0fc457f 0fdd6ad 0fb86f4 
0fcdf8a 0fdd669 0fc258a 
0fd4ee7 0fdd664 0fc8f04 
0fcf9d0 0fdd756 0fc3185 
0fc5307 0fdd81b 0fb8b98 
0fc3fbd 0fdd7c2 0fb80ed 
0fcd988 0fdd7df 0fc1f03 
0fd49bf 0fdd7ca 0fc8932 
0fcf565 0fdd81e 0fc2c5b 
0fc4ec8 0fdd834 0fb8643 
0fc3bf6 0fdd7de 0fb7bf3 
0fcd67c 0fdd793 0fc1ae4 
0fd48e1 0fdd7b0 0fc877c 
0fcf6c8 0fdd879 0fc2cf8 
0fc5055 0fdd83f 0fb873b 
0fc3cc6 0fdd79d 0fb7ca1 
0fcd74c 0fdd7bc 0fc1c20 
0fd49cf 0fdd80d 0fc8960 
0fcf672 0fdd854 0fc2e3b 
