0fdaa0c 0fd8b43 0fdfdfb 
0fd6b2c 0fd5818 0fdcb92 
0fd328b 0fd1bde 0fd8e2b 
0fd5d29 0fd3ff6 0fdb0fa 
0fdaee0 0fd9158 0fe02e9 
0fdb79c 0fda04c 0fe139c 
0fd6b97 0fd588f 0fdcc72 
0fd3358 0fd1cb5 0fd8f62 
0fd5d8e 0fd406e 0fdb1bc 
0fdaeed 0fd917a 0fe0349 
0fdb779 0fda03d 0fe13c2 
0fd6a5b 0fd575a 0fdcb85 
0fd325b 0fd1bc8 0fd8ea6 
0fd5d72 0fd4072 0fdb1ed 
0fdaf72 0fd9222 0fe040b 
0fdb801 0fda0f2 0fe1466 
0fd6ae6 0fd5811 0fdcbf8 
0fd335d 0fd1cf6 0fd8f8d 
0fd5e32 0fd4163 0fdb287 
0fdafa4 0fd9287 0fe042b 
0fdb7c8 0fda0ed 0fe1420 
0fd6adf 0fd584d 0fdcbe4 
0fd338b 0fd1d5f 0fd8f9e 
0fd5ecf 0fd4233 0fdb2f3 
0fdb07e 0fd939b 0fe04ae 
0fdb85a 0fda1b9 0fe144b 
0fd6b44 0fd58df 0fdcbdb 
0fd3371 0fd1d6e 0fd8eff 
0fd5f7e 0fd4312 0fdb312 
0fdb173 0fd94c7 0fe0524 
0fdb975 0fda2d4 0fe153a 
0fd6c15 0fd5950 0fdccfa 
0fd3481 0fd1dfe 0fd908a 
0fd6073 0fd4371 0fdb498 
0fdb1fc 0fd94a6 0fe0660 
0fdb9ae 0fda277 0fe15f0 
0fd6c5e 0fd5950 0fdcd4d 
0fd3545 0fd1e87 0fd915a 
0fd61cb 0fd4496 0fdb5e6 
0fdb30c 0fd957a 0fe0765 
0fdbaa0 0fda339 0fe16d9 
0fd6ddc 0fd5ab4 0fdcecd 
0fd3685 0fd1fb7 0fd92a9 
0fd626c 0fd4509 0fdb6b9 
0fdb3b1 0fd95eb 0fe085f 
0fdbb23 0fda385 0fe17ca 
0fd6dc9 0fd5a48 0fdcf33 
0fd3667 0fd1f35 0fd92e2 
0fd62a9 0fd44f4 0fdb72d 
0fdb443 0fd9653 0fe08e9 
0fdbb64 0fda3b7 0fe17e6 
0fd6e40 0fd5abb 0fdcf6a 
0fd376f 0fd2032 0fd93bf 
0fd6420 0fd465c 0fdb888 
0fdb5f6 0fd97f8 0fe0a9c 
0fdbd6c 0fda5b6 0fe19ef 
0fd6fcd 0fd5c45 0fdd10d 
0fd3904 0fd21c2 0fd955e 
0fd6552 0fd479d 0fdb9c7 
0fdb650 0fd9868 0fe0b07 
0fdbd52 0fda5b2 0fe19e9 
0fd6fc6 0fd5c4f 0fdd0f6 
0fd39de 0fd22be 0fd960e 
0fd66f2 0fd4979 0fdbb31 
0fdb81a 0fd9a7e 0fe0c8a 
0fdbee5 0fda785 0fe1b21 
0fd717e 0fd5e3f 0fdd25b 
0fd3ab0 0fd23b1 0fd9698 
0fd67e5 0fd4a7a 0fdbbd4 
0fdb972 0fd9be9 0fe0da8 
0fdc02b 0fda8f1 0fe1c3a 
0fd72eb 0fd5fd8 0fdd391 
0fd3cc4 0fd25fa 0fd986e 
0fd69ab 0fd4c65 0fdbd71 
0fdba8a 0fd9d16 0fe0e9a 
0fdc079 0fda94e 0fe1c7e 
0fd72de 0fd5fd3 0fdd37e 
0fd3cb6 0fd25f5 0fd9860 
0fd699f 0fd4c6e 0fdbd6d 
0fdba62 0fd9d09 0fe0e8f 
0fdc098 0fda98a 0fe1cc6 
0fd7259 0fd5f60 0fdd33f 
0fd3c54 0fd2589 0fd9847 
0fd6950 0fd4c10 0fdbd78 
0fdbab8 0fd9d4c 0fe0f38 
0fdc0aa 0fda98c 0fe1d13 
0fd72cc 0fd5fd3 0fdd3d0 
0fd3c5e 0fd25b1 0fd9861 
0fd68ed 0fd4bdc 0fdbd17 
0fdb9bb 0fd9c8b 0fe0e3b 
0fdbf53 0fda866 0fe1ba9 
0fd71c1 0fd5ef4 0fdd27d 
0fd3b92 0fd2520 0fd972e 
0fd68b7 0fd4bed 0fdbc5b 
0fdb9d3 0fd9cd3 0fe0df7 
0fdbf8f 0fda891 0fe1bee 
0fd71db 0fd5ef0 0fdd2d7 
0fd3c04 0fd254a 0fd97ee 
0fd68ee 0fd4bb8 0fdbcfb 
0fdb9ac 0fd9c50 0fe0e10 
0fdbf08 0fda7f2 0fe1b5e 
0fd712c 0fd5e1c 0fdd201 
0fd3bbc 0fd24e3 0fd9794 
0fd6938 0fd4be7 0fdbd51 
0fdb9a1 0fd9c2b 0fe0e44 
0fdbec6 0fda7a0 0fe1b4a 
0fd70e0 0fd5dc6 0fdd1e3 
0fd3b1a 0fd242d 0fd9717 
0fd692e 0fd4bb7 0fdbd6b 
0fdba38 0fd9c9b 0fe0ee7 
0fdbf33 0fda7de 0fe1bd3 
0fd703f 0fd5cf5 0fdd173 
0fd3a9e 0fd2393 0fd96af 
0fd6813 0fd4aa0 0fdbc2e 
0fdb8ac 0fd9b30 0fe0d35 
0fdbdd5 0fda6b5 0fe1a57 
0fd6f37 0fd5c1e 0fdd033 
0fd39b0 0fd22b2 0fd9587 
0fd67ab 0fd4a43 0fdbb96 
0fdb812 0fd9a9b 0fe0c80 
0fdbc7e 0fda540 0fe18cc 
0fd6da8 0fd5a58 0fdce8f 
0fd3708 0fd1fce 0fd92fc 
0fd6429 0fd4679 0fdb861 
0fdb3b6 0fd95e8 0fe0878 
0fdb660 0fd9ed3 0fe1337 
0fd65ec 0fd5251 0fdc743 
0fd2eab 0fd171a 0fd8a92 
0fd59b1 0fd3bd0 0fdae0c 
0fda6a7 0fd88df 0fdfbbe 
0fda66c 0fd8f0d 0fe0394 
0fd530e 0fd3fbf 0fdb4cb 
0fd1808 0fd0100 0fd74bf 
0fd3f45 0fd220c 0fd9433 
0fd87a1 0fd6aa3 0fddd3a 
0fd8259 0fd6be9 0fde023 
0fd28a2 0fd1664 0fd8b13 
0fce6e1 0fcd100 0fd447e 
0fd088f 0fcec68 0fd5e37 
0fd4c2d 0fd303f 0fda20a 
0fd41ec 0fd2c57 0fd9f98 
0fce383 0fcd1c9 0fd460d 
0fc9f27 0fc8972 0fcfc9f 
0fcbeca 0fca294 0fd1443 
0fd0002 0fce3d0 0fd55bc 
0fcf4a8 0fcdecd 0fd5243 
0fc95df 0fc83e2 0fcf81e 
0fc50f5 0fc3af3 0fcadcc 
0fc7008 0fc538d 0fcc4cd 
0fcb19e 0fc9545 0fd073e 
0fca5fc 0fc9010 0fd03cc 
0fc4759 0fc3561 0fca90c 
0fc031e 0fbed07 0fc5fae 
0fc2351 0fc0691 0fc77d5 
0fc6669 0fc499e 0fcbb33 
0fc5c2d 0fc45a1 0fcb917 
0fbfead 0fbebf7 0fc6060 
0fbbc96 0fba5c5 0fc192e 
0fbdf89 0fbc22a 0fc3410 
0fc24c6 0fc0769 0fc798b 
0fc1ca0 0fc05b1 0fc798d 
0fbc15c 0fbae6d 0fc2300 
0fb8189 0fb6aa9 0fbddf7 
0fba6ff 0fb89d7 0fbfb77 
0fbeed0 0fbd1f8 0fc439e 
0fbe946 0fbd306 0fc462a 
0fb90c0 0fb7e8b 0fbf23c 
0fb5330 0fb3d09 0fbaf51 
0fb7bf9 0fb5f79 0fbcfed 
0fbc670 0fba9ea 0fc1a7a 
0fbc313 0fbacd3 0fc1f01 
0fb6c7b 0fb5a3a 0fbcd41 
0fb314a 0fb1b06 0fb8cde 
0fb5b50 0fb3e35 0fbaf3e 
0fba732 0fb8a01 0fbfbc8 
0fba495 0fb8df7 0fc01b1 
0fb4e1e 0fb3bd1 0fbb09f 
0fb1396 0fafd5c 0fb7160 
0fb3e2f 0fb2140 0fb9401 
0fb8aaa 0fb6dbb 0fbe0b7 
0fb88d4 0fb7248 0fbe6af 
0fb33a3 0fb20f1 0fb95eb 
0fafa75 0fae399 0fb572e 
0fb26a1 0fb094a 0fb7af1 
0fb742b 0fb56f6 0fbc885 
0fb7313 0fb5c68 0fbcf61 
0fb1eb0 0fb0bff 0fb7fad 
0fae6f5 0fad01e 0fb4270 
0fb14f3 0faf7a7 0fb683f 
0fb63ff 0fb46ef 0fbb791 
0fb647c 0fb4ded 0fbc02c 
0fb1204 0faff43 0fb7254 
0fadcc6 0fac5b0 0fb37a1 
0fb0dd3 0faf00e 0fb606b 
0fb5f30 0fb418a 0fbb222 
0fb61ba 0fb4a68 0fbbce9 
0fb1110 0fafd5d 0fb70fb 
0faddb8 0fac575 0fb3834 
0fb1022 0faf138 0fb628e 
0fb6295 0fb4419 0fbb590 
0fb64c9 0fb4cf2 0fbc081 
0fb1276 0fafe5a 0fb737e 
0fadd6f 0fac4da 0fb395c 
0fb0ea5 0faef42 0fb62a3 
0fb5ff1 0fb409a 0fbb4a8 
0fb6089 0fb47e3 0fbbde0 
0fb0df1 0faf95e 0fb7046 
0fad953 0fac072 0fb3652 
0fb0a85 0faeb2c 0fb5f74 
0fb5bb4 0fb3cdd 0fbb144 
0fb5cb4 0fb44cc 0fbbabb 
0fb0a4c 0faf6a3 0fb6d11 
0fad5ae 0fabdf8 0fb32d5 
0fb0724 0fae8d4 0fb5bc3 
0fb585a 0fb39c0 0fbacbd 
0fb58f4 0fb40fd 0fbb562 
0fb06cf 0faf289 0fb6766 
0fad26a 0fab971 0fb2cd7 
0fb040b 0fae421 0fb55cf 
0fb544f 0fb34d3 0fba6af 
0fb53f6 0fb3b59 0fbaebe 
0fb00c3 0faecbd 0fb60b1 
0facb09 0fab3f5 0fb2672 
0fafba3 0fadf2e 0fb4fd8 
0fb4b3d 0fb301f 0fba0c7 
0fb4a91 0fb367d 0fba87d 
0faf863 0fae714 0fb597b 
0fac491 0faaeda 0fb1f68 
0faf6d0 0fadaf0 0fb492c 
0fb471e 0fb2b76 0fb9a61 
0fb4675 0fb306f 0fba33d 
0faf3ba 0fae168 0fb5571 
0fabf14 0faa88e 0fb1b29 
0faf0cb 0fad3a8 0fb44db 
0fb417c 0fb249b 0fb967a 
0fb40a0 0fb2a36 0fb9e19 
0faeca7 0fada0f 0fb4ec8 
0fab80e 0faa130 0fb148f 
0faea51 0faccaa 0fb3e99 
0fb3a79 0fb1cdc 0fb8f2e 
0fb3878 0fb2146 0fb953d 
0fae3dc 0fad065 0fb4542 
0faaf16 0fa975e 0fb0b0c 
0fae10e 0fac2bb 0fb34ca 
0fb30f6 0fb12ed 0fb8548 
0fb2e52 0fb16ed 0fb8b1d 
0fad936 0fac57b 0fb3a7a 
0faa534 0fa8d04 0fb0084 
0fad7f5 0fab958 0fb2b1e 
0fb2810 0fb09ee 0fb7c12 
0fb2625 0fb0eb6 0fb8295 
0fad1c0 0fabe14 0fb32ba 
0fa9e04 0fa85f6 0faf965 
0fad17b 0fab317 0fb250c 
0fb2286 0fb0498 0fb76f5 
0fb215b 0fb0a0b 0fb7e3a 
0face4b 0fabaa8 0fb2fde 
0fa9c92 0fa8494 0faf8b3 
0fad28e 0fab403 0fb26e4 
0fb24e2 0fb06b6 0fb7a4a 
0fb2470 0fb0cd7 0fb825c 
0fad2e1 0fabed9 0fb353d 
0faa20c 0fa8975 0fafeba 
0fad7b3 0fab88a 0fb2c50 
0fb2a39 0fb0b8d 0fb7f7a 
0fb2a5c 0fb126f 0fb87cc 
0fad902 0fac4f1 0fb3ac6 
0faa926 0fa90ce 0fb0526 
0fade86 0fac001 0fb327b 
0fb2f8b 0fb11c0 0fb8459 
0fb2df4 0fb16f9 0fb8b38 
0fadb65 0fac81d 0fb3d37 
0faaa66 0fa92a4 0fb068e 
0fadf48 0fac120 0fb338f 
0fb2f7e 0fb11e1 0fb84bb 
0fb2c6a 0fb1573 0fb8a11 
0fad954 0fac60f 0fb3b63 
0faa802 0fa905d 0fb045e 
0fadc9a 0fabea2 0fb313e 
0fb2c57 0fb0ede 0fb8201 
0fb2829 0fb1107 0fb862d 
0fad3fc 0fac024 0fb364c 
0faa2c5 0fa8a79 0faff54 
0fad72d 0fab910 0fb2bf6 
0fb2640 0fb0850 0fb7c37 
0fb228c 0fb0a84 0fb80f3 
0facf87 0fabb4f 0fb3231 
0fa9fbb 0fa87aa 0fafc99 
0fad4ed 0fab6fd 0fb2a10 
0fb23fe 0fb070b 0fb7a19 
0fb2090 0fb0a50 0fb7ebb 
0facd2c 0faba33 0fb2f67 
0fa9c95 0fa84b3 0faf8eb 
0fad11c 0fab294 0fb259c 
0fb1f5c 0fb0188 0fb74ce 
0fb1bb6 0fb0490 0fb7944 
0fac921 0fab544 0fb2ac4 
0fa9955 0fa8097 0faf50c 
0face30 0faaf0a 0fb222f 
0fb1c63 0fafddd 0fb7171 
0fb1815 0fb0037 0fb7556 
0fac574 0fab120 0fb26dc 
0fa9642 0fa7d55 0faf1e6 
0facb06 0faabe1 0fb1f15 
0fb1871 0fafa11 0fb6da9 
0fb13a5 0fafbce 0fb7121 
0fac167 0faacf1 0fb22ff 
0fa9278 0fa798a 0faee42 
0fac831 0faa91c 0fb1c62 
0fb1598 0faf731 0fb6af1 
0fb1085 0faf8a0 0fb6e12 
0fabddb 0faa975 0fb1f80 
0fa8efa 0fa7613 0faeacd 
0fac4e5 0faa5cd 0fb190b 
0fb1354 0faf4d7 0fb6882 
0fb0ed2 0faf6b2 0fb6c1e 
0fabd61 0faa88d 0fb1ea8 
0fa904c 0fa76d5 0faebbd 
0fac752 0faa791 0fb1b37 
0fb15d8 0faf6dc 0fb6b1a 
0fb1202 0faf95a 0fb6f82 
0fac13e 0faabee 0fb22f0 
0fa94f9 0fa7b60 0faf154 
0facd50 0faad96 0fb2261 
0fb1cc6 0fafde7 0fb733f 
0fb19c6 0fb012b 0fb7851 
0fac9ad 0fab40f 0fb2bff 
0fa9ecf 0fa848e 0fafb3d 
0fad76e 0fab765 0fb2cb3 
0fb27ca 0fb0885 0fb7e44 
0fb2536 0fb0ca2 0fb8409 
0fad65b 0fac113 0fb391f 
0faace0 0fa931b 0fb09d4 
0fae72e 0fac73a 0fb3c8a 
0fb38a7 0fb1949 0fb8f03 
0fb37f1 0fb1f08 0fb9667 
0faeabc 0fad4cf 0fb4ce2 
0fac294 0faa787 0fb1e64 
0fafe3d 0fadd49 0fb52d8 
0fb50fa 0fb30d3 0fba6f1 
0fb50a7 0fb3686 0fbae57 
0fb0324 0faec67 0fb64db 
0fadb2e 0fabfee 0fb371d 
0fb173f 0faf608 0fb6bd3 
0fb6997 0fb493a 0fbbf6e 
0fb690b 0fb4f15 0fbc6d7 
0fb1c41 0fb05de 0fb7dec 
0faf4ff 0fada66 0fb50c8 
0fb30fe 0fb1067 0fb8525 
0fb833c 0fb6376 0fbd86d 
0fb8254 0fb694c 0fbdfb0 
0fb35ac 0fb2025 0fb96ef 
0fb0f72 0faf541 0fb6a9b 
0fb4cb5 0fb2c5e 0fba063 
0fb9fa0 0fb8043 0fbf4d8 
0fb9f07 0fb86ba 0fbfcf7 
0fb521d 0fb3d98 0fbb45e 
0fb2c4e 0fb12c1 0fb881e 
0fb69e9 0fb49fd 0fbbdf0 
0fbbd18 0fb9e4b 0fc1299 
0fbbca4 0fba488 0fc1a44 
0fb70a5 0fb5baa 0fbd1d7 
0fb4bf0 0fb3215 0fba6d2 
0fb891a 0fb6939 0fbdc89 
0fbdb9c 0fbbce9 0fc309a 
0fbda5b 0fbc263 0fc37a8 
0fb8e02 0fb7950 0fbef06 
0fb6802 0fb4ec5 0fbc2ef 
0fba508 0fb85f3 0fbf8b6 
0fbf6af 0fbd8ca 0fc4bf6 
0fbf4d6 0fbdda5 0fc5227 
0fba777 0fb9379 0fc085a 
0fb8114 0fb6861 0fbdbde 
0fbbd02 0fb9e1a 0fc1070 
0fc0d86 0fbef6b 0fc624d 
0fc0acd 0fbf317 0fc678f 
0fbbc70 0fba7dd 0fc1ccf 
0fb948e 0fb7b79 0fbeee1 
0fbcf7e 0fbb09b 0fc2269 
0fc1eb6 0fc010d 0fc730a 
0fc1a1a 0fc0309 0fc7658 
0fbcad5 0fbb6e5 0fc2a78 
0fba2af 0fb8a44 0fbfc56 
0fbdce0 0fbbed4 0fc2f74 
0fc2b3f 0fc0e53 0fc7f4f 
0fc2533 0fc0f00 0fc8150 
0fbd510 0fbc1e5 0fc347d 
0fbabad 0fb93d5 0fc04f2 
0fbe4ab 0fbc72f 0fc36d8 
0fc31db 0fc159b 0fc85a2 
0fc2a65 0fc14c2 0fc8649 
0fbd90c 0fbc689 0fc388d 
0fbaf38 0fb980d 0fc08af 
0fbe80d 0fbcb24 0fc3a54 
0fc34d3 0fc1925 0fc88ac 
0fc2cfb 0fc17d9 0fc88e5 
0fbdb33 0fbc905 0fc3a9a 
0fbb0c3 0fb99b7 0fc0a14 
0fbe889 0fbcb77 0fc3a9d 
0fc3391 0fc1769 0fc8737 
0fc2b09 0fc152f 0fc86cb 
0fbd89c 0fbc590 0fc37d5 
0fbae2e 0fb9639 0fc0737 
0fbe6e0 0fbc8ea 0fc38b8 
0fc3295 0fc1595 0fc8600 
0fc2a1d 0fc136f 0fc8595 
0fbd841 0fbc459 0fc3739 
0fbae6e 0fb958e 0fc0796 
0fbe784 0fbc8a3 0fc39a5 
0fc33bf 0fc15dd 0fc879a 
0fc2b5d 0fc13d3 0fc8751 
0fbd92c 0fbc472 0fc389a 
0fbb01b 0fb9679 0fc0967 
0fbe9ce 0fbca2f 0fc3bef 
0fc367d 0fc17dc 0fc8a57 
0fc2ea2 0fc166a 0fc8a8b 
0fbddb8 0fbc860 0fc3d0b 
0fbb5e8 0fb9bc6 0fc0f12 
0fbf0c4 0fbd0d9 0fc42c0 
0fc3dc6 0fc1f1d 0fc9181 
0fc35d1 0fc1dbe 0fc91b3 
0fbe546 0fbd028 0fc4491 
0fbbe2e 0fba44b 0fc173b 
0fbfa0b 0fbda5f 0fc4bdc 
0fc4859 0fc29ef 0fc9bf0 
0fc41d5 0fc2a02 0fc9da5 
0fbf289 0fbddb1 0fc51c6 
0fbcc7c 0fbb2fb 0fc2599 
0fc0922 0fbe9d0 0fc5b09 
0fc57f5 0fc39c9 0fcab88 
0fc50ed 0fc3941 0fcaca9 
0fc0100 0fbec3c 0fc601f 
0fbda83 0fbc0e9 0fc334f 
0fc1736 0fbf7c3 0fc68f1 
0fc64e5 0fc46b3 0fcb89b 
0fc5d37 0fc458b 0fcb92a 
0fc0cf6 0fbf80d 0fc6c34 
0fbe6d1 0fbcd02 0fc3fe8 
0fc2356 0fc03a7 0fc7556 
0fc70aa 0fc523b 0fcc4a2 
0fc6897 0fc50a6 0fcc4dd 
0fc1801 0fc02ec 0fc77c1 
0fbf118 0fbd740 0fc4ad0 
0fc2cc9 0fc0d41 0fc7f79 
0fc7963 0fc5b38 0fcce06 
0fc7099 0fc58fe 0fccd80 
0fc1fcc 0fc0b16 0fc8018 
0fbf8b5 0fbdf3c 0fc52cc 
0fc33c2 0fc14a7 0fc86d1 
0fc7f73 0fc61c9 0fcd48e 
0fc75ba 0fc5ea4 0fcd320 
0fc240e 0fc0fdc 0fc84d8 
0fbfc1d 0fbe348 0fc56d4 
0fc36af 0fc1839 0fc8a4a 
0fc822c 0fc650f 0fcd7af 
0fc77e7 0fc6151 0fcd5a4 
0fc258a 0fc11b3 0fc8690 
0fbfe87 0fbe5d3 0fc5947 
0fc396b 0fc1b08 0fc8d21 
0fc84e5 0fc67e5 0fcda8b 
0fc7b35 0fc64b4 0fcd8e9 
0fc29fd 0fc1636 0fc8ad6 
0fc040e 0fbeb66 0fc5e8e 
0fc3fc2 0fc213e 0fc92f1 
0fc8bee 0fc6ea2 0fce0e0 
0fc8306 0fc6c44 0fce030 
0fc328f 0fc1e99 0fc9305 
0fc0cfd 0fbf426 0fc673b 
0fc49ee 0fc2b57 0fc9d1b 
0fc968a 0fc7944 0fcebad 
0fc8db2 0fc76e8 0fceafc 
0fc3d24 0fc291b 0fc9da4 
0fc178c 0fbfea0 0fc71bf 
0fc54f1 0fc363d 0fca817 
0fca1e3 0fc8483 0fcf705 
0fc9911 0fc8226 0fcf66c 
0fc4849 0fc3415 0fca8e4 
0fc2331 0fc0a12 0fc7d8a 
0fc609e 0fc41b2 0fcb3f3 
0fcacb9 0fc8f17 0fd023b 
0fca30e 0fc8bf2 0fd00cb 
0fc51ec 0fc3d9d 0fcb2af 
0fc2c3b 0fc1302 0fc86a3 
0fc68de 0fc49d4 0fcbc23 
0fcb4ff 0fc9748 0fd0acd 
0fcab48 0fc940d 0fd0950 
0fc5a44 0fc45d5 0fcbb06 
0fc3451 0fc1b10 0fc8eba 
0fc7073 0fc5175 0fcc3cc 
0fcbc61 0fc9ecc 0fd11f7 
0fcb28e 0fc9b86 0fd1062 
0fc6118 0fc4cdb 0fcc1ec 
0fc3aca 0fc21b4 0fc9554 
0fc76d5 0fc580d 0fcca71 
0fcc253 0fca4e8 0fd1821 
0fcb773 0fca081 0fd1581 
0fc65ab 0fc516b 0fcc6b5 
0fc3f5e 0fc2622 0fc99f4 
0fc7b59 0fc5c5b 0fccee0 
0fcc6f0 0fca962 0fd1cbe 
0fcbc1d 0fca4ed 0fd1a32 
0fc69c0 0fc551b 0fccad0 
0fc4328 0fc29b5 0fc9dc3 
0fc7ea7 0fc5f99 0fcd24b 
0fcc8fd 0fcab5a 0fd1f19 
0fcbd36 0fca68d 0fd1c3d 
0fc6bdd 0fc57c9 0fccdf9 
0fc46a2 0fc2ca7 0fca179 
0fc8226 0fc6276 0fcd5f5 
0fccc8a 0fcae5d 0fd2289 
0fcc12d 0fca99c 0fd1f65 
0fc6f93 0fc5ac5 0fcd0d4 
0fc4a95 0fc30e6 0fca569 
0fc8728 0fc67d0 0fcdb05 
0fcd274 0fcb48b 0fd286b 
0fcc72a 0fcafd4 0fd255d 
0fc7655 0fc61bd 0fcd782 
0fc511c 0fc37a6 0fcabd8 
0fc8d68 0fc6e2a 0fce13a 
0fcd8a4 0fcba9f 0fd2e85 
0fccd9e 0fcb5ec 0fd2bbb 
0fc7d1c 0fc680a 0fcde45 
0fc590d 0fc3f0b 0fcb3ae 
0fc962a 0fc767d 0fce9cb 
0fce261 0fcc416 0fd37f6 
0fcd892 0fcc0e1 0fd365f 
0fc888e 0fc73e2 0fce996 
0fc64a8 0fc4b71 0fcbf42 
0fca285 0fc83e2 0fcf63d 
0fceed4 0fcd1b3 0fd4494 
0fce522 0fcce8e 0fd430f 
0fc95fe 0fc823c 0fcf715 
0fc732a 0fc5aac 0fccdaa 
0fcb0f9 0fc932f 0fd0487 
0fcfd62 0fce196 0fd5300 
0fcf364 0fcdd3b 0fd5141 
0fca33b 0fc8e83 0fd0448 
0fc7f4e 0fc659b 0fcd9d9 
0fcbce9 0fc9e13 0fd1083 
0fd098b 0fcec1b 0fd5e46 
0fcff24 0fce814 0fd5c20 
0fcae93 0fc99ff 0fd0f4a 
0fc8a4f 0fc7067 0fce473 
0fcc72c 0fca741 0fd1a56 
0fd12f8 0fcf42c 0fd67d4 
0fd0925 0fcf0af 0fd65fa 
0fcb99d 0fca426 0fd19c4 
0fc97a2 0fc7d70 0fcf138 
0fcd701 0fcb71d 0fd298c 
0fd2484 0fd0601 0fd78cf 
0fd1be9 0fd0408 0fd7848 
0fccd78 0fcb84f 0fd2d3c 
0fcabae 0fc9186 0fd051f 
0fceb94 0fccb95 0fd3e0f 
0fd3970 0fd1ae9 0fd8d81 
0fd2fd2 0fd17e2 0fd8bef 
0fce01c 0fccab8 0fd4025 
0fcbe4c 0fca445 0fd181c 
0fcfdba 0fcde3c 0fd5073 
0fd4b8a 0fd2d5e 0fda057 
0fd42b3 0fd2b04 0fd9fb2 
0fcf377 0fcde8b 0fd53f0 
0fcd0ae 0fcb700 0fd2b9c 
0fd0fb8 0fcf07b 0fd629e 
0fd5bf9 0fd3e45 0fdb099 
0fd524c 0fd3b37 0fdaed0 
0fd0316 0fceec1 0fd6284 
0fce0d8 0fcc7b0 0fd39f3 
0fd20aa 0fd01e4 0fd7295 
0fd6e76 0fd513d 0fdc28f 
0fd6568 0fd4ebb 0fdc198 
0fd15e4 0fd01ce 0fd751d 
0fcf322 0fcd9df 0fd4c1a 
0fd32ce 0fd1399 0fd84a1 
0fd7f72 0fd619d 0fdd39a 
0fd74fb 0fd5dcb 0fdd16e 
0fd2495 0fd1021 0fd8403 
0fd00a8 0fce740 0fd5a01 
0fd3e70 0fd1f4a 0fd90d4 
0fd897f 0fd6bdc 0fdde5c 
0fd7bba 0fd64e5 0fdd90d 
0fd2694 0fd1289 0fd86e7 
0fcfe38 0fce525 0fd5868 
0fd3879 0fd1987 0fd8b95 
0fd8071 0fd62e2 0fdd5d3 
0fd71e2 0fd5ac6 0fdcf58 
0fd1eea 0fd09e7 0fd7ef4 
0fcfb6e 0fce148 0fd54c3 
0fd3cbf 0fd1d26 0fd8eab 
0fd8bd1 0fd6d93 0fddff8 
0fd831e 0fd6b05 0fddf76 
0fd34a2 0fd1e81 0fd93c3 
0fd1370 0fcf7de 0fd6c39 
0fd55b3 0fd3472 0fda74f 
0fda624 0fd8616 0fdf9e6 
0fd9f77 0fd860c 0fdfb57 
0fd5254 0fd3c45 0fdb0f3 
0fd320d 0fd178b 0fd8a17 
0fd7404 0fd5458 0fdc52f 
0fdc38d 0fda5be 0fe1707 
0fdba86 0fda398 0fe1665 
0fd6a99 0fd56b4 0fdc99a 
0fd4871 0fd2fa9 0fda0e4 
0fd893f 0fd6acd 0fddaaa 
0fdd7ce 0fdbaaf 0fe2b76 
0fdcde0 0fdb751 0fe29ed 
0fd7df2 0fd6a14 0fddcc3 
0fd5c2a 0fd4345 0fdb3b4 
0fd9b6e 0fd7ce1 0fdec97 
0fde92f 0fdcc66 0fe3caa 
0fdddd5 0fdc81b 0fe39cc 
0fd8c15 0fd793d 0fdeb2c 
0fd69a4 0fd5167 0fdc1f7 
0fdaa46 0fd8bb9 0fdfb40 
0fdf8ea 0fddb5f 0fe4bd8 
0fdef11 0fdd80d 0fe4a2c 
0fd9eef 0fd8a94 0fdfcdf 
0fd7e4c 0fd64c5 0fdd57e 
0fdc16a 0fda1fc 0fe116c 
0fe1289 0fdf481 0fe64bb 
0fe0aee 0fdf393 0fe6580 
0fdbd08 0fda868 0fe1aad 
0fd9e47 0fd846c 0fdf54c 
0fde2ad 0fdc2c1 0fe32aa 
0fe33ad 0fe151e 0fe8608 
0fe2c55 0fe148c 0fe8749 
0fdde63 0fdc974 0fe3ca5 
0fdbec0 0fda4aa 0fe1667 
0fe023d 0fde228 0fe52b3 
0fe5387 0fe34c2 0fea637 
0fe4c30 0fe3438 0fea75b 
0fe0009 0fdeaf7 0fe5e52 
0fde369 0fdc96a 0fe3b38 
0fe2a19 0fe0a4b 0fe7add 
0fe7df8 0fe5fae 0fed136 
0fe7896 0fe6149 0fed498 
0fe2d42 0fe18fe 0fe8c7b 
0fe105a 0fdf73d 0fe691b 
0fe5619 0fe3742 0fea805 
0fea7f1 0fe8a93 0fefcb8 
0fe9f9c 0fe8924 0fefd89 
0fe502a 0fe3c97 0feb165 
0fe2fad 0fe16f0 0fe8a65 
0fe70ea 0fe5249 0fec4d5 
0febd09 0fe9fe6 0ff13ce 
0feafab 0fe9915 0ff0ec5 
0fe5db6 0fe49d7 0febf69 
0fe3bbc 0fe22f2 0fe96d1 
0fe7b37 0fe5cb5 0fecf90 
0fec5de 0fea8f9 0ff1d11 
0feb6eb 0fea105 0ff16bb 
0fe6302 0fe4fe4 0fec570 
0fe4053 0fe281c 0fe9bf0 
0fe7e12 0fe607f 0fed37e 
0fec35a 0fea7c5 0ff1c20 
0feb089 0fe9bcc 0ff11da 
0fe5c12 0fe49a0 0febfb0 
0fe3788 0fe1fed 0fe946b 
0fe735e 0fe55fa 0fec99c 
0feb9fd 0fe9dd1 0ff12bd 
0fea884 0fe92a8 0ff095c 
0fe5465 0fe40cc 0feb794 
