0fb10a3 0fa2d11 0fa63ea 
0fb3fd7 0fa63bc 0fa956f 
0fb9cd3 0fabef2 0faf1df 
0fb9201 0faaee7 0fae5b6 
0fb2f47 0fa4a95 0fa829a 
0faff90 0fa1f4a 0fa541d 
0fb46aa 0fa6aa8 0fa9c54 
0fba2cd 0fac505 0faf7f7 
0fb9772 0fab46b 0faeb40 
0fb34af 0fa500a 0fa880a 
0fb0484 0fa2449 0fa5907 
0fb4b45 0fa6f3d 0faa0d1 
0fba735 0fac961 0fafc35 
0fb9c73 0fab955 0faf013 
0fb3a0f 0fa555a 0fa8d51 
0fb0aad 0fa2a5f 0fa5f16 
0fb524f 0fa7630 0faa7bc 
0fbaf12 0fad122 0fb03f2 
0fba401 0fac0df 0faf78e 
0fb410d 0fa5c63 0fa9443 
0fb1161 0fa3130 0fa65d6 
0fb5940 0fa7d43 0faaed0 
0fbb660 0fad8a9 0fb0b7c 
0fbac1a 0fac927 0faffd8 
0fb4a14 0fa6585 0fa9d6f 
0fb1aa1 0fa3a7a 0fa6f38 
0fb6199 0fa85ad 0fab74d 
0fbbed0 0fae110 0fb13fb 
0fbb457 0fad16a 0fb0832 
0fb51a9 0fa6d2f 0faa525 
0fb210f 0fa40fe 0fa75b8 
0fb6882 0fa8c9d 0fabe3c 
0fbc5a1 0fae7e6 0fb1ae0 
0fbba85 0fad790 0fb0e6b 
0fb577f 0fa72f5 0faaafc 
0fb27b2 0fa4795 0fa7c58 
0fb6f91 0fa93b4 0fac555 
0fbcc6d 0faeecd 0fb21b4 
0fbc16d 0fade8a 0fb1555 
0fb5fcc 0fa7b56 0fab34b 
0fb30e1 0fa50d6 0fa858d 
0fb78a8 0fa9cd8 0face5d 
0fbd592 0faf7f2 0fb2ac5 
0fbcb74 0fae88f 0fb1f46 
0fb6a64 0fa85cf 0fabdb0 
0fb3c0e 0fa5bda 0fa9080 
0fb84ee 0faa8c5 0fada47 
0fbe355 0fb0542 0fb3800 
0fbd958 0faf603 0fb2c9f 
0fb77d9 0fa92db 0faca9a 
0fb4a52 0fa69c5 0fa9e44 
0fb9343 0fab6f8 0fae85d 
0fbf187 0fb1376 0fb4629 
0fbe820 0fb04dc 0fb3b77 
0fb8723 0faa254 0fada23 
0fb59e5 0fa7994 0faae31 
0fba446 0fac827 0faf99c 
0fc0390 0fb25ab 0fb5860 
0fbfab3 0fb1797 0fb4e32 
0fb9a3e 0fab594 0faed54 
0fb6d70 0fa8d52 0fac1d3 
0fbb77c 0fadba3 0fb0d02 
0fc16e8 0fb394c 0fb6c01 
0fc0e40 0fb2b6a 0fb620a 
0fbae36 0fac9d1 0fb019c 
0fb827b 0faa285 0fad716 
0fbce0a 0faf242 0fb23aa 
0fc2e42 0fb509a 0fb8350 
0fc2641 0fb4360 0fb79ee 
0fbc77b 0fae305 0fb1aba 
0fb9c41 0fabc4b 0faf0bd 
0fbe806 0fb0c4c 0fb3da1 
0fc48cd 0fb6b42 0fb9def 
0fc416b 0fb5eaa 0fb953b 
0fbe2ed 0fafe99 0fb363b 
0fbb889 0fad8ac 0fb0cf1 
0fc05b2 0fb2a0f 0fb5b30 
0fc671b 0fb899c 0fbbc17 
0fc60d9 0fb7e12 0fbb480 
0fc02fa 0fb1ea5 0fb5630 
0fbd949 0faf978 0fb2db8 
0fc26d2 0fb4b3a 0fb7c76 
0fc88ba 0fbab53 0fbde00 
0fc828d 0fb9fe2 0fbd678 
0fc25a5 0fb4153 0fb78fa 
0fbfc92 0fb1cb5 0fb510b 
0fc4acf 0fb6f38 0fba079 
0fcad36 0fbcfc3 0fc026c 
0fca6f0 0fbc41c 0fbfaad 
0fc49c9 0fb6563 0fb9d15 
0fc216e 0fb4194 0fb75fe 
0fc7004 0fb946e 0fbc5bf 
0fcd2c6 0fbf554 0fc2802 
0fcccad 0fbe9f9 0fc208b 
0fc6fc8 0fb8b86 0fbc329 
0fc4754 0fb679a 0fb9bee 
0fc9636 0fbbaab 0fbebe7 
0fcf8db 0fc1b60 0fc4dfa 
0fcf2cc 0fc1007 0fc4692 
0fc9599 0fbb14f 0fbe900 
0fc6d90 0fb8dc3 0fbc225 
0fcbc45 0fbe0b6 0fc1206 
0fd1ed3 0fc415f 0fc7412 
0fd183c 0fc357d 0fc6c24 
0fcbaa4 0fbd657 0fc0e33 
0fc91ba 0fbb1f7 0fbe687 
0fce07c 0fc04f4 0fc3672 
0fd4278 0fc650e 0fc9814 
0fd3bd4 0fc5917 0fc8ff6 
0fcde12 0fbf9bf 0fc31af 
0fcb49b 0fbd4d2 0fc0980 
0fd0297 0fc26fe 0fc5882 
0fd63aa 0fc8611 0fcb921 
0fd5b28 0fc7819 0fcaf15 
0fcfbe9 0fc1750 0fc4f3b 
0fcd151 0fbf146 0fc25fb 
0fd1ec8 0fc42f6 0fc74a6 
0fd7f53 0fca192 0fcd4dc 
0fd75c3 0fc92ae 0fcc9e0 
0fd14fd 0fc3059 0fc687e 
0fce994 0fc0982 0fc3e66 
0fd361f 0fc5a41 0fc8c20 
0fd958c 0fcb7bd 0fceb48 
0fd8ac5 0fca79b 0fcdf0e 
0fd2922 0fc446c 0fc7cb2 
0fcfd16 0fc1cf8 0fc51f4 
0fd4935 0fc6d4f 0fc9f5a 
0fda768 0fcc98d 0fcfd5b 
0fd9b88 0fcb865 0fcf015 
0fd392b 0fc5494 0fc8ce7 
0fd0c1a 0fc2c1d 0fc6115 
0fd575f 0fc7b90 0fcadb3 
0fdb538 0fcd761 0fd0b92 
0fda84b 0fcc517 0fcfd0c 
0fd4424 0fc5f70 0fc97be 
0fd1661 0fc3646 0fc6b23 
0fd6116 0fc852b 0fcb734 
0fdbdc9 0fcdfdf 0fd13c1 
0fdaea5 0fccb61 0fd031c 
0fd490c 0fc6441 0fc9c9a 
0fd1a61 0fc3a24 0fc6f0e 
0fd63e4 0fc87db 0fcb9e8 
0fdbfd8 0fce1c6 0fd15ad 
0fdafe5 0fccc83 0fd046a 
0fd4903 0fc642a 0fc9cb1 
0fd18bc 0fc3892 0fc6da5 
0fd60c3 0fc84d4 0fcb716 
0fdbb6d 0fcdd79 0fd11a4 
0fdaa2a 0fcc6c9 0fcfee5 
0fd4235 0fc5d4b 0fc95ef 
0fd107b 0fc3033 0fc6571 
0fd57b3 0fc7b99 0fcae01 
0fdb106 0fcd2e0 0fd07a3 
0fd9ef9 0fcbb78 0fcf408 
0fd360d 0fc5107 0fc89ec 
0fd039c 0fc2323 0fc58c7 
0fd49e1 0fc6d96 0fca052 
0fda255 0fcc411 0fcf891 
0fd8f35 0fcaba7 0fce3e4 
0fd252e 0fc401d 0fc7915 
0fcf1df 0fc117d 0fc46ed 
0fd37b1 0fc5b7a 0fc8dc4 
0fd8f0e 0fcb0b9 0fce501 
0fd7b3b 0fc9781 0fccfbc 
0fd1105 0fc2bde 0fc64d7 
0fcdd8b 0fbfd03 0fc32a9 
0fd22e1 0fc468a 0fc791d 
0fd79c6 0fc9b5d 0fccf8b 
0fd6519 0fc8151 0fcb954 
0fcfa2f 0fc14d9 0fc4db5 
0fcc5af 0fbe4f2 0fc1a7e 
0fd0a14 0fc2d85 0fc5fed 
0fd5ff2 0fc8165 0fcb56e 
0fd4ab7 0fc66d1 0fc9eb4 
0fcded3 0fbf985 0fc325a 
0fcaa31 0fbc97a 0fbfeef 
0fcee78 0fc11e5 0fc442c 
0fd4417 0fc6582 0fc9954 
0fd2f1b 0fc4b29 0fc82ca 
0fcc382 0fbde1f 0fc16cf 
0fc8dc3 0fbad00 0fbe266 
0fcd15e 0fbf4c5 0fc2719 
0fd276c 0fc48d0 0fc7c98 
0fd12ba 0fc2ece 0fc6683 
0fca6b4 0fbc162 0fbfa31 
0fc712a 0fb9082 0fbc5ef 
0fcb407 0fbd79b 0fc09f4 
0fd0a39 0fc2bcd 0fc5f3c 
0fcf4a3 0fc10e7 0fc4841 
0fc8840 0fba310 0fbdbb9 
0fc532b 0fb7290 0fba7d3 
0fc96ab 0fbba4f 0fbec8c 
0fcec64 0fc0e07 0fc41b7 
0fcd73a 0fbf380 0fc2b22 
0fc6b8c 0fb8652 0fbbf00 
0fc3670 0fb55ce 0fb8b13 
0fc7965 0fb9ce2 0fbcf13 
0fccf7e 0fbf0f2 0fc2493 
0fcbaf3 0fbd712 0fc0e8b 
0fc4faa 0fb6a4d 0fba2b8 
0fc1a3e 0fb3979 0fb6e7d 
0fc5d76 0fb80e6 0fbb2e5 
0fcb3f8 0fbd572 0fc08e3 
0fc9f90 0fbbbc7 0fbf311 
0fc34b4 0fb4f86 0fb87dd 
0fc0020 0fb1f92 0fb548b 
0fc4428 0fb67c8 0fb99ad 
0fc9a80 0fbbc27 0fbef88 
0fc862c 0fba28e 0fbd9d9 
0fc1c19 0fb36fa 0fb6f4e 
0fbe86e 0fb07d9 0fb3ccd 
0fc2d12 0fb50a5 0fb827f 
0fc84af 0fba63e 0fbd986 
0fc7197 0fb8dc3 0fbc4f2 
0fc08ad 0fb235e 0fb5b99 
0fbd56b 0faf4a5 0fb298f 
0fc1a83 0fb3dde 0fb6fb7 
0fc7262 0fb93c0 0fbc71b 
0fc5fc9 0fb7bdc 0fbb32f 
0fbf693 0fb1122 0fb4990 
0fbc3b5 0fae2d6 0fb17f2 
0fc089d 0fb2beb 0fb5de9 
0fc5f91 0fb80f3 0fbb45d 
0fc4cb1 0fb68d5 0fba026 
0fbe39c 0fafe45 0fb36a1 
0fbb020 0facf50 0fb0455 
0fbf3a8 0fb1706 0fb48fe 
0fc498c 0fb6af7 0fb9e72 
0fc355c 0fb5185 0fb88f9 
0fbcb4c 0fae5fd 0fb1e83 
0fb96bc 0fab5f4 0faeb2f 
0fbd9c2 0fafd17 0fb2f45 
0fc2fa4 0fb50ff 0fb84a9 
0fc1b9b 0fb37b2 0fb6f4b 
0fbb163 0facc0a 0fb04a7 
0fb7d9e 0fa9cc7 0fad20a 
0fbc21e 0fae54c 0fb1774 
0fc19c5 0fb3afa 0fb6e88 
0fc0798 0fb2393 0fb5afb 
0fb9f07 0fab993 0faf20d 
0fb6bf4 0fa8b10 0fac039 
0fbb032 0fad380 0fb059c 
0fc0749 0fb28b3 0fb5c3e 
0fbf4d3 0fb110b 0fb4879 
0fb8bb9 0faa67a 0fadeef 
0fb57c9 0fa772a 0faac4d 
0fb9b27 0fabebe 0faf0d1 
0fbf1de 0fb13a1 0fb471b 
0fbdf37 0fafbc5 0fb332f 
0fb75f1 0fa910a 0fac980 
0fb4211 0fa619e 0fa96bd 
0fb857c 0faa92e 0fadb39 
0fbdb24 0fafd13 0fb3089 
0fbc746 0fae434 0fb1ba1 
0fb5d55 0fa78e7 0fab162 
0fb29c0 0fa49e8 0fa7f14 
0fb6dd6 0fa9226 0fac447 
0fbc43d 0fae6ac 0fb1a24 
0fbb11e 0face6d 0fb05da 
0fb4815 0fa63eb 0fa9c67 
0fb1511 0fa356b 0fa6a8d 
0fb59e3 0fa7e5a 0fab05a 
0fbb0cf 0fad358 0fb06b2 
0fb9ebd 0fabc04 0faf339 
0fb3701 0fa52c8 0fa8b0e 
0fb04cb 0fa24f1 0fa59e5 
0fb49cf 0fa6dfb 0fa9fe9 
0fba163 0fac383 0faf6e6 
0fb8f86 0faac55 0fae398 
0fb27e2 0fa4321 0fa7b70 
0faf5bb 0fa156d 0fa4a74 
0fb3ab0 0fa5e6f 0fa906e 
0fb9197 0fab35e 0fae6c8 
0fb7f39 0fa9bb2 0fad303 
0fb16dd 0fa31e1 0fa6a45 
0fae459 0fa03e3 0fa38e8 
0fb2960 0fa4d13 0fa7f05 
0fb80a9 0faa26a 0fad5c2 
0fb6ede 0fa8b67 0fac2a0 
0fb070f 0fa2221 0fa5a70 
0fad4bf 0f9f458 0fa295c 
0fb19bc 0fa3d80 0fa6f70 
0fb7196 0fa9362 0fac6b5 
0fb6080 0fa7d02 0fab441 
0faf97d 0fa147c 0fa4ccb 
0fac7cd 0f9e74a 0fa1c42 
0fb0ccd 0fa306a 0fa6260 
0fb641c 0fa85dd 0fab946 
0fb52dc 0fa6f68 0faa6c3 
0faec27 0fa073a 0fa3f9f 
0fabb27 0f9dac5 0fa0fd4 
0fb0163 0fa2539 0fa5743 
0fb599b 0fa7b88 0faaef6 
0fb4866 0fa6511 0fa9c5d 
0fae256 0f9fd62 0fa35c5 
0fab1be 0f9d14a 0fa0653 
0faf7f9 0fa1b9b 0fa4d8c 
0fb5030 0fa71e8 0faa528 
0fb3fe0 0fa5c48 0fa9351 
0fad9df 0f9f4cb 0fa2cdf 
0faa9ae 0f9c910 0f9fdd8 
0faf057 0fa13d1 0fa458c 
0fb48ff 0fa6a76 0fa9d92 
0fb38e7 0fa54f3 0fa8bf3 
0fad300 0f9ed7b 0fa2594 
0faa316 0f9c20f 0f9f6db 
0fae9ba 0fa0cd7 0fa3e91 
0fb4293 0fa63dc 0fa9700 
0fb329d 0fa4ecf 0fa85d0 
0faccdd 0f9e7ae 0fa1fca 
0fa9d20 0f9bc85 0f9f157 
0fae382 0fa0705 0fa38c4 
0fb3c59 0fa5dec 0fa9113 
0fb2c84 0fa48d4 0fa7fdb 
0fac787 0f9e268 0fa1a7d 
0fa97f3 0f9b75f 0f9ec2a 
0fadf29 0fa02a8 0fa3455 
0fb38f8 0fa5a73 0fa8d76 
0fb29b5 0fa45ee 0fa7ccb 
0fac4c4 0f9df8c 0fa1775 
0fa9547 0f9b4ae 0f9e943 
0fadc98 0fa001f 0fa31ab 
0fb3623 0fa57cf 0fa8acb 
0fb2769 0fa43e3 0fa7ac9 
0fac299 0f9dda2 0fa159e 
0fa931d 0f9b29e 0f9e74a 
0fada88 0f9fe31 0fa2fcd 
0fb3474 0fa5636 0fa8937 
0fb25e6 0fa427a 0fa7962 
0fac166 0f9dc86 0fa1486 
0fa91d2 0f9b16f 0f9e630 
0fad928 0f9fcce 0fa2e7f 
0fb33df 0fa5575 0fa888b 
0fb25f0 0fa422c 0fa792f 
0fac1ed 0f9dc96 0fa14b8 
0fa92bc 0f9b1bf 0f9e69a 
0fada72 0f9fd63 0fa2f30 
0fb3527 0fa561a 0fa8943 
0fb2734 0fa42e8 0fa79ef 
0fac340 0f9dd8c 0fa15b2 
0fa9451 0f9b33d 0f9e81e 
0fadc4e 0f9ff7d 0fa3157 
0fb36b5 0fa580c 0fa8b53 
0fb289f 0fa44d4 0fa7c06 
0fac4ce 0f9df8a 0fa17dd 
0fa9653 0f9b58b 0f9ea93 
0fade2f 0fa0168 0fa3351 
0fb38cb 0fa5a14 0fa8d5c 
0fb2afe 0fa4709 0fa7e3d 
0fac799 0f9e22f 0fa1a85 
0fa994c 0f9b85c 0f9ed71 
0fae187 0fa04af 0fa36aa 
0fb3c80 0fa5db2 0fa90ff 
0fb2ede 0fa4ad1 0fa81f9 
0facba6 0f9e61d 0fa1e65 
0fa9cda 0f9bbcc 0f9f0c8 
0fae47a 0fa078c 0fa3966 
0fb3f3a 0fa6069 0fa93ab 
0fb322e 0fa4e25 0fa855f 
0faceea 0f9e970 0fa21c9 
0faa007 0f9bf13 0f9f42e 
0fae891 0fa0bbf 0fa3dc7 
0fb4384 0fa64d4 0fa9837 
0fb35ef 0fa520a 0fa8952 
0fad338 0f9ede5 0fa2641 
0faa531 0f9c469 0f9f96b 
0faed89 0fa10ea 0fa42d6 
0fb487b 0fa69ed 0fa9d3a 
0fb3afb 0fa5744 0fa8e6e 
0fad855 0f9f322 0fa2b67 
0faaa4b 0f9c99c 0f9fe9f 
0faf2eb 0fa1653 0fa483b 
0fb4e7b 0fa6ff3 0faa333 
0fb41c4 0fa5df6 0fa950a 
0fadf31 0f9f9e1 0fa31f9 
0fab121 0f9d05c 0fa0532 
0faf9a3 0fa1d05 0fa4ed7 
0fb554e 0fa76d9 0faaa07 
0fb488f 0fa64f2 0fa9c06 
0fae5c4 0fa00a8 0fa38d8 
0fab8b7 0f9d7f5 0fa0cd7 
0fb0165 0fa2494 0fa5663 
0fb5d04 0fa7e28 0fab148 
0fb5031 0fa6bfd 0faa2f6 
0faede6 0fa083c 0fa4047 
0fac07a 0f9df6a 0fa1427 
0fb08ff 0fa2c21 0fa5dcc 
0fb6483 0fa85d9 0fab8ed 
0fb5742 0fa737b 0faaa72 
0faf4b4 0fa0f73 0fa477e 
0fac76d 0f9e6af 0fa1b73 
0fb0ff1 0fa3355 0fa6507 
0fb6be5 0fa8d57 0fac05d 
0fb5fb7 0fa7bf0 0fab2c9 
0fafd68 0fa1822 0fa5021 
0facf82 0f9eebe 0fa2389 
0fb1854 0fa3ba8 0fa6d64 
0fb7499 0fa9604 0fac918 
0fb688e 0fa84c1 0fabbb6 
0fb0630 0fa20ed 0fa5901 
0fad825 0f9f756 0fa2c2c 
0fb2155 0fa44a9 0fa766e 
0fb7d33 0fa9e90 0fad1a7 
0fb70b8 0fa8cc5 0fac3be 
0fb0e3e 0fa28cc 0fa60f1 
0fae0c8 0f9ffd8 0fa34b2 
0fb29d0 0fa4cfd 0fa7ec5 
0fb858a 0faa6c3 0fad9f3 
0fb7840 0fa943b 0facb4d 
0fb157f 0fa2ffc 0fa6820 
0fae803 0fa0708 0fa3be8 
0fb311b 0fa543c 0fa8613 
0fb8ccc 0faae09 0fae143 
0fb7ffd 0fa9c10 0fad328 
0fb1d37 0fa37e5 0fa700a 
0faef87 0fa0ec6 0fa43b4 
0fb3878 0fa5bee 0fa8dd1 
0fb940e 0fab5a1 0fae8d8 
0fb877d 0faa3d7 0fadaf7 
0fb24f5 0fa3fd1 0fa7809 
0faf73a 0fa16a5 0fa4b93 
0fb400b 0fa63a1 0fa9583 
0fb9b22 0fabcce 0faf020 
0fb8e83 0faaaeb 0fae219 
0fb2ba3 0fa4697 0fa7eda 
0fafd22 0fa1c95 0fa5197 
0fb45f1 0fa697d 0fa9b84 
0fba1e3 0fac37d 0faf6ec 
0fb94f8 0fab153 0fae8a7 
0fb31fc 0fa4cd1 0fa8538 
0fb046f 0fa23bb 0fa58d8 
0fb4d98 0fa70fe 0faa301 
0fba96f 0facae6 0fafe49 
0fb9c12 0fab844 0faef8d 
0fb38f7 0fa53a3 0fa8c08 
0fb0af6 0fa2a35 0fa5f4f 
0fb5428 0fa778f 0faa995 
0fbb04d 0fad1c4 0fb0529 
0fba3cb 0fabff2 0faf743 
0fb4141 0fa5bef 0fa9454 
0fb1426 0fa3353 0fa685d 
0fb5d9c 0fa80e9 0fab2e3 
0fbb9a0 0fadad7 0fb0e33 
0fbac81 0fac86d 0faffac 
0fb4a3c 0fa64a4 0fa9cf3 
0fb1d3a 0fa3c34 0fa713d 
0fb66ac 0fa89d5 0fabbca 
0fbc2d9 0fae42e 0fb1771 
0fbb5a0 0fad1cd 0fb08e4 
0fb529f 0fa6d6b 0faa585 
0fb258a 0fa44e8 0fa79b7 
0fb6efe 0fa9287 0fac458 
0fbcad8 0faec76 0fb1fb9 
0fbbdb1 0fada11 0fb1142 
0fb5b67 0fa7643 0faae8f 
0fb2e6e 0fa4dc7 0fa82c3 
0fb7842 0fa9bb9 0facda1 
0fbd463 0faf5d8 0fb291e 
0fbc734 0fae352 0fb1a7d 
0fb64da 0fa7f5d 0fab79a 
0fb378f 0fa568c 0fa8b81 
0fb8183 0faa497 0fad67c 
0fbde46 0faff59 0fb32a0 
0fbd1d7 0faed91 0fb24bb 
0fb6f37 0fa896e 0fac1a8 
0fb4237 0fa60f6 0fa95eb 
0fb8c3d 0faaf3b 0fae125 
0fbe8c4 0fb09ea 0fb3d27 
0fbdc01 0faf807 0fb2f2f 
0fb793a 0fa93e4 0facc17 
0fb4c50 0fa6b99 0faa07b 
0fb9698 0faba0c 0faebe7 
0fbf353 0fb14d6 0fb4819 
0fbe747 0fb037e 0fb3aa8 
0fb851a 0fa9fd8 0fad812 
0fb5826 0fa776e 0faac56 
0fba2ca 0fac63c 0faf815 
0fbffe2 0fb2156 0fb5491 
0fbf3e2 0fb0ff8 0fb4717 
0fb9209 0faac85 0fae4b4 
0fb65d0 0fa84a7 0fab97a 
0fbb0fd 0fad3bf 0fb057f 
0fc0e52 0fb2ef8 0fb6231 
0fc0319 0fb1e6c 0fb5596 
0fba1e0 0fabb8c 0faf3cf 
0fb75d3 0fa9400 0fac8ef 
0fbc0a6 0fae2f4 0fb14db 
0fc1e55 0fb3eb8 0fb71ff 
0fc11fd 0fb2d1f 0fb6460 
0fbafc7 0fac97b 0fb01dc 
0fb8205 0faa04e 0fad56b 
0fbcc6e 0faeefc 0fb210b 
0fc296d 0fb4a27 0fb7da2 
0fc1b42 0fb36d8 0fb6e44 
0fbb6f0 0fad11d 0fb09a5 
0fb88aa 0faa779 0fadcb9 
0fbd1cf 0faf4db 0fb2710 
0fc2cdc 0fb4dfa 0fb8194 
0fc1e52 0fb3a12 0fb7194 
0fbba01 0fad444 0fb0cd9 
0fb8b34 0faa9fd 0fadf42 
0fbd3c6 0faf6b8 0fb28f6 
0fc2ed6 0fb4fc2 0fb837f 
0fc1fcf 0fb3b4b 0fb72e8 
0fbba75 0fad473 0fb0d14 
0fb8b77 0faaa01 0fadf5c 
0fbd444 0faf6ec 0fb292f 
0fc2f63 0fb5010 0fb83af 
0fc2111 0fb3c86 0fb740e 
0fbbc1f 0fad621 0fb0ebe 
0fb8c63 0faaae9 0fae036 
0fbd51c 0faf7c6 0fb2a0e 
0fc301e 0fb50e0 0fb848e 
0fc211c 0fb3c9b 0fb7435 
0fbbbda 0fad5ef 0fb0e9a 
0fb8c8e 0faab49 0fae092 
0fbd52d 0faf82e 0fb2a54 
0fc2fea 0fb50ff 0fb8485 
0fc2044 0fb3c12 0fb7383 
0fbb9f1 0fad447 0fb0cd2 
0fb89c5 0faa8b0 0faddee 
0fbd1fa 0faf507 0fb2728 
0fc2c8d 0fb4d73 0fb8105 
0fc1d42 0fb38b4 0fb7033 
0fbb718 0fad11f 0fb09b3 
0fb8764 0faa60b 0fadb44 
0fbcffe 0faf2cb 0fb24eb 
0fc2a82 0fb4b68 0fb7ef0 
0fc1a5e 0fb3627 0fb6d93 
0fbb3fa 0face61 0fb06d6 
0fb838c 0faa2a7 0fad7bb 
0fbcba3 0faef0b 0fb2106 
0fc2663 0fb47cb 0fb7b46 
0fc1682 0fb3294 0fb69f3 
0fbb033 0facada 0fb0332 
0fb7fb3 0fa9f1a 0fad41e 
0fbc72c 0faeaf1 0fb1ce9 
0fc20f5 0fb42f3 0fb7656 
0fc1151 0fb2e02 0fb6553 
0fbab02 0fac622 0fafe89 
0fb7a7c 0fa9a2a 0facf39 
0fbc263 0fae63c 0fb1836 
0fc1c99 0fb3e6d 0fb71c3 
0fc0c79 0fb28f8 0fb602f 
0fba568 0fac073 0faf8b3 
0fb751c 0fa94d6 0fac9c2 
0fbbca1 0fae08a 0fb1255 
0fc16c1 0fb38ab 0fb6be1 
0fc06e7 0fb2379 0fb5aa3 
0fba004 0fabb11 0faf357 
0fb6e9e 0fa8e44 0fac333 
0fbb62c 0fada0b 0fb0be3 
0fc10fa 0fb32ea 0fb6623 
0fc00e3 0fb1d82 0fb549f 
0fb99b5 0fab4d4 0faed00 
0fb68a4 0fa884f 0fabd28 
0fbb049 0fad417 0fb05de 
0fc0b3b 0fb2d07 0fb6047 
0fbfb14 0fb1785 0fb4ebf 
0fb93e5 0faaed0 0fae722 
0fb6270 0fa81f7 0fab706 
0fba9c7 0facd90 0faff95 
0fc043f 0fb2621 0fb598d 
0fbf40b 0fb109b 0fb47ee 
0fb8c51 0faa763 0fadfcd 
0fb5b99 0fa7b3d 0fab04a 
0fba30f 0fac6de 0faf8e0 
0fbfd9c 0fb1f6f 0fb52ce 
0fbece8 0fb096d 0fb40be 
0fb8454 0fa9f5a 0fad7bc 
0fb523d 0fa71d8 0faa6e2 
0fb9950 0fabd13 0faeef7 
0fbf3b9 0fb1574 0fb48b8 
0fbe307 0faff5a 0fb3697 
0fb7ae7 0fa95a5 0facdff 
0fb491a 0fa6869 0fa9d6e 
0fb9087 0fab40b 0fae5fa 
0fbeb2e 0fb0cb1 0fb4006 
0fbda64 0faf688 0fb2dcb 
0fb71f1 0fa8c86 0fac4ee 
0fb3fe0 0fa5eff 0fa9404 
0fb86eb 0faaa33 0fadc19 
0fbe171 0fb02b1 0fb360e 
0fbd0f0 0faeccf 0fb242f 
0fb68e6 0fa8343 0fabbb7 
0fb3686 0fa558e 0fa8aad 
0fb7d1b 0faa064 0fad266 
0fbd786 0faf8de 0fb2c45 
0fbc695 0fae288 0fb19d1 
0fb5d96 0fa7808 0fab05e 
0fb2a74 0fa497e 0fa7e78 
0fb70bc 0fa9405 0fac5d9 
0fbca83 0faebdd 0fb1f11 
0fbb90c 0fad50a 0fb0c23 
0fb4f80 0fa69f6 0faa226 
0fb1c8f 0fa3ba2 0fa7084 
0fb62af 0fa8606 0fab7c5 
0fbbcc9 0fade3a 0fb115c 
0fbab53 0fac779 0fafe9e 
0fb4199 0fa5c52 0fa948b 
0fb0e1a 0fa2d4f 0fa6231 
0fb5406 0fa7768 0faa922 
0fbadc8 0facf22 0fb0249 
0fb9c17 0fab7e3 0faef06 
0fb3235 0fa4c45 0fa8491 
0fafdbe 0fa1c4b 0fa513e 
0fb42cc 0fa6588 0fa973f 
0fb9bd5 0fabc7c 0faef85 
0fb890e 0faa446 0fadb53 
0fb1cd8 0fa3683 0fa6eb3 
0fae66b 0fa04ce 0fa39a1 
0fb29fc 0fa4cb2 0fa7e5c 
0fb8207 0faa2e8 0fad600 
0fb6ecc 0fa8a76 0fac193 
0fb0247 0fa1c90 0fa54d8 
0faca03 0f9e912 0fa1dfb 
0fb0b80 0fa2f05 0fa60b8 
0fb6214 0fa83cb 0fab6dc 
0fb4e2b 0fa6a89 0faa198 
0fae131 0f9fbe0 0fa3423 
0faa96f 0f9c89a 0f9fd8d 
0faeb2e 0fa0e99 0fa4056 
0fb41e7 0fa636c 0fa968f 
0fb2e1a 0fa4a40 0fa8173 
0fac02b 0f9dac3 0fa132b 
0fa8763 0f9a690 0f9dbad 
0fac985 0f9ed14 0fa1eff 
0fb2048 0fa4206 0fa754a 
0fb0b93 0fa27eb 0fa5f2f 
0fa9db1 0f9b872 0f9f0e9 
0fa6487 0f983e8 0f9b911 
0faa558 0f9c912 0f9fb20 
0fafb45 0fa1d2f 0fa5096 
0fae64c 0fa02e1 0fa3a48 
0fa7800 0f992ff 0f9cb83 
0fa3e0f 0f95d98 0f992b2 
0fa7e29 0f9a1f3 0f9d3de 
0fad36f 0f9f553 0fa2899 
0fabe09 0f9da8b 0fa11e3 
0fa4ff7 0f96ae6 0f9a36c 
0fa15ba 0f93537 0f96a66 
0fa5507 0f978c5 0f9aac2 
0faaa58 0f9cc20 0f9ff7f 
0fa94e7 0f9b139 0f9e899 
0fa25a6 0f94052 0f978e6 
0f9ea91 0f909d7 0f93f2b 
0fa299f 0f94d40 0f97f5e 
0fa7e19 0f99fde 0f9d352 
0fa685d 0f984c1 0f9bc22 
0f9f926 0f913ec 0f94c7f 
0f9bdc1 0f8dd1a 0f91267 
0f9fc05 0f91fbd 0f951d9 
0fa5077 0f9724f 0f9a5c8 
0fa3a90 0f956fc 0f98e7a 
0f9caf4 0f8e5b9 0f91e7a 
0f98fad 0f8af02 0f8e46b 
0f9ce25 0f8f1c9 0f923f6 
0fa22a0 0f94454 0f977dc 
0fa0d56 0f9299a 0f96129 
0f99e34 0f8b8ba 0f8f187 
0f962de 0f881e8 0f8b761 
0f9a143 0f8c483 0f8f6bc 
0f9f573 0f916d4 0f94a60 
0f9dfd7 0f8fbd2 0f93354 
0f9707d 0f88ac8 0f8c381 
0f9344a 0f85306 0f88876 
0f9720f 0f89507 0f8c753 
0f9c65d 0f8e769 0f91b02 
0f9b0d6 0f8cc77 0f90410 
0f94197 0f85b9b 0f89468 
0f905da 0f8248b 0f859f4 
