0fe79e3 0fbc84f 001779c 
0fe9c07 0fc47e4 001bebb 
0fde265 0fc558e 0012293 
0fd0b0a 0fbf510 0005ce0 
0fd3e70 0fbab5d 0007ff3 
0fe38d2 0fbdf41 00158c5 
0fe9c0f 0fc483b 001bf0a 
0fde259 0fc562a 0012233 
0fd0a8e 0fbf62f 0005c43 
0fd3c7e 0fbada6 0007ef3 
0fe3622 0fbe121 0015809 
0fe995f 0fc4987 001be85 
0fde0d9 0fc5778 00122a0 
0fd0922 0fbf7a9 0005beb 
0fd3a71 0fbadda 0007daf 
0fe33dc 0fbe0d7 0015627 
0fe9784 0fc4a01 001bc22 
0fde197 0fc58e3 001221c 
0fd09d5 0fbf899 0005b66 
0fd388e 0fbae84 0007bc8 
0fe334d 0fbe166 00155e6 
0fe98ad 0fc4a49 001be54 
0fde1e8 0fc599f 0012442 
0fd0970 0fbfa6e 0005cd1 
0fd3719 0fbb007 0007c65 
0fe308c 0fbe250 0015515 
0fe9728 0fc4ba8 001be7b 
0fde24b 0fc5b84 00125ab 
0fd0a20 0fbfc75 0005ea9 
0fd35e5 0fbb1aa 0007c4b 
0fe2f0b 0fbe37f 001540c 
0fe96b5 0fc4cea 001be69 
0fde2eb 0fc5de3 001265a 
0fd0a80 0fbff04 0005e8b 
0fd3496 0fbb3d0 0007b60 
0fe2f32 0fbe559 0015318 
0fe9785 0fc4e18 001bccc 
0fde451 0fc5ee9 00124aa 
0fd0b2e 0fbfff4 0005c2c 
0fd3358 0fbb3d6 000782f 
0fe2e38 0fbe3b2 001511c 
0fe980e 0fc4bf3 001bd2b 
0fde557 0fc5ca8 0012703 
0fd0af8 0fbfd94 0005e24 
0fd335f 0fbb15f 00078ef 
0fe2ef3 0fbe189 00151b8 
0fe9aac 0fc4a41 001beb7 
0fde722 0fc5b57 00126fc 
0fd0c16 0fbfce8 0005df6 
0fd3509 0fbb066 0007a3b 
0fe2e35 0fbe0d4 0015233 
0fe98f4 0fc49f6 001be46 
0fde66a 0fc5b1f 001276c 
0fd0a48 0fbfca8 0005d2f 
0fd3175 0fbb02d 0007728 
0fe2c87 0fbe04e 0014ede 
0fe9976 0fc4991 001bda2 
0fde724 0fc5b89 0012858 
0fd0bd3 0fbfdf3 0005eb4 
0fd329a 0fbb1be 000785d 
0fe2c9d 0fbe17e 00150a7 
0fe99cc 0fc4bac 001bf16 
0fde97c 0fc5f82 0012a9b 
0fd0e76 0fc0242 000606b 
0fd33e2 0fbb668 00078c6 
0fe2f90 0fbe6b7 001520c 
0fe9f20 0fc5146 001c2bd 
0fdef58 0fc6580 0012e7e 
0fd1321 0fc0958 0006407 
0fd3626 0fbbdcd 0007c24 
0fe32e3 0fbeeb6 001553b 
0fea260 0fc59e3 001c5aa 
0fdf386 0fc6f51 00131cc 
0fd17ea 0fc139e 00066e2 
0fd38f3 0fbc741 0007f15 
0fe35b4 0fbf7cf 001584e 
0fea77d 0fc63e7 001cb18 
0fdfa13 0fc7a15 00137d8 
0fd1ddd 0fc1ed6 0006ad5 
0fd39cf 0fbd2c7 0008177 
0fe386b 0fc0331 0015bb1 
0fea961 0fc6f48 001cee2 
0fdfc31 0fc85eb 0013b45 
0fd2032 0fc2a28 0006d54 
0fd3718 0fbde45 0008253 
0fe382f 0fc0f1e 0015b21 
0feab02 0fc7bcd 001ce37 
0fdffdd 0fc923e 0013be6 
0fd2505 0fc3657 0006f91 
0fd3702 0fbe990 000837d 
0fe37f2 0fc1991 0015b78 
0feac6d 0fc863c 001cff8 
0fe022b 0fc9d16 0013da2 
0fd2827 0fc406f 0006de5 
0fd332d 0fbf3ac 00080e3 
0fe33d0 0fc239c 0015927 
0fea7ae 0fc90ea 001ccc2 
0fdff83 0fca901 0013894 
0fd2d7d 0fc4d2b 0006643 
0fd2e71 0fc002c 0007714 
0fe2be0 0fc2f7d 0014ff4 
0fea2db 0fc9c94 001c548 
0fe0071 0fcb57c 00133d1 
0fd3592 0fc58e5 00063af 
0fd31da 0fc0b76 0007662 
0fe29c9 0fc3b2f 0014cd9 
0fea1ae 0fca8a0 001c116 
0fe0357 0fcc143 0013051 
0fd3e59 0fc64a0 0005e03 
0fd2eca 0fc16ab 0006b66 
0fe2050 0fc45ba 001414d 
0fe9ad8 0fcb298 001b7fc 
0fe0328 0fccaf5 0012b42 
0fd4624 0fc6eca 0005b34 
0fd31e9 0fc2096 0006956 
0fe1fdc 0fc4ee5 0013fc8 
0fe9ae4 0fcbb6a 001b584 
0fe045c 0fcd3cc 0012512 
0fd4ca3 0fc76f8 00051de 
0fd2eab 0fc26c4 0005d85 
0fe143b 0fc539d 00133b0 
0fe92d9 0fcbf1f 001acdd 
0fe0209 0fcd6e2 00120cd 
0fd4de8 0fc78fd 000511d 
0fd31b7 0fc27d8 0006026 
0fe1a96 0fc53d6 00138ca 
0fe9a15 0fcbf07 001b228 
0fe071e 0fcd690 0012650 
0fd4e47 0fc78ad 0005493 
0fd319a 0fc273f 0005fe1 
0fe18a3 0fc51fb 00135aa 
0fe98b6 0fcbcb3 001afbb 
0fe0544 0fcd439 00122c7 
0fd4bbc 0fc7637 0004ddd 
0fd2a52 0fc232d 0005632 
0fe0d5b 0fc4c59 0012a43 
0fe8c8d 0fcb568 001a35b 
0fdfb29 0fccc86 00116d6 
0fd4289 0fc6d20 000431a 
0fd21c9 0fc1898 0004c35 
0fe06ee 0fc4018 0012197 
0fe8739 0fca815 0019c52 
0fdf34c 0fcbe93 00110d6 
0fd35e7 0fc5f40 0003eb2 
0fd1918 0fc0a44 000489c 
0fe0355 0fc3108 0011e94 
0fe854d 0fc98c9 0019b0f 
0fdef5a 0fcafa5 00112ab 
0fd29c1 0fc5044 0004172 
0fd147a 0fbfb19 0004974 
0fe063d 0fc21cc 0011f8b 
0fe8935 0fc8a8e 0019e02 
0fdef7a 0fca247 001159c 
0fd20e1 0fc437f 0004384 
0fd11c9 0fbeddd 0004b71 
0fe0920 0fc14ba 00122d6 
0fe8d1a 0fc7df7 001a2ad 
0fdf1da 0fc973b 0011b64 
0fd1b4e 0fc3992 0004770 
0fd0ffb 0fbe4b0 0004c94 
0fe0977 0fc0be0 00121a4 
0fe8c3e 0fc75ad 001a10a 
0fdf03e 0fc8fbc 00119dc 
0fd167f 0fc323f 000460e 
0fd0e6c 0fbdcdb 0004b85 
0fe0af0 0fc0382 0012112 
0fe8e12 0fc6ced 001a0d1 
0fdf068 0fc8778 0011a9f 
0fd127a 0fc2a53 00047b4 
0fd0dac 0fbd44e 0004d10 
0fe0c01 0fbfa3d 0012269 
0fe8ec9 0fc637e 001a27e 
0fdef01 0fc7dae 0011bab 
0fd0c7e 0fc2085 0004719 
0fd0a5f 0fbc9f5 0004bb2 
0fe0a25 0fbefc3 0012135 
0fe8d96 0fc58be 001a161 
0fdee21 0fc7284 0011c3c 
0fd0b6d 0fc1632 0004af9 
0fd0da7 0fbbfcc 0004fc9 
0fe0b7c 0fbe4ce 0012485 
0fe8da9 0fc4de7 001a45c 
0fdee96 0fc6944 001208c 
0fd0c93 0fc0e52 0004feb 
0fd10a0 0fbb7ea 0005314 
0fe0ad4 0fbdd0d 00126db 
0fe901f 0fc473d 001a929 
0fdf356 0fc6331 00126d6 
0fd0f40 0fc0953 000548b 
0fd172c 0fbb3ad 000572d 
0fe10a5 0fbd88a 0012bc1 
0fe95f2 0fc425e 001aebe 
0fdf8f9 0fc5f36 0012d8a 
0fd11ad 0fc05cd 0005977 
0fd18a6 0fbb012 000592a 
0fe10fb 0fbd506 0012d8f 
0fe99fc 0fc3ea4 001b444 
0fdfd9c 0fc5bce 00134e1 
0fd16fd 0fc02e4 000626b 
0fd1ff1 0fbac58 000606b 
0fe12f3 0fbcf42 001308b 
0fe9642 0fc3890 001b1a4 
0fdf7f9 0fc55ec 0012f3c 
0fd0e6c 0fbfcbf 000597d 
0fd149f 0fba6c9 000560e 
0fe0759 0fbcb1c 00125c2 
0fe8e56 0fc34e4 001a9d3 
0fdf3e5 0fc538f 0012ad5 
0fd0e0a 0fbfc70 000589c 
0fd15ef 0fba758 000570e 
0fe0a9a 0fbcb51 00128e2 
0fe8fce 0fc351b 001ac64 
0fdf32c 0fc5322 0012b76 
0fd0dd8 0fbfbff 00059d2 
0fd1472 0fba662 00057f4 
0fe0714 0fbc950 00127e5 
0fe8c60 0fc323e 001ab0c 
0fdf2e3 0fc50ce 0012e04 
0fd0df1 0fbf925 0005d1b 
0fd147f 0fba2c5 0005945 
0fe0601 0fbc548 00127a8 
0fe8bd3 0fc2e1d 001aadc 
0fdf2cd 0fc4cc0 0012d52 
0fd0d80 0fbf6a0 0005bd6 
0fd1321 0fba125 000580a 
0fe030f 0fbc34c 00125a8 
0fe8758 0fc2cc2 001a693 
0fdedd6 0fc4c23 0012889 
0fd0853 0fbf5aa 00055ec 
0fd0cf5 0fba044 0005031 
0fdfc0d 0fbc2aa 0011bbc 
0fe827a 0fc2be2 0019ea7 
0fdebf9 0fc4c12 0012366 
0fd085b 0fbf76b 00053af 
0fd0cef 0fba2f7 000506f 
0fdfe9a 0fbc598 0011e19 
0fe8874 0fc2f1f 001a394 
0fdf354 0fc4f62 00129b0 
0fd0f56 0fbfa7c 0005a4c 
0fd1321 0fba554 00054c2 
0fe032d 0fbc71c 001229d 
0fe8b47 0fc3031 001a81b 
0fdf5eb 0fc50e3 0012e3c 
0fd1167 0fbfb96 0005d3a 
0fd139b 0fba5dd 0005597 
0fe01b9 0fbc766 001206c 
0fe8a41 0fc303c 001a513 
0fdf5e3 0fc5115 0012c74 
0fd10ce 0fbfc81 0005bcb 
0fd1184 0fba626 00053d3 
0fdfebc 0fbc6fe 0011e96 
0fe88cc 0fc3001 001a4db 
0fdf4c8 0fc51b3 0012b50 
0fd0e79 0fbfda1 000583e 
0fd0eb9 0fba781 0005122 
0fe00a5 0fbc80c 0011eef 
0fe8b42 0fc30b2 001a5f9 
0fdf811 0fc5242 0012e8a 
0fd12d3 0fbfdfc 0005cea 
0fd1300 0fba7c1 000535e 
0fe033f 0fbc800 0011f3a 
0fe900c 0fc31a3 001a7d0 
0fdfd99 0fc5433 0013089 
0fd1620 0fbffae 0005cd3 
0fd138e 0fba7a9 0005139 
0fe0373 0fbc700 0011d95 
0fe901f 0fc306d 001a61d 
0fdfd7e 0fc533e 0012e60 
0fd13bf 0fbff85 0005851 
0fd0f02 0fba762 0004b17 
0fe0185 0fbc6b0 00118e4 
0fe91b0 0fc30a0 001a4d1 
0fe0053 0fc5495 0012fae 
0fd1726 0fc011c 0005b30 
0fd1328 0fba925 0004ef7 
0fe04a3 0fbc862 0011bcd 
0fe94ab 0fc32f4 001a69a 
0fe04a2 0fc5820 0013174 
0fd1df0 0fc0609 0005ee1 
0fd1aa1 0fbaea8 00052c2 
0fe0c01 0fbcd68 001206e 
0fe9ce6 0fc3851 001ad98 
0fe0c67 0fc5ea3 001394b 
0fd2356 0fc0cb7 0006468 
0fd1c58 0fbb54e 0005515 
0fe0ce8 0fbd45d 00121a0 
0fe9f10 0fc3fcc 001af7f 
0fe1089 0fc663d 0013c51 
0fd27c2 0fc1499 000672b 
0fd1d05 0fbbc92 00056b1 
0fe0bef 0fbdb49 0012229 
0fe9d63 0fc4662 001af1b 
0fe0f9e 0fc6d4b 0013be7 
0fd26f9 0fc1b98 000664f 
0fd1907 0fbc3be 00053f6 
0fe0a49 0fbe230 0011f4e 
0fe9f5a 0fc4d4f 001aff1 
0fe1249 0fc74bf 0013d7d 
0fd2a52 0fc23c5 00067cb 
0fd1842 0fbcb4b 0005565 
0fe0968 0fbe933 0011fe4 
0fe9f93 0fc542c 001afde 
0fe14cb 0fc7ba0 0013ecf 
0fd2d78 0fc2a5d 00068ed 
0fd1827 0fbd15f 0005637 
0fe08f2 0fbeed2 00120e0 
0fea03d 0fc59ec 001b32c 
0fe17c5 0fc8205 001441f 
0fd3184 0fc316f 0006d05 
0fd19fe 0fbd823 0005999 
0fe0ce8 0fbf4a5 0012488 
0fea4c8 0fc5fad 001b5c5 
0fe1c64 0fc8837 00146cd 
0fd3602 0fc37a7 000702c 
0fd1ba8 0fbde85 0005b20 
0fe0d86 0fbfb43 0012564 
0fea590 0fc65f8 001b728 
0fe1e49 0fc8e7a 0014907 
0fd36f8 0fc3dd1 000707a 
0fd1929 0fbe4ce 000594c 
0fe0a6d 0fc00d5 001234f 
0fea358 0fc6b74 001b658 
0fe1d11 0fc9402 00148e3 
0fd362b 0fc42d4 0007046 
0fd150e 0fbe8a2 000595f 
0fe0767 0fc03fc 001226e 
0fea22e 0fc6e4b 001b5b1 
0fe1e21 0fc97d6 0014927 
0fd38e2 0fc46ac 0007199 
0fd15ab 0fbeb9c 00059f1 
0fe07e4 0fc0615 00123a2 
0fea4fd 0fc7021 001b98a 
0fe224c 0fc9946 0014e79 
0fd3bbb 0fc47fc 00075e4 
0fd18c1 0fbec2d 0005c9b 
0fe0abc 0fc0647 00124e4 
0fea693 0fc7062 001b96d 
0fe21c7 0fc99be 0014d97 
0fd3c32 0fc48a1 000769f 
0fd18b5 0fbecc8 0005d38 
0fe08f5 0fc05c7 0012451 
0fea657 0fc6f5a 001b9be 
0fe24f0 0fc99e9 0014f90 
0fd3df6 0fc49c3 000763f 
0fd1675 0fbed41 0005a31 
0fe0644 0fc05f7 00121a9 
0fea44f 0fc6fb6 001b6fb 
0fe2348 0fc99fa 0014d8e 
0fd3c8e 0fc48d4 0007491 
0fd13cd 0fbeb55 0005666 
0fe0487 0fc03ce 0011d95 
0fea58c 0fc6d33 001b5c4 
0fe24b2 0fc9755 0014d6f 
0fd3b86 0fc46dd 00072bb 
0fd12fa 0fbea05 00054ec 
0fe0297 0fc018c 0011b24 
0fea279 0fc6ab9 001b27c 
0fe2183 0fc9572 00149a2 
0fd39e1 0fc4515 0006f69 
0fd0f9d 0fbe6e2 0005038 
0fdfebf 0fbfd5d 00116b3 
0fea0a1 0fc6660 001b05b 
0fe2196 0fc9127 00149d0 
0fd3846 0fc40a7 0006f55 
0fd0ee8 0fbe24b 0004f9a 
0fdfccc 0fbf814 00114e4 
0fe9f65 0fc60b0 001ae0c 
0fe20d0 0fc8c99 0014731 
0fd3650 0fc3d3d 0006b6b 
0fd09bf 0fbdf6b 0004879 
0fdf781 0fbf53b 0010dfc 
0fe9c23 0fc5e44 001a9d0 
0fe1ed3 0fc8b13 001448c 
0fd346d 0fc3bb2 000695c 
0fd06b6 0fbdc66 00044c8 
0fdf470 0fbf117 00108a8 
0fe9948 0fc59e5 001a350 
0fe1be5 0fc8621 0013fec 
0fd30ec 0fc36ab 0006583 
0fd02cf 0fbd787 0004104 
0fdf06c 0fbebbd 001057e 
0fe9722 0fc54b7 001a24f 
0fe1b4f 0fc8242 0013f29 
0fd2f63 0fc3395 0006366 
0fd0255 0fbd4a2 0003fcb 
0fdef3e 0fbe8cc 00104ee 
0fe9420 0fc5215 001a13b 
0fe1968 0fc808c 0013f53 
0fd2e96 0fc33cf 0006452 
0fcfe9e 0fbd535 0003e9a 
0fdec6f 0fbe98e 00104ba 
0fe9609 0fc5397 001a619 
0fe1de1 0fc8360 0014795 
0fd3209 0fc36f9 0006c59 
0fd0126 0fbd824 000472b 
0fdee1d 0fbeca7 0010c6f 
0fe96fe 0fc56aa 001aba6 
0fe2036 0fc86b3 0014d9e 
0fd3628 0fc3a81 00073ad 
0fd03f6 0fbdbc5 0004c7d 
0fdef61 0fbefa7 0011087 
0fe9989 0fc59d1 001b11f 
0fe22c2 0fc8af4 0015346 
0fd38d3 0fc3fcd 000781d 
0fd04ad 0fbe12d 0004fef 
0fdf204 0fbf558 00114d2 
0fe9f22 0fc604a 001b761 
0fe27e6 0fc925e 0015873 
0fd3df0 0fc4715 0007d4d 
0fd07a2 0fbe79d 000551a 
0fdf0c9 0fbfb12 0011726 
0fe9bef 0fc654f 001b7d8 
0fe27da 0fc96c2 0015b16 
0fd3f9c 0fc4ad1 0007eee 
0fd05cc 0fbea69 0005321 
0fdef76 0fbfc32 001164d 
0fe9bb2 0fc64d7 001b853 
0fe2607 0fc95d6 0015adc 
0fd3ced 0fc4984 0007d52 
0fd0131 0fbe853 0005111 
0fde813 0fbfa26 0011277 
0fe9617 0fc6339 001b4a6 
0fe23fc 0fc9477 0015831 
0fd3bfc 0fc4946 00078c9 
0fcfdd1 0fbe860 0004b09 
0fde230 0fbf9be 0010b61 
0fe8e79 0fc6341 001ac62 
0fe1b42 0fc9573 0014ef2 
0fd3818 0fc49f2 0007139 
0fcf791 0fbe95a 000422c 
0fdd7c4 0fbfae2 001015c 
0fe887d 0fc644d 001a51d 
0fe1a27 0fc9727 0014c84 
0fd3995 0fc4cd5 00071c3 
0fcf99b 0fbebad 00045e7 
0fddd17 0fbfca2 0010aa5 
0fe9347 0fc6632 001b4d7 
0fe2838 0fc98d3 00160b4 
0fd4274 0fc4e2a 00085e4 
0fd01c4 0fbebc2 000555a 
0fde712 0fbfb27 0011536 
0fe9891 0fc637c 001bb28 
0fe295f 0fc9614 001640c 
0fd4073 0fc4b2d 00085ff 
0fcfe56 0fbe842 00053c3 
0fde2e9 0fbf650 00113ab 
0fe95ab 0fc5e09 001b9e0 
0fe279a 0fc910f 00162a2 
0fd3d87 0fc46d5 0008460 
0fcfb33 0fbe30c 0005269 
0fde190 0fbf0b7 00112cd 
0fe9770 0fc58fa 001bc1f 
0fe2b64 0fc8d12 0016727 
0fd3fb7 0fc4366 00089f5 
0fd0025 0fbdf94 00056d2 
0fde5e5 0fbec3a 0011527 
0fe9a85 0fc5381 001bd9c 
0fe2e39 0fc8743 00168cf 
0fd3f8b 0fc3d0e 0008ac6 
0fd00dd 0fbd870 0005693 
0fde762 0fbe389 001160c 
0fe9cf0 0fc4ace 001bf7a 
0fe31e1 0fc7f63 0016c3b 
0fd426c 0fc36a2 0008e70 
0fd0697 0fbd25b 000585b 
0fdeb74 0fbdd8e 00116c4 
0fea001 0fc45d5 001c05a 
0fe33cb 0fc7b08 0016d59 
0fd41bd 0fc3318 0008e76 
0fd0588 0fbcf7b 0005715 
0fde84a 0fbda5f 0011365 
0fe9e21 0fc4230 001bdba 
0fe325a 0fc775e 0016ae2 
0fd3fe0 0fc2f89 0008c06 
0fd0368 0fbcbaf 000544e 
0fde4c2 0fbd616 001104f 
0fe9b6e 0fc3e50 001bb61 
0fe3189 0fc7436 0016a01 
0fd3fcb 0fc2d2b 0008cba 
0fd0634 0fbca0e 0005599 
0fde852 0fbd486 00112cb 
0fe9ef7 0fc3d4c 001beaa 
0fe35cd 0fc74bb 0016e3a 
0fd4250 0fc2eab 0008f8b 
0fd05ba 0fbcb55 000565c 
0fde6f2 0fbd58a 00112a5 
0fe9e32 0fc3e64 001be29 
0fe3617 0fc7652 0016e49 
0fd4305 0fc306e 0009032 
0fd05d3 0fbccc1 00056a0 
0fde5e5 0fbd64f 0011156 
0fe9db9 0fc3e3a 001bdb7 
0fe36eb 0fc75f1 0016ff1 
0fd4493 0fc30ff 00091c6 
0fd0511 0fbcd40 00054e8 
0fde48b 0fbd671 0010ed5 
0fe9e61 0fc3de8 001bcd2 
0fe38d2 0fc7573 0016f4d 
0fd454e 0fc2ff5 0008ffa 
0fd05f9 0fbcbd6 000532b 
0fde3fc 0fbd43b 0010c91 
0fe9ced 0fc3b5a 001b9df 
0fe3772 0fc739c 0016ce6 
0fd4341 0fc2de5 0008de2 
0fd0349 0fbc916 00050fa 
0fde0a6 0fbd044 00109aa 
0fe9a0e 0fc3736 001b6eb 
0fe3651 0fc6f83 0016b35 
0fd4212 0fc29e4 0008c77 
0fd0197 0fbc4a5 0004de3 
0fdde53 0fbcba6 00105de 
0fe9755 0fc31da 001b2c2 
0fe3412 0fc69f8 0016722 
0fd3f53 0fc244c 000882a 
0fcfeb7 0fbbeba 0004933 
0fdd9f9 0fbc532 001010e 
0fe93dd 0fc2b28 001ae77 
0fe3077 0fc62fb 001632b 
0fd3b1e 0fc1df9 00084a7 
0fcfb0b 0fbb8f4 0004550 
0fdd631 0fbbe6d 000fca4 
0fe9080 0fc23b9 001aacc 
0fe2f1a 0fc5b9b 0016247 
0fd3a66 0fc1665 000863a 
0fcf9c5 0fbaff6 0004531 
0fdd2f4 0fbb4cd 000fb4d 
0fe8d46 0fc19d4 001a955 
0fe2caa 0fc51f6 00160ef 
0fd369e 0fc0d3f 0008325 
0fcf5f4 0fba6f2 00040f7 
0fdceb5 0fbaaa4 000f6c3 
0fe8ab0 0fc0f5c 001a613 
0fe2c07 0fc4814 0015fa4 
0fd369a 0fc0382 0008345 
0fcf74f 0fb9d01 000414c 
0fdcee6 0fba084 000f630 
0fe8bb0 0fc0480 001a64c 
0fe2be1 0fc3d0f 0015f91 
0fd34be 0fbf85d 000838a 
0fcf56a 0fb91a1 000415d 
0fdcd1b 0fb950d 000f736 
0fe8a9b 0fbf95d 001a864 
0fe2da6 0fc3286 0016388 
0fd36ea 0fbef2c 00086a2 
0fcf9b7 0fb88d5 000439c 
0fdd112 0fb8bef 000f82c 
0fe8e45 0fbf0d8 001a947 
0fe312d 0fc2ae4 001652a 
0fd38f5 0fbe707 00087e1 
0fcf904 0fb8066 00042a5 
0fdce90 0fb82d3 000f58c 
0fe8ce9 0fbe6d5 001a6bf 
0fe3177 0fc211a 00162f4 
0fd3897 0fbde00 0008512 
0fcf791 0fb76af 0003f9a 
0fdccce 0fb7894 000f385 
0fe8a01 0fbdbf1 001a43e 
0fe2f2f 0fc15ea 00160f6 
0fd37dc 0fbd22f 00084dd 
0fcf6a9 0fb6a21 0003d9b 
0fdc96c 0fb6a4b 000edec 
0fe8888 0fbcd22 0019fe9 
0fe2fc2 0fc0681 0015eef 
0fd38bb 0fbc2f3 0008472 
0fcf661 0fb5a41 0003d4c 
0fdc9d7 0fb5945 000eee4 
0fe8907 0fbbb6a 001a140 
0fe314d 0fbf572 0016142 
0fd3aa1 0fbb2af 000867e 
0fcf9bc 0fb4aca 0003fb7 
0fdcd67 0fb4c14 000f21b 
0fe8e71 0fbb057 001a756 
0fe3777 0fbeca7 001687b 
0fd400c 0fbac51 0008d82 
0fcfb79 0fb457c 00043d6 
0fdcd72 0fb4644 000f3f9 
0fe8e4e 0fbab03 001a807 
0fe3a07 0fbe84e 0016b41 
0fd429f 0fba879 00090ac 
0fcfead 0fb4248 0004874 
0fdd0a1 0fb43c3 000fa30 
0fe90f6 0fba899 001aec5 
0fe3c1c 0fbe63b 0017191 
0fd4410 0fba694 000969f 
0fcfe5e 0fb4004 0004c2b 
0fdd033 0fb40b9 000fcc2 
0fe92ae 0fba4ca 001b2c3 
0fe3eeb 0fbe2ae 00177a4 
0fd478c 0fba38f 0009deb 
0fd004e 0fb3c9b 0005259 
0fdd013 0fb3c63 00100c0 
0fe92d0 0fba040 001b5f2 
0fe4070 0fbde60 0017a62 
0fd48bd 0fb9fb4 0009eec 
0fd0119 0fb3887 0005292 
0fdcf4f 0fb3785 001005c 
0fe912a 0fb9b1c 001b508 
0fe3e92 0fbd8f7 00178c2 
0fd47b6 0fb9a0c 0009e15 
0fd0069 0fb32fe 0005121 
0fdcf10 0fb315a 000fe66 
0fe9218 0fb943d 001b4cb 
0fe4156 0fbd35d 0017ae4 
0fd4ad0 0fb957e 000a101 
0fd0130 0fb2e6e 0005377 
0fdceae 0fb2cfb 0010007 
0fe92f2 0fb90a9 001b67b 
0fe428f 0fbd00e 0017c65 
0fd4c59 0fb92e6 000a252 
0fd032a 0fb2c07 00053f6 
0fdd013 0fb2af1 000ffb5 
0fe937c 0fb8eed 001b63c 
0fe4557 0fbcf7c 0017ec0 
0fd4ed1 0fb9334 000a51a 
0fd035e 0fb2cbb 0005524 
0fdce9b 0fb2b41 000ff92 
0fe91dd 0fb8f40 001b572 
0fe446c 0fbcfcc 0017eef 
0fd4eb3 0fb93b5 000a65e 
0fd027d 0fb2d5f 0005676 
0fdce2a 0fb2b70 00101e3 
0fe9368 0fb8eed 001b986 
0fe4709 0fbd036 001830e 
0fd514a 0fb94d0 000a931 
0fd0446 0fb2df3 000577f 
0fdce60 0fb2b3a 00100cf 
0fe9274 0fb8f4b 001b76b 
0fe466e 0fbd150 00182b7 
0fd50fe 0fb96c2 000aa92 
0fd0365 0fb3078 00058e2 
0fdce38 0fb2e59 00101fc 
0fe95bf 0fb9246 001bad5 
0fe4b93 0fbd483 00185e5 
0fd5487 0fb9aae 000ab27 
0fd04d1 0fb34bf 000579d 
0fdce0e 0fb31d9 00100c6 
0fe952c 0fb95f9 001ba74 
0fe4abb 0fbd945 00185e0 
0fd5295 0fb9f60 000a9d1 
0fd0262 0fb3901 00054ca 
0fdcbd8 0fb35eb 000fcc8 
0fe93c8 0fb99e8 001b611 
0fe4bca 0fbddae 001839b 
0fd5511 0fba511 000a9c6 
0fd032f 0fb3f60 00054f5 
0fdcb52 0fb3b9f 000fc5f 
0fe9405 0fb9f97 001b6a2 
0fe4cc0 0fbe3a6 00184f6 
0fd5445 0fbab46 000a8a0 
0fd022b 0fb4557 0005234 
0fdcb1b 0fb4189 000f936 
0fe941c 0fba54c 001b357 
0fe4e4b 0fbe9f5 001834f 
0fd57b6 0fbb288 000aa3f 
0fd039e 0fb4d0e 000535f 
0fdcb4d 0fb4899 000f9dc 
0fe953d 0fbac94 001b4de 
0fe507e 0fbf2ab 0018541 
0fd5a0c 0fbbbff 000ab73 
0fd03cc 0fb55b5 00052db 
0fdca0a 0fb50ef 000f8ab 
0fe9449 0fbb485 001b431 
0fe5010 0fbfa9a 00185ea 
0fd58cb 0fbc41d 000ab4b 
0fd01f6 0fb5e8e 00050f0 
0fdc865 0fb59dd 000f5b1 
0fe9383 0fbbdbb 001b160 
0fe510c 0fc040b 001845d 
0fd5afc 0fbcda1 000ab5c 
0fd047c 0fb67cb 00052c3 
0fdc98e 0fb626e 000f6f6 
0fe951a 0fbc6f4 001b384 
0fe52ce 0fc0e6f 0018608 
0fd5bc4 0fbd85c 000ab47 
0fd0427 0fb727b 00050eb 
0fdc8e9 0fb6ceb 000f4eb 
0fe94f2 0fbcff4 001b277 
0fe53aa 0fc16f6 00186fb 
0fd5c4a 0fbe209 000acdc 
0fd01da 0fb7bbf 00050aa 
0fdc58c 0fb74ab 000f30f 
0fe9234 0fbd7bd 001afb5 
0fe519e 0fc1f10 0018401 
0fd5c7e 0fbe9f6 000abf2 
0fd01e0 0fb8347 0005052 
0fdc471 0fb7c5e 000f27f 
0fe9186 0fbdf42 001b0a5 
0fe51eb 0fc265e 0018642 
0fd5ba0 0fbf14b 000abfe 
0fcffff 0fb8a74 0004e10 
0fdc395 0fb82f3 000ef59 
0fe91e6 0fbe5b3 001ad06 
0fe5414 0fc2ce7 00184cc 
0fd5dc9 0fbf863 000abd7 
0fcffab 0fb9188 0004d72 
0fdc15d 0fb896a 000ee64 
0fe9023 0fbeb1c 001ad64 
0fe538d 0fc3252 0018545 
0fd5e2a 0fbfd8f 000aba2 
0fd0028 0fb965d 0004cd9 
0fdc18a 0fb8d1b 000edaa 
0fe8fee 0fbee5a 001ac8e 
0fe51f9 0fc35ff 0018485 
0fd5a83 0fc01bf 000a986 
0fcfaf3 0fb99dc 00048f6 
0fdbd03 0fb9007 000e917 
0fe8d9a 0fbf0c3 001a927 
0fe53f1 0fc382c 001846c 
0fd5ef5 0fc040b 000abc0 
0fcfe20 0fb9c2f 0004aff 
0fdbdb5 0fb9171 000e9d3 
0fe8d72 0fbf219 001a986 
0fe5337 0fc39f2 0018441 
0fd5cf5 0fc05c6 000aa56 
0fcfbbb 0fb9d41 00048c8 
0fdbc0f 0fb9261 000e822 
0fe8cb4 0fbf2ac 001a8c3 
0fe53d9 0fc3af3 0018561 
0fd5f64 0fc073b 000acee 
0fcfb2d 0fb9e5f 000495d 
0fdb989 0fb9278 000e6c2 
0fe8aac 0fbf26b 001a6b5 
