0fabc17 0fa2b4b 0fa0fb6 
0fb8cee 0faeec0 0fae055 
0fbcddc 0fb2c2d 0fb235b 
0fc113a 0fb6fca 0fb653a 
0fbfb21 0fb5d54 0fb4c2f 
0fba923 0fb0d4d 0faf9d0 
0fb8d4e 0faef06 0fae0d4 
0fbce51 0fb2c87 0fb23ee 
0fc129a 0fb7104 0fb66a6 
0fbfd38 0fb5f44 0fb4e41 
0fbabe6 0fb0fee 0fafc87 
0fb8fcb 0faf165 0fae33c 
0fbd096 0fb2ea8 0fb261a 
0fc149e 0fb72e7 0fb6889 
0fbff30 0fb6118 0fb5013 
0fbad2d 0fb1114 0fafda9 
0fb9158 0faf2df 0fae4b8 
0fbd1a7 0fb2fb6 0fb2738 
0fc1502 0fb734c 0fb6915 
0fbffb6 0fb6197 0fb50ae 
0fbade4 0fb11ba 0fafe60 
0fb91ca 0faf334 0fae51c 
0fbd2a9 0fb309e 0fb281c 
0fc169c 0fb74ca 0fb6a83 
0fc0157 0fb631d 0fb522c 
0fbafea 0fb13ae 0fb0051 
0fb93f4 0faf555 0fae73a 
0fbd506 0fb32f9 0fb2a7a 
0fc18ad 0fb76de 0fb6cac 
0fc037a 0fb6546 0fb5477 
0fbb22e 0fb15f6 0fb02c1 
0fb9663 0faf7c0 0fae9db 
0fbd73b 0fb351a 0fb2cd1 
0fc1b58 0fb796f 0fb6f63 
0fc0679 0fb6831 0fb5775 
0fbb564 0fb1915 0fb05eb 
0fb99fb 0fafb45 0faed5a 
0fbdacb 0fb389b 0fb3054 
0fc1f10 0fb7d1f 0fb7317 
0fc09e9 0fb6b90 0fb5ae5 
0fbb878 0fb1c18 0fb0902 
0fb9d1a 0fafe5a 0faf07f 
0fbdeac 0fb3c6f 0fb342f 
0fc2212 0fb800b 0fb7621 
0fc0d32 0fb6ec6 0fb5e41 
0fbbbf6 0fb1f84 0fb0c9b 
0fba056 0fb017f 0faf3e1 
0fbe20a 0fb3fb2 0fb37b2 
0fc26e0 0fb84bd 0fb7af1 
0fc11c5 0fb7347 0fb62d0 
0fbc034 0fb23b4 0fb10e8 
0fba3fc 0fb0518 0faf796 
0fbe4ee 0fb4293 0fb3aab 
0fc2970 0fb8744 0fb7d9c 
0fc145f 0fb75cc 0fb6580 
0fbc3a3 0fb2714 0fb1455 
0fba867 0fb0973 0fafc02 
0fbe96b 0fb4703 0fb3f1c 
0fc2d7a 0fb8b54 0fb81a7 
0fc1896 0fb7a1b 0fb69c1 
0fbc734 0fb2abb 0fb17ec 
0fbaa7c 0fb0ba9 0fafe21 
0fbeb5e 0fb491d 0fb4126 
0fc2fe8 0fb8dec 0fb842e 
0fc1a29 0fb7bcf 0fb6b70 
0fbc824 0fb2bcb 0fb190b 
0fbacdb 0fb0e25 0fb0094 
0fbeeb4 0fb4c8b 0fb447c 
0fc32a7 0fb90b6 0fb86ed 
0fc1db0 0fb7f61 0fb6f0a 
0fbcd08 0fb30bc 0fb1df4 
0fbb183 0fb12d1 0fb0546 
0fbf335 0fb510b 0fb4913 
0fc3843 0fb964f 0fb8c97 
0fc2391 0fb8536 0fb74de 
0fbd286 0fb3626 0fb2359 
0fbb731 0fb1872 0fb0ae9 
0fbf951 0fb5718 0fb4f21 
0fc3e57 0fb9c5c 0fb92a5 
0fc29cf 0fb8b79 0fb7b14 
0fbd94e 0fb3cf3 0fb2a1c 
0fbbe74 0fb1fab 0fb121e 
0fc00af 0fb5e78 0fb5669 
0fc466e 0fba474 0fb9aab 
0fc32bb 0fb9465 0fb83f8 
0fbe318 0fb46b8 0fb33dd 
0fbc9e7 0fb2b19 0fb1d8b 
0fc0d80 0fb6b2a 0fb633b 
0fc5304 0fbb0e7 0fba743 
0fc3f94 0fba10b 0fb90d8 
0fbf064 0fb53c6 0fb413e 
0fbd736 0fb3821 0fb2af1 
0fc1b30 0fb789c 0fb70f9 
0fc61fb 0fbbf99 0fbb63f 
0fc4f06 0fbb046 0fba056 
0fbffe5 0fb631d 0fb50d8 
0fbe6de 0fb47b6 0fb3ab4 
0fc2aff 0fb8869 0fb80e7 
0fc7188 0fbcf34 0fbc5ea 
0fc5e17 0fbbf57 0fbaf64 
0fc0f6e 0fb72a0 0fb6048 
0fbf76a 0fb582b 0fb4b09 
0fc3ca5 0fb99e1 0fb9261 
0fc849e 0fbe20f 0fbd8d4 
0fc7295 0fbd394 0fbc3c1 
0fc2479 0fb8765 0fb7543 
0fc0c46 0fb6cba 0fb5ff1 
0fc510a 0fbadea 0fba6e8 
0fc9884 0fbf585 0fbecf8 
0fc86a8 0fbe74e 0fbd819 
0fc3973 0fb9c0a 0fb8a62 
0fc222d 0fb8262 0fb75f0 
0fc67b7 0fbc48b 0fbbd8c 
0fcb028 0fc0d55 0fc0481 
0fc9eed 0fbff9d 0fbf04c 
0fc51ef 0fbb47b 0fba2e3 
0fc3b09 0fb9b22 0fb8edb 
0fc809f 0fbdd41 0fbd6a4 
0fcc924 0fc2601 0fc1dad 
0fcb8ae 0fc1926 0fc0a23 
0fc6c22 0fbce8f 0fbbd20 
0fc55e9 0fbb5d5 0fba9cd 
0fc9c3d 0fbf894 0fbf24f 
0fce5ab 0fc4242 0fc3a43 
0fcd596 0fc35d1 0fc2725 
0fc88ab 0fbeb06 0fbd9cd 
0fc71d8 0fbd1e7 0fbc5e1 
0fcb8d0 0fc154f 0fc0efe 
0fd0254 0fc5f04 0fc56dd 
0fcf154 0fc51a9 0fc42dc 
0fca426 0fc0675 0fbf54f 
0fc8d2c 0fbed07 0fbe132 
0fcd406 0fc3069 0fc2a0d 
0fd1d10 0fc79cf 0fc717a 
0fd0b8a 0fc6c05 0fc5cf0 
0fcbe50 0fc20e6 0fc0f72 
0fca74d 0fc0781 0fbfb50 
0fcedb4 0fc4a71 0fc43c2 
0fd366f 0fc938c 0fc8af5 
0fd24e2 0fc85bf 0fc7630 
0fcd719 0fc39ff 0fc2808 
0fcbfcf 0fc204d 0fc13b4 
0fd059b 0fc62a2 0fc5b93 
0fd4d92 0fcaad9 0fca225 
0fd3b78 0fc9c61 0fc8cf3 
0fced00 0fc4fe7 0fc3e06 
0fcd51e 0fc3590 0fc291e 
0fd1b29 0fc77fb 0fc7139 
0fd62fe 0fcbfff 0fcb7a7 
0fd5092 0fcb149 0fca206 
0fd014e 0fc63d8 0fc523b 
0fce8a9 0fc48cb 0fc3ca3 
0fd2dc5 0fc8a6c 0fc83e3 
0fd75b7 0fcd29e 0fcca6b 
0fd6302 0fcc37f 0fcb48a 
0fd1389 0fc75f6 0fc6462 
0fcfaff 0fc5aeb 0fc4ece 
0fd4093 0fc9cce 0fc967f 
0fd87b9 0fce437 0fcdc42 
0fd73fb 0fcd431 0fcc55f 
0fd23d9 0fc8614 0fc7489 
0fd0a68 0fc6a47 0fc5e26 
0fd4ee2 0fcab31 0fca4f3 
0fd95aa 0fcf235 0fcea44 
0fd8121 0fce16a 0fcd29b 
0fd2ff4 0fc9226 0fc80a5 
0fd15c6 0fc7579 0fc697e 
0fd5a2a 0fcb65d 0fcb029 
0fda01b 0fcfc9b 0fcf48b 
0fd8a68 0fceaa8 0fcdbad 
0fd3879 0fc9ab7 0fc891e 
0fd1de5 0fc7db6 0fc7179 
0fd60c8 0fcbd24 0fcb6ba 
0fda606 0fd02b9 0fcfa80 
0fd8ff9 0fcf070 0fce145 
0fd3da1 0fca023 0fc8e21 
0fd224a 0fc8264 0fc75a1 
0fd65b9 0fcc263 0fcbb85 
0fdaa7a 0fd0782 0fcfed2 
0fd931a 0fcf3df 0fce443 
0fd402f 0fca2eb 0fc905f 
0fd24b1 0fc84ec 0fc77b5 
0fd6645 0fcc31c 0fcbc02 
0fdaa57 0fd0773 0fcfe85 
0fd9263 0fcf328 0fce362 
0fd3e68 0fca11f 0fc8ea2 
0fd21c3 0fc8202 0fc74e8 
0fd62c9 0fcbf92 0fcb86c 
0fda5a6 0fd02d8 0fcf9e1 
0fd8dc5 0fceeb1 0fcded3 
0fd38e2 0fc9bc8 0fc8932 
0fd1ad5 0fc7b34 0fc6e0a 
0fd5beb 0fcb8c1 0fcb176 
0fd9ec6 0fcfbea 0fcf2dc 
0fd84e8 0fce5d7 0fcd5d6 
0fd2f22 0fc9207 0fc7f49 
0fd10c6 0fc7122 0fc63f3 
0fd5085 0fcad3f 0fca603 
0fd920a 0fceefd 0fce614 
0fd781a 0fcd8b1 0fcc8ed 
0fd214f 0fc83f1 0fc7183 
0fd0282 0fc62b3 0fc55bf 
0fd42b7 0fc9f51 0fc980b 
0fd8373 0fce055 0fcd756 
0fd6899 0fcc936 0fcb941 
0fd1206 0fc74a9 0fc6205 
0fcf255 0fc526f 0fc4566 
0fd30f5 0fc8d68 0fc8635 
0fd712b 0fccdf3 0fcc509 
0fd5623 0fcb6b3 0fca6e0 
0fcfe32 0fc60b8 0fc4e61 
0fcdd8e 0fc3d99 0fc30ba 
0fd1c3a 0fc78be 0fc7189 
0fd5c2a 0fcb8ff 0fcb004 
0fd3fae 0fca03f 0fc904d 
0fce702 0fc49aa 0fc372d 
0fcc6e9 0fc271f 0fc1a1d 
0fd0504 0fc61b9 0fc5a56 
0fd442b 0fca139 0fc97f1 
0fd27da 0fc88a7 0fc7866 
0fccf0e 0fc31e4 0fc1f33 
0fcae62 0fc0ec4 0fc017e 
0fcebd6 0fc48ba 0fc4118 
0fd2bb5 0fc88f5 0fc7f6a 
0fd10ab 0fc71be 0fc613a 
0fcb8a7 0fc1bce 0fc08e8 
0fc98c8 0fbf97e 0fbec0c 
0fcd728 0fc3459 0fc2c93 
0fd17ac 0fc753c 0fc6b7e 
0fcfc8b 0fc5def 0fc4d5a 
0fca507 0fc0882 0fbf59d 
0fc859a 0fbe69f 0fbd923 
0fcc4bb 0fc222b 0fc1a5c 
0fd066c 0fc63f1 0fc5a14 
0fcebda 0fc4d20 0fc3c65 
0fc9526 0fbf85b 0fbe552 
0fc75f3 0fbd6ba 0fbc924 
0fcb51c 0fc1272 0fc0a7f 
0fcf6a1 0fc5449 0fc4a71 
0fcdc12 0fc3d63 0fc2cc1 
0fc85d9 0fbe921 0fbd614 
0fc6745 0fbc81f 0fbba80 
0fca688 0fc03c3 0fbfbe3 
0fce822 0fc4593 0fc3bdf 
0fcce82 0fc2fb2 0fc1f26 
0fc77fa 0fbdb34 0fbc83d 
0fc593b 0fbb9ed 0fbac64 
0fc9909 0fbf62f 0fbee4e 
0fcda9d 0fc37f5 0fc2e3b 
0fcc0c9 0fc21e3 0fc1169 
0fc6ae5 0fbcdf0 0fbbb1a 
0fc4c76 0fbacfa 0fb9f90 
0fc8aca 0fbe7bb 0fbe00f 
0fccbc9 0fc28f8 0fc1f72 
0fcb234 0fc1301 0fc02c3 
0fc5c2b 0fbbedd 0fbac58 
0fc3dd4 0fb9df7 0fb90ea 
0fc7d62 0fbd9f8 0fbd2a3 
0fcbe9f 0fc1b5e 0fc1246 
0fca50d 0fc0560 0fbf597 
0fc4fce 0fbb210 0fb9fed 
0fc31a2 0fb9151 0fb84a5 
0fc712e 0fbcd2e 0fbc63a 
0fcb2c5 0fc0f0f 0fc0654 
0fc99bd 0fbf9aa 0fbea2f 
0fc4493 0fba66c 0fb949d 
0fc26e8 0fb864b 0fb79eb 
0fc667c 0fbc24b 0fbbb9c 
0fca7e4 0fc03e6 0fbfb7d 
0fc8f53 0fbeeee 0fbdfce 
0fc3ac8 0fb9c52 0fb8ad5 
0fc1d2d 0fb7c28 0fb7031 
0fc5d15 0fbb87c 0fbb24f 
0fc9ea6 0fbfa3d 0fbf261 
0fc8606 0fbe533 0fbd69f 
0fc3194 0fb92b4 0fb81c7 
0fc144b 0fb72eb 0fb676e 
0fc53aa 0fbaeb7 0fba8e8 
0fc956f 0fbf0b0 0fbe912 
0fc7d08 0fbdbf6 0fbcda1 
0fc2892 0fb8977 0fb78c6 
0fc0ad8 0fb6937 0fb5df6 
0fc4b11 0fba5e2 0fba04f 
0fc8d2e 0fbe83b 0fbe0de 
0fc74ec 0fbd3a6 0fbc581 
0fc1ff7 0fb80a8 0fb701d 
0fc0181 0fb5fb4 0fb5494 
0fc40ed 0fb9b99 0fb9620 
0fc8227 0fbdd1d 0fbd5d7 
0fc692d 0fbc7d7 0fbb9cc 
0fc1468 0fb750e 0fb64aa 
0fbf6d9 0fb550a 0fb4a0f 
0fc365d 0fb910b 0fb8bbc 
0fc780c 0fbd2fe 0fbcbd5 
0fc5f6b 0fbbe0d 0fbb01a 
0fc0b03 0fb6ba0 0fb5b3e 
0fbed37 0fb4b58 0fb4057 
0fc2c68 0fb86f9 0fb81a4 
0fc6da9 0fbc87b 0fbc15c 
0fc55b1 0fbb43b 0fba65a 
0fc0111 0fb61a1 0fb515c 
0fbe369 0fb4186 0fb36ab 
0fc2321 0fb7dbb 0fb7881 
0fc6549 0fbc02c 0fbb91e 
0fc4d21 0fbabc2 0fb9dec 
0fbf99e 0fb5a40 0fb49f6 
0fbdc31 0fb3a51 0fb2f56 
0fc1c38 0fb76cf 0fb7178 
0fc5e0a 0fbb8fe 0fbb1d8 
0fc4635 0fba4ea 0fb96fd 
0fbf26f 0fb5318 0fb42c8 
0fbd522 0fb334b 0fb285a 
0fc1546 0fb6fe9 0fb6a8f 
0fc5776 0fbb262 0fbab26 
0fc3f82 0fb9e29 0fb9027 
0fbebe2 0fb4c7d 0fb3c0c 
0fbceec 0fb2d0d 0fb21f8 
0fc0ee0 0fb6985 0fb6410 
0fc512c 0fbac1f 0fba4be 
0fc398c 0fb9835 0fb8a0f 
0fbe585 0fb4633 0fb35ac 
0fbc839 0fb2673 0fb1b54 
0fc08c9 0fb637c 0fb5dfd 
0fc4b54 0fba64d 0fb9ef3 
0fc33a4 0fb9255 0fb8434 
0fbe00e 0fb40c2 0fb3040 
0fbc33b 0fb217f 0fb166a 
0fc030c 0fb5dd3 0fb5850 
0fc44cc 0fb9fd3 0fb9874 
0fc2d68 0fb8c16 0fb7df3 
0fbda4c 0fb3af5 0fb2a7a 
0fbbd02 0fb1b2f 0fb101c 
0fbfda3 0fb5850 0fb52d3 
0fc4069 0fb9b60 0fb940f 
0fc2934 0fb87e2 0fb79df 
0fbd621 0fb36cc 0fb2667 
0fbb986 0fb17b9 0fb0cc5 
0fbf956 0fb5436 0fb4ebc 
0fc3c05 0fb9750 0fb8fd3 
0fc24c9 0fb83e1 0fb7588 
0fbd1ae 0fb32d0 0fb2211 
0fbb519 0fb13df 0fb085d 
0fbf529 0fb5080 0fb4a6e 
0fc3733 0fb92e1 0fb8ae2 
0fc1fcf 0fb7f2f 0fb7081 
0fbcc87 0fb2de9 0fb1ce6 
0fbafe7 0fb0ed8 0fb0324 
0fbf04f 0fb4bd1 0fb459b 
0fc3243 0fb8e1a 0fb85fe 
0fc1a59 0fb79e1 0fb6b02 
0fbc746 0fb28d4 0fb1789 
0fbaa36 0fb095e 0fafd63 
0fbea69 0fb4614 0fb3fa8 
0fc2cc0 0fb88b2 0fb805a 
0fc1522 0fb74cb 0fb65b9 
0fbc177 0fb2322 0fb11ac 
0fba4fe 0fb0445 0faf81e 
0fbe4b4 0fb4081 0fb39ec 
0fc267d 0fb8286 0fb7a13 
0fc0ee9 0fb6ea1 0fb5f7e 
0fbbb30 0fb1cd7 0fb0b5f 
0fb9e1f 0fafd49 0faf127 
0fbddb7 0fb3968 0fb32d6 
0fc1f58 0fb7b46 0fb72e1 
0fc0767 0fb670b 0fb57f2 
0fbb403 0fb15b1 0fb044a 
0fb96b0 0faf5e3 0fae9d9 
0fbd6d7 0fb327a 0fb2bfa 
0fc1902 0fb74f2 0fb6c98 
0fc018b 0fb6128 0fb5218 
0fbae2e 0fb0fc2 0fafe4c 
0fb9171 0faf08d 0fae47e 
0fbd18e 0fb2d2e 0fb26bc 
0fc13b5 0fb6fa3 0fb6758 
0fbfc2e 0fb5bc5 0fb4cc8 
0fba995 0fb0b23 0faf9c9 
0fb8d82 0faeca5 0fae0b6 
0fbcdc2 0fb2966 0fb230e 
0fc102a 0fb6c0a 0fb63e1 
0fbf8e0 0fb585b 0fb4982 
0fba651 0fb07c0 0faf688 
0fb89f4 0fae8f2 0fadd27 
0fbca3d 0fb25b3 0fb1f7b 
0fc0d0a 0fb68bd 0fb60af 
0fbf56e 0fb54d5 0fb4622 
0fba2cb 0fb042b 0faf318 
0fb86f0 0fae5d9 0fada18 
0fbc775 0fb22e0 0fb1cb4 
0fc0a05 0fb65b4 0fb5db9 
0fbf324 0fb5279 0fb43e0 
0fba0d3 0fb0224 0faf136 
0fb84d5 0fae3c3 0fad834 
0fbc5ba 0fb2128 0fb1b25 
0fc0886 0fb643b 0fb5c5d 
0fbf1cc 0fb512b 0fb42a6 
0fb9ffb 0fb0157 0faf082 
0fb8460 0fae34b 0fad7d3 
0fbc4eb 0fb2063 0fb1a89 
0fc07f1 0fb63b4 0fb5bff 
0fbf1b7 0fb512f 0fb42c8 
0fba038 0fb01a8 0faf0f5 
0fb844d 0fae351 0fad7ed 
0fbc4ff 0fb2081 0fb1aad 
0fc0836 0fb6403 0fb5c63 
0fbf29e 0fb5210 0fb43c7 
0fba15d 0fb02c0 0faf207 
0fb8605 0fae4eb 0fad984 
0fbc6f8 0fb225f 0fb1c97 
0fc0a68 0fb661b 0fb5e85 
0fbf4a3 0fb53f9 0fb45b6 
0fba32e 0fb0472 0faf3cc 
0fb87e7 0fae6b1 0fadb65 
0fbc967 0fb24a1 0fb1ee4 
0fc0d05 0fb687a 0fb60d5 
0fbf794 0fb56b0 0fb485e 
0fba614 0fb0726 0faf682 
0fb8a85 0fae925 0fadddd 
0fbcb8a 0fb26af 0fb2100 
0fc0f60 0fb6acd 0fb6342 
0fbfa01 0fb5916 0fb4ad1 
0fba90f 0fb0a1b 0faf979 
0fb8d79 0faec1f 0fae0d2 
0fbcebb 0fb29e7 0fb242b 
0fc128f 0fb6dfb 0fb6665 
0fbfd76 0fb5c82 0fb4e3d 
0fbabde 0fb0ce8 0fafc34 
0fb9052 0faeee4 0fae380 
0fbd198 0fb2ca8 0fb26e2 
0fc15ce 0fb711a 0fb6992 
0fc00b2 0fb5fa4 0fb5174 
0fbaf2e 0fb1016 0faff81 
0fb93b3 0faf21f 0fae6e4 
0fbd518 0fb2ff1 0fb2a57 
0fc191f 0fb7428 0fb6ccb 
0fc0472 0fb6313 0fb5517 
0fbb2ac 0fb1362 0fb02ee 
0fb970a 0faf568 0faea32 
0fbd86c 0fb3356 0fb2db8 
0fc1c73 0fb779f 0fb7033 
0fc0779 0fb6659 0fb5830 
0fbb654 0fb1730 0fb069c 
0fb9b23 0faf997 0faee4d 
0fbdcf0 0fb37e0 0fb3226 
0fc21c3 0fb7cf5 0fb7560 
0fc0d4b 0fb6c26 0fb5de2 
0fbbc75 0fb1d58 0fb0ca9 
0fba0b6 0faff3c 0faf3e1 
0fbe22f 0fb3d3e 0fb377b 
0fc2701 0fb8258 0fb7ad2 
0fc12fb 0fb71f9 0fb63b1 
0fbc21a 0fb2315 0fb1262 
0fba6d5 0fb055c 0faf9f3 
0fbe89a 0fb43a5 0fb3ddc 
0fc2d80 0fb88d1 0fb814f 
0fc19a5 0fb78a1 0fb6a70 
0fbc94d 0fb2a4e 0fb19a8 
0fbadf8 0fb0c98 0fb013e 
0fbefd4 0fb4af7 0fb454a 
0fc34e3 0fb9041 0fb88d5 
0fc20be 0fb7fc2 0fb71a6 
0fbd064 0fb316d 0fb20e5 
0fbb579 0fb141a 0fb08e6 
0fbf78b 0fb52b5 0fb4d15 
0fc3c62 0fb97ca 0fb905a 
0fc2805 0fb8713 0fb78ef 
0fbd747 0fb3851 0fb27c4 
0fbbc85 0fb1b25 0fb0fef 
0fbfe41 0fb595f 0fb53d7 
0fc4335 0fb9e92 0fb9744 
0fc2e92 0fb8d8f 0fb7f94 
0fbdd65 0fb3e68 0fb2dfc 
0fbc1c1 0fb2058 0fb1534 
0fc0390 0fb5ea9 0fb591c 
0fc47b3 0fba309 0fb9bba 
0fc32a0 0fb919e 0fb83a3 
0fbe206 0fb42fc 0fb3290 
0fbc6e1 0fb2564 0fb1a48 
0fc086c 0fb636a 0fb5df3 
0fc4d0e 0fba83e 0fba102 
0fc38af 0fb9789 0fb8992 
0fbe751 0fb4832 0fb37d4 
0fbcba0 0fb2a0a 0fb1f03 
0fc0d3e 0fb681b 0fb62b7 
0fc515f 0fbac6f 0fba53a 
0fc3c4b 0fb9af8 0fb8d15 
0fbea57 0fb4af4 0fb3ab0 
0fbcf51 0fb2d7d 0fb2296 
0fc11dc 0fb6c81 0fb673d 
0fc569d 0fbb17e 0fbaa6c 
0fc411f 0fb9f9c 0fb91d9 
0fbef9f 0fb501d 0fb3fe6 
0fbd3f1 0fb3203 0fb271e 
0fc158c 0fb7014 0fb6adc 
0fc59c6 0fbb48a 0fbad8c 
0fc4487 0fba2fc 0fb9546 
0fbf31d 0fb538d 0fb4368 
0fbd726 0fb3529 0fb2a59 
0fc18ad 0fb7335 0fb6e0d 
0fc5d98 0fbb859 0fbb168 
0fc490c 0fba77a 0fb99c4 
0fbf774 0fb57ea 0fb47b1 
0fbdbaf 0fb39d0 0fb2ef0 
0fc1d35 0fb77e0 0fb72ad 
0fc61e0 0fbbccb 0fbb5cf 
0fc4cf9 0fbab8c 0fb9dd8 
0fbfb3a 0fb5bcd 0fb4ba1 
0fbdeb4 0fb3cdd 0fb31f8 
0fc1fe2 0fb7a89 0fb754e 
0fc64c1 0fbbfaa 0fbb8b7 
0fc4f2b 0fbadc8 0fba020 
0fbfd57 0fb5df3 0fb4dd8 
0fbe174 0fb3fa5 0fb34dd 
0fc228f 0fb7d35 0fb7823 
0fc672f 0fbc20a 0fbbb38 
0fc5251 0fbb0dc 0fba341 
0fc00bd 0fb614c 0fb5138 
0fbe42e 0fb4242 0fb3780 
0fc252a 0fb7fb5 0fb7a98 
0fc69ee 0fbc4b6 0fbbdca 
0fc54e9 0fbb357 0fba5a1 
0fc0303 0fb6373 0fb5338 
0fbe685 0fb447d 0fb39a2 
0fc2841 0fb82b4 0fb7d7c 
0fc6d2c 0fbc7e7 0fbc0ef 
0fc57f1 0fbb65b 0fba8b0 
0fc05cb 0fb663d 0fb561b 
0fbe955 0fb475f 0fb3c96 
0fc2baf 0fb8636 0fb8107 
0fc7159 0fbcc1c 0fbc51a 
0fc5c7e 0fbbaed 0fbad22 
0fc0ac0 0fb6b39 0fb5aea 
0fbee7d 0fb4c85 0fb418a 
0fc300b 0fb8a8d 0fb853a 
0fc751d 0fbcfef 0fbc8d0 
0fc6040 0fbbece 0fbb0ec 
0fc0e01 0fb6ea3 0fb5e37 
0fbf152 0fb4f85 0fb446c 
0fc325e 0fb8d12 0fb87a6 
0fc76af 0fbd1a7 0fbca78 
0fc617f 0fbc02f 0fbb234 
0fc0f58 0fb701f 0fb5fa1 
0fbf1ea 0fb504c 0fb451b 
0fc323f 0fb8d18 0fb879f 
0fc75ff 0fbd111 0fbc9e2 
0fc601e 0fbbee4 0fbb0e0 
0fc0d16 0fb6df2 0fb5d5a 
0fbef66 0fb4dce 0fb428c 
0fc3023 0fb8aff 0fb8575 
0fc749a 0fbcfb1 0fbc864 
0fc5e69 0fbbd33 0fbaf21 
0fc0a7d 0fb6b54 0fb5abf 
0fbec0c 0fb4a7c 0fb3f47 
0fc2c31 0fb871c 0fb81ab 
0fc7015 0fbcb41 0fbc415 
0fc5a44 0fbb91c 0fbab2a 
0fc05e9 0fb66ce 0fb565a 
0fbe77b 0fb45fc 0fb3aea 
0fc26b5 0fb81a7 0fb7c59 
0fc69ec 0fbc514 0fbbe0e 
0fc543a 0fbb303 0fba53a 
0fc0032 0fb60fd 0fb50a5 
0fbe1de 0fb402c 0fb3532 
0fc2183 0fb7c47 0fb7705 
0fc654c 0fbc040 0fbb947 
0fc4f04 0fbad98 0fb9fd8 
0fbfaf1 0fb5b82 0fb4b45 
0fbdc7e 0fb3aa0 0fb2fbb 
0fc1c0c 0fb76a0 0fb7180 
0fc5f6a 0fbba2d 0fbb352 
0fc490f 0fba779 0fb99d8 
0fbf511 0fb5583 0fb4567 
0fbd66a 0fb3470 0fb29aa 
0fc15fb 0fb706b 0fb6b66 
0fc59ce 0fbb473 0fbadb1 
0fc4330 0fba188 0fb9405 
0fbef0f 0fb4f78 0fb3f6f 
0fbcffe 0fb2df8 0fb235b 
0fc0f2a 0fb6990 0fb64b6 
0fc52c5 0fbad64 0fba6cd 
0fc3c75 0fb9ac2 0fb8d5b 
0fbe857 0fb48b0 0fb38bc 
0fbc9c3 0fb27ad 0fb1d1a 
0fc09e3 0fb6442 0fb5f73 
0fc4e61 0fba8d3 0fba242 
0fc378a 0fb95d7 0fb886f 
0fbe24c 0fb429e 0fb32ab 
0fbc2b6 0fb20a5 0fb160d 
0fc0243 0fb5c99 0fb57ba 
0fc465d 0fba0e9 0fb9a4f 
0fc3034 0fb8e73 0fb8104 
0fbdbc7 0fb3c09 0fb2c07 
0fbbca1 0fb1a76 0fb0fd1 
0fbfc95 0fb56d2 0fb5205 
0fc40b8 0fb9b27 0fb94b0 
0fc2a85 0fb88a8 0fb7b67 
0fbd534 0fb356f 0fb25a6 
0fbb5e7 0fb13b8 0fb094d 
0fbf5d2 0fb5015 0fb4b77 
0fc3a20 0fb949e 0fb8e41 
0fc2406 0fb8239 0fb7504 
0fbcf70 0fb2fba 0fb1fe3 
0fbb013 0fb0dec 0fb035c 
0fbefa3 0fb49ee 0fb4521 
0fc3407 0fb8e80 0fb87f0 
0fc1e3c 0fb7c72 0fb6f03 
0fbc917 0fb2973 0fb1966 
0fba902 0fb06ff 0fafc43 
0fbe8b3 0fb4317 0fb3e24 
0fc2d94 0fb881e 0fb817d 
0fc179c 0fb75d9 0fb686a 
0fbc239 0fb2289 0fb127f 
0fba281 0fb0064 0faf5ab 
0fbe29e 0fb3ce7 0fb37f3 
0fc2703 0fb8175 0fb7ad6 
0fc0fea 0fb6e11 0fb60b7 
0fbba21 0fb1a5f 0fb0a72 
0fb99d0 0faf7b9 0faed1b 
0fbd81e 0fb3288 0fb2dc2 
0fc1bdc 0fb767d 0fb7004 
0fc057c 0fb63dc 0fb5690 
0fbafb2 0fb1014 0fb0025 
0fb8e45 0faec35 0fae18a 
0fbcc18 0fb2673 0fb218c 
0fc0f2d 0fb69d1 0fb632e 
0fbf7d4 0fb562e 0fb489a 
0fba1a5 0fb020a 0faf1d2 
0fb7ff6 0faddd7 0fad2f6 
0fbbe3a 0fb1876 0fb1363 
0fc0166 0fb5bb9 0fb5508 
0fbe9aa 0fb47c2 0fb3a36 
0fb9234 0faf261 0fae23a 
0fb6fa4 0facd63 0fac2a3 
0fbad4d 0fb076b 0fb029a 
0fbf0a3 0fb4ae0 0fb446a 
0fbda6e 0fb385c 0fb2b13 
0fb8422 0fae42d 0fad441 
0fb6242 0fabff9 0fab560 
0fba01f 0fafa52 0faf58c 
0fbe3e9 0fb3e42 0fb37d4 
0fbcc9b 0fb2aa1 0fb1d5e 
0fb7606 0fad625 0fac63d 
0fb5440 0fab209 0faa76b 
0fb91d5 0faec0c 0fae73a 
0fbd55a 0fb2fc3 0fb2936 
0fbbec4 0fb1cd8 0fb0f63 
0fb67d0 0fac7fa 0fab7e7 
0fb451e 0faa2e1 0fa9823 
0fb81f9 0fadc2c 0fad73c 
0fbc4f8 0fb1f56 0fb18ab 
0fbade3 0fb0c01 0fafe6c 
0fb56d0 0fab715 0faa6d5 
0fb33c6 0fa91ac 0fa86b0 
0fb70cc 0facb16 0fac5ef 
0fbb390 0fb0dfa 0fb0735 
0fb9bf7 0fafa18 0faec7f 
0fb4433 0faa478 0fa9433 
0fb2107 0fa7ef5 0fa73f9 
0fb5dc1 0fab81f 0fab2f6 
0fba103 0fafb89 0faf4af 
0fb896d 0fae799 0fad9f5 
