0fb9f13 0fac9a5 0fae33d 
0fb50b8 0fa79e4 0fa919d 
0fbad97 0fad941 0faef43 
0fbf61c 0fb1e4a 0fb36bf 
0fbc7be 0faeb32 0fb06e6 
0fb61fd 0fa8603 0faa12c 
0fb52b6 0fa7bd0 0fa9358 
0fbaf2b 0fadaba 0faf087 
0fbf842 0fb2050 0fb38a0 
0fbca27 0faed85 0fb0928 
0fb6465 0fa8851 0faa38a 
0fb5482 0fa7d84 0fa952b 
0fbafa4 0fadb33 0faf124 
0fbf822 0fb202c 0fb3898 
0fbca32 0faed81 0fb0933 
0fb63eb 0fa87d2 0faa315 
0fb53f7 0fa7cfd 0fa94aa 
0fbaff3 0fadb87 0faf165 
0fbf8c7 0fb20ec 0fb394e 
0fbcab5 0faee39 0fb09f9 
0fb646c 0fa8880 0faa3c6 
0fb5434 0fa7d59 0fa94f9 
0fbafe9 0fadb9b 0faf173 
0fbf8f6 0fb212a 0fb3989 
0fbca67 0faedeb 0fb099a 
0fb647e 0fa888f 0faa3bd 
0fb546c 0fa7d86 0fa9517 
0fbb08f 0fadc31 0faf205 
0fbf981 0fb21aa 0fb3a03 
0fbcbdb 0faef50 0fb0aff 
0fb65c6 0fa89b6 0faa4ee 
0fb552e 0fa7e30 0fa95d3 
0fbb0cb 0fadc65 0faf245 
0fbf9c7 0fb21fb 0fb3a55 
0fbcc66 0faefdd 0fb0b89 
0fb65e2 0fa89d0 0faa51b 
0fb5535 0fa7e36 0fa95e7 
0fbb0c6 0fadc5a 0faf239 
0fbf950 0fb2171 0fb39c7 
0fbcba2 0faef05 0fb0ab9 
0fb6554 0fa8934 0faa487 
0fb5417 0fa7d0d 0fa94c7 
0fbafb0 0fadb49 0faf13f 
0fbf90e 0fb2139 0fb39a4 
0fbcb33 0faeea9 0fb0a6a 
0fb6477 0fa886b 0faa3bb 
0fb52ec 0fa7bec 0fa93a9 
0fbae4d 0fad9f1 0faefe4 
0fbf7e7 0fb2026 0fb3884 
0fbca47 0faedcf 0fb097c 
0fb6334 0fa8735 0faa269 
0fb5166 0fa7a7b 0fa920d 
0fbacf6 0fad8a9 0faee75 
0fbf6dc 0fb1f1c 0fb375e 
0fbc9a2 0faed1f 0fb08b8 
0fb62f3 0fa86ed 0faa210 
0fb5178 0fa7a8e 0fa9228 
0fbac99 0fad84f 0faee25 
0fbf69d 0fb1ee7 0fb3735 
0fbc9f8 0faed7d 0fb0920 
0fb6393 0fa8781 0faa2c5 
0fb5214 0fa7b13 0fa92c2 
0fbada6 0fad939 0faef1b 
0fbf86f 0fb2089 0fb38dc 
0fbcc98 0faefee 0fb0b84 
0fb6689 0fa8a50 0faa581 
0fb54bb 0fa7d8f 0fa951e 
0fbb017 0fadb88 0faf14a 
0fbfa52 0fb2259 0fb3a88 
0fbce2b 0faf173 0fb0cfc 
0fb67d5 0fa8b92 0faa6c4 
0fb5601 0fa7eda 0fa9685 
0fbb13d 0fadcc0 0faf293 
0fbfb19 0fb2333 0fb3b7a 
0fbcf06 0faf26b 0fb0dfa 
0fb6901 0fa8cdc 0faa801 
0fb5792 0fa8080 0fa980d 
0fbb321 0fadead 0faf467 
0fbfddf 0fb2604 0fb3e27 
0fbd1a2 0faf506 0fb107f 
0fb6b82 0fa8f4a 0faaa55 
0fb5a3d 0fa8321 0fa9a94 
0fbb5f0 0fae186 0faf728 
0fc0102 0fb2934 0fb4147 
0fbd55b 0faf8d3 0fb1449 
0fb6f70 0fa9352 0faae64 
0fb5d7e 0fa8666 0fa9dee 
0fbb94f 0fae4d9 0fafaa0 
0fc04e9 0fb2d0a 0fb4537 
0fbd9d3 0fafd2c 0fb18a5 
0fb74ac 0fa9861 0fab372 
0fb634b 0fa8bd9 0faa369 
0fbbee5 0faea0d 0faffd5 
0fc0a5d 0fb3235 0fb4a70 
0fbdfc7 0fb02da 0fb1e6f 
0fb7ad1 0fa9e4b 0fab97b 
0fb69c7 0fa924c 0faa9e5 
0fbc643 0faf16f 0fb0739 
0fc12e3 0fb3ab6 0fb52df 
0fbe8e3 0fb0c03 0fb2778 
0fb83d1 0faa762 0fac28c 
0fb72af 0fa9b4f 0fab2e6 
0fbcf88 0fafadc 0fb10a5 
0fc1cca 0fb44d0 0fb5d00 
0fbf415 0fb1749 0fb32cb 
0fb8ffd 0fab38a 0faceae 
0fb7f3e 0faa7e6 0fabf8f 
0fbdc79 0fb07db 0fb1dba 
0fc2aa6 0fb52b8 0fb6aec 
0fc025b 0fb25bb 0fb4145 
0fb9e9e 0fac263 0fadda6 
0fb8e88 0fab762 0facf1d 
0fbebaf 0fb173d 0fb2d29 
0fc39c4 0fb61fb 0fb7a41 
0fc11b8 0fb3533 0fb50c6 
0fbae5f 0fad245 0faed85 
0fb9e3b 0fac735 0fadee4 
0fbfcd8 0fb287c 0fb3e62 
0fc4c10 0fb7468 0fb8cab 
0fc2550 0fb48f8 0fb6499 
0fbc327 0fae738 0fb0281 
0fbb3d0 0fadcee 0faf4b2 
0fc1293 0fb3e5c 0fb5446 
0fc630e 0fb8b8c 0fba3da 
0fc3db1 0fb617f 0fb7d22 
0fbdccb 0fb00f0 0fb1c47 
0fbcf0f 0faf833 0fb100d 
0fc2f92 0fb5b62 0fb716f 
0fc8139 0fba9b6 0fbc217 
0fc5d87 0fb8147 0fb9cfd 
0fbfe48 0fb2277 0fb3dbc 
0fbf238 0fb1b73 0fb3329 
0fc53bd 0fb7f9d 0fb958b 
0fca5ac 0fbce3c 0fbe680 
0fc82b3 0fba685 0fbc220 
0fc243d 0fb486d 0fb63ad 
0fc17fc 0fb4129 0fb58f6 
0fc79a6 0fba588 0fbbb91 
0fccca5 0fbf535 0fc0db8 
0fca9d0 0fbcdaa 0fbe983 
0fc4b93 0fb6fc3 0fb8b44 
0fc3fe6 0fb6913 0fb8100 
0fca1e5 0fbcdc2 0fbe3d3 
0fcf503 0fc1d8e 0fc360c 
0fcd1d0 0fbf597 0fc115c 
0fc72df 0fb9713 0fbb296 
0fc6688 0fb8fcd 0fba7e7 
0fcc806 0fbf402 0fc0a53 
0fd1ae1 0fc4388 0fc5c34 
0fcf81a 0fc1c0a 0fc3811 
0fc9980 0fbbdd2 0fbd9a1 
0fc8d69 0fbb6c0 0fbcf13 
0fcef3f 0fc1b1e 0fc31a0 
0fd41ae 0fc6a23 0fc833b 
0fd1df4 0fc41a6 0fc5de7 
0fcbe07 0fbe200 0fbfe07 
0fcb0f4 0fbd9c1 0fbf247 
0fd11b2 0fc3d0c 0fc53c4 
0fd629f 0fc8adb 0fca426 
0fd3da5 0fc615d 0fc7dcf 
0fcdc51 0fc008f 0fc1c8d 
0fccdb1 0fbf6f3 0fc0f75 
0fd2e06 0fc59be 0fc708f 
0fd7ef0 0fca73f 0fcc094 
0fd5888 0fc7c18 0fc9899 
0fcf5e8 0fc19d5 0fc35db 
0fce70c 0fc0ff0 0fc2869 
0fd46f0 0fc7212 0fc88d8 
0fd96d9 0fcbe3f 0fcd7be 
0fd7052 0fc92b6 0fcaf6f 
0fd0e43 0fc30ca 0fc4ce9 
0fcff58 0fc26b1 0fc3f4a 
0fd5f4f 0fc891c 0fca007 
0fdaf73 0fcd5ba 0fcef37 
0fd88be 0fcaa27 0fcc6db 
0fd25f0 0fc47b6 0fc63c8 
0fd166e 0fc3d5b 0fc55f0 
0fd7569 0fc9f3b 0fcb639 
0fdc4b5 0fceb47 0fd04e0 
0fd9cdd 0fcbedb 0fcdb9f 
0fd3931 0fc5ba7 0fc77b7 
0fd287f 0fc5030 0fc68b3 
0fd8621 0fcb079 0fcc78e 
0fdd51e 0fcfc00 0fd15f8 
0fdacc2 0fcced1 0fcebc6 
0fd4817 0fc6ab1 0fc866c 
0fd3677 0fc5e7b 0fc7646 
0fd92ba 0fcbe08 0fcd4ff 
0fde04b 0fd0878 0fd2233 
0fdb68c 0fcda01 0fcf6ec 
0fd509d 0fc740d 0fc9033 
0fd3dbb 0fc6600 0fc7e80 
0fd994f 0fcc41f 0fcdb3f 
0fde62f 0fd0d7e 0fd2741 
0fdbb5e 0fcddb2 0fcfaa7 
0fd53d6 0fc7649 0fc928a 
0fd3f8d 0fc66c4 0fc7f60 
0fd9a79 0fcc403 0fcdb15 
0fde63b 0fd0c0e 0fd25cb 
0fdb9f4 0fcdacd 0fcf7c6 
0fd5045 0fc715f 0fc8d8e 
0fd3a54 0fc6074 0fc78e8 
0fd92dc 0fcbbc6 0fcd2d2 
0fddd36 0fd02b6 0fd1c76 
0fdb05b 0fcd118 0fcedff 
0fd4653 0fc6769 0fc8354 
0fd2e82 0fc54d8 0fc6d1f 
0fd859e 0fcaee7 0fcc5e7 
0fdcea1 0fcf4bf 0fd0f0d 
0fda052 0fcc1cf 0fcdee5 
0fd34be 0fc56db 0fc72ef 
0fd1b64 0fc42ec 0fc5b56 
0fd71db 0fc9c52 0fcb31d 
0fdba70 0fce18e 0fcfae5 
0fd8bad 0fcae0c 0fcca93 
0fd1ee1 0fc41af 0fc5da9 
0fd04d7 0fc2cf0 0fc4562 
0fd5a8b 0fc8581 0fc9c40 
0fda1bb 0fcc983 0fce2cb 
0fd7219 0fc9542 0fcb1d0 
0fd0499 0fc2835 0fc4441 
0fce941 0fc11fb 0fc2a73 
0fd3da4 0fc6912 0fc7faa 
0fd848d 0fcaca6 0fcc5bf 
0fd5494 0fc77e9 0fc9421 
0fce666 0fc09e5 0fc259d 
0fccafe 0fbf383 0fc0ba8 
0fd1eef 0fc4a53 0fc607f 
0fd6538 0fc8d63 0fca609 
0fd3546 0fc58e8 0fc74bd 
0fcc6ee 0fbeafa 0fc0684 
0fcaa97 0fbd407 0fbec11 
0fcfe65 0fc2af5 0fc4119 
0fd453c 0fc6eb9 0fc8743 
0fd1618 0fc3b06 0fc56c5 
0fca834 0fbcd67 0fbe8ed 
0fc8cce 0fbb6d3 0fbced8 
0fce1b4 0fc0e65 0fc249d 
0fd29bc 0fc52e1 0fc6b8f 
0fcfaf2 0fc1f8e 0fc3b8e 
0fc8d6e 0fbb27d 0fbce4d 
0fc71ca 0fb9c0f 0fbb459 
0fcc631 0fbf411 0fc0a73 
0fd0e35 0fc39fe 0fc522d 
0fcde32 0fc069c 0fc22a1 
0fc73c1 0fb9981 0fbb57d 
0fc5a7e 0fb8353 0fb9bbf 
0fcafb6 0fbdb5d 0fbf1f7 
0fcf8b3 0fc20ff 0fc39fc 
0fccb2c 0fbee9c 0fc0af0 
0fc5f17 0fb82bc 0fb9ec7 
0fc4486 0fb6d27 0fb85ae 
0fc99db 0fbc51d 0fbdbd6 
0fce2f0 0fc0ad9 0fc23ea 
0fcb662 0fbd96d 0fbf5cd 
0fc4a7a 0fb6daa 0fb89c2 
0fc3014 0fb5844 0fb70d4 
0fc8598 0fbb098 0fbc75a 
0fccebf 0fbf674 0fc0f8c 
0fca24a 0fbc51b 0fbe183 
0fc367c 0fb5969 0fb7594 
0fc1b64 0fb4348 0fb5bf0 
0fc70c3 0fb9b63 0fbb237 
0fcba1b 0fbe16d 0fbfa92 
0fc8e56 0fbb0d3 0fbcd3a 
0fc2337 0fb45de 0fb6200 
0fc07b0 0fb2f5d 0fb4801 
0fc5c35 0fb86a9 0fb9d81 
0fca60f 0fbcd3f 0fbe668 
0fc7a90 0fb9cda 0fbb958 
0fc0fa0 0fb3219 0fb4e55 
0fbf4f2 0fb1c4e 0fb3501 
0fc49d4 0fb73da 0fb8aa1 
0fc938c 0fbba54 0fbd374 
0fc67f1 0fb89fd 0fba67f 
0fbfcae 0fb1ef4 0fb3b37 
0fbe13f 0fb08a7 0fb216a 
0fc35d5 0fb6029 0fb7702 
0fc7fab 0fba6da 0fbc006 
0fc54d0 0fb7736 0fb93c7 
0fbe9b5 0fb0c51 0fb28a9 
0fbce20 0faf5e5 0fb0ebe 
0fc2271 0fb4d23 0fb6423 
0fc6ce3 0fb9459 0fbad92 
0fc4268 0fb6520 0fb81a1 
0fbd740 0fafa2a 0fb1676 
0fbbba8 0fae384 0fafc43 
0fc1040 0fb3b08 0fb51c6 
0fc5aa1 0fb8262 0fb9b5d 
0fc2f9f 0fb52b6 0fb6efc 
0fbc508 0fae855 0fb0456 
0fba959 0fad1c9 0faea43 
0fbfd9e 0fb28f3 0fb3f7e 
0fc4801 0fb704b 0fb891f 
0fc1dba 0fb4160 0fb5d94 
0fbb3b6 0fad796 0faf388 
0fb98ca 0fac1ab 0fada13 
0fbee2d 0fb19e7 0fb3063 
0fc395c 0fb61e0 0fb7aa9 
0fc0ff7 0fb33aa 0fb4fbb 
0fba6c5 0faca96 0fae654 
0fb8ba5 0fab483 0faccbf 
0fbe0b5 0fb0c74 0fb22cc 
0fc2cb6 0fb554c 0fb6ddc 
0fc03fe 0fb27cc 0fb43a2 
0fb9a55 0fabe4d 0fad9f7 
0fb7f48 0faa82c 0fac04a 
0fbd436 0faffeb 0fb1618 
0fc1fe4 0fb4888 0fb60f1 
0fbf75e 0fb1b4c 0fb3707 
0fb8e7a 0fab284 0face16 
0fb7409 0fa9cfe 0fab51f 
0fbc98a 0faf55c 0fb0b94 
0fc15b5 0fb3e6b 0fb56e3 
0fbedf1 0fb11e1 0fb2dad 
0fb857f 0faa970 0fac50f 
0fb6b4d 0fa941b 0faac41 
0fbc133 0faecda 0fb0316 
0fc0e33 0fb36b0 0fb4f23 
0fbe70c 0fb0aba 0fb2683 
0fb7e61 0faa231 0fabdc4 
0fb6359 0fa8c2d 0faa449 
0fbb8ee 0fae4ac 0fafad9 
0fc061c 0fb2ebf 0fb471a 
0fbdf4c 0fb0354 0fb1efa 
0fb77c0 0fa9bd2 0fab750 
0fb5ed2 0fa87a0 0fa9f98 
0fbb5d7 0fae169 0faf76b 
0fc0480 0fb2d04 0fb4534 
0fbdfc6 0fb0388 0fb1f1e 
0fb7a3f 0fa9e0f 0fab983 
0fb6195 0fa8a51 0faa246 
0fbb8f7 0fae493 0fafa8f 
0fc07a9 0fb301e 0fb484d 
0fbe21e 0fb05bd 0fb213d 
0fb7a89 0fa9e2c 0fab97e 
0fb5fea 0fa8874 0faa054 
0fbb4f8 0fae064 0faf658 
0fc01b4 0fb2a07 0fb4223 
0fbdb47 0fafed3 0fb1a41 
0fb737b 0fa9707 0fab24f 
0fb583f 0fa80a2 0fa9878 
0fbacb5 0fad7e6 0faedca 
0fbf9c2 0fb21cc 0fb39e5 
0fbd386 0faf6c7 0fb1232 
0fb6acb 0fa8e05 0faa94c 
0fb4fb6 0fa77d7 0fa8fab 
0fba51f 0fad01a 0fae5f6 
0fbf289 0fb1a6b 0fb3279 
0fbcc4a 0faef56 0fb0aab 
0fb64ca 0fa87c6 0faa2f8 
0fb49cd 0fa71a9 0fa8972 
0fb9f15 0fac9c8 0fadfa3 
0fbecfd 0fb1490 0fb2c8e 
0fbc6f1 0fae9c0 0fb050e 
0fb5e93 0fa8180 0fa9ca2 
0fb439f 0fa6b70 0fa8314 
0fb9925 0fac3d6 0fad982 
0fbe6c1 0fb0e67 0fb2643 
0fbc124 0fae411 0faff40 
0fb59ef 0fa7ce7 0fa97ee 
0fb3f7a 0fa675f 0fa7ee8 
0fb94d5 0fabf9a 0fad527 
0fbe332 0fb0af1 0fb22b6 
0fbbdea 0fae0ef 0fafc14 
0fb562a 0fa7963 0fa946a 
0fb3a69 0fa6295 0fa7a21 
0fb8fa9 0fabaab 0fad03d 
0fbddf1 0fb05e6 0fb1d95 
0fbb8c9 0fadc07 0faf702 
0fb515b 0fa74ab 0fa8f7e 
0fb3634 0fa5e5d 0fa75b3 
0fb8b00 0fab60f 0facb6d 
0fbd91e 0fb0122 0fb18a4 
0fbb43f 0fad787 0faf253 
0fb4cc1 0fa7002 0fa8ab8 
0fb3174 0fa5994 0fa70df 
0fb8611 0fab11e 0fac665 
0fbd49a 0fafc9e 0fb1409 
0fbaf71 0fad2c6 0faed7d 
0fb4758 0fa6ab8 0fa8553 
0fb2b8a 0fa53ca 0fa6af4 
0fb8028 0faab57 0fac071 
0fbcdde 0faf62b 0fb0d5b 
0fba8fb 0facca1 0fae724 
0fb4138 0fa64e6 0fa7f3f 
0fb2517 0fa4dc7 0fa6495 
0fb79e7 0faa5b3 0faba5e 
0fbc88b 0faf17f 0fb0849 
0fba494 0fac8dd 0fae2f7 
0fb3dff 0fa625a 0fa7c5a 
0fb22dc 0fa4c35 0fa62a3 
0fb785f 0faa4b4 0fab92a 
0fbc86d 0faf190 0fb08d8 
0fba5e7 0faca32 0fae4fb 
0fb3ff1 0fa6431 0fa7f00 
0fb25ac 0fa4eca 0fa662d 
0fb7b81 0faa793 0fabd1a 
0fbcb9a 0faf4a7 0fb0c80 
0fba8f1 0facd35 0fae867 
0fb42f7 0fa6722 0fa8240 
0fb2812 0fa511d 0fa68b5 
0fb7e20 0faaa08 0fabfaa 
0fbce18 0faf6db 0fb0e98 
0fbab32 0facefc 0faea13 
0fb44f6 0fa68a0 0fa83b7 
0fb29fe 0fa526c 0fa6a33 
0fb809f 0faab30 0fac0f8 
0fbd173 0faf8b5 0fb109f 
0fbaebe 0fad114 0faec5e 
0fb48bd 0fa6b1d 0fa865a 
0fb2de4 0fa5545 0fa6d17 
0fb8374 0faae1a 0fac3e7 
0fbd3bb 0fafbdb 0fb13c6 
0fbb154 0fad4d0 0faf00e 
0fb4b5b 0fa6ec0 0fa89f6 
0fb3038 0fa58ac 0fa7079 
0fb8645 0fab1cf 0fac7ad 
0fbd6d5 0faff75 0fb177e 
0fbb50b 0fad8f7 0faf45b 
0fb4f09 0fa7325 0fa8e95 
0fb339a 0fa5cb0 0fa74ce 
0fb89a1 0fab5c7 0facbf1 
0fbda7d 0fb037c 0fb1bc7 
0fbb923 0fadd34 0faf8d3 
0fb53d8 0fa7787 0fa9332 
0fb3945 0fa6191 0fa79da 
0fb8fb7 0fabad4 0fad124 
0fbe0f7 0fb090e 0fb2183 
0fbbfb9 0fae2ef 0fafeba 
0fb59b8 0fa7cc5 0fa9882 
0fb3d75 0fa654c 0fa7da4 
0fb9304 0fabdd2 0fad428 
0fbe449 0fb0c16 0fb248b 
0fbc2d2 0fae5d5 0fb01a0 
0fb5cf9 0fa7fcf 0fa9b91 
0fb40fd 0fa68a9 0fa8105 
0fb966a 0fac111 0fad764 
0fbe7ec 0fb0f97 0fb2813 
0fbc6df 0fae9ad 0fb057c 
0fb60c7 0fa8376 0fa9f42 
0fb4531 0fa6cad 0fa8512 
0fb9a9a 0fac50a 0fadb5e 
0fbebc8 0fb1341 0fb2bb0 
0fbca4e 0faecf3 0fb08c4 
0fb6454 0fa86d3 0faa2a2 
0fb4859 0fa6f9a 0fa8813 
0fb9d8b 0fac7b9 0fade2e 
0fbee5f 0fb15a0 0fb2e2d 
0fbccff 0faef7e 0fb0b5d 
0fb66b6 0fa8923 0faa502 
0fb4a20 0fa7182 0fa89fc 
0fb9f28 0fac999 0fae015 
0fbf047 0fb17e7 0fb3084 
0fbcf7e 0faf25e 0fb0e4b 
0fb6945 0fa8c0f 0faa7f5 
0fb4cba 0fa745e 0fa8ce8 
0fba1c8 0facc7f 0fae303 
0fbf29d 0fb1a74 0fb330f 
0fbd120 0faf442 0fb103d 
0fb6a39 0fa8d45 0faa949 
0fb4d01 0fa7501 0fa8db2 
0fba1a2 0faccaf 0fae345 
0fbf25e 0fb1a85 0fb3325 
0fbd069 0faf3c1 0fb0fc2 
0fb6965 0fa8c96 0faa8a6 
0fb4c16 0fa742e 0fa8cd7 
0fba082 0facba7 0fae23f 
0fbf178 0fb19c1 0fb3259 
0fbcfab 0faf33e 0fb0f39 
0fb6902 0fa8c7b 0faa878 
0fb4c8e 0fa74e0 0fa8d78 
0fba0fd 0facc6a 0fae2ee 
0fbf28f 0fb1b18 0fb33ac 
0fbd294 0faf65a 0fb123d 
0fb6c80 0fa9023 0faac08 
0fb4fdb 0fa7860 0fa90e4 
0fba4dc 0fad075 0fae6e5 
0fbf709 0fb1fc9 0fb384e 
0fbd7ab 0fafb79 0fb1764 
0fb722f 0fa95b6 0fab1a7 
0fb55b8 0fa7e10 0fa969b 
0fbab91 0fad70a 0faed76 
0fbfe51 0fb26fc 0fb3f6e 
0fbdefe 0fb02f1 0fb1eb7 
0fb799e 0fa9d70 0fab922 
0fb5d2f 0fa85e4 0fa9e2b 
0fbb2e1 0fade9c 0faf4d8 
0fc0652 0fb2f15 0fb476d 
0fbe750 0fb0b3a 0fb26db 
0fb8219 0faa5c5 0fac155 
0fb655f 0fa8dd6 0faa5ff 
0fbbb20 0fae6a2 0fafcb8 
0fc0ec3 0fb375d 0fb4f80 
0fbf068 0fb1422 0fb2f9a 
0fb8b1a 0faae9c 0faca20 
0fb6e2f 0fa968e 0faaeab 
0fbc40a 0faef8e 0fb05ad 
0fc180e 0fb40b5 0fb58e8 
0fbfaa3 0fb1e71 0fb39ef 
0fb95a3 0fab92a 0fad4b1 
0fb789a 0faa0f0 0fab90f 
0fbcefe 0fafa5e 0fb1066 
0fc22ea 0fb4b6b 0fb6382 
0fc04ee 0fb289e 0fb440f 
0fb9f9c 0fac316 0fade92 
0fb82e3 0faab37 0fac34e 
0fbd970 0fb04de 0fb1ae6 
0fc2e59 0fb56ec 0fb6f04 
0fc109d 0fb3460 0fb4fe1 
0fbab53 0facee2 0faea74 
0fb8da8 0fab620 0face4b 
0fbe3a0 0fb0f3d 0fb254a 
0fc37ea 0fb609e 0fb78c7 
0fc1a1b 0fb3def 0fb597b 
0fbb4d9 0fad876 0faf40b 
0fb97d7 0fac03a 0fad86f 
0fbedf0 0fb1963 0fb2f72 
0fc4212 0fb6aa5 0fb82be 
0fc246d 0fb4823 0fb6398 
0fbbebe 0fae229 0fafd9d 
0fba0bf 0fac901 0fae109 
0fbf665 0fb21c9 0fb37b2 
0fc4b29 0fb739f 0fb8b93 
0fc2ccc 0fb5066 0fb6bb0 
0fbc6f8 0faea4d 0fb05ab 
0fba8e1 0fad10f 0fae910 
0fbfe14 0fb295c 0fb3f36 
0fc524d 0fb7abc 0fb92b2 
0fc34ab 0fb583e 0fb739c 
0fbce8a 0faf1e8 0fb0d4c 
0fbafb2 0fad7ed 0faefdf 
0fc04c9 0fb3033 0fb4603 
0fc59a6 0fb822e 0fb9a17 
0fc3be9 0fb5f90 0fb7ad8 
0fbd546 0faf8a7 0fb13fe 
0fbb67e 0fadeaf 0faf697 
0fc0aba 0fb3614 0fb4bdd 
0fc5dfa 0fb8684 0fb9e56 
0fc3faa 0fb635c 0fb7e89 
0fbd8e6 0fafc3e 0fb1781 
0fbb936 0fae153 0faf947 
0fc0d07 0fb3843 0fb4e24 
0fc6090 0fb88e4 0fba0e1 
0fc41f3 0fb6553 0fb80b7 
0fbda3d 0fafd50 0fb18cf 
0fbb9b3 0fae1a2 0faf9ce 
0fc0d02 0fb381f 0fb4e28 
0fc5fcf 0fb880f 0fba01b 
0fc4020 0fb6391 0fb7efd 
0fbd8a8 0fafbd3 0fb174c 
0fbb7d0 0fadfd2 0faf7ee 
0fc0aae 0fb35e6 0fb4be0 
0fc5d97 0fb860c 0fb9e09 
0fc3e2c 0fb61c0 0fb7d10 
0fbd60b 0faf95f 0fb14b8 
0fbb486 0fadcb1 0faf49c 
0fc0763 0fb32c9 0fb4885 
0fc5a49 0fb82ed 0fb9aa4 
0fc3ad1 0fb5e96 0fb79aa 
0fbd1fa 0faf576 0fb10a8 
0fbafd0 0fad822 0faf005 
0fc023b 0fb2dbc 0fb437d 
0fc5555 0fb7e10 0fb95bf 
0fc364a 0fb5a2a 0fb7533 
0fbcdc1 0faf14a 0fb0c72 
0fbac3a 0fad497 0faec5e 
0fbff2c 0fb2abf 0fb4046 
0fc5287 0fb7b55 0fb92d9 
0fc3361 0fb5747 0fb7228 
0fbcae3 0faee72 0fb0963 
0fba913 0fad183 0fae909 
0fbfb96 0fb2742 0fb3c9c 
0fc4e98 0fb7778 0fb8ece 
0fc2f76 0fb5378 0fb6e38 
0fbc5e0 0fae989 0fb0468 
0fba367 0facbed 0fae359 
0fbf5d8 0fb21a4 0fb36d3 
0fc4959 0fb7272 0fb89a1 
0fc2a83 0fb4ebe 0fb6950 
0fbc1e6 0fae5be 0fb0068 
0fb9fdc 0fac88f 0fadfc8 
0fbf26e 0fb1e68 0fb3367 
0fc4658 0fb6f90 0fb8685 
0fc2776 0fb4bd2 0fb662a 
0fbbe90 0fae29b 0fafd10 
0fb9c82 0fac575 0fadc80 
0fbef69 0fb1b9e 0fb3073 
0fc434b 0fb6cb9 0fb8381 
0fc25d5 0fb4a48 0fb646c 
0fbbd55 0fae14f 0fafb9d 
0fb9a46 0fac30c 0fad9f9 
0fbece8 0fb18e6 0fb2d9a 
0fc40fe 0fb6a3c 0fb80e8 
0fc2273 0fb46be 0fb60d0 
0fbb926 0fadd02 0faf722 
0fb9638 0fabedc 0fad590 
0fbe83b 0fb1426 0fb2894 
0fc3c62 0fb6588 0fb7bf0 
0fc1dd9 0fb4202 0fb5bd7 
0fbb3fd 0fad7b4 0faf1b2 
0fb9000 0fab8ad 0facf4b 
0fbe1df 0fb0e0c 0fb226b 
0fc35f1 0fb5f86 0fb75d0 
0fc1725 0fb3be3 0fb556f 
0fbad43 0fad1ab 0faeb49 
0fb88c3 0fab208 0fac830 
0fbda24 0fb06b9 0fb1a82 
0fc2dcd 0fb57b3 0fb6d50 
0fc0eef 0fb33c8 0fb4d21 
0fba481 0fac8b9 0fae2cb 
0fb7f77 0faa886 0fabf53 
0fbd0b5 0fafd0e 0fb11a0 
0fc2454 0fb4dfe 0fb6483 
0fc057b 0fb2a2b 0fb444c 
0fb9abf 0fabee8 0fad95f 
0fb748a 0fa9d7b 0fab495 
0fbc56f 0faf1a0 0fb0666 
0fc18ba 0fb4241 0fb590e 
0fbf8c7 0fb1d6f 0fb37bd 
0fb8d41 0fab180 0facbf4 
0fb66fa 0fa9023 0faa725 
0fbb6f0 0fae37b 0faf849 
0fc0a52 0fb3416 0fb4ae6 
0fbeb08 0fb0fd8 0fb2a20 
0fb7eb1 0faa31e 0fabd9c 
0fb583b 0fa81bf 0fa98e4 
0fba7e5 0fad4ad 0fae99f 
0fbfb92 0fb2589 0fb3c88 
0fbdc9b 0fb01bc 0fb1c37 
0fb7101 0fa95cb 0fab06d 
0fb4acd 0fa7442 0fa8b83 
0fb9b15 0fac7bd 0fadcb0 
0fbeed3 0fb18be 0fb2f95 
0fbd018 0faf50a 0fb0f60 
0fb6451 0fa88cc 0faa35b 
0fb3dcf 0fa6723 0fa7e62 
0fb8de6 0faba88 0facf7f 
0fbe1cd 0fb0ba4 0fb228e 
0fbc303 0fae7d0 0fb0231 
0fb5770 0fa7bbf 0fa9661 
0fb3053 0fa5970 0fa70c1 
0fb7f74 0faabe9 0fac0f4 
0fbd2a6 0fafc76 0fb1375 
0fbb427 0fad90e 0faf377 
0fb480b 0fa6c56 0fa86f8 
0fb1fe8 0fa48dc 0fa6024 
0fb6e9c 0fa9aeb 0faafe9 
0fbc1b7 0faeb61 0fb0248 
0fba201 0fac6ca 0fae131 
0fb3508 0fa595a 0fa7408 
0fb0c5e 0fa3586 0fa4cd0 
0fb5af5 0fa877c 0fa9c83 
0fbae5e 0fad82f 0faef2e 
0fb8f0f 0fab3d1 0face58 
0fb21ba 0fa45ec 0fa60b3 
0faf958 0fa224d 0fa39c2 
0fb47e3 0fa7424 0fa894c 
0fb9b07 0fac481 0fadb8e 
0fb7bec 0faa05e 0fabae0 
0fb0ed6 0fa32bd 0fa4d7f 
0fae60c 0fa0eac 0fa2618 
0fb340b 0fa5ff1 0fa7524 
0fb8776 0fab090 0fac7b0 
0fb6894 0fa8c8b 0faa748 
0fafb47 0fa1ea2 0fa39bd 
0fad14e 0f9f969 0fa1134 
0fb1f3d 0fa4aad 0fa603a 
0fb7232 0fa9afb 0fab275 
0fb5288 0fa7654 0fa914f 
