0fc52c0 0fbae85 0fd7b6f 
0fc4017 0fba3dc 0fca986 
0fc577c 0fbb4da 0fd3394 
0fcb38f 0fc0ed5 0fdc47b 
0fcd650 0fc36c5 0fd8b1c 
0fc8f82 0fbf531 0fcf1ae 
0fc4034 0fba400 0fcaa60 
0fc5729 0fbb48a 0fd35fe 
0fcb319 0fc0e5f 0fdc706 
0fcd5ca 0fc3640 0fd8dfd 
0fc8ecd 0fbf47c 0fcf29d 
0fc3f14 0fba2de 0fcab1d 
0fc5525 0fbb279 0fd38db 
0fcb0e7 0fc0c1c 0fdca26 
0fcd42c 0fc348a 0fd900f 
0fc8d25 0fbf2b9 0fcf256 
0fc3d3a 0fba0f4 0fcaa71 
0fc535d 0fbb0a3 0fd3936 
0fcaf7a 0fc0a90 0fdcabb 
0fcd289 0fc32c9 0fd90b5 
0fc8bcc 0fbf13f 0fcf1fb 
0fc3bf1 0fb9f99 0fcaac5 
0fc5205 0fbaf4a 0fd3984 
0fcae22 0fc0943 0fdcb15 
0fcd1d1 0fc321d 0fd920a 
0fc8b9c 0fbf12a 0fcf2a4 
0fc3c4c 0fba008 0fcab04 
0fc523c 0fbaf90 0fd3a54 
0fcadc9 0fc08f3 0fdcb75 
0fcd1ef 0fc3246 0fd92d5 
0fc8c76 0fbf214 0fcf39d 
0fc3cff 0fba0d0 0fcab74 
0fc5269 0fbafcf 0fd3a06 
0fcad67 0fc089c 0fdcb01 
0fcd14c 0fc319f 0fd9230 
0fc8c33 0fbf1c0 0fcf356 
0fc3c41 0fba004 0fcaac1 
0fc51a7 0fbaf01 0fd3a2d 
0fcad85 0fc08a9 0fdcb9b 
0fcd24d 0fc328c 0fd9214 
0fc8cd0 0fbf24c 0fcf368 
0fc3d13 0fba0bd 0fcaa63 
0fc52c0 0fbaff9 0fd386e 
0fcae9b 0fc0999 0fdcb0f 
0fcd358 0fc3372 0fd9354 
0fc8eb2 0fbf412 0fcf56b 
0fc3e44 0fba1eb 0fcaba1 
0fc5322 0fbb05d 0fd38b6 
0fcaf4b 0fc0a4e 0fdcb6f 
0fcd49c 0fc34b8 0fd9492 
0fc8f9c 0fbf508 0fcf66f 
0fc3f4a 0fba2fc 0fcac6b 
0fc540d 0fbb159 0fd3984 
0fcafc6 0fc0ad1 0fdcd83 
0fcd536 0fc355b 0fd9634 
0fc903b 0fbf5b7 0fcf764 
0fc3fc2 0fba387 0fcad0f 
0fc5459 0fbb1b6 0fd3a7f 
0fcb038 0fc0b4b 0fdce10 
0fcd572 0fc359a 0fd96e5 
0fc906f 0fbf5e3 0fcf7b7 
0fc4021 0fba3eb 0fcad92 
0fc5456 0fbb1b5 0fd3a26 
0fcb021 0fc0b2f 0fdcd18 
0fcd5fe 0fc361d 0fd9657 
0fc91bc 0fbf731 0fcf829 
0fc4139 0fba4fb 0fcac3c 
0fc5505 0fbb253 0fd3611 
0fcb0c2 0fc0bc0 0fdca07 
0fcd67e 0fc3694 0fd942e 
0fc91fd 0fbf770 0fcf7a1 
0fc414e 0fba51d 0fcabdb 
0fc5495 0fbb1f9 0fd341d 
0fcb061 0fc0b74 0fdc8ec 
0fcd6c7 0fc36df 0fd94af 
0fc9285 0fbf7f1 0fcf874 
0fc4175 0fba53b 0fcac69 
0fc54bb 0fbb219 0fd3555 
0fcafa9 0fc0ab5 0fdc9c6 
0fcd5fc 0fc360a 0fd953d 
0fc9260 0fbf7be 0fcf8c7 
0fc416e 0fba52c 0fcac79 
0fc544e 0fbb19d 0fd3561 
0fcafc6 0fc0ab4 0fdcb50 
0fcd64b 0fc363d 0fd971c 
0fc9295 0fbf7e2 0fcf979 
0fc40d3 0fba493 0fcac41 
0fc53ba 0fbb10e 0fd3485 
0fcaf1e 0fc0a0a 0fdc889 
0fcd5f8 0fc35df 0fd94a5 
0fc920a 0fbf75c 0fcf819 
0fc4002 0fba3c4 0fcaa8e 
0fc5253 0fbafaa 0fd3279 
0fcada0 0fc0891 0fdc8d4 
0fcd4eb 0fc34e7 0fd96ec 
0fc9157 0fbf6c9 0fcf966 
0fc3f6e 0fba35f 0fcab5e 
0fc5105 0fbae8b 0fd3545 
0fcabd4 0fc06f9 0fdcbf6 
0fcd30d 0fc3336 0fd98cd 
0fc8f36 0fbf4cb 0fcf87e 
0fc3cfb 0fba108 0fcab1b 
0fc4e6f 0fbac12 0fd36c2 
0fcaa07 0fc0541 0fdccd9 
0fcd25f 0fc329a 0fd991f 
0fc8f50 0fbf4fd 0fcf838 
0fc3ca7 0fba0d2 0fca8dc 
0fc4dc8 0fbab87 0fd32ec 
0fca977 0fc04b8 0fdcb1b 
0fcd1a7 0fc31d9 0fd9832 
0fc8e05 0fbf3b4 0fcf77e 
0fc3b82 0fb9fbd 0fca8f1 
0fc4d01 0fbaad0 0fd3314 
0fca88a 0fc03e1 0fdc997 
0fcd0af 0fc30f0 0fd9751 
0fc8dbb 0fbf36c 0fcf735 
0fc3b74 0fb9fac 0fca8e0 
0fc4c97 0fbaa64 0fd3395 
0fca847 0fc0395 0fdcb32 
0fcd11d 0fc3160 0fd9932 
0fc8f48 0fbf4ff 0fcf91f 
0fc3d24 0fba16b 0fca98f 
0fc4e25 0fbabf8 0fd31c8 
0fca9f2 0fc0540 0fdc90d 
0fcd3a2 0fc33d3 0fd9849 
0fc9184 0fbf72a 0fcfa3c 
0fc3f1e 0fba35b 0fcaa50 
0fc5002 0fbadd7 0fd3139 
0fcac1e 0fc076a 0fdc927 
0fcd5ce 0fc35f6 0fd992c 
0fc9441 0fbf9e6 0fcfc08 
0fc4248 0fba685 0fcaba1 
0fc5349 0fbb120 0fd301b 
0fcaf31 0fc0a71 0fdc8e5 
0fcd96c 0fc398b 0fd9a94 
0fc98ee 0fbfe8d 0fcffe1 
0fc472e 0fbab72 0fcaed8 
0fc579c 0fbb575 0fd3012 
0fcb325 0fc0e62 0fdc95a 
0fcddb5 0fc3dce 0fd9c81 
0fc9d87 0fc0325 0fd031f 
0fc4b65 0fbafa8 0fcb116 
0fc5b5f 0fbb936 0fd2f8a 
0fcb746 0fc1286 0fdc95f 
0fce1d4 0fc41f6 0fd9d7f 
0fca0b8 0fc0663 0fd0579 
0fc4d83 0fbb1d9 0fcb1ef 
0fc5d18 0fbbb00 0fd2d25 
0fcb8b7 0fc1408 0fdc7e8 
0fce318 0fc434b 0fd9c87 
0fca1ef 0fc07a8 0fd05c9 
0fc4eb7 0fbb314 0fcb234 
0fc5ddf 0fbbbce 0fd2b56 
0fcb911 0fc145f 0fdc6a8 
0fce36f 0fc4398 0fd9b9f 
0fca25a 0fc0808 0fd05a6 
0fc4f2e 0fbb377 0fcb28c 
0fc5ee9 0fbbcb7 0fd2c0d 
0fcbaa4 0fc15c1 0fdc7ed 
0fce5b8 0fc45a8 0fd9e6c 
0fca4f0 0fc0a6c 0fd08a9 
0fc51ef 0fbb61a 0fcb4ae 
0fc6135 0fbbee2 0fd2cbd 
0fcbcec 0fc17f6 0fdc930 
0fce85c 0fc4835 0fd9faa 
0fca868 0fc0dc8 0fd0b45 
0fc55cd 0fbb9e3 0fcb783 
0fc6502 0fbc2ac 0fd2d6f 
0fcc108 0fc1c00 0fdca9c 
0fceced 0fc4cbd 0fda24e 
0fcadae 0fc130e 0fd0ff9 
0fc5b83 0fbbfa2 0fcbb26 
0fc6ae4 0fbc892 0fd2c55 
0fcc70b 0fc2206 0fdc9ba 
0fcf3f7 0fc53be 0fda3b8 
0fcb4f5 0fc1a5d 0fd155f 
0fc62c3 0fbc6fd 0fcc15b 
0fc71e6 0fbcfc2 0fd2f13 
0fcce51 0fc2981 0fdccdc 
0fcfbd7 0fc5bd8 0fda92d 
0fcbcdb 0fc2272 0fd1ce1 
0fc699d 0fbce03 0fcc7b0 
0fc787b 0fbd682 0fd3252 
0fcd4b0 0fc3005 0fdcff5 
0fd0240 0fc625d 0fdad1e 
0fcc3fa 0fc29b2 0fd237a 
0fc715d 0fbd5e4 0fcce5d 
0fc8016 0fbde25 0fd3498 
0fcdcc7 0fc3816 0fdd1cf 
0fd0b8a 0fc6b71 0fdb189 
0fcccfe 0fc32a0 0fd2b24 
0fc79ee 0fbde6f 0fcd4f8 
0fc886a 0fbe683 0fd33a3 
0fce4da 0fc4026 0fdcf5f 
0fd1360 0fc735f 0fdb049 
0fcd501 0fc3ab3 0fd30ce 
0fc813a 0fbe5ce 0fcd9e2 
0fc8efd 0fbed1f 0fd2c80 
0fceace 0fc4629 0fdc843 
0fd17b3 0fc77ce 0fdadc3 
0fcd859 0fc3e21 0fd32d9 
0fc84ba 0fbe95d 0fcdcb9 
0fc91e2 0fbf00f 0fd2d68 
0fceeb9 0fc4a1c 0fdca80 
0fd1d12 0fc7d37 0fdb18e 
0fcde33 0fc440c 0fd384e 
0fc8a30 0fbeee2 0fce215 
0fc9805 0fbf63c 0fd3360 
0fcf511 0fc506f 0fdd163 
0fd23ef 0fc840b 0fdb82b 
0fce57c 0fc4b46 0fd3f40 
0fc9141 0fbf5df 0fce7cc 
0fc9f1d 0fbfd3a 0fd2fae 
0fcfbd0 0fc570c 0fdc9f9 
0fd2a4d 0fc8a2e 0fdb5ad 
0fcebe9 0fc516d 0fd4413 
0fc9844 0fbfca6 0fced41 
0fca59f 0fc0391 0fd2a32 
0fd0269 0fc5d80 0fdc339 
0fd3169 0fc913b 0fdb567 
0fcf368 0fc58eb 0fd4a87 
0fc9fb1 0fc0425 0fcf429 
0fcad14 0fc0b0b 0fd2a4e 
0fd095c 0fc647b 0fdc06d 
0fd3812 0fc97ec 0fdb69f 
0fcfa69 0fc6005 0fd50db 
0fca61c 0fc0ab5 0fcfa20 
0fcb305 0fc111b 0fd2811 
0fd0f35 0fc6a6a 0fdbb43 
0fd3d33 0fc9d25 0fdb631 
0fcff50 0fc6504 0fd5525 
0fcaa53 0fc0f07 0fcfe46 
0fcb633 0fc147b 0fd2869 
0fd1180 0fc6cea 0fdb8fa 
0fd400f 0fca041 0fdb6b2 
0fd01f5 0fc67ea 0fd57c0 
0fcac88 0fc117e 0fd007e 
0fcb76f 0fc15dc 0fd277f 
0fd1292 0fc6e0f 0fdb762 
0fd4096 0fca0d3 0fdb64b 
0fd017d 0fc6791 0fd5731 
0fcaa7a 0fc0f8c 0fcfe83 
0fcb446 0fc12d1 0fd2491 
0fd0e5f 0fc69e6 0fdb508 
0fd3bc1 0fc9c06 0fdb384 
0fcfb95 0fc61a1 0fd51ac 
0fca2d1 0fc07d7 0fcf74b 
0fcab79 0fc09ee 0fd21de 
0fd050b 0fc607a 0fdb612 
0fd31a3 0fc91ce 0fdafe5 
0fcf08c 0fc5698 0fd47aa 
0fc9760 0fbfc75 0fcec6a 
0fc9f22 0fbfdab 0fd1c17 
0fcf79e 0fc5329 0fdb2d8 
0fd23b6 0fc83fb 0fda7f9 
0fce208 0fc4832 0fd39fe 
0fc880b 0fbed2e 0fcddec 
0fc8f25 0fbedb9 0fd175d 
0fce79d 0fc432d 0fdb1e7 
0fd142f 0fc745c 0fda13f 
0fcd2b1 0fc38c5 0fd2c52 
0fc78e6 0fbddef 0fcd04b 
0fc80fc 0fbdf5c 0fd161d 
0fcdae8 0fc3642 0fdb69f 
0fd0852 0fc685b 0fda196 
0fcc792 0fc2d83 0fd235c 
0fc6e64 0fbd34d 0fcc726 
0fc76d7 0fbd50d 0fd163f 
0fcd10a 0fc2bf0 0fdb70d 
0fcff2a 0fc5e69 0fd9e6c 
0fcbfc2 0fc2477 0fd1c99 
0fc682f 0fbcb8f 0fcc1f9 
0fc7112 0fbcdc2 0fd182a 
0fccb8b 0fc24e7 0fdba0c 
0fcfa27 0fc57b9 0fda095 
0fcbaac 0fc1dea 0fd1944 
0fc6223 0fbc435 0fcbccd 
0fc6a48 0fbc593 0fd168e 
0fcc3a4 0fc1d21 0fdb9cf 
0fcf254 0fc5123 0fd9efd 
0fcb372 0fc1826 0fd13af 
0fc5b57 0fbbf28 0fcb767 
0fc632b 0fbc08d 0fd16e6 
0fcbd19 0fc176d 0fdb9d0 
0fced19 0fc4c1e 0fd9d87 
0fcaf11 0fc13fc 0fd1042 
0fc573e 0fbbb36 0fcb3fc 
0fc5f6e 0fbbce1 0fd15e8 
0fcba15 0fc1480 0fdb86b 
0fcea26 0fc4940 0fd9afa 
0fcabb8 0fc10c5 0fd0cf0 
0fc5327 0fbb749 0fcb031 
0fc5ae4 0fbb878 0fd1272 
0fcb4e2 0fc0f58 0fdb55e 
0fce4c8 0fc43cb 0fd98ca 
0fca6c6 0fc0b9f 0fd0921 
0fc4e6b 0fbb24e 0fcac6a 
0fc567f 0fbb3ca 0fd13b4 
0fcb0aa 0fc0af0 0fdb733 
0fce125 0fc400c 0fd98dc 
0fca335 0fc0802 0fd0669 
0fc4aff 0fbaee5 0fca93d 
0fc52e2 0fbb048 0fd0fde 
0fcad67 0fc07be 0fdb328 
0fcde31 0fc3d27 0fd9642 
0fca0d3 0fc05ba 0fd04b1 
0fc4897 0fbaca3 0fca737 
0fc507f 0fbae14 0fd0de2 
0fcaaff 0fc0594 0fdb0ef 
0fcdc3b 0fc3b76 0fd92b3 
0fc9f81 0fc04a6 0fd0257 
0fc48a6 0fbacf6 0fca6b3 
0fc50a2 0fbae81 0fd0b55 
0fcab1c 0fc05fe 0fdb017 
0fcdc87 0fc3c0d 0fd954d 
0fc9ff0 0fc0561 0fd0424 
0fc4793 0fbac3f 0fca65c 
0fc4ed1 0fbad1c 0fd0dfe 
0fca8c7 0fc0404 0fdb535 
0fcd962 0fc3939 0fd984b 
0fc9c4b 0fc0213 0fd0321 
0fc43ff 0fba8f8 0fca629 
0fc4a95 0fba910 0fd1712 
0fca32a 0fbfe98 0fdbd9d 
0fcd2a4 0fc32b0 0fd9e78 
0fc9420 0fbfa17 0fd0039 
0fc3afe 0fba004 0fca29e 
0fc4169 0fb9fe3 0fd1f2a 
0fc9a55 0fbf5d3 0fdc50e 
0fccadc 0fc2aee 0fda3f5 
0fc8e1f 0fbf419 0fd0042 
0fc356c 0fb9aa4 0fca0f4 
0fc3b5b 0fb9a3b 0fd1f28 
0fc93af 0fbef7f 0fdc4f4 
0fcc529 0fc2574 0fda6e5 
0fc88ed 0fbef12 0fd0125 
0fc3030 0fb9596 0fca18c 
0fc35ab 0fb94ad 0fd24b5 
0fc8db0 0fbe9a6 0fdc776 
0fcbe28 0fc1ea7 0fda5bf 
0fc81da 0fbe83d 0fcfd69 
0fc299a 0fb8f38 0fc9db5 
0fc2f3f 0fb8e6d 0fd2269 
0fc87aa 0fbe3ab 0fdc46f 
0fcb923 0fc19a5 0fda427 
0fc7d95 0fbe3e3 0fcfb84 
0fc254e 0fb8aee 0fc9dd0 
0fc2b78 0fb8ab1 0fd2776 
0fc846f 0fbe086 0fdc9da 
0fcb6dd 0fc175c 0fda962 
0fc7c8c 0fbe2da 0fcff77 
0fc2531 0fb8ab5 0fca309 
0fc2b9b 0fb8aa5 0fd2d5c 
0fc8470 0fbe05d 0fdcf19 
0fcb6cb 0fc1723 0fdae28 
0fc7c8d 0fbe2b9 0fd03c1 
0fc253d 0fb8aa5 0fca5ae 
0fc2aec 0fb89ec 0fd2c4b 
0fc843f 0fbe016 0fdce56 
0fcb70f 0fc174f 0fdad24 
0fc7d89 0fbe39c 0fd01ee 
0fc2635 0fb8b8d 0fca321 
0fc2c68 0fb8b58 0fd2b3e 
0fc8593 0fbe158 0fdcbb3 
0fcb913 0fc1912 0fdab56 
0fc7fdc 0fbe5a2 0fd0227 
0fc28ca 0fb8dd7 0fca2ad 
0fc2f0e 0fb8db2 0fd28f4 
0fc8930 0fbe49b 0fdcbd7 
0fcbd29 0fc1ce8 0fdacbc 
0fc84f0 0fbea82 0fd04eb 
0fc2ef1 0fb93c1 0fca370 
0fc359b 0fb93f6 0fd26c0 
0fc8fc2 0fbead6 0fdc9b9 
0fcc499 0fc23ef 0fdabec 
0fc8cde 0fbf201 0fd0655 
0fc3705 0fb9b7b 0fca4e4 
0fc3d6a 0fb9b7c 0fd2392 
0fc9709 0fbf1e4 0fdc5ee 
0fccb82 0fc2aa0 0fda944 
0fc9379 0fbf864 0fd0802 
0fc3dc6 0fba1fc 0fca74a 
0fc43e6 0fba1b5 0fd2085 
0fc9d44 0fbf7cf 0fdc36e 
0fcd1de 0fc30b4 0fda8c6 
0fc9a92 0fbff3d 0fd0b33 
0fc448b 0fba893 0fca9bc 
0fc4a65 0fba810 0fd1c6d 
0fca3af 0fbfe2d 0fdc179 
0fcd811 0fc36da 0fda8f3 
0fca0de 0fc057f 0fd0ed2 
0fc4acd 0fbaec0 0fcae3a 
0fc4fda 0fbad6c 0fd1dd8 
0fca95a 0fc03b7 0fdc27d 
0fcde4c 0fc3cf8 0fda981 
0fca6c7 0fc0b51 0fd1200 
0fc5053 0fbb43f 0fcb0cf 
0fc550a 0fbb297 0fd19e7 
0fcae34 0fc087c 0fdbe9d 
0fce341 0fc41cd 0fda7c3 
0fcac1a 0fc1084 0fd13cf 
0fc556a 0fbb934 0fcb265 
0fc59d6 0fbb73c 0fd1184 
0fcb2d6 0fc0d04 0fdb5d5 
0fce845 0fc46b9 0fda1f5 
0fcb09d 0fc14f2 0fd14a9 
0fc59cd 0fbbd83 0fcb492 
0fc5e5f 0fbbbb4 0fd0dc5 
0fcb6f7 0fc110e 0fdb408 
0fcebfd 0fc4a5c 0fda2aa 
0fcb529 0fc1974 0fd1890 
0fc5eab 0fbc275 0fcb8fb 
0fc6372 0fbc0ef 0fd0e88 
0fcbcc9 0fc1701 0fdb470 
0fcf2e7 0fc515b 0fda541 
0fcbc73 0fc20d0 0fd1e87 
0fc65b0 0fbc992 0fcbf3a 
0fc6a4d 0fbc7e7 0fd1155 
0fcc385 0fc1de9 0fdb66d 
0fcf981 0fc583d 0fda73b 
0fcc2fc 0fc27ac 0fd2363 
0fc6c2d 0fbd06a 0fcc42e 
0fc703f 0fbce33 0fd0e95 
0fcc8ff 0fc23a7 0fdb4a5 
0fcfeb2 0fc5d9e 0fda95c 
0fcc8c8 0fc2d9d 0fd28b5 
0fc72a2 0fbd712 0fccacb 
0fc76a1 0fbd4c7 0fd14d8 
0fccf43 0fc2a16 0fdb907 
0fd05b0 0fc64a7 0fdacf5 
0fcd076 0fc354e 0fd2f77 
0fc7a58 0fbdea9 0fcd1ad 
0fc7e35 0fbdc45 0fd1695 
0fcd6d6 0fc3199 0fdba2a 
0fd0e71 0fc6d45 0fdb0c7 
0fcd8c5 0fc3da3 0fd3683 
0fc8259 0fbe6d3 0fcd8ca 
0fc86be 0fbe4e9 0fd17ff 
0fce033 0fc3b08 0fdbac6 
0fd175d 0fc764f 0fdb3e6 
0fce1bc 0fc46aa 0fd3dd8 
0fc8ad7 0fbef5f 0fce0c1 
0fc8ec0 0fbed07 0fd1bac 
0fce800 0fc42f7 0fdbd53 
0fd1f69 0fc7e8e 0fdb7e2 
0fcea27 0fc4f4a 0fd4566 
0fc9277 0fbf744 0fce7ef 
0fc94d2 0fbf355 0fd1bd6 
0fced59 0fc4878 0fdbbf1 
0fd2455 0fc8397 0fdb966 
0fcee6a 0fc53a7 0fd48fe 
0fc963e 0fbfb20 0fceb78 
0fc97ca 0fbf657 0fd1d1b 
0fcefac 0fc4ace 0fdbd91 
0fd2675 0fc85b2 0fdbc7b 
0fcf0db 0fc560c 0fd4bdb 
0fc98bf 0fbfd89 0fcee1e 
0fc9a54 0fbf8c6 0fd1fc7 
0fcf244 0fc4d38 0fdc0af 
0fd28de 0fc87fb 0fdbecd 
0fcf2aa 0fc57c2 0fd4da0 
0fc9a85 0fbff3c 0fcf016 
0fc9c2c 0fbfa88 0fd2321 
0fcf389 0fc4e6d 0fdc3f6 
0fd2999 0fc888d 0fdc159 
0fcf301 0fc57ee 0fd4e6f 
0fc99b9 0fbfe5d 0fcef99 
0fc9a49 0fbf892 0fd2398 
0fcf11d 0fc4beb 0fdc5ec 
0fd2741 0fc862c 0fdc2c5 
0fcf0ff 0fc55e4 0fd4d61 
0fc9788 0fbfc1a 0fced82 
0fc976f 0fbf59e 0fd21c7 
0fcee1a 0fc48c7 0fdc3ec 
0fd2449 0fc830b 0fdc070 
0fcedb4 0fc527b 0fd4a32 
0fc93f6 0fbf878 0fcea17 
0fc9360 0fbf191 0fd1f49 
0fce981 0fc4435 0fdc124 
0fd203a 0fc7f02 0fdbdb6 
0fcea74 0fc4f42 0fd4740 
0fc90b5 0fbf531 0fce6e4 
0fc8fd7 0fbedfa 0fd1dfe 
0fce699 0fc413e 0fdc1ef 
0fd1dbc 0fc7c80 0fdbdd6 
0fce7ee 0fc4cda 0fd4538 
0fc8dc6 0fbf286 0fce400 
0fc8cb2 0fbeb28 0fd1aa2 
0fce388 0fc3e69 0fdbd5d 
0fd1acc 0fc79bb 0fdbb19 
0fce531 0fc4a59 0fd4285 
0fc8b1d 0fbf017 0fce11f 
0fc8a52 0fbe8f7 0fd189d 
0fce187 0fc3c8f 0fdbcc2 
0fd1a0b 0fc790e 0fdb96d 
0fce4b9 0fc49ec 0fd41e0 
0fc8b42 0fbf05d 0fce13b 
0fc8a2d 0fbe8fa 0fd1768 
0fce12a 0fc3c57 0fdbc99 
0fd19d1 0fc78fb 0fdba10 
0fce49a 0fc49d1 0fd41b8 
0fc8a91 0fbef86 0fce016 
0fc8953 0fbe7f8 0fd1367 
0fce0ae 0fc3bce 0fdb648 
0fd19c5 0fc78f7 0fdb682 
0fce54d 0fc4aa6 0fd4193 
0fc8bc1 0fbf0d8 0fce0d1 
0fc8af5 0fbe9a9 0fd12bd 
0fce2fe 0fc3e0d 0fdb6ed 
0fd1cc9 0fc7bdc 0fdb76a 
0fce8b8 0fc4e00 0fd4433 
0fc8f5f 0fbf49b 0fce417 
0fc8e8f 0fbed7e 0fd11e9 
0fce6fa 0fc4248 0fdb569 
0fd20d6 0fc802f 0fdb889 
0fced7e 0fc52fe 0fd4861 
0fc946b 0fbf9bd 0fce8ed 
0fc935d 0fbf23d 0fd12df 
0fceba2 0fc46d1 0fdb3e6 
0fd2543 0fc8478 0fdb8ee 
0fcf188 0fc56e0 0fd4bc4 
0fc9777 0fbfcae 0fcebf1 
0fc95d9 0fbf4a9 0fd139b 
0fcedc0 0fc48d3 0fdb5a1 
0fd2817 0fc871b 0fdbc03 
0fcf50f 0fc5a17 0fd4f40 
0fc9b48 0fc003f 0fcefce 
0fc9987 0fbf830 0fd167c 
0fcf103 0fc4c04 0fdb616 
0fd2ad6 0fc89ce 0fdbcfa 
0fcf7e1 0fc5cff 0fd51f3 
0fc9e36 0fc0334 0fcf2a6 
0fc9c47 0fbfaec 0fd16c3 
0fcf39b 0fc4e8c 0fdb470 
0fd2e21 0fc8d0f 0fdbcee 
0fcfbe3 0fc60f7 0fd5564 
0fca25a 0fc0764 0fcf6ba 
0fca083 0fbff47 0fd1668 
0fcf7dd 0fc52f7 0fdb1db 
0fd31d3 0fc90e8 0fdbcdb 
0fcfef7 0fc6439 0fd57b9 
0fca4c7 0fc0a11 0fcf900 
0fca1c0 0fc00c5 0fd1573 
0fcf887 0fc53d9 0fdb0dc 
0fd3253 0fc91a3 0fdbd3f 
0fcfef0 0fc6476 0fd57e6 
0fca3c8 0fc0952 0fcf83e 
0fca043 0fbff70 0fd14a9 
0fcf721 0fc5289 0fdb128 
0fd315a 0fc90b5 0fdbde1 
0fcfe17 0fc639d 0fd5762 
0fca264 0fc07ec 0fcf6f6 
0fc9dd4 0fbfd02 0fd14b2 
0fcf460 0fc4fc8 0fdb2e0 
0fd2e38 0fc8d8a 0fdbd8a 
0fcfa34 0fc5fb4 0fd5429 
0fc9e0f 0fc038a 0fcf304 
0fc9937 0fbf85f 0fd151a 
0fceec6 0fc4a1f 0fdb5a1 
0fd288e 0fc87dd 0fdbe63 
0fcf4d8 0fc5a62 0fd5036 
0fc97d9 0fbfd72 0fced25 
0fc918f 0fbf0d1 0fd0f1e 
0fce670 0fc41d7 0fdaf67 
0fd1fa0 0fc7edd 0fdb830 
0fceb30 0fc50ab 0fd478e 
0fc8e97 0fbf420 0fce48a 
0fc88e2 0fbe818 0fd1100 
0fcdddf 0fc393a 0fdb97e 
0fd17da 0fc7710 0fdbe26 
0fce35b 0fc48e2 0fd435b 
0fc85cf 0fbeb72 0fcdd55 
0fc7f4c 0fbde93 0fd1441 
0fcd482 0fc2ff6 0fdbd43 
0fd0e91 0fc6dcb 0fdbc4d 
0fcd990 0fc3f17 0fd3bb2 
0fc7c13 0fbe1a9 0fcd4c5 
0fc75b1 0fbd4f1 0fd1456 
0fcca35 0fc25a1 0fdc271 
0fd0421 0fc6364 0fdc1d8 
0fcd0db 0fc365b 0fd3847 
0fc7397 0fbd92c 0fccdb6 
0fc6bcb 0fbcb06 0fd14c5 
0fcbfff 0fc1b55 0fdc478 
0fcfa0b 0fc593f 0fdc1f3 
0fcc693 0fc2c0e 0fd31e3 
0fc6964 0fbcf04 0fcc5b3 
0fc61d4 0fbc126 0fd157d 
0fcb632 0fc11a1 0fdc370 
0fcf0bc 0fc5005 0fdbd4d 
0fcbdca 0fc2352 0fd2a61 
0fc611d 0fbc6c9 0fcbdc6 
0fc5a60 0fbb9c2 0fd0fbb 
0fcaf89 0fc0b04 0fdbf1c 
0fcebd9 0fc4b29 0fdba4b 
0fcba77 0fc2010 0fd27f3 
0fc5e6f 0fbc42d 0fcbb58 
0fc58a0 0fbb80d 0fd0ec5 
0fcaf87 0fc0af9 0fdbfda 
0fcec66 0fc4ba5 0fdbbc8 
0fcbb49 0fc20b7 0fd290a 
0fc5fe6 0fbc547 0fcbceb 
0fc5a03 0fbb8d6 0fd1104 
0fcb043 0fc0b02 0fdc179 
0fcecf3 0fc4b7f 0fdbc23 
0fcbbc2 0fc2094 0fd2937 
0fc5f80 0fbc487 0fcbc4f 
0fc58e8 0fbb7a6 0fd0e07 
0fcaf1c 0fc09e8 0fdbd68 
0fcec8b 0fc4b39 0fdb95e 
0fcbbce 0fc20ec 0fd27c2 
0fc5f26 0fbc493 0fcbaa9 
0fc5887 0fbb7ac 0fd0874 
0fcaf7d 0fc0a9e 0fdb6ea 
0fced92 0fc4c72 0fdb3b0 
0fcbd9f 0fc22d0 0fd26fc 
0fc6362 0fbc8bd 0fcbd18 
0fc5e2b 0fbbcff 0fd0614 
0fcb59d 0fc1033 0fdb655 
0fcf49e 0fc52d0 0fdb663 
0fcc5dd 0fc2a51 0fd2d44 
0fc6baa 0fbd042 0fcc473 
0fc6600 0fbc43a 0fd077a 
0fcbda0 0fc17db 0fdb50b 
0fcfca0 0fc5ab6 0fdb6df 
0fccdaa 0fc3274 0fd3275 
0fc731c 0fbd83f 0fcca53 
0fc6ca5 0fbcb83 0fd0552 
0fcc288 0fc1d56 0fdb136 
0fd009f 0fc5f21 0fdb4c3 
0fcd1d8 0fc36b0 0fd34d4 
0fc75fc 0fbdb25 0fcccbe 
0fc6e3a 0fbcd23 0fd0418 
0fcc3ea 0fc1ec8 0fdb056 
0fd0259 0fc60e6 0fdb636 
0fcd365 0fc3842 0fd36aa 
0fc77a1 0fbdcc0 0fcce6b 
0fc700f 0fbcedc 0fd0649 
0fcc57e 0fc2038 0fdb371 
0fd0414 0fc6275 0fdb899 
0fcd522 0fc39dc 0fd384c 
0fc7945 0fbde5f 0fcd04f 
0fc713f 0fbd01d 0fd08ad 
0fcc68e 0fc215a 0fdb5ae 
0fd04f5 0fc6367 0fdbbaf 
0fcd631 0fc3b01 0fd3a8e 
0fc79b6 0fbdee2 0fcd109 
0fc7082 0fbcf6f 0fd0a17 
0fcc516 0fc1fff 0fdb834 
0fd02ef 0fc6187 0fdbd87 
0fcd30a 0fc3800 0fd38bf 
0fc754e 0fbdab2 0fccd87 
0fc6b23 0fbca57 0fd08a6 
0fcbe8e 0fc19b1 0fdb72c 
