0fb658b 0007a47 0fa9613 
0fcec5b 000bfbe 0fc2e51 
0fd05a4 0001c9e 0fc3b00 
0fc5e72 00173b1 0fb8dbb 
0fbddc7 001f614 0fb14df 
0fc3323 001c7b1 0fb7605 
0fce661 000c225 0fc2856 
0fcff54 0001af0 0fc34e6 
0fc58b6 00177b5 0fb8837 
0fbd784 001fc31 0fb0eba 
0fc2bdb 001ce9f 0fb6ee2 
0fcdffe 000c529 0fc2210 
0fcfbc1 000164a 0fc3144 
0fc5628 00178dc 0fb85a4 
0fbd489 001ff70 0fb0ba8 
0fc2817 001d235 0fb6afc 
0fcdc61 000c087 0fc1e64 
0fcf966 00005e8 0fc2ede 
0fc5554 0017610 0fb84c2 
0fbd3d0 0020085 0fb0ad0 
0fc26f7 001d306 0fb69bc 
0fcdbcb 000ab99 0fc1dbc 
0fcfa08 0ffd69a 0fc2f8a 
0fc574f 00169fe 0fb8698 
0fbd63d 001ff69 0fb0d0a 
0fc290d 001d0a2 0fb6b98 
0fcde3d 0008c53 0fc2021 
0fcfddc 0ffa076 0fc33eb 
0fc5d55 0015456 0fb8ca3 
0fbdc41 001fa71 0fb131f 
0fc2e59 001c90e 0fb710e 
0fce452 0005d13 0fc268a 
0fd05d8 0ff6236 0fc3c67 
0fc6809 0012f85 0fb9766 
0fbe7f9 001f0ee 0fb1eca 
0fc3a78 001b825 0fb7d03 
0fcf183 0001e99 0fc33d7 
0fd151a 0ff21f4 0fc4c1a 
0fc788a 000f222 0fba80e 
0fbf89b 001e1fd 0fb2f90 
0fc4b3d 0019bfe 0fb8de5 
0fd02ed 0ffd688 0fc455d 
0fd276f 0fef1e8 0fc5ea1 
0fc8c81 000a55f 0fbbbe4 
0fc0cd5 001cda5 0fb43a9 
0fc5f0b 001744a 0fba1a3 
0fd16d5 0ff8d77 0fc5987 
0fd3d3a 0fed1bc 0fc74d6 
0fca3e5 0004d64 0fbd3a5 
0fc23d9 001b27a 0fb5b04 
0fc75f6 0013ed1 0fbb8cd 
0fd2ec9 0ff484e 0fc71ea 
0fd574e 0febc39 0fc8f54 
0fcbf9f 0ffe58d 0fbef9f 
0fc4109 0018829 0fb784f 
0fc9488 000ec7a 0fbd776 
0fd4ee9 0ff0902 0fc9257 
0fd7974 0feb287 0fcb1b7 
0fce353 0ff7030 0fc136d 
0fc64e8 0013d7c 0fb9c15 
0fcb84b 000742b 0fbfb2e 
0fd736c 0fed459 0fcb71e 
0fd9fff 0feae30 0fcd860 
0fd0baf 0fefcd3 0fc3bfb 
0fc8f48 0009b00 0fbc5ef 
0fce3d5 0ffc343 0fc26a5 
0fda08d 0feb465 0fce4b7 
0fdcfa3 0fead21 0fd0880 
0fd3d0d 0feb0d0 0fc6df4 
0fcc204 0fef4fc 0fbf8fb 
0fd1751 0fed345 0fc5a6c 
0fdd653 0feaaee 0fd1a81 
0fe0849 0feaaab 0fd412a 
0fd7919 0feab1c 0fcaa26 
0fd0038 0feab05 0fc3810 
0fd58ab 0feaa82 0fc9c70 
0fe1bdf 0feaa3f 0fd6042 
0fe5124 0feab12 0fd8a1c 
0fdc23f 0feac1a 0fcf367 
0fd46b1 0feac10 0fc7e66 
0fd99a9 0feabc4 0fcdd34 
0fe5537 0feab8d 0fd992e 
0fe82ec 0feac9b 0fdbb6b 
0fded82 0feae47 0fd1e34 
0fd6b69 0feaf49 0fca2ac 
0fdb82b 0feaf0c 0fcfb4d 
0fe7089 0feaf17 0fdb454 
0fe9db3 0feb04d 0fdd62b 
0fe0a8d 0feb1f6 0fd3b67 
0fd8cbd 0feb2cb 0fcc452 
0fddffd 0feb27e 0fd23a2 
0fe9f96 0feb2ea 0fde3cd 
0fed294 0feb4ff 0fe0b52 
0fe4273 0feb7ad 0fd7379 
0fdc3d0 0feb882 0fcfb66 
0fe13ea 0feb8a7 0fd574e 
0fecfb9 0feb965 0fe1392 
0ff004d 0febc3c 0fe38c0 
0fe6d35 0febf4f 0fd9e05 
0fdeb0b 0fec0df 0fd2273 
0fe3698 0fec126 0fd79b2 
0feee2e 0fec22d 0fe31a2 
0ff1a00 0fec4cf 0fe51f7 
0fe8271 0fec824 0fdb2da 
0fdfbbb 0fec9db 0fd32e8 
0fe4349 0feca5a 0fd860c 
0fef820 0fecb5a 0fe3b65 
0ff223f 0fece2b 0fe5a24 
0fe8801 0fed12f 0fdb862 
0fdfde2 0fed30a 0fd3511 
0fe418f 0fed37d 0fd8445 
0fef3cd 0fed495 0fe370f 
0ff1cf4 0fed7ad 0fe54ec 
0fe81bb 0fedaa7 0fdb210 
0fdf5dd 0fedbe4 0fd2cc7 
0fe3864 0fedc3f 0fd7b33 
0feeaf4 0fedd50 0fe2e6e 
0ff14fd 0fedfd7 0fe4d1b 
0fe7b02 0fee2eb 0fdab44 
0fdef16 0fee49e 0fd25bc 
0fe30a1 0fee519 0fd732a 
0fee2ed 0fee5c2 0fe263f 
0ff0eb0 0fee82e 0fe46ce 
0fe75a8 0feeb12 0fda60a 
0fde909 0feec7a 0fd1fd8 
0fe2a27 0feecf8 0fd6ccc 
0fedcf2 0feed75 0fe2070 
0ff09dc 0feefc2 0fe421e 
0fe7132 0fef259 0fda18b 
0fde2d7 0fef317 0fd197d 
0fe227c 0fef39d 0fd651e 
0fed524 0fef458 0fe18ac 
0ff02b8 0fef6d9 0fe3b04 
0fe6a15 0fef9c8 0fd9a81 
0fdda24 0fefa9c 0fd10b7 
0fe1730 0fefaa7 0fd59b6 
0fec949 0fefb5a 0fe0cd8 
0fef777 0fefdae 0fe2fd4 
0fe5eec 0ff0066 0fd8f42 
0fdcd84 0ff0121 0fd0404 
0fe087b 0ff00ca 0fd4b01 
0feba0d 0ff0129 0fdfdd2 
0fee93f 0ff0356 0fe21f0 
0fe511d 0ff05dc 0fd81a0 
0fdbf0b 0ff0680 0fcf57c 
0fdf9d4 0ff0688 0fd3c4d 
0feabcc 0ff069f 0fdefa0 
0fedc7f 0ff0892 0fe1543 
0fe4583 0ff0b1e 0fd761b 
0fdb356 0ff0c1c 0fce9d7 
0fdecf2 0ff0bea 0fd2f81 
0fe9ee2 0ff0beb 0fde2d8 
0fed08c 0ff0d82 0fe096a 
0fe3a35 0ff0fb4 0fd6ac4 
0fda75e 0ff109e 0fcddc4 
0fddfc3 0ff1049 0fd2248 
0fe91cf 0ff104c 0fdd5d6 
0fec417 0ff116c 0fdfd1a 
0fe2dcd 0ff132d 0fd5e6e 
0fd9970 0ff139e 0fccfd7 
0fdd056 0ff134e 0fd12c2 
0fe8251 0ff13bc 0fdc658 
0feb5a1 0ff14d8 0fdeea9 
0fe1fe1 0ff1675 0fd5065 
0fd8a34 0ff16bc 0fcc05b 
0fdbed9 0ff15fd 0fd0123 
0fe6fd1 0ff15d1 0fdb3db 
0fea3df 0ff1710 0fddcf3 
0fe0df5 0ff185d 0fd3e6f 
0fd776f 0ff1941 0fcad7d 
0fdaa8c 0ff18fa 0fcecc4 
0fe5a5b 0ff1829 0fd9e70 
0fe8e67 0ff1874 0fdc7ac 
0fdf895 0ff1963 0fd2937 
0fd606c 0ff1997 0fc9698 
0fd91e9 0ff18cf 0fcd447 
0fe4213 0ff187e 0fd8667 
0fe77e3 0ff1961 0fdb159 
0fde338 0ff1a7d 0fd13ed 
0fd4aca 0ff1a61 0fc80b6 
0fd7b01 0ff192b 0fcbd24 
0fe2ae7 0ff1860 0fd6f14 
0fe6205 0ff18eb 0fd9b57 
0fdceb2 0ff19f1 0fcff3e 
0fd3602 0ff19af 0fc6ba6 
0fd6564 0ff1873 0fca759 
0fe15a5 0ff17cd 0fd59df 
0fe4e17 0ff1810 0fd8793 
0fdbbaa 0ff18ab 0fcec4c 
0fd2285 0ff24b7 0fc57d5 
0fd5175 0ff26b8 0fc92dc 
0fe011c 0ff169e 0fd453f 
0fe3af0 0ff16f8 0fd745f 
0fda97a 0ff1a8f 0fcd9ee 
0fd1020 0ff8506 0fc44d2 
0fd3cbd 0ff77a4 0fc7daa 
0fdeb38 0ff15f1 0fd2f56 
0fe25e2 0ff1465 0fd5f4e 
0fd951c 0ff2288 0fcc56f 
0fcfacd 000047f 0fc2f79 
0fd2622 0ffe9d6 0fc6708 
0fdd504 0ff1ab1 0fd191f 
0fe1083 0ff12cf 0fd4a3e 
0fd80ab 0ff3015 0fcb12f 
0fce5b3 0005354 0fc1aa6 
0fd103e 000371c 0fc5134 
0fdbfa8 0ff25df 0fd0399 
0fdfc49 0ff10b0 0fd35de 
0fd6d6b 0ff408f 0fc9da8 
0fcd1a4 0008c03 0fc069e 
0fcfb12 00075de 0fc3c25 
0fdaa72 0ff342d 0fcee6e 
0fde90e 0ff0cfd 0fd22de 
0fd5c58 0ff52c6 0fc8ca9 
0fcc0b7 000b74e 0fbf5af 
0fce97a 000a30a 0fc2a87 
0fd98ed 0ff449a 0fcdcc0 
0fdd844 0ff09ff 0fd120d 
0fd4c31 0ff66ee 0fc7c66 
0fcb02c 000dba9 0fbe4fd 
0fcd784 000c87d 0fc1895 
0fd86ae 0ff55c2 0fccab9 
0fdc793 0ff0671 0fd01c0 
0fd3c81 0ff7bfa 0fc6cb8 
0fca067 000f9d5 0fbd52f 
0fcc731 000e948 0fc0805 
0fd764f 0ff6ada 0fcb9e9 
0fdb7d7 0ff035e 0fcf176 
0fd2e1c 0ff9231 0fc5df8 
0fc913c 0011496 0fbc5c2 
0fcb67a 00106c7 0fbf713 
0fd65c6 0ff815d 0fca916 
0fda8c2 0ff004c 0fce1f8 
0fd1f8d 0ffa6a0 0fc4edc 
0fc8220 0012c8f 0fbb5d2 
0fca641 0012258 0fbe5f4 
0fd5577 0ff99b9 0fc9812 
0fd9985 0fefc65 0fcd261 
0fd11e4 0ffb98c 0fc4108 
0fc74cc 001405b 0fba8a0 
0fc9887 001375a 0fbd88a 
0fd472b 0ffafef 0fc8a2c 
0fd8c12 0fefaa3 0fcc559 
0fd054c 0ffce56 0fc34c0 
0fc67f2 0015285 0fb9c00 
0fc8a95 0014a92 0fbcade 
0fd399b 0ffc5a3 0fc7d0f 
0fd7fdb 0fef9f4 0fcb9e1 
0fcf9fa 0ffe0c9 0fc2a71 
0fc5c2f 00161c3 0fb90ef 
0fc7e1b 0015b92 0fbbe1d 
0fd2d2e 0ffda8f 0fc7017 
0fd74c3 0fef8ec 0fcaded 
0fcf041 0fff2bf 0fc1f64 
0fc5197 00170cd 0fb853a 
0fc723f 0016b15 0fbb1fd 
0fd2192 0ffeeb3 0fc6455 
0fd69f9 0fef848 0fca333 
0fce65b 000020b 0fc159d 
0fc4761 0017d87 0fb7b10 
0fc66c9 001796e 0fba68e 
0fd164f 000021a 0fc5916 
0fd6099 0fef894 0fc99db 
0fcde19 0000f4c 0fc0d69 
0fc3f3e 00187d3 0fb72e6 
0fc5da2 00184c8 0fb9d5c 
0fd0c40 00013e6 0fc4f21 
0fd5743 0fef8e7 0fc90a8 
0fcd569 0001c78 0fc04cb 
0fc35df 00192df 0fb698b 
0fc536f 00190a6 0fb932f 
0fd01c3 0002588 0fc44a1 
0fd4d74 0fef905 0fc86da 
0fccce3 0002936 0fbfc3d 
0fc2d1a 0019d14 0fb60c0 
0fc49cb 0019ba4 0fb8986 
0fcf80e 0003713 0fc3b02 
0fd4548 0fefac5 0fc7ed6 
0fcc58d 0003540 0fbf505 
0fc2512 001a656 0fb58af 
0fc4061 001a663 0fb7fff 
0fcee55 00048c1 0fc3127 
0fd3bdf 0fefc49 0fc7555 
0fcbc63 0004296 0fbebd1 
0fc1c2a 001b089 0fb4fb9 
0fc36f6 001b129 0fb767d 
0fce506 0005ca9 0fc27c8 
0fd3378 0ff0094 0fc6cd9 
0fcb4bb 000519f 0fbe40a 
0fc1330 001baa2 0fb467d 
0fc2c20 001bcce 0fb6b69 
0fcd9d1 00073ad 0fc1c6d 
0fd299e 0ff06ec 0fc62d2 
0fcaba7 0006378 0fbdad5 
0fc0a0d 001c4fc 0fb3d3f 
0fc21e0 001c7b7 0fb6126 
0fccf92 0008b25 0fc125f 
0fd209d 0ff0f4b 0fc5a01 
0fca3bb 0007561 0fbd302 
0fc010f 001cee5 0fb3459 
0fc1740 001d2ae 0fb56a9 
0fcc48c 000a211 0fc0771 
0fd1707 0ff191a 0fc506d 
0fc9ac6 0008943 0fbca19 
0fbf82b 001d8c4 0fb2b67 
0fc0e25 001dc3f 0fb4d70 
0fcbbe5 000b681 0fbfe9a 
0fd0e5f 0ff2544 0fc4778 
0fc91a8 0009ffc 0fbc0dd 
0fbeec4 001e2f6 0fb2204 
0fc0377 001e718 0fb42e3 
0fcb0d7 000cd58 0fbf3b2 
0fd04f3 0ff339b 0fc3df9 
0fc894f 000b43f 0fbb8c6 
0fbe59f 001ecea 0fb1914 
0fbfa6e 001f069 0fb39ec 
0fca807 000e2b8 0fbeb04 
0fcfdd8 0ff4221 0fc3699 
0fc82d6 000c2f0 0fbb256 
0fbdf9e 001f405 0fb1309 
0fbf431 001f730 0fb33a0 
0fca22f 000eed2 0fbe54a 
0fcf8f9 0ff482d 0fc3269 
0fc801e 000c812 0fbaf9a 
0fbdc52 001f849 0fb0f8e 
0fbefbf 001fc42 0fb2f02 
0fc9e08 000f353 0fbe10b 
0fcf58f 0ff43e6 0fc2f0a 
0fc7df7 000c346 0fbad75 
0fbda92 001facd 0fb0dca 
0fbedbb 001fee3 0fb2cfe 
0fc9c18 000eccc 0fbdf29 
0fcf5c4 0ff347b 0fc2f65 
0fc7fd4 000b322 0fbaf69 
0fbdc45 001f95e 0fb0f7e 
0fbee4d 001fea8 0fb2d8f 
0fc9cce 000dc71 0fbdff2 
0fcf754 0ff1beb 0fc312b 
0fc82ff 00096f2 0fbb294 
0fbdfd5 001f57a 0fb1305 
0fbf16d 001fbab 0fb30bf 
0fca026 000c57e 0fbe349 
0fcfca5 0ff0289 0fc361d 
0fc88b9 000725f 0fbb853 
0fbe59b 001ee05 0fb18c7 
0fbf633 001f65b 0fb355f 
0fca4ab 000a82e 0fbe7ce 
0fd01cf 0fee89a 0fc3b6c 
0fc8f1a 0004837 0fbbea8 
0fbeb36 001e583 0fb1e4e 
0fbfb16 001f02e 0fb3a38 
0fca9f7 0008460 0fbed18 
0fd081a 0fed070 0fc421d 
0fc9734 0001b08 0fbc6e1 
0fbf38f 001d852 0fb26a2 
0fc0247 001e658 0fb416b 
0fcb0ee 0005b29 0fbf405 
0fd10ae 0febbb9 0fc4afc 
0fca0e2 0ffe993 0fbd0ba 
0fbfc88 001c746 0fb2f90 
0fc0a3f 001da22 0fb4966 
0fcb931 0002fba 0fbfc84 
0fd1983 0feaa5d 0fc542b 
0fcaa41 0ffb7cc 0fbda40 
0fc060d 001b25c 0fb3915 
0fc132e 001cb84 0fb5258 
0fcc1cc 00005b6 0fc054d 
0fd22e8 0fe9de5 0fc5dc2 
0fcb4b7 0ff8aa4 0fbe4d7 
0fc0fc5 0019b26 0fb42d8 
0fc1b25 001bc48 0fb5a5c 
0fcc93b 0ffdd4e 0fc0ccd 
0fd2b4b 0fe93cb 0fc6652 
0fcbdfe 0ff6109 0fbee32 
0fc193c 0018176 0fb4c2a 
0fc241f 001a9d7 0fb632d 
0fcd220 0ffb496 0fc159f 
0fd351e 0fe8d28 0fc701c 
0fcc85f 0ff39e2 0fbf89b 
0fc2316 0016377 0fb55f8 
0fc2c6e 00195a1 0fb6b70 
0fcd9ca 0ff8e0d 0fc1d61 
0fd3d67 0fe874a 0fc78b1 
0fcd117 0ff1621 0fc0189 
0fc2b6d 0014240 0fb5e5c 
0fc3424 0017ff3 0fb7340 
0fce1e4 0ff6a51 0fc25a8 
0fd4639 0fe82fc 0fc81a3 
0fcda76 0fef857 0fc0afd 
0fc3433 0011ef5 0fb66f8 
0fc3b54 001690f 0fb7a4f 
0fce8ba 0ff499d 0fc2c77 
0fd4def 0fe7f94 0fc8949 
0fce303 0fedf7c 0fc1365 
0fc3c39 000fa92 0fb6eb5 
0fc422c 00150a2 0fb80d8 
0fcee58 0ff2c0b 0fc31db 
0fd543a 0fe7c57 0fc8f85 
0fce9ba 0fec8f6 0fc1a32 
0fc42b0 000d442 0fb7533 
0fc46c8 0013894 0fb8589 
0fcf2e1 0ff1355 0fc36b8 
0fd5985 0fe7980 0fc9512 
0fceff8 0feb7ea 0fc208b 
0fc47f5 000b13d 0fb7a3e 
0fc4acb 00122d7 0fb892a 
0fcf61d 0ff00cb 0fc39b9 
0fd5d63 0fe771d 0fc98cd 
0fcf47c 0feab4f 0fc24f2 
0fc4b6c 000945b 0fb7d88 
0fc4d62 0010ec4 0fb8b91 
0fcf83c 0fef1b5 0fc3bbc 
0fd60da 0fe74f3 0fc9c28 
0fcf95b 0fea105 0fc29a1 
0fc4fb0 00078ab 0fb8191 
0fc4ff1 000f780 0fb8df4 
0fcfae6 0fee0e3 0fc3e73 
0fd6504 0fe71b2 0fca076 
0fcfef4 0fe9407 0fc2f69 
0fc568b 0004ffc 0fb8855 
0fc563b 000d394 0fb940d 
0fd00d4 0fecddc 0fc445a 
0fd6bb4 0fe7059 0fca728 
0fd057a 0fe8ab4 0fc35ee 
0fc5b90 0002906 0fb8d2f 
0fc5974 000b3e8 0fb9710 
0fd0309 0febf55 0fc468b 
0fd6e43 0fe6e62 0fca9b3 
0fd07c8 0fe84d4 0fc3839 
0fc5ccb 000127b 0fb8e60 
0fc597d 000a68e 0fb96fd 
0fd021d 0feba0f 0fc45ad 
0fd6e29 0fe6cfa 0fca9b8 
0fd0919 0fe81f9 0fc39a3 
0fc5d7e 000058d 0fb8efb 
0fc58a7 0009dcb 0fb9614 
0fd0164 0feb5ee 0fc4506 
0fd6e3e 0fe6ae2 0fcaa07 
0fd0a0e 0fe7d61 0fc3ac5 
0fc5e6c 0fff389 0fb8ffa 
0fc58e0 0008eec 0fb9638 
0fd00f1 0feaf9a 0fc44af 
0fd6ec1 0fe6883 0fcaa98 
0fd0ae0 0fe786f 0fc3b99 
0fc5ec9 0ffe14f 0fb9039 
0fc5762 00083cc 0fb949d 
0fcfe3d 0feab64 0fc4216 
0fd6cdc 0fe66c8 0fca8cf 
0fd09cb 0fe7728 0fc3a89 
0fc5c55 0ffe2a3 0fb8daf 
0fc534b 0008e38 0fb905a 
0fcfa1e 0feae79 0fc3dc8 
0fd6943 0fe6533 0fca521 
0fd069e 0fe75f3 0fc3753 
0fc587f 0ffea1d 0fb89e2 
0fc4e5c 0009d8b 0fb8ba6 
0fcf513 0feb239 0fc38fd 
0fd65ba 0fe631a 0fca1e3 
0fd046f 0fe74bf 0fc3551 
0fc5584 0ffede8 0fb86ef 
0fc4a39 000a78e 0fb877c 
0fcf08f 0feb498 0fc3468 
0fd6143 0fe60e1 0fc9d5e 
0fcffc1 0fe746e 0fc30a2 
0fc4fd3 0fffeaf 0fb8146 
0fc42bc 000c458 0fb8014 
0fce7b6 0febf22 0fc2ba2 
0fd581f 0fe5e22 0fc945c 
0fcf73a 0fe76e3 0fc2808 
0fc46d2 0002042 0fb780b 
0fc386f 000ef45 0fb7594 
0fcddc0 0fed2ee 0fc215e 
0fd502a 0fe5de8 0fc8c45 
0fcf029 0fe7bcf 0fc20e4 
0fc3f07 0003f23 0fb7051 
0fc2f5c 001115b 0fb6cad 
0fcd51b 0fee3ff 0fc18d4 
0fd4950 0fe5bde 0fc858b 
0fceb0a 0fe7d85 0fc1bca 
0fc3a39 000501f 0fb6b66 
0fc2973 00125c4 0fb66b8 
0fcce93 0feefa7 0fc1237 
0fd4305 0fe5974 0fc7f34 
0fce4d2 0fe7f9c 0fc1574 
0fc32da 0006445 0fb63e3 
0fc2028 0014351 0fb5d46 
0fcc39f 0ff051a 0fc06fe 
0fd3783 0fe57b2 0fc738f 
0fcd95f 0fe8976 0fc09e2 
0fc260e 0008f07 0fb5711 
0fc11a5 0016edd 0fb4edc 
0fcb4bd 0ff2c62 0fbf84c 
0fd29c4 0fe5684 0fc6619 
0fcccb2 0fe978b 0fbfd6f 
0fc18e7 000bedf 0fb4a03 
0fc0375 0019398 0fb40c8 
0fca768 0ff54dd 0fbeae0 
0fd1dc5 0fe5559 0fc5a08 
0fcc21f 0fea239 0fbf2b5 
0fc0efc 000e0af 0fb3fda 
0fbf939 001ac7a 0fb3653 
0fc9cda 0ff7598 0fbe028 
0fd1466 0fe54bb 0fc507a 
0fcb948 0fead13 0fbe9c1 
0fc0506 000fe93 0fb35d9 
0fbecb0 001c569 0fb29be 
0fc8f59 0ff9bc2 0fbd295 
0fd0798 0fe551c 0fc4388 
0fcad14 0febf95 0fbdd68 
0fbf733 0012675 0fb27e3 
0fbdd59 001e1b9 0fb1a35 
0fc7f47 0ffcfe4 0fbc266 
0fcf730 0fe56f8 0fc3356 
0fc9de4 0fed8ed 0fbce51 
0fbe8b1 0015292 0fb1959 
0fbcdcf 001fb98 0fb0a84 
0fc6f3e 000067a 0fbb23d 
0fce88f 0fe5b6e 0fc24a3 
0fc90f6 0fef462 0fbc139 
0fbdb6d 001783a 0fb0bfb 
0fbbef9 00211c1 0fafbba 
0fc5f7b 0003c01 0fba2a6 
0fcda3d 0fe6228 0fc1683 
0fc8324 0ff1248 0fbb382 
0fbcc54 0019bb5 0fafd06 
0fbae7f 002278c 0faeb45 
0fc4dd5 0007b17 0fb911a 
0fcc884 0fe6f70 0fc04dc 
0fc71cb 0ff3fa1 0fba240 
0fbba11 001c5ab 0faeadf 
0fb9ab9 0023ead 0fad77e 
0fc39b7 000c501 0fb7cec 
0fcb56b 0fe878d 0fbf1b2 
0fc6036 0ff7887 0fb9093 
0fba8b1 001ee65 0fad952 
0fb87bc 00253c3 0fac44b 
0fc2664 0011144 0fb696f 
0fca379 0fead71 0fbdf5e 
0fc4f7a 0ffbaf4 0fb7f77 
0fb97a9 002132d 0fac821 
0fb75c4 0026673 0fab224 
0fc1393 0015820 0fb569c 
0fc917b 0fee288 0fbcd42 
0fc3dd6 00006a0 0fb6ddb 
0fb8538 0023473 0fab5ba 
0fb617e 0027a3e 0fa9dd5 
0fbfe0f 001a294 0fb4138 
0fc7d1e 0ff425b 0fbb87e 
0fc29b3 0006adf 0fb5993 
0fb6fc1 0025641 0faa03a 
0fb4a53 0029056 0fa8687 
0fbe590 001ef1f 0fb28c4 
0fc64e1 000113e 0fb9fa5 
0fc122e 0010593 0fb419f 
0fb5866 0027627 0fa88ad 
0fb31b3 002a810 0fa6da0 
0fbcbea 0022c05 0fb0f15 
0fc4d0f 000e791 0fb87f6 
0fbfbb6 0018829 0fb2b63 
0fb419a 00290d4 0fa71ed 
0fb1a07 002bf4a 0fa55f2 
0fbb3f7 002577c 0faf741 
0fc3522 0019c9d 0fb708d 
0fbe548 001ed59 0fb1548 
0fb2baf 002a7b8 0fa5bc6 
0fb02c1 002d5ee 0fa3e53 
0fb9ba8 00273b5 0fadef7 
0fc1cca 0020d93 0fb5924 
0fbce1b 00237e3 0fafeba 
0fb152a 002be3d 0fa4549 
0faeb20 002ed0e 0fa26b4 
0fb8310 0028b8f 0fac638 
0fc04bc 00226cc 0fb412a 
0fbb6f7 002503f 0fae791 
0fafe41 002d514 0fa2e29 
0fad295 00304e5 0fa0dfc 
0fb697e 002a433 0faac82 
0fbea77 0024087 0fb26f2 
0fb9e4d 00268c0 0facf04 
0fae578 002ed80 0fa155e 
0fab856 0031e76 0f9f3a5 
0fb4e49 002bea9 0fa9130 
0fbd0ad 00259e7 0fb0d10 
0fb85b7 0028150 0fab63c 
0facc65 0030695 0f9fc10 
0fa9d8f 00338d0 0f9d8b3 
0fb324b 002da12 0fa752a 
0fbb589 00274eb 0faf1f3 
0fb6bd8 0029b70 0fa9c61 
0fab254 00320a9 0f9e207 
0fa82a3 0035353 0f9bdb1 
0fb16e1 002f4f0 0fa599e 
0fb9b6c 0028eb6 0fad7c8 
0fb537f 002b3cb 0fa83f5 
0fa9a3c 00338b3 0f9c9cd 
0fa68c8 0036cbc 0f9a3c7 
0fafc91 0030eb8 0fa3f4a 
0fb8114 002a8c9 0fabd69 
0fb3995 002cdcc 0fa69f1 
0fa8040 00352b8 0f9afb4 
0fa4e09 0038725 0f988d5 
0fae0dc 00329e1 0fa2374 
0fb66ab 002c2fc 0faa2f2 
0fb20a6 002e6f8 0fa5104 
0fa677b 0036bca 0f996de 
0fa3477 003a0d2 0f96f24 
0fac6e5 00343f3 0fa0985 
0fb4dd9 002dc5d 0fa8a26 
0fb09e1 002fecb 0fa3a39 
0fa515d 00382d5 0f980b7 
0fa1e96 003b745 0f9591d 
0fab1a7 00359c7 0f9f420 
0fb3a2b 002f0ec 0fa766d 
0faf7c8 00311f3 0fa2860 
0fa3fe7 003954b 0f96f7d 
0fa0be4 003ca97 0f946a9 
0fa9e09 0036dd2 0f9e0b9 
0fb285e 0030357 0fa6481 
0fae7d6 00322f6 0fa1856 
0fa3092 003a5bb 0f96015 
0f9fc03 003db1a 0f936a9 
0fa8e1a 0037e3e 0f9d0d4 
0fb1926 0031387 0fa55d1 
0fadb1c 00330f8 0fa0bfa 
0fa24cb 003b2a0 0f9545a 
0f9ef24 003e8bc 0f929b1 
0fa8042 0038c9f 0f9c2e8 
0fb0bb6 00321bb 0fa488d 
0facf17 0033e21 0fa0027 
0fa192a 003bf67 0f948cf 
0f9e2cc 003f5e1 0f91d78 
0fa73ed 003998e 0f9b6bd 
0fb012d 0032cfe 0fa3e23 
0fac64b 00347f1 0f9f769 
0fa10de 003c8a9 0f9407f 
0f9daf0 003fe77 0f91594 
0fa6cec 003a162 0f9afb4 
0fafb99 00333f2 0fa388b 
0fac2b2 0034d53 0f9f3d8 
0fa0ebd 003cc78 0f93e62 
0f9d846 0040253 0f912ef 
0fa69f9 003a543 0f9acee 
0faf9c6 00336d0 0fa3700 
0fac282 0034ed1 0f9f3d9 
0fa0f5a 003cd2c 0f93eff 
0f9d7b9 00403e5 0f91240 
0fa6843 003a7e2 0f9ab1a 
0faf93e 003388c 0fa366b 
0fac39f 0034f31 0f9f4f7 
0fa10b3 003ccf2 0f94065 
0f9d7f1 004044c 0f91284 
0fa67c2 003a8b7 0f9aab5 
0faf994 00338cd 0fa36f3 
0fac545 0034e61 0f9f6d7 
0fa1211 003cc6a 0f941da 
0f9d82f 0040477 0f912da 
0fa67a9 003a90f 0f9aad2 
0fafa3e 00338a2 0fa37e1 
0fac796 0034cf7 0f9f95c 
0fa1556 003ca0f 0f94542 
0f9db77 00401c7 0f91633 
0fa6b00 003a638 0f9ae36 
0fafe5f 0033550 0fa3c29 
0faccfb 00348b2 0f9fee8 
0fa1b2f 003c547 0f94b1b 
0f9e09c 003fd66 0f91b40 
0fa6f9a 003a239 0f9b2bc 
0fb0364 0033120 0fa411f 
0fad324 0034398 0fa0502 
0fa2106 003c040 0f950c6 
0f9e566 003f8f6 0f91fe3 
0fa7334 0039ec4 0f9b63b 
0fb075f 0032d70 0fa4512 
0fad7c4 0033f82 0fa099b 
0fa257c 003bc5a 0f95531 
0f9e843 003f655 0f922ac 
0fa7528 0039ce5 0f9b834 
0fb0a18 0032afc 0fa47e9 
0fadb9b 0033c44 0fa0d90 
0fa29d8 003b881 0f959ac 
0f9eb8d 003f339 0f9260d 
0fa77ec 0039a38 0f9bb1a 
0fb0dc7 00327b6 0fa4bbd 
0fae0c4 00337cb 0fa12d3 
0fa2f76 003b3a7 0f95f3e 
0f9f113 003ee39 0f92b7a 
0fa7d6e 003950e 0f9c092 
0fb1410 00321ed 0fa5213 
0fae7fd 0033147 0fa1a09 
0fa3683 003ad29 0f96639 
0f9f6d0 003e8c5 0f9310d 
0fa8245 003906a 0f9c54a 
0fb19b5 0031ce2 0fa57b9 
0faef0f 0032b4d 0fa212d 
0fa3e91 003a623 0f96e3f 
0f9fee8 003e154 0f9391d 
0fa8a15 0038918 0f9cd22 
0fb2246 00314f0 0fa6059 
0faf86f 00322d6 0fa2a83 
