0fc6f7a 0fbc798 0fcbc86 
0fc1e96 0fb7697 0fc6bb8 
0fc701f 0fbc420 0fcbb54 
0fcb139 0fc0864 0fcfe70 
0fc8716 0fbe441 0fcd781 
0fc2b50 0fb8913 0fc7bc6 
0fc1e3f 0fb7640 0fc6b6c 
0fc7071 0fbc469 0fcbba9 
0fcb14b 0fc0873 0fcfe6d 
0fc86da 0fbe400 0fcd727 
0fc2b77 0fb8935 0fc7bc2 
0fc1e41 0fb7638 0fc6b4d 
0fc7059 0fbc44d 0fcbb76 
0fcb135 0fc0856 0fcfe5c 
0fc8719 0fbe448 0fcd77e 
0fc2b22 0fb88f8 0fc7b95 
0fc1d93 0fb759d 0fc6ab7 
0fc6fff 0fbc3fb 0fcbb24 
0fcb141 0fc0867 0fcfe6a 
0fc86b6 0fbe3ed 0fcd720 
0fc2b02 0fb88e3 0fc7b77 
0fc1d9c 0fb75ba 0fc6ad4 
0fc7021 0fbc42a 0fcbb5f 
0fcb189 0fc08c4 0fcfeb7 
0fc877d 0fbe4bc 0fcd7c2 
0fc2ba4 0fb8988 0fc7be3 
0fc1e76 0fb7694 0fc6b71 
0fc705e 0fbc47f 0fcbb7d 
0fcb194 0fc08dd 0fcfeac 
0fc87a0 0fbe4f3 0fcd7fd 
0fc2c21 0fb8a0a 0fc7c7c 
0fc1e87 0fb76ad 0fc6b8d 
0fc6fca 0fbc3ef 0fcbae3 
0fcafe7 0fc072f 0fcfcf3 
0fc8635 0fbe379 0fcd660 
0fc2bb7 0fb89a0 0fc7bd6 
0fc1e6d 0fb76a8 0fc6b41 
0fc6f24 0fbc365 0fcba15 
0fcaf89 0fc06e7 0fcfc7d 
0fc8635 0fbe37f 0fcd645 
0fc2c5b 0fb8a3d 0fc7c55 
0fc1fb8 0fb77e6 0fc6c75 
0fc70d4 0fbc505 0fcbb92 
0fcb1cd 0fc0914 0fcfe7f 
0fc88f6 0fbe635 0fcd8c9 
0fc2e7a 0fb8c62 0fc7e5f 
0fc212a 0fb7969 0fc6deb 
0fc7314 0fbc747 0fcbdec 
0fcb513 0fc0c68 0fd01d4 
0fc8c69 0fbe9ba 0fcdc49 
0fc31c4 0fb8fbc 0fc81ae 
0fc244a 0fb7c8a 0fc70f8 
0fc7649 0fbca81 0fcc10e 
0fcb7f6 0fc0f4a 0fd04bd 
0fc8f2e 0fbec85 0fcdf37 
0fc33f2 0fb91e2 0fc8408 
0fc2609 0fb7e30 0fc72d0 
0fc7836 0fbcc45 0fcc303 
0fcba9d 0fc11d0 0fd0770 
0fc9115 0fbee4c 0fce113 
0fc352d 0fb9315 0fc853c 
0fc2762 0fb7f86 0fc743e 
0fc79da 0fbcde0 0fcc4c0 
0fcbc0a 0fc1326 0fd0901 
0fc926e 0fbef8e 0fce270 
0fc3654 0fb9423 0fc864e 
0fc2896 0fb809e 0fc7553 
0fc7aa7 0fbcea2 0fcc56d 
0fcbc4f 0fc1366 0fd093b 
0fc9300 0fbf02e 0fce317 
0fc378a 0fb9578 0fc87be 
0fc2921 0fb815f 0fc761b 
0fc7a6c 0fbce91 0fcc56a 
0fcbc00 0fc1341 0fd0918 
0fc92d3 0fbf018 0fce30a 
0fc3774 0fb9572 0fc87ae 
0fc2925 0fb8166 0fc7613 
0fc7a46 0fbce80 0fcc539 
0fcbbc6 0fc1318 0fd08d3 
0fc92cd 0fbf036 0fce2fb 
0fc36f4 0fb9502 0fc870f 
0fc27c3 0fb801a 0fc748d 
0fc782f 0fbcc75 0fcc2ff 
0fcb89e 0fc0ffc 0fd0574 
0fc8f65 0fbecc1 0fcdf78 
0fc345f 0fb9272 0fc8487 
0fc258c 0fb7df8 0fc7290 
0fc7571 0fbc9c9 0fcc08d 
0fcb614 0fc0d6c 0fd0311 
0fc8dd8 0fbeb20 0fcddf0 
0fc33ce 0fb91c3 0fc83f5 
0fc2589 0fb7dd1 0fc7278 
0fc7599 0fbc9d9 0fcc092 
0fcb66e 0fc0db9 0fd0359 
0fc8e4d 0fbeb93 0fcde69 
0fc341d 0fb921b 0fc8455 
0fc25f8 0fb7e58 0fc72f7 
0fc76a9 0fbcaec 0fcc1b1 
0fcb864 0fc0fb4 0fd054d 
0fc907b 0fbedba 0fce066 
0fc35d4 0fb93cf 0fc85be 
0fc270b 0fb7f5b 0fc73bf 
0fc77bd 0fbcbfd 0fcc28c 
0fcba08 0fc115e 0fd06f0 
0fc91ab 0fbef18 0fce1ca 
0fc358a 0fb93ac 0fc85b9 
0fc26b2 0fb7f1d 0fc7399 
0fc77a8 0fbcbee 0fcc295 
0fcb9a8 0fc1102 0fd0692 
0fc90c9 0fbee33 0fce0e7 
0fc34c5 0fb92ef 0fc84fb 
0fc25f5 0fb7e67 0fc72f7 
0fc7799 0fbcbf0 0fcc2ab 
0fcba83 0fc11ec 0fd07a7 
0fc9268 0fbefe0 0fce2b1 
0fc36b5 0fb94e9 0fc8702 
0fc282d 0fb80a5 0fc751c 
0fc7991 0fbcde5 0fcc479 
0fcbbcf 0fc1330 0fd08cc 
0fc9388 0fbf100 0fce3a1 
0fc384d 0fb9680 0fc8868 
0fc28f4 0fb8170 0fc75cd 
0fc7a42 0fbce9b 0fcc519 
0fcbd3b 0fc14ac 0fd0a60 
0fc9526 0fbf2a4 0fce576 
0fc390f 0fb9752 0fc895a 
0fc2a03 0fb828e 0fc7706 
0fc7b13 0fbcf84 0fcc62b 
0fcbd99 0fc1514 0fd0b2b 
0fc9530 0fbf2b3 0fce5a2 
0fc39f7 0fb982f 0fc8a3b 
0fc2ad1 0fb834b 0fc77c7 
0fc7b56 0fbcfa9 0fcc64a 
0fcbd3a 0fc1497 0fd0a5a 
0fc94be 0fbf21f 0fce4f8 
0fc3991 0fb97ac 0fc89cf 
0fc2ac1 0fb8325 0fc77af 
0fc7b55 0fbcfa1 0fcc65b 
0fcbdbb 0fc150e 0fd0b2b 
0fc9671 0fbf3b2 0fce6e2 
0fc3c66 0fb9a63 0fc8cc6 
0fc2e77 0fb86cf 0fc7b9d 
0fc7f75 0fbd3b2 0fccabb 
0fcc245 0fc1978 0fd1046 
0fc9b53 0fbf87f 0fcec0b 
0fc41bd 0fb9fa5 0fc9240 
0fc3451 0fb8c97 0fc81a5 
0fc8644 0fbda72 0fcd1c9 
0fcca3c 0fc2170 0fd17f8 
0fca44c 0fc0190 0fcf521 
0fc4a8b 0fba89f 0fc9b52 
0fc3c32 0fb9493 0fc89c6 
0fc8e67 0fbe2ad 0fcda25 
0fcd27b 0fc29c6 0fd204b 
0fcab20 0fc0886 0fcfc19 
0fc5025 0fbae4b 0fca12a 
0fc4220 0fb9a89 0fc8fd6 
0fc9469 0fbe8a2 0fce01f 
0fcd8b3 0fc2fed 0fd2667 
0fcb1f5 0fc0f36 0fd02e9 
0fc5793 0fbb59e 0fca874 
0fc494f 0fba1a7 0fc9704 
0fc9c41 0fbf067 0fce7f6 
0fce0d5 0fc380b 0fd2e87 
0fcba9a 0fc17dd 0fd0b98 
0fc608b 0fbbe8d 0fcb162 
0fc52ae 0fbaaef 0fca039 
0fca5d8 0fbf9f4 0fcf18a 
0fceada 0fc4214 0fd388b 
0fcc4c8 0fc222c 0fd15e4 
0fc6a0c 0fbc837 0fcbb11 
0fc5c4c 0fbb4b6 0fcaa00 
0fcaf55 0fc0389 0fcfb0c 
0fcf3c3 0fc4b02 0fd4168 
0fccdee 0fc2b40 0fd1eea 
0fc7368 0fbd187 0fcc457 
0fc6540 0fbbd9e 0fcb2e5 
0fcb803 0fc0c44 0fd03d6 
0fcfcb9 0fc5413 0fd4a85 
0fcd691 0fc3405 0fd27a3 
0fc7c0b 0fbda3e 0fccd13 
0fc6ddf 0fbc655 0fcbb94 
0fcbfdb 0fc142e 0fd0bb7 
0fd02fe 0fc5a5d 0fd50c5 
0fcdccf 0fc3a3b 0fd2de2 
0fc838e 0fbe1c2 0fcd491 
0fc756d 0fbcdf5 0fcc31c 
0fcc6be 0fc1b26 0fd126f 
0fd0b61 0fc62a0 0fd5830 
0fce56d 0fc42bf 0fd3618 
0fc8be1 0fbea0a 0fcdcd6 
0fc7dc2 0fbd636 0fccb5e 
0fccfe9 0fc242f 0fd1b8c 
0fd14f2 0fc6c1e 0fd6221 
0fcef2b 0fc4c7c 0fd3fd9 
0fc9576 0fbf387 0fce66a 
0fc8815 0fbe06e 0fcd5a9 
0fcdb99 0fc2fb9 0fd2723 
0fd21d9 0fc78fa 0fd6f30 
0fcfd62 0fc5a9d 0fd4e10 
0fca39a 0fc01a6 0fcf48a 
0fc95f9 0fbee3d 0fce396 
0fce911 0fc3d1d 0fd34b8 
0fd2e83 0fc8581 0fd7bf1 
0fd090d 0fc6628 0fd59b5 
0fcae0d 0fc0bfa 0fcff01 
0fc9fa7 0fbf7c9 0fced36 
0fcf30e 0fc46f3 0fd3e8b 
0fd3836 0fc8f1e 0fd8588 
0fd122f 0fc6f2d 0fd62ab 
0fcb70c 0fc14df 0fd07d9 
0fca8ce 0fc00d2 0fcf638 
0fcfbb3 0fc4f76 0fd470f 
0fd405d 0fc972b 0fd8da0 
0fd1a12 0fc76ff 0fd6a79 
0fcbe62 0fc1c2a 0fd0f0d 
0fcafad 0fc07b2 0fcfcf6 
0fd0293 0fc5661 0fd4db4 
0fd4793 0fc9e6b 0fd94a4 
0fd20ae 0fc7db4 0fd7102 
0fcc461 0fc2247 0fd14f7 
0fcb49d 0fc0cc3 0fd01cd 
0fd068f 0fc5a7a 0fd5197 
0fd4abe 0fca1b8 0fd97b7 
0fd2281 0fc7fab 0fd72d0 
0fcc51a 0fc232d 0fd15b5 
0fcb3f8 0fc0c51 0fd0143 
0fd037b 0fc57a8 0fd4eae 
0fd450c 0fc9c49 0fd921f 
0fd1bfd 0fc7960 0fd6c3b 
0fcbdd7 0fc1c0f 0fd0e6e 
0fcabe8 0fc0460 0fcf931 
0fcfaff 0fc4f3b 0fd462f 
0fd3d0e 0fc944a 0fd8a21 
0fd1501 0fc7253 0fd6552 
0fcb82e 0fc1653 0fd08db 
0fca6c7 0fbff32 0fcf422 
0fcf6de 0fc4b08 0fd422f 
0fd3a6b 0fc9191 0fd87ac 
0fd14ac 0fc71e7 0fd6529 
0fcb934 0fc1754 0fd0a2c 
0fca8cc 0fc0120 0fcf68a 
0fcf8c0 0fc4cd9 0fd446c 
0fd3bff 0fc931c 0fd8980 
0fd1512 0fc725f 0fd65c9 
0fcb844 0fc167e 0fd0954 
0fca762 0fbffe1 0fcf51c 
0fcf839 0fc4c6f 0fd43d1 
0fd3b71 0fc92b1 0fd88e6 
0fd140e 0fc7179 0fd64cc 
0fcb727 0fc1588 0fd0846 
0fca5c1 0fbfe67 0fcf37e 
0fcf5f3 0fc4a64 0fd419c 
0fd3914 0fc9095 0fd86a3 
0fd10d5 0fc6e8e 0fd61a2 
0fcb2f0 0fc11a2 0fd0419 
0fca115 0fbfa0b 0fceee1 
0fcf12e 0fc45de 0fd3ccf 
0fd33f4 0fc8bb2 0fd8168 
0fd0b58 0fc695a 0fd5c1b 
0fcac3a 0fc0b3d 0fcfd6f 
0fc991a 0fbf263 0fce6f3 
0fce82e 0fc3d47 0fd3402 
0fd2a8b 0fc82ba 0fd7824 
0fd0155 0fc5fc0 0fd5240 
0fca1e9 0fc014c 0fcf32f 
0fc8eae 0fbe843 0fcdc99 
0fcdd47 0fc3292 0fd291e 
0fd1ff1 0fc7835 0fd6d78 
0fcf738 0fc55bc 0fd481b 
0fc983d 0fbf7a6 0fce964 
0fc851b 0fbdeac 0fcd2d0 
0fcd4ec 0fc2a31 0fd207b 
0fd186e 0fc70b0 0fd6599 
0fcef9e 0fc4e18 0fd405f 
0fc90d8 0fbf033 0fce1d1 
0fc7e5e 0fbd7e7 0fccbf5 
0fccdad 0fc22f6 0fd1951 
0fd1094 0fc68c0 0fd5d9a 
0fce739 0fc459b 0fd37ef 
0fc88ab 0fbe7e7 0fcd9a8 
0fc7620 0fbcf8b 0fcc3c3 
0fcc487 0fc19a7 0fd1037 
0fd0674 0fc5e7b 0fd53fb 
0fcde35 0fc3c4e 0fd2f25 
0fc80fe 0fbdff1 0fcd20b 
0fc6ea3 0fbc7cc 0fcbc6e 
0fcbc8f 0fc117e 0fd0878 
0fcfe5c 0fc5638 0fd4c11 
0fcd6cd 0fc34a6 0fd27ca 
0fc7a26 0fbd8cf 0fccb39 
0fc6893 0fbc173 0fcb651 
0fcb73e 0fc0be2 0fd0307 
0fcf97e 0fc5106 0fd4727 
0fcd1ce 0fc2f6a 0fd22d5 
0fc74c8 0fbd32e 0fcc5c8 
0fc62f7 0fbbb98 0fcb09a 
0fcb19e 0fc05f0 0fcfd3b 
0fcf426 0fc4b56 0fd4199 
0fccc72 0fc29bd 0fd1d4d 
0fc6eb1 0fbccdb 0fcbf94 
0fc5c78 0fbb4e1 0fcaa03 
0fcac2d 0fc006b 0fcf7b9 
0fcef29 0fc4660 0fd3c8c 
0fcc6e7 0fc2443 0fd17a1 
0fc68c2 0fbc6f5 0fcb961 
0fc56ba 0fbaf26 0fca3fe 
0fca593 0fbf9c0 0fcf0f3 
0fce839 0fc3f4b 0fd3572 
0fcc0cb 0fc1df3 0fd1132 
0fc6376 0fbc170 0fcb3a2 
0fc5183 0fba9b9 0fc9e5c 
0fca0d0 0fbf4d9 0fcebbb 
0fce444 0fc3b44 0fd3137 
0fcbd50 0fc1a70 0fd0db5 
0fc6008 0fbbe0b 0fcb06a 
0fc4e06 0fba635 0fc9b00 
0fc9d92 0fbf178 0fce87e 
0fce0fb 0fc37c1 0fd2dd3 
0fcba56 0fc1744 0fd0a8c 
0fc5e02 0fbbbc8 0fcae33 
0fc4c10 0fba412 0fc98ec 
0fc9b75 0fbef36 0fce648 
0fcdf0f 0fc35b9 0fd2bd4 
0fcb820 0fc14ea 0fd0860 
0fc5b84 0fbb929 0fcabd5 
0fc49a4 0fba181 0fc9695 
0fc9851 0fbec07 0fce347 
0fcdb3a 0fc31d7 0fd283b 
0fcb4e4 0fc1197 0fd054d 
0fc586b 0fbb5ff 0fca8dc 
0fc4691 0fb9e75 0fc93b1 
0fc9575 0fbe934 0fce0ad 
0fcd82c 0fc2ed4 0fd2578 
0fcb2e5 0fc0f95 0fd0371 
0fc58ac 0fbb630 0fca938 
0fc47d6 0fb9fb4 0fc9517 
0fc9689 0fbea46 0fce1c6 
0fcda04 0fc30a8 0fd273d 
0fcb574 0fc1212 0fd0605 
0fc5b2e 0fbb8a8 0fcabaf 
0fc4ab0 0fba280 0fc97df 
0fc9a8c 0fbee3c 0fce5c3 
0fcdea8 0fc3545 0fd2bdd 
0fcba04 0fc16be 0fd0aa7 
0fc6013 0fbbdad 0fcb0bb 
0fc4f86 0fba788 0fc9cd6 
0fc9ed1 0fbf2ae 0fcea26 
0fce32a 0fc3a09 0fd3075 
0fcbe32 0fc1b32 0fd0ee2 
0fc62e6 0fbc0a2 0fcb399 
0fc513d 0fba934 0fc9eb1 
0fca06e 0fbf483 0fcebfd 
0fce4a4 0fc3ba8 0fd3224 
0fcbf1b 0fc1c5e 0fd1019 
0fc62e7 0fbc119 0fcb3ec 
0fc50be 0fba950 0fc9e87 
0fc9fa6 0fbf416 0fceb8c 
0fce3a3 0fc3aff 0fd3184 
0fcbe62 0fc1bda 0fd0fcd 
0fc62aa 0fbc108 0fcb421 
0fc50ed 0fba99e 0fc9f04 
0fca06c 0fbf4f3 0fcec9f 
0fce4b8 0fc3c37 0fd32d3 
0fcbf3b 0fc1cd4 0fd10ba 
0fc6376 0fbc1fb 0fcb4f6 
0fc5151 0fbaa17 0fc9f69 
0fca089 0fbf521 0fceca8 
0fce515 0fc3c9a 0fd3331 
0fcbf9b 0fc1d43 0fd1125 
0fc6361 0fbc1e4 0fcb4df 
0fc519f 0fbaa6d 0fc9fb6 
0fca0b3 0fbf551 0fcece0 
0fce466 0fc3bf0 0fd3282 
0fcbf47 0fc1cf9 0fd10da 
0fc63b5 0fbc262 0fcb54a 
0fc51cf 0fbaace 0fc9ffa 
0fca058 0fbf521 0fcec7b 
0fce3ee 0fc3b98 0fd31e2 
0fcbeca 0fc1c87 0fd100f 
0fc633d 0fbc1dc 0fcb47b 
0fc5108 0fbaa01 0fc9ef4 
0fc9e9e 0fbf377 0fceaab 
0fce150 0fc390b 0fd2f55 
0fcbbff 0fc19c0 0fd0d65 
0fc6094 0fbbf35 0fcb1f1 
0fc4e8f 0fba797 0fc9ca6 
0fc9c90 0fbf164 0fce8aa 
0fcdf58 0fc36f9 0fd2d4a 
0fcb9d9 0fc1778 0fd0b24 
0fc5eb0 0fbbd25 0fcb008 
0fc4cc5 0fba594 0fc9add 
0fc9ae9 0fbef7f 0fce705 
0fcde9b 0fc35f6 0fd2c90 
0fcba07 0fc175e 0fd0b47 
0fc5f0a 0fbbd39 0fcb044 
0fc4ddd 0fba65c 0fc9bbb 
0fc9d1e 0fbf15f 0fce8f5 
0fce112 0fc3827 0fd2ed2 
0fcbbf0 0fc190d 0fd0d03 
0fc6057 0fbbe55 0fcb15b 
0fc4e37 0fba655 0fc9be8 
0fc9d34 0fbf0ae 0fce8f3 
0fce1d4 0fc37f3 0fd2f62 
0fcbcc0 0fc1972 0fd0d9f 
0fc6146 0fbbf06 0fcb219 
0fc4f54 0fba75d 0fc9cb5 
0fc9e81 0fbf254 0fce9c1 
0fce2c7 0fc3980 0fd2fed 
0fcbdd5 0fc1aba 0fd0e6a 
0fc620c 0fbbfe0 0fcb2a4 
0fc4fb3 0fba7d5 0fc9cfc 
0fc9ee3 0fbf2c4 0fcea26 
0fce3be 0fc3a73 0fd30c4 
0fcbef2 0fc1bc4 0fd0f42 
0fc6342 0fbc109 0fcb384 
0fc511d 0fba92f 0fc9dfd 
0fca0e3 0fbf4af 0fcebbd 
0fce6af 0fc3d47 0fd3358 
0fcc32c 0fc1fd9 0fd1329 
0fc6867 0fbc600 0fcb863 
0fc56ef 0fbaec6 0fca386 
0fca6db 0fbfa61 0fcf165 
0fced39 0fc4398 0fd39a3 
0fccaf4 0fc2769 0fd1ac4 
0fc715f 0fbcebc 0fcc13c 
0fc6089 0fbb841 0fcad27 
0fcb164 0fc04db 0fcfc07 
0fcf77d 0fc4db7 0fd43e6 
0fcd4f8 0fc3130 0fd24b6 
0fc7bf4 0fbd911 0fccbba 
0fc6b53 0fbc2ba 0fcb7c3 
0fcbb51 0fc0e74 0fd05ce 
0fd01c1 0fc57a0 0fd4df6 
0fce02b 0fc3c12 0fd2fb2 
0fc8791 0fbe469 0fcd733 
0fc7757 0fbce96 0fcc3b7 
0fcc7c7 0fc1ac2 0fd121e 
0fd0efb 0fc64a1 0fd5a6b 
0fced14 0fc48cd 0fd3c2f 
0fc943b 0fbf0ff 0fce3d2 
0fc835c 0fbda8e 0fccfa8 
0fcd3c5 0fc26bb 0fd1dd6 
0fd1b57 0fc70f6 0fd66da 
0fcfa39 0fc55ce 0fd4945 
0fca184 0fbfe43 0fcf0ff 
0fc9074 0fbe79b 0fcdc9a 
0fce121 0fc3401 0fd2b2f 
0fd2888 0fc7e3a 0fd743f 
0fd0676 0fc625d 0fd5581 
0fcabff 0fc0906 0fcfb84 
0fc99aa 0fbf10d 0fce5e4 
0fce98e 0fc3ca5 0fd33aa 
0fd30bd 0fc8699 0fd7c87 
0fd0e43 0fc6a48 0fd5d66 
0fcb342 0fc1057 0fd02de 
0fca0be 0fbf834 0fced19 
0fcf06f 0fc438d 0fd3ab0 
0fd36fd 0fc8ced 0fd82f2 
0fd1434 0fc704c 0fd636b 
0fcb899 0fc15d1 0fd0856 
0fca5e1 0fbfd72 0fcf23d 
0fcf5ca 0fc4905 0fd3ff2 
0fd3cf5 0fc9310 0fd88df 
0fd1a0c 0fc7662 0fd6933 
0fcbdd5 0fc1b51 0fd0d7c 
0fca9a9 0fc017f 0fcf60c 
0fcf81e 0fc4b8c 0fd4271 
0fd3d7b 0fc93a6 0fd89ad 
0fd199b 0fc75f8 0fd691d 
0fcbcc8 0fc1a77 0fd0cd1 
0fca7ec 0fc0023 0fcf4b0 
0fcf5db 0fc49bb 0fd4078 
0fd3b4d 0fc91f2 0fd87a1 
0fd1780 0fc7451 0fd670f 
0fcba3e 0fc183b 0fd0a69 
0fca4cb 0fbfd25 0fcf19e 
0fcf21a 0fc4600 0fd3ca2 
0fd3753 0fc8dfb 0fd83aa 
0fd13f5 0fc70c6 0fd63a2 
0fcb7ea 0fc15e1 0fd081f 
0fca2c4 0fbfb33 0fcefb9 
0fcefaa 0fc43bd 0fd3a84 
0fd3448 0fc8b15 0fd80e4 
0fd10dc 0fc6dc6 0fd60c6 
0fcb3da 0fc11e6 0fd0459 
0fc9da3 0fbf62a 0fceaec 
0fce9d7 0fc3e08 0fd34fd 
0fd2d6d 0fc8460 0fd7a36 
0fd08c3 0fc65df 0fd58d3 
0fcab0a 0fc0960 0fcfbb7 
0fc944b 0fbed13 0fce1d0 
0fce056 0fc34cc 0fd2bcb 
0fd24ef 0fc7c17 0fd720d 
0fd0112 0fc5e67 0fd5194 
0fca36c 0fc020a 0fcf474 
0fc8d40 0fbe63d 0fcdafc 
0fcda95 0fc2f1a 0fd262f 
0fd208b 0fc77d6 0fd6dc9 
0fcfca3 0fc5a23 0fd4d5e 
0fc9e8b 0fbfd4b 0fcefcc 
0fc87b7 0fbe0c8 0fcd5ac 
0fcd4ec 0fc295d 0fd20b5 
0fd1aa3 0fc71de 0fd67e2 
0fcf656 0fc53f8 0fd470a 
0fc974d 0fbf63c 0fce883 
0fc8011 0fbd95e 0fccded 
0fccd07 0fc21e1 0fd18b4 
0fd1310 0fc6aad 0fd6017 
0fceebe 0fc4ca2 0fd3f63 
0fc8fdf 0fbeee2 0fce103 
0fc791b 0fbd26d 0fcc6ee 
0fcc629 0fc1aea 0fd11d4 
0fd0d58 0fc64ba 0fd5a1d 
0fce936 0fc46f8 0fd39f6 
0fc8a13 0fbe911 0fcdb80 
0fc72b6 0fbcc04 0fcc0c1 
0fcc010 0fc14db 0fd0bf8 
0fd06e4 0fc5e40 0fd5440 
0fce3d7 0fc416c 0fd34ba 
0fc8580 0fbe448 0fcd6a9 
0fc6eb6 0fbc7d2 0fcbc7a 
0fcbcaf 0fc1141 0fd084e 
0fd039c 0fc5acf 0fd50d6 
0fce0e7 0fc3e51 0fd317a 
0fc82d0 0fbe177 0fcd398 
0fc6c3d 0fbc550 0fcb9a8 
0fcb9b4 0fc0e50 0fd04f2 
0fd00a7 0fc57e8 0fd4d99 
0fcde97 0fc3c0d 0fd2f02 
0fc824e 0fbe108 0fcd310 
0fc6c6c 0fbc593 0fcb9ee 
0fcb8f8 0fc0d9b 0fd0469 
0fcff1b 0fc564c 0fd4c34 
0fcdda1 0fc3af1 0fd2e17 
0fc8235 0fbe0bc 0fcd2ec 
0fc6c25 0fbc520 0fcb99e 
0fcb8db 0fc0d4f 0fd044d 
0fcffa2 0fc56ab 0fd4cd6 
0fcdfaf 0fc3cd7 0fd3040 
0fc8497 0fbe2f3 0fcd572 
0fc6eb0 0fbc769 0fcbc4a 
0fcbcd3 0fc10fe 0fd0843 
0fd056b 0fc5c1a 0fd524f 
0fce4e5 0fc41cd 0fd3533 
0fc890f 0fbe740 0fcd9aa 
0fc7319 0fbcbaf 0fcc062 
0fcc190 0fc1592 0fd0ca5 
0fd0b85 0fc61fb 0fd576d 
0fcea61 0fc472c 0fd3a20 
0fc8d2e 0fbeb59 0fcdd93 
0fc768f 0fbcf1b 0fcc39d 
0fcc4bb 0fc18a9 0fd0f85 
0fd0d7f 0fc63d3 0fd5957 
0fcebc9 0fc4883 0fd3b99 
0fc8de7 0fbec02 0fcde72 
0fc768d 0fbcf1a 0fcc3d7 
0fcc483 0fc1872 0fd0fa5 
0fd0df2 0fc646b 0fd5a3d 
0fcebde 0fc48b3 0fd3c19 
0fc8d5b 0fbeba1 0fcde49 
0fc7592 0fbce30 0fcc326 
0fcc3d9 0fc17da 0fd0f3a 
0fd0d06 0fc6381 0fd596d 
0fceab7 0fc4797 0fd3b1a 
0fc8caf 0fbeaf5 0fcddca 
0fc7534 0fbcdd3 0fcc302 
0fcc27c 0fc1664 0fd0e0c 
0fd0bf7 0fc6244 0fd587b 
0fceb2a 0fc47d0 0fd3b98 
0fc8d88 0fbeb8d 0fcdea0 
0fc75f6 0fbce53 0fcc3cb 
0fcc384 0fc172d 0fd0f29 
0fd0d0e 0fc6322 0fd59a6 
0fcec5c 0fc48c6 0fd3cbc 
0fc8f5e 0fbed30 0fce05f 
0fc7844 0fbd07b 0fcc5e4 
0fcc541 0fc18dd 0fd10a3 
0fd0e9d 0fc64a5 0fd5b18 
0fcee97 0fc4ac9 0fd3ed1 
0fc92eb 0fbf053 0fce3bf 
0fc7c4f 0fbd41a 0fcc9f1 
0fcc93c 0fc1cb1 0fd14b0 
0fd113e 0fc673a 0fd5dec 
0fcf12f 0fc4d7f 0fd418e 
0fc9565 0fbf316 0fce681 
0fc7e1e 0fbd647 0fccc29 
0fcca12 0fc1da4 0fd15fe 
0fd1263 0fc6863 0fd5f84 
0fcf23e 0fc4e6b 0fd42d6 
0fc95a2 0fbf33c 0fce6d9 
0fc7dd2 0fbd5d5 0fccbcf 
0fcca51 0fc1db4 0fd161a 
0fd1280 0fc6865 0fd5f96 
0fcf206 0fc4e40 0fd42bd 
0fc94f2 0fbf2a6 0fce664 
0fc7c68 0fbd498 0fcca9e 
0fcc832 0fc1bc3 0fd1429 
0fd101d 0fc662d 0fd5d3a 
0fcee8a 0fc4aef 0fd3f49 
0fc9060 0fbee3c 0fce1c4 
0fc7707 0fbcf61 0fcc51b 
0fcc3ad 0fc1777 0fd0f89 
0fd0c56 0fc62a1 0fd5924 
0fceaac 0fc4774 0fd3b71 
0fc8c1e 0fbea77 0fcdd98 
0fc724a 0fbcb1a 0fcc079 
0fcbdee 0fc1222 0fd09e3 
0fd065d 0fc5d16 0fd5392 
0fce48a 0fc41a0 0fd3544 
0fc8593 0fbe423 0fcd6ba 
0fc6c2e 0fbc54a 0fcba1f 
0fcb7cd 0fc0c55 0fd039c 
0fcff85 0fc56a2 0fd4cfa 
0fcde53 0fc3bb8 0fd2f2a 
0fc8007 0fbdee0 0fcd135 
0fc66b2 0fbc009 0fcb4a8 
0fcb1fd 0fc06bc 0fcfdd2 
0fcf910 0fc5050 0fd468c 
0fcd7e9 0fc3568 0fd28cc 
0fc7966 0fbd84f 0fcca99 
0fc5ecb 0fbb840 0fcacd2 
0fca93b 0fbfe18 0fcf51c 
0fcef1e 0fc467d 0fd3cab 
0fccccc 0fc2a5d 0fd1dd4 
0fc6e37 0fbcd32 0fcbf92 
0fc5373 0fbacfe 0fca1a9 
0fc9cda 0fbf1d0 0fce900 
0fce24f 0fc39ba 0fd3033 
0fcc029 0fc1dbd 0fd118b 
0fc6211 0fbc101 0fcb3bd 
0fc4767 0fba0f3 0fc95f3 
0fc8ff4 0fbe4f8 0fcdc57 
0fcd4c4 0fc2c42 0fd22d9 
0fcb366 0fc1110 0fd04cd 
0fc561d 0fbb542 0fca7bc 
0fc3b8f 0fb9551 0fc8a17 
0fc8414 0fbd94d 0fcd07d 
0fcc9a6 0fc214b 0fd1817 
0fca8bd 0fc067a 0fcfa3a 
0fc4b52 0fbaa67 0fc9cdd 
0fc310e 0fb8aba 0fc7f7f 
0fc7a06 0fbcf29 0fcc652 
0fcc030 0fc17b1 0fd0ebb 
0fc9f10 0fbfcb1 0fcf095 
0fc40d0 0fb9fdc 0fc9265 
0fc260b 0fb7fa4 0fc748d 
0fc6f1f 0fbc420 0fcbb65 
0fcb50d 0fc0c69 0fd02d4 
0fc934f 0fbf0ce 0fce44b 
0fc33c2 0fb92ab 0fc8520 
0fc17c5 0fb7137 0fc65fc 
0fc60d0 0fbb594 0fcacbc 
0fca725 0fbfe4f 0fcf4a3 
