0fbda00 0fe9599 0fb5ca3 0fac1f3 0fb3000 
0fd748e 0ff7896 0fcfe5f 0fc5f58 0fcc1b4 
0fd6439 0ff78ed 0fcf8ef 0fc4b09 0fcc681 
0fcd4a8 0ff7237 0fc6482 0fbbdc7 0fc2f81 
0fd31ac 0ff7a13 0fcbc8a 0fc1aed 0fc83d3 
0fc8e51 0ff7c5a 0fc25a6 0fb751d 0fbf7b5 
0fc97c4 0ff93e9 0fc1fe2 0fb836e 0fbe998 
0fc81c4 0ffb4a3 0fc14e4 0fb69b4 0fbe90a 
0fbefdc 0001ab9 0fb7d9e 0fad92a 0fb4afc 
0fc4dd1 0003600 0fbd6c1 0fb3734 0fb9ed7 
0fbb43e 0006e0d 0fb494b 0fa9a67 0fb1a86 
0fbcebd 00088b8 0fb5491 0fab8dc 0fb19e3 
0fbc8a7 0009039 0fb57f7 0faae99 0fb2baf 
0fb491c 000cd5b 0fad3ee 0fa3127 0faa495 
0fbb46c 000c045 0fb38f2 0fa9ce0 0fb0844 
0fb22a8 000efc4 0fab2a1 0fa084b 0fa89c5 
0fb475f 001012b 0fac943 0fa31ec 0fa92b3 
0fb4c6c 0010052 0fada83 0fa3321 0faab42 
0fad5a2 0013631 0fa5e94 0f9be62 0fa2a5a 
0fb4ade 00122fa 0facd26 0fa33c1 0fa9553 
0fac623 0014afd 0fa5398 0f9ac95 0fa28f1 
0faf507 001558b 0fa710c 0f9dfdc 0fa3d0c 
0fb0683 0014ce8 0fa8e08 0f9ee20 0fa62e1 
0faae33 0017506 0fa34c5 0f99837 0fa00c1 
0fb4430 0015279 0fac69f 0fa2ea6 0fa90ad 
0fade41 0016b6c 0fa6bdd 0f9c5df 0fa3e70 
0fb31d9 0016817 0fab14b 0fa1dc2 0fa7706 
0fb657b 001520c 0faef5b 0fa4d79 0fabfdd 
0fb1e31 001724c 0faa325 0fa08c6 0fa6d78 
0fbba12 00149de 0fb395c 0faa54f 0fb01c6 
0fb5a95 0015d05 0fae553 0fa437e 0fab6f3 
0fbb18e 00151b5 0fb2d53 0fa9ef9 0faf31c 
0fbe3ef 0013406 0fb6bee 0face0d 0fb3adf 
0fb9f16 0014b31 0fb2273 0fa8bc7 0faed50 
0fc4266 0011819 0fbc10d 0fb2f6f 0fb8909 
0fbe75a 0012271 0fb70aa 0fad1ec 0fb445e 
0fc412d 0010ffd 0fbbc08 0fb2fbb 0fb85a5 
0fc78e3 000eb81 0fbffee 0fb6361 0fbd3b7 
0fc3587 000fd35 0fbb686 0fb2259 0fb867b 
0fcd757 000c5f8 0fc53e5 0fbc4a7 0fc1f94 
0fc78ae 000cd8b 0fc0069 0fb6348 0fbd398 
0fcd334 000b743 0fc4aee 0fbc1f9 0fc1595 
0fd08cd 0008f51 0fc8e30 0fbf3df 0fc619c 
0fcc620 0009e25 0fc4853 0fbb424 0fc1335 
0fd6940 0006389 0fce6ee 0fc57c4 0fcb11a 
0fd08a4 0006917 0fc91b2 0fbf4c8 0fc643e 
0fd6391 000338a 0fcdfc2 0fc545e 0fca2ac 
0fd9396 0ff9da0 0fd1d1a 0fc8129 0fce797 
0fd4c46 0ff70f7 0fcd2e1 0fc3bd6 0fc9475 
0fdecf2 0ff4c8b 0fd6f15 0fcdb7d 0fd2dd6 
0fd871b 0ff46aa 0fd14d5 0fc7226 0fcdabb 
0fdd8db 0ff4826 0fd588e 0fcc7d8 0fd1229 
0fdfdee 0ff4bfb 0fd870c 0fce8ce 0fd53b6 
0fdab28 0ff547a 0fd3335 0fc9a54 0fcf692 
0fe4169 0ff5717 0fdc34d 0fd3074 0fd8832 
0fdcfb8 0ff7147 0fd5d3b 0fcbc55 0fd2ae1 
0fe16f8 0ff800a 0fd9b17 0fd07ee 0fd5366 
0fe3184 0ff87a7 0fdbcd0 0fd1e2e 0fd88c3 
0fdd70d 0ff7785 0fd5e45 0fcc55a 0fd21cd 
0fe5df4 0ff774c 0fde17f 0fd4c35 0fda255 
0fddcf0 0ff71e9 0fd6c93 0fcc7cd 0fd3715 
0fe137f 0ff6801 0fd9523 0fd01dd 0fd5496 
0fe18e8 0ff659c 0fda612 0fd02cc 0fd72ed 
0fda351 0ff5a5a 0fd2cc6 0fc9077 0fcf41a 
0fe0b32 0ff66b7 0fd8fa6 0fcf794 0fd563c 
0fd6740 0ff6439 0fcf8a0 0fc50eb 0fcc88e 
0fd71f7 0ff5d17 0fcf6db 0fc5f9e 0fcb9a0 
0fd42b9 0ff5374 0fcd581 0fc2b86 0fca3f9 
0fc8691 0ff4021 0fc170f 0fb7142 0fbe233 
0fc96fa 0ff3b49 0fc2569 0fb810d 0fbefa2 
0fb8948 0ff320c 0fb2556 0fa6fd6 0fafb3d 
0fb1d04 0ff5d7e 0faad23 0fa05f9 0fa75a4 
0fa72c0 0010182 0fa0ff2 0f9574b 0f9e6eb 
0f949af 0019497 0f8e472 0f8301c 0f8b45b 
0f90c1c 001dd88 0f8a307 0f7f228 0f86f61 
0f7d2cb 002692e 0f77628 0f6b5e8 0f74b01 
0f755c2 002d9d9 0f6eac8 0f63cde 0f6b219 
0f6bc8f 0033a9b 0f65dd0 0f5a02d 0f630b4 
0f5ba6b 003cfbf 0f55761 0f4a06a 0f52673 
0f5afd1 0041814 0f5480f 0f49593 0f5145f 
0f4b374 0049b74 0f45651 0f3968a 0f42bed 
0f478a6 004fe91 0f40a6e 0f35fe3 0f3d4ff 
0f4244d 0054dba 0f3bfbf 0f30727 0f39446 
0f364fc 005cf86 0f2fa90 0f24a59 0f2ca55 
0f39c9e 00601ed 0f32da9 0f2820b 0f2f9a2 
0f2e0d1 0066c3b 0f27c1a 0f1c3a4 0f250f3 
0f2e868 006b29b 0f2765c 0f1cfa6 0f23a59 
0f2d1c2 006e124 0f268a1 0f1b54e 0f239d1 
0f24d32 0074000 0f1e026 0f133c8 0f1a99d 
0f2b777 0074ee4 0f244de 0f19e76 0f20d87 
0f22fe9 0079435 0f1c870 0f1148d 0f19b0d 
0f26655 007b79d 0f1ef61 0f14f50 0f1b8e6 
0f27fdb 007c62c 0f214a7 0f164d8 0f1e5e0 
0f22bef 0080622 0f1ba32 0f1138b 0f18620 
0f2c5c1 007f8a3 0f24e37 0f1ad7b 0f2159c 
0f26b8d 0082460 0f1fdb4 0f15012 0f1cd8b 
0f2d359 0082cca 0f256fb 0f1bb18 0f2156f 
0f3179e 0082189 0f2a7d5 0f1fac4 0f26d4a 
0f2ec86 00845bf 0f2750d 0f1d1d2 0f2366a 
0f3a5fd 0081be9 0f327e1 0f28b44 0f2e662 
0f36284 0082d01 0f2ee84 0f24577 0f2b79e 
0f3dd10 0081ab4 0f35a3d 0f2c42a 0f31772 
0f43203 007f4ef 0f3b95f 0f31509 0f380aa 
0f417b7 008004f 0f39930 0f2fda0 0f35d5a 
0f4e608 007bea3 0f460b3 0f3cc34 0f4230b 
0f4b7c6 007b9d9 0f43dd2 0f39be8 0f40a10 
0f54b6c 007904a 0f4c2e8 0f4341d 0f48181 
0f5ba3e 00752f6 0f53db5 0f49f68 0f5036b 
0f5ba9b 007469e 0f538e9 0f4a330 0f4fb76 
0f6a77c 006ec65 0f62173 0f59087 0f5df69 
0f69c2e 006ca7d 0f620c5 0f5834e 0f5e925 
0f75195 006840e 0f6c676 0f63d48 0f683a0 
0f7e20f 006296d 0f761cb 0f6c9d9 0f7296d 
0f80897 005fdcb 0f78384 0f6f34c 0f74399 
0f919ba 00582ea 0f88e6e 0f80513 0f84f3a 
0f92f0d 0054274 0f8adf6 0f818af 0f87aca 
0fa0411 004de77 0f972bd 0f8f24d 0f93541 
0fab242 0046754 0fa2b28 0f99c90 0f9fb86 
0faf403 00420d5 0fa6729 0f9e150 0fa3222 
0fc65a4 0038c46 0fb8b5e 0fb0a78 0fb527f 
0fc4475 0033737 0fbbd62 0fb2f45 0fb8c92 
0ff1941 002be96 0fc8cc3 0fc1272 0fc51de 
000ad27 0023b9b 0fd3e0f 0fcb290 0fd0b91 
0fefe89 001ad83 0fd65dd 0fce191 0fd30b1 
001662b 0fe61a7 0fe5e4c 0fddb85 0fe2824 
0ffbec7 0fe44be 0fe551c 0fdc2e0 0fe282d 
000952a 0fe3756 0fedfe8 0fe5e70 0fea7ec 
00032a4 0fe2ccd 0ff31fe 0fe9efc 0ff0998 
0ff8611 0fe0384 0feff24 0fe718c 0fed203 
0fffaf2 0fded90 0ff9515 0ff078f 0ff6abd 
0ffa34f 0fdd71c 0ff269c 0fe89ef 0ff05db 
0ffd806 0fdd5ab 0ff52af 0fec6eb 0ff27e4 
0ffccc1 0fde5b1 0ff5379 0feb4d9 0ff3407 
0ff545b 0fdf494 0fed60b 0fe3e2d 0feb07f 
0ffb355 0fe11c8 0ff3024 0fe9a40 0ff0a36 
0ff0956 0fe1fe3 0fe946e 0fdef89 0fe7655 
0ff23c8 0fe2a4f 0fea0f1 0fe0cef 0fe74e6 
0ff03a9 0fe2957 0fe8c14 0fde6f9 0fe6be4 
0fe7bde 0fe1ce1 0fdfe10 0fd610e 0fdd98e 
0fecfab 0fe15da 0fe4d9f 0fdb35a 0fe2771 
0fe1c61 0fe0268 0fda623 0fcfd08 0fd87b7 
0fe2e87 0fdf018 0fdaba1 0fd1314 0fd7eaf 
0fe0619 0fde1ed 0fd8fd0 0fce63b 0fd6e28 
0fd74d2 0fdd9c5 0fcf8e2 0fc57a8 0fcd238 
0fdc13f 0fdf23f 0fd4154 0fca424 0fd1c5e 
0fd095a 0fe10dd 0fc97b4 0fbea11 0fc788b 
0fd14f7 0fe4c5e 0fc95d4 0fbfa94 0fc6ae2 
0fceb30 0fe78fa 0fc78a7 0fbcce3 0fc5983 
0fc5879 0fea238 0fbe202 0fb3dc9 0fbb98e 
0fca6b5 0fee3b0 0fc2cfe 0fb8cf3 0fc011c 
0fbf8c3 0feec37 0fb8b82 0fadd95 0fb66c2 
0fc14dc 0feee52 0fb9aae 0fafe7a 0fb6445 
0fbfcaf 0feddca 0fb8e47 0fae25f 0fb61a0 
0fb7df8 0fec72d 0fb0a9e 0fa665b 0fad53b 
0fbdf9c 0fec19f 0fb68eb 0fac794 0fb309e 
0fb3df3 0feb06e 0fad198 0fa2384 0faa650 
0fb6654 0fe97cb 0faeb7f 0fa4fa6 0fab5e2 
0fb4f07 0fe8eea 0fadff7 0fa33f9 0fab6b1 
0facee2 0ff3acc 0fa5714 0f9b57c 0fa288f 
0fb2753 000bd04 0faabae 0fa0d63 0fa7e56 
0fa80cf 001730f 0fa1432 0f967bd 0f9ee8b 
0faa255 0018855 0fa2511 0f98d2a 0f9f529 
0fa8df7 0019498 0fa1bec 0f974cf 0f9f780 
0fa2645 001cf18 0f9b4b6 0f90f47 0f97e62 
0fa9e3e 0015aee 0fa265f 0f9858a 0f9f325 
0fa0cb5 001d144 0f99d53 0f8f1bd 0f97553 
0fa3ca2 001fea7 0f9bf64 0f92684 0f9882a 
0fa34b8 002027f 0f9c3e1 0f91a62 0f997c5 
0f9cb1e 00238cd 0f95440 0f8b33d 0f92231 
0fa3a13 0022673 0f9bec8 0f92223 0f98b87 
0f9ab66 002543b 0f938f7 0f8919a 0f91038 
0f9e4ae 0025e82 0f96546 0f8cf36 0f92d05 
0f9e2f9 0025e31 0f96e6a 0f8c9ae 0f942c8 
0f9829d 0028dba 0f9072b 0f86c39 0f8d5cd 
0f9fe29 0027497 0f97ffb 0f8e7d0 0f94b76 
0f97ebf 00299ba 0f90ba7 0f8665c 0f8df22 
0f9c905 0029a8c 0f94931 0f8b4cb 0f90edb 
0f9da69 0028f01 0f965cd 0f8c1fe 0f93829 
0f98ba9 002b37c 0f9131b 0f87613 0f8da59 
0fa20e4 0028c89 0f9a83e 0f90b14 0f966bc 
0f9b90e 002a39c 0f94912 0f8a0cc 0f912aa 
0fa1566 0029819 0f993d7 0f90177 0f9581c 
0fa33b0 002822a 0f9ba4f 0f91b9f 0f98f6e 
0f9f414 0029bf6 0f97283 0f8ded6 0f94527 
0fa918b 0026c6c 0fa0bc2 0f97c17 0f9dd93 
0fa2f78 0027d36 0f9b313 0f917fe 0f98e9a 
0fa9438 0026a45 0fa0a69 0f980ea 0f9d7b2 
0fac2cc 0024a70 0fa48b3 0f9ab94 0fa1bc3 
0fa9658 00258e0 0fa181e 0f98213 0f9e12a 
0fb3fb4 0021f8b 0fabd55 0fa2b47 0fa85cd 
0faec74 00225b3 0fa7624 0f9d5b8 0fa4281 
0fb5da8 0020773 0fad8c4 0fa4aba 0fa972f 
0fb8c29 001e07b 0fb1296 0fa7533 0fadf21 
0fb5902 001eabc 0fad916 0fa44d1 0faa020 
0fbf76f 001b01b 0fb72d2 0fae283 0fb3c86 
0fb94c2 001b735 0fb1a61 0fa7d7c 0faed37 
0fbf7d1 0019bd5 0fb6eb2 0fae48e 0fb3595 
0fc18b0 00178eb 0fb9c16 0fb0179 0fb6db8 
0fbd924 001893a 0fb56f5 0fac4a4 0fb21d5 
0fc721f 00152b0 0fbebb3 0fb5d82 0fbb934 
0fc1141 0015b3f 0fb977b 0fafa2d 0fb688f 
0fc76b5 0013f78 0fbf01c 0fb647c 0fbb3f9 
0fca3ab 0011755 0fc2ae0 0fb8d5a 0fbf9b3 
0fc6d59 00121ed 0fbf0d0 0fb598e 0fbb32a 
0fd0f83 000e51e 0fc9153 0fbfb9f 0fc4c84 
0fca11a 000eee4 0fc2898 0fb8cff 0fbf923 
0fd0301 000d414 0fc7e36 0fbf256 0fc40c2 
0fd256a 000acc4 0fcaccd 0fc106d 0fc77b0 
0fce540 000b7d5 0fc65c7 0fbd346 0fc2958 
0fd7f6f 0ffbc2c 0fcfda2 0fc6c3c 0fcbd67 
0fd14a4 0ff675b 0fc9dfd 0fbfef2 0fc6869 
0fd751c 0ff5a17 0fcefc0 0fc6312 0fcafeb 
0fd902c 0ff4fc3 0fd1673 0fc7972 0fce198 
0fd48f1 0ff49e2 0fcc8b4 0fc3490 0fc8e20 
0fdd873 0ff5cfa 0fd55c4 0fcc42c 0fd1a8d 
0fd640b 0ff65d3 0fcec13 0fc4e64 0fcbbe8 
0fdbbdf 0ff6ee6 0fd368e 0fcab1e 0fcfab9 
0fdccaf 0ff787c 0fd5395 0fcb778 0fd234a 
0fd84ac 0ff7245 0fd0680 0fc72fb 0fccfb2 
0fe15d1 0ff72f6 0fd96fc 0fd045a 0fd5dfc 
0fda42d 0ff5102 0fd3272 0fc9169 0fcfffe 
0fdfbe4 0ff3b24 0fd7d90 0fceda1 0fd3de8 
0fe06ad 0ff2e00 0fd94c2 0fcf3b1 0fd6122 
0fdb10b 0ff1a25 0fd390c 0fca0b7 0fcfe54 
0fe2db2 0ff2230 0fdb114 0fd1c32 0fd772b 
0fda187 0ff260c 0fd2e54 0fc8cbe 0fcfdd0 
0fddfcc 0ff2980 0fd5de4 0fccde3 0fd2073 
0fdd6b4 0ff1ff3 0fd6258 0fcbfe9 0fd3021 
0fd6738 0ff1910 0fcece8 0fc52e7 0fcb3d1 
0fdca87 0ff2316 0fd4d91 0fcb559 0fd14c7 
0fd2142 0ff2552 0fcaf66 0fc0966 0fc7fb9 
0fd374d 0ff2b9e 0fcb8dc 0fc2375 0fc7bf2 
0fcf6af 0ff2e5b 0fc86cb 0fbde89 0fc55c9 
0fc458c 0ff14f0 0fbd398 0fb2ff4 0fb9ace 
0fc54ee 0ff09e7 0fbe201 0fb3e02 0fbaa2e 
0fb4559 0fee906 0fae227 0fa2b84 0fab09e 
0fae9e5 0feda55 0fa784f 0f9d353 0fa3ed8 
0fa3d88 000c0cc 0f9d81e 0f9210c 0f9ac55 
0f92b9e 001c2be 0f8c1e9 0f8123a 0f8912d 
0f8f6b3 002065b 0f88a04 0f7dca0 0f859ca 
0f7c6be 0028ea9 0f76574 0f6aa1b 0f73d97 
0f76b7d 002f2c8 0f6fb2d 0f6526d 0f6c6b8 
0f6d864 0034f36 0f674dc 0f5bb34 0f64ac7 
0f5f2a0 003da72 0f58989 0f4d814 0f557bc 
0f5f4df 0041a49 0f5885d 0f4d9cc 0f55439 
0f4ff97 0049967 0f49dd3 0f3e249 0f470da 
0f4dd8d 004f05a 0f46d22 0f3c46d 0f4341d 
0f48025 0053bf6 0f41a14 0f362c9 0f3eef6 
0f3caf3 005b542 0f35e4b 0f2b03e 0f32c29 
0f3f4f7 005e478 0f3841c 0f2d9c3 0f350c2 
0f32482 0065181 0f2bdf9 0f206ef 0f29297 
0f32276 00697d2 0f2ad5a 0f208f0 0f275da 
0f2e619 006d20a 0f27c89 0f1c86e 0f24fa8 
0f25305 00739fa 0f1e2fa 0f13810 0f1add5 
0f29f4c 007570c 0f22b6d 0f183d4 0f1f350 
0f1f1a7 007b1f1 0f18749 0f0d3f9 0f15904 
0f21005 007e5ac 0f196ff 0f0f654 0f15e14 
0f1f175 0080ca8 0f1847f 0f0d3f8 0f15965 
0f17a49 008619f 0f10810 0f05fe2 0f0d6be 
0f1de1f 0086d58 0f16927 0f0c3b9 0f13689 
0f149a3 008b658 0f0defc 0f02d45 0f0b64b 
0f1811c 008d85f 0f108a1 0f068e0 0f0d234 
0f17c8a 008ee67 0f10ee3 0f06055 0f0e59b 
0f1202b 0093195 0f0abed 0f00699 0f079ce 
0f19dc0 0092af8 0f124d2 0f08370 0f0f00f 
0f11e90 0096310 0f0b06f 0f001a3 0f08192 
0f16927 00973ed 0f0edc5 0f0500a 0f0b0fb 
0f175cc 009799c 0f108c0 0f05892 0f0d3b7 
0f126d3 009ade5 0f0b374 0f00c6e 0f0783c 
0f1b354 009988e 0f13da7 0f098a2 0f0ff3f 
0f14268 009c320 0f0d588 0f025c3 0f0a1d8 
0f19f84 009c615 0f1236a 0f0875e 0f0e459 
0f9d688 0034f36 0f95544 0f8bf87 0f92076 
0f95578 0036cd9 0f8dd85 0f83cf9 0f8ae37 
0f9b4c0 0035a5c 0f92ee8 0f89fa8 0f8f44c 
0f9a890 0034d6f 0f92fea 0f88f2c 0f901ad 
0f96a61 0036809 0f8e9db 0f8545d 0f8b38c 
0f9e784 0033e55 0f9667b 0f8d065 0f9311f 
0f968b0 0035a49 0f8f088 0f85006 0f8c176 
0f9c83f 003485a 0f94296 0f8b331 0f90801 
0f9bc88 0033ad7 0f9443e 0f8a32c 0f91564 
0f97ed2 0035480 0f8feab 0f868c3 0f8c75d 
0f9fbe5 0032ac9 0f97af7 0f8e4ae 0f944e4 
0f97b50 00347e2 0f9033f 0f862a5 0f8d391 
0f9d935 003368b 0f9532b 0f8c420 0f918a5 
0f9cc5d 0032a06 0f953cf 0f8b301 0f9251c 
0f98ed3 0034396 0f90e7f 0f878e8 0f8d7af 
0fa0bdc 00319a6 0f98ac3 0f8f4d6 0f95539 
0f98b31 003370b 0f91323 0f872a3 0f8e393 
0f9ea43 00324f2 0f96453 0f8d52b 0f9297a 
0f9de24 00317d5 0f9657f 0f8c4c1 0f936c0 
0f9a0a6 00331dc 0f9205d 0f88a9c 0f8e8e1 
0fa1dad 00307d8 0f99c80 0f9067c 0f966ca 
0f99dce 0032477 0f925c6 0f88534 0f8f5f7 
0f9fc38 003134c 0f97673 0f8e720 0f93b3f 
0f9ef8e 00306a3 0f97714 0f8d637 0f947ed 
0f9b184 00320fa 0f93136 0f89b93 0f8f9fd 
0fa2e98 002f76a 0f9ad91 0f91778 0f977cc 
0f9aff3 00313ef 0f937d1 0f8972b 0f9084e 
0fa1149 00301a5 0f98b1e 0f8fbd8 0f95098 
0fa0917 002f23b 0f98f52 0f8eeae 0f960fe 
0f9cef0 0030b36 0f94dba 0f8b898 0f916bf 
0fa4f0a 002dfd5 0f9cca5 0f9374c 0f99723 
0f9d2ca 002fb24 0f9593b 0f8b98b 0f929b6 
0fa3772 002e63f 0f9b00f 0f921db 0f97558 
0fa3109 002d659 0f9b6e6 0f91778 0f987e1 
0f9fd43 002ebd2 0f97ab8 0f8e71e 0f94294 
0fa8552 002bd16 0fa01a8 0f96e60 0f9cb62 
0fa15fc 002d2a4 0f99a49 0f8fda7 0f96c01 
0fa8d49 002b5ba 0fa0460 0f97889 0f9c8ad 
0fa9c73 0029c8c 0fa20e0 0f98341 0f9f08a 
0fa8390 002a339 0fa007b 0f96d76 0f9c50d 
0fb2b15 0004ac5 0faa504 0fa1135 0fa68f2 
0fad72c 0ff2076 0fa591e 0f9bbd5 0fa21fc 
0fb682c 0fd807c 0fadd29 0fa529b 0fa9ad3 
0fb923a 0fd5c2e 0fb147c 0fa790e 0fadee3 
0fb93ed 0fd4a80 0fb0c73 0fa7e98 0fad010 
0fc52d4 0fd4bf3 0fbca21 0fb3ca4 0fb8f4e 
0fc1aae 0fd4279 0fb9914 0fb0320 0fb657f 
0fcc723 0fd553e 0fc3646 0fbb328 0fbf984 
0fd0b69 0fd59b5 0fc8789 0fbf2fe 0fc5693 
0fd2bd3 0fd428c 0fc9f92 0fc1751 0fc65f6 
0fe0b70 0fd1a51 0fd7f10 0fcf6b0 0fd4787 
0fdf381 0fcd324 0fd6fe2 0fcde0a 0fd3ef9 
0fec331 0fc8efd 0fe316e 0fdb1a6 0fdf840 
0ff1f1a 0fc50cb 0fe98b5 0fe07a1 0fe6b2e 
0ff4fd0 0fc3752 0febd6f 0fe3af6 0fe89c8 
0fffacd 0fc2c9e 0ff9d1f 0ff1833 0ff6c6d 
0fffc7d 0fc13ce 0ff8a55 0fefb44 0ff5e1f 
0fffc7e 0fc12c5 0fff6dc 0ffbd74 0ffe6a2 
0fffc7d 0fc0db8 0fffd0e 0fff603 0fffb99 
0fffc7d 0fbf386 0fffd0c 0fff780 0fffb97 
0fffc7d 0fc04f2 0fffd11 0fffc9b 0fffb99 
0fffc82 0fc0f3f 0fffd10 0fffc9b 0fffb97 
0fffc7f 0fc1ff0 0fffd11 0fffc9c 0fffb99 
0fffc7f 0fc32d9 0fffd11 0fffc9b 0fffb99 
0fffc7f 0fc57a6 0fffd10 0fffc9b 0fffb98 
0fffc7f 0fc9848 0fffd11 0fffc9c 0fffb97 
0fffc7f 0fcc5e9 0fffd10 0fffc9b 0fffb95 
0fffc80 0fcfd00 0fffd12 0fffc9d 0fffb97 
0fffc7f 0fd3e31 0fffd11 0fffc9e 0fffb9b 
0fffc80 0fd7400 0fffd10 0fffc99 0fffb94 
0fffc81 0fdb738 0fffd0f 0fffc9c 0fffb96 
0fffc7e 0fdd1f5 0fffd07 0ffe895 0fffb9a 
0fffc7d 0fdd85d 0fffd11 0fff952 0fffb97 
0fffc80 0fde2c4 0fffb55 0ffa8f9 0fff5f7 
0fffc7d 0fdec48 0ffc5a2 0ff242c 0ff9bbb 
0fffbbe 0fe4761 0ffd872 0ff3633 0ffb517 
0ff6a6d 0fea9cf 0fef4a6 0fe4a7a 0fed3a9 
0ff6884 0ff11d9 0fee7ac 0fe4da3 0febaef 
0feeeb6 0ff6a4a 0fe7e03 0fdd137 0fe5d58 
0fe5a30 0ff9f12 0fde1cc 0fd41a4 0fdb60e 
0fe7d71 0ffdc41 0fe07b8 0fd63b0 0fdd69c 
0fda907 0ffed43 0fd3e22 0fc8e8c 0fd1083 
0fdc716 0ffdb50 0fd50c5 0fcb0d1 0fd13a0 
0fd6ed1 0ffcb3a 0fd04a3 0fc5429 0fcd6df 
0fcf8ef 0ffb5e5 0fc8599 0fbe18d 0fc4cb1 
0fd43fa 0ff6810 0fcd66e 0fc2ab3 0fc9d1e 
0fc9345 0ff0582 0fc2b07 0fb77fe 0fbfd4a 
0fcb282 0ff4060 0fc373b 0fb9b45 0fc027d 
0fc6a66 0ff041b 0fc0bf8 0fb5097 0fbd114 
0fc0fd0 0fe4b52 0fbb042 0faf9fe 0fb6465 
0fc6066 0fdc4f2 0fc02bc 0fb48f4 0fbb799 
0fbb170 0fd43f6 0fb561c 0fa971d 0fb1ada 
0fbddb6 0fd2541 0fb7859 0fac605 0fb2524 
0fba263 0fc98eb 0fb4b30 0fa8649 0fb0687 
0fb3614 0fc6627 0facf09 0fa1d9a 0fa8f9a 
0fb71d0 0fc925c 0fb02d6 0fa5780 0fad03f 
0fab197 0fcbfc4 0fa4704 0f99548 0fa1de9 
0fad9b0 0fd1dd0 0fa5cf4 0f9c022 0fa2b22 
0fa864a 0fd9b8f 0fa13dc 0f9684d 0f9f166 
0fa1c0b 0fdf8a4 0f9a4f2 0f90263 0f96fb5 
0fa7221 0fe2da7 0f9fc89 0f957c2 0f9c2c5 
0f9cad5 00145f3 0f956fe 0f8aeec 0f92a78 
0fa0e1c 001cb2c 0f98bbb 0f8f6dc 0f9548c 
0f9dacd 001e1fc 0f96500 0f8bfaf 0f93891 
0f98804 00219f5 0f90b26 0f87083 0f8cc14 
0f9e58e 0020d50 0f96950 0f8ccbc 0f93363 
0f94c18 002461a 0f8d56b 0f831aa 0f8a92a 
0f99dd3 0024b6b 0f91829 0f886db 0f8e2c7 
0f97d46 00257ea 0f907fe 0f8625d 0f8da77 
0f945cf 002834d 0f8c86d 0f82ebc 0f8908d 
0f9c166 0026963 0f9443c 0f8a913 0f90d5f 
0f9429a 002965a 0f8cc08 0f8294c 0f89d1e 
0f9b053 0028d4b 0f92a40 0f89ad2 0f8f351 
0f9a807 0028c20 0f93098 0f88e89 0f902db 
0f988c8 002a8dd 0f9087b 0f872eb 0f8d09b 
0fa1d75 0027f5c 0f99d87 0f90622 0f96573 
0f9be2d 0029976 0f94702 0f8a597 0f91097 
0fa4bf7 0027cb5 0f9c6b5 0f936f8 0f98432 
0fa5bc8 00267d5 0f9dfa1 0f942aa 0f9ae3b 
0fa419b 00276b8 0f9af95 0f92be2 0f984e8 
0facba0 002471f 0fa383f 0f9b54f 0fa179d 
0fa5c33 0025d17 0f9d33c 0f94562 0f9b3ec 
0fae78d 0023976 0fa595d 0f9d532 0fa23ca 
0faf9eb 0021bb8 0fa7a86 0f9e398 0fa5009 
0fadc6a 00223cb 0fa4db6 0f9c913 0fa2348 
0fb81bf 001e499 0fb0237 0fa6d2a 0fac57c 
0fb1a67 001f049 0fa93bc 0fa02a7 0fa70bc 
0fb8efe 001d13a 0fafe73 0fa79a6 0fac9f1 
0fb97f5 001b7eb 0fb1772 0fa7e87 0faef1e 
0fb6c8f 001c65c 0fadba4 0fa56d2 0fab0ba 
0fbf697 0019270 0fb6a96 0fadfa8 0fb38d9 
0fb88bc 001a3f5 0fb06e3 0fa70d0 0fada97 
0fc0703 0018174 0fb7b39 0faf42f 0fb429b 
0fc12ef 0016577 0fb97c3 0fafc82 0fb64d5 
0fbfcbb 0016ad8 0fb76b9 0fae9c9 0fb3ea8 
0fc8985 0013232 0fc02f8 0fb762f 0fbce53 
0fc1a7d 0014228 0fb9eb5 0fb0751 0fb6dcc 
0fc99e2 0011d55 0fc1204 0fb8ba9 0fbd4a1 
0fc95bd 00103a7 0fc1ab0 0fb8399 0fbe923 
0fc71be 0010c08 0fbee2a 0fb62b8 0fbb1d3 
0fcfee1 000d221 0fc7ec9 0fbee6f 0fc441d 
0fc8c51 000e098 0fc14ee 0fb7906 0fbdc2e 
0fd03fe 000bc3a 0fc8046 0fbf284 0fc3792 
0fcf802 000a586 0fc8190 0fbe0ef 0fc45ed 
0fccb72 000b2bd 0fc4a22 0fbb741 0fc077e 
0fd49bf 0007f71 0fcc826 0fc3423 0fc8a25 
0fcccca 00095b4 0fc53c8 0fbb5ca 0fc1c96 
0fd3dda 0005d34 0fcb789 0fc2a0b 0fc751c 
0fd2f1b 0ff837a 0fcb793 0fc1679 0fc8218 
0fcfc6e 0ff63ba 0fc7c8d 0fbe6d3 0fc3e7b 
0fd751d 0ff4a30 0fcf6b5 0fc5e0c 0fcbbd5 
0fce6b1 0ff1a08 0fc7265 0fbce40 0fc3ba9 
0fd3d4c 0feecd9 0fcbcf4 0fc2857 0fc7949 
0fd0d25 0febb81 0fc9c17 0fbf36a 0fc6396 
