0fd2856 000dc1c 0fc6b48 0fc0127 0fb1abb 
0f9675d 004302b 0f8e6a1 0f85b5b 0043a3a 
0f8a60f 00498e4 0f829d5 0f79aea 004a316 
0f90389 00490f4 0f87f1a 0f7f94a 0049b14 
0f872a3 004d322 0f7fded 0f766ea 004dd6a 
0f847e0 0050a8f 0f7bd79 0f73edc 00514d1 
0f8665f 004ffd0 0f7df2d 0f75c5f 0050a13 
0f7a994 0055e0d 0f72410 0f6a043 0056872 
0f81720 0054f73 0f78c84 0f70e82 00559be 
0f79c6a 00589f7 0f7234c 0f6919e 0059465 
0f7884c 005bb2e 0f6fb4a 0f67f59 005c598 
0f7c10d 005a9fa 0f7380b 0f6b601 005b466 
0f72348 00600e1 0f697d7 0f61819 0060b5f 
0f7a26c 005e5ec 0f7080b 0f6978c 005f052 
0f735ce 0061392 0f6a9c2 0f62936 0061e13 
0f7318b 00638b3 0f69480 0f626ce 0064323 
0f77844 0061cb0 0f6e3e5 0f66c1b 0062721 
0f6ddbe 0066d54 0f64932 0f5d1c8 00677e0 
0f75b1f 0064b51 0f6b664 0f6500d 00655c1 
0f6eea1 0066f65 0f6551e 0f5e152 00679ee 
0f6ea34 0068d1a 0f640b9 0f5deaa 006979a 
0f7341c 0066b62 0f691b0 0f626bf 00675df 
0f69cc8 006b6e3 0f5fa77 0f58f24 006c177 
0f72290 006924c 0f673ef 0f61505 0069ccc 
0f6c034 006b559 0f622be 0f5b088 006bff8 
0f6bd39 006d242 0f6134d 0f5b037 006dcd9 
0f70714 006b0a9 0f66636 0f5f910 006bb42 
0f671e8 006fd11 0f5d473 0f564e6 00707c8 
0f6fc31 006d5ad 0f65494 0f5f179 006e050 
0f6a1e1 006f354 0f60be0 0f596b8 006fe10 
0f6ab7f 0070723 0f60594 0f5a364 0071329 
0f70e67 00573fb 0f66cb7 0f6027c 006e1dc 
0f68c8f 006c8a9 0f5ed71 0f581cd 0071bdf 
0f7289a 00429ad 0f67e4c 0f61ded 006e4be 
0f6dd1b 00426d3 0f64484 0f5d141 006f3b1 
0f6ee77 0037c3a 0f64564 0f5e48c 006fdd5 
0f757a0 0005e65 0f6b4ba 0f64b45 006c366 
0f6dcd4 001bceb 0f63ef1 0f5d12d 006f661 
0f7825f 0fe9a6d 0f6d837 0f677a6 006a39f 
0f74113 0fe5b27 0f6a6c6 0f63438 0067dd0 
0f75de8 0fdd583 0f6b316 0f652de 004be2f 
0f7d1ba 0fa12d1 0f73019 0f6c701 0005c75 
0f7600b 0fb9f27 0f6bf92 0f65498 00103d9 
0f80b1f 0f97fc4 0f75f96 0f7026f 0fc7664 
0f7d502 0f9ffd7 0f7370e 0f6c9a0 0fbb396 
0f7f7b4 0f989ed 0f7463b 0f6ee6e 0fc5c27 
0f87b1f 0f94dbd 0f7cca1 0f77111 0f96d70 
0f81bdc 0f9632e 0f769df 0f71106 0f93b47 
0f8e6d8 0f96f2e 0f81fd6 0f7dbd5 0f91fda 
0f8d314 0f97b9e 0f81435 0f7c584 0f8eda3 
0f91944 0f989c6 0f8441f 0f80d7b 0f8aa7f 
0f9c5b2 0f99e4f 0f8f0fb 0f8b86c 0f8646a 
0f98620 0f9a871 0f8a976 0f879ab 0f80305 
0fa66c5 0f9b302 0f98d55 0f95e81 0f7aaed 
0fa5a3c 0f9b776 0f99685 0f9511b 0f7991b 
0fa991e 0f9c7b2 0f9c85a 0f99204 0f7b54d 
0fb437e 0f9dfd9 0fa7c2f 0fa3a47 0f7be23 
0fafd02 0f9ded0 0fa3ef6 0f9f589 0f7a65a 
0fbd1fa 0f9e6c3 0fb0bbe 0facc1e 0f7c997 
0fbbd04 0f9e38b 0fb0dce 0fab6dc 0f7f9e2 
0fbf6dc 0f9e53b 0fb36a9 0faf2b3 0f80123 
0fc8f72 0f9fdc8 0fbd4cf 0fb8884 0f8093d 
0fc355e 0f9fb81 0fb8102 0fb2e4f 0f7efd8 
0fcfd5e 0fa0d0a 0fc366a 0fbf61c 0f7e08f 
0fce315 0f9fa6c 0fc2a95 0fbd8c5 0f7ce16 
0fd0f15 0f9e05e 0fc4414 0fc066b 0f7c786 
0fd968e 0f9db55 0fcd1ba 0fc8bce 0f7deb1 
0fd1e74 0f9d7c3 0fc6248 0fc1436 0f7e65a 
0fdbf92 0f9db8f 0fcfbbb 0fcb685 0f8183f 
0fd734c 0f9e407 0fccaae 0fc6821 0f863a0 
0fd6a47 0f9f464 0fcb043 0fc61b7 0f8c00f 
0fdca46 0f9f6fe 0fd1564 0fcc091 0f92735 
0fd3252 0f9e808 0fc81e2 0fc2931 0f97cc9 
0fdba92 0f9e99f 0fcfbc0 0fcb2f4 0f9e627 
0fd6119 0f9ca45 0fcba5b 0fc5793 0fa442e 
0fd521d 0f9d55e 0fc9d68 0fc4aa1 0fa71be 
0fdad99 0fa1ccb 0fcff66 0fca47c 0fa859e 
0fd1431 0fa449c 0fc6a3d 0fc0b52 0fa8ccb 
0fd9904 0faab6f 0fce25c 0fc912a 0fa8e14 
0fd3bf8 0fb0f81 0fc971a 0fc31ed 0fa99a2 
0fd20cf 0fb625a 0fc6d22 0fc18fa 0fac53b 
0fd70ed 0fbb173 0fcc3f8 0fc67af 0fb0c1d 
0fcc7e3 0fbfc37 0fc2064 0fbbf02 0fb3c80 
0fd45e6 0fc297c 0fc9543 0fc3e50 0fb7be1 
0fced36 0fc46b4 0fc5272 0fbe427 0fba2fb 
0fcd973 0fc2b37 0fc307b 0fbd29e 0fbea84 
0fd38af 0fc0d33 0fc982b 0fc3100 0fc43e2 
0fc9f31 0fbf6ab 0fc034f 0fb981e 0fc7894 
0fd26b2 0fbf6d5 0fc7e3f 0fc20c7 0fcb0ae 
0fcd544 0fbfb2e 0fc4469 0fbcef3 0fcd5c6 
0fcc105 0fc065a 0fc2413 0fbbd35 0fcf52c 
0fd202b 0fc2866 0fc8c9b 0fc1b35 0fd1f6e 
0fc88ce 0fc23a0 0fbfd06 0fb8452 0fd3f7c 
0fd0ef0 0fc0bbd 0fc7b77 0fc0bc6 0fd8f65 
0fcc1c7 0fbe061 0fc444f 0fbbd37 0fde6d4 
0fcb52e 0fb937e 0fc28df 0fbb2ae 0fe3fc7 
0fd2550 0fb14ee 0fca57d 0fc221d 0ffc12e 
0fc9e16 0fa9806 0fc21bf 0fb9ac0 0017e93 
0fd3122 0fa5ed7 0fca730 0fc2ed1 00149a1 
0fcedd9 0fa3a39 0fc7029 0fbe8f4 00150c9 
0fcdc35 0fa28a5 0fc4987 0fbd826 0016708 
0fd3a48 0fa2705 0fcad30 0fc3463 00132e4 
0fca208 0fa1e7b 0fc1857 0fb9ba6 00170a8 
0fd25ba 0fa39a4 0fc8f66 0fc1ff2 0014310 
0fcd9a9 0fa6155 0fc549f 0fbd18d 001505a 
0fccb06 0fa5695 0fc2d5c 0fbc405 0016962 
0fd3596 0fa7430 0fc9797 0fc2d57 00132b2 
0fca191 0fa98f3 0fc04ec 0fb99bf 00171d3 
0fd224f 0fada8b 0fc74ba 0fc1b57 0014864 
0fcd63b 0faf5fe 0fc38a5 0fbcda4 0015796 
0fcbe6b 0faf62e 0fc155b 0fbb7de 0017387 
0fd1f6e 0fb2a74 0fc7f24 0fc1826 0013f66 
0fc85cb 0fb4d02 0fbeb8a 0fb7f46 0017dc0 
0fd09e4 0fb6b7e 0fc64d4 0fc0471 00150e1 
0fcc721 0fb8218 0fc33a9 0fbbfe1 0015a41 
0fcaf66 0fbb3c7 0fc0f8e 0fbaa9c 0017506 
0fd1596 0fbe1a4 0fc7f41 0fc1035 0014075 
0fc8211 0fc0094 0fbf256 0fb7d49 0017cec 
0fd0363 0fc2cdd 0fc678c 0fbffc9 0015245 
0fcb983 0fc52e1 0fc2cbd 0fbb3ff 0016059 
0fc9c71 0fc768a 0fbff1e 0fb98f3 0017ea3 
0fd0098 0fca026 0fc64bc 0fbfb28 0014ad4 
0fc6719 0fcb4f8 0fbcd25 0fb6197 0018919 
0fcdc39 0fccf66 0fc36a3 0fbd802 001636f 
0fc8cf3 0fce4d0 0fbfb28 0fb86e2 0017320 
0fc6a15 0fcf1e8 0fbcd85 0fb65be 00193fa 
0fccc63 0fd0d84 0fc30f7 0fbc5e9 0016336 
0fc30f8 0fd1c35 0fb9a09 0fb29c5 001a634 
0fcaaac 0fd4a84 0fc04cd 0fba432 00181c4 
0fc5e5d 0fd7858 0fbcb9e 0fb5727 001921c 
0fc3a01 0fda115 0fb9bbf 0fb35b2 001b475 
0fc98c4 0fdee7d 0fc000b 0fb9429 00185ff 
0fbf8ff 00052a7 0fb6424 0faf360 001caf1 
0fc6baf 001a17f 0fbc63a 0fb67ce 001aae3 
0fc1897 001b683 0fb821f 0fb1276 001bffe 
0fbe7fe 001e111 0fb3ec4 0fae2ed 001ea8f 
0fc4ae5 001b226 0fba0fc 0fb4504 001bb86 
0fbb295 001f36f 0fb0ad1 0faab77 001fd02 
0fc38af 001cc6f 0fb8198 0fb31fb 001d5d6 
0fbfadf 001d750 0fb5585 0faf222 001e0c9 
0fbe683 001f3cf 0fb3137 0fadefc 001f2b2 
0fc5c12 001b968 0fbac16 0fb53a2 0ff8317 
0fbcc25 001f47b 0fb230f 0fac39d 000a322 
0fc59fa 001c589 0fba412 0fb52bd 0fe34d7 
0fc2181 001c95a 0fb7f6d 0fb18bb 0fdcec4 
0fc0bf4 001e275 0fb5f9c 0fb05e4 0fda08a 
0fc85aa 001a414 0fbe152 0fb7f07 0fd7f69 
0fbf805 001db3b 0fb5afb 0faf10b 0fd5754 
0fc8480 001aaa8 0fbdc00 0fb7ede 0fd4611 
0fc4845 001aee4 0fbb301 0fb40fc 0fd3577 
0fc2eab 001c95c 0fb8afd 0fb2957 0fd20cd 
0fc9e89 00190e8 0fbffb0 0fb9820 0fd1fe1 
0fc0165 001d0aa 0fb69cd 0fafb20 0fd19b0 
0fc8030 001a8f3 0fbd8de 0fb7b4e 0fd21ec 
0fc39a0 001b573 0fba6a8 0fb3295 0fd26f7 
0fc0cc1 001dbf9 0fb7024 0fb078e 0fd2982 
0fc6a9d 001ae88 0fbd64b 0fb640e 0fd3c17 
0fbbc9e 001fa44 0fb353a 0fab5ce 0fd3ed3 
0fc2f36 001dda9 0fb9cc5 0fb299c 0fd44eb 
0fbe31b 001f13b 0fb64a1 0fadb87 0fd3e46 
0fbb433 0021d5f 0fb2909 0faae8d 0fd3b19 
0fc1745 001f16f 0fb9264 0fb110b 0fd2639 
0fb7456 0023b75 0faf98a 0fa6e2e 0fcefd1 
0fbe561 0021f66 0fb6132 0fae0be 0fcfdce 
0fb918f 00238d7 0fb27af 0fa8b6a 0fd012d 
0fb5797 0026c4f 0fae08c 0fa53c2 0fd10bb 
0fba9ff 0024bb6 0fb3249 0faa46e 0fd2c39 
0fae884 002a6dd 0fa7c0c 0f9e346 0feef52 
0fb40db 0029e52 0fac1f3 0fa3dcb 0fe9215 
0fad691 002c814 0fa690a 0f9d223 00109dd 
0fa7e61 0030e88 0fa04c9 0f97c51 003184f 
0fab144 0030325 0fa354a 0f9ad43 0030cf2 
0f9d5ee 003706c 0f9636c 0f8d202 0037a60 
0fa2198 00375e0 0f9a01f 0f91e12 0037fca 
0f9be54 003a330 0f95055 0f8b8c6 003ad33 
0f96e6a 003eb8a 0f8f065 0f86a40 003f592 
0f9af0a 003d8a0 0f93092 0f8a8ca 003e2a0 
0f8e18b 0043d53 0f86316 0f7db24 0044771 
0f92c27 0043ea3 0f89660 0f826be 00448b5 
0f8bdd4 0046c1f 0f831a9 0f7b6b6 0047648 
0f869fe 004b763 0f7d913 0f7652b 004c198 
0f8ae8a 004a980 0f826df 0f7a93b 004b3b0 
0f7e95c 0051045 0f766b9 0f6e3fb 0051a98 
0f839a3 00512a9 0f7abae 0f73636 0051ce3 
0f7d56f 0053fe6 0f758dc 0f6d085 0054a42 
0f782e1 0058896 0f6f869 0f67fc5 00592f5 
0f7c577 0057aca 0f73c41 0f6c19a 0058523 
0f70a66 005decc 0f685f4 0f6069c 005e943 
0f764e7 005dd18 0f6d0ef 0f661ed 005e77c 
0f70bc4 0060604 0f6885c 0f606b2 0061082 
0f6c33a 0064bd3 0f630e4 0f5bf78 0065652 
0f71096 0063b05 0f68153 0f60b3d 006457c 
0f65594 0069e75 0f5c9ec 0f54fdc 006a90e 
0f6af81 0069dcd 0f611fb 0f5aaa8 006a84a 
0f65c1b 006c46c 0f5cd6e 0f55513 006cf01 
0f61bcc 00704e3 0f57daa 0f51696 0070f76 
0f675cc 006eb69 0f5d7db 0f56f40 006f5fc 
0f5ca23 0074518 0f53001 0f4c324 0074fc1 
0f632c5 0073a6e 0f5876a 0f52c96 0074504 
0f5edbd 0075751 0f550bd 0f4e501 00761fd 
0f5b6d0 0078f13 0f50b72 0f4af4c 00799b8 
0f61b71 0076ca4 0f570fb 0f5120a 0077747 
0f57a03 007bc9a 0f4d429 0f46f86 007c75a 
0f5e99d 007ab1b 0f536fd 0f4e047 007b5c4 
0f5a962 007c311 0f50f3b 0f49f5c 007cdd3 
0f57778 007f7b1 0f4d15e 0f46f95 0080270 
0f5e665 007ce2c 0f5453b 0f4de0e 007d8e4 
0f5500a 0081511 0f4b64a 0f44861 0081fe0 
0f5ca66 007f97b 0f5255d 0f4c507 0080431 
0f59e04 0080109 0f50c6c 0f497d5 0080bd5 
0f57dbe 00824aa 0f4dff7 0f47a04 0082f6c 
0f602b5 007e882 0f56805 0f4fec9 007f339 
0f583bd 0081bec 0f4edee 0f4800a 00826b6 
0f61452 007ec4b 0f56e43 0f5124d 007f6fa 
0f5f69e 007e4c1 0f55f06 0f4f2de 007ef80 
0f5de11 007fca4 0f5375c 0f4dc1a 008075f 
0f666ca 007b6f1 0f5c24f 0f563ad 007c19f 
0f5e3a6 007e6c2 0f54610 0f4e048 007f184 
0f6739f 007b37d 0f5c5eb 0f57177 007be1f 
0f65c5a 007a471 0f5bedf 0f55811 007af29 
0f64bd5 007b497 0f5a101 0f54989 007bf47 
0f6e3ef 00764c0 0f6395b 0f5e078 0076f64 
0f67396 007867d 0f5cd07 0f56f5d 007912a 
0f71b47 00574a9 0f6617c 0f61609 0074e12 
0f720a1 002dfaf 0f6731c 0f617db 0072c80 
0f72c9c 0014669 0f66d93 0f624f3 00511b5 
0f7e016 0fc733a 0f72060 0f6d7b9 0fde1a9 
0f7888b 0fbc4c1 0f6d0e5 0f6804e 0fbcbdd 
0f845fb 0f8fcf6 0f78287 0f7423f 0f8acce 
0f86319 0f8d2a1 0f7af02 0f75dda 0f869f1 
0f88006 0f8d454 0f7bff0 0f77cef 0f81f75 
0f94978 0f8ef8e 0f889aa 0f8459a 0f7cccc 
0f9035a 0f8f225 0f84c1f 0f7fed6 0f76fd4 
0f9cd7c 0f8fb6f 0f90641 0f8ca3b 0f737d1 
0f9f361 0f90659 0f93e47 0f8eed5 0f6fc16 
0fa0a11 0f92130 0f94950 0f90854 0f6d614 
0fac2f4 0f95ca2 0fa01df 0f9bf54 0f6ea9a 
0fa67ae 0f97ec5 0f9aabd 0f96267 0f7010b 
0fb1b8b 0f9c536 0fa4c4c 0fa14f0 0f7144b 
0fb2a01 0fa17be 0fa71b7 0fa2154 0f71746 
0fb2a88 0fa43a6 0fa6a7d 0fa2731 0f73db6 
0fbe032 0fa5568 0fb23c9 0fadf50 0f76fc8 
0fb7d26 0fa4b3b 0fac9d7 0fa7c55 0f792ef 
0fc308b 0fa51fd 0fb6d97 0fb3070 0f79527 
0fc4a99 0fa698b 0fb9630 0fb47d5 0f74c63 
0fc55dc 0fa6cc9 0fb9401 0fb544d 0f6fdf0 
0fd11bb 0fa60f0 0fc5019 0fc0e16 0f6db54 
0fcacd9 0fa4b95 0fbf680 0fba97d 0f6b3a2 
0fd5250 0fa7885 0fc908b 0fc5003 0f672c1 
0fd50dc 0faa45f 0fca129 0fc4ca2 0f64ac4 
0fd3361 0fab727 0fc75c8 0fc3169 0f66443 
0fdbc24 0fafbd0 0fcff3e 0fcb8f8 0f6b1ce 
0fd2443 0fb35f2 0fc71aa 0fc206c 0f6feac 
0fd98cb 0fb6fb2 0fcd9e1 0fc96ad 0f7596f 
0fd7125 0fb9179 0fcc5f3 0fc6cb5 0f7a86f 
0fd34e4 0fba35f 0fc8208 0fc32a6 0f802a8 
0fdb53f 0fbbc42 0fd04c5 0fcb2a4 0f85082 
0fd1e9e 0fbbdb9 0fc74bf 0fc1c04 0f87e74 
0fd98b8 0fbca7e 0fcdbf3 0fc98a2 0f8a753 
0fd7581 0fbe111 0fcd111 0fc7443 0f8be34 
0fd401c 0fbf27c 0fc9229 0fc4099 0f8bc17 
0fdc03a 0fc0a4e 0fd19b1 0fcc063 0f8d72e 
0fd1e5b 0fc1d71 0fc86dd 0fc1e8f 0f8f298 
0fd865c 0fc32bb 0fce670 0fc88e3 0f933e9 
0fd6038 0fbf2c6 0fcd3b7 0fc616d 0f986e7 
0fd2b6a 0fb681e 0fc9afe 0fc3045 0f9c2b6 
0fdb2f1 0fae01a 0fd2c66 0fcb8a3 0fa1cc5 
0fd1765 0fa7466 0fc9fdd 0fc1c89 0fa6086 
0fd88d2 0fa1dd2 0fcfa9b 0fc8d81 0fabb30 
0fd6353 0fa0679 0fce68e 0fc6508 0facadb 
0fd2426 0f9e9ea 0fc9ceb 0fc2864 0fadcb8 
0fda006 0f9f2a6 0fd1a76 0fca3e1 0fafce3 
0fcff57 0f9e18b 0fc7feb 0fc0222 0fb2955 
0fc3d8b 0fd6520 0fb992b 0fb4376 0fba2c9 
0fc71e0 0fd6d63 0fbd866 0fb760b 0fba68e 
0fbf2b4 0fd64a7 0fb57b6 0faf7d9 0fb9a3f 
0fc8720 0fd6f4e 0fbe4a5 0fb8cb4 0fb9f30 
0fc15ed 0fd6ac3 0fb825d 0fb19e5 0fb9739 
0fc3b68 0fd6a1e 0fb982f 0fb4174 0fb9631 
0fc730e 0fd72b7 0fbdad8 0fb7764 0fb9b14 
0fbf558 0fd69ca 0fb5ba2 0fafa8d 0fb943a 
0fc8892 0fd7279 0fbe66f 0fb8e34 0fb9f4d 
0fc157f 0fd6f3a 0fb820e 0fb19b6 0fb9da4 
0fc37d8 0fd6e22 0fb93dd 0fb3e18 0fba0ee 
0fc6f57 0fd74dc 0fbd652 0fb73f1 0fba957 
0fbf036 0fd6c26 0fb5635 0faf5a8 0fba166 
0fc845e 0fd7467 0fbe1d5 0fb8a10 0fba5b0 
0fc14fe 0fd6f64 0fb824b 0fb1941 0fb9c7e 
0fc3908 0fd6b23 0fb968a 0fb3f46 0fb971b 
0fc74b6 0fd7221 0fbdc6c 0fb7916 0fb9a0c 
0fbf5ed 0fd6a5f 0fb5be6 0fafb31 0fb9280 
0fc8882 0fd7652 0fbe591 0fb8e54 0fb9ca5 
0fc1740 0fd74d5 0fb8340 0fb1bb1 0fb9ca4 
0fc3811 0fd74c7 0fb9450 0fb3e80 0fb9f4c 
0fc7262 0fd7996 0fbd96f 0fb7713 0fba3e9 
0fbf3cb 0fd696e 0fb5994 0faf933 0fb97c3 
0fc88fb 0fd6f44 0fbe636 0fb8ede 0fb9b1a 
0fc1bdc 0fd6ca5 0fb8800 0fb203e 0fb936a 
0fc3e94 0fd6790 0fb9a11 0fb44da 0fb90df 
0fc79ed 0fd6b16 0fbdfde 0fb7e83 0fb9577 
0fbf7bb 0fd62d6 0fb5df9 0fafd5a 0fb909a 
0fc8a1f 0fd6d5e 0fbe8b2 0fb9028 0fb9c79 
0fc18fa 0fd6691 0fb8865 0fb1dae 0fb9da1 
0fc3572 0fd66fc 0fb96d3 0fb3c1f 0fba306 
0fc6e41 0fd728b 0fbdb46 0fb7314 0fba6bb 
0fbe98a 0fd7063 0fb54ee 0faeeb5 0fb982d 
0fc7829 0fd837b 0fbd911 0fb7d57 0fb9b50 
0fc0361 0fd87c4 0fb70d2 0fb0674 0fb95d7 
0fc1a8f 0fd8550 0fb7681 0fb1f3f 0fb9791 
0fc527a 0fd880f 0fbb724 0fb54f8 0fba1e4 
0fbc923 0fd7813 0fb2d65 0facc4d 0fba173 
0fc5794 0fd76fd 0fbb261 0fb5abd 0fbb854 
0fbe7fa 0fd638b 0fb500a 0fae8df 0fbc038 
0fc0389 0fd50a9 0fb5b65 0fb0635 0fbcc3e 
0fc3aa2 0fd6094 0fb9cb5 0fb3b57 0fbe51b 
0fbae6f 0fd607b 0fb1242 0fab0ad 0fbf4d2 
0fc39f6 0fd6a32 0fb97aa 0fb3da7 0fc0f96 
0fbc6c9 0fd6c9a 0fb34d4 0fac919 0fc1392 
0fbdd70 0fd6b04 0fb3c76 0fae24e 0fc22ba 
0fc1936 0fd7344 0fb8062 0fb1bf6 0fc39d3 
0fb8f3d 0fd6ad4 0faf662 0fa9323 0fc43a1 
0fc1b93 0fd78e0 0fb7951 0fb2068 0fc6110 
0fba765 0fdafc9 0fb1181 0faa9ef 0fc709c 
0fbbc99 0fe7c48 0fb173c 0fabff6 0fc70c4 
0fbf829 0fea437 0fb5e22 0fafa55 0fc5f26 
0fb6b5c 0025022 0fad0c8 0fa6f44 0fc463d 
0fbf948 0022e1d 0fb55b4 0fafe23 0fc3d17 
0fb8922 002513a 0faf1a6 0fa8b97 0fc3083 
0fb9c13 0025ec3 0faf398 0faa08f 0fc2d55 
0fbd7c9 0023a43 0fb36ae 0fad9c1 0fc2e83 
0fb4c7b 0027ce1 0faab75 0fa4ea9 0fc16fe 
0fbdb2a 0024abb 0fb2fea 0fadd15 0fc1361 
0fb68eb 0026dfb 0facb6c 0fa68d7 0fc062a 
0fb79c4 0027bf3 0facd2a 0fa7ba1 0fc0647 
0fbb4bf 0025619 0fb1569 0fab5f4 0fc0d2d 
0fb241e 002994c 0fa84a3 0fa264f 0fc0377 
0fbabfa 0026849 0fb0187 0faaeeb 0fc0638 
0fb3481 0028bbd 0fa988c 0fa35cf 0fbf761 
0fb4188 0029ddb 0fa983c 0fa44d3 0fbee46 
0fb81a1 0027a4d 0fae18c 0fa821e 0fbe69d 
0faf45c 002bf78 0fa4f8a 0f9f40c 0fbc6d7 
0fb7ec0 00290ee 0facf57 0fa7ea6 0fbba43 
0fb04fa 002b88a 0fa64b4 0fa02de 0fba5be 
0fb1552 002c7e8 0fa69cd 0fa16b4 0fbad65 
0fb66df 0029809 0fac9ea 0fa6742 0fbabe2 
0fae6bc 002d29d 0fa48eb 0f9e7b1 0fb987b 
0fb8712 0029559 0fae564 0fa8948 0fb93bd 
0fb2381 002addd 0fa96aa 0fa244f 0fb8f5d 
0fb3c8a 002b582 0faa0b4 0fa3fe0 0fb94aa 
0fb895c 00285b9 0fafc4e 0fa8bcd 0fb9bf2 
0fb04eb 002c14a 0fa7cd1 0fa0884 0fb8f47 
0fb9fdc 0028650 0fb1331 0faa477 0fb84cd 
0fb366e 002a16a 0fabf2c 0fa39c7 0fb6498 
0fb4b70 002ab60 0fac836 0fa5140 0fb468b 
0fb933f 0027fed 0fb1e70 0fa974c 0fb3ffd 
0fb0a84 002c0ce 0fa9b8e 0fa0f6b 0fb2793 
0fb9ff2 0028a5e 0fb2ef4 0faa627 0fb0447 
0fb2db8 002ab3a 0face2e 0fa313d 0fafe49 
0fb3265 002c22a 0fabe01 0fa35ac 0fb17c5 
0fb72af 002a03d 0fb0200 0fa7255 0fb35c8 
0fae211 002e6f1 0fa6e0c 0f9e02c 0fb4e5f 
0fb6b2d 002bba7 0faebb3 0fa6a48 0fb5ea9 
0faeeac 002e460 0fa800b 0f9ed05 0fb61cb 
0fae403 003026e 0fa63eb 0f9e4dc 0fb8a9c 
0fb232c 002e262 0faa086 0fa2010 0fb962d 
0fa89d7 0032e76 0fa0447 0f98741 0fb936f 
0fb0112 0030934 0fa7b6f 0fa0228 0fb9a2f 
0fa761a 0033bd3 0fa0142 0f976ed 0fb8c44 
0fa7076 0035a3f 0f9e6b5 0f97210 0fb7fd9 
0fa980c 00342d2 0fa1361 0f997c6 0fb994f 
0f9e80e 003995e 0f9604b 0f8e78a 0fb9871 
0fa4c9c 00380b6 0f9b728 0f94caf 0fbb85d 
0f9bc66 003b8d3 0f93511 0f8b977 0fbc9f8 
0f9aa19 003e22d 0f9148f 0f8a897 0fc7fd0 
0f9cc9c 003d53c 0f93e71 0f8c9d3 0fd0e12 
0f9140a 004358e 0f8827b 0f81226 0036e2b 
0f972f7 00424ce 0f8d907 0f871b0 0042ebd 
0f8d879 0046774 0f84f2b 0f7d57c 0047188 
0f8b7c3 0049bba 0f821bc 0f7b66d 004a5d0 
0f8c776 0049c57 0f83ba8 0f7c42d 004a678 
0f7fa61 0050d08 0f76e30 0f6f7be 005174a 
0f844c1 0050d81 0f7adfb 0f743e1 00517b9 
0f7a107 0055bbe 0f71cfc 0f69f6a 0056617 
0f774ba 0059c01 0f6e266 0f675ce 005a65d 
0f7816d 005a59d 0f6f855 0f6817f 005b002 
0f6bfeb 00618ba 0f63619 0f5c122 006233a 
0f71b35 00617ff 0f6844b 0f61d6f 0062270 
0f68706 00664bf 0f5ffa2 0f587e9 0066f4f 
0f66a05 006a164 0f5d325 0f56d1e 006abec 
0f68e95 006a0bc 0f5fff4 0f59013 006ab4a 
0f5e961 0070482 0f5594e 0f4eb12 0070f25 
0f66193 006f242 0f5c5bb 0f5638b 006fcce 
0f5eb63 00729da 0f55de8 0f4ebb8 007347d 
0f5e531 0075431 0f546e4 0f4e73c 0075ed0 
0f61bae 007450d 0f582dd 0f51b97 0074fac 
0f5814c 0079dcb 0f4e8a0 0f48178 007a881 
0f60013 0078400 0f55c71 0f500c8 0078e9c 
0f59123 007b3b0 0f4fb89 0f48faf 007be69 
0f5926a 007d652 0f4ed23 0f492d5 007e102 
0f5d723 007bb9a 0f53a1f 0f4d5e8 007c640 
0f54903 00808aa 0f4acdc 0f44849 0081370 
0f5d3c9 007e143 0f52c96 0f4d477 007ebed 
0f5748a 00803d7 0f4dc92 0f47270 0080e9f 
0f585e2 008168b 0f4de5b 0f48693 0082148 
0f5d7a4 007eb9c 0f538a5 0f4d8ed 007f65d 
0f55a68 0082831 0f4bcd4 0f45d46 0083304 
0f5fd57 007ee39 0f554ee 0f501ef 007f8fe 
0f5abf6 00800f2 0f51376 0f4afc8 0080bd0 
0f5c59e 008084e 0f51dad 0f4cc56 0081321 
0f629c3 007bf96 0f589b1 0f52eea 007db39 
0f5b5d8 007a24b 0f516fc 0f4badc 0080d0f 
0f6600c 0033472 0f5b74c 0f56383 007cc98 
0f61a25 001cf7b 0f58271 0f51c06 007d5d0 
0f63bc5 000051f 0f596be 0f53f1b 007d50a 
0f6a6b6 0fbfb50 0f60b1e 0f5a7b1 007953f 
0f6367b 0fd514b 0f59d5f 0f536df 007bd2d 
0f6e092 0fa963c 0f63da7 0f5e333 0039478 
0f69dc3 0fa4d20 0f6092a 0f59e4a 001b648 
0f6c32a 0fa17d3 0f61db1 0f5c60e 00033d3 
0f73979 0f82a0f 0f69df8 0f63e18 0fae726 
0f6e39e 0f8a044 0f64726 0f5e729 0f93aa4 
0f7b1ab 0f8303e 0f70abb 0f6b7ab 0f7faf2 
0f79841 0f83d58 0f6fce0 0f69c1c 0f7cb15 
0f7e81c 0f85d2c 0f73a28 0f6ed9b 0f796e4 
0f88c5c 0f87e33 0f7e33c 0f79014 0f7609d 
0f85052 0f884eb 0f7a924 0f7554b 0f728a2 
0f93845 0f8899f 0f881d5 0f83cba 0f70db5 
0f9368f 0f87d01 0f88a18 0f83a0b 0f6ec45 
0f99769 0f88f32 0f8d73b 0f89cb8 0f6b580 
0fa4f12 0f88fa8 0f98fbe 0f94ff7 0f679aa 
0fa1c49 0f87b76 0f95404 0f91ba4 0f6513e 
0faffe9 0f88cec 0fa2384 0f9feb7 0f64f1b 
0faf661 0f899fa 0fa273f 0f9f3f2 0f6302a 
