0fa4545 0fc479d 0f97ceb 0f9a7c8 0ff6a14 
0f96b71 00329d9 0f8aa0c 0f8f3b5 003340b 
0f8d2c2 0036c52 0f812fb 0f82a8a 0037694 
0f9ddf0 0033ac6 0f91dd7 0f92611 00344d9 
0f8da3f 00369e4 0f81965 0f867cf 003742c 
0f99b76 00362d2 0f8dcad 0f8c551 0036cf3 
0f99aa8 00348e0 0f8d991 0f91ec7 003530c 
0f90e73 0037ee5 0f84f8d 0f863f8 0038927 
0fa2c73 003412d 0f96cf2 0f971a2 0034b43 
0f92993 00368b5 0f8693c 0f8b520 00372f8 
0f9f160 0035d3f 0f93385 0f91686 003675c 
0f9ffec 0033963 0f93fc1 0f97ee9 0034381 
0f97d82 003644c 0f8bf48 0f8cc0a 0036e7e 
0faae30 0031bca 0f9efac 0f9eab3 00325d1 
0f9c2a4 0033346 0f9032c 0f948ec 0033d7a 
0fa9c50 002436b 0f9dd2c 0f9bc98 0032179 
0fab7e6 0ff7ca5 0f9f543 0fa311e 002f051 
0fa3d1a 0fed2c8 0f97ca3 0f98841 00310b9 
0fb6f25 0fcdf8b 0faaeeb 0faa947 002c216 
0fa80de 0fccda7 0f9bf2b 0fa065a 002d60c 
0fb5531 0fcc538 0fa957e 0fa747b 002b744 
0fb6b70 0fcc5f1 0faa8c7 0fae599 0028539 
0fae75a 0fca8df 0fa2648 0fa3532 002a6c1 
0fc0f80 0fcc23d 0fb4ed5 0fb4d5a 0025749 
0fb0af6 0fccc11 0fa4b07 0fa96a7 0026c4e 
0fbc423 0fcf00d 0fb0676 0faeac0 00255d5 
0fbc8e9 0fd1de1 0fb08f3 0fb494d 0022abd 
0fb340e 0fd1bec 0fa761a 0fa869e 002538a 
0fc5634 0fd435e 0fb9775 0fb9678 00208b9 
0fb51c1 0fd3d8f 0fa91cc 0fadc72 00223c8 
0fc1315 0fd3cc1 0fb550e 0fb37d3 0020c9f 
0fc1f95 0fd3786 0fb5ef7 0fb9eba 001df4d 
0fb8677 0fd0701 0fac84b 0fadb15 002078d 
0fcaa04 0fcf3a6 0fbeb92 0fbee35 001bc98 
0fba2f1 0fcb2a8 0fae3ca 0fb2e46 001d6ea 
0fc5604 0fca5e6 0fb991b 0fb8238 001c4e9 
0fc56d1 0fccd51 0fb97aa 0fbd551 0019e1e 
0fba664 0fcdc89 0fae952 0fafa3b 001cebd 
0fcb7fd 0fd0327 0fbfadc 0fbfbfa 0018de7 
0fb9bb9 0fcfa25 0faddd4 0fb1f05 001b31c 
0fc3bed 0fd2367 0fb800a 0fb6622 001aa0a 
0fc3e33 0fd6808 0fb7f1d 0fbb925 001880f 
0fb840e 0fd9609 0fac5f3 0fad8f5 001bf24 
0fc9264 0fdea4b 0fbd43b 0fbd9a9 0018033 
0fb6190 0fe0c40 0faa37d 0faed7e 001aa10 
0fbf979 0fe7837 0fb3c63 0fb29d7 001ab2d 
0fc030a 0ff91c4 0fb4344 0fb7fd0 0018ebe 
0fb444c 001c155 0fa86fa 0fa9b14 001cdb7 
0fc6134 0018a0e 0fba377 0fba519 001937f 
0fb39be 001b534 0fa7b6f 0fac3ae 001bee9 
0fbc70f 001b7aa 0fb0bcf 0faf877 001c13c 
0fbcb60 0019afe 0fb0ddc 0fb4d20 001a48d 
0fb0545 001da92 0fa4953 0fa6245 001e450 
0fc269f 001a26d 0fb6a78 0fb701e 0018541 
0fb0dc9 001cced 0fa5033 0fa9f5f 000ab34 
0fba5df 001d050 0faeade 0fadd37 0fe7035 
0fbb6d6 001b19c 0faf931 0fb3be8 0fdbd5d 
0faecfd 001f042 0fa30ee 0fa4c1c 0fd81e7 
0fc0fc8 001b4ca 0fb5378 0fb5a2e 0fd5895 
0faf2ff 001dc16 0fa34eb 0fa819c 0fd242e 
0fb8cd3 001dc98 0fad11b 0fabca6 0fd0dc1 
0fbae02 001b8d5 0faefb4 0fb2cce 0fd03e9 
0faec2c 001f420 0fa2f64 0fa49f8 0fcf369 
0fc15a6 001b88b 0fb58b6 0fb5db7 0fcfbba 
0fb0217 001ddba 0fa43d2 0fa9285 0fce193 
0fb97b6 001ddfb 0fadba5 0facc90 0fcdb1a 
0fbb254 001ba01 0faf32e 0fb3472 0fcce6f 
0fae80d 001f690 0fa2820 0fa4421 0fc9aee 
0fc0eb0 001bb5d 0fb4e9f 0fb5377 0fc78f3 
0faf95c 001e142 0fa37dd 0fa8598 0fc35ac 
0fb891d 001e1e1 0fac9d6 0fab8f2 0fc12d6 
0fba363 001be2f 0fae1b6 0fb1fe3 0fc1149 
0facd86 001fc78 0fa0d28 0fa27ca 0fc0efb 
0fbeb6a 001c639 0fb2b2b 0fb2d7f 0fc2655 
0fad617 001ee63 0fa142e 0fa613f 0fc13aa 
0fb65db 001f2da 0faa66f 0fa9422 0fc0915 
0fb92a1 001cd71 0fad0dd 0fb0ba1 0fbf62b 
0fac581 0020b07 0fa0514 0fa1f0e 0fbdc68 
0fbfac4 001cc46 0fb39e8 0fb385a 0fbda9c 
0faf70d 001ec7f 0fa34c3 0fa7e08 0fbad6f 
0fb9afa 001e8cb 0fadb83 0fac2c0 0fb95bb 
0fbdbd0 001b7af 0fb1958 0fb52d7 0fb8267 
0fb1bba 001ea2c 0fa5a9c 0fa7346 0fb7ff4 
0fc5a43 00146f8 0fb98ee 0fb992c 0fbb65e 
0fb53c1 0fe9cb8 0fa9000 0fadd92 0fbd8ce 
0fbe61e 0fdfd16 0fb2710 0fb1244 0fbf234 
0fc16e4 0fe1719 0fb555b 0fb8eb1 0fbea4e 
0fb464d 0ffc600 0fa842a 0fa9bf9 0fbc09a 
0fc7b9c 0ff7606 0fbb98f 0fbb4e4 0fbaf8d 
0fb713c 0ff9a6e 0faad2a 0faf742 0fb9b4c 
0fc003c 0fe285d 0fb401d 0fb2c31 0fbc65a 
0fc32a7 0fdbd2f 0fb7022 0fbade7 0fc0518 
0fb5f9f 0fd3179 0fa9e1c 0fabd65 0fc385a 
0fc94a6 0fcd619 0fbd324 0fbd573 0fc8c17 
0fb7ef7 0fc797e 0fabbe4 0fb0bcf 0fcbc6f 
0fc0841 0fc5a71 0fb4778 0fb349d 0fcebae 
0fc319d 0fc74d5 0fb6e18 0fbaa34 0fd061d 
0fb4c86 0fc870f 0fa8a48 0faa505 0fcfa7b 
0fc76e7 0fcccc4 0fbb48a 0fbb17d 0fcfeed 
0fb5f21 0fcef91 0fa9b3f 0fae8b1 0fce214 
0fbe29b 0fd216c 0fb21b0 0fb0c45 0fcd967 
0fc0a4d 0fd6840 0fb4753 0fb813e 0fcd8d4 
0fb29a3 0fd85e4 0fa68a9 0fa85f2 0fccd58 
0fc4d54 0fdd8f8 0fb8c95 0fb8c67 0fce4c2 
0fb3364 0fe3be5 0fa70fc 0fabd76 0fce5b3 
0fbb426 0009dd8 0faf28e 0fadcde 0fd0051 
0fbdf3a 0016586 0fb1c24 0fb52e7 0fd2319 
0fafc87 001dae4 0fa3c2b 0fa563c 0fd3351 
0fc2352 001a433 0fb62f2 0fb5fd6 0fd617d 
0fb0cbd 001c945 0fa4a91 0fa968c 0fd73b8 
0fb8b75 001d105 0facbfc 0fab673 0fd9750 
0fbb7d5 001abf6 0faf638 0fb2e43 0fdb366 
0fad3c1 001ec25 0fa1608 0fa3077 0fdbc99 
0fc02b8 001b2fe 0fb450f 0fb4086 0fdc9ad 
0faf4e1 001d62f 0fa3568 0fa81ce 0fdb2ab 
0fb7b9a 001d97c 0fabee4 0faab5c 0fdb3d5 
0fbb552 001b097 0faf62b 0fb315b 0fdc518 
0fadc61 001ee3e 0fa1e77 0fa3e49 0fde4a2 
0fc0f3c 001b2e6 0fb51ad 0fb52e3 0fdf7b1 
0fb0aa4 001d287 0fa4b7f 0fa9c3b 0fe379f 
0fb8ffd 001d634 0fad35d 0fac415 0fea4e2 
0fbc905 001ad06 0fb0a1d 0fb467c 0fe286a 
0faeb0c 001e124 0fa2d4d 0fa4e1d 0011a3c 
0fc110d 0fecc54 0fb5209 0fb54c2 0006fac 
0fafbdc 0fdf55f 0fa3c94 0fa8ed4 001ce23 
0fb6870 0fdd75d 0faabc9 0fa9e11 001ed58 
0fb94f3 0fde13b 0fad60d 0fb1409 001ca3c 
0faa9d9 0febb6f 0f9ea6a 0fa0cd4 0021024 
0fbcc91 0fe4311 0fb0d91 0fb0d2e 001de17 
0facbdf 0ff994a 0fa0a57 0fa58eb 0020244 
0fb4553 00069b8 0fa8603 0fa7535 0020bc1 
0fb7e89 0ff192d 0fabd15 0faf5cc 001e57d 
0fa92e9 000f2af 0f9d2d5 0f9f2c2 0022789 
0fba0c3 0fee0a2 0fae0c9 0fae0a8 001f5fc 
0fa8736 0fe09d9 0f9c57c 0fa12ce 0021f68 
0fae346 0fd8030 0fa25a0 0fa1399 002313e 
0fb009c 0fd665d 0fa40cc 0fa7cc1 002157b 
0f9fe60 0fe5e15 0f93e6b 0f96480 0026507 
0fb01c8 000f7bc 0fa41a4 0fa450a 0024044 
0f9eb57 0026721 0f92bc6 0f97c38 002715d 
0fa54f5 0027cf3 0f997e0 0f98af5 00286ef 
0fa85a6 0026406 0f9c665 0fa019d 0026dfd 
0f9a8ab 002ac27 0f8eb07 0f90c2e 002b644 
0fabcea 00281d9 0f9ff2c 0fa0207 0028bc5 
0f9ba55 002ab60 0f8faef 0f94ab3 002b558 
0fa2135 002b86c 0f963e7 0f95a29 002c592 
0fa3fbd 0016c10 0f97d7c 0f9bde5 002aca1 
0f940a8 002da03 0f88146 0f8a9a2 002fccc 
0fa279a 002d450 0f96989 0f97177 002ddaf 
0f8f3e4 0030fb4 0f834c4 0f8882c 0031a2e 
0f928fe 00336db 0f86ce2 0f8649b 003410d 
0f93fe8 0032c2e 0f88045 0f8b9bf 0033662 
0f84c39 003810d 0f78e0d 0f7b121 0038b5f 
0f95230 0036267 0f8945e 0f8988c 0036c8f 
0f84ce1 00394b4 0f78d68 0f7e0f1 0039f0e 
0f8ba79 003adca 0f7fd46 0f7f2ee 003b815 
0f8fde9 0039291 0f83e83 0f877e8 0039cdc 
0f82f90 003d76c 0f771bb 0f79611 003e1f2 
0f95644 003a970 0f89670 0f89a8a 003b645 
0f868a2 003ccca 0f7a765 0f7f783 003d9dd 
0f8e0d0 003d964 0f82331 0f8159d 003e4e6 
0f9305a 003b2c4 0f87186 0f8a8ce 003bd0c 
0f85f4c 003f06d 0f7a197 0f7c2b7 003face 
0f98794 00337a2 0f8c854 0f8c5ed 003c562 
0f89dc4 0031505 0f7dc48 0f82659 003e2fa 
0f917af 001c6a6 0f857e0 0f846a0 003e98c 
0f96f9d 0fe7c0b 0f8ad58 0f8dfc4 003bc20 
0f8a9bc 0fdbe93 0f7e969 0f80653 003f19c 
0f9deaf 0fbe029 0f92175 0f91a69 003b2f0 
0f9050d 0fbbd68 0f8466f 0f88c17 003c537 
0f984df 0fbb595 0f8c8a3 0f8b2b8 003c40e 
0f9e14f 0fbd244 0f922bf 0f950ff 0038fee 
0f91749 0fbc6a0 0f85a33 0f87316 003c236 
0fa4b1b 0fbe471 0f98ddf 0f98516 0038096 
0f96a91 0fbd89e 0f8ab91 0f8f522 0039071 
0f9e3f3 0fbce84 0f92759 0f9154d 0038dd1 
0fa3cd1 0fbd458 0f97dc7 0f9aff7 0035851 
0f965eb 0fba80d 0f8a827 0f8c8b4 0038a86 
0fa8e82 0fb9b4e 0f9d0bc 0f9ccef 0034c7d 
0f99f11 0fb8983 0f8dfc5 0f92bc3 003622a 
0fa03b1 0fb9523 0f946c4 0f93964 00368e8 
0fa5117 0fbc2e0 0f991dc 0f9c791 0033ba2 
0f96fb8 0fbb9b5 0f8b226 0f8d550 003758d 
0fa9d84 0fbc332 0f9e04f 0f9db54 0033ad9 
0f9bb82 0fbac2c 0f8fceb 0f94692 0034e73 
0fa2e80 0fba4c9 0f97263 0f9616c 0034fd6 
0fa8f09 0fbc48a 0f9d095 0fa03ce 0029ba6 
0f9b6ba 0fbd38f 0f8f9e6 0f91abb 00348ee 
0faeef1 0fc0d08 0fa3246 0fa2c42 0005c56 
0fa18d0 0fc0c00 0f95a79 0f9a42b 0ff918e 
0fa95aa 0fc0136 0f9d909 0f9c7e2 0fef93d 
0fb126c 0fc0c87 0fa5182 0fa7f67 0fcc0f6 
0fa48e9 0fbd2b7 0f9890d 0f9a7e7 0fd0a0b 
0fb9690 0fba623 0fad6c1 0facd22 0fce2ea 
0facdf7 0fb603c 0fa0c35 0fa581d 0fd20ff 
0fb4dde 0fb2d27 0fa8e76 0fa81ab 0fd9e31 
0fbd35a 0fb3599 0fb11d6 0fb45fa 0fd1c1f 
0fafd1d 0fb3cef 0fa3d28 0fa6071 0fcf9f7 
0fc3cda 0fb9860 0fb7d51 0fb781a 0fcf76c 
0fb5180 0fbde12 0fa90cd 0fae0db 0fce7bd 
0fba9fa 0fc2e95 0faee83 0fadf64 0fce137 
0fc0c2d 0fc9498 0fb4e58 0fb82e9 0fce477 
0fb126c 0fcb667 0fa561b 0fa7de1 0fce62a 
0fc4666 0fcdd5b 0fb8a9f 0fb85dd 0fd0180 
0fb57eb 0fcd6c1 0fa99f5 0faeae9 0fcfb76 
0fbaad5 0fccc3f 0faef10 0fae2ac 0fcfa80 
0fc09d1 0fcdd93 0fb4b3a 0fb813c 0fcfdb1 
0faf598 0fccf95 0fa383b 0fa634f 0fced93 
0fc117e 0fcf312 0fb54d4 0fb51f0 0fcfbce 
0fb0ab0 0fd0264 0fa4c5e 0fa9f0a 0fceede 
0fb4475 0fd15f1 0fa8911 0fa7e69 0fce78b 
0fb9d18 0fd42dd 0fadf5e 0fb15cd 0fcee4a 
0fa8060 0fd473e 0f9c3ea 0f9f04b 0fce75d 
0fb9f24 0fd71ec 0fae29d 0fae099 0fd02a5 
0faa3f4 0fd746c 0f9e31a 0fa3658 0fd01d5 
0fae76f 0fd6d61 0fa28a9 0fa1cff 0fd07fe 
0fb556f 0fd70bd 0fa9512 0fac75f 0fd0ca9 
0fa4d44 0fdc1df 0f98c8c 0f9b576 0fcf2c2 
0fb7907 0fd9ed6 0fab9c3 0fab423 0fcf2b7 
0fa90ee 0fe7cf7 0f9ce64 0fa1eec 0fcd807 
0faded3 0ff14ff 0fa1e4b 0fa10c9 0fcc0f8 
0fb5ab2 0fd80c2 0fa9a6c 0fac918 0fcafe0 
0fa607e 0fd4b62 0f9a197 0f9c5ab 0fc8685 
0fb9606 0fd5add 0fad7e4 0facdb4 0fc7227 
0faafa6 0fe3521 0f9edf1 0fa3b94 0fc2f05 
0faf25d 00235ab 0fa337b 0fa25c8 0fbd0ab 
0fb61c9 0022cbb 0faa1fd 0fad4a9 0fb5214 
0fa5302 0026ec9 0f993f6 0f9be0f 0faa59c 
0fb8116 0023c4d 0fac372 0fab8a5 0fa52c5 
0fa9f2b 00250f2 0f9dfac 0fa2891 0fa1961 
0fadf3f 0026510 0fa21b4 0fa1166 0f9f53e 
0fb5f2c 0023075 0fa9e34 0fac9fc 0f9f017 
0fa5e69 0026c3d 0f99d9a 0f9c461 0f9edf6 
0fb8274 002382d 0fac2a1 0fabcd3 0fa39ea 
0fa94b8 0024d56 0f9d2fd 0fa254e 0fa8e84 
0fac5d3 00263d5 0fa06cd 0f9ff40 0fae188 
0fb2ecd 0023693 0fa6d64 0fa9f12 0fb1f86 
0fa10cc 0027f23 0f95021 0f97cac 0fb1ed5 
0fb1882 0025945 0fa58b6 0fa538d 0faf11c 
0fa1c59 0027b6c 0f95a55 0f9a7f9 0fa487d 
0fa5ad9 0029820 0f99bb4 0f98b30 0f9e1c3 
0fade0e 0026855 0fa1cac 0fa4458 0f9d1ad 
0f9f7cd 002a329 0f9366d 0f955fa 0f9ba43 
0fb35e7 0026b66 0fa7520 0fa6805 0f9d03f 
0fa6f98 00277a6 0f9acb7 0f9f215 0f9d89d 
0faba58 002834d 0f9f9cc 0f9e937 0f9eb3d 
0fb2a7f 0024fbd 0fa67ff 0fa9424 0fa068a 
0fa350e 0028a3e 0f973e2 0f99671 0fa0cbe 
0fb1505 0fc8725 0fa5449 0fa8920 0f794a6 
0fa8636 0fc7244 0f9c763 0f9d5ba 0f7890e 
0fb8c76 0fc8a33 0faccd8 0fadd38 0f79a2c 
0fa7c60 0fc77da 0f9bbba 0f9ef42 0f78cb4 
0fb35ff 0fc7bc0 0fa7798 0fa70a8 0f79425 
0fb1ff8 0fc859b 0fa5f14 0fa93d4 0f794d2 
0fa8f83 0fc6f4d 0f9d099 0f9df80 0f789ef 
0fb934a 0fc891f 0fad3bd 0fae474 0f798c4 
0fa8056 0fc7f19 0f9bfcd 0f9f3dc 0f78a04 
0fb370a 0fc87d1 0fa78a9 0fa720a 0f79113 
0fb2100 0fc9019 0fa6060 0fa9547 0f7910a 
0fa8cd0 0fc7901 0f9ce86 0f9ddd4 0f7857d 
0fb92b9 0fc9289 0fad5de 0fae6aa 0f7979d 
0fa803d 0fc80fc 0f9c275 0f9f6ef 0f787fd 
0fb34a5 0fc860c 0fa7905 0fa72c9 0f78ee9 
0fb224d 0fc91fd 0fa642a 0fa990b 0f79169 
0fa8c1b 0fc7c2d 0f9d00d 0f9dfc5 0f786be 
0fb9293 0fc9313 0fad5d7 0fae62b 0f796e9 
0fa81c9 0fc810d 0f9c420 0f9f899 0f78809 
0fb3524 0fc82ca 0fa7995 0fa733e 0f78fc2 
0fb2605 0fc8ace 0fa67dd 0fa9c9a 0f7922f 
0fa8dfe 0fc7372 0f9d1c2 0f9e1fa 0f78815 
0fb9598 0fc8a7f 0fad8b3 0fae8f8 0f7992c 
0fa847d 0fc7ad3 0f9c6b1 0f9fba9 0f78a68 
0fb3427 0fc82d9 0fa787c 0fa7297 0f790dc 
0fb26c7 0fc9283 0fa6887 0fa9d50 0f79240 
0fa8acf 0fc8046 0f9ce9e 0f9df54 0f78694 
0fb9365 0fc976e 0fad6a1 0fae697 0f795f7 
0fa8565 0fc8581 0f9c7ac 0f9fcbd 0f78718 
0fb3279 0fc8b46 0fa76ef 0fa7136 0f78d43 
0fb2795 0fc9e6e 0fa6990 0fa9e0c 0f78f0c 
0fa8762 0fc926f 0f9cb27 0f9dc5b 0f783e3 
0fb8d82 0fcb39c 0fad0b8 0fae03c 0f79283 
0fa7e7b 0fca27e 0f9c0ce 0f9f586 0f782aa 
0fb2a03 0fca743 0fa6e6d 0fa67ef 0f7867c 
0fb227d 0fcb629 0fa6402 0fa9859 0f786d6 
0fa7f8d 0fca11c 0f9c2a4 0f9d46c 0f77a6e 
0fb8bb2 0fcb4d9 0face02 0fadd5b 0f78e42 
0fa7fcc 0fc9cc9 0f9c123 0f9f6e1 0f78259 
0fb3294 0fc8351 0fa7649 0fa700c 0f78e46 
0fb3a14 0fc66fd 0fa7b6b 0faaff2 0f79191 
0faa244 0fc11ad 0f9e531 0f9f637 0f7900b 
0fbbd34 0fbcaca 0faff8e 0fb0e86 0f7d496 
0fabbd7 0fb2a5a 0f9fc75 0fa32d9 0f83673 
0fb741e 0fa88d0 0fab64a 0fab082 0f8a662 
0fb7bee 0fa11e6 0fabbf0 0faf0a2 0f9012f 
0fad1fd 0f9b7fc 0fa1467 0fa267f 0f9348d 
0fbdf1d 0f9ac1b 0fb213a 0fb2ec8 0f96b76 
0faccb0 0f9a832 0fa0e18 0fa42e8 0f953dd 
0fb7861 0f9ee98 0fabc8c 0fab308 0f92d0c 
0fb7f17 0fa7659 0fac0f7 0faf194 0f8d896 
0fad849 0fae2e4 0fa1c5e 0fa29f8 0f86ca7 
0fbf76a 0fb20c5 0fb3b3e 0fb442b 0f8717e 
0faea52 0fb392c 0fa2cec 0fa6207 0f85a8e 
0fb95b1 0fb6ca7 0fada45 0facdb3 0f85f2a 
0fba781 0fba19d 0fae907 0fb1ada 0f865d2 
0faeea2 0fbc0a6 0fa3218 0fa435c 0f860f6 
0fc0a44 0fc3638 0fb4d0b 0fb57a8 0f87397 
0faf27f 0fc7046 0fa3414 0fa6d96 0f8749f 
0fba01d 0fc9cc7 0fae3df 0fad963 0f897ab 
0fbbd22 0fcbbf8 0fafdc4 0fb3269 0f8c0ec 
0fb0e61 0fca604 0fa50f6 0fa6306 0f8dc08 
0fc4586 0fcb437 0fb876a 0fb91bb 0f90a1c 
0fb374e 0fca56e 0fa77c2 0fab08a 0f914c3 
0fbe5c8 0fcbd6c 0fb28c3 0fb1c12 0f921ed 
0fbf925 0fcea85 0fb39fe 0fb6e5b 0f9390c 
0fb3908 0fce4c7 0fa7c14 0fa8e9b 0f9466a 
0fc5aff 0fd29c1 0fb9dee 0fba95c 0f96d42 
0fb3e6a 0fd3fc7 0fa7f85 0faba15 0f96c4e 
0fbea74 0fd3bc9 0fb2dab 0fb22dc 0f97b2b 
0fc0abe 0fd282e 0fb4b14 0fb7ebe 0f98c68 
0fb481f 0fce85e 0fa8ade 0fa9dbd 0f995bd 
0fc7437 0fcce1e 0fbb6c2 0fbbf34 0f9c4cd 
0fb57fb 0fc8660 0fa9960 0fad24d 0f9dcff 
0fbf570 0fc5479 0fb3958 0fb2c9c 0fa0b49 
0fc0033 0fc47c4 0fb41a3 0fb765f 0fa34b9 
0fb1e62 0fc2d85 0fa6210 0fa77cb 0fa57a1 
0fc26a0 0fc4388 0fb6745 0fb7359 0faac8a 
0fae903 0fc16da 0fa278f 0fa674d 0fb02be 
0fb62fb 0fbed95 0faa418 0fa9f54 0fb74ff 
0fb5e1f 0fbd154 0fa9c50 0fad7af 0fbde42 
0fa811f 0fb77be 0f9c041 0f9dae1 0fc2fe5 
0fb9c3b 0fb4149 0fadaca 0fae8ff 0fc8456 
0fa77f9 0faecef 0f9b501 0f9f41b 0fcb2c7 
0fb0442 0fabf2d 0fa43ed 0fa3aba 0fcee87 
0fb1093 0faa8d3 0fa4d97 0fa8107 0fd2e24 
0fa37b3 0fa6bd6 0f97686 0f986d3 0fd843d 
0fb4a9d 0fa7719 0fa890c 0fa8c0c 0fdb5a1 
0fa15a2 0fa86e5 0f9529e 0f98c2e 001322a 
0fa7f55 0fae0db 0f9befd 0f9b656 001e333 
0fa6ced 0fbb730 0f9aa08 0f9de84 0fdcd89 
0f97b6c 0fc7268 0f8bb00 0f8d180 0fce493 
0fa87c9 0fd269f 0f9c67d 0f9d0b6 0fcb09c 
0f96344 0017b3a 0f89f4d 0f8dc47 0fc9f53 
0f9cd28 002e5e6 0f90ed4 0f90920 0fca836 
0f9bd30 002dbc1 0f8fe49 0f936a6 0fc8c46 
0f8e9c1 0032cc9 0f82be6 0f84563 0fe21e5 
0f9f056 003062e 0f93220 0f940eb 0fe0e20 
0f8d2ed 0033f1e 0f81376 0f85119 0004f22 
0f94ff2 0034f92 0f89314 0f88fb2 001ac28 
0f95364 0033f70 0f8943a 0f8cdd4 0020876 
0f87845 0038d7f 0f7ba90 0f7d9cd 00397b8 
0f96dac 00367d9 0f8afda 0f8c48d 0037204 
0f84855 003a118 0f78980 0f7cccb 003ab78 
0f8a92d 003ba77 0f7ec65 0f7f0ae 003c4c7 
0f89e43 003b58b 0f7de8b 0f81a24 003bfdb 
0f7c2e0 0040bec 0f704f1 0f721d8 0041657 
0f8bed4 003eca2 0f800ca 0f81152 003f6e6 
0f7bf4f 00424c6 0f6fffe 0f73f72 0042f3d 
0f84bec 004017b 0f78ea1 0f78f7c 0043ed2 
0f876ef 0fe26f2 0f7b473 0f7edfa 004263e 
0f7b535 0fb2a9e 0f6f739 0f71525 0046ba7 
0f8c9bc 0fad15b 0f80c1d 0f81d3e 00438b0 
0f7ce16 0fa9afb 0f70f16 0f74dc2 004629e 
0f85aea 0faa4e4 0f79e29 0f79b64 0046a30 
0f88766 0fadcab 0f7c84f 0f7fa9c 0044a88 
0f7cc0a 0faf3e4 0f70ecb 0f72402 00488c4 
0f8f527 0fb3083 0f837f1 0f83f47 0044e61 
0f81042 0fbc48b 0f7507e 0f78653 0046cd9 
0f8b40b 0fc9796 0f7f544 0f7eb46 004665d 
0f8fbec 0fb6f67 0f83d24 0f86b49 004357d 
0f85a95 0fb7342 0f79bd6 0f7afb0 00460d6 
0f98d6f 0fb66be 0f8d02b 0f8d71a 0041981 
0f8b004 0fbe4d5 0f7f031 0f8272d 0042b97 
0f957ca 0fdea17 0f89820 0f88e48 0041b74 
0f9afb4 0ffcfb6 0f8ed5f 0f9195a 0024855 
0f91d2c 002bae6 0f85d2c 0f86ef6 0ff7299 
0fa746c 0ffaa7d 0f9b392 0f9b65e 0fbe94c 
0f9bb2c 0ff6b67 0f8f8f9 0f92ba8 0fb9edd 
0fa7d0f 0fedc2d 0f9bd6a 0f9af94 0fb723b 
0fae3fd 0fd342b 0fa22e7 0fa4d6c 0fb4c0b 
0fa42ac 0fed57a 0f9825f 0f9957a 0fb10d4 
0fb7740 0fd1613 0fab8d0 0fabf0b 0fafee8 
0fa8e18 0fd473f 0f9ce42 0fa072a 0fad688 
0fb2101 0fe1a43 0fa630a 0fa5bb1 0faa5ad 
0fb6dc7 0fd9320 0faadb1 0fadcd9 0fa8729 
0fac2cf 0000cd7 0fa0345 0fa1850 0fa5f1e 
0fc0202 0fe9e41 0fb42c1 0fb4860 0fa5bfe 
0fb26c9 0ffae98 0fa658d 0fa9bdc 0fa41b9 
0fbc0ba 0ff16f2 0fb027a 0faf7a7 0fa436b 
0fc0a67 0fd6c43 0fb4c9b 0fb7a04 0fa471a 
0fb4949 0fdba0a 0fa8bef 0faa243 0fa333f 
0fc6a8e 0fd8cb8 0fbaeca 0fbb5aa 0fa3033 
0fb6d71 0fd87ad 0faafcd 0fae91d 0fa11f7 
0fbe389 0fd957b 0fb2760 0fb20bb 0fa0fed 
0fc0f71 0fd9559 0fb50f2 0fb817c 0fa2772 
0fb2da9 0fd7f9f 0fa7025 0fa887f 0fa3662 
0fc402b 0fd9502 0fb8277 0fb8b7a 0fa5d74 
0fb3b52 0fd8e9a 0fa7c2b 0fab7cd 0fa67aa 
0fba5fc 0fdb0dc 0fae617 0fae32f 0fa7caa 
0fbd28f 0fddb71 0fb1160 0fb436f 0fa924d 
0faf276 00064a3 0fa30fc 0fa4bca 0fa9a6f 
0fc1191 0fea551 0fb5053 0fb5953 0faa579 
0fb2090 0ffb979 0fa5d6b 0fa9754 0fa6214 
0fb97d9 0fe579a 0fad9ce 0fad45f 0fa6453 
0fbd920 0fd350b 0fb1a9f 0fb4a9b 0fab0ac 
0fb00fc 0fc9120 0fa43dc 0fa604c 0fafdea 
0fc166e 0fc38ef 0fb596e 0fb666e 0fb5715 
0fb1508 0fbf27b 0fa56c1 0fa95e6 0fb7397 
0fb74da 0fbe2cd 0fab914 0fab8c1 0fb8bae 
0fba9ef 0fc0c27 0faebf6 0fb1e03 0fb8c48 
0fac055 0fc3175 0fa042e 0fa2143 0fb64a4 
0fbc942 0fc9549 0fb0d8d 0fb181b 0fb5f7c 
0fac6a6 0fccdbb 0fa098d 0fa45ba 0fb4951 
0fb21d0 0fcf77b 0fa6747 0fa6622 0fb5af9 
0fb5c74 0fd0d4f 0fa9f96 0fad0cf 0fb849a 
0fa7c60 0fcd2ee 0f9c0cd 0f9dd2f 0fb9abb 
0fb965e 0fcafb0 0fadab7 0fae454 0fbbfee 
0faa9fc 0fc693c 0f9ec9d 0fa2857 0fbb3fb 
0fb16ae 0fc3a0e 0fa5b9a 0fa593d 0fba242 
0fb63af 0fc29de 0faa5f4 0fad653 0fb8a3d 
0fa88c0 0fc071c 0f9cc49 0f9ea1c 0fb56fa 
0fb8fe7 0fc6472 0fad366 0fadf1b 0fb3f85 
0fa9619 0fc9047 0f9d800 0fa15bc 0fb1cec 
0faf6d0 0fc9f9e 0fa3b6b 0fa3ad3 0fb08c3 
0fb4723 0fc9861 0fa893e 0fab94b 0fb0ce9 
0fa6f7b 0fc73be 0f9b063 0f9cd6d 0faea2d 
