0fc4527 0fe3b35 0fbbe91 0fb47bd 0fb7639 
0fa979e 0019afb 0fa0d1f 0f99cc6 0f9c575 
0fab8df 0020c80 0fa20a6 0f9c33d 0f9d2f2 
0fac46b 00205d0 0fa3841 0f9cab8 0f9efea 
0fa55fe 00239a2 0f9c526 0f95eab 0f97a4e 
0fabfed 0021d9e 0fa2a73 0f9c8ff 0f9dfcc 
0fa430c 0024612 0f9b906 0f9491d 0f97411 
0fa62ae 0024f56 0f9c9cd 0f96d4c 0f98009 
0fa6d67 0024774 0f9e024 0f9741b 0f99c13 
0fa0000 0027bdf 0f96e37 0f9093d 0f9283d 
0fa6eb5 0025f8d 0f9d966 0f97873 0f990f5 
0f9f9c3 0028646 0f970f7 0f900b9 0f92b94 
0fa1ebb 0028db4 0f987c8 0f929f0 0f93c06 
0fa2bde 00282d6 0f9a176 0f932de 0f95a80 
0f9bbd1 002b4f9 0f92d86 0f8c545 0f8e55c 
0fa2512 0029976 0f991dc 0f92ec6 0f949a6 
0f9a90c 002c3cc 0f921da 0f8afa5 0f8de37 
0f9c197 002d230 0f92c10 0f8cc38 0f8e275 
0f9c377 002cf8b 0f939ba 0f8c98f 0f8f55e 
0f94529 0030cdb 0f8b830 0f84d59 0f86ede 
0f99e8a 002fbdd 0f90d6c 0f8a702 0f8c222 
0f9196f 0032df6 0f8938c 0f81ed3 0f84ca9 
0f9305d 003407d 0f89c6f 0f83a2c 0f84f03 
0f939d5 0033d05 0f8b118 0f83fac 0f86846 
0f8cd84 0037576 0f83f03 0f7d581 0f7f552 
0f93b20 0035cfa 0f8a795 0f843cc 0f85d98 
0f8c7bd 00386dc 0f83f49 0f7cdc6 0f7fb9a 
0f8ee52 0039194 0f856d7 0f7f872 0f80cfa 
0f906c3 0038750 0f87a9b 0f80d22 0f835a9 
0f8a784 003b70f 0f8179e 0f7b062 0f7cf64 
0f91dd7 00397ff 0f88a56 0f82740 0f83f5b 
0f8b407 003bb5c 0f82bfb 0f7ba6e 0f7e62e 
0f8e0aa 003c0a2 0f84b02 0f7eb5c 0f7fdd5 
0f8fba5 003b205 0f870f1 0f80270 0f82ac8 
0f89dd7 003de46 0f80e7c 0f7a6ea 0f7c5f2 
0f91934 003b9c8 0f88473 0f822a5 0f83b8f 
0f8b548 003d6dc 0f82bcb 0f7bbeb 0f7e7ca 
0f8e831 003d4a1 0f85003 0f7f2f8 0f8058c 
0f90b95 003bea0 0f87f0a 0f8126a 0f837d6 
0f8b4f4 003e49e 0f8248c 0f7bdee 0f7d9f7 
0f93609 003bb06 0f8a143 0f83f5a 0f8547a 
0f8d899 003d212 0f84f94 0f7df5e 0f80757 
0f910c8 003cb61 0f87921 0f81c0d 0f82acf 
0f93d4e 003ae6a 0f8b070 0f844c4 0f8672e 
0f8efa5 003cc21 0f85ecb 0f7f95f 0f81250 
0f9782a 0039b82 0f8e29b 0f8821b 0f89460 
0f92176 003abaa 0f8976f 0f82854 0f84e96 
0f95cca 0039f8e 0f8c500 0f867da 0f87525 
0f98bbc 0037ea0 0f8ff1a 0f892e1 0f8b44a 
0f93e8b 003999d 0f8ad40 0f847db 0f86173 
0f9cb23 00364b9 0f934be 0f8d4ba 0f8e74d 
0f978d5 0037105 0f8ed95 0f87f62 0f8a58e 
0f9b707 0036213 0f91d1a 0f8c1ff 0f8cfc5 
0f9e9f0 0033d75 0f95b9a 0f8f138 0f912dc 
0f9a0d3 00354ae 0f90efc 0f8aa51 0f8c2f2 
0fa3203 0031c12 0f99b2f 0f93bf7 0f94c70 
0f9e218 0032501 0f95767 0f8e95c 0f90c9d 
0fa200c 003134f 0f9870f 0f92b87 0f936e4 
0fa53b8 002eb65 0f9c517 0f95a3f 0f979c9 
0fa0752 00302b5 0f9756f 0f910de 0f9289b 
0fa987c 002c953 0fa012e 0f9a295 0f9b3a6 
0fa4b3b 002cfeb 0f9c013 0f95260 0f97641 
0fa8e8c 002bbd3 0f9f4e6 0f99a3b 0f9a412 
0fac804 0029350 0fa394d 0f9d023 0f9ecf4 
0fa7d1a 002a94b 0f9ea20 0f987af 0f99dbb 
0fb0c06 0026ff9 0fa73de 0fa1799 0fa27a7 
0fabb6b 00274b2 0fa2f76 0f9c427 0f9e8ed 
0fafd7a 0fffb7d 0fa60bd 0fa0861 0fa1675 
0fb3109 0fd7ece 0faa2f6 0fa3a5a 0fa5ca5 
0fadc95 0fd637a 0fa4c35 0f9e7c6 0fa00a9 
0fb6123 0fd5bd6 0faccdd 0fa6cec 0fa7e63 
0fafefb 0fd4c50 0fa76b9 0fa07be 0fa2d60 
0fb2c6b 0fd37ec 0fa9448 0fa387e 0fa451f 
0fb5021 0fd1e72 0fac3bd 0fa5936 0fa7ba7 
0faeb02 0fcf271 0fa5ab1 0f9f646 0fa123e 
0fb68d7 0fcc74c 0fad2a6 0fa7499 0fa86b2 
0fb092d 0fc8495 0fa7eb2 0fa11a0 0fa376a 
0fb3b02 0fc56d6 0faa2c5 0fa47e4 0fa543a 
0fb6a67 0fc4e3e 0fade57 0fa734a 0fa9382 
0fb0e5f 0fc31f9 0fa7f64 0fa193c 0fa325e 
0fb9797 0fc25d1 0fb0343 0faa313 0fab238 
0fb40e6 0fc0b22 0fab862 0fa4943 0fa6dc1 
0fb78ca 0fbfc92 0fae083 0fa85c9 0fa920b 
0fbae75 0fbef75 0fb204a 0fab7a4 0fad8f8 
0fb57c6 0fbd43e 0fac4ae 0fa62f6 0fa7e80 
0fbe676 0fbc58c 0fb4cd5 0faf234 0fb05a6 
0fb8f33 0fbb671 0fb0339 0fa977e 0fabe9a 
0fbc367 0fbbadc 0fb29f5 0fad02b 0fadd6f 
0fbf775 0fbc644 0fb6aef 0fb004a 0fb2111 
0fb9c03 0fbca39 0fb0d46 0faa6f1 0fabfc9 
0fc2585 0fbe18e 0fb90ae 0fb30f6 0fb41ee 
0fbc8dd 0fbfb1c 0fb4043 0fad105 0faf770 
0fbf58c 0fc2737 0fb5d82 0fb0228 0fb100f 
0fc22ff 0fc4a31 0fb95a9 0fb2b78 0fb4d22 
0fbbbab 0fc4b37 0fb2ac9 0fac600 0fae0c4 
0fc3ae8 0fc3dd4 0fba435 0fb462a 0fb5760 
0fbd637 0fc10b1 0fb4cfa 0fade87 0fb062b 
0fbfb63 0fc05d2 0fb63fe 0fb0806 0fb15c3 
0fc23ef 0fc134f 0fb975a 0fb2c92 0fb4dcd 
0fbba70 0fc1188 0fb2ac1 0fac525 0fae0de 
0fc3589 0fc2474 0fba019 0fb4116 0fb539e 
0fbd592 0fc29a1 0fb4ba9 0faddc0 0fb04e4 
0fc0121 0fc323a 0fb67e6 0fb0de6 0fb1c52 
0fc3256 0fc42d6 0fba3c9 0fb3b3c 0fb5df2 
0fbd0f6 0fc5569 0fb3ee0 0fadb70 0faf79e 
0fc5238 0fc7c33 0fbb9ec 0fb5d3d 0fb7135 
0fbf1fd 0fc92dd 0fb65ca 0faf9b5 0fb2236 
0fc17ac 0fca2c2 0fb7d0f 0fb23b2 0fb326d 
0fc4815 0fc9c2e 0fbb82a 0fb4ffc 0fb7131 
0fbe840 0fc7a4d 0fb562d 0faf21e 0fb0cc1 
0fc693c 0fc7edb 0fbd1c6 0fb73ba 0fb84b7 
0fc0d19 0fc8301 0fb8317 0fb1447 0fb3942 
0fc312e 0fc8eda 0fb995f 0fb3cec 0fb4949 
0fc5a02 0fca1c4 0fbcd42 0fb620d 0fb81d7 
0fbed2e 0fca819 0fb5df6 0faf720 0fb11bb 
0fc5e38 0fcbc2a 0fbc943 0fb6912 0fb7bc1 
0fbf3c5 0fcbd86 0fb6a89 0fafb64 0fb2419 
0fc094a 0fcc12f 0fb71c8 0fb1537 0fb258a 
0fc2a57 0fcd1d6 0fb9cac 0fb323f 0fb5513 
0fbc14c 0fcd104 0fb2fc9 0facaf2 0fae76a 
0fc3e42 0fcdf6e 0fba613 0fb48a9 0fb5c1b 
0fbe2dc 0fce60d 0fb56aa 0fae9d4 0fb125c 
0fc0651 0fcf2cd 0fb6b6b 0fb11b0 0fb22b1 
0fc38c2 0fd02ae 0fba7d0 0fb4066 0fb641e 
0fbdb50 0fd06b1 0fb47e0 0fae4e3 0fb02f9 
0fc5be3 0fd1c4c 0fbc207 0fb6665 0fb7b6b 
0fc04bf 0fd2877 0fb770f 0fb0c0b 0fb352b 
0fc2be4 0fd38be 0fb8f51 0fb373f 0fb48da 
0fc5f0c 0fd46fe 0fbcd50 0fb6733 0fb8ad7 
0fc00dc 0fd4736 0fb6c58 0fb0af3 0fb26ed 
0fc8478 0fd506e 0fbe9bc 0fb8fd3 0fba1ad 
0fc3072 0fd4934 0fba34f 0fb38c9 0fb5ed2 
0fc5d72 0fd3c78 0fbc0bf 0fb69f5 0fb776d 
0fc98e5 0fd2d82 0fc061b 0fba13c 0fbc034 
0fc3d85 0fd09d7 0fbab46 0fb4926 0fb60ea 
0fcc190 0fcf09e 0fc2766 0fbcdac 0fbdc0a 
0fc6dbc 0fccf52 0fbdfdb 0fb76a6 0fb983f 
0fc9314 0fcc523 0fbf91b 0fba0e5 0fbabd7 
0fcc49d 0fcc4f8 0fc350c 0fbce72 0fbeba4 
0fc5b1b 0fcc433 0fbc8f1 0fb662d 0fb7e1b 
0fcd173 0fcd6d0 0fc3a0f 0fbdd50 0fbec5c 
0fc6dd6 0fce006 0fbe389 0fb7618 0fb9ae6 
0fc83c2 0fceb86 0fbeb9a 0fb9057 0fb9c30 
0fcaae8 0fcfc9f 0fc1bb2 0fbb349 0fbd221 
0fc38b1 0fd03d1 0fba7d6 0fb42d3 0fb5bf6 
0fcab29 0fd1602 0fc12df 0fbb627 0fbc5d4 
0fc45e4 0fd0bd7 0fbba57 0fb4dca 0fb71f6 
0fc5d8c 0fd00fb 0fbc330 0fb6a11 0fb75ab 
0fc8a16 0fce804 0fbf8af 0fb9298 0fbb1cc 
0fc1b9f 0fcc600 0fb88ac 0fb25a2 0fb3f5b 
0fc9506 0fcc5a0 0fbfc0f 0fba00e 0fbaf7d 
0fc31f1 0fcbaed 0fba7c2 0fb39c6 0fb5f8c 
0fc4731 0fcb702 0fbaf7c 0fb536c 0fb6087 
0fc7067 0fcb787 0fbe3a3 0fb78d9 0fb98d9 
0fbfcc5 0fca77e 0fb6e9e 0fb06e6 0fb2271 
0fc6f86 0fca190 0fbd99d 0fb7a42 0fb8b9a 
0fc07ba 0fc895b 0fb7e82 0fb0ed2 0fb3662 
0fc1aa1 0fc68c7 0fb8297 0fb261f 0fb34d8 
0fc405d 0fc5c4a 0fbb1ce 0fb47b4 0fb6a08 
0fbc725 0fc43cf 0fb35e8 0facfe3 0faec20 
0fc3373 0fc41cd 0fb9bab 0fb3d2b 0fb4f23 
0fbc3a3 0fc3f7a 0fb39a0 0fac9b8 0faf0a7 
0fbced2 0fc40fb 0fb35dd 0fad945 0fae60f 
0fbf1e6 0fc589b 0fb640c 0faf90d 0fb18b5 
0fb79cb 0fc5b24 0faea65 0fa8347 0fa9fa1 
0fbf0dc 0fc6c1a 0fb5af6 0fafc09 0fb0f2f 
0fb8eeb 0fc7686 0fb0642 0fa96e9 0fac05a 
0fba8f7 0fc8e37 0fb1197 0fab57c 0fac568 
0fbd786 0fcb256 0fb4ac9 0fae04c 0fb0383 
0fb631c 0fcc6dd 0fad494 0fa6d33 0fa8be1 
0fbd6b9 0fcee82 0fb4168 0fae196 0faf5ea 
0fb6ed1 0fd1305 0fae66b 0fa75e4 0faa0ca 
0fb7ee1 0fd44d3 0fae819 0fa8a67 0fa9ca2 
0fba38d 0fd7e1f 0fb1663 0faab40 0facee9 
0fb2888 0fdad9c 0fa98ec 0fa317a 0fa5004 
0fb95f8 0fdf1a6 0faff7d 0fa9fb6 0fab2bb 
0fb2b8f 0fe2526 0faa228 0fa315a 0fa59ec 
0fb3cf2 0ff1ada 0faa28c 0fa44e0 0fa5414 
0fb635d 0ffda6e 0fad316 0fa6774 0fa8939 
0fae23c 001c6e1 0fa527a 0f9e9a0 0fa076d 
0fb4672 001afbc 0fab008 0fa4f57 0fa62e8 
0facfec 001d56e 0fa4715 0f9d54b 0f9ffb8 
0fac79f 001eec5 0fa30f2 0f9d138 0f9e3e0 
0fad2f7 001ead1 0fa4684 0f9d917 0f9fec2 
0fa3f34 0022d81 0f9b1e3 0f946c6 0f96874 
0fa8bc4 0022455 0f9f8ab 0f9947c 0f9ac0a 
0fa0378 002569e 0f97d65 0f9088c 0f936b9 
0f9ede4 0027aa2 0f95ad5 0f8f769 0f90dc9 
0f9f0d8 0027ec3 0f96851 0f8f6d3 0f91e9e 
0f95d28 002c5b4 0f8d246 0f864b8 0f887f4 
0f9b48d 002bb0c 0f92290 0f8bd63 0f8d53c 
0f939c7 002e953 0f8b469 0f83f08 0f86d57 
0f9330b 00309b5 0f89f73 0f83cdb 0f85142 
0f94a51 0030826 0f8bf94 0f8508e 0f87654 
0f8c919 00347ed 0f83d4f 0f7d11a 0f7f38e 
0f92d18 00338db 0f89b33 0f83673 0f84e22 
0f8c0e4 00361f4 0f83b81 0f7c6b3 0f7f485 
0f8c88c 0037b89 0f83592 0f7d2d5 0f7e885 
0f8ec09 003731c 0f8624f 0f7f2b2 0f81b2c 
0f87398 003af04 0f7e797 0f77bb4 0f79f79 
0f8e08e 0039ac2 0f84d54 0f7ea01 0f80358 
0f87f2d 003bcd1 0f7f874 0f7856f 0f7b409 
0f89162 003cf53 0f7fbe7 0f79c46 0f7b1f8 
0f8c35d 003bd92 0f8367b 0f7cadc 0f7f0ee 
0f85da8 003ecf3 0f7ce7f 0f766f1 0f78850 
0f8de59 003cb21 0f84822 0f7e920 0f7ff46 
0f8931a 003de4a 0f809f9 0f79a92 0f7c4ae 
0f8b712 003e33f 0f81fd4 0f7c307 0f7d566 
0f8f6fc 003c597 0f869d8 0f7ff8e 0f822c5 
0f89796 003ec82 0f8092f 0f7a185 0f7bff9 
0f91a5d 003c4af 0f8852b 0f82572 0f8385a 
0f8cd2d 003d490 0f844e5 0f7d4d5 0f7fca7 
0f8ee48 003d5d7 0f857d8 0f7fa54 0f8097c 
0f92ea2 003b386 0f8a185 0f83734 0f8576b 
0f8d201 003d539 0f842fa 0f7dbf5 0f7f8a6 
0f95920 003a80d 0f8c2fa 0f86434 0f87588 
0f91352 003b1f4 0f88964 0f81af6 0f84232 
0f93b4f 003ad39 0f8a313 0f8474e 0f85633 
0f9845e 003844f 0f8f49b 0f88c95 0f8abb7 
0f92d31 003a0a5 0f89c01 0f836c6 0f8510e 
0f9b8c3 0036ef4 0f92088 0f8c3a0 0f8d267 
0f9781e 00373f5 0f8ec8a 0f87f8d 0f8a433 
0f9a39b 0036b15 0f90b1c 0f8af63 0f8b998 
0f9f008 0033e5f 0f960b4 0f8f823 0f912fd 
0f998a8 003587f 0f90894 0f8a1f9 0f8b855 
0fa228c 00324db 0f98bfc 0f92cf1 0f9372c 
0f9dad3 0032b53 0f9517a 0f8e1a1 0f90163 
0f9fbd3 0032607 0f96497 0f906e6 0f90da3 
0fa41d2 002fd32 0f9b30f 0f949a3 0f961e5 
0f9e9af 00318f0 0f95875 0f8f2c2 0f907f1 
0fa79ae 002e413 0f9e01d 0f9840f 0f98e0f 
0fa3a89 002e4bd 0f9ad48 0f9411f 0f96249 
0fa5fcc 002dbbb 0f9c480 0f96afb 0f974ac 
0faa9d4 002ae83 0fa17f9 0f9b1dd 0f9cec4 
0fa4f44 002c748 0f9bd51 0f958aa 0f973f3 
0fad958 0029265 0fa400d 0f9e435 0f9f36b 
0fa9884 0029382 0fa0cc8 0f99ffe 0f9c57e 
0fabfc5 002889b 0fa2744 0f9cbb8 0f9d4dd 
0fb0b0d 0025a2e 0fa7b90 0fa13a1 0fa2b0c 
0faaf5c 0026b68 0fa1e27 0f9b91f 0f9ceac 
0fb3e43 0ff16a3 0faa2b3 0fa475e 0fa5077 
0fafbd7 0fd7504 0fa6ecb 0fa039a 0fa260c 
0fb25cf 0fd395f 0fa89b7 0fa317e 0fa3b97 
0fb7a64 0fd0f52 0fae78a 0fa82b1 0fa9d14 
0fb23bd 0fd0176 0fa90b9 0fa2cdf 0fa4427 
0fbb3d6 0fd0729 0fb1a28 0fabe3e 0fac6c6 
0fb7543 0fcfe01 0faea2b 0fa7bca 0fa98ac 
0fb91b6 0fcf1b3 0faf903 0fa9cf4 0faa011 
0fbdb95 0fce7c0 0fb4ce0 0fae4ee 0faf9c4 
0fb7592 0fcd64d 0fae690 0fa80a4 0fa9562 
0fbf79d 0fcca18 0fb5f7e 0fb0446 0fb0edb 
0fba8e6 0fcab28 0fb1dfe 0fab23e 0fad943 
0fbb75b 0fc9af4 0fb1ec3 0fac52c 0fad5af 
0fbf34f 0fc8cfd 0fb6409 0fafd37 0fb1f0c 
0fb8328 0fc79ac 0faf679 0fa8e58 0faa88d 
0fc0137 0fc8307 0fb6db8 0fb0e28 0fb1a3a 
0fbb57a 0fc8624 0fb2fb1 0fabdfe 0faddb7 
0fbd1b7 0fc8f5c 0fb3bdb 0fade3e 0fae375 
0fc296b 0fc9908 0fb9afd 0fb3310 0fb49f9 
0fbd113 0fc9f83 0fb4063 0fadbe9 0faf02c 
0fc6786 0fcaa26 0fbcca0 0fb7418 0fb7e1a 
0fc3170 0fc895f 0fba458 0fb3a65 0fb5fe2 
0fc58fb 0fc60e4 0fbbfed 0fb66a2 0fb74f9 
0fcad28 0fc55e8 0fc1e28 0fbb708 0fbd728 
0fc4cdf 0fc437d 0fbbe13 0fb5739 0fb731b 
0fcd502 0fc3e4b 0fc3e2b 0fbe08e 0fbeced 
0fc875c 0fc3c25 0fbffde 0fb8f32 0fbb043 
0fc9771 0fc436e 0fc02e8 0fba423 0fbac69 
0fcd8a5 0fc4b02 0fc4ce5 0fbe229 0fbfdc8 
0fc62be 0fc4354 0fbd6b6 0fb6d94 0fb8b87 
0fcd74d 0fc43d9 0fc41b3 0fbe3ac 0fbf8a7 
0fc7c24 0fc452a 0fbf3b7 0fb83ef 0fbacf3 
0fc7be5 0fc5437 0fbe510 0fb87e2 0fb9862 
0fcaea7 0fc7440 0fc2258 0fbb6c4 0fbd52d 
0fc2d48 0fc8743 0fba21a 0fb3620 0fb5208 
0fc9bb2 0fca4c7 0fc0829 0fba60c 0fbb520 
0fc4023 0fcb575 0fbbb0e 0fb468b 0fb6ea4 
0fc45fb 0fcbe44 0fbb2da 0fb50b2 0fb5f7d 
0fc8415 0fcd216 0fbf76d 0fb8b82 0fba9ce 
0fc10a6 0fce1a7 0fb82f9 0fb18ef 0fb3746 
0fc8c9c 0fcff24 0fbf734 0fb9709 0fba650 
0fc4052 0fd09b6 0fbb876 0fb46f5 0fb6ed6 
0fc513b 0fd0325 0fbbca9 0fb5c57 0fb6ae7 
0fc9a35 0fd02b3 0fc0f73 0fba245 0fbbffa 
0fc2b2d 0fd042a 0fba068 0fb3445 0fb4f08 
0fca8e2 0fd1c71 0fc14f4 0fbb3c8 0fbc2b3 
0fc5d3f 0fd3051 0fbd696 0fb63cb 0fb8b91 
0fc6c14 0fd466f 0fbd6f2 0fb775d 0fb86b1 
0fcb3a7 0fd5ea7 0fc2602 0fbbbd8 0fbdb3b 
0fc370a 0fdc0eb 0fba2af 0fb4546 0fb5594 
0fc9ddf 0fdc7ef 0fc0bf1 0fbaa70 0fbc040 
0fc24b1 0fdc0a2 0fb9921 0fb3042 0fb501c 
0fc8240 0fdc31d 0fbea2c 0fb9121 0fb9c44 
0fc66ac 0fdc168 0fbdc97 0fb7121 0fb94a7 
0fc3870 0fdb834 0fba424 0fb46c5 0fb57d4 
0fca033 0fdbca1 0fc0e2d 0fbacef 0fbc31c 
0fc26ee 0fdb452 0fb9b5a 0fb32b0 0fb52a2 
0fc8390 0fdb92e 0fbeb5c 0fb929d 0fb9d6a 
0fc67a1 0fdba80 0fbdd6e 0fb724d 0fb9527 
0fc3845 0fdb777 0fba41d 0fb46dc 0fb576c 
0fc9f1b 0fdc0a5 0fc0d0c 0fbabe8 0fbc1a1 
0fc26ef 0fdbc2b 0fb9b04 0fb3275 0fb5233 
0fc8358 0fdc20b 0fbeae5 0fb9246 0fb9ce8 
0fc6770 0fdc280 0fbdd3a 0fb7223 0fb9505 
0fc3815 0fdbd3c 0fba402 0fb469e 0fb574e 
0fca13a 0fdc458 0fc0f62 0fbae1c 0fbc3bc 
0fc2810 0fdbc13 0fb9cc3 0fb33d9 0fb536e 
0fc84be 0fdc057 0fbecdd 0fb93dd 0fb9e08 
0fc69cb 0fdbfc1 0fbe007 0fb7491 0fb96e7 
0fc3987 0fdba7e 0fba59e 0fb4806 0fb5859 
0fca225 0fdc208 0fc0ff2 0fbaee4 0fbc45c 
0fc28e4 0fdbb59 0fb9d6a 0fb3479 0fb543b 
0fc839a 0fdc0e8 0fbeb60 0fb9293 0fb9d20 
0fc6979 0fdc33e 0fbdf2d 0fb7412 0fb9688 
0fc391e 0fdc0c3 0fba4d6 0fb476d 0fb57b7 
0fca131 0fdc825 0fc0ef0 0fbae0a 0fbc2f1 
0fc29b5 0fdc1b8 0fb9df7 0fb355a 0fb54aa 
0fc8415 0fdc46f 0fbeb0f 0fb930a 0fb9d0b 
0fc6b92 0fdc487 0fbe046 0fb762a 0fb986d 
0fc3a90 0fdbf28 0fba4f5 0fb48d0 0fb592d 
0fca4d0 0fdc614 0fc10a3 0fbb182 0fbc61a 
0fc2d3e 0fdbe40 0fb9fdb 0fb38c1 0fb5789 
0fc8923 0fdc0ac 0fbeee0 0fb97fa 0fba113 
0fc7442 0fdbd7f 0fbe7c4 0fb7eac 0fb9faa 
0fc44ae 0fdb1d4 0fbae42 0fb52e3 0fb61ea 
0fcb222 0fdb226 0fc1d59 0fbbf00 0fbd1f7 
0fc3caf 0fda203 0fbaea0 0fb4898 0fb667a 
0fc98be 0fd9b20 0fbfdab 0fba849 0fbb140 
0fc8432 0fd92a6 0fbf730 0fb8fb5 0fbb1b1 
0fc5364 0fd880f 0fbbc90 0fb62b7 0fb7423 
0fcbe64 0fd8ada 0fc28e8 0fbcc1e 0fbe2b6 
0fc44a1 0fd7a79 0fbb5e9 0fb5102 0fb72f6 
0fc9ba0 0fd7aca 0fbffb5 0fbab3f 0fbb78d 
0fc7ec0 0fd7a88 0fbf0f0 0fb89cb 0fbacce 
0fc43bc 0fd7667 0fbacb1 0fb521f 0fb623d 
0fcaa20 0fd793f 0fc1464 0fbb6c4 0fbca5c 
0fc2c5d 0fd6fec 0fb9ec8 0fb379a 0fb5571 
0fc813b 0fd6c2c 0fbe67c 0fb8fb7 0fb9900 
0fc6782 0fd5f12 0fbdb02 0fb7156 0fb9220 
0fc2ddd 0fd56b0 0fb9776 0fb3b85 0fb4a22 
0fc9392 0fd5ef6 0fbfddf 0fb9fc9 0fbb209 
0fc135e 0fd5cd7 0fb84d5 0fb1e81 0fb3cf1 
0fc65ac 0fd6425 0fbca80 0fb746f 0fb7c8c 
0fc4a9e 0fd6d05 0fbbd29 0fb550d 0fb75b6 
0fc0e8a 0fd6df9 0fb776e 0fb1c69 0fb2ba2 
0fc7483 0fd7b3f 0fbdef1 0fb80e8 0fb9435 
0fbf5b5 0fd7ec0 0fb66e5 0fb00c7 0fb2029 
0fc4a24 0fd8491 0fbaccc 0fb58df 0fb62b7 
0fc3293 0fd835b 0fba33c 0fb3ce6 0fb5e9d 
0fbf78e 0fd79ff 0fb5dc1 0fb058d 0fb169a 
0fc5f7c 0fd7da7 0fbc728 0fb6c13 0fb809d 
0fbdf53 0fd6f5a 0fb4ef3 0faea87 0fb0adb 
0fc308e 0fd6d9d 0fb940b 0fb3f24 0fb48b2 
0fc1511 0fd6719 0fb8788 0fb1f09 0fb4121 
0fbd660 0fd587a 0fb3fb5 0fae3fc 0faf3b6 
0fc3cc5 0fd60ca 0fba746 0fb48d5 0fb5b4e 
0fbb756 0fd58f4 0fb28cd 0fac19f 0fadfb7 
0fc0423 0fd541b 0fb67e9 0fb11c2 0fb18c0 
0fbe25e 0fd4eba 0fb548e 0faeb51 0fb0b2b 
0fb9a04 0fd40f2 0fb032e 0faa6c3 0fab58d 
0fbfa90 0fd3f46 0fb658f 0fb0603 0fb1994 
0fb70de 0fd370c 0fae2f4 0fa79ec 0fa997e 
0fbb76b 0fd3c7f 0fb1d2b 0fac4e2 0facf0c 
0fb9539 0fd3e69 0fb0a4d 0fa9ebb 0fac269 
0fb4dd6 0fd3da1 0fab9b9 0fa5b42 0fa6dec 
0fbb057 0fd4cd5 0fb1dd9 0fabcc8 0fad2ae 
0fb2b12 0fd4f30 0faa0dc 0fa3622 0fa5820 
0fb77c2 0fd631a 0fadfbb 0fa8687 0fa92a7 
0fb5e3b 0fd81f8 0fad499 0fa689f 0fa8c86 
0fb1d11 0fd9de4 0fa8996 0fa2b28 0fa3dfd 
0fb87f6 0fdc5c4 0faf4b8 0fa94f7 0faab07 
0fb0d4a 0fddbe9 0fa8256 0fa19e6 0fa3be0 
0fb6256 0fdfad6 0fac9cb 0fa72a0 0fa7e80 
0fb4a02 0fe37f7 0fabf4b 0fa5591 0fa7a55 
0fb0857 0011cee 0fa72d5 0fa15e0 0fa2ab6 
0fb6b48 0019ec5 0fad89f 0fa799d 0fa9265 
0fae529 001d125 0fa5b59 0f9f215 0fa166b 
0fb2dc7 001c9b8 0fa9738 0fa3ec1 0fa4ce2 
0fb1106 001cb47 0fa88e0 0fa1d53 0fa43ad 
0facb05 001f1bd 0fa38ee 0f9da3c 0f9ef01 
0fb2ec4 001d0a2 0fa9ca9 0fa3c2e 0fa513c 
0faac9e 001fd75 0fa2302 0f9b893 0f9d9cf 
0faf43d 001f57e 0fa5d83 0fa03a7 0fa0fec 
0face6c 001fb4f 0fa4587 0f9d936 0f9ffc1 
0fa7bfa 00229df 0f9ea88 0f98a60 0f9a12a 
0fad065 002119d 0fa4037 0f9ddb2 0f9f8c6 
0fa3f2e 0024757 0f9b67b 0f94acc 0f972f5 
0fa7b76 0024576 0f9e4e1 0f98a8c 0f99d42 
0fa5540 0024c30 0f9cc46 0f95fc4 0f98ada 
0fa0c8c 00277e4 0f979a7 0f91aa4 0f934d1 
0fa6fc5 0025987 0f9ddfc 0f97c95 0f9974d 
0f9edda 002888a 0f96464 0f8f904 0f91e14 
0fa3b4a 0027f48 0f9a426 0f949cf 0f957b2 
0fa2382 00280e2 0f99ade 0f92d81 0f951e0 
0f9de1a 002aa0f 0f94c7b 0f8eb84 0f8ff11 
0fa3fbc 0028bd1 0f9ae82 0f94c0d 0f9634f 
0f9bc0d 002bb7e 0f932a3 0f8c716 0f8eac4 
0fa02f1 002b4bf 0f96bea 0f91181 0f91f2c 
0f9e70c 002b7f3 0f95d3f 0f8f137 0f916d3 
0f99ff5 002e08e 0f90cab 0f8ad2f 0f8c2d0 
0fa00e6 002c403 0f96e6e 0f90cc4 0f9243c 
0f982eb 002f198 0f8f79d 0f88c8d 0f8af09 
0f9d402 002e74f 0f93b3a 0f8e1ab 0f8ed90 
0f9c9bb 002e2fd 0f93e52 0f8d2e7 0f8f5e8 
0f9958c 003044f 0f9012a 0f8a2a0 0f8b4e7 
0fa0dad 002da53 0f979bb 0f91988 0f92e70 
0f9a2a6 002fc1a 0f91775 0f8ad1a 0f8cdbc 
0fa02e7 002e615 0f96abb 0f91118 0f91b29 
0fa0593 002d6cd 0f97aa9 0f90f94 0f9312e 
0f9dbd8 002ed25 0f94755 0f8e94c 0f8fadd 
0fa5e37 002b9cb 0f9c9e3 0f96ac5 0f97e2c 
0f9fce0 002d231 0f96fc5 0f907b5 0f926ea 
0fa64b8 002b498 0f9c9a2 0f97326 0f97bdc 
0fa6e21 0029e7c 0f9e07e 0f97821 0f9983b 
0fa47dd 002af51 0f9b0fe 0f9551a 0f96548 
0facc8d 0027708 0fa35b4 0f9d879 0f9ea87 
