0faf825 0f98247 0f94dd2 00274a6 0026f1e 
0fd42ea 0fc658b 0fb7d9e 0ffaa3c 0fc6f65 
0fcd42b 0fc24f3 0fb13b4 0ffc692 0fc541f 
0fd8e1d 0fc4e1b 0fbcbde 0ffeffd 0fc5131 
0fc9247 0fc2759 0facd7f 0003003 0fc2dd0 
0fd2b76 0fc117b 0fb6ba7 0002a8b 0fc17ee 
0fcef3b 0fc2981 0fb28e0 0002315 0fc0471 
0fc7ccb 0fbe58c 0fabb6b 000561d 0fbe5d7 
0fd3874 0fc06e6 0fb7558 0002e77 0fbd3fc 
0fc466f 0fbd86c 0fa8173 0005efa 0fb9933 
0fce92a 0fbb85e 0fb2933 000581a 0fb690d 
0fcc419 0fbd061 0fafe56 00049d9 0fb3490 
0fc6850 0fb91ad 0faa807 00071d1 0fadd97 
0fd3a26 0fbbe7b 0fb7817 0003e04 0fa9544 
0fc5e70 0fb9d5e 0fa9a11 00061c7 0fa31a8 
0fd0fa2 0fb888d 0fb5042 0004ec8 0f9d26a 
0fcebc7 0fbada2 0fb25c7 00038af 0f9795d 
0fc89cb 0fb753e 0fac8b1 0005eac 0f90ad5 
0fd57a7 0fba798 0fb947b 0002888 0f8b054 
0fc7c30 0fb90af 0fab698 0004875 0f839e5 
0fd2bfb 0fb9ba8 0fb6b1f 00032d9 0f7cc68 
0fd09ce 0fbd529 0fb42a6 0001b90 0f7659e 
0fcabd7 0fbb10e 0fae9a1 0003dde 0f702e7 
0fd7828 0fbf05e 0fbb424 00008f7 0f6e93e 
0fc98a0 0fbe773 0fad2ca 00027f5 0f6d5be 
0fd402e 0fbec9e 0fb7f6d 0001981 0f6d588 
0fd1d0c 0fc244c 0fb5572 00006ce 0f6ce74 
0fcb95f 0fbfdd8 0faf78c 0002f81 0f6a5c2 
0fd8330 0fc355e 0fbbe9c 000011a 0f67a81 
0fc9f08 0fc1157 0fad970 0001fa2 0f63a67 
0fd4164 0fbfbc1 0fb80e4 0001277 0f6092d 
0fd17be 0fc17ac 0fb4fea 00002d7 0f5edb1 
0fca2d9 0fbe31a 0fae152 0002b4e 0f5e8c3 
0fd5e84 0fc1040 0fb9a76 000041f 0f60a42 
0fc715f 0fbe9ee 0faabaf 0003085 0f6229f 
0fd09cd 0fbd1e5 0fb494b 0002d50 0f64ea0 
0fce01c 0fbe276 0fb195d 0002469 0f68017 
0fc7549 0fb9440 0fab372 0005655 0f6a96e 
0fd3bc5 0fbb72d 0fb787c 0002dd9 0f6f04f 
0fc5f2d 0fb9acd 0fa99ba 0005a37 0f71efa 
0fd0541 0fb97fd 0fb44d2 00052ba 0f7579b 
0fce5bf 0fbcd30 0fb1f3b 00045c6 0f794df 
0fc85c7 0fba900 0fac432 000716b 0f7b557 
0fd5a04 0fbef8c 0fb9750 0ffa852 0f7d608 
0fc8568 0fbe679 0fac06c 0ff78c1 0f7d3d6 
0fd3278 0fbe30c 0fb72d9 0ff6541 0f7d807 
0fd1f58 0fc0de3 0fb59ac 0ff4ccf 0f7e27a 
0fcc60a 0fbd9b1 0fb0546 0ff285e 0f7e109 
0fda113 0fc0265 0fbdf13 0ff0c62 0f803bb 
0fcd0d1 0fbe1f9 0fb0c71 0fedb24 0f81841 
0fd7f29 0fbd678 0fbc036 0feaf00 0f840e5 
0fd6e6a 0fc03da 0fba98e 0fe806f 0f8687c 
0fd128a 0fbd659 0fb52ae 0fe48d1 0f882c8 
0fded11 0fc1595 0fc2c36 0fe15ec 0f8c040 
0fd1f44 0fc1067 0fb5bfd 0fdd8a0 0f8eb75 
0fdcdfb 0fc1fac 0fc105c 0fda17f 0f926ab 
0fdba87 0fc5d43 0fbf752 0fd6809 0f9690d 
0fd5476 0fc3700 0fb953d 0fd2c0a 0f9997c 
0fe1eb2 0fc6f16 0fc5e8d 0fcecba 0fa09fb 
0fd37ec 0fc666a 0fb74c5 0fc8fe1 0fa737c 
0fdcf23 0fc5af7 0fc11a7 0fc4ec1 0facfcc 
0fdaf88 0fc7b87 0fbec2f 0fc243b 0fb17eb 
0fd35be 0fc3cc0 0fb76e6 0fbf815 0fb5ee2 
0fdf917 0fc68be 0fc3988 0fbe299 0fbb7fc 
0fd152f 0fc64f8 0fb52d8 0fbbb4e 0fbde31 
0fdb05d 0fc68f1 0fbf392 0fb9c41 0fbfe7b 
0fd9a11 0fca231 0fbd74f 0fb95e9 0fc0734 
0fd2ab5 0fc65a4 0fb6c5a 0fb98a4 0fbf3d0 
0fdfa3b 0fc7a9b 0fc3aee 0fbaa48 0fc0c0d 
0fd1a33 0fc501c 0fb5802 0fba0c6 0fc0f0c 
0fdb3f2 0fc3fd3 0fbf76a 0fb976b 0fc0cb1 
0fd9ca1 0fc746e 0fbda51 0fb841d 0fc04db 
0fd26b6 0fc448b 0fb68c8 0fb6a4b 0fbe854 
0fdf8f6 0fc6fa9 0fc3a2a 0fb670f 0fbdf6f 
0fd19da 0fc4649 0fb57c1 0fb520f 0fbd63c 
0fdaffe 0fc2a31 0fbf364 0fb3e59 0fbe488 
0fd986c 0fc698d 0fbd5a5 0fb2cdf 0fbe334 
0fd1d2a 0fc6912 0fb5efb 0fb139f 0fbafa1 
0fdf118 0fcb510 0fc31c6 0fb0bd3 0fb9cc8 
0fd086d 0fc817a 0fb4577 0faf6d6 0fbb756 
0fd8f61 0fc4c1a 0fbd287 0faeae6 0fbee3c 
0fd6baf 0fc6734 0fba92c 0fad8cb 0fc182e 
0fce318 0fc3613 0fb2588 0fab615 0fc1a82 
0fdb1a7 0fc5c3f 0fbf32a 0faaa6d 0fc22ab 
0fccf29 0fc2ad2 0fb0d33 0fa7ecb 0fc1f15 
0fd574f 0fc0e22 0fb9b34 0fa5ccf 0fc36af 
0fd3b7d 0fc3aeb 0fb7957 0fa4845 0fc4f10 
0fcb362 0fc029d 0faf5a7 0fa2e62 0fc5cf4 
0fd7fe4 0fc3330 0fbc14b 0fa2427 0fc859d 
0fc9a8a 0fc1ba7 0fad8ef 0fa11d0 0fc8f5c 
0fd2c1e 0fbfd6b 0fb6fed 0fa017a 0fca3ea 
0fd2426 0fc1a68 0fb61b6 0f9fc09 0fcae6f 
0fca720 0fbdb5b 0fae910 0f9ec81 0fcac30 
0fd82bb 0fbff77 0fbc405 0f9eb6b 0fccc9c 
0fcace6 0fbe105 0faeafa 0f9d6ba 0fcce1a 
0fd3ce9 0fbd049 0fb808a 0f9c9b8 0fcdd10 
0fd32bb 0fc033b 0fb7013 0f9bcc2 0fceafa 
0fcb67d 0fbcf0b 0faf7ff 0f9a12c 0fcdeaf 
0fd8dc0 0fc0381 0fbce64 0f99533 0fceb86 
0fcaaa9 0fbf89b 0fae805 0f98422 0fce40a 
0fd2e3b 0fbe134 0fb70ee 0f988fd 0fce146 
0fd1ca0 0fc0820 0fb5952 0f98fa8 0fcdf47 
0fc8e5f 0fbc64a 0facf49 0f990bf 0fcc48a 
0fd5575 0fbef1b 0fb9578 0f9a014 0fcc9ac 
0fc6c96 0fbd741 0faa979 0f99b05 0fcc08e 
0fcea95 0fbc1a1 0fb2ce4 0f993e7 0fcc87b 
0fcdc5e 0fbeef1 0fb183c 0f98364 0fcdffc 
0fc4ac7 0fbac49 0fa8a9f 0f96eaf 0fcef26 
0fd131e 0fbc66a 0fb51cb 0f96fd8 0fd15a8 
0fc29ee 0fba55f 0fa65f6 0f96539 0fd1b9d 
0fca266 0fb9122 0fae40f 0f96699 0fd2276 
0fc9bad 0fbb4e4 0fad777 0f96e06 0fd1c3d 
0fc160a 0fb66a7 0fa5624 0f96e4c 0fcf401 
0fce528 0fb794d 0fb2519 0f98516 0fce117 
0fc0883 0fb4c99 0fa4510 0f98c75 0fcba11 
0fc887d 0fb18bd 0faca55 0f99501 0fc9e20 
0fc80c1 0fb3677 0fabcc6 0f99cc6 0fc9592 
0fbf7d7 0faf547 0fa37f0 0f99e43 0fc8a98 
0fcce84 0fb15a3 0fb0e2a 0f9c281 0fc9fc2 
0fbfef8 0fb0583 0fa3b26 0f9e08b 0fca45e 
0fc90f6 0fb0b63 0fad2b9 0f9fcc2 0fcadaa 
0fca66e 0fb5d2e 0fae22f 0fa0668 0fcbd9a 
0fc36fd 0fb445b 0fa76ba 0f9f814 0fcca26 
0fd25d7 0fb855b 0fb650a 0f9f6fd 0fcfdd1 
0fc68c5 0fb7b71 0faa4ec 0f9eafa 0fd28fb 
0fcfb86 0fb6a58 0fb3d52 0f9f24e 0fd699f 
0fd0dff 0fba722 0fb49f1 0f9f411 0fdb16b 
0fc94a8 0fb8d7d 0fad4be 0f9e07e 0fde09c 
0fd75df 0fbe057 0fbb598 0f9d7df 0fe22d4 
0fcac80 0fbfa6f 0fae945 0f9bfca 0fe4fbb 
0fd39ed 0fc0a8f 0fb7c49 0f9b3f8 0fe73bb 
0fd49e2 0fc4891 0fb85fd 0f9ac72 0fe9ef8 
0fcc982 0fc1cf2 0fb0940 0f99219 0feba72 
0fda766 0fc5199 0fbe700 0f989a7 0fee1a8 
0fcd73a 0fc48bf 0fb143d 0f98c7d 0fedff7 
0fd594e 0fc3ae8 0fb9bee 0f9a9a7 0fed96b 
0fd61d9 0fc5756 0fb9e6f 0f9d37c 0fec9ac 
0fcd1bf 0fc195f 0fb1274 0f9f24c 0feb582 
0fda6c8 0fc4a4c 0fbe78f 0fa08cd 0febb4f 
0fcd258 0fc4dff 0fb0ff9 0fa06b0 0feb12c 
0fd52a0 0fc5189 0fb9612 0fa0510 0feae48 
0fd5ab1 0fc8d30 0fb9884 0fa0910 0feb28e 
0fccebb 0fc5873 0fb1077 0f9fbb6 0feaed8 
0fda9b1 0fc8425 0fbeb6c 0f9ff23 0fec0ee 
0fcd5c6 0fc755b 0fb1433 0f9fbde 0febc99 
0fd5362 0fc572c 0fb9787 0fa0548 0fec63a 
0fd5cf4 0fc7aed 0fb9b68 0fa10de 0fed556 
0fccc49 0fc40f8 0fb0ee7 0fa169c 0fed043 
0fda3a1 0fc7609 0fbe65b 0fa2e21 0fed938 
0fccc40 0fc7163 0fb0bbb 0fa3aa5 0fec8f0 
0fd4ca3 0fc5a27 0fb91fd 0fa4ff1 0febec3 
0fd58ef 0fc8396 0fb9892 0fa65e9 0feb8eb 
0fccaf2 0fc4fc9 0fb0eb5 0fa652b 0fea0e0 
0fda89a 0fc6d87 0fbec3c 0fa7b2a 0feada8 
0fcce58 0fc5c92 0fb0e6f 0fa85bd 0feabd3 
0fd4c0a 0fc3d88 0fb920c 0fa977b 0feaf21 
0fd5736 0fc6cd5 0fb9799 0fabc5c 0feb5fe 
0fcc5cb 0fc34ea 0fb0a65 0facf96 0feaa29 
0fda754 0fc61dd 0fbec2e 0faea20 0feb772 
0fcd7b6 0fc55e7 0fb1940 0faf793 0feb0b4 
0fd5a8a 0fc4193 0fba248 0fb0909 0feaa30 
0fd6d20 0fc70e5 0fbaf4c 0fb1eb7 0fea3b4 
0fcdea1 0fc3549 0fb24ca 0fb2f74 0fe8edd 
0fdbf62 0fc6194 0fc05a0 0fb4924 0fe8feb 
0fceb1e 0fc558a 0fb2d8e 0fb52b3 0fe7cbb 
0fd6945 0fc43dc 0fbb19d 0fb6c5f 0fe6b0e 
0fd7488 0fc6cd9 0fbb6ea 0fb8b20 0fe618d 
0fcdb78 0fc28a0 0fb218d 0fbace0 0fe40ca 
0fdadd9 0fc4b06 0fbf40a 0fbe9aa 0fe34ba 
0fccbe6 0fc3274 0fb0e60 0fc0ee2 0fe1293 
0fd3cfa 0fc1108 0fb8587 0fc2ea2 0fdf423 
0fd3fe7 0fc3331 0fb824f 0fc5a7e 0fdce12 
0fca16b 0fbe2f5 0fae79e 0fc82b4 0fd84d4 
0fd7414 0fbf4e1 0fbba26 0fcb70c 0fd45bb 
0fc95d2 0fbcd7b 0fad827 0fcd5c2 0fce290 
0fd0adb 0fb9c94 0fb52fd 0fd0383 0fc6a77 
0fd1099 0fbd3f4 0fb52ad 0fd2d5b 0fbf5a3 
0fc6978 0fb9c0c 0faaf4a 0fd6af0 0fbc420 
0fd367d 0fbc7bd 0fb7bae 0fdbe83 0fbb4ea 
0fc54a6 0fbb445 0fa95ac 0fe0768 0fb76e6 
0fcbb21 0fbafe7 0fb02a7 0fe2198 0fb6e88 
0fcb5c7 0fbf74f 0faf746 0fe2ab7 0fb9320 
0fc1450 0fbaa50 0fa59ad 0fe4d35 0fb850d 
0fceb97 0fbb8f9 0fb3065 0fe855d 0fb746b 
0fc101e 0fb8b37 0fa50eb 0feceef 0fb38f9 
0fc88df 0fb5484 0facf2f 0ff1a8f 0fadf98 
0fc98a0 0fb5b55 0fad8f0 00022c7 0fa62f3 
0fc05b2 0faf432 0fa4984 000af0a 0f9a078 
0fcd519 0faf90b 0fb1849 00086ef 0f8cf1c 
0fbfb5b 0fae4c5 0fa3aef 000a93f 0f7c63e 
0fc732d 0fade5f 0fab83f 000a772 0f6d0a4 
0fc927d 0fb2dff 0fad14c 00082fc 0f601de 
0fc131f 0fb1869 0fa55d9 000a265 0f55439 
0fcf89c 0fb57c1 0fb3aa5 00068ac 0f50965 
0fc29ed 0fb6632 0fa6854 000804e 0f4c850 
0fca089 0fb67c3 0fae4c5 0007caf 0f48e20 
0fcbd66 0fba78f 0fafb7e 0005c0e 0f44d72 
0fc3e81 0fb6a75 0fa803a 000809b 0f43d73 
0fd2a39 0fb8857 0fb6b30 000479c 0f47fd3 
0fc5cfe 0fb6fb7 0fa9a74 0005e33 0f4b802 
0fcbd01 0fb6756 0fb00c1 0005ec3 0f4e2ce 
0fcb51c 0fb9a32 0faf2cd 0004872 0f5122f 
0fc03e5 0fb4f46 0fa454a 0007fe0 0f53c2a 
0fcbbc4 0fb5efa 0fafcae 0005f63 0f58046 
0fbc7d6 0fb43db 0fa05cf 0008e6a 0f5acde 
0fc1baa 0fb1a77 0fa6009 000a225 0f5d54d 
0fc1a68 0fb3ae7 0fa598b 0009a35 0f5fbc9 
0fb7a5b 0fb0066 0f9bd92 000d910 0f60984 
0fc50e6 0fb275c 0fa9385 000bb52 0f62428 
0fb8bcd 0fb1590 0f9cad5 000e5c8 0f61f78 
0fc1143 0faf7e2 0fa55db 000eda5 0f61672 
0fc373d 0fb2a5b 0fa75df 000da0b 0f60966 
0fbb8d2 0fafb49 0f9fb07 0010c08 0f5e733 
0fca746 0fb3035 0fae920 000e1a4 0f5db49 
0fbf0b4 0fb39e6 0fa2f09 000ff21 0f5ba57 
0fc7723 0fb4175 0fabb10 000f977 0f5a569 
0fc9982 0fb8f50 0fad8a7 0ff67e0 0f5a21d 
0fc1378 0fb6971 0fa55aa 0ff1899 0f5972d 
0fcfa7a 0fb917b 0fb3b6d 0fe9fc2 0f5c402 
0fc3ba4 0fb7886 0fa792f 0fe4b14 0f5ffdf 
0fcb920 0fb4a15 0fafc90 0fde758 0f664ea 
0fcd912 0fb65e9 0fb172f 0fd8159 0f6de19 
0fc4b65 0fb253b 0fa8dba 0fd14a6 0f7389e 
0fd2c37 0fb5bbd 0fb6f2f 0fccacb 0f78ddd 
0fc6a40 0fb7427 0faaa58 0fc7bf8 0f7b45a 
0fce7a0 0fb84ac 0fb2e2d 0fc3a1e 0f7dcb4 
0fd1714 0fbcb53 0fb57fd 0fbf621 0f818a5 
0fc9588 0fba44f 0fada51 0fbaf0b 0f84a48 
0fd82f6 0fbe640 0fbc80b 0fb85af 0f8921f 
0fcd2fc 0fbe94b 0fb147d 0fb5532 0f8d054 
0fd64fc 0fbda44 0fbaae7 0fb27e2 0f90e05 
0fda15f 0fc25bc 0fbe200 0fb0094 0f95e20 
0fd305c 0fc098f 0fb73fd 0fad1c4 0f9987d 
0fe3737 0fc40df 0fc7b72 0fabc16 0f9e7e6 
0fd95a3 0fc488c 0fbd588 0fa9b5a 0fa1983 
0fe182e 0fc40f5 0fc5de6 0fa7843 0fa5569 
0fe3903 0fc85cd 0fc78e1 0fa4eac 0faa8e5 
0fda070 0fc5b7b 0fbe34a 0fa0ecb 0faf608 
0fe79da 0fc8824 0fcbd32 0f9dcaa 0fb5201 
0fdb262 0fc7809 0fbf153 0f9c375 0fb6df1 
0fe194b 0fc3e99 0fc5dda 0f9da01 0fb824f 
0fe288e 0fc493a 0fc676d 0f9f6e4 0fbb3f2 
0fd7e92 0fc2e92 0fbc0b9 0f9df5d 0fbc3bf 
0fe573f 0fc71c7 0fc9a98 0f9c91b 0fbdaf4 
0fd8fc1 0fc82fc 0fbcee7 0f9a5ee 0fbdaa3 
0fdfdae 0fc761d 0fc42c6 0f994db 0fbc77d 
0fe24c9 0fcc550 0fc63ee 0f98caf 0fbb25d 
0fd8ca0 0fc947f 0fbce76 0f97ba3 0fba506 
0fe6b97 0fcd3ef 0fcae29 0f96915 0fbd12c 
0fda1e2 0fcdf01 0fbe0c2 0f945fd 0fbeef3 
0fe0579 0fcca8c 0fc4b0b 0f93205 0fc17a7 
0fe2743 0fd0335 0fc6764 0f927ea 0fc4af8 
0fd8225 0fcd491 0fbc533 0f91441 0fc65d3 
0fe5c87 0fcf862 0fca055 0f91730 0fca88c 
0fd8ffb 0fcf232 0fbcf33 0f912d0 0fcc1ff 
0fdecab 0fccba9 0fc31a7 0f9166e 0fcecc9 
0fe0dd2 0fcf90c 0fc4d23 0f92605 0fd2670 
0fd5ed5 0fcc27c 0fba18a 0f91d5a 0fd543f 
0fe324b 0fcf038 0fc7616 0f927e5 0fd96f9 
0fd5f49 0fcec9b 0fb9e64 0f930bd 0fdb87d 
0fdb44b 0fcc10b 0fbf9db 0f93e50 0fde0ca 
0fdd70b 0fcea74 0fc16a2 0f94fe8 0fe013c 
0fd2235 0fcaf1f 0fb6493 0f95457 0fe0344 
0fdf408 0fcc00e 0fc3785 0f969a5 0fe3183 
0fd19a5 0fcaf6c 0fb5873 0f975e2 0fe4ec3 
0fd691d 0fc79ec 0fbae75 0f98da2 0fe65c4 
0fd8e83 0fc9cf8 0fbceac 0f995ea 0fe81f2 
0fcda91 0fc563d 0fb1d71 0f98f64 0fe8ab8 
0fdb3e1 0fc59c4 0fbf7a2 0f9a65f 0feb905 
0fce3f8 0fc3806 0fb22eb 0f9bbae 0fed2e9 
0fd2fef 0fc1908 0fb74b6 0f9d4db 0fedf78 
0fd56f3 0fc55c6 0fb95d1 0f9eb04 0fef5a6 
0fca1c2 0fc18f9 0fae350 0f9ec7a 0ff06b3 
0fd81ed 0fc3846 0fbc48a 0fa00ed 0ff2840 
0fcbf17 0fc34e2 0fafdb2 0fa0642 0ff3145 
0fd19e3 0fc1555 0fb5eca 0fa0e9a 0ff3aa1 
0fd557f 0fc44e4 0fb948d 0fa1ed7 0ff439b 
0fca9cf 0fbffa2 0faebaf 0fa254e 0ff42d9 
0fd8ca8 0fc19f9 0fbcf6e 0fa4240 0ff5b5e 
0fccbe1 0fc0c8c 0fb09f4 0fa487d 0ff653b 
0fd209a 0fbe8c0 0fb64a4 0fa5767 0ff6bf8 
0fd528a 0fc1cb6 0fb90e0 0fa7703 0ff7950 
0fc9b9e 0fbde0b 0fadc94 0fa7f07 0ff7ab6 
0fd761c 0fbfe39 0fbb7ce 0fa8b41 0ff9a49 
0fcabc5 0fbfd0d 0fae8a9 0fa9b70 00005cd 
0fcf05f 0fbdc8a 0fb3341 0fac53c 0006a7f 
0fd1c93 0fc10a6 0fb59fa 0faf799 0fffa8d 
0fc609f 0fbd8e3 0faa10d 0fb17ce 00088f1 
0fd3707 0fbf71d 0fb788f 0fb3edb 0001b04 
0fc734b 0fbe9b9 0fab0b9 0fb4780 000764f 
0fcbe1b 0fbbff5 0fb01c0 0fb48ee 0008b4e 
0fcf3aa 0fbe3a0 0fb31f2 0fb5707 0006cc3 
0fc39f1 0fb9be4 0fa7ae1 0fb5734 000a1b1 
0fd1355 0fbae39 0fb54b8 0fb6a94 0007c58 
0fc5746 0fba0fb 0fa9497 0fb64ad 0009604 
0fca396 0fb7790 0fae6c2 0fb6877 000a1fa 
0fcd67c 0fbb564 0fb1d07 0fab86e 0fc64cf 
0fd6d37 0fbef2d 0fbb040 0fac069 0fc6d84 
0fc90d2 0fbc519 0fad3c6 0fab9d9 0fc5dd1 
0fd59bc 0fbd22b 0fba072 0fac12b 0fc61ec 
0fcecfb 0fbeb41 0fb2dc4 0fac2e7 0fc5fb2 
0fcd153 0fbb7ca 0fb17ef 0fac27e 0fc578e 
0fd68a8 0fbeff5 0fbabf0 0facbb8 0fc62b1 
0fc8df8 0fbc568 0fad11f 0fac765 0fc57cd 
0fd567e 0fbce7f 0fb9d5d 0fad03b 0fc5f1d 
0fcea63 0fbe614 0fb2aa9 0fad029 0fc5f20 
0fcccbc 0fbb1fc 0fb12a4 0facdf5 0fc580c 
0fd6747 0fbee02 0fbaa7b 0fad9f2 0fc67df 
0fc8c2b 0fbc613 0facf51 0fad085 0fc5d04 
0fd5431 0fbd1ec 0fb9afd 0fad45c 0fc6462 
0fcea72 0fbea0e 0fb2b71 0fad27d 0fc6409 
0fccd66 0fbb538 0fb1438 0facd55 0fc59d6 
0fd677e 0fbecf0 0fbaad3 0fad410 0fc64c1 
0fc8bab 0fbc0c3 0facec9 0facd73 0fc586b 
0fd5312 0fbc9dc 0fb99f0 0fad579 0fc5d68 
0fcea42 0fbe356 0fb2b1a 0fad70e 0fc5c8b 
0fccb7d 0fbafaf 0fb120d 0fad898 0fc51d7 
0fd65c8 0fbe81d 0fba8eb 0fae2c1 0fc5993 
0fc8aed 0fbbdad 0facdc0 0fadcd2 0fc4a94 
0fd53ba 0fbc905 0fb9a51 0fae53a 0fc4ce4 
0fcee7f 0fbe40f 0fb2f15 0fae65c 0fc46f8 
0fccf19 0fbb233 0fb159d 0fae3a1 0fc37db 
0fd6d53 0fbef94 0fbb070 0faf045 0fc3e01 
0fc952d 0fbc8ea 0fad7f0 0faedd2 0fc2d6e 
0fd6012 0fbd2b3 0fba69f 0faff70 0fc2ee0 
0fcfdcf 0fbe48a 0fb3e4b 0fb11bd 0fc2703 
0fce205 0fba3a8 0fb282e 0fb1e56 0fc119e 
0fd84bf 0fbd675 0fbc7d7 0fb3395 0fc160d 
0fcaa08 0fbb1a0 0faecd8 0fb3264 0fc04d2 
0fd7150 0fbc666 0fbb81e 0fb3a9c 0fc09e6 
0fd0c89 0fbee33 0fb4d61 0fb3a8a 0fc0ddc 
0fce76e 0fbc220 0fb2e0c 0fb3256 0fc0d15 
0fd8071 0fc0309 0fbc408 0fb3ded 0fc2300 
0fc9f58 0fbdeb1 0fae29e 0fb411a 0fc2390 
0fd60e6 0fbe334 0fba803 0fb58cf 0fc334e 
0fcfaa3 0fbf952 0fb3bea 0fb71bc 0fc36a6 
0fcd4de 0fbc390 0fb1c0b 0fb82ea 0fc3028 
0fd7446 0fc00ee 0fbb816 0fb9594 0fc3d60 
0fc9a36 0fbe018 0fadd67 0fb8fa7 0fc37f3 
0fd6241 0fbf702 0fba959 0fb95b1 0fc48aa 
0fd03ee 0fc1dba 0fb44d5 0fb9a93 0fc50b4 
0fce1f2 0fbef0b 0fb2899 0fb9c24 0fc5055 
0fd8495 0fc2910 0fbc825 0fbac69 0fc65bf 
0fca791 0fbfaad 0faeac0 0fbb889 0fc61e6 
0fd6f0f 0fc023f 0fbb65b 0fbcbd7 0fc6c90 
0fd0a28 0fc1982 0fb4ba1 0fbdddd 0fc6f42 
0fcdee2 0fbdf0b 0fb2628 0fbf941 0fc5ffb 
0fd77b2 0fc173d 0fbbbf3 0fc2e5c 0fc62b6 
0fc91b0 0fbec58 0fad59a 0fc5726 0fc4bfa 
0fd55ce 0fbe958 0fb9dc5 0fc81a9 0fc451e 
0fcf39f 0fbf6c3 0fb354b 0fcabb1 0fc3639 
0fcca04 0fbb280 0fb1160 0fcd477 0fc18b5 
0fd6895 0fbe4a7 0fbaca9 0fd10e9 0fc1002 
0fc89d3 0fbbdcb 0facd71 0fd3a4f 0fbea73 
0fd53c5 0fbc8a6 0fb9b8a 0fd6cd4 0fbd5ad 
0fcf3f4 0fbe6cb 0fb359c 0fd9f2d 0fbb578 
0fccdb9 0fbb070 0fb1581 0fdc05e 0fb94ae 
0fd79b5 0fbde1d 0fbbe72 0fdf504 0fb7c74 
0fc9e78 0fba4aa 0fae29f 0fe2c30 0fb40a6 
0fd69cc 0fba1df 0fbb1c6 0fe7c90 0fb0c86 
0fd0724 0fbb322 0fb4873 0fedb46 0face1b 
0fcd9b6 0fb7496 0fb208a 0ff3bb5 0fa87ff 
0fd79b5 0fbb396 0fbbcb8 0ff9ec2 0fa5603 
0fc8d50 0fb917e 0facfe7 00054c1 0fa18a7 
0fd4653 0fba2a3 0fb8ccc 0004519 0f9f6e6 
0fcd1d8 0fbc2b7 0fb11d6 00046e2 0f9d1a7 
0fc9553 0fb87da 0fadb9c 0006e0b 0f9a2d8 
0fd2ba8 0fbb70b 0fb6e7e 000449a 0f98df7 
0fc3c7d 0fb8e0a 0fa7f43 000791f 0f963c0 
0fcf9d6 0fb96e5 0fb4107 0006594 0f945b1 
0fc8a61 0fbb2ba 0facbb7 0006836 0f92542 
0fc49e0 0fb766b 0fa91c0 000918c 0f90b3b 
0fcdbb2 0fbaac6 0fb20a5 0006a0b 0f8fd4e 
0fbe5bd 0fb7a3d 0fa2ac3 000a14b 0f8d649 
0fc9d29 0fb756f 0fae657 00090ac 0f8b526 
0fc2ccb 0fb88cf 0fa6ff8 00095ef 0f88d5b 
0fbfa7e 0fb452c 0fa43ac 000babb 0f8513b 
0fc9a72 0fb6cfe 0fae063 000913d 0f822d8 
0fbc329 0fb38ee 0fa09ab 000c150 0f7d5ee 
0fc9542 0fb4872 0fadfba 000a6c8 0f79f38 
0fc3953 0fb6c1f 0fa7da9 000a48e 0f77480 
0fc1678 0fb3186 0fa60e0 000c5bd 0f720fb 
0fcba65 0fb61af 0fb01d3 00096cb 0f6a3e5 
0fbd75f 0fb278e 0fa1e4f 000c571 0f5d6a3 
0fc9f3e 0fb2b21 0fae9b0 000a958 0f4fb60 
0fc43ca 0fb5702 0fa86fc 0009d95 0f40ab4 
0fc20d2 0fb2c4d 0fa696e 000b1f2 0f32ec0 
0fce2ec 0fb65f6 0fb2808 000701a 0f2904a 
0fc2054 0fb3ad2 0fa6498 0008c7e 0f2035b 
0fcd92b 0fb48c3 0fb20f9 0006fc5 0f2097c 
0fc5d45 0fb70ef 0fa9ecc 0007449 0f2360b 
0fc1bcd 0fb31ac 0fa634d 000a117 0f2577d 
0fca8a7 0fb54d0 0faec66 0008085 0f2959d 
0fbb11b 0fb18c9 0f9f442 000be63 0f2d1fa 
0fc5909 0fb03d8 0fa9ffb 000b4be 0f313af 
0fbdf7e 0faf82b 0fa2020 000bf61 0f3435d 
0fba126 0fa927d 0f9e732 000ec0a 0f36808 
0fc2eef 0fab0c3 0fa7189 000ca05 0f39fb2 
0fb3e0a 0fa7415 0f98032 00104fa 0f3caaa 
0fbed15 0fa72ce 0fa3354 000fc57 0f416a1 
0fb8084 0fa9825 0f9c100 00108c8 0f465bb 
0fb4806 0fa73c5 0f98fdc 0ff978a 0f4ac74 
0fbe7b6 0fab4b2 0fa2b3c 0fe5d05 0f504e4 
0fb1007 0fa8366 0f9531e 0fdf7d4 0f5424a 
0fbd1a2 0fa8b29 0fa18fd 0fdab42 0f58b7b 
0fb7739 0faa800 0f9b928 0fd6d61 0f5c5aa 
0fb4f9e 0fa74b4 0f9971e 0fd4906 0f5dda4 
0fbf4c4 0fab9ff 0fa393c 0fd49ea 0f5f676 
0fb1ef4 0fa9858 0f962ae 0fd41ef 0f5f9ad 
0fbe8b0 0fa9aa9 0fa30d0 0fd5028 0f60f01 
0fb9580 0fabb56 0f9d74e 0fd6005 0f6110c 
0fb7226 0fa8787 0f9b9f6 0fd74cd 0f60721 
0fc24ee 0fac560 0fa69d2 0fd8ec6 0f60d0f 
