0fc442c 0fdcfc0 0fbbe91 0fb8f0d 0fb2318 
0f8d379 0fa4425 0f848a7 0f81614 0f89778 
0f93b89 0fa514a 0f8afe1 0f87de3 0f8a998 
0f8ea9d 0fa4996 0f86217 0f82c6a 0f8a5e8 
0f926b7 0fa4d46 0f899f0 0f869b2 0f8a600 
0f938f2 0fa5670 0f8afb3 0f87a81 0f8aef3 
0f90652 0fa44dd 0f87b2a 0f8489a 0f8a50a 
0f97266 0fa487d 0f8e640 0f8b443 0f8bbec 
0f92529 0fa37d7 0f89c4d 0f8665b 0f8baed 
0f96598 0fa306b 0f8d826 0f8a7af 0f8c19d 
0f97b57 0fa32d4 0f8f157 0f8bc04 0f8d365 
0f94759 0fa23af 0f8bb4d 0f888d7 0f8cfdd 
0f9b1c2 0fa2c96 0f924a0 0f8f306 0f8eb5e 
0f96108 0fa228a 0f8d757 0f8a1ab 0f8eef5 
0f999ca 0fa1fd2 0f90be1 0f8db80 0f8f867 
0f9a8a8 0fa27b9 0f91ea8 0f8e91e 0f90acd 
0f969ab 0fa18cc 0f8e0c5 0f8ae20 0f905b7 
0f9c9e6 0fa20bc 0f94047 0f90e31 0f91e05 
0f96f51 0fa1234 0f8e94e 0f8b2ee 0f92017 
0f99ed7 0fa091b 0f914a1 0f8e3ae 0f92b5f 
0f9a86b 0fa07e3 0f92208 0f8ebf9 0f93e44 
0f96764 0f9f5e6 0f8df42 0f8abdc 0f934ae 
0f9cb64 0fa008c 0f941e2 0f90fc4 0f945b4 
0f9762a 0f9f6e4 0f8f021 0f8ba25 0f94266 
0f9b014 0f9f404 0f9256f 0f8f55d 0f94d5a 
0f9c2e1 0f9f806 0f93bf6 0f906e7 0f962cd 
0f98174 0f9e5fb 0f8f90d 0f8c679 0f95f05 
0f9e2d0 0f9eeb2 0f9597a 0f927b6 0f97437 
0f988d6 0f9e4d4 0f9030f 0f8cd09 0f972db 
0f9b98f 0f9e360 0f92f63 0f8fec6 0f977f7 
0f9cb43 0f9eeeb 0f944bc 0f90ef1 0f98775 
0f98ee4 0f9e8d6 0f906cf 0f8d39f 0f97c27 
0f9fcbf 0f9fe85 0f9738f 0f941a8 0f98c70 
0f9b4cc 0fa037f 0f92ec3 0f8f939 0f98b0e 
0f9fac8 0fa07be 0f97017 0f94033 0f994cc 
0fa1db3 0fa1651 0f996d3 0f96195 0f9a874 
0f9e8b0 0fa15ee 0f9600a 0f92d77 0f9a339 
0fa56df 0fa31a8 0f9cd28 0f99b45 0f9b9d8 
0fa09df 0fa3ccb 0f983be 0f94d67 0f9b142 
0fa46c6 0fa5762 0f9bc55 0f98b9d 0f9ace6 
0fa62b5 0fa7af5 0f9dc0f 0f9a638 0f9bd83 
0fa2906 0fa7f5c 0f9a0c4 0f96d90 0f9c086 
0fa99e7 0fa9fb2 0fa107e 0f9de30 0f9e042 
0fa4fb6 0faad63 0f9c985 0f99326 0f9f0a8 
0fa8fc4 0fabf45 0fa051b 0f9d43d 0fa0f68 
0fab3e1 0fad729 0fa2cdd 0f9f70b 0fa392e 
0fa817a 0fae150 0f9f9b6 0f9c590 0fa3409 
0faf4d7 0fb0167 0fa6c41 0fa38a4 0fa5122 
0faa6c3 0fb135f 0fa2132 0f9ea1c 0fa55f6 
0fadc9a 0fb29cd 0fa528a 0fa20b4 0fa6090 
0faf617 0fb3de4 0fa7052 0fa38e1 0fa7345 
0fabd42 0fb38bd 0fa361a 0fa0140 0fa7046 
0fb311f 0fb54bf 0faa830 0fa74d1 0fa8480 
0fae9b9 0fb5bac 0fa6405 0fa2ca6 0fa82ef 
0fb289a 0fb67c8 0fa9e68 0fa6d2b 0fa8e3b 
0fb4a75 0fb7e85 0fac390 0fa8de9 0faae1a 
0fb1543 0fb76cb 0fa8c75 0fa5973 0fab976 
0fb8cec 0fb8bf9 0fb0338 0fad0bb 0fad2de 
0fb4b86 0fb951f 0fac5b0 0fa8ebb 0fac8c9 
0fb9091 0fba3f9 0fb0607 0fad4f5 0facb1b 
0fbb907 0fbc255 0fb31dc 0fafbe4 0fadc74 
0fb8483 0fbc38f 0fafba9 0fac82d 0fad819 
0fbf67b 0fbd553 0fb6c93 0fb3a01 0faf92e 
0fbab30 0fbd934 0fb2507 0faee0b 0fb09a9 
0fbe398 0fbe3ed 0fb59b1 0fb282c 0fb1e16 
0fc03b5 0fbfbbb 0fb7e02 0fb4761 0fb3b7d 
0fbca81 0fc05d1 0fb4509 0fb0f68 0fb2f42 
0fc3d54 0fc2641 0fbb5ff 0fb81f1 0fb4197 
0fbfa4f 0fc2f7b 0fb73fb 0fb3d78 0fb4025 
0fc3ab1 0fc3a19 0fbaeea 0fb7e8f 0fb494f 
0fc60fe 0fc45bf 0fbd997 0fba335 0fb6041 
0fc2d21 0fc33b3 0fba541 0fb7001 0fb5bf5 
0fc9e52 0fc49d6 0fc168e 0fbe11a 0fb7504 
0fc51ac 0fc5985 0fbd071 0fb950c 0fb7b35 
0fc8356 0fc74ac 0fbff13 0fbc89c 0fb94f5 
0fc9fe7 0fc9a9a 0fc1e5c 0fbe415 0fbbc40 
0fc66c8 0fc9cc0 0fbe0b4 0fbab0c 0fbcbec 
0fcd790 0fcad9f 0fc4e97 0fc1bbd 0fbf11b 
0fc8ac1 0fcb08b 0fc05dc 0fbced9 0fbf4bd 
0fcbb93 0fcbde0 0fc32aa 0fc00dc 0fbe96c 
0fcd36d 0fcd706 0fc4c90 0fc1641 0fbe0b6 
0fc8b40 0fcd4c4 0fc03a4 0fbcee4 0fbbffa 
0fcea9f 0fceef3 0fc629d 0fc2e9a 0fbbf6c 
0fc9220 0fd05ae 0fc0dc3 0fbd53d 0fbade4 
0fcb956 0fd2782 0fc3100 0fbfdfa 0fba3b9 
0fccf72 0fd4988 0fc4a92 0fc1371 0fba4a0 
0fc87fb 0fd45fd 0fc020b 0fbcd36 0fb91cc 
0fce8b2 0fd486b 0fc616f 0fc2e01 0fba530 
0fc9928 0fd2a20 0fc1448 0fbdd3c 0fbaa58 
0fcc930 0fd143e 0fc4056 0fc0f1b 0fbb0d2 
0fce31e 0fd226b 0fc5de8 0fc27b3 0fbc17e 
0fc9f4a 0fd25c0 0fc191d 0fbe4c4 0fbb024 
0fd068d 0fd4302 0fc7d5d 0fc4b8c 0fbbd55 
0fcbab9 0fd4fa3 0fc3486 0fbff48 0fbbcfb 
0fcecd4 0fd5a28 0fc6395 0fc3346 0fbd0df 
0fd0d61 0fd6dfa 0fc87d9 0fc52e2 0fbf6b2 
0fcd24b 0fd6a32 0fc4bd4 0fc18d8 0fc027c 
0fd4029 0fd7926 0fcb916 0fc86a4 0fc2800 
0fcf6c2 0fd78bd 0fc7361 0fc3c76 0fc379c 
0fd2582 0fd806b 0fc9c79 0fc6bd2 0fc49c0 
0fd3dec 0fd9184 0fcb80b 0fc82f3 0fc64dc 
0fcf74c 0fd8a07 0fc7117 0fc3d85 0fc6358 
0fd59d4 0fda060 0fcd275 0fca015 0fc7729 
0fd043e 0fda969 0fc8094 0fc49be 0fc6ea2 
0fd2807 0fdb830 0fca011 0fc6ee3 0fc6c87 
0fd3911 0fdcdff 0fcb3d5 0fc7e8c 0fc7890 
0fce947 0fdc778 0fc6269 0fc2fbc 0fc7292 
0fd4197 0fdde69 0fcb95c 0fc8817 0fc86da 
0fce033 0fde2df 0fc5b5e 0fc25d5 0fc8211 
0fcf801 0fdeb7f 0fc6e89 0fc3ebd 0fc7ccc 
0fcfe3a 0fdf783 0fc77d6 0fc4378 0fc85b1 
0fca26e 0fde5b2 0fc1ad6 0fbe893 0fc74f6 
0fcf0bc 0fdeb33 0fc6874 0fc3735 0fc7e4c 
0fc8a14 0fde264 0fc0587 0fbcfa7 0fc6b23 
0fc9ace 0fddcb9 0fc12ad 0fbe1a0 0fc60db 
0fc9bb1 0fde17c 0fc16d5 0fbe0e1 0fc6038 
0fc3aae 0fdc7f5 0fbb457 0fb808a 0fc4ce6 
0fc8654 0fdc442 0fbfe9e 0fbcbf1 0fc533e 
0fc1d9a 0fdaf4d 0fb9959 0fb6228 0fc457a 
0fc3001 0fd9f76 0fba75c 0fb7569 0fc35a0 
0fc363f 0fd9ae1 0fbb0ed 0fb7a1b 0fc322f 
0fbda2d 0fd80c2 0fb53c5 0fb1eae 0fc13b3 
0fc2d4d 0fd8970 0fba52b 0fb71dd 0fc0f95 
0fbc7e6 0fd8d9c 0fb4376 0fb0bfc 0fbef28 
0fbddf5 0fd761b 0fb5512 0fb234f 0fbf5a9 
0fbe797 0fd632f 0fb61b8 0fb2bd1 0fc0bb3 
0fb8d25 0fd3c9a 0fb0549 0fad1ee 0fc0041 
0fbe79b 0fd341d 0fb5cd8 0fb2b1c 0fc0792 
0fb86f3 0fd20c2 0fb01f2 0facb97 0fbf60d 
0fba3be 0fd16dc 0fb1a55 0fae9ba 0fbec10 
0fbb47a 0fd12f9 0fb2e56 0faf917 0fbf0e9 
0fb61e7 0fcffc3 0fada97 0faa7ac 0fbd6b6 
0fbc187 0fd0ff8 0fb3951 0fb0723 0fbd7ee 
0fb67b0 0fd137b 0fae398 0faac93 0fbc1aa 
0fb8aae 0fd1334 0fb0215 0fad0df 0fbb4a4 
0fba204 0fd1512 0fb1cba 0fae6f0 0fbb94a 
0fb53ce 0fcfdd5 0facdaf 0fa99b5 0fba46a 
0fbb924 0fd04ed 0fb30ee 0faff12 0fba7ec 
0fb6545 0fcfe77 0fae06e 0faaa6e 0fb943a 
0fb8b42 0fcfc1e 0fb01a8 0fad1ac 0fb8721 
0fba55d 0fd02ab 0fb1f30 0faea78 0fb8d09 
0fb53f4 0fcf258 0faccf2 0fa9a06 0fb77c6 
0fbb267 0fcfb73 0fb29ea 0faf8aa 0fb7bbe 
0fb57e0 0fcf28a 0fad34a 0fa9d89 0fb6a80 
0fb7680 0fce943 0faed90 0fabd7d 0fb5eaf 
0fb88ed 0fcf017 0fb0353 0face7e 0fb5b22 
0fb2f3b 0fcdf3f 0faa8fc 0fa7585 0fb3c62 
0fb857a 0fce789 0fafd01 0facbc4 0fb3c81 
0fb21ff 0fcd4eb 0fa9d3f 0fa673f 0fb27b8 
0fb3074 0fcc8bb 0faa7f5 0fa7708 0fb1adf 
0fb2c9d 0fccd0f 0faa80e 0fa71d4 0fb1bb4 
0faba4e 0fcbd03 0fa35d1 0fa0031 0fafa58 
0faf794 0fcc337 0fa7261 0fa3d09 0faef72 
0fa79cb 0fd6275 0f9f73f 0f9bbe2 0fac7fa 
0fa6e02 0fd8d46 0f9e727 0f9b06d 0fa9d48 
0fa58d5 0fd3aa9 0f9d610 0f999a8 0fa772b 
0f9e040 0feb841 0f95b5e 0f9205b 0fa29c5 
0fa1a33 0fdaa17 0f9936f 0f95ad9 0f9f8df 
0f9a4ba 0ff3068 0f920c7 0f8e3cd 0f9bae7 
0f9a5c3 0ff41ac 0f91c98 0f8e625 0f98712 
0f99f30 0feaa17 0f9189f 0f8de7c 0f96cd6 
0f930c4 0006c51 0f8a939 0f8711f 0f945ce 
0f96f44 0ff087e 0f8e64f 0f8afb3 0f94c14 
0f8fe94 0ff3228 0f8786a 0f83dc1 0f939bf 
0f908ee 0fe1475 0f87ddf 0f84955 0f9183f 
0f90fbc 0fd079a 0f88878 0f84f98 0f90e52 
0f8b34c 0fe3089 0f82b02 0f7f34a 0f8f24a 
0f90ca2 0fbc31a 0f883cd 0f84def 0f8fdc0 
0f8baee 0fc0836 0f834f5 0f7fae8 0f8f5f2 
0f8e1ee 0fb505e 0f8582b 0f823e8 0f8e7dc 
0f90131 0fadbcb 0f87c6b 0f843ce 0f8e4d8 
0f8baac 0fbafc7 0f832b3 0f7fbf2 0f8c76b 
0f91bd9 0face9a 0f894cf 0f85f9a 0f8d079 
0f8caf0 0fae47d 0f8469c 0f80cfe 0f8cb87 
0f8ebc1 0fac7e8 0f863b2 0f82f9f 0f8cbe6 
0f9069a 0faa761 0f88241 0f849f9 0f8e283 
0f8bbbb 0fa896c 0f83610 0f7ffe8 0f8dc83 
0f91fb9 0fa89a8 0f89850 0f86411 0f8f6ca 
0f8d423 0fa7ac1 0f85045 0f817b6 0f8fbb0 
0f8fe41 0fa712f 0f875cc 0f842f0 0f8ff94 
0f92488 0fa7928 0f89f05 0f867f5 0f90911 
0f8e361 0fa6c34 0f85d05 0f8277e 0f8f920 
0f94fc1 0fa7863 0f8c7b6 0f893d4 0f903a5 
0f90920 0fa6f2b 0f88546 0f84c86 0f8feec 
0f93253 0fa6741 0f8aa51 0f8770a 0f905b8 
0f9561b 0fa6b37 0f8d120 0f89994 0f91e1a 
0f90fb1 0fa55a5 0f889c0 0f853fe 0f91cb9 
0f97882 0fa5a9e 0f8f0cf 0f8bcd2 0f9341f 
0f92fcb 0fa534d 0f8abe3 0f87357 0f92f62 
0f959e9 0fa52df 0f8d1dc 0f89ee4 0f92928 
0f98077 0fa5bdf 0f8fb1a 0f8c426 0f92de1 
0f93a90 0fa5031 0f8b459 0f87f22 0f9127a 
0f9a2e5 0fa5e60 0f91b53 0f8e7c1 0f9177f 
0f95871 0fa57f4 0f8d46e 0f89c74 0f9125a 
0f97ccf 0fa5043 0f8f48c 0f8c217 0f91482 
0f99ea0 0fa56a2 0f91983 0f8e299 0f927c7 
0f95391 0fa460b 0f8cd61 0f89816 0f91f32 
0f9b740 0fa503b 0f92f0d 0f8fbc1 0f92e4d 
0f968d1 0fa4990 0f8e3d4 0f8ac54 0f92a04 
0f98758 0fa4802 0f8fe42 0f8cc36 0f927e3 
0f9a599 0fa54b3 0f91f9c 0f8e92e 0f9367e 
0f957b0 0fa4323 0f8d0b1 0f89be0 0f92a38 
0f9bba0 0fa4cbc 0f93279 0f8ffaf 0f93801 
0f96e80 0fa4680 0f8e947 0f8b1ce 0f931f2 
0f99002 0fa43ff 0f906a9 0f8d4a8 0f93183 
0f9b2aa 0fa4cf8 0f92c27 0f8f60b 0f941f6 
0f9673e 0fa416d 0f8e00a 0f8ab7f 0f9343a 
0f9cd83 0fa4cf6 0f94501 0f9121b 0f942fe 
0f9814e 0fa4a39 0f8fcbf 0f8c53d 0f93fcf 
0f9a38a 0fa4510 0f91aa5 0f8e8c0 0f941df 
0f9cc6d 0fa4e88 0f94655 0f9105c 0f9533c 
0f9866b 0fa4158 0f8ff95 0f8cb2c 0f947d7 
0f9f50e 0fa5432 0f96c6e 0f93a0a 0f95aa4 
0f9b03c 0fa598a 0f92ba0 0f8f466 0f959e0 
0f9d46c 0fa5ccf 0f94ba8 0f919c8 0f95add 
0f9fd03 0fa6c33 0f97768 0f94104 0f96dbd 
0f9b557 0fa6071 0f92eef 0f8f9fb 0f967a7 
0fa2cb2 0fa6c93 0f9a41e 0f97154 0f97f2d 
0f9f735 0fa67ca 0f97278 0f93afc 0f983b1 
0fa2f8e 0fa6cf4 0f9a67c 0f974ac 0f985df 
0fa6d41 0fa84c6 0f9e773 0f9b13f 0f99c9f 
0fa3181 0fa804e 0f9ab16 0f97644 0f99e62 
0faa4b2 0fa90a0 0fa1c57 0f9e9a2 0f9bd4b 
0fa6054 0fa9508 0f9dbee 0f9a459 0f9c299 
0fa8106 0fa9ebe 0f9f88a 0f9c649 0f9c2ea 
0faac46 0fab092 0fa26a9 0f9f015 0f9d958 
0fa6b88 0faa7bd 0f9e4f7 0f9b00f 0f9d453 
0fae948 0fac1d9 0fa60a4 0fa2e2a 0f9ea28 
0fabbeb 0faccc1 0fa370c 0fa004d 0f9ef76 
0faf769 0fae05b 0fa6e26 0fa3d7c 0f9f50e 
0fb3c74 0fb08eb 0fab612 0fa81a1 0fa0bff 
0fb0cb0 0fb1508 0fa8533 0fa52e8 0fa0d9f 
0fb94e7 0fb3295 0fb0a85 0fadafa 0fa34d9 
0fb6533 0fb3400 0fadeca 0faaa05 0fa52e7 
0fb9861 0fb2876 0fb0ea0 0fade2a 0fa63da 
0fbcf62 0fb4762 0fb4974 0fb13f1 0fa6f68 
0fb84dc 0fb514f 0faff01 0faca53 0fa5e26 
0fbf3f1 0fb70ca 0fb6bc7 0fb39ad 0fa661b 
0fbb337 0fb858c 0fb2e91 0faf861 0fa5654 
0fbdbcc 0fb9992 0fb5293 0fb22c5 0fa48bc 
0fc126a 0fbb18b 0fb8bdc 0fb5864 0fa4e1f 
0fbd16d 0fbb098 0fb4a14 0fb17e3 0fa390e 
0fc49f2 0fbcef9 0fbc0b1 0fb9075 0fa42da 
0fc0f76 0fbe3ee 0fb8a38 0fb54c5 0fa39fd 
0fc3c53 0fbf8dc 0fbb2b7 0fb82d7 0fa2e29 
0fc7428 0fc15e1 0fbedb2 0fbb948 0fa40ce 
0fc3099 0fc145d 0fba9b6 0fb765a 0fa4a49 
0fca269 0fc2ff5 0fc1985 0fbe868 0fa7adc 
0fc62d0 0fc426a 0fbddfc 0fba81a 0fa9173 
0fc86b0 0fc4f51 0fbfd9d 0fbcdc9 0fa9f42 
0fcb92c 0fc6aba 0fc32f2 0fbff48 0fabd85 
0fc6fce 0fc69a7 0fbe8e4 0fbb666 0fac44a 
0fcde5f 0fc8472 0fc550f 0fc24c7 0fae65e 
0fc9bf2 0fc9397 0fc16b4 0fbe14e 0faf247 
0fcbb8c 0fca9df 0fc3223 0fc0237 0faffa3 
0fce7dc 0fccd08 0fc61b0 0fc2d35 0fb2204 
0fc979f 0fcd246 0fc113c 0fbdd3d 0fb2c16 
0fcfc98 0fceddf 0fc7429 0fc4215 0fb4cfe 
0fcb0a3 0fcf7c8 0fc2c8a 0fbf53d 0fb60bc 
0fcc4d2 0fd0322 0fc3cd0 0fc0b06 0fb756a 
0fce6b8 0fd23ec 0fc61e6 0fc2bed 0fb95f4 
0fc8d14 0fd2d2a 0fc0794 0fbd2c3 0fb983b 
0fcecbc 0fd4589 0fc6534 0fc32ec 0fbb5ff 
0fca30c 0fd4ab8 0fc1ea8 0fbe834 0fbbfb7 
0fcbbdf 0fd4d20 0fc3359 0fc025a 0fbc518 
0fce7c2 0fd5e0d 0fc61c3 0fc2ce0 0fbd7ee 
0fc95d2 0fd59ee 0fc0f33 0fbdb31 0fbd2e0 
0fcf7ab 0fd73d9 0fc6fe7 0fc3d7d 0fbf414 
0fcac79 0fd7f2d 0fc2921 0fbf13c 0fc0548 
0fcbe4b 0fd854f 0fc370f 0fc046d 0fc1273 
0fce18a 0fd94fb 0fc5dbd 0fc26e3 0fc3324 
0fc8781 0fd83b0 0fc031e 0fbcd86 0fc3811 
0fce8d0 0fd8386 0fc61ee 0fc2edf 0fc50ff 
0fca085 0fd749b 0fc1e5a 0fbe5a7 0fc51ec 
0fcb5cf 0fd6bd1 0fc2f0c 0fbfc39 0fc4f78 
0fce006 0fd777b 0fc5c68 0fc2558 0fc5206 
0fc8be5 0fd6bf4 0fc07a3 0fbd1c9 0fc3944 
0fcef72 0fd7697 0fc68ab 0fc358b 0fc4245 
0fcac0a 0fd73cf 0fc28f0 0fbf154 0fc38c3 
0fcc42e 0fd712e 0fc3cd5 0fc0afc 0fc27ba 
0fcf253 0fd7e64 0fc6d8d 0fc37f0 0fc2c71 
0fca309 0fd704c 0fc1dc1 0fbe955 0fc1bb4 
0fd0c82 0fd7767 0fc83ea 0fc51e3 0fc2574 
0fccb6e 0fd7140 0fc4806 0fc1114 0fc1f0d 
0fce4b9 0fd6f3b 0fc5cc4 0fc2bab 0fc14eb 
0fd14b4 0fd7d02 0fc8f20 0fc5a4e 0fc1b48 
0fcc461 0fd7212 0fc3ece 0fc0ae1 0fc0a41 
0fd2a4d 0fd7f4a 0fca29b 0fc70f9 0fc1b24 
0fce73b 0fd7b79 0fc63a8 0fc2cf9 0fc1e57 
0fcfe5c 0fd758a 0fc76ad 0fc455c 0fc1efa 
0fd2ba0 0fd806f 0fca696 0fc7162 0fc3507 
0fcdb7a 0fd7651 0fc5664 0fc2214 0fc335c 
0fd454f 0fd89ad 0fcbdf4 0fc8c25 0fc4a3c 
0fd07b4 0fd8fbf 0fc8451 0fc4d7d 0fc4ea7 
0fd21b5 0fd95c5 0fc9a3a 0fc68e7 0fc51c0 
0fd5222 0fdae96 0fccd21 0fc9850 0fc663e 
0fd01da 0fdad91 0fc7c79 0fc489a 0fc61cc 
0fd6455 0fdc1bf 0fcdca0 0fcab6b 0fc7d2b 
0fd1e92 0fdc8eb 0fc9aa4 0fc6492 0fc89a8 
0fd2e9e 0fdcaf3 0fca6f9 0fc7615 0fc938b 
0fd562e 0fddbca 0fcd16a 0fc9c95 0fcaef9 
0fcfd87 0fdd506 0fc7871 0fc4473 0fcae63 
0fc4265 0fcf8bd 0fbba50 0fb88a2 0fbd69f 
0fc8f19 0fd0699 0fc07f3 0fbd498 0fbe62e 
0fc2e45 0fcfb07 0fba8d2 0fb73bd 0fbd9a9 
0fc7e5f 0fd0094 0fbf54d 0fbc4af 0fbdf6c 
0fc5d41 0fd03f5 0fbd866 0fba254 0fbe25f 
0fc42ff 0fcfb06 0fbbaed 0fb894c 0fbd877 
0fc8ff7 0fd096c 0fc08c7 0fbd589 0fbe818 
0fc2e63 0fcfde8 0fba8f1 0fb73ef 0fbdb2a 
0fc7dad 0fd02e6 0fbf48d 0fbc3fd 0fbe10e 
0fc5e47 0fd0705 0fbd957 0fba347 0fbe5aa 
0fc4165 0fcfb65 0fbb953 0fb87b3 0fbd9f1 
0fc8e84 0fd0879 0fc0756 0fbd417 0fbe959 
0fc2c88 0fcfaa5 0fba70e 0fb71fd 0fbdb4f 
0fc7c54 0fcfe04 0fbf330 0fbc28c 0fbe103 
0fc5c9c 0fcfff7 0fbd7a4 0fba188 0fbe407 
0fc3f82 0fcf5b1 0fbb76d 0fb85be 0fbd8a3 
0fc8d3e 0fd03ec 0fc05fb 0fbd2bc 0fbe7ca 
0fc2b7c 0fcf688 0fba612 0fb70e3 0fbd976 
0fc7a46 0fcf900 0fbf135 0fbc089 0fbdd78 
0fc5aa7 0fcfbc4 0fbd5cd 0fb9fad 0fbdfd7 
0fc3c03 0fcf22b 0fbb406 0fb823f 0fbd38a 
0fc8a07 0fcffc3 0fc02bc 0fbcf8d 0fbe21d 
0fc28e7 0fcf308 0fba361 0fb6e76 0fbd2b7 
0fc7776 0fcf696 0fbee18 0fbbdd6 0fbd391 
0fc59b7 0fcf690 0fbd467 0fb9ecd 0fbd1ab 
0fc3ca3 0fce5ad 0fbb404 0fb82da 0fbc10a 
0fc8c92 0fcece0 0fc049a 0fbd1fc 0fbcbe8 
0fc2d09 0fcddac 0fba6c6 0fb724d 0fbbaf8 
0fc7d55 0fcdfaa 0fbf364 0fbc35b 0fbbc34 
0fc6093 0fcdf35 0fbdad9 0fba56c 0fbb935 
0fc4281 0fcd424 0fbb9bf 0fb88b0 0fba68b 
0fc9252 0fce6f4 0fc0a5c 0fbd81b 0fbafc6 
0fc3349 0fcdbe8 0fbad5d 0fb7922 0fb9e3d 
0fc84e1 0fcdeeb 0fbfb2f 0fbcbdc 0fba223 
0fc6bcf 0fce0ad 0fbe662 0fbb1ab 0fba20c 
0fc4e1d 0fcd7f9 0fbc581 0fb9519 0fb949c 
0fc9d01 0fceac9 0fc1572 0fbe35e 0fba3d3 
0fc39c9 0fcdf0e 0fbb42c 0fb8010 0fb938e 
0fc84ff 0fce528 0fbfbca 0fbcc38 0fb933d 
0fc67f7 0fcecd6 0fbe358 0fbae0f 0fb8d4c 
0fc482d 0fcde96 0fbc08f 0fb8f9b 0fb76f9 
0fc991e 0fce77a 0fc1239 0fbdfe6 0fb7aa6 
0fc3775 0fcda3d 0fbb274 0fb7e44 0fb6300 
0fc82b2 0fce2da 0fbf9e5 0fbca4d 0fb63f5 
0fc63bf 0fce824 0fbdf05 0fbaa10 0fb66c5 
0fc3e5e 0fce20d 0fbb66b 0fb85f5 0fb5bf2 
0fc89e7 0fcf6c7 0fc0281 0fbd0e9 0fb69b8 
0fc1d90 0fd02bd 0fb9736 0fb6515 0fb5b2f 
0fc5f9e 0fd19ef 0fbd6b3 0fba792 0fb6228 
0fc3853 0fd2ee7 0fbb29d 0fb7df0 0fb6d37 
0fc0737 0fd2fea 0fb7eca 0fb4eb7 0fb6a25 
0fc4993 0fd42cb 0fbc230 0fb90cb 0fb8190 
0fbd964 0fd380b 0fb5378 0fb1f8a 0fb796b 
0fc17ca 0fd3845 0fb8e55 0fb5ed6 0fb7da0 
0fbedf2 0fd373b 0fb6887 0fb33b4 0fb7e6d 
0fbb977 0fd2104 0fb3150 0fb013e 0fb6de8 
0fbf85c 0fd21fb 0fb7124 0fb3f42 0fb7a52 
0fb8044 0fd0cb3 0fafb1d 0fac724 0fb6553 
0fbb9d2 0fd0791 0fb310f 0fb0169 0fb59be 
0fb8c21 0fcffc5 0fb0791 0fad239 0fb4b90 
0fb57c3 0fcdf69 0facfe3 0fa9f01 0fb2d8a 
0fb9c02 0fcd974 0fb14e2 0fae2a3 0fb2448 
0fb2c6c 0fcbd4c 0faa6b8 0fa72d7 0faffc8 
0fb7372 0fcac5f 0fae9c4 0faba60 0faf079 
0fb586f 0fc9da3 0fad2ac 0fa9dff 0fadb28 
0fb36be 0fc8584 0faad59 0fa7dc0 0faae83 
0fb9128 0fc8d54 0fb0862 0fad780 0fa99c4 
0fb374d 0fc7fbe 0fab0a7 0fa7d98 0fa6cb8 
0fb90ae 0fc8177 0fb04e7 0fad70d 0fa5985 
0fb83ae 0fc7f80 0fafa33 0fac691 0fa4e98 
0fb6886 0fc6aac 0fadc66 0faacfd 0fa44c8 
0fbc22f 0fc78f5 0fb36bc 0fb05d3 0fa5e6e 
0fb6206 0fc6e30 0fad8ae 0faa563 0fa5a7e 
0fbb19d 0fc7601 0fb24ca 0faf6ae 0fa6592 
0fb9833 0fc83c1 0fb118a 0fade12 0fa7629 
0fb6f55 0fc81cf 0fae628 0fab69b 0fa76b6 
0fbbf15 0fc974c 0fb3695 0fb05fb 0fa9637 
0fb54aa 0fc9062 0facdb3 0fa9b54 0fa99d9 
0fb9c16 0fc943c 0fb1105 0fae389 0faae77 
0fb80bf 0fc8e68 0fafa4f 0fac706 0faba68 
0fb56ff 0fc7bc8 0face24 0fa9ea9 0faad29 
0fba5da 0fc840f 0fb1e08 0faecd6 0fabe81 
0fb36fd 0fc72cb 0fab122 0fa7e0f 0fab4dc 
0fb76fa 0fc7563 0faed37 0fabf03 0fab905 
0fb512b 0fc7ea9 0facbcc 0fa97bd 0fab62a 
0fb1b57 0fc7ea5 0fa92d9 0fa631d 0faa07f 
0fb5e57 0fc9112 0fad670 0faa53b 0fab111 
0fae7da 0fc82f6 0fa61a8 0fa2e72 0faa305 
0fb2739 0fc7a6a 0fa9dfe 0fa6e69 0fa9d17 
0fb0051 0fc716e 0fa7a89 0fa46c1 0fa89d2 
0fac3a3 0fc5de6 0fa3beb 0fa0b09 0fa6836 
0fafcc7 0fc62ca 0fa759f 0fa43aa 0fa6ad5 
0fa7782 0fc52cd 0f9f31a 0f9be0a 0fa605e 
0fa9d82 0fc57a3 0fa14e5 0f9e4b8 0fa748f 
0fa584f 0fc8bf2 0f9d420 0f99da3 0fa8715 
0fa0488 0fe7dd1 0f97a94 0f9486a 0fa7dd2 
0fa2294 0fec54b 0f9993c 0f96594 0fa8559 
0f98739 001fd6b 0f9006f 0f8ca16 0fa68c6 
0f9a164 001e739 0f91671 0f8e4f8 0fa55c5 
0f965c8 002893c 0f8ded3 0f8a856 0fa36b6 
0f9267b 003b6cb 0f89d05 0f86abd 0f9fcfb 
0f96aba 00225a6 0f8e0c0 0f8ad60 0f9ee5d 
0f8f6b4 003c7db 0f87072 0f839f9 0f9cb53 
0f935c9 002d9b0 0f8aad0 0f87953 0f9b96a 
0f9150b 002a462 0f88ddf 0f856f9 0f9a6f2 
0f8e94c 002dab3 0f85ec9 0f82c67 0f98ecc 
0f9390b 00121e5 0f8ae35 0f87abd 0f99588 
