0fba443 0fae54d 0fb0923 0016925 00163df 
0fb8b19 0fac0f1 0faf1ca 0fd9fe9 0e2f08a 
0fb6613 0faa92b 0facb3c 0fd9ec0 0e2ed87 
0fb47dc 0fa8097 0faae58 0fd9e4e 0e2e6d3 
0fba012 0fadc99 0fb05d0 0fda36b 0e2ea7a 
0fb317d 0fa7267 0fa970b 0fda046 0e2e14e 
0fb8cbc 0fac2e7 0faf354 0fda4f0 0e2e3d8 
0fb68ee 0faac5e 0face1a 0fda651 0e2e3c1 
0fb4934 0fa81cb 0faafb8 0fda78b 0e2e1e5 
0fba0c2 0fadd56 0fb0698 0fdabda 0e2e978 
0fb3209 0fa733b 0fa97ad 0fda8a1 0e2e41e 
0fb8c2c 0fac24c 0faf2eb 0fdac84 0e2e983 
0fb6909 0faac8b 0face4f 0fdab7d 0e2eab6 
0fb47f1 0fa80f1 0faaea2 0fdaa4d 0e2e7a2 
0fba134 0fadda4 0fb0701 0fdaf6f 0e2ee55 
0fb3251 0fa7363 0fa97d8 0fdab29 0e2e6d0 
0fb8c76 0fac27e 0faf313 0fdaf13 0e2e8c1 
0fb69a6 0faacb4 0facea9 0fdaf6b 0e2e924 
0fb46eb 0fa7fa8 0faad64 0fdaee8 0e2e42b 
0fba0b7 0fadcdc 0fb0669 0fdb517 0e2e8bb 
0fb31f5 0fa72c8 0fa9771 0fdb20c 0e2dfdb 
0fb8b68 0fac14c 0faf1fb 0fdb6f8 0e2e075 
0fb6aeb 0faadf5 0facff7 0fdb77c 0e2dd55 
0fb4813 0fa80f5 0faae74 0fdb74f 0e2d611 
0fba272 0fadea8 0fb0830 0fdbbdc 0e2d887 
0fb3352 0fa7467 0fa98c0 0fdb91c 0e2cf78 
0fb8bfc 0fac1bb 0faf275 0fdbdb6 0e2d227 
0fb6bf3 0faaefb 0fad0f9 0fdbbd8 0e2d130 
0fb4844 0fa811b 0faaeab 0fdb9ed 0e2cb56 
0fba37d 0fadfa3 0fb0938 0fdbe3a 0e2d05d 
0fb34e9 0fa7621 0fa9a64 0fdba71 0e2c8b0 
0fb8d1d 0fac311 0faf3ab 0fdbe29 0e2cbba 
0fb6e06 0fab136 0fad2ff 0fdbc83 0e2cb5d 
0fb48e8 0fa81e3 0faaf46 0fdbad5 0e2c5c2 
0fba4e5 0fae0ed 0fb0a95 0fdbeac 0e2cb86 
0fb36b6 0fa7807 0fa9c13 0fdb9cb 0e2c411 
0fb8e9a 0fac483 0faf536 0fdbdc8 0e2c729 
0fb7079 0fab3c0 0fad5a6 0fdbc88 0e2c5e0 
0fb4a8a 0fa83b4 0fab10a 0fdb9fc 0e2bf58 
0fba852 0fae496 0fb0e33 0fdbced 0e2c2fa 
0fb3a34 0fa7bbc 0fa9fa9 0fdb7d1 0e2bbb5 
0fb9103 0fac714 0faf783 0fdbb05 0e2be17 
0fb747a 0fab7c7 0fad985 0fdb983 0e2bce1 
0fb4cfa 0fa8630 0fab35d 0fdb73a 0e2b78f 
0fbaa6a 0fae675 0fb1030 0fdbafa 0e2bd50 
0fb3bda 0fa7d53 0faa165 0fdb64c 0e2b53e 
0fb92a0 0fac881 0faf931 0fdba50 0e2b897 
0fb770e 0faba2d 0fadc31 0fdb8f1 0e2b824 
0fb4e2d 0fa873c 0fab4a5 0fdb673 0e2b285 
0fbac71 0fae84a 0fb1242 0fdbaa6 0e2b8e2 
0fb3dfc 0fa7f6a 0faa383 0fdb57e 0e2b104 
0fb9392 0fac95d 0fafa25 0fdb839 0e2b34f 
0fb79e8 0fabd15 0fadefc 0fdb7ec 0e2b2a3 
0fb5068 0fa89a8 0fab6c3 0fdb5e7 0e2abe5 
0fbaea1 0faea87 0fb1462 0fdb93d 0e2aff4 
0fb4086 0fa8225 0faa5f2 0fdb481 0e2a704 
0fb9556 0facb3f 0fafbf6 0fdb7a3 0e2a803 
0fb7c9a 0fabfd5 0fae1ae 0fdb6be 0e2a663 
0fb51e2 0fa8b40 0fab849 0fdb3eb 0e29f7a 
0fbb1e8 0faedb0 0fb179e 0fdb77b 0e2a4b1 
0fb4377 0fa8521 0faa8cc 0fdb1e7 0e29c85 
0fb9785 0facd7f 0fafe36 0fdb563 0e29f40 
0fb7fa3 0fac2dd 0fae4cc 0fdb54b 0e29f23 
0fb5381 0fa8cf4 0fab9f7 0fdb2b7 0e29994 
0fbb3d1 0faef8c 0fb19c4 0fdb52e 0e2a033 
0fb45c7 0fa876e 0faab42 0fdafab 0e29aef 
0fb9860 0face32 0faff19 0fdb438 0e2a07b 
0fb816e 0fac48b 0fae6a5 0fdb54c 0e2a247 
0fb54b3 0fa8e31 0fabb15 0fdb346 0e29c1e 
0fbb4ce 0faf069 0fb1aa2 0fdb6f4 0e2a05c 
0fb46c4 0fa8894 0faac47 0fdb415 0e2989f 
0fb98e2 0facebd 0faff99 0fdb826 0e29a0b 
0fb8373 0fac66d 0fae8a1 0fdb66f 0e2990a 
0fb55ce 0fa8f39 0fabc36 0fdb1da 0e291f0 
0fbb649 0faf1b2 0fb1c0a 0fdb402 0e29630 
0fb4831 0fa89ee 0faad86 0fdaf7b 0e28f7d 
0fb9a10 0facfdc 0fb0093 0fdb269 0e292dc 
0fb8542 0fac866 0faea45 0fdb060 0e291f1 
0fb565d 0fa902b 0fabcab 0fdad67 0e28aee 
0fbb82d 0faf3ed 0fb1dfc 0fdb10d 0e28f0b 
0fb4a41 0fa8c62 0faafac 0fdac1d 0e2862c 
0fb9c23 0fad259 0fb02ab 0fdae98 0e2863c 
0fb8951 0faccd8 0faee43 0fdac48 0e281de 
0fb58a7 0fa9318 0fabf03 0fda88d 0e277ea 
0fbbb29 0faf773 0fb2118 0fdabb4 0e27b40 
0fb4d9b 0fa906a 0fab310 0fda5fd 0e27347 
0fb9d2e 0fad3ea 0fb03dc 0fda737 0e2755b 
0fb8b18 0facefe 0faf04e 0fda5ae 0e27551 
0fb5934 0fa9438 0fabfbd 0fda086 0e26ece 
0fbbca6 0faf92c 0fb22b6 0fda220 0e27496 
0fb4ee1 0fa91c8 0fab45f 0fd9ba7 0e26c76 
0fb9e67 0fad542 0fb0517 0fd9e8e 0e26ec4 
0fb8d78 0fad15e 0faf2a5 0fd9d76 0e26e86 
0fb5adf 0fa95a0 0fac14d 0fd9a12 0e26862 
0fbbdce 0fafa11 0fb23cd 0fd9dc9 0e26d50 
0fb514d 0fa945d 0fab6c5 0fd9846 0e264f3 
0fba02c 0fad6f0 0fb06e1 0fd98aa 0e264ab 
0fb910d 0fad4d2 0faf650 0fd9653 0e262b2 
0fb5dc4 0fa98a9 0fac43f 0fd91c8 0e2591f 
0fbc28e 0fafe99 0fb28a3 0fd9594 0e25da3 
0fb557e 0fa9866 0fabb17 0fd9010 0e2535b 
0fba2ef 0fad9c3 0fb09c5 0fd93e6 0e251e4 
0fb9393 0fad734 0faf8cf 0fd959a 0e2513f 
0fb5f93 0fa9a3c 0fac606 0fd9221 0e24c2f 
0fbc42b 0fb0024 0fb2a40 0fd934f 0e25365 
0fb576b 0fa9a36 0fabcf4 0fd8e98 0e24dae 
0fba3d9 0fada33 0fb0aa5 0fd91e7 0e25166 
0fb9567 0fad8ef 0fafab2 0fd8ec4 0e25094 
0fb6075 0fa9b4f 0fac6e7 0fd8969 0e2488d 
0fbc613 0fb020a 0fb2bfd 0fd8c16 0e24b4b 
0fb5aac 0fa9daf 0fac004 0fd8766 0e24064 
0fba68c 0fadd2f 0fb0d33 0fd88e9 0e23dd1 
0fb9bbc 0fadf60 0fb00ee 0fd87c9 0e23a1b 
0fb65a1 0faa0cd 0facc1c 0fd8381 0e22eff 
0fbcb1c 0fb078a 0fb311b 0fd86af 0e22f9c 
0fb5fc4 0faa34d 0fac52a 0fd81fa 0e224c5 
0fbaa0e 0fae104 0fb10c3 0fd82bf 0e22416 
0fb9f1e 0fae314 0fb0449 0fd7ff9 0e223ce 
0fb6787 0faa2fa 0facdea 0fd7b60 0e21d9d 
0fbcd54 0fb0988 0fb3343 0fd7dfd 0e22432 
0fb61cb 0faa556 0fac732 0fd7764 0e21db3 
0fbab8f 0fae29f 0fb1252 0fd76ba 0e21f53 
0fba1fd 0fae5d0 0fb0743 0fd72a5 0e21fb7 
0fb692d 0faa4b6 0facfa7 0fd6bcf 0e217d2 
0fbcf8e 0fb0bd4 0fb35a6 0fd6c88 0e21c95 
0fb646a 0faa7f3 0fac9eb 0fd6472 0e21468 
0fbad76 0fae4b0 0fb1442 0fd6422 0e21498 
0fba5c4 0fae9ae 0fb0b07 0fd612e 0e21262 
0fb6cd1 0faa86d 0fad385 0fd5ba6 0e20876 
0fbd3bc 0fb0fb8 0fb3a0b 0fd5c21 0e2098e 
0fb684a 0faabcd 0facf25 0fd55ed 0e1fd5d 
0fbb03e 0fae72c 0fb183d 0fd5699 0e1fa57 
0fba855 0faec0d 0fb0f39 0fd552b 0e1f615 
0fb6dcb 0faa962 0fad49c 0fd4fa3 0e1eb43 
0fbd4ee 0fb10cb 0fb3c47 0fd538c 0e1edaa 
0fb696f 0faacee 0facef1 0fd4bae 0e1e2aa 
0fbb0e1 0fae7bf 0fb17b3 0fd4c30 0e1e12c 
0fbab21 0faeebe 0fb1053 0fd4834 0e1df59 
0fb6f01 0faaaa1 0fad554 0fd4023 0e1d5f1 
0fbd6eb 0fb12af 0fb3ce5 0fd4123 0e1d9fa 
0fb6c96 0fab013 0fad1f3 0fd3a1f 0e1d1f8 
0fbb2d5 0fae9b0 0fb198a 0fd378d 0e1d2cf 
0fbad94 0faf12b 0fb12c4 0fd3263 0e1d23d 
0fb7091 0faac21 0fad6f3 0fd2bda 0e1ca39 
0fbd8ad 0fb143b 0fb3ebf 0fd2ceb 0e1ce2c 
0fb6e51 0fab1ca 0fad3c4 0fd2523 0e1c46a 
0fbb43d 0faeafb 0fb1b0c 0fd24c3 0e1c3ac 
0fbb0a7 0faf42c 0fb15fb 0fd20ba 0e1c10d 
0fb72db 0faae99 0fad952 0fd1a67 0e1b70d 
0fbdb11 0fb16b9 0fb413d 0fd1b69 0e1b9e1 
0fb713d 0fab4f1 0fad6bc 0fd1463 0e1b016 
0fbb5c1 0faec9f 0fb1c92 0fd14ab 0e1ae79 
0fbb2c9 0faf63f 0fb1819 0fd1173 0e1ab4e 
0fb73a7 0faaf70 0fada18 0fd0b81 0e1a132 
0fbdcda 0fb1855 0fb4302 0fd0e63 0e1a480 
0fb72b9 0fab650 0fad836 0fd0785 0e19a81 
0fbb56c 0faec36 0fb1c3d 0fd0688 0e19866 
0fbb3cf 0faf727 0fb190e 0fd03da 0e1968c 
0fb74e4 0fab0d3 0fadb35 0fcff87 0e18db0 
0fbdd8d 0fb18f5 0fb43b0 0fd00bb 0e18fe8 
0fb73d1 0fab76f 0fad934 0fcf9b8 0e188db 
0fbb670 0faed4a 0fb1d2f 0fcfa8e 0e1897c 
0fbb6ef 0fafa62 0fb1c33 0fcf903 0e1899e 
0fb7563 0fab162 0fadbd4 0fcf3ce 0e18092 
0fbdf08 0fb1a7c 0fb4539 0fcf666 0e184ae 
0fb759c 0fab96e 0fadb1c 0fcf07d 0e17c55 
0fbb6a6 0faed8c 0fb1d7a 0fcf169 0e17a4f 
0fbb83e 0fafba8 0fb1d92 0fcf107 0e17830 
0fb763f 0fab254 0fadcb0 0fcec84 0e16d91 
0fbdfd7 0fb1b2c 0fb4603 0fcef13 0e16f8c 
0fb7766 0fabb2f 0fadccc 0fce94c 0e16599 
0fbb719 0faedf5 0fb1dd1 0fce988 0e1628b 
0fbb971 0fafcb2 0fb1eb8 0fce8cb 0e160b3 
0fb76bf 0fab2cc 0fadd1d 0fce534 0e1578a 
0fbe00a 0fb1b43 0fb463f 0fce7e1 0e15a4b 
0fb77a7 0fabb7c 0fadd2e 0fce27d 0e151d4 
0fbb5c8 0faec9c 0fb1cb7 0fce270 0e1507d 
0fbb8b0 0fafbdf 0fb1e22 0fce225 0e152df 
0fb73e5 0fab008 0fada66 0fcde16 0e14ddf 
0fbde40 0fb1977 0fb4487 0fce216 0e155a4 
0fb7536 0fab916 0fadaab 0fcdc64 0e14ea1 
0fbb306 0fae9c7 0fb19d0 0fcde4e 0e14fa5 
0fbb73f 0fafa54 0fb1c8e 0fcdf30 0e15246 
0fb7204 0faae19 0fad865 0fcdbb8 0e14ae4 
0fbdcc9 0fb17a7 0fb42dc 0fcdf01 0e14ece 
0fb74f1 0fab883 0fada34 0fcd92e 0e14681 
0fbb17f 0fae800 0fb1848 0fcd97b 0e1453a 
0fbb75a 0fafa48 0fb1cab 0fcd874 0e1437a 
0fb72e5 0faaf27 0fad94c 0fcd4fb 0e13704 
0fbdd9e 0fb1887 0fb43e3 0fcd7ed 0e136f6 
0fb7644 0faba18 0fadbac 0fcd254 0e12c91 
0fbb2c7 0fae998 0fb19ae 0fcd41b 0e1294a 
0fbb951 0fafc76 0fb1ebd 0fcd4bc 0e1274c 
0fb7260 0faaed0 0fad8d4 0fcd100 0e11d55 
0fbdd69 0fb1881 0fb43b8 0fcd573 0e1207f 
0fb7621 0faba86 0fadbb3 0fcd0b4 0e118d3 
0fbb0fe 0fae847 0fb17e8 0fcd205 0e118ec 
0fbb7c8 0fafb48 0fb1d2a 0fcd285 0e11b9e 
0fb6f4f 0faac35 0fad5a8 0fccf31 0e11720 
0fbdaa8 0fb1612 0fb40d3 0fcd3e7 0e11ef2 
0fb73d0 0fab891 0fad937 0fccde8 0e11942 
0fbaec2 0fae64b 0fb1593 0fcd017 0e11a71 
0fbb71a 0fafab9 0fb1c69 0fcd067 0e11bab 
0fb6ddb 0faaae5 0fad41e 0fccc82 0e112f1 
0fbda2c 0fb157c 0fb406b 0fcd133 0e11720 
0fb7422 0fab8a5 0fad978 0fccc7d 0e10e0d 
0fbadd2 0fae514 0fb147b 0fcce4e 0e10b88 
0fbb78f 0fafad0 0fb1cb5 0fcce93 0e10857 
0fb6dc8 0faaac7 0fad3f3 0fccac1 0e0fde8 
0fbdaba 0fb15ee 0fb40c2 0fccf42 0e100f4 
0fb74e4 0fab972 0fada2e 0fccaa1 0e0f78f 
0fbacea 0fae439 0fb13b4 0fccc61 0e0f597 
0fbb864 0fafb9c 0fb1db0 0fccd3e 0e0f5a1 
0fb6d31 0faaa19 0fad390 0fcc9bd 0e0ee39 
0fbd9e2 0fb14bf 0fb401e 0fccdc0 0e0f492 
0fb7414 0fab850 0fad97b 0fcc8aa 0e0efe3 
0fbaa8a 0fae18e 0fb1170 0fcca38 0e0f435 
0fbb6c2 0faf997 0fb1c19 0fcca3d 0e0fa5b 
0fb6ac1 0faa77b 0fad11a 0fcc5cb 0e0f643 
0fbd722 0fb1200 0fb3d6a 0fcc893 0e0fc19 
0fb7335 0fab781 0fad87e 0fcc2e1 0e0f35c 
0fba8c0 0fadfa2 0fb0f80 0fcc3de 0e0f041 
0fbb762 0fafa0b 0fb1cb7 0fcc4ef 0e0ee5a 
0fb6aac 0faa767 0fad0f6 0fcc0ff 0e0e265 
0fbd812 0fb128c 0fb3e51 0fcc5e8 0e0e6eb 
0fb74e1 0fab933 0fada39 0fcc1e9 0e0da2e 
0fba9dc 0fae0e7 0fb109a 0fcc328 0e0d677 
0fbb831 0fafb11 0fb1d86 0fcc3dc 0e0d7a5 
0fb69fc 0faa6eb 0fad058 0fcbf95 0e0cf95 
0fbd745 0fb11e7 0fb3db0 0fcc4b3 0e0d45c 
0fb7349 0fab7a2 0fad8c4 0fcbf4c 0e0cc38 
0fba64e 0fadd45 0fb0d21 0fcc040 0e0cc5e 
0fbb607 0faf8a3 0fb1b56 0fcc080 0e0d08c 
0fb66f7 0faa3e3 0facd31 0fcbcc8 0e0cc8b 
0fbd39b 0fb0df3 0fb39dc 0fcc10f 0e0d6ce 
0fb6f78 0fab38d 0fad4e7 0fcbbbe 0e0d438 
0fba1a7 0fad895 0fb089a 0fcbc85 0e0d692 
0fbb27d 0faf4f5 0fb180c 0fcbc69 0e0da1d 
0fb6322 0faa009 0fac985 0fcb8d8 0e0d38e 
0fbd05b 0fb0a9f 0fb36d4 0fcbd7e 0e0d85a 
0fb6df5 0fab21b 0fad389 0fcb998 0e0d113 
0fb9fe9 0fad6bc 0fb06fd 0fcbc69 0e0ce62 
0fbb2ec 0faf53b 0fb1896 0fcbdf4 0e0cc5c 
0fb6299 0fa9f78 0fac911 0fcbb0a 0e0c1de 
0fbcf88 0fb0974 0fb3613 0fcc003 0e0c5b8 
0fb6dd2 0fab1b2 0fad362 0fcbcc0 0e0bf4d 
0fb9de3 0fad45e 0fb04ef 0fcbeac 0e0c094 
0fbb177 0faf357 0fb16fe 0fcc002 0e0c3ca 
0fb6039 0fa9cdd 0fac69e 0fcbc7d 0e0bbb8 
0fbcd36 0fb06dc 0fb33ba 0fcc0ac 0e0c0b0 
0fb6bd8 0faafaf 0fad15f 0fcbc8e 0e0ba64 
0fb9a9c 0fad129 0fb01b2 0fcbdbe 0e0b9ab 
0fbaffd 0faf1d8 0fb15a1 0fcbf40 0e0be0d 
0fb5daa 0fa9a6d 0fac41f 0fcbc07 0e0b7a8 
0fbc9cb 0fb0382 0fb3064 0fcbff5 0e0bd77 
0fb69a2 0faad97 0facf37 0fcbd7c 0e0b93a 
0fb978a 0face1c 0fafe96 0fcc03c 0e0ba1b 
0fbad6b 0faef4b 0fb1307 0fcc23e 0e0be58 
0fb5af6 0fa97e0 0fac166 0fcbf67 0e0b7c7 
0fbc88a 0fb0239 0fb2f09 0fcc4d9 0e0bd5e 
0fb68b9 0faacb1 0face42 0fcc3c0 0e0b7f3 
0fb9542 0facbce 0fafc41 0fcc71d 0e0b60d 
0fbabf2 0faedc8 0fb1193 0fcc9da 0e0b69f 
0fb5905 0fa961e 0fabf79 0fcc887 0e0ada7 
0fbc697 0fb0043 0fb2d21 0fccf33 0e0b1c7 
0fb6673 0faaa78 0facbfb 0fccdb8 0e0ab67 
0fb92a7 0fac945 0faf9b4 0fcd168 0e0aba1 
0fbaaef 0faecc5 0fb109f 0fcd45e 0e0ae7d 
0fb566e 0fa9394 0fabcec 0fcd1da 0e0a77b 
0fbc44b 0fafdf0 0fb2ae7 0fcd7d9 0e0ae1a 
0fb6503 0faa8e8 0faca84 0fcd64c 0e0aad6 
0fb9046 0fac6c9 0faf741 0fcd9fb 0e0ada6 
0fba945 0faeae3 0fb0ed6 0fcdcf1 0e0b3ac 
0fb5427 0fa913a 0faba81 0fcdb71 0e0af5b 
0fbc214 0fafb8a 0fb28a3 0fce2d2 0e0b6c1 
0fb6322 0faa732 0fac8bc 0fce1a1 0e0b11f 
0fb8d4b 0fac3db 0faf45d 0fce573 0e0b0db 
0fba7a8 0fae94a 0fb0d55 0fce930 0e0b285 
0fb51cf 0fa8f0e 0fab850 0fce8f4 0e0a939 
0fbbff0 0faf955 0fb2680 0fcf1d3 0e0ae38 
0fb624f 0faa65d 0fac7da 0fcf1de 0e0a85f 
0fb8ac6 0fac166 0faf1d0 0fcf6a9 0e0a70b 
0fba640 0fae7cf 0fb0bdf 0fcfd46 0e0a997 
0fb4f9d 0fa8cd3 0fab617 0fcff08 0e0a17c 
0fbbd29 0faf668 0fb23b0 0fd084a 0e0a6aa 
0fb5ff9 0faa3fa 0fac57a 0fd0976 0e0a1bf 
0fb8745 0fabdd0 0faee5e 0fd0ec2 0e0a203 
0fba320 0fae474 0fb08c8 0fd142e 0e0a76d 
0fb4b16 0fa883f 0fab193 0fd1616 0e0a317 
0fbb831 0faf147 0fb1edd 0fd2195 0e0ac97 
0fb5ac4 0fa9ec2 0fac06a 0fd2438 0e0a9fa 
0fb814f 0fab7b5 0fae876 0fd2c0c 0e0abd0 
0fb9e66 0fadf97 0fb0433 0fd3346 0e0b1c2 
0fb4613 0fa832d 0faac85 0fd32ad 0e0ab3c 
0fbb43f 0faed0e 0fb1acd 0fd395b 0e0b2f8 
0fb58d8 0fa9c95 0fabe64 0fd3632 0e0afaf 
0fb7f2b 0fab58a 0fae633 0fd372b 0e0af44 
0fb9ddf 0fadef9 0fb0391 0fd3927 0e0b0b4 
0fb45df 0fa82e6 0faac37 0fd371d 0e0a837 
0fbb4f4 0faedf1 0fb1b74 0fd3df3 0e0ad09 
0fb5905 0fa9d25 0fabe7f 0fd3d03 0e0a678 
0fb7d90 0fab45e 0fae497 0fd43b6 0e0a2ed 
0fb477a 0fa81d8 0faafb9 0fd559e 0df4e0e 
0fba283 0fadfff 0fb09bb 0fd56ca 0df5763 
0fb33c8 0fa763c 0fa9b70 0fd546a 0df54b1 
0fb8b0d 0fac242 0faf2f7 0fd5781 0df5b1e 
0fb6d28 0fab17f 0fad3bb 0fd56ec 0df5c6e 
0fb4748 0fa8178 0faafb1 0fd554c 0df575f 
0fba496 0fae1f5 0fb0b5f 0fd5936 0df5d40 
0fb3528 0fa7807 0fa9c6a 0fd5648 0df54d2 
0fb8c48 0fac3e6 0faf3e0 0fd59e3 0df577f 
0fb6f92 0fab45f 0fad56d 0fd5af8 0df5668 
0fb48fd 0fa83d8 0fab031 0fd5bac 0df508c 
0fba598 0fae371 0fb0be6 0fd601b 0df5552 
0fb36c6 0fa79fd 0fa9cd2 0fd5cff 0df4c67 
0fb8d04 0fac4ce 0faf410 0fd6364 0df4ed1 
0fb70de 0fab5d1 0fad678 0fd64cf 0df4e6c 
0fb486b 0fa8359 0faaf59 0fd6451 0df4a21 
0fba621 0fae3e1 0fb0c65 0fd6a50 0df51e6 
0fb36ea 0fa7a23 0fa9cce 0fd67ee 0df4c58 
0fb8c3f 0fac3e7 0faf33f 0fd6d20 0df5133 
0fb718f 0fab667 0fad715 0fd6d80 0df52ec 
0fb4749 0fa8243 0faae23 0fd6b1f 0df4e2f 
0fba5f3 0fae38d 0fb0c3d 0fd704f 0df54c7 
0fb377e 0fa7ab9 0fa9d74 0fd6cfd 0df4d6f 
0fb8c22 0fac3d7 0faf342 0fd70f4 0df4fa2 
0fb7316 0fab7dd 0fad8a9 0fd70d0 0df4f34 
0fb487f 0fa8380 0faaf6e 0fd6fa5 0df498b 
0fba761 0fae4ed 0fb0dc4 0fd7461 0df4e92 
0fb3951 0fa7c9f 0fa9f60 0fd711f 0df46f3 
0fb8d74 0fac50d 0faf4a8 0fd75b9 0df4910 
0fb7576 0faba39 0fadb25 0fd75eb 0df4855 
0fb4a9f 0fa85be 0fab19e 0fd7480 0df42e8 
0fbaa27 0fae79f 0fb107b 0fd7856 0df4805 
0fb3c2b 0fa7f90 0faa211 0fd73d0 0df40e7 
0fb8f20 0fac6d3 0faf64a 0fd76a5 0df43b4 
0fb7867 0fabd3f 0faddf7 0fd7667 0df4462 
0fb4bfb 0fa8740 0fab2e7 0fd74c3 0df3f8a 
0fbab4b 0fae8d7 0fb11b3 0fd7868 0df44df 
0fb3d28 0fa80b6 0faa334 0fd7475 0df3e09 
0fb8fff 0fac7c6 0faf71e 0fd784c 0df409d 
0fb7a4e 0fabf38 0fadfdf 0fd789e 0df4056 
0fb4b9f 0fa8708 0fab286 0fd763c 0df3908 
0fbacd5 0faea58 0fb1336 0fd7b2c 0df3e84 
0fb3f77 0fa830f 0faa570 0fd7731 0df375d 
0fb913f 0fac8ef 0faf85c 0fd7a5c 0df39b3 
0fb7c7b 0fac14d 0fae221 0fd7a19 0df39f6 
0fb4e54 0fa89b1 0fab524 0fd7896 0df355c 
0fbaee8 0faec30 0fb153a 0fd7bee 0df3b2d 
0fb4140 0fa84c8 0faa72d 0fd772c 0df34a2 
0fb9271 0fac9f4 0faf986 0fd79b9 0df3765 
0fb7f4f 0fac3f0 0fae4ea 0fd7910 0df3845 
0fb4efe 0fa8a5c 0fab5f9 0fd7638 0df32a6 
0fbb142 0faee72 0fb17ba 0fd7aeb 0df38f6 
0fb439d 0fa8724 0faa98d 0fd76a0 0df3140 
0fb93f7 0facb78 0fafb12 0fd79d9 0df32b4 
0fb8221 0fac6b0 0fae7a8 0fd7992 0df31e8 
0fb5153 0fa8cad 0fab82e 0fd7659 0df2a61 
0fbb3c8 0faf0d8 0fb1a1b 0fd7a06 0df2ed2 
0fb4688 0fa8a15 0faac7b 0fd766e 0df26bb 
0fb96d6 0face4d 0fafdfb 0fd7ad2 0df2860 
0fb8565 0fac9e9 0faeafb 0fd7a5f 0df27e8 
0fb5309 0fa8e7f 0fab9e7 0fd7679 0df2259 
0fbb554 0faf24e 0fb1bba 0fd7a14 0df2a4f 
0fb46ba 0fa8a50 0faaca2 0fd7718 0df2609 
0fb94a1 0facc23 0fafbda 0fd7bd7 0df2a8e 
0fb8462 0fac8ec 0faea07 0fd7c03 0df2bfa 
0fb50d3 0fa8c55 0fab7b3 0fd7aa0 0df276c 
0fbb3a4 0faf08b 0fb1a0c 0fd80ce 0df2dc5 
0fb4517 0fa88b0 0faab03 0fd7d65 0df25e1 
0fb92dd 0faca47 0fafa0f 0fd806f 0df27e6 
0fb8425 0fac89f 0fae9d5 0fd7f00 0df2802 
0fb4ff7 0fa8b89 0fab6dc 0fd7bc9 0df2144 
0fbb399 0faf076 0fb19ff 0fd7fd2 0df26c6 
0fb467b 0fa8a4c 0faac5c 0fd7a37 0df1f47 
0fb943e 0facbf0 0fafb5c 0fd7bb3 0df2059 
0fb864a 0facaff 0faebcc 0fd7aa9 0df1f19 
0fb5135 0fa8d30 0fab7e9 0fd795a 0df17df 
0fbb4c6 0faf1e9 0fb1b04 0fd7e62 0df1c79 
0fb487f 0fa8cbd 0faae51 0fd7aff 0df1451 
0fb940a 0facc24 0fafb34 0fd7d51 0df1334 
0fb874e 0facc66 0faece4 0fd7cca 0df117f 
0fb513f 0fa8dcd 0fab805 0fd7a1a 0df0ac3 
0fbb577 0faf305 0fb1bcc 0fd7d13 0df117f 
0fb494e 0fa8e0c 0faaf03 0fd76df 0df0c23 
0fb94a7 0facd2c 0fafbb5 0fd7771 0df0fa4 
0fb8835 0facd96 0faedb0 0fd739a 0df1055 
0fb5092 0fa8d77 0fab742 0fd6e68 0df0aae 
0fbb58e 0faf34a 0fb1be4 0fd7006 0df1039 
0fb4917 0fa8dfe 0faaee1 0fd69f6 0df086c 
0fb93dd 0facc6d 0fafae1 0fd6ccb 0df0a67 
0fb89e0 0facf3c 0faef51 0fd6c8b 0df0aa0 
0fb5160 0fa8e54 0fab805 0fd6a17 0df0345 
0fbb899 0faf636 0fb1ed1 0fd6e8b 0df08bd 
0fb4bbc 0fa90ab 0fab167 0fd66a2 0defe7c 
0fb9506 0facd9b 0fafc05 0fd6785 0defd8b 
0fb8c11 0fad15f 0faf17b 0fd673e 0defaf5 
0fb52cf 0fa8fe7 0fab977 0fd658c 0def155 
0fbb958 0faf6e8 0fb1f9f 0fd6aed 0def34f 
0fb4d7e 0fa9254 0fab322 0fd68b2 0deea1f 
0fb9571 0facdcf 0fafc5c 0fd6bfc 0deebbe 
0fb8e30 0fad32b 0faf38d 0fd68b6 0deedff 
0fb52f2 0fa8fc7 0fab97f 0fd6505 0deebb1 
0fbb92d 0faf660 0fb1f5c 0fd6a5f 0def4d7 
0fb4e3c 0fa9309 0fab3d1 0fd646f 0def02e 
0fb9551 0facda4 0fafc67 0fd61c7 0def21d 
0fb8f80 0fad476 0faf52f 0fd5dce 0def1d5 
0fb543d 0fa914b 0fabba8 0fd58f6 0dee921 
0fbbc4f 0faf99a 0fb2335 0fd59cd 0deebed 
0fb5204 0fa96f7 0fab8a8 0fd5187 0dee035 
0fb9947 0fad1c6 0fb00c2 0fd5134 0dedd85 
0fb9411 0fad955 0faf9dc 0fd4e95 0ded9c4 
0fb57f6 0fa9555 0fabe90 0fd4a45 0decf8f 
0fbbf2b 0fafc8d 0fb2577 0fd4cdb 0ded28b 
0fb5502 0fa9a3c 0fabaae 0fd4639 0deca55 
0fb9aa9 0fad361 0fb01af 0fd4746 0decb1b 
0fb9678 0fadbc7 0fafbea 0fd45c8 0decb5f 
