0fac81e 0fa69bc 0fa91d0 
0fbf0a0 0fb9253 0fbbaf9 
0fb7790 0fb1a14 0fb4240 
0fb30c9 0fad290 0fafb2c 
0fb7e25 0fb1ea6 0fb47f6 
0fbf369 0fb93ef 0fbbd39 
0fbef42 0fb9110 0fbb99f 
0fb7646 0fb18d2 0fb40f5 
0fb3019 0fad1e1 0fafa81 
0fb7ce4 0fb1d6b 0fb46c1 
0fbf208 0fb928d 0fbbbd9 
0fbee94 0fb905e 0fbb805 
0fb75fb 0fb188d 0fb3e0e 
0fb2ee9 0fad0ba 0faf691 
0fb7ac8 0fb1b53 0fb4207 
0fbefbc 0fb903e 0fbb6f1 
0fbec39 0fb8e01 0fbb3ea 
0fb726b 0fb150c 0fb3a2c 
0fb2a9e 0facc79 0faf1c9 
0fb75e0 0fb166d 0fb3c3f 
0fbea4e 0fb8ac9 0fbb014 
0fbe6f9 0fb88aa 0fbac9e 
0fb6daa 0fb101e 0fb3359 
0fb25f3 0fac794 0faec7c 
0fb717b 0fb11d7 0fb382a 
0fbe53e 0fb859c 0fbac40 
0fbe0c1 0fb8263 0fba896 
0fb6785 0fb09fe 0fb2fb9 
0fb1f5d 0fac111 0fae752 
0fb69cd 0fb0a36 0fb3168 
0fbde10 0fb7e80 0fba5e2 
0fbda6f 0fb7c27 0fba37b 
0fb602a 0fb02c3 0fb2a6c 
0fb16fe 0fab8eb 0fae177 
0fb61ca 0fb026d 0fb2bdc 
0fbd727 0fb77c2 0fba14f 
0fbd43e 0fb762e 0fb9f22 
0fb5ada 0fafd96 0fb265f 
0fb119b 0fab3a7 0fadd2e 
0fb5b64 0fafc34 0fb26c1 
0fbcf4a 0fb701a 0fb9ad9 
0fbcb30 0fb6d73 0fb97d8 
0fb5173 0faf4a3 0fb1eb5 
0fb07ba 0faaa26 0fad499 
0fb51a3 0faf2dc 0fb1e0b 
0fbc55f 0fb6688 0fb91ad 
0fbc219 0fb6488 0fb8ed8 
0fb47f6 0faeb32 0fb14d1 
0fafe8f 0faa0f0 0facaeb 
0fb486e 0fae934 0fb1283 
0fbbcfc 0fb5da9 0fb8619 
0fbb993 0fb5b9b 0fb834c 
0fb3fe7 0fae2c4 0fb09cc 
0faf65c 0fa986d 0fabf90 
0fb4055 0fae0f6 0fb087e 
0fbb4ca 0fb5551 0fb7cd0 
0fbb25d 0fb5425 0fb7b2d 
0fb38af 0fadb50 0fb0209 
0faef2d 0fa9119 0fab867 
0fb387c 0fad925 0fb0139 
0fbac6b 0fb4d06 0fb7527 
0fba9c1 0fb4b9d 0fb7314 
0fb306c 0fad31d 0fafa43 
0fae688 0fa889a 0fab046 
0fb3010 0fad0dd 0faf942 
0fba51b 0fb45e5 0fb6e71 
0fba3a1 0fb45b0 0fb6d90 
0fb2b4d 0face05 0faf54f 
0fae136 0fa82fb 0faaaac 
0fb2b72 0facbae 0faf3e2 
0fba1f2 0fb41f3 0fb69ce 
0fba161 0fb42a3 0fb697e 
0fb2989 0facbb1 0faf1f4 
0fae09d 0fa8215 0faa8c0 
0fb2b11 0facb35 0faf27a 
0fba1a2 0fb41a5 0fb68c2 
0fba1a5 0fb42fc 0fb6949 
0fb29b2 0facbf8 0faf1e9 
0fae015 0fa8199 0faa837 
0fb2a3b 0faca49 0faf18c 
0fba1b8 0fb4192 0fb687f 
0fba26f 0fb437a 0fb6967 
0fb2ac5 0facc9d 0faf20f 
0fae184 0fa8284 0faa889 
0fb2be7 0facb81 0faf209 
0fba120 0fb4086 0fb66eb 
0fba039 0fb409d 0fb664a 
0fb27ae 0fac8b8 0faedd1 
0fadd48 0fa7d84 0faa2f1 
0fb24e8 0fac39f 0fae9c2 
0fb9870 0fb36d4 0fb5d02 
0fb9665 0fb35bc 0fb5b67 
0fb1e74 0fabe8f 0fae400 
0fad553 0fa74c3 0fa9bc2 
0fb1f08 0fabd0a 0fae62c 
0fb9273 0fb3044 0fb5999 
0fb90b8 0fb2fc9 0fb585f 
0fb19ec 0fab9b0 0fae217 
0fad236 0fa7131 0fa9a33 
0fb1b5e 0fab904 0fae2d0 
0fb8e49 0fb2bd6 0fb55d1 
0fb8cc7 0fb2b82 0fb5506 
0fb17be 0fab74a 0fae06b 
0fad0d7 0fa6fbd 0fa9942 
0fb1913 0fab702 0fae0b5 
0fb8a91 0fb28ea 0fb5099 
0fb8810 0fb282c 0fb4e38 
0fb127a 0fab3e0 0fad92d 
0facbf6 0fa6cfa 0fa9293 
0fb1314 0fab33a 0fad958 
0fb825b 0fb22c2 0fb489d 
0fb7f6d 0fb212b 0fb4626 
0fb09a0 0faac26 0fad0eb 
0fac267 0fa6425 0fa8a99 
0fb0899 0faa91a 0fad101 
0fb779f 0fb181f 0fb4027 
0fb73b1 0fb1581 0fb3cf9 
0fafd81 0faa035 0fac746 
0fab5ad 0fa57c2 0fa7f28 
0fafbf5 0fa9ccc 0fac48d 
0fb6be3 0fb0c95 0fb33cf 
0fb6949 0fb0b37 0fb31a9 
0faf478 0fa9737 0fabd12 
0faad83 0fa4f96 0fa75eb 
0faf3fc 0fa94d1 0fabbbe 
0fb63df 0fb04a9 0fb2be5 
0fb620d 0fb0402 0fb2b05 
0faee2b 0fa90db 0fab79b 
0faa7b6 0fa49ac 0fa7107 
0faeefb 0fa8fb0 0fab83a 
0fb6050 0fb00ed 0fb297d 
0fb5fe9 0fb01a6 0fb297a 
0faecf5 0fa8f5a 0fab6ec 
0faa80b 0fa498d 0fa71ea 
0faf1b8 0fa91d8 0fabaaa 
0fb64f3 0fb04da 0fb2d18 
0fb66a4 0fb0797 0fb2f5a 
0faf593 0fa9748 0fabef2 
0fab1b7 0fa52b4 0fa7ac6 
0fafb97 0fa9b48 0fac3d1 
0fb6fde 0fb0f6d 0fb377b 
0fb7262 0fb131f 0fb3a3a 
0fb02c0 0faa455 0facb3d 
0fabfab 0fa6090 0fa87fa 
0fb0a92 0faaa2d 0fad225 
0fb8082 0fb2002 0fb4802 
0fb84cc 0fb2593 0fb4d39 
0fb1664 0fab7ea 0fadf7a 
0fad57a 0fa7638 0fa9e6f 
0fb2203 0fac175 0faea4c 
0fb9934 0fb3882 0fb6143 
0fb9f27 0fb3f78 0fb679a 
0fb313e 0fad21c 0fafa0b 
0faef56 0fa8f51 0fab782 
0fb3ac4 0fad97b 0fb0222 
0fbaf92 0fb4e58 0fb764a 
0fbb2ba 0fb52cc 0fb7929 
0fb42da 0fae3c7 0fb08c4 
0fafe92 0fa9ee3 0fac415 
0fb43ef 0fae334 0fb092c 
0fbb00a 0fb4f5e 0fb7509 
0fbac6a 0fb4cdf 0fb714a 
0fb398a 0fadabd 0faffee 
0faf4bf 0fa953a 0fabd93 
0fb3dc0 0fadcca 0fb0713 
0fbb0ee 0fb4f81 0fb7b38 
0fbb41a 0fb532d 0fb8041 
0fb44ef 0fae3c2 0fb123a 
0fb0164 0fa9f0d 0facd6c 
0fb48bb 0fae4d3 0fb1094 
0fbb776 0fb5425 0fb80dd 
0fbb4c9 0fb540e 0fb84a1 
0fb4028 0fae193 0fb1142 
0faf728 0fa996d 0fac76c 
0fb38e1 0fadb13 0fb07fc 
0fba418 0fb4694 0fb7252 
0fb9ff4 0fb43f2 0fb6d59 
0fb29b7 0facee2 0faf64c 
0fadd6f 0fa8290 0faa89d 
0fb1a5d 0fabf24 0fae3ff 
0fb811a 0fb2650 0fb495d 
0fb79d5 0fb2081 0fb412d 
0fb00bd 0faa87b 0fac6f7 
0fab178 0fa581d 0fa7b8c 
0faecc0 0fa91bf 0fab784 
0fb5166 0faf68a 0fb1d8c 
0fb4732 0faeda4 0fb15d9 
0facb63 0fa727b 0fa9b69 
0fa7937 0fa1f35 0fa4996 
0fab092 0fa554b 0fa8107 
0fb132a 0fab7b0 0fae3c3 
0fb0812 0faadbc 0fad8f1 
0fa8bac 0fa3230 0fa5c9c 
0fa3a1d 0f9e007 0fa0a96 
0fa72dd 0fa1792 0fa4270 
0fad608 0fa7adc 0faa4dd 
0facb9c 0fa7211 0fa9ae2 
0fa4ed8 0f9f668 0fa1e54 
0f9fbdc 0f9a2e8 0f9cb8f 
0fa32fa 0f9d942 0fa03c2 
0fa963e 0fa3d59 0fa68c1 
0fa8cff 0fa3682 0fa60da 
0fa122a 0f9bd83 0f9e7e5 
0f9c0ac 0f96b15 0f99795 
0f9f940 0f9a128 0f9d099 
0fa5dec 0fa039d 0fa3581 
0fa5577 0f9fc45 0fa2cdd 
0f9db09 0f98356 0f9b1fd 
0f98a04 0f931a7 0f9600c 
0f9c344 0f969a3 0f99821 
0fa28b4 0f9ce8e 0f9fd38 
0fa2108 0f9c77c 0f9f601 
0f9a69d 0f94e5d 0f97c04 
0f955d7 0f8fe9b 0f92b03 
0f99036 0f939ab 0f96479 
0f9f6e8 0f9a09c 0f9ca0e 
0f9f0a5 0f99b29 0f9c2e6 
0f97871 0f92317 0f94a11 
0f92929 0f8d1f9 0f8f9bc 
0f963c6 0f90a6d 0f9332d 
0f9cac4 0f9713c 0f999bc 
0f9c52e 0f96d0f 0f994ac 
0f94e1c 0f8f6c0 0f91e17 
0f9003d 0f8a844 0f8d002 
0f93c5b 0f8e352 0f90c00 
0f9a63c 0f94d6f 0f975d8 
0f9a48f 0f94da5 0f9744a 
0f93020 0f8da9a 0f8ffdf 
0f8e433 0f88e15 0f8b395 
0f922d1 0f8cb0e 0f8f17f 
0f98f35 0f93739 0f95d6c 
0f98fdc 0f938f5 0f95e5e 
0f91e32 0f8c7b5 0f8ed0c 
0f8d562 0f87db7 0f8a411 
0f9179e 0f8be4d 0f8e5a4 
0f987df 0f92e93 0f955a6 
0f98d32 0f9354a 0f95b52 
0f920b2 0f8c95f 0f8ef1f 
0f8dbf8 0f883b0 0f8aa22 
0f92140 0f8c807 0f8eed5 
0f9953b 0f93c00 0f962a1 
0f99efe 0f946d5 0f96cb6 
0f936f9 0f8df97 0f904f1 
0f8f62e 0f89e0f 0f8c3d7 
0f93fd7 0f8e641 0f90d12 
0f9b7b2 0f95d96 0f984f8 
0f9c5cc 0f96c49 0f9934f 
0f960f9 0f907d6 0f92ee2 
0f92338 0f8c8d3 0f8f074 
0f96ff5 0f9143b 0f93c38 
0f9eb43 0f98f62 0f9b73c 
0f9fc03 0f9a10a 0f9c831 
0f99907 0f93ead 0f96596 
0f95cde 0f901cf 0f92972 
0f9aadf 0f94e75 0f976ff 
0fa27fc 0f9cb4e 0f9f3df 
0fa39f8 0f9de46 0fa0676 
0f9d846 0f97d48 0f9a52e 
0f99d75 0f941b0 0f96a05 
0f9ecde 0f98fa1 0f9b8a9 
0fa6a6d 0fa0ce1 0fa35fc 
0fa7dde 0fa2134 0fa49de 
0fa1e15 0f9c22d 0f9ea85 
0f9e3a3 0f9872d 0f9b008 
0fa32ab 0f9d4f9 0f9fe95 
0fab077 0fa52a0 0fa7c7a 
0fac41a 0fa6768 0fa90ee 
0fa6497 0fa08b1 0fa3215 
0fa2a30 0f9cda0 0f9f7af 
0fa79b8 0fa1bd4 0fa4718 
0faf83d 0fa9a19 0fac61d 
0fb0c35 0faaf1d 0fad994 
0faad36 0fa50e8 0fa7918 
0fa72ba 0fa15ce 0fa3e28 
0fac18e 0fa6359 0fa8c4a 
0fb3f60 0fae101 0fb09bb 
0fb5252 0faf50e 0fb1cf5 
0faf0db 0fa947d 0fabbf5 
0fab4a2 0fa57c3 0fa7fb4 
0fb017b 0faa37b 0facc14 
0fb7a4a 0fb1c3c 0fb44ce 
0fb84d7 0fb27eb 0fb4f9d 
0fb1c7f 0fac057 0fae783 
0fada2c 0fa7d56 0faa4e7 
0fb2162 0fac346 0faeb4d 
0fb97a3 0fb394f 0fb6101 
0fba3e9 0fb46a6 0fb6d95 
0fb3c22 0fadfa7 0fb060f 
0faf8b1 0fa9b96 0fac256 
0fb3d96 0fadf40 0fb06d4 
0fbb28d 0fb53e5 0fb7d2c 
0fbbdf9 0fb6032 0fb89a8 
0fb566a 0faf924 0fb2283 
0fb1303 0fab4f5 0fadeb9 
0fb58e3 0faf9bc 0fb23f1 
0fbcf81 0fb7063 0fb98b6 
0fbdc42 0fb7e71 0fba4fe 
0fb750e 0fb1817 0fb3e1b 
0fb32f1 0fad562 0fafb9d 
0fb7a90 0fb1be3 0fb425d 
0fbf163 0fb9298 0fbb8e8 
0fbfefd 0fba16e 0fbc6b6 
0fb9987 0fb3cea 0fb6140 
0fb5856 0fafb36 0fb1f86 
0fba085 0fb4252 0fb66bd 
0fc184b 0fbba02 0fbde24 
0fc2710 0fbc9c8 0fbed4c 
0fbc20e 0fb6571 0fb8875 
0fb80e9 0fb2380 0fb4701 
0fbc8ed 0fb6a38 0fb8e61 
0fc40f2 0fbe22d 0fc0610 
0fc4f1f 0fbf18b 0fc145d 
0fbe980 0fb8cc6 0fbae9c 
0fba707 0fb49be 0fb6b40 
0fbec84 0fb8e41 0fbaf50 
0fc6228 0fc03f0 0fc23b4 
0fc6e1b 0fc10f9 0fc2eb1 
0fc066b 0fbaa23 0fbc655 
0fbc1f7 0fb6553 0fb844d 
0fc0590 0fba811 0fbc877 
0fc7a66 0fc1c93 0fc3e48 
0fc86de 0fc299b 0fc4d24 
0fc1f0b 0fbc2a8 0fbe616 
0fbdad3 0fb7e19 0fba19b 
0fc1fdf 0fbc1ea 0fbe4a2 
0fc9524 0fc36f0 0fc587a 
0fca01e 0fc42e7 0fc6425 
0fc366a 0fbd9aa 0fbfb67 
0fbeed7 0fb9137 0fbb419 
0fc2f3d 0fbd021 0fbf432 
0fc9fc9 0fc4056 0fc64d3 
0fca7cf 0fc4927 0fc6d58 
0fc3a31 0fbdbde 0fbfff3 
0fbedde 0fb8e88 0fbb348 
0fc29a3 0fbc8e7 0fbee5f 
0fc972c 0fc3651 0fc5bb2 
0fc9bb8 0fc3bfe 0fc60ae 
0fc2a71 0fbcb87 0fbefe5 
0fbdab3 0fb7b3d 0fba028 
0fc13b7 0fbb355 0fbd8ca 
0fc7ef0 0fc1f11 0fc4450 
0fc8165 0fc23a9 0fc47ef 
0fc0da1 0fbb1ee 0fbd5bc 
0fbbb18 0fb606c 0fb840b 
0fbf289 0fb9744 0fbbbf5 
0fc5d57 0fc00f9 0fc2779 
0fc6013 0fc03f6 0fc2a89 
0fbed33 0fb916a 0fbb66b 
0fb9ad1 0fb3da2 0fb6151 
0fbd2e1 0fb737b 0fb97e4 
0fc3f97 0fbdec9 0fc0381 
0fc4564 0fbe4a5 0fc074c 
0fbd439 0fb7688 0fb9537 
0fb82a8 0fb2685 0fb48c5 
0fbbbdd 0fb5ea8 0fb83d1 
0fc298d 0fbcc55 0fbf0d2 
0fc2e8e 0fbd276 0fbf68b 
0fbbd02 0fb6267 0fb8608 
0fb6aa7 0fb0f94 0fb3383 
0fba314 0fb470c 0fb6b37 
0fc11a8 0fbb594 0fbd989 
0fc175e 0fbbbee 0fbdf9f 
0fba555 0fb4a07 0fb6e4e 
0fb533e 0faf6e7 0fb1ccf 
0fb8bff 0fb2ec1 0fb55f5 
0fbfa98 0fb9cb6 0fbc411 
0fc01fa 0fba49d 0fbcae8 
0fb8fd9 0fb32d3 0fb58da 
0fb3bba 0faddea 0fb0499 
0fb725f 0fb1363 0fb3ab9 
0fbe039 0fb8120 0fba868 
0fbe6a2 0fb883b 0fbaf18 
0fb7308 0fb15da 0fb3c4a 
0fb1db8 0fac2a5 0fae7be 
0fb5537 0faf7e1 0fb1fac 
0fbc4fb 0fb6014 0fb8ebb 
0fbcad7 0fb6a17 0fb942e 
0fb57d9 0fafacd 0fb2129 
0fb03b8 0faa788 0facbfe 
0fb39f2 0fade2a 0fb00fc 
0fba851 0fb4bec 0fb6f49 
0fbb04e 0fb5472 0fb775c 
0fb3e78 0fae37a 0fb04eb 
0faeb4e 0fa9028 0fab06d 
0fb23b9 0fac7a3 0fae740 
0fb940f 0fb37d3 0fb5632 
0fb9c39 0fb4129 0fb5e80 
0fb2a7c 0fad05e 0faeeb2 
0fad69c 0fa7c71 0fa9a9b 
0fb0e25 0fab3c9 0fad11a 
0fb7f19 0fb24a0 0fb42e2 
0fb89d3 0fb2fd8 0fb4e85 
0fb19c1 0fabff8 0fadeb4 
0fac64c 0fa6bae 0fa8d0a 
0faff2c 0faa34b 0fac703 
0fb716d 0fb1534 0fb3a00 
0fb7d3f 0fb21f5 0fb4693 
0fb0eb8 0fab41b 0fad82f 
0fabc7f 0fa60fd 0fa852a 
0faf622 0fa9923 0fabd89 
0fb6998 0fb0c55 0fb306a 
0fb760f 0fb19a9 0fb3d08 
0fb07a6 0faab87 0face9b 
0fab427 0fa572d 0fa7ad9 
0faec2d 0fa8dba 0fab2a4 
0fb5f72 0fb00b8 0fb261b 
0fb6d01 0fb0fea 0fb3425 
0fafee4 0faa2d6 0fac69e 
0faac26 0fa4f39 0fa7412 
0fae5e6 0fa8764 0faad22 
0fb5aa4 0fafc34 0fb217b 
0fb6959 0fb0bf6 0fb308a 
0fafd47 0faa06a 0fac4ba 
0faac78 0fa4e93 0fa7395 
0fae7d5 0fa881a 0faae3c 
0fb5f4a 0fafe9e 0fb257a 
0fb716c 0fb1103 0fb3854 
0fb07d8 0faa766 0facf91 
0fab96e 0fa584c 0fa815f 
0faf814 0fa9695 0fabfd5 
0fb725a 0fb10c1 0fb3a15 
0fb883e 0fb2792 0fb5009 
0fb22cc 0fac30c 0faeadc 
0fad742 0fa770d 0fa9f2e 
0fb1722 0fab5cd 0fade75 
0fb9377 0fb3233 0fb5adf 
0fbab53 0fb4b68 0fb73ad 
0fb4672 0fae799 0fb0f88 
0fafb92 0fa9c6d 0fac4c1 
0fb3c60 0fadc84 0fb0521 
0fbb9fc 0fb5a24 0fb8273 
0fbd300 0fb7466 0fb9bd8 
0fb6f4b 0fb11cc 0fb388f 
0fb2457 0fac683 0faeda3 
0fb6447 0fb055b 0fb2d04 
0fbe0af 0fb8196 0fba901 
0fbf837 0fb9a47 0fbc0b4 
0fb9325 0fb363c 0fb5bf0 
0fb45d4 0fae883 0fb0e93 
0fb83e3 0fb2574 0fb4bf0 
0fbff18 0fba077 0fbc6b7 
0fc158f 0fbb804 0fbdd69 
0fbaebe 0fb520d 0fb76b7 
0fb5f7a 0fb0248 0fb2719 
0fb9a73 0fb3c27 0fb615c 
0fc130e 0fbb4a7 0fbd981 
0fc279c 0fbca59 0fbee4b 
0fbbe92 0fb6236 0fb856c 
0fb6cda 0fb1003 0fb3362 
0fba597 0fb4748 0fb6b5e 
0fc1b87 0fbbcaa 0fbe118 
0fc2dbd 0fbcf96 0fbf398 
0fbc222 0fb6482 0fb8848 
0fb6e72 0fb0ff9 0fb3461 
0fba512 0fb4520 0fb6a76 
0fc194d 0fbb8d7 0fbde84 
0fc2a06 0fbca66 0fbefc0 
0fbbd89 0fb5e78 0fb838e 
0fb6793 0fb07ab 0fb2d7e 
0fb9aae 0fb393f 0fb6064 
0fc0cb2 0fbaadd 0fbd287 
0fc1ca4 0fbbbb6 0fbe320 
0fbaf94 0fb4f57 0fb76a3 
0fb58c0 0faf7bc 0fb1fc1 
0fb8c34 0fb2978 0fb52b8 
0fbfdd1 0fb9a33 0fbc444 
0fc0cc8 0fba990 0fbd3d0 
0fb9db5 0fb3c66 0fb6530 
0fb4435 0fae45f 0fb0bb9 
0fb7615 0fb163b 0fb3d35 
0fbe5d7 0fb86c7 0fbaccc 
0fbf272 0fb9540 0fbbad4 
0fb8242 0fb2642 0fb4d12 
0fb2807 0facbab 0faf31d 
0fb57db 0fafa89 0fb2294 
0fbc570 0fb682c 0fb9014 
0fbd0b0 0fb747d 0fb9bcb 
0fb5f8f 0fb03eb 0fb2ae5 
0fb04d3 0faa8c9 0fad021 
0fb3386 0fad65e 0faff6b 
0fba146 0fb43c2 0fb6d64 
0fbae4f 0fb518e 0fb78e9 
0fb3dc1 0fae1d2 0fb08b5 
0fae384 0fa8703 0faadc0 
0fb12dd 0fab4fb 0fadaf7 
0fb803d 0fb2216 0fb47e1 
0fb8cb8 0fb2fa6 0fb54b1 
0fb1bfb 0fabfd3 0fae4a6 
0fac127 0fa647f 0fa89e9 
0faf066 0fa928c 0fab8bd 
0fb5e89 0fb007c 0fb268d 
0fb6bf6 0fb0f16 0fb3446 
0fafd57 0faa16d 0fac622 
0faa522 0fa48a8 0fa6da8 
0fad54b 0fa7799 0fa9d1c 
0fb43ca 0fae5da 0fb0ad8 
0fb5097 0faf3b0 0fb1820 
0fae01d 0fa841f 0faaa93 
0fa8554 0fa28df 0fa5396 
0fab376 0fa559f 0fa8379 
0fb1f57 0fac120 0faf049 
0fb2b7b 0face45 0fafde2 
0fabb25 0fa5ee3 0fa8ed4 
0fa6073 0fa040e 0fa34ad 
0fa8f18 0fa31c3 0fa6310 
0fafcdd 0fa9f7d 0faceef 
0fb098c 0faad5c 0fadab5 
0fa9966 0fa3e49 0fa6aa6 
0fa4048 0f9e4df 0fa1100 
0fa6f39 0fa12bd 0fa3f3d 
0fadb00 0fa7e75 0faaae3 
0fae6ed 0fa8b88 0fab72a 
0fa76e6 0fa1c8d 0fa477d 
0fa1b48 0f9c038 0f9ebb4 
0fa4725 0f9ea62 0fa170d 
0faafb1 0fa5262 0fa7f52 
0fab86f 0fa5c5c 0fa886a 
0fa4573 0f9ea63 0fa15ba 
0f9e6e2 0f98b94 0f9b6df 
0fa1038 0f9b3e7 0f9df6f 
0fa78e7 0fa1c6e 0fa4785 
0fa81dc 0fa269f 0fa50ab 
0fa0f78 0f9b56c 0f9dea9 
0f9b293 0f95830 0f98182 
0f9dd27 0f981b1 0f9ab66 
0fa45f4 0f9ea9c 0fa13b5 
0fa4fa2 0f9f586 0fa1d55 
0f9dd89 0f98467 0f9ab4b 
0f97fb2 0f92601 0f94d3e 
0f9a9ce 0f94e8f 0f976a6 
0fa129d 0f9b71b 0f9dee0 
0fa1d9d 0f9c31f 0f9ea1f 
0f9ac72 0f952f0 0f9797f 
0f94fea 0f8f5e7 0f91cdc 
0f97bbe 0f92009 0f947fb 
0f9e709 0f98a3c 0f9b2e8 
0f9f3c2 0f997e1 0f9bfec 
0f98458 0f92964 0f95106 
0f92971 0f8cdfd 0f8f5e2 
0f95654 0f8f9a1 0f9220f 
0f9c242 0f96540 0f98ddf 
0f9d09b 0f9749d 0f99ca4 
0f96392 0f90871 0f92ffb 
0f909f6 0f8ae89 0f8d612 
0f937a5 0f8db19 0f9030c 
0f9a488 0f947ca 0f96f96 
0f9b462 0f95914 0f97f9a 
0f94955 0f8ef75 0f914a5 
0f8f188 0f897ad 0f8bc6a 
0f92175 0f8c6ad 0f8eb71 
0f99199 0f9368e 0f95b00 
0f9a481 0f94a50 0f96e12 
0f93bae 0f8e24a 0f90579 
0f8e65d 0f88c90 0f8afb3 
0f918de 0f8bdc0 0f8e136 
0f98bd0 0f93071 0f95373 
0f9a1f7 0f9479d 0f969a8 
0f93c5e 0f8e2de 0f90451 
0f8ea89 0f8908c 0f8b218 
0f92026 0f8c4cc 0f8e6fd 
0f99680 0f93abd 0f95d39 
0f9b037 0f95580 0f9776e 
0f94e35 0f8f483 0f915c3 
0f8fe93 0f8a473 0f8c615 
0f9365c 0f8dad7 0f8fd93 
0f9af0f 0f952b9 0f9765f 
0f9cbad 0f9700c 0f993a1 
0f96cb1 0f911d3 0f93550 
0f91fc7 0f8c41c 0f8e863 
0f95a6b 0f8fd47 0f92283 
0f9d587 0f97838 0f99d6e 
0f9f429 0f99837 0f9bc62 
0f996b7 0f93c16 0f95f38 
0f94aed 0f8efdc 0f91322 
0f98644 0f929bd 0f94ddf 
0fa02e8 0f9a5f9 0f9ca24 
0fa224c 0f9c641 0f9e9ee 
0f9c622 0f96ad9 0f98e1a 
0f97aca 0f91ef1 0f94282 
0f9b6e2 0f9599f 0f97df0 
0fa34e8 0f9d716 0f9fb8f 
0fa55e5 0f9f8c8 0fa1cce 
0f9fa25 0f99dae 0f9c165 
0f9afc1 0f952af 0f976a3 
0f9eb60 0f98cdd 0f9b190 
0fa688f 0fa0975 0fa2e4f 
0fa89f4 0fa2b8e 0fa4fac 
0fa2ecf 0f9d111 0f9f4b6 
0f9e458 0f98615 0f9a9f3 
0fa215c 0f9c1d7 0f9e656 
0fa9fdf 0fa4017 0fa6484 
0fac198 0fa62e2 0fa86ac 
0fa66a4 0fa08f7 0fa2c37 
0fa1c9e 0f9be90 0f9e207 
0fa58eb 0f9f9b6 0fa1de0 
0fad696 0fa7732 0fa9b7f 
0faf859 0fa9a0d 0fabdc2 
0fa9d24 0fa3fde 0fa631f 
0fa5342 0f9f5ac 0fa1943 
0fa8fc6 0fa310f 0fa5565 
0fb0dd6 0faaed4 0fad374 
0fb2fa6 0fad19c 0faf5dc 
0fad475 0fa7754 0fa9c03 
0fa8b18 0fa2d71 0fa5467 
0fac7bf 0fa68a0 0fa90ed 
0fb4627 0fae680 0fb0f4f 
0fb68b9 0fb09eb 0fb328a 
0fb0e7d 0fab078 0fad8e7 
0fac4ef 0fa6668 0fa8f6a 
0fb01d0 0faa218 0facbf2 
0fb805e 0fb2086 0fb4a90 
0fba3ce 0fb451e 0fb6e8d 
0fb4a90 0faecf3 0fb15c3 
0fb01b4 0faa3cc 0faccce 
0fb3fd3 0fae0c7 0fb0a56 
0fbbf43 0fb6003 0fb8985 
0fbe333 0fb8515 0fbadc1 
0fb8a6c 0fb2d52 0fb554a 
0fb40f2 0fae37d 0fb0b9d 
0fb7de3 0fb1f50 0fb4806 
0fbfc68 0fb9d95 0fbc671 
0fc1ff2 0fbc222 0fbea49 
0fbc6ed 0fb6a09 0fb9174 
0fb7cb7 0fb1f81 0fb46f3 
0fbb8e6 0fb5a8e 0fb826a 
0fc36fb 0fbd85f 0fc0035 
0fc59a8 0fbfc0e 0fc2335 
0fbffae 0fba2ec 0fbc97d 
0fbb4f2 0fb579a 0fb7e7c 
0fbefb4 0fb9102 0fbb8b4 
0fc6d15 0fc0dfd 0fc3608 
0fc8f38 0fc3108 0fc58ad 
0fc3428 0fbd6ce 0fbfe27 
0fbe7d6 0fb8a0b 0fbb1dd 
0fc2292 0fbc37e 0fbec34 
0fc9f1f 0fc3faf 0fc68df 
0fcc078 0fc6203 0fc8add 
0fc64b8 0fc0725 0fc2fa9 
0fc17cc 0fbb9b4 0fbe2f6 
0fc50a6 0fbf13f 0fc1beb 
0fccb05 0fc6b33 0fc96d3 
0fce9ac 0fc8ae2 0fcb65b 
0fc8be0 0fc2e13 0fc58f9 
0fc3c06 0fbddd2 0fc08c8 
0fc71e3 0fc1281 0fc3e11 
0fcea6a 0fc8ab1 0fcb645 
0fd0587 0fca6a7 0fcd162 
0fca0ed 0fc42f1 0fc6d63 
0fc4dc2 0fbef31 0fc19e8 
0fc8157 0fc2160 0fc4cbb 
0fcf85e 0fc97e6 0fcc356 
0fd140b 0fcb476 0fcdf55 
0fcb1c9 0fc5321 0fc7d74 
0fc5de8 0fbfec8 0fc2943 
0fc8f0c 0fc2e97 0fc598b 
0fd0284 0fca16b 0fccc74 
0fd1c76 0fcbc12 0fce659 
0fcb999 0fc5a8f 0fc836b 
0fc6525 0fc064d 0fc2e40 
0fc959b 0fc35ea 0fc5ddc 
0fd093c 0fca938 0fcd117 
0fd22da 0fcc3df 0fcead5 
0fcbf3d 0fc6172 0fc87b6 
0fc6a48 0fc0c56 0fc32c3 
0fc9aab 0fc3bc5 0fc62a4 
0fd0dfa 0fcaf08 0fcd5de 
0fd26ce 0fcc916 0fcef53 
0fcc1b8 0fc650b 0fc8a6a 
0fc6c8c 0fc0f7a 0fc3352 
0fc9bb4 0fc3d8c 0fc617d 
0fd0d25 0fcaed6 0fcd289 
0fd249c 0fcc772 0fcea06 
0fcbfde 0fc63ba 0fc8523 
0fc681c 0fc0b85 0fc2c94 
0fc947d 0fc36a9 0fc5792 
0fd0446 0fca620 0fcc682 
